------Generation 0------
Rule  1: 28b27d7b14, Class:  1, CF:0.324082, Len: 10, Fitness_tra: 0
Rule 26: 4cc4111881, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 27: b377d5124b, Class:  1, CF:0.999795, Len: 10, Fitness_tra: 0
Rule 28: b224221214, Class:  1, CF:0.978908, Len: 10, Fitness_tra: 1
Rule 29: 2241191612, Class:  1, CF:0.857505, Len: 10, Fitness_tra: 1
Rule 30: 4124111124, Class:  1, CF:0.946065, Len: 10, Fitness_tra: 1
Rule 31: 1541812111, Class:  0, CF:0.717757, Len: 10, Fitness_tra: 1
Rule 32: b242151414, Class:  1, CF:0.908729, Len: 10, Fitness_tra: 0
Rule 33: 1121f61212, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 43d4121214, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: a2141314b1, Class:  0, CF:0.78012, Len: 10, Fitness_tra: 0
Rule 36: 11b4897224, Class:  1, CF:0.99399, Len: 10, Fitness_tra: 0
Rule 37: 2422dd2712, Class:  1, CF:0.981883, Len: 10, Fitness_tra: 0
Rule 38: 4274467b12, Class:  0, CF:0.968121, Len: 10, Fitness_tra: 0
Rule 39: 42c4164955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 27248ab214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7772292bb7, Class:  1, CF:0.906329, Len: 10, Fitness_tra: 0
Rule 42: 21275a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 42b2417227, Class:  1, CF:0.993286, Len: 10, Fitness_tra: 0
Rule 44: 72b4217b72, Class:  1, CF:0.834864, Len: 10, Fitness_tra: 0
Rule 45: 414116b5b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 42b223b21b, Class:  1, CF:0.760523, Len: 10, Fitness_tra: 0
Rule 47: b2721a744b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 182b134d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 124b1922c7, Class:  1, CF:0.996622, Len: 10, Fitness_tra: 0
Rule 50: 22bb13b142, Class:  1, CF:0.605925, Len: 10, Fitness_tra: 0
Rule 51: 4cb1517122, Class:  1, CF:0.998059, Len: 10, Fitness_tra: 0
Rule 52: 1317254511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 171bd671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4227e6b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1b47c62717, Class:  1, CF:0.960924, Len: 10, Fitness_tra: 0
Rule 56: 1b12c67727, Class:  1, CF:0.964049, Len: 10, Fitness_tra: 0
Rule 57: 8117854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42225f7224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2112814181, Class:  1, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 60: 4227911271, Class:  1, CF:0.939305, Len: 10, Fitness_tra: 0
Rule 61: 4b1b13b4b7, Class:  1, CF:0.730774, Len: 10, Fitness_tra: 0
Rule 62: 81c123b2d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c441a481d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 444b81b12b, Class:  1, CF:0.989885, Len: 10, Fitness_tra: 0
Rule 65: 127711221b, Class:  1, CF:0.79078, Len: 10, Fitness_tra: 0
Rule 66: 417b117b42, Class:  1, CF:0.882176, Len: 10, Fitness_tra: 0
Rule 67: 4221632914, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 43d71d711d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 74b2814122, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 70: b222154421, Class:  1, CF:0.979758, Len: 10, Fitness_tra: 0
Rule 71: 2174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 72: 45c183b181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 217451b4bb, Class:  1, CF:0.99448, Len: 10, Fitness_tra: 0
Rule 74: 21141121d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 471b817122, Class:  1, CF:0.992875, Len: 10, Fitness_tra: 0
Rule 76: 211b597814, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 7b745fbb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4b1bd14722, Class:  1, CF:0.999189, Len: 10, Fitness_tra: 0
Rule 79: 7427194224, Class:  1, CF:0.997784, Len: 10, Fitness_tra: 0
Rule 80: 1142d32b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 2dcb19b128, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: c5c18975d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2111151352, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 1e121d4911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 1d2751b5d8, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 2127552111, Class:  1, CF:0.86245, Len: 10, Fitness_tra: -51
Rule 87: c1429a18d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 125725751c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 1124964d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 112151b121, Class:  1, CF:0.991349, Len: 10, Fitness_tra: 6
Rule 91: 1212113111, Class:  0, CF:0.973069, Len: 10, Fitness_tra: 187
Rule 92: 412411e212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b124194274, Class:  1, CF:0.996119, Len: 10, Fitness_tra: 0
Rule 94: b212121221, Class:  1, CF:0.940807, Len: 10, Fitness_tra: 8
Rule 95: b212117412, Class:  1, CF:0.924269, Len: 10, Fitness_tra: 0
Rule 96: 43d26d711b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b27211141b, Class:  1, CF:0.771135, Len:  0, Fitness_tra: 0
Rule 98: 5cc43e0881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 127211121b, Class:  1, CF:0.145661, Len: 10, Fitness_tra: 0
Rule100: 2311d12511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.6429
------Result------
Miss_rate(tra)	:11.6429
Miss_rate(tst)	:2.01097
ARL				:10

------Generation 900------
Rule  1: b1111e3113, Class:  0, CF:0.497201, Len: 10, Fitness_tra: -97
Rule  2: 777121341c, Class:  1, CF:0.999434, Len: 10, Fitness_tra: 297
Rule  3: 7771de122b, Class:  1, CF:0.999929, Len: 10, Fitness_tra: 238
Rule  4: 2211111dd2, Class:  1, CF:  1, Len: 10, Fitness_tra: 230
Rule  5: 1212113111, Class:  0, CF:0.973069, Len: 10, Fitness_tra: -37
Rule  6: 16111e31b1, Class:  0, CF:0.113159, Len: 10, Fitness_tra: -2
Rule  7: 71178814b7, Class:  1, CF:0.983078, Len: 10, Fitness_tra: 14
Rule  8: 7221891272, Class:  1, CF:0.998456, Len: 10, Fitness_tra: 12
Rule  9: 2b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 0
Rule 10: 1c24d22111, Class:  0, CF:0.840896, Len: 10, Fitness_tra: 0
Rule 11: b5171818b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 12: 44411c7142, Class:  1, CF:0.990998, Len: 10, Fitness_tra: 4
Rule 13: b212121221, Class:  1, CF:0.940807, Len: 10, Fitness_tra: 8
Rule 14: b271814d11, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 15: 19141514b7, Class:  0, CF:0.990843, Len: 10, Fitness_tra: 0
Rule 16: 112151b121, Class:  1, CF:0.991349, Len: 10, Fitness_tra: 5
Rule 17: 12141514b7, Class:  0, CF:0.559593, Len: 10, Fitness_tra: 0
Rule 18: b11421121b, Class:  1, CF:0.914425, Len: 10, Fitness_tra: 1
Rule 19: 2121231242, Class:  1, CF:0.916036, Len: 10, Fitness_tra: 4
Rule 20: 47c1de1881, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 21: 14113f1bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 22: 41142d121b, Class:  1, CF:0.918489, Len: 10, Fitness_tra: 4
Rule 23: b27211141b, Class:  1, CF:0.771135, Len: 10, Fitness_tra: 1
Rule 24: 41e1163112, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 25: 12718142b1, Class:  1, CF:0.959499, Len: 10, Fitness_tra: 7
Rule 26: b27221141b, Class:  1, CF:0.908701, Len: 10, Fitness_tra: 1
Rule 27: 4cc4111881, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 28: 4124111124, Class:  1, CF:0.946065, Len: 10, Fitness_tra: 1
Rule 29: 1541812111, Class:  0, CF:0.717757, Len: 10, Fitness_tra: 1
Rule 30: b224221214, Class:  1, CF:0.978908, Len: 10, Fitness_tra: 1
Rule 31: 2241191612, Class:  1, CF:0.857505, Len: 10, Fitness_tra: 0
Rule 32: 2311d12511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 1121f61212, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 43d4121214, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: a2141314b1, Class:  0, CF:0.78012, Len: 10, Fitness_tra: 0
Rule 36: 11b4897224, Class:  1, CF:0.99399, Len: 10, Fitness_tra: 0
Rule 37: 2422dd2712, Class:  1, CF:0.981883, Len: 10, Fitness_tra: 0
Rule 38: 4274467b12, Class:  0, CF:0.968121, Len: 10, Fitness_tra: 0
Rule 39: 42c4164955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 27248ab214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7772292bb7, Class:  1, CF:0.906329, Len: 10, Fitness_tra: 0
Rule 42: 21275a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 42b2417227, Class:  1, CF:0.993286, Len: 10, Fitness_tra: 0
Rule 44: 72b4217b72, Class:  1, CF:0.834864, Len: 10, Fitness_tra: 0
Rule 45: 414116b5b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 42b223b21b, Class:  1, CF:0.760523, Len: 10, Fitness_tra: 0
Rule 47: b2721a744b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 182b134d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 124b1922c7, Class:  1, CF:0.996622, Len: 10, Fitness_tra: 0
Rule 50: 22bb13b142, Class:  1, CF:0.605925, Len: 10, Fitness_tra: 0
Rule 51: 4cb1517122, Class:  1, CF:0.998059, Len: 10, Fitness_tra: 0
Rule 52: 1317254511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 171bd671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4227e6b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1b47c62717, Class:  1, CF:0.960924, Len: 10, Fitness_tra: 0
Rule 56: 1b12c67727, Class:  1, CF:0.964049, Len: 10, Fitness_tra: 0
Rule 57: 8117854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42225f7224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2112814181, Class:  1, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 60: 4227911271, Class:  1, CF:0.939305, Len: 10, Fitness_tra: 0
Rule 61: 4b1b13b4b7, Class:  1, CF:0.730774, Len: 10, Fitness_tra: 0
Rule 62: 81c123b2d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c441a481d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 444b81b12b, Class:  1, CF:0.989885, Len: 10, Fitness_tra: 0
Rule 65: 127711221b, Class:  1, CF:0.79078, Len: 10, Fitness_tra: 0
Rule 66: 417b117b42, Class:  1, CF:0.882176, Len: 10, Fitness_tra: 0
Rule 67: 4221632914, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 43d71d711d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 74b2814122, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 70: b222154421, Class:  1, CF:0.979758, Len: 10, Fitness_tra: 0
Rule 71: 2174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 72: 45c183b181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 217451b4bb, Class:  1, CF:0.99448, Len: 10, Fitness_tra: 0
Rule 74: 21141121d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 471b817122, Class:  1, CF:0.992875, Len: 10, Fitness_tra: 0
Rule 76: 211b597814, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 7b745fbb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4b1bd14722, Class:  1, CF:0.999189, Len: 10, Fitness_tra: 0
Rule 79: 7427194224, Class:  1, CF:0.997784, Len: 10, Fitness_tra: 0
Rule 80: 1142d32b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 121742b122, Class:  1, CF:0.577728, Len: 10, Fitness_tra: 0
Rule 82: c14b3f1135, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: c1d7121e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: c1d7cd2165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 22c41a4819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15d2d12911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: c31bc1b113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4e54282191, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: c84b111ed1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 21c7834851, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 777421b414, Class:  1, CF:0.989416, Len: 10, Fitness_tra: 0
Rule 92: 4b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 10
Rule 93: 7177211417, Class:  1, CF:0.97594, Len: 10, Fitness_tra: 11
Rule 94: 1111151311, Class:  0, CF:0.558676, Len: 10, Fitness_tra: 909
Rule 95: 2311d12591, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: b2113f7bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 4144112114, Class:  1, CF:0.921085, Len: 10, Fitness_tra: 0
Rule 98: 772121122d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 8417194221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 14811c1bb1, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
------Current------
Miss_rate(tra)	:10.051
------Result------
Miss_rate(tra)	:10.051
Miss_rate(tst)	:2.01097
ARL				:10

------Generation 1000------
Rule  1: b1111e3113, Class:  0, CF:0.497201, Len: 10, Fitness_tra: -97
Rule  2: 777121341c, Class:  1, CF:0.999434, Len: 10, Fitness_tra: 297
Rule  3: 7771de122b, Class:  1, CF:0.999929, Len: 10, Fitness_tra: 238
Rule  4: 2211111dd2, Class:  1, CF:  1, Len: 10, Fitness_tra: 230
Rule  5: 1212113111, Class:  0, CF:0.973069, Len: 10, Fitness_tra: -37
Rule  6: 16111e31b1, Class:  0, CF:0.113159, Len: 10, Fitness_tra: -2
Rule  7: 71178814b7, Class:  1, CF:0.983078, Len: 10, Fitness_tra: 14
Rule  8: 7221891272, Class:  1, CF:0.998456, Len: 10, Fitness_tra: 12
Rule  9: 2b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 0
Rule 10: 1c24d22111, Class:  0, CF:0.840896, Len: 10, Fitness_tra: 0
Rule 11: b5171818b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 12: 44411c7142, Class:  1, CF:0.990998, Len: 10, Fitness_tra: 4
Rule 13: b212121221, Class:  1, CF:0.940807, Len: 10, Fitness_tra: 8
Rule 14: b271814d11, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 15: 19141514b7, Class:  0, CF:0.990843, Len: 10, Fitness_tra: 0
Rule 16: 112151b121, Class:  1, CF:0.991349, Len: 10, Fitness_tra: 5
Rule 17: 12141514b7, Class:  0, CF:0.559593, Len: 10, Fitness_tra: 0
Rule 18: b11421121b, Class:  1, CF:0.914425, Len: 10, Fitness_tra: 1
Rule 19: 2121231242, Class:  1, CF:0.916036, Len: 10, Fitness_tra: 4
Rule 20: 47c1de1881, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 21: 14113f1bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 22: 41142d121b, Class:  1, CF:0.918489, Len: 10, Fitness_tra: 4
Rule 23: b27211141b, Class:  1, CF:0.771135, Len: 10, Fitness_tra: 1
Rule 24: 41e1163112, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 25: 12718142b1, Class:  1, CF:0.959499, Len: 10, Fitness_tra: 7
Rule 26: b27221141b, Class:  1, CF:0.908701, Len: 10, Fitness_tra: 1
Rule 27: 4cc4111881, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 28: 4124111124, Class:  1, CF:0.946065, Len: 10, Fitness_tra: 1
Rule 29: 1541812111, Class:  0, CF:0.717757, Len: 10, Fitness_tra: 1
Rule 30: b224221214, Class:  1, CF:0.978908, Len: 10, Fitness_tra: 1
Rule 31: 2241191612, Class:  1, CF:0.857505, Len: 10, Fitness_tra: 0
Rule 32: 2311d12511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 1121f61212, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 43d4121214, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: a2141314b1, Class:  0, CF:0.78012, Len: 10, Fitness_tra: 0
Rule 36: 11b4897224, Class:  1, CF:0.99399, Len: 10, Fitness_tra: 0
Rule 37: 2422dd2712, Class:  1, CF:0.981883, Len: 10, Fitness_tra: 0
Rule 38: 4274467b12, Class:  0, CF:0.968121, Len: 10, Fitness_tra: 0
Rule 39: 42c4164955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 27248ab214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7772292bb7, Class:  1, CF:0.906329, Len: 10, Fitness_tra: 0
Rule 42: 21275a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 42b2417227, Class:  1, CF:0.993286, Len: 10, Fitness_tra: 0
Rule 44: 72b4217b72, Class:  1, CF:0.834864, Len: 10, Fitness_tra: 0
Rule 45: 414116b5b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 42b223b21b, Class:  1, CF:0.760523, Len: 10, Fitness_tra: 0
Rule 47: b2721a744b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 182b134d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 124b1922c7, Class:  1, CF:0.996622, Len: 10, Fitness_tra: 0
Rule 50: 22bb13b142, Class:  1, CF:0.605925, Len: 10, Fitness_tra: 0
Rule 51: 4cb1517122, Class:  1, CF:0.998059, Len: 10, Fitness_tra: 0
Rule 52: 1317254511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 171bd671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4227e6b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1b47c62717, Class:  1, CF:0.960924, Len: 10, Fitness_tra: 0
Rule 56: 1b12c67727, Class:  1, CF:0.964049, Len: 10, Fitness_tra: 0
Rule 57: 8117854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42225f7224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2112814181, Class:  1, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 60: 4227911271, Class:  1, CF:0.939305, Len: 10, Fitness_tra: 0
Rule 61: 4b1b13b4b7, Class:  1, CF:0.730774, Len: 10, Fitness_tra: 0
Rule 62: 81c123b2d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c441a481d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 444b81b12b, Class:  1, CF:0.989885, Len: 10, Fitness_tra: 0
Rule 65: 127711221b, Class:  1, CF:0.79078, Len: 10, Fitness_tra: 0
Rule 66: 417b117b42, Class:  1, CF:0.882176, Len: 10, Fitness_tra: 0
Rule 67: 4221632914, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 43d71d711d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 74b2814122, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 70: b222154421, Class:  1, CF:0.979758, Len: 10, Fitness_tra: 0
Rule 71: 2174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 72: 45c183b181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 217451b4bb, Class:  1, CF:0.99448, Len: 10, Fitness_tra: 0
Rule 74: 21141121d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 471b817122, Class:  1, CF:0.992875, Len: 10, Fitness_tra: 0
Rule 76: 211b597814, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 7b745fbb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4b1bd14722, Class:  1, CF:0.999189, Len: 10, Fitness_tra: 0
Rule 79: 7427194224, Class:  1, CF:0.997784, Len: 10, Fitness_tra: 0
Rule 80: 1142d32b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 121742b122, Class:  1, CF:0.577728, Len: 10, Fitness_tra: 0
Rule 82: c14b3f1135, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: c1d7121e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: c1d7cd2165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 22c41a4819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15d2d12911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: c31bc1b113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4e54282191, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: c84b111ed1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 21c7834851, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 777421b414, Class:  1, CF:0.989416, Len: 10, Fitness_tra: 0
Rule 92: 4b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 10
Rule 93: 7177211417, Class:  1, CF:0.97594, Len: 10, Fitness_tra: 11
Rule 94: 1111151311, Class:  0, CF:0.558676, Len: 10, Fitness_tra: 909
Rule 95: 2311d12591, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: b2113f7bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 4144112114, Class:  1, CF:0.921085, Len: 10, Fitness_tra: 0
Rule 98: 772121122d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 8417194221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 14811c1bb1, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
------Current------
Miss_rate(tra)	:10.051
------Result------
Miss_rate(tra)	:10.051
Miss_rate(tst)	:2.01097
ARL				:10

------Generation 2000------
Rule  1: 1111151311, Class:  0, CF:0.558676, Len: 10, Fitness_tra: 2244
Rule  2: 777121341c, Class:  1, CF:0.999434, Len: 10, Fitness_tra: 170
Rule  3: 7771de122b, Class:  1, CF:0.999929, Len: 10, Fitness_tra: 213
Rule  4: 2211111dd2, Class:  1, CF:  1, Len: 10, Fitness_tra: 222
Rule  5: 111b111aa3, Class:  0, CF:0.849689, Len: 10, Fitness_tra: 105
Rule  6: 4b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 1
Rule  7: 14811c1bb1, Class:  1, CF:  1, Len: 10, Fitness_tra: 5
Rule  8: 1118251121, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  9: 4221191212, Class:  1, CF:0.996064, Len: 10, Fitness_tra: 4
Rule 10: 14113f1bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 11: 47c1de1881, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 12: 7221891272, Class:  1, CF:0.998456, Len: 10, Fitness_tra: 3
Rule 13: 41e1163112, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 14: b5171818b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 15: 19141514b7, Class:  0, CF:0.990843, Len: 10, Fitness_tra: 1
Rule 16: 44411c7142, Class:  1, CF:0.990998, Len: 10, Fitness_tra: 3
Rule 17: 1541812111, Class:  0, CF:0.717757, Len: 10, Fitness_tra: 1
Rule 18: a2141314b1, Class:  0, CF:0.78012, Len: 10, Fitness_tra: 1
Rule 19: 41142d121b, Class:  1, CF:0.918489, Len: 10, Fitness_tra: 0
Rule 20: 7177211417, Class:  1, CF:0.97594, Len: 10, Fitness_tra: 3
Rule 21: b11421121b, Class:  1, CF:0.914425, Len: 10, Fitness_tra: 7
Rule 22: b27211141b, Class:  1, CF:0.771135, Len: 10, Fitness_tra: 0
Rule 23: b27221141b, Class:  1, CF:0.908701, Len: 10, Fitness_tra: 1
Rule 24: 4cc4111881, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: 4124111124, Class:  1, CF:0.946065, Len: 10, Fitness_tra: 0
Rule 26: b212121221, Class:  1, CF:0.940807, Len: 10, Fitness_tra: 1
Rule 27: b224221214, Class:  1, CF:0.978908, Len: 10, Fitness_tra: 0
Rule 28: 2b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 0
Rule 29: 12141514b7, Class:  0, CF:0.559593, Len: 10, Fitness_tra: 0
Rule 30: 112151b121, Class:  1, CF:0.991349, Len: 10, Fitness_tra: 1
Rule 31: 2241191612, Class:  1, CF:0.857505, Len: 10, Fitness_tra: 0
Rule 32: 2311d12511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 1121f61212, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 43d4121214, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: b271814d11, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 36: 11b4897224, Class:  1, CF:0.99399, Len: 10, Fitness_tra: 0
Rule 37: 2422dd2712, Class:  1, CF:0.981883, Len: 10, Fitness_tra: 0
Rule 38: 4274467b12, Class:  0, CF:0.968121, Len: 10, Fitness_tra: 0
Rule 39: 42c4164955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 27248ab214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7772292bb7, Class:  1, CF:0.906329, Len: 10, Fitness_tra: 0
Rule 42: 21275a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
