------Generation 0------
Rule  1: b4bbd14221, Class:  1, CF:0.997592, Len: 10, Fitness_tra: 0
Rule 77: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 78: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22b213422b, Class:  1, CF:0.929798, Len: 10, Fitness_tra: 0
Rule 81: 2142132115, Class:  1, CF:0.728136, Len: 10, Fitness_tra: 0
Rule 82: 11c4134dd1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 2214852131, Class:  0, CF:0.842634, Len: 10, Fitness_tra: 0
Rule 84: 4142162951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1822111155, Class:  1, CF:0.995477, Len: 10, Fitness_tra: 0
Rule 86: 281413155d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 115282b6e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 415711b111, Class:  1, CF:0.269289, Len: 10, Fitness_tra: 0
Rule 89: 182211785d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 2c146a1311, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 070006b780, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 7731161121, Class:  0, CF:0.565636, Len: 10, Fitness_tra: 0
Rule 93: 00105019d1, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 94: 200e007311, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 95: 0000000011, Class:  0, CF:0.201057, Len:  2, Fitness_tra: -398
Rule 96: db1216042d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b800200411, Class:  1, CF:0.844873, Len:  6, Fitness_tra: 0
Rule 98: 12d4dd0075, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 121791824b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 42445677b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.5306
------Result------
Miss_rate(tra)	:15.5306
Miss_rate(tst)	:0.548446
ARL				:8.70886

------Generation 900------
Rule  1: 0000000080, Class:  1, CF:0.997245, Len:  1, Fitness_tra: 1227
Rule  2: 1000050011, Class:  0, CF:0.496337, Len:  4, Fitness_tra: 1118
Rule  3: 1000001311, Class:  0, CF:0.397672, Len:  5, Fitness_tra: 526
Rule  4: 1800000030, Class:  0, CF:0.827276, Len:  3, Fitness_tra: 268
Rule  5: 0000000050, Class:  1, CF:0.999995, Len:  1, Fitness_tra: 252
Rule  6: 1500000011, Class:  0, CF:0.534893, Len:  4, Fitness_tra: 104
Rule  7: 110b001a11, Class:  0, CF:0.907913, Len:  7, Fitness_tra: 36
Rule  8: 1b111da14b, Class:  1, CF:0.875127, Len: 10, Fitness_tra: 4
Rule  9: b800000411, Class:  1, CF:0.821636, Len:  5, Fitness_tra: 4
Rule 10: 009010001d, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 11: 1804000031, Class:  0, CF:0.991117, Len:  5, Fitness_tra: 2
Rule 12: 1800d00031, Class:  0, CF:0.972712, Len:  5, Fitness_tra: 1
Rule 13: 7111161111, Class:  0, CF:0.86774, Len: 10, Fitness_tra: 1
Rule 14: 1141001a11, Class:  1, CF:0.523564, Len:  8, Fitness_tra: 1
Rule 15: b11111111b, Class:  1, CF:0.77215, Len: 10, Fitness_tra: 3
Rule 16: 1221111c11, Class:  1, CF:0.978249, Len: 10, Fitness_tra: 1
Rule 17: 12b121147b, Class:  1, CF:0.933036, Len: 10, Fitness_tra: 2
Rule 18: 1421111ca1, Class:  1, CF:0.987149, Len: 10, Fitness_tra: 1
Rule 19: 241b111111, Class:  0, CF:0.4543, Len: 10, Fitness_tra: 1
Rule 20: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 1
Rule 21: da070a1b10, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: b841c112ab, Class:  1, CF:0.972535, Len: 10, Fitness_tra: 0
Rule 23: b1b151a42b, Class:  1, CF:0.99984, Len: 10, Fitness_tra: 0
Rule 24: 6b171da14a, Class:  0, CF:0.597005, Len: 10, Fitness_tra: 0
Rule 25: 1842111111, Class:  0, CF:0.837625, Len: 10, Fitness_tra: 0
Rule 26: 42548a2812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11b1111e77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 1800037010, Class:  0, CF:0.38222, Len:  5, Fitness_tra: 0
Rule 29: 181b152711, Class:  0, CF:0.917248, Len: 10, Fitness_tra: 0
Rule 30: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 0
Rule 31: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 0
Rule 32: 2121c17144, Class:  1, CF:0.998383, Len: 10, Fitness_tra: 0
Rule 33: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 34: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 36: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 1217514b54, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 43: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 44: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 48: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 49: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 50: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 56: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 59: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 60: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 64: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 67: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c1201f7b81, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 69: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 122b1a1c21, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 78: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22b213422b, Class:  1, CF:0.929798, Len: 10, Fitness_tra: 0
Rule 81: 7c12512215, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 2e9125ba15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1914117998, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: ca12152a6d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 132b13b311, Class:  1, CF:0.719079, Len: 10, Fitness_tra: 0
Rule 86: 431b8db3e1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 42241122dc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4844d62d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2211661154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 82141a75d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18421671b6, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b77b324477, Class:  1, CF:0.946764, Len: 10, Fitness_tra: 0
Rule 93: 472786b147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b171c111cb, Class:  1, CF:0.998132, Len: 10, Fitness_tra: 0
Rule 95: 1104ddb044, Class:  1, CF:0.978303, Len:  8, Fitness_tra: 0
Rule 96: 71111d414c, Class:  1, CF:0.999082, Len: 10, Fitness_tra: 0
Rule 97: 1500006011, Class:  0, CF:0.532956, Len:  5, Fitness_tra: 0
Rule 98: b4b1112d17, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 0000050010, Class:  0, CF:0.376107, Len:  2, Fitness_tra: -563
Rule100: 5500000011, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.3776
------Result------
Miss_rate(tra)	:15.3776
Miss_rate(tst)	:0.548446
ARL				:8.83544

------Generation 1000------
Rule  1: 0000000080, Class:  1, CF:0.997245, Len:  1, Fitness_tra: 1227
Rule  2: 1000050011, Class:  0, CF:0.496337, Len:  4, Fitness_tra: 1118
Rule  3: 1000001311, Class:  0, CF:0.397672, Len:  5, Fitness_tra: 526
Rule  4: 1800000030, Class:  0, CF:0.827276, Len:  3, Fitness_tra: 268
Rule  5: 0000000050, Class:  1, CF:0.999995, Len:  1, Fitness_tra: 252
Rule  6: 1500000011, Class:  0, CF:0.534893, Len:  4, Fitness_tra: 104
Rule  7: 110b001a11, Class:  0, CF:0.907913, Len:  7, Fitness_tra: 36
Rule  8: 1b111da14b, Class:  1, CF:0.875127, Len: 10, Fitness_tra: 4
Rule  9: b800000411, Class:  1, CF:0.821636, Len:  5, Fitness_tra: 4
Rule 10: 009010001d, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 11: 1804000031, Class:  0, CF:0.991117, Len:  5, Fitness_tra: 2
Rule 12: 1800d00031, Class:  0, CF:0.972712, Len:  5, Fitness_tra: 1
Rule 13: 7111161111, Class:  0, CF:0.86774, Len: 10, Fitness_tra: 1
Rule 14: 1141001a11, Class:  1, CF:0.523564, Len:  8, Fitness_tra: 1
Rule 15: b11111111b, Class:  1, CF:0.77215, Len: 10, Fitness_tra: 3
Rule 16: 1221111c11, Class:  1, CF:0.978249, Len: 10, Fitness_tra: 1
Rule 17: 12b121147b, Class:  1, CF:0.933036, Len: 10, Fitness_tra: 2
Rule 18: 1421111ca1, Class:  1, CF:0.987149, Len: 10, Fitness_tra: 1
Rule 19: 241b111111, Class:  0, CF:0.4543, Len: 10, Fitness_tra: 1
Rule 20: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 1
Rule 21: da070a1b10, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: b841c112ab, Class:  1, CF:0.972535, Len: 10, Fitness_tra: 0
Rule 23: b1b151a42b, Class:  1, CF:0.99984, Len: 10, Fitness_tra: 0
Rule 24: 6b171da14a, Class:  0, CF:0.597005, Len: 10, Fitness_tra: 0
Rule 25: 1842111111, Class:  0, CF:0.837625, Len: 10, Fitness_tra: 0
Rule 26: 42548a2812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11b1111e77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 1800037010, Class:  0, CF:0.38222, Len:  5, Fitness_tra: 0
Rule 29: 181b152711, Class:  0, CF:0.917248, Len: 10, Fitness_tra: 0
Rule 30: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 0
Rule 31: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 0
Rule 32: 2121c17144, Class:  1, CF:0.998383, Len: 10, Fitness_tra: 0
Rule 33: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 34: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 36: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 1217514b54, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 43: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 44: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 48: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 49: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 50: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 56: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 59: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 60: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 64: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 67: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c1201f7b81, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 69: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 122b1a1c21, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 78: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22b213422b, Class:  1, CF:0.929798, Len: 10, Fitness_tra: 0
Rule 81: 7c12512215, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 2e9125ba15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1914117998, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: ca12152a6d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 132b13b311, Class:  1, CF:0.719079, Len: 10, Fitness_tra: 0
Rule 86: 431b8db3e1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 42241122dc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4844d62d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2211661154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 82141a75d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18421671b6, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b77b324477, Class:  1, CF:0.946764, Len: 10, Fitness_tra: 0
Rule 93: 472786b147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b171c111cb, Class:  1, CF:0.998132, Len: 10, Fitness_tra: 0
Rule 95: 1104ddb044, Class:  1, CF:0.978303, Len:  8, Fitness_tra: 0
Rule 96: 71111d414c, Class:  1, CF:0.999082, Len: 10, Fitness_tra: 0
Rule 97: 1500006011, Class:  0, CF:0.532956, Len:  5, Fitness_tra: 0
Rule 98: b4b1112d17, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 0000050010, Class:  0, CF:0.376107, Len:  2, Fitness_tra: -563
Rule100: 5500000011, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.3776
------Result------
Miss_rate(tra)	:15.3776
Miss_rate(tst)	:0.548446
ARL				:8.83544

------Generation 2000------
Rule  1: 0000000080, Class:  1, CF:0.997245, Len:  1, Fitness_tra: 1227
Rule  2: 1000050011, Class:  0, CF:0.496337, Len:  4, Fitness_tra: 1118
Rule  3: 1000001311, Class:  0, CF:0.397672, Len:  5, Fitness_tra: 526
Rule  4: 1800000030, Class:  0, CF:0.827276, Len:  3, Fitness_tra: 268
Rule  5: 0000000050, Class:  1, CF:0.999995, Len:  1, Fitness_tra: 252
Rule  6: 1500000011, Class:  0, CF:0.534893, Len:  4, Fitness_tra: 104
Rule  7: 110b001a11, Class:  0, CF:0.907913, Len:  7, Fitness_tra: 36
Rule  8: 1b111da14b, Class:  1, CF:0.875127, Len: 10, Fitness_tra: 4
Rule  9: b800000411, Class:  1, CF:0.821636, Len:  5, Fitness_tra: 4
Rule 10: 009010001d, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 11: 1804000031, Class:  0, CF:0.991117, Len:  5, Fitness_tra: 2
Rule 12: 1800d00031, Class:  0, CF:0.972712, Len:  5, Fitness_tra: 1
Rule 13: 7111161111, Class:  0, CF:0.86774, Len: 10, Fitness_tra: 1
Rule 14: 1141001a11, Class:  1, CF:0.523564, Len:  8, Fitness_tra: 1
Rule 15: b11111111b, Class:  1, CF:0.77215, Len: 10, Fitness_tra: 3
Rule 16: 1221111c11, Class:  1, CF:0.978249, Len: 10, Fitness_tra: 1
Rule 17: 12b121147b, Class:  1, CF:0.933036, Len: 10, Fitness_tra: 2
Rule 18: 1421111ca1, Class:  1, CF:0.987149, Len: 10, Fitness_tra: 1
Rule 19: 241b111111, Class:  0, CF:0.4543, Len: 10, Fitness_tra: 1
Rule 20: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 1
Rule 21: da070a1b10, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: b841c112ab, Class:  1, CF:0.972535, Len: 10, Fitness_tra: 0
Rule 23: b1b151a42b, Class:  1, CF:0.99984, Len: 10, Fitness_tra: 0
Rule 24: 6b171da14a, Class:  0, CF:0.597005, Len: 10, Fitness_tra: 0
Rule 25: 1842111111, Class:  0, CF:0.837625, Len: 10, Fitness_tra: 0
Rule 26: 42548a2812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11b1111e77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 1800037010, Class:  0, CF:0.38222, Len:  5, Fitness_tra: 0
Rule 29: 181b152711, Class:  0, CF:0.917248, Len: 10, Fitness_tra: 0
Rule 30: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 0
Rule 31: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 0
Rule 32: 2121c17144, Class:  1, CF:0.998383, Len: 10, Fitness_tra: 0
Rule 33: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 34: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 36: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 1217514b54, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 43: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 44: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 48: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 49: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 50: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 56: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 59: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 60: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 64: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 67: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c1201f7b81, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 69: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 122b1a1c21, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 78: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22b213422b, Class:  1, CF:0.929798, Len: 10, Fitness_tra: 0
Rule 81: 7c12512215, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 2e9125ba15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1914117998, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: ca12152a6d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 132b13b311, Class:  1, CF:0.719079, Len: 10, Fitness_tra: 0
Rule 86: 431b8db3e1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 42241122dc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4844d62d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2211661154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 82141a75d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18421671b6, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b77b324477, Class:  1, CF:0.946764, Len: 10, Fitness_tra: 0
Rule 93: 472786b147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b171c111cb, Class:  1, CF:0.998132, Len: 10, Fitness_tra: 0
