------Generation 0------
Rule  1: 00a000000, Class:  6, CF:0.0872402, Len:  1, Fitness_tra: -4
Rule 99: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 700000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.0526
------Result------
Miss_rate(tra)	:21.0526
Miss_rate(tst)	:44.186
ARL				:3.35897

------Generation 800------
Rule  1: 00e000a00, Class:  1, CF:0.5793, Len:  2, Fitness_tra: 11
Rule  2: c00600000, Class:  0, CF:0.329298, Len:  2, Fitness_tra: 10
Rule  3: c09400001, Class:  0, CF:0.264614, Len:  4, Fitness_tra: 10
Rule  4: 4000000c0, Class:  6, CF:0.974306, Len:  2, Fitness_tra: 9
Rule  5: 7000b0007, Class:  1, CF:0.705293, Len:  3, Fitness_tra: 9
Rule  6: 109404001, Class:  1, CF:0.0622538, Len:  5, Fitness_tra: 8
Rule  7: 400050831, Class:  4, CF:0.131039, Len:  5, Fitness_tra: 5
Rule  8: 000600000, Class:  0, CF:0.0562771, Len:  1, Fitness_tra: 5
Rule  9: 000d00000, Class:  6, CF:0.648485, Len:  1, Fitness_tra: 5
Rule 10: 005404000, Class:  1, CF:0.0104959, Len:  3, Fitness_tra: 3
Rule 11: 000000e00, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule 12: 019754000, Class:  0, CF:0.175379, Len:  5, Fitness_tra: 2
Rule 13: 000d0000b, Class:  6, CF:  1, Len:  2, Fitness_tra: 2
Rule 14: 180281831, Class:  5, CF:0.0957917, Len:  8, Fitness_tra: 2
Rule 15: 00000c000, Class:  6, CF:0.827993, Len:  1, Fitness_tra: 2
Rule 16: 00a600000, Class:  1, CF:0.482609, Len:  2, Fitness_tra: 2
Rule 17: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 1
Rule 18: 007090000, Class:  5, CF:  1, Len:  2, Fitness_tra: 1
Rule 19: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 1
Rule 20: 500011d00, Class:  1, CF:0.952099, Len:  4, Fitness_tra: 1
Rule 21: 00b05100c, Class:  4, CF:  1, Len:  4, Fitness_tra: 1
Rule 22: 0000001e0, Class:  6, CF:0.376983, Len:  2, Fitness_tra: 1
Rule 23: 13001110b, Class:  1, CF:0.0192363, Len:  6, Fitness_tra: 1
Rule 24: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 25: 1d00f0000, Class:  6, CF:  1, Len:  3, Fitness_tra: 1
Rule 26: 000000b80, Class:  6, CF:0.931019, Len:  2, Fitness_tra: 1
Rule 27: 00e000005, Class:  1, CF:0.133618, Len:  2, Fitness_tra: 1
Rule 28: 0005000d0, Class:  4, CF:0.919948, Len:  2, Fitness_tra: 1
Rule 29: 0000050a0, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule 30: 000000080, Class:  6, CF:0.719764, Len:  1, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000cf8000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00a000000, Class:  6, CF:0.0872402, Len:  0, Fitness_tra: 0
Rule 86: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00a000000, Class:  6, CF:0.0872402, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: c11000100, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00040000e, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule 93: c5111e207, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000500000, Class:  6, CF:0.274468, Len:  1, Fitness_tra: 0
Rule 95: 000050000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 109281805, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000550a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000424000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00b001000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1d08f0007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20.4678
------Result------
Miss_rate(tra)	:20.4678
Miss_rate(tst)	:44.186
ARL				:3.08108

------Generation 900------
Rule  1: 00e000a00, Class:  1, CF:0.5793, Len:  2, Fitness_tra: 11
Rule  2: c00600000, Class:  0, CF:0.329298, Len:  2, Fitness_tra: 10
Rule  3: c09400001, Class:  0, CF:0.264614, Len:  4, Fitness_tra: 10
Rule  4: 4000000c0, Class:  6, CF:0.974306, Len:  2, Fitness_tra: 9
Rule  5: 7000b0007, Class:  1, CF:0.705293, Len:  3, Fitness_tra: 9
Rule  6: 109404001, Class:  1, CF:0.0622538, Len:  5, Fitness_tra: 8
Rule  7: 400050831, Class:  4, CF:0.131039, Len:  5, Fitness_tra: 5
Rule  8: 000600000, Class:  0, CF:0.0562771, Len:  1, Fitness_tra: 5
Rule  9: 000d00000, Class:  6, CF:0.648485, Len:  1, Fitness_tra: 5
Rule 10: 005404000, Class:  1, CF:0.0104959, Len:  3, Fitness_tra: 3
Rule 11: 000000e00, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule 12: 019754000, Class:  0, CF:0.175379, Len:  5, Fitness_tra: 2
Rule 13: 000d0000b, Class:  6, CF:  1, Len:  2, Fitness_tra: 2
Rule 14: 180281831, Class:  5, CF:0.0957917, Len:  8, Fitness_tra: 3
Rule 15: 00000c000, Class:  6, CF:0.827993, Len:  1, Fitness_tra: 2
Rule 16: 00a600000, Class:  1, CF:0.482609, Len:  2, Fitness_tra: 1
Rule 17: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 1
Rule 18: 007090000, Class:  5, CF:  1, Len:  2, Fitness_tra: 1
Rule 19: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 1
Rule 20: 500011d00, Class:  1, CF:0.952099, Len:  4, Fitness_tra: 1
Rule 21: 00b05100c, Class:  4, CF:  1, Len:  4, Fitness_tra: 1
Rule 22: 0000001e0, Class:  6, CF:0.376983, Len:  2, Fitness_tra: 1
Rule 23: 13001110b, Class:  1, CF:0.0192363, Len:  6, Fitness_tra: 1
Rule 24: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 25: 1d00f0000, Class:  6, CF:  1, Len:  3, Fitness_tra: 1
Rule 26: 000000b80, Class:  6, CF:0.931019, Len:  2, Fitness_tra: 1
Rule 27: 00e000005, Class:  1, CF:0.133618, Len:  2, Fitness_tra: 1
Rule 28: 0005000d0, Class:  4, CF:0.919948, Len:  2, Fitness_tra: 1
Rule 29: 0000050a0, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule 30: 00000000e, Class:  4, CF:  1, Len:  1, Fitness_tra: 1
Rule 31: c0a600000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 32: 00b401020, Class:  6, CF:0.678779, Len:  4, Fitness_tra: 1
Rule 33: 00040000e, Class:  4, CF:  1, Len:  2, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000d00000, Class:  6, CF:0.648485, Len:  0, Fitness_tra: 0
Rule 84: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00a000000, Class:  6, CF:0.0872402, Len:  0, Fitness_tra: 0
Rule 86: 511214814, Class:  1, CF:0.999322, Len:  9, Fitness_tra: 0
Rule 87: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 82e112271, Class:  0, CF:0.889728, Len:  9, Fitness_tra: 0
Rule 90: 00a000000, Class:  6, CF:0.0872402, Len:  0, Fitness_tra: 0
Rule 91: 01a6010b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000c0028, Class:  2, CF:0.20202, Len:  3, Fitness_tra: 0
Rule 95: 400034830, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 403000830, Class:  1, CF:0.0143077, Len:  4, Fitness_tra: 1
Rule 97: 100001100, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000b000c0, Class:  6, CF:  1, Len:  2, Fitness_tra: 0
Rule 99: 000010000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.2982
------Result------
Miss_rate(tra)	:19.2982
Miss_rate(tst)	:46.5116
ARL				:3.4186

------Generation 1000------
Rule  1: 00e000a00, Class:  1, CF:0.5793, Len:  2, Fitness_tra: 11
Rule  2: c00600000, Class:  0, CF:0.329298, Len:  2, Fitness_tra: 10
Rule  3: c09400001, Class:  0, CF:0.264614, Len:  4, Fitness_tra: 10
Rule  4: 4000000c0, Class:  6, CF:0.974306, Len:  2, Fitness_tra: 9
Rule  5: 7000b0007, Class:  1, CF:0.705293, Len:  3, Fitness_tra: 9
Rule  6: 109404001, Class:  1, CF:0.0622538, Len:  5, Fitness_tra: 8
Rule  7: 400050831, Class:  4, CF:0.131039, Len:  5, Fitness_tra: 5
Rule  8: 000600000, Class:  0, CF:0.0562771, Len:  1, Fitness_tra: 5
Rule  9: 000d00000, Class:  6, CF:0.648485, Len:  1, Fitness_tra: 5
Rule 10: 005404000, Class:  1, CF:0.0104959, Len:  3, Fitness_tra: 3
Rule 11: 000000e00, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule 12: 019754000, Class:  0, CF:0.175379, Len:  5, Fitness_tra: 2
Rule 13: 000d0000b, Class:  6, CF:  1, Len:  2, Fitness_tra: 2
Rule 14: 180281831, Class:  5, CF:0.0957917, Len:  8, Fitness_tra: 3
Rule 15: 00000c000, Class:  6, CF:0.827993, Len:  1, Fitness_tra: 2
Rule 16: 00a600000, Class:  1, CF:0.482609, Len:  2, Fitness_tra: 1
Rule 17: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 1
Rule 18: 007090000, Class:  5, CF:  1, Len:  2, Fitness_tra: 1
Rule 19: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 1
Rule 20: 500011d00, Class:  1, CF:0.952099, Len:  4, Fitness_tra: 1
Rule 21: 00b05100c, Class:  4, CF:  1, Len:  4, Fitness_tra: 1
Rule 22: 0000001e0, Class:  6, CF:0.376983, Len:  2, Fitness_tra: 1
Rule 23: 13001110b, Class:  1, CF:0.0192363, Len:  6, Fitness_tra: 1
Rule 24: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 25: 1d00f0000, Class:  6, CF:  1, Len:  3, Fitness_tra: 1
Rule 26: 000000b80, Class:  6, CF:0.931019, Len:  2, Fitness_tra: 1
Rule 27: 00e000005, Class:  1, CF:0.133618, Len:  2, Fitness_tra: 1
Rule 28: 0005000d0, Class:  4, CF:0.919948, Len:  2, Fitness_tra: 1
Rule 29: 0000050a0, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule 30: 00000000e, Class:  4, CF:  1, Len:  1, Fitness_tra: 1
Rule 31: c0a600000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 32: 00b401020, Class:  6, CF:0.678779, Len:  4, Fitness_tra: 1
Rule 33: 00040000e, Class:  4, CF:  1, Len:  2, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000d00000, Class:  6, CF:0.648485, Len:  0, Fitness_tra: 0
Rule 84: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00a000000, Class:  6, CF:0.0872402, Len:  0, Fitness_tra: 0
Rule 86: 511214814, Class:  1, CF:0.999322, Len:  9, Fitness_tra: 0
Rule 87: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 82e112271, Class:  0, CF:0.889728, Len:  9, Fitness_tra: 0
Rule 90: 00a000000, Class:  6, CF:0.0872402, Len:  0, Fitness_tra: 0
Rule 91: 01a6010b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000c0028, Class:  2, CF:0.20202, Len:  3, Fitness_tra: 0
Rule 95: 400034830, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 403000830, Class:  1, CF:0.0143077, Len:  4, Fitness_tra: 1
Rule 97: 100001100, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000b000c0, Class:  6, CF:  1, Len:  2, Fitness_tra: 0
Rule 99: 000010000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.2982
------Result------
Miss_rate(tra)	:19.2982
Miss_rate(tst)	:46.5116
ARL				:3.4186

------Generation 2000------
Rule  1: 00e000a00, Class:  1, CF:0.5793, Len:  2, Fitness_tra: 12
Rule  2: c00600000, Class:  0, CF:0.329298, Len:  2, Fitness_tra: 3
Rule  3: c09400001, Class:  0, CF:0.264614, Len:  4, Fitness_tra: 0
Rule  4: 4000000c0, Class:  6, CF:0.974306, Len:  2, Fitness_tra: 9
Rule  5: 7000b0007, Class:  1, CF:0.705293, Len:  3, Fitness_tra: 9
Rule  6: 109404001, Class:  1, CF:0.0622538, Len:  5, Fitness_tra: 8
Rule  7: 400050831, Class:  4, CF:0.131039, Len:  5, Fitness_tra: 5
Rule  8: 000600000, Class:  0, CF:0.0562771, Len:  1, Fitness_tra: -2
Rule  9: 000d00000, Class:  6, CF:0.648485, Len:  1, Fitness_tra: 5
Rule 10: 005404000, Class:  1, CF:0.0104959, Len:  3, Fitness_tra: 3
Rule 11: 000000e00, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule 12: 180281831, Class:  5, CF:0.0957917, Len:  8, Fitness_tra: 3
Rule 13: 019754000, Class:  0, CF:0.175379, Len:  5, Fitness_tra: 2
Rule 14: 000d0000b, Class:  6, CF:  1, Len:  2, Fitness_tra: 2
Rule 15: 00000c000, Class:  6, CF:0.827993, Len:  1, Fitness_tra: 2
Rule 16: 00a600000, Class:  1, CF:0.482609, Len:  2, Fitness_tra: 1
Rule 17: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 1
Rule 18: 007090000, Class:  5, CF:  1, Len:  2, Fitness_tra: 1
Rule 19: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 1
Rule 20: 500011d00, Class:  1, CF:0.952099, Len:  4, Fitness_tra: 1
Rule 21: 00b05100c, Class:  4, CF:  1, Len:  4, Fitness_tra: 1
Rule 22: 0000001e0, Class:  6, CF:0.376983, Len:  2, Fitness_tra: 1
Rule 23: 13001110b, Class:  1, CF:0.0192363, Len:  6, Fitness_tra: 1
Rule 24: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 25: 1d00f0000, Class:  6, CF:  1, Len:  3, Fitness_tra: 1
Rule 26: 000000b80, Class:  6, CF:0.931019, Len:  2, Fitness_tra: 1
