------Generation 0------
Rule  1: 11af51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d26f5c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1166111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 99f365c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6313141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5151a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3d66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 96331d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1eafd55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 513a599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 332f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 113311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 91a3a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1131912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 33a3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 153ae98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1d33185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e563111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 131af51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d13585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1353a51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11a3d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 31f3318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31a3e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131aa51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1bf1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 193f314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3331154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 91f1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 31a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1396611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: ef11a95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 913a31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 116f118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 313aa17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 16a6a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 113f651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 391a655, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 99f11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1b6338c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 89a3452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1ea3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e60002, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 96: 0064102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7963141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a93f384, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0100000, Class:  0, CF:0.326564, Len:  1, Fitness_tra: -12
Rule100: 1814658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.4085
------Result------
Miss_rate(tra)	:26.4085
Miss_rate(tst)	:2.94118
ARL				:1.7

------Generation 900------
Rule  1: 5d00500, Class:  1, CF:0.906101, Len:  3, Fitness_tra: 149
Rule  2: 000000d, Class:  0, CF:0.992749, Len:  1, Fitness_tra: 61
Rule  3: 7000000, Class:  0, CF:0.630087, Len:  1, Fitness_tra: 33
Rule  4: 0000400, Class:  0, CF:0.446741, Len:  1, Fitness_tra: 26
Rule  5: 0000005, Class:  0, CF:0.995078, Len:  1, Fitness_tra: 20
Rule  6: 0a00000, Class:  0, CF:0.837078, Len:  1, Fitness_tra: 18
Rule  7: 0000601, Class:  0, CF:0.59178, Len:  2, Fitness_tra: 3
Rule  8: 0000131, Class:  0, CF:0.585569, Len:  3, Fitness_tra: 1
Rule  9: 11ad115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1513112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11fa112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 15af112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5161212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 153afd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 39fa511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1efa321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 61f1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 396f158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1116518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5136182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 993f152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 911f15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1536993, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 113a2c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3e1661c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1313f32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 36aff12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 16ff115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: eeaf112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 193a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11a3158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8466d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 93fa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3eaa1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 25a3182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 851f322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e936152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1131911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 85f3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 131a338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 813a815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 93a6311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 31f1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 113f318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 51ffd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 163165c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e1a3388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9133e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e3afad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e11131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19f6352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3ea338c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d26f5c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1166111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 99f365c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6313141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5151a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3d66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 96331d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1eafd55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 513a599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 332f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 113311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 91a3a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1131912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 33a3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 153ae98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1d33185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e563111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 131af51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d13585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1353a51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11a3d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 31f3318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31a3e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131aa51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1bf1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 193f314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3331154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 91f1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 31a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1396611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: ef11a95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 913a31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 116f118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 313aa17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 16a6a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 113f651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 391a655, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 99f11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1b6338c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 89a3452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1ea3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e60002, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 96: 0064102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7963141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a93f384, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0100000, Class:  0, CF:0.326564, Len:  1, Fitness_tra: -12
Rule100: 1814658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.4085
------Result------
Miss_rate(tra)	:26.4085
Miss_rate(tst)	:2.94118
ARL				:1.7

------Generation 1000------
Rule  1: 5d00500, Class:  1, CF:0.906101, Len:  3, Fitness_tra: 149
Rule  2: 000000d, Class:  0, CF:0.992749, Len:  1, Fitness_tra: 61
Rule  3: 7000000, Class:  0, CF:0.630087, Len:  1, Fitness_tra: 33
Rule  4: 0000400, Class:  0, CF:0.446741, Len:  1, Fitness_tra: 26
Rule  5: 0000005, Class:  0, CF:0.995078, Len:  1, Fitness_tra: 20
Rule  6: 0a00000, Class:  0, CF:0.837078, Len:  1, Fitness_tra: 18
Rule  7: 0000601, Class:  0, CF:0.59178, Len:  2, Fitness_tra: 3
Rule  8: 0000131, Class:  0, CF:0.585569, Len:  3, Fitness_tra: 1
Rule  9: 11ad115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1513112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11fa112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 15af112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5161212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 153afd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 39fa511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1efa321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 61f1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 396f158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1116518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5136182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 993f152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 911f15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1536993, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 113a2c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3e1661c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1313f32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 36aff12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 16ff115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: eeaf112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 193a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11a3158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8466d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 93fa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3eaa1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 25a3182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 851f322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e936152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1131911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 85f3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 131a338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 813a815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 93a6311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 31f1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 113f318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 51ffd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 163165c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e1a3388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9133e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e3afad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e11131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19f6352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3ea338c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d26f5c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1166111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 99f365c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6313141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5151a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3d66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 96331d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1eafd55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 513a599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 332f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 113311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 91a3a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1131912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 33a3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 153ae98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1d33185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e563111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 131af51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d13585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1353a51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11a3d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 31f3318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31a3e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131aa51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1bf1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 193f314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3331154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 91f1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 31a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1396611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: ef11a95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 913a31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 116f118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 313aa17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 16a6a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 113f651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 391a655, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 99f11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1b6338c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 89a3452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1ea3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e60002, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 96: 0064102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7963141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a93f384, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0100000, Class:  0, CF:0.326564, Len:  1, Fitness_tra: -12
Rule100: 1814658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.4085
------Result------
Miss_rate(tra)	:26.4085
Miss_rate(tst)	:2.94118
ARL				:1.7

------Generation 2000------
Rule  1: 5d00500, Class:  1, CF:0.906101, Len:  3, Fitness_tra: 139
Rule  2: 000000d, Class:  0, CF:0.992749, Len:  1, Fitness_tra: 60
Rule  3: 7000000, Class:  0, CF:0.630087, Len:  1, Fitness_tra: 21
Rule  4: 0000005, Class:  0, CF:0.995078, Len:  1, Fitness_tra: 20
Rule  5: 0a00000, Class:  0, CF:0.837078, Len:  1, Fitness_tra: 18
Rule  6: 0090400, Class:  0, CF:0.499231, Len:  2, Fitness_tra: 23
Rule  7: 000010c, Class:  0, CF:0.66215, Len:  2, Fitness_tra: 9
Rule  8: 0000400, Class:  0, CF:0.446741, Len:  1, Fitness_tra: 1
Rule  9: 0e60002, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 0000601, Class:  0, CF:0.59178, Len:  2, Fitness_tra: 2
Rule 11: 70001a0, Class:  0, CF:0.998445, Len:  3, Fitness_tra: 1
Rule 12: 11fa112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5161212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 153afd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 39fa511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1efa321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 61f1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 396f158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1116518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5136182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 993f152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 911f15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1536993, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 113a2c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3e1661c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1313f32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 36aff12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 16ff115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: eeaf112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 193a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11a3158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8466d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 93fa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3eaa1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 25a3182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 851f322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e936152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1131911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 85f3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 131a338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 813a815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 93a6311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 31f1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 113f318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 51ffd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 163165c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e1a3388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9133e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e3afad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e11131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19f6352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3ea338c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d26f5c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1166111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 99f365c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6313141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5151a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3d66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 96331d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1eafd55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 513a599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 332f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 113311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 91a3a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1131912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 33a3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 153ae98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1d33185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e563111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 131af51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d13585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1353a51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11a3d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 31f3318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31a3e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131aa51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1bf1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 193f314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3331154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13fa61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 9536182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3366654, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e1a3185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e3f3152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e161311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 9911351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
