------Generation 0------
Rule  1: 15f3edc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 0c00400, Class:  0, CF:0.861964, Len:  2, Fitness_tra: 41
Rule  4: 0a00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 27
Rule  5: 0c00000, Class:  0, CF:0.692436, Len:  1, Fitness_tra: 14
Rule  6: b000000, Class:  0, CF:0.83085, Len:  1, Fitness_tra: 20
Rule  7: 00000d0, Class:  0, CF:0.580787, Len:  1, Fitness_tra: 6
Rule  8: 0000050, Class:  0, CF:0.737535, Len:  1, Fitness_tra: 8
Rule  9: 0500900, Class:  1, CF:0.974584, Len:  2, Fitness_tra: 13
Rule 10: 0000850, Class:  0, CF:0.859456, Len:  2, Fitness_tra: 2
Rule 11: 2090090, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 12: 5c0000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 1100000, Class:  0, CF:0.689596, Len:  2, Fitness_tra: 4
Rule 14: 0000400, Class:  0, CF:0.424407, Len:  1, Fitness_tra: 1
Rule 15: 000000c, Class:  0, CF:0.205109, Len:  1, Fitness_tra: 2
Rule 16: 4000400, Class:  0, CF:0.452826, Len:  2, Fitness_tra: 2
Rule 17: 0163000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 18: e0a2000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 19: 5500005, Class:  0, CF:0.992209, Len:  3, Fitness_tra: 0
Rule 20: 113a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: e166166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11af1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 31f61d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 99af61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 911fa11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 26: 3166321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31a6912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e3aa918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3866eee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5eff3d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 163a341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2df6912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e633d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 633fa21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3e63321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 95a1963, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e93a652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1aa1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 15ffdd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11a1615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: ea111d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e166685, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 3f33f12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 17a1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 391315c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: eaa3311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 55f3928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 363a328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 85335c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e3a611c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11aa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 15339e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9136182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 961f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3963654, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 66131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1231133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 5d6f131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 1131512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 15fa555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a3dc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1536113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 68: 11a6911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19aaa18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 561332d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 453f511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 75a3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11af6d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13a1615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1f11372, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5da3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311f585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9136582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13fa3d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e3f122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9366182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 91f6122, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 85: 6e63a1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1336118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e3a61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13aa3c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51f631d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1ea63d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: eaa331d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00d00d2, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 000000d, Class:  0, CF:0.992189, Len:  1, Fitness_tra: 57
Rule 94: 700a518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0010372, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 0000de1, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 97: 3530901, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 1211131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 1ff3112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9116182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.2982
------Result------
Miss_rate(tra)	:39.2982
Miss_rate(tst)	:3.0303
ARL				:3.375

------Generation 800------
Rule  1: 0000900, Class:  1, CF:0.898433, Len:  1, Fitness_tra: 221
Rule  2: 7005000, Class:  0, CF:0.801295, Len:  2, Fitness_tra: 44
Rule  3: 0c00400, Class:  0, CF:0.861964, Len:  2, Fitness_tra: 41
Rule  4: 0a00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 27
Rule  5: 0c00000, Class:  0, CF:0.692436, Len:  1, Fitness_tra: 14
Rule  6: b000000, Class:  0, CF:0.83085, Len:  1, Fitness_tra: 20
Rule  7: 00000d0, Class:  0, CF:0.580787, Len:  1, Fitness_tra: 6
Rule  8: 0000050, Class:  0, CF:0.737535, Len:  1, Fitness_tra: 8
Rule  9: 0500900, Class:  1, CF:0.974584, Len:  2, Fitness_tra: 13
Rule 10: 0000850, Class:  0, CF:0.859456, Len:  2, Fitness_tra: 2
Rule 11: 2090090, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 12: 5c0000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 1100000, Class:  0, CF:0.689596, Len:  2, Fitness_tra: 4
Rule 14: 0000400, Class:  0, CF:0.424407, Len:  1, Fitness_tra: 1
Rule 15: 000000c, Class:  0, CF:0.205109, Len:  1, Fitness_tra: 2
Rule 16: 4000400, Class:  0, CF:0.452826, Len:  2, Fitness_tra: 2
Rule 17: 0163000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 18: e0a2000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 19: 5500005, Class:  0, CF:0.992209, Len:  3, Fitness_tra: 0
Rule 20: 113a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: e166166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11af1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 31f61d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 99af61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 911fa11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 26: 3166321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31a6912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e3aa918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3866eee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5eff3d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 163a341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2df6912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e633d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 633fa21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3e63321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 95a1963, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e93a652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1aa1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 15ffdd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11a1615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: ea111d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e166685, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 3f33f12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 17a1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 391315c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: eaa3311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 55f3928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 363a328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 85335c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e3a611c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11aa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 15339e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9136182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 961f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3963654, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 66131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1231133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 5d6f131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 1131512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 15fa555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a3dc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1536113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 68: 11a6911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19aaa18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 561332d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 453f511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 75a3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11af6d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13a1615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1f11372, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5da3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311f585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9136582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13fa3d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e3f122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9366182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 91f6122, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 85: 6e63a1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1336118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e3a61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13aa3c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51f631d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1ea63d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: eaa331d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00d00d2, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 000000d, Class:  0, CF:0.992189, Len:  1, Fitness_tra: 57
Rule 94: 700a518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0010372, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 0000de1, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 97: 3530901, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 1211131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 1ff3112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9116182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.2982
------Result------
Miss_rate(tra)	:39.2982
Miss_rate(tst)	:3.0303
ARL				:3.375

------Generation 900------
Rule  1: 0000900, Class:  1, CF:0.898433, Len:  1, Fitness_tra: 221
Rule  2: 7005000, Class:  0, CF:0.801295, Len:  2, Fitness_tra: 44
Rule  3: 0c00400, Class:  0, CF:0.861964, Len:  2, Fitness_tra: 41
Rule  4: 0a00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 27
Rule  5: 0c00000, Class:  0, CF:0.692436, Len:  1, Fitness_tra: 14
Rule  6: b000000, Class:  0, CF:0.83085, Len:  1, Fitness_tra: 20
Rule  7: 00000d0, Class:  0, CF:0.580787, Len:  1, Fitness_tra: 6
Rule  8: 0000050, Class:  0, CF:0.737535, Len:  1, Fitness_tra: 8
Rule  9: 0500900, Class:  1, CF:0.974584, Len:  2, Fitness_tra: 13
Rule 10: 0000850, Class:  0, CF:0.859456, Len:  2, Fitness_tra: 2
Rule 11: 2090090, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 12: 5c0000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 1100000, Class:  0, CF:0.689596, Len:  2, Fitness_tra: 4
Rule 14: 0000400, Class:  0, CF:0.424407, Len:  1, Fitness_tra: 1
Rule 15: 000000c, Class:  0, CF:0.205109, Len:  1, Fitness_tra: 2
Rule 16: 4000400, Class:  0, CF:0.452826, Len:  2, Fitness_tra: 2
Rule 17: 0163000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 18: e0a2000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 19: 5500005, Class:  0, CF:0.992209, Len:  3, Fitness_tra: 0
Rule 20: 113a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: e166166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11af1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 31f61d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 99af61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 911fa11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 26: 3166321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31a6912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e3aa918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3866eee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5eff3d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 163a341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2df6912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e633d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 633fa21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3e63321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 95a1963, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e93a652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1aa1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 15ffdd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11a1615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: ea111d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e166685, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 3f33f12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 17a1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 391315c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: eaa3311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 55f3928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 363a328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 85335c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e3a611c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11aa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 15339e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9136182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 961f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3963654, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 66131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1231133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 5d6f131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 1131512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 15fa555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a3dc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1536113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 68: 11a6911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19aaa18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 561332d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 453f511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 75a3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11af6d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13a1615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1f11372, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5da3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311f585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9136582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13fa3d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e3f122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9366182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 91f6122, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 85: 6e63a1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1336118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e3a61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13aa3c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51f631d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1ea63d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: eaa331d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00d00d2, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 000000d, Class:  0, CF:0.992189, Len:  1, Fitness_tra: 57
Rule 94: 700a518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0010372, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 0000de1, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 97: 3530901, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 1211131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 1ff3112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9116182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.2982
------Result------
Miss_rate(tra)	:39.2982
Miss_rate(tst)	:3.0303
ARL				:3.375

------Generation 1000------
Rule  1: 0000900, Class:  1, CF:0.898433, Len:  1, Fitness_tra: 221
Rule  2: 7005000, Class:  0, CF:0.801295, Len:  2, Fitness_tra: 44
Rule  3: 0c00400, Class:  0, CF:0.861964, Len:  2, Fitness_tra: 41
Rule  4: 0a00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 27
Rule  5: 0c00000, Class:  0, CF:0.692436, Len:  1, Fitness_tra: 14
Rule  6: b000000, Class:  0, CF:0.83085, Len:  1, Fitness_tra: 20
Rule  7: 00000d0, Class:  0, CF:0.580787, Len:  1, Fitness_tra: 6
Rule  8: 0000050, Class:  0, CF:0.737535, Len:  1, Fitness_tra: 8
Rule  9: 0500900, Class:  1, CF:0.974584, Len:  2, Fitness_tra: 13
Rule 10: 0000850, Class:  0, CF:0.859456, Len:  2, Fitness_tra: 2
Rule 11: 2090090, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 12: 5c0000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 1100000, Class:  0, CF:0.689596, Len:  2, Fitness_tra: 4
Rule 14: 0000400, Class:  0, CF:0.424407, Len:  1, Fitness_tra: 1
Rule 15: 000000c, Class:  0, CF:0.205109, Len:  1, Fitness_tra: 2
Rule 16: 4000400, Class:  0, CF:0.452826, Len:  2, Fitness_tra: 2
Rule 17: 0163000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 18: e0a2000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 19: 5500005, Class:  0, CF:0.992209, Len:  3, Fitness_tra: 0
Rule 20: 113a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: e166166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11af1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 31f61d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 99af61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 911fa11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 26: 3166321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31a6912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e3aa918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3866eee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5eff3d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 163a341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2df6912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e633d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
