------Generation 0------
Rule  1: e12221ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e98227e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 13187218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 938c11e1, Class:  0, CF:0.952457, Len:  8, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111c7732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 31817234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 95c22152, Class:  0, CF:0.912777, Len:  8, Fitness_tra: 0
Rule 88: 15114411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e5214b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3128b111, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 00c20e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: e3857512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: ed1c1b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60200210, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: cd02b405, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 07006000, Class:  0, CF:0.317151, Len:  2, Fitness_tra: -12
Rule 97: 70000000, Class:  0, CF:0.702933, Len:  1, Fitness_tra: 601
Rule 98: c0000010, Class:  0, CF:0.482836, Len:  2, Fitness_tra: 0
Rule 99: 0b050000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule100: 1bdd1332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.6563
------Result------
Miss_rate(tra)	:36.6563
Miss_rate(tst)	:8.05369
ARL				:2.44444

------Generation 800------
Rule  1: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 627
Rule  2: 0b000000, Class:  0, CF:0.614533, Len:  1, Fitness_tra: 85
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 159
Rule  4: c0400000, Class:  0, CF:0.577055, Len:  2, Fitness_tra: 99
Rule  5: 70000003, Class:  0, CF:0.653094, Len:  2, Fitness_tra: 0
Rule  6: c0006000, Class:  0, CF:0.469849, Len:  2, Fitness_tra: 15
Rule  7: 0000000c, Class:  0, CF:0.563536, Len:  1, Fitness_tra: 17
Rule  8: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: -75
Rule  9: 000d0000, Class:  0, CF:0.981967, Len:  1, Fitness_tra: 23
Rule 10: 06000000, Class:  0, CF:0.818664, Len:  1, Fitness_tra: 14
Rule 11: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 12: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 11
Rule 13: 0b080000, Class:  0, CF:0.962645, Len:  2, Fitness_tra: 4
Rule 14: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 15: 000090d0, Class:  0, CF:0.53015, Len:  2, Fitness_tra: 4
Rule 16: 07000e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 17: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 18: 30100004, Class:  0, CF:0.818251, Len:  3, Fitness_tra: 0
Rule 19: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 20: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 21: 30812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1b300000, Class:  0, CF:0.48335, Len:  3, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e98227e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 13187218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 938c11e1, Class:  0, CF:0.952457, Len:  8, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111c7732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 31817234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 95c22152, Class:  0, CF:0.912777, Len:  8, Fitness_tra: 0
Rule 88: 15114411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e5214b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3128b111, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 00c20e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: e3857512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: ed1c1b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60200210, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: cd02b405, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 07006000, Class:  0, CF:0.317151, Len:  2, Fitness_tra: -12
Rule 97: 70000000, Class:  0, CF:0.702933, Len:  1, Fitness_tra: 601
Rule 98: c0000010, Class:  0, CF:0.482836, Len:  2, Fitness_tra: 0
Rule 99: 0b050000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule100: 1bdd1332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.6563
------Result------
Miss_rate(tra)	:36.6563
Miss_rate(tst)	:8.05369
ARL				:2.44444

------Generation 900------
Rule  1: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 627
Rule  2: 0b000000, Class:  0, CF:0.614533, Len:  1, Fitness_tra: 85
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 159
Rule  4: c0400000, Class:  0, CF:0.577055, Len:  2, Fitness_tra: 99
Rule  5: 70000003, Class:  0, CF:0.653094, Len:  2, Fitness_tra: 0
Rule  6: c0006000, Class:  0, CF:0.469849, Len:  2, Fitness_tra: 15
Rule  7: 0000000c, Class:  0, CF:0.563536, Len:  1, Fitness_tra: 17
Rule  8: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: -75
Rule  9: 000d0000, Class:  0, CF:0.981967, Len:  1, Fitness_tra: 23
Rule 10: 06000000, Class:  0, CF:0.818664, Len:  1, Fitness_tra: 14
Rule 11: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 12: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 11
Rule 13: 0b080000, Class:  0, CF:0.962645, Len:  2, Fitness_tra: 4
Rule 14: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 15: 000090d0, Class:  0, CF:0.53015, Len:  2, Fitness_tra: 4
Rule 16: 07000e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 17: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 18: 30100004, Class:  0, CF:0.818251, Len:  3, Fitness_tra: 0
Rule 19: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 20: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 21: 30812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1b300000, Class:  0, CF:0.48335, Len:  3, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e98227e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 13187218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 938c11e1, Class:  0, CF:0.952457, Len:  8, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111c7732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 31817234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 95c22152, Class:  0, CF:0.912777, Len:  8, Fitness_tra: 0
Rule 88: 15114411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e5214b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3128b111, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 00c20e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: e3857512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: ed1c1b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60200210, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: cd02b405, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 07006000, Class:  0, CF:0.317151, Len:  2, Fitness_tra: -12
Rule 97: 70000000, Class:  0, CF:0.702933, Len:  1, Fitness_tra: 601
Rule 98: c0000010, Class:  0, CF:0.482836, Len:  2, Fitness_tra: 0
Rule 99: 0b050000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule100: 1bdd1332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.6563
------Result------
Miss_rate(tra)	:36.6563
Miss_rate(tst)	:8.05369
ARL				:2.44444

------Generation 1000------
Rule  1: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 627
Rule  2: 0b000000, Class:  0, CF:0.614533, Len:  1, Fitness_tra: 85
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 159
Rule  4: c0400000, Class:  0, CF:0.577055, Len:  2, Fitness_tra: 99
Rule  5: 70000003, Class:  0, CF:0.653094, Len:  2, Fitness_tra: 0
Rule  6: c0006000, Class:  0, CF:0.469849, Len:  2, Fitness_tra: 15
Rule  7: 0000000c, Class:  0, CF:0.563536, Len:  1, Fitness_tra: 17
Rule  8: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: -75
Rule  9: 000d0000, Class:  0, CF:0.981967, Len:  1, Fitness_tra: 23
Rule 10: 06000000, Class:  0, CF:0.818664, Len:  1, Fitness_tra: 14
Rule 11: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 12: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 11
Rule 13: 0b080000, Class:  0, CF:0.962645, Len:  2, Fitness_tra: 4
Rule 14: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 15: 000090d0, Class:  0, CF:0.53015, Len:  2, Fitness_tra: 4
Rule 16: 07000e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 17: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 18: 30100004, Class:  0, CF:0.818251, Len:  3, Fitness_tra: 0
Rule 19: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 20: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 21: 30812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1b300000, Class:  0, CF:0.48335, Len:  3, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e98227e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 13187218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 938c11e1, Class:  0, CF:0.952457, Len:  8, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111c7732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 31817234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 95c22152, Class:  0, CF:0.912777, Len:  8, Fitness_tra: 0
Rule 88: 15114411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e5214b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3128b111, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 00c20e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: e3857512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: ed1c1b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60200210, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: cd02b405, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 07006000, Class:  0, CF:0.317151, Len:  2, Fitness_tra: -12
Rule 97: 70000000, Class:  0, CF:0.702933, Len:  1, Fitness_tra: 601
Rule 98: c0000010, Class:  0, CF:0.482836, Len:  2, Fitness_tra: 0
Rule 99: 0b050000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule100: 1bdd1332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.6563
------Result------
Miss_rate(tra)	:36.6563
Miss_rate(tst)	:8.05369
ARL				:2.44444

------Generation 2000------
Rule  1: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 627
Rule  2: 0b000000, Class:  0, CF:0.614533, Len:  1, Fitness_tra: 85
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 159
Rule  4: c0400000, Class:  0, CF:0.577055, Len:  2, Fitness_tra: 99
Rule  5: 70000003, Class:  0, CF:0.653094, Len:  2, Fitness_tra: 0
