------Generation 0------
Rule  1: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 35: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 36: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 43: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 44: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 48: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 49: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 52: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 55: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 56: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 61: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 67: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 68: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 69: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 121b697424, Class:  0, CF:0.424689, Len: 10, Fitness_tra: 0
Rule 77: 27175ebbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 14b166242b, Class:  4, CF:0.999798, Len: 10, Fitness_tra: 0
Rule 79: 2b7b23b124, Class:  4, CF:0.217014, Len: 10, Fitness_tra: 0
Rule 80: 2142aa1b27, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 81: 471ba3b4b2, Class:  4, CF:0.999745, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b52245b281, Class:  2, CF:0.998215, Len: 10, Fitness_tra: 0
Rule 84: 11171ab217, Class:  4, CF:0.964177, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7922297251, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b47b3a177b, Class:  4, CF:0.999691, Len: 10, Fitness_tra: 0
Rule 91: 0417161cbb, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 1b13b67524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4d419e244b, Class:  1, CF:0.635576, Len: 10, Fitness_tra: 0
Rule 94: 79c496b254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4412151b21, Class:  2, CF:0.0274103, Len: 10, Fitness_tra: -102
Rule 96: 0004006007, Class:  0, CF:0.0377404, Len:  3, Fitness_tra: -4783
Rule 97: b4b18d2712, Class:  2, CF:0.99503, Len: 10, Fitness_tra: 38
Rule 98: b2645f1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4025aa174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1119a97b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.5121
------Result------
Miss_rate(tra)	:37.5121
Miss_rate(tst)	:11.2431
ARL				:9.72581

------Generation 800------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 1258
Rule  2: 722111b227, Class:  2, CF:0.903293, Len: 10, Fitness_tra: 400
Rule  3: 1b2b1211c1, Class:  2, CF:0.896796, Len: 10, Fitness_tra: 139
Rule  4: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 235
Rule  5: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 164
Rule  6: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 150
Rule  7: 2211814c13, Class:  2, CF:0.994287, Len: 10, Fitness_tra: 67
Rule  8: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 102
Rule  9: 14118522c2, Class:  2, CF:0.999725, Len: 10, Fitness_tra: 43
Rule 10: 0407191cbb, Class:  2, CF:0.827304, Len:  8, Fitness_tra: 37
Rule 11: 41111116a8, Class:  4, CF:0.905334, Len: 10, Fitness_tra: 57
Rule 12: 15111527b2, Class:  1, CF:0.757764, Len: 10, Fitness_tra: 12
Rule 13: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 10
Rule 14: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 15
Rule 15: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 10
Rule 16: 4421822217, Class:  2, CF:0.998081, Len: 10, Fitness_tra: 0
Rule 17: a4c0711628, Class:  4, CF:0.33136, Len:  9, Fitness_tra: 4
Rule 18: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 1
Rule 19: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 1
Rule 20: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 3
Rule 21: a074461772, Class:  4, CF:0.998675, Len:  9, Fitness_tra: 0
Rule 22: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 0
Rule 23: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 484759bbb7, Class:  1, CF:0.530813, Len: 10, Fitness_tra: 0
Rule 25: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 28: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 29: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 31: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 33: 7174f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 36: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 43: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 44: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 48: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 49: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 52: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 55: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 56: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 61: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 67: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 68: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 69: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 121b697424, Class:  0, CF:0.424689, Len: 10, Fitness_tra: 0
Rule 77: 27175ebbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 14b166242b, Class:  4, CF:0.999798, Len: 10, Fitness_tra: 0
Rule 79: 2b7b23b124, Class:  4, CF:0.217014, Len: 10, Fitness_tra: 0
Rule 80: 2142aa1b27, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 81: 471ba3b4b2, Class:  4, CF:0.999745, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b52245b281, Class:  2, CF:0.998215, Len: 10, Fitness_tra: 0
Rule 84: 11171ab217, Class:  4, CF:0.964177, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7922297251, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b47b3a177b, Class:  4, CF:0.999691, Len: 10, Fitness_tra: 0
Rule 91: 0417161cbb, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 1b13b67524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4d419e244b, Class:  1, CF:0.635576, Len: 10, Fitness_tra: 0
Rule 94: 79c496b254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4412151b21, Class:  2, CF:0.0274103, Len: 10, Fitness_tra: -102
Rule 96: 0004006007, Class:  0, CF:0.0377404, Len:  3, Fitness_tra: -4783
Rule 97: b4b18d2712, Class:  2, CF:0.99503, Len: 10, Fitness_tra: 38
Rule 98: b2645f1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4025aa174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1119a97b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.5121
------Result------
Miss_rate(tra)	:37.5121
Miss_rate(tst)	:11.2431
ARL				:9.72581

------Generation 900------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 1258
Rule  2: 722111b227, Class:  2, CF:0.903293, Len: 10, Fitness_tra: 400
Rule  3: 1b2b1211c1, Class:  2, CF:0.896796, Len: 10, Fitness_tra: 139
Rule  4: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 235
Rule  5: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 164
Rule  6: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 150
Rule  7: 2211814c13, Class:  2, CF:0.994287, Len: 10, Fitness_tra: 67
Rule  8: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 102
Rule  9: 14118522c2, Class:  2, CF:0.999725, Len: 10, Fitness_tra: 43
Rule 10: 0407191cbb, Class:  2, CF:0.827304, Len:  8, Fitness_tra: 37
Rule 11: 41111116a8, Class:  4, CF:0.905334, Len: 10, Fitness_tra: 57
Rule 12: 15111527b2, Class:  1, CF:0.757764, Len: 10, Fitness_tra: 12
Rule 13: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 10
Rule 14: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 15
Rule 15: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 10
Rule 16: 4421822217, Class:  2, CF:0.998081, Len: 10, Fitness_tra: 0
Rule 17: a4c0711628, Class:  4, CF:0.33136, Len:  9, Fitness_tra: 4
Rule 18: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 1
Rule 19: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 1
Rule 20: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 3
Rule 21: a074461772, Class:  4, CF:0.998675, Len:  9, Fitness_tra: 0
Rule 22: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 0
Rule 23: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 484759bbb7, Class:  1, CF:0.530813, Len: 10, Fitness_tra: 0
Rule 25: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 28: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 29: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 31: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 33: 7174f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 36: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 43: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 44: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 48: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 49: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 52: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 55: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 56: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 61: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 67: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 68: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 69: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 121b697424, Class:  0, CF:0.424689, Len: 10, Fitness_tra: 0
Rule 77: 27175ebbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 14b166242b, Class:  4, CF:0.999798, Len: 10, Fitness_tra: 0
Rule 79: 2b7b23b124, Class:  4, CF:0.217014, Len: 10, Fitness_tra: 0
Rule 80: 2142aa1b27, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 81: 471ba3b4b2, Class:  4, CF:0.999745, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b52245b281, Class:  2, CF:0.998215, Len: 10, Fitness_tra: 0
Rule 84: 11171ab217, Class:  4, CF:0.964177, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7922297251, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b47b3a177b, Class:  4, CF:0.999691, Len: 10, Fitness_tra: 0
Rule 91: 0417161cbb, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 1b13b67524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4d419e244b, Class:  1, CF:0.635576, Len: 10, Fitness_tra: 0
Rule 94: 79c496b254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4412151b21, Class:  2, CF:0.0274103, Len: 10, Fitness_tra: -102
Rule 96: 0004006007, Class:  0, CF:0.0377404, Len:  3, Fitness_tra: -4783
Rule 97: b4b18d2712, Class:  2, CF:0.99503, Len: 10, Fitness_tra: 38
Rule 98: b2645f1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4025aa174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1119a97b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.5121
------Result------
Miss_rate(tra)	:37.5121
Miss_rate(tst)	:11.2431
ARL				:9.72581

------Generation 1000------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 1258
Rule  2: 722111b227, Class:  2, CF:0.903293, Len: 10, Fitness_tra: 400
Rule  3: 1b2b1211c1, Class:  2, CF:0.896796, Len: 10, Fitness_tra: 139
Rule  4: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 235
Rule  5: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 164
Rule  6: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 150
Rule  7: 2211814c13, Class:  2, CF:0.994287, Len: 10, Fitness_tra: 67
Rule  8: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 102
Rule  9: 14118522c2, Class:  2, CF:0.999725, Len: 10, Fitness_tra: 43
Rule 10: 0407191cbb, Class:  2, CF:0.827304, Len:  8, Fitness_tra: 37
Rule 11: 41111116a8, Class:  4, CF:0.905334, Len: 10, Fitness_tra: 57
Rule 12: 15111527b2, Class:  1, CF:0.757764, Len: 10, Fitness_tra: 12
Rule 13: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 10
Rule 14: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 15
Rule 15: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 10
Rule 16: 4421822217, Class:  2, CF:0.998081, Len: 10, Fitness_tra: 0
Rule 17: a4c0711628, Class:  4, CF:0.33136, Len:  9, Fitness_tra: 4
Rule 18: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 1
Rule 19: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 1
Rule 20: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 3
Rule 21: a074461772, Class:  4, CF:0.998675, Len:  9, Fitness_tra: 0
Rule 22: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 0
Rule 23: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 484759bbb7, Class:  1, CF:0.530813, Len: 10, Fitness_tra: 0
Rule 25: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 28: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 29: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 31: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 33: 7174f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 36: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 43: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 44: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 48: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 49: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
