------Generation 0------
Rule  1: b221ff471b, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 24
Rule 88: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b1bba11272, Class:  4, CF:0.998103, Len: 10, Fitness_tra: 0
Rule 90: 2b11a14271, Class:  4, CF:0.999038, Len: 10, Fitness_tra: -1
Rule 91: 1587e00202, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 1172bc77b7, Class:  2, CF:0.131169, Len:  0, Fitness_tra: 0
Rule 93: 0844308300, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 94: 0844202000, Class:  1, CF:0.831347, Len:  5, Fitness_tra: 279
Rule 95: 1007b00007, Class:  0, CF:0.473819, Len:  4, Fitness_tra: -3771
Rule 96: b47b2217b2, Class:  2, CF:0.507702, Len:  0, Fitness_tra: 0
Rule 97: 707b13a222, Class:  2, CF:0.12809, Len:  9, Fitness_tra: 0
Rule 98: b2b7d87742, Class:  2, CF:0.931616, Len: 10, Fitness_tra: 0
Rule 99: b170021582, Class:  2, CF:  1, Len:  8, Fitness_tra: 233
Rule100: 7412b91121, Class:  0, CF:0.366674, Len: 10, Fitness_tra: -3
------Current------
Miss_rate(tra)	:45.856
------Result------
Miss_rate(tra)	:45.856
Miss_rate(tst)	:13.6197
ARL				:9.25316

------Generation 700------
Rule  1: 112b122413, Class:  1, CF:0.0905282, Len: 10, Fitness_tra: 1200
Rule  2: b211a01144, Class:  4, CF:0.987711, Len:  9, Fitness_tra: 768
Rule  3: 0844504300, Class:  1, CF:0.987458, Len:  6, Fitness_tra: 174
Rule  4: 0221d81742, Class:  2, CF:0.988434, Len:  9, Fitness_tra: 388
Rule  5: 0000b9000b, Class:  0, CF:0.60554, Len:  3, Fitness_tra: 319
Rule  6: 07100100d7, Class:  2, CF:  1, Len:  5, Fitness_tra: 138
Rule  7: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 100
Rule  8: b47b2217b2, Class:  2, CF:0.507702, Len: 10, Fitness_tra: 17
Rule  9: 1bb26f111b, Class:  4, CF:0.985743, Len: 10, Fitness_tra: 36
Rule 10: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 25
Rule 11: 127118722b, Class:  2, CF:0.974688, Len: 10, Fitness_tra: 12
Rule 12: 4421af1424, Class:  4, CF:  1, Len: 10, Fitness_tra: 28
Rule 13: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule 14: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 16
Rule 15: b4216f142b, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 15
Rule 16: 5010f01000, Class:  3, CF:  1, Len:  4, Fitness_tra: 3
Rule 17: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 18: 1547c11282, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 0010f01c02, Class:  4, CF:  1, Len:  5, Fitness_tra: 1
Rule 20: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 21: b17b721582, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 7421682712, Class:  4, CF:0.94703, Len: 10, Fitness_tra: 0
Rule 23: 4417c34a3d, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 01b8d3a124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 28: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule 29: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 30: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 34: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 35: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 36: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 37: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 41: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 44: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 45: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 48: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 0
Rule 49: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 50: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 52: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 54: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1747531724, Class:  2, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 56: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 57: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 58: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 59: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 63: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 64: 7421682712, Class:  4, CF:0.94703, Len:  0, Fitness_tra: 0
Rule 65: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 66: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 67: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule 73: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 75: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 227251747c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4772811b24, Class:  2, CF:0.984085, Len: 10, Fitness_tra: 0
Rule 79: 7bb71d4124, Class:  2, CF:0.979815, Len: 10, Fitness_tra: 0
Rule 80: 417459b272, Class:  2, CF:0.993263, Len: 10, Fitness_tra: 0
Rule 81: 71b7362144, Class:  4, CF:0.99947, Len: 10, Fitness_tra: 0
Rule 82: 414bd14b1b, Class:  2, CF:0.853769, Len: 10, Fitness_tra: 0
Rule 83: b2711642b4, Class:  4, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 84: 71213f714b, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 85: 177293b244, Class:  1, CF:0.923847, Len: 10, Fitness_tra: 0
Rule 86: 111127b221, Class:  2, CF:0.851076, Len: 10, Fitness_tra: -394
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b1bba11272, Class:  4, CF:0.998103, Len: 10, Fitness_tra: 0
Rule 90: 2b11a14271, Class:  4, CF:0.999038, Len: 10, Fitness_tra: -1
Rule 91: 1587e00202, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 1172bc77b7, Class:  2, CF:0.131169, Len:  0, Fitness_tra: 0
Rule 93: 0844308300, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 94: 0844202000, Class:  1, CF:0.831347, Len:  5, Fitness_tra: 279
Rule 95: 1007b00007, Class:  0, CF:0.473819, Len:  4, Fitness_tra: -3771
Rule 96: b47b2217b2, Class:  2, CF:0.507702, Len:  0, Fitness_tra: 0
Rule 97: 707b13a222, Class:  2, CF:0.12809, Len:  9, Fitness_tra: 0
Rule 98: b2b7d87742, Class:  2, CF:0.931616, Len: 10, Fitness_tra: 0
Rule 99: b170021582, Class:  2, CF:  1, Len:  8, Fitness_tra: 233
Rule100: 7412b91121, Class:  0, CF:0.366674, Len: 10, Fitness_tra: -3
------Current------
Miss_rate(tra)	:45.856
------Result------
Miss_rate(tra)	:45.856
Miss_rate(tst)	:13.6197
ARL				:9.25316

------Generation 800------
Rule  1: 112b122413, Class:  1, CF:0.0905282, Len: 10, Fitness_tra: 1200
Rule  2: b211a01144, Class:  4, CF:0.987711, Len:  9, Fitness_tra: 768
Rule  3: 0844504300, Class:  1, CF:0.987458, Len:  6, Fitness_tra: 174
Rule  4: 0221d81742, Class:  2, CF:0.988434, Len:  9, Fitness_tra: 388
Rule  5: 0000b9000b, Class:  0, CF:0.60554, Len:  3, Fitness_tra: 319
Rule  6: 07100100d7, Class:  2, CF:  1, Len:  5, Fitness_tra: 138
Rule  7: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 100
Rule  8: b47b2217b2, Class:  2, CF:0.507702, Len: 10, Fitness_tra: 17
Rule  9: 1bb26f111b, Class:  4, CF:0.985743, Len: 10, Fitness_tra: 36
Rule 10: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 25
Rule 11: 127118722b, Class:  2, CF:0.974688, Len: 10, Fitness_tra: 12
Rule 12: 4421af1424, Class:  4, CF:  1, Len: 10, Fitness_tra: 28
Rule 13: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule 14: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 16
Rule 15: b4216f142b, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 15
Rule 16: 5010f01000, Class:  3, CF:  1, Len:  4, Fitness_tra: 3
Rule 17: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 18: 1547c11282, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 0010f01c02, Class:  4, CF:  1, Len:  5, Fitness_tra: 1
Rule 20: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 21: b17b721582, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 7421682712, Class:  4, CF:0.94703, Len: 10, Fitness_tra: 0
Rule 23: 4417c34a3d, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 01b8d3a124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 28: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule 29: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 30: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 34: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 35: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 36: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 37: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 41: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 44: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 45: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 48: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 0
Rule 49: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 50: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 52: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 54: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1747531724, Class:  2, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 56: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 57: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 58: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 59: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 63: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 64: 7421682712, Class:  4, CF:0.94703, Len:  0, Fitness_tra: 0
Rule 65: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 66: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 67: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule 73: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 75: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 227251747c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4772811b24, Class:  2, CF:0.984085, Len: 10, Fitness_tra: 0
Rule 79: 7bb71d4124, Class:  2, CF:0.979815, Len: 10, Fitness_tra: 0
Rule 80: 417459b272, Class:  2, CF:0.993263, Len: 10, Fitness_tra: 0
Rule 81: 71b7362144, Class:  4, CF:0.99947, Len: 10, Fitness_tra: 0
Rule 82: 414bd14b1b, Class:  2, CF:0.853769, Len: 10, Fitness_tra: 0
Rule 83: b2711642b4, Class:  4, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 84: 71213f714b, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 85: 177293b244, Class:  1, CF:0.923847, Len: 10, Fitness_tra: 0
Rule 86: 111127b221, Class:  2, CF:0.851076, Len: 10, Fitness_tra: -394
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b1bba11272, Class:  4, CF:0.998103, Len: 10, Fitness_tra: 0
Rule 90: 2b11a14271, Class:  4, CF:0.999038, Len: 10, Fitness_tra: -1
Rule 91: 1587e00202, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 1172bc77b7, Class:  2, CF:0.131169, Len:  0, Fitness_tra: 0
Rule 93: 0844308300, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 94: 0844202000, Class:  1, CF:0.831347, Len:  5, Fitness_tra: 279
Rule 95: 1007b00007, Class:  0, CF:0.473819, Len:  4, Fitness_tra: -3771
Rule 96: b47b2217b2, Class:  2, CF:0.507702, Len:  0, Fitness_tra: 0
Rule 97: 707b13a222, Class:  2, CF:0.12809, Len:  9, Fitness_tra: 0
Rule 98: b2b7d87742, Class:  2, CF:0.931616, Len: 10, Fitness_tra: 0
Rule 99: b170021582, Class:  2, CF:  1, Len:  8, Fitness_tra: 233
Rule100: 7412b91121, Class:  0, CF:0.366674, Len: 10, Fitness_tra: -3
------Current------
Miss_rate(tra)	:45.856
------Result------
Miss_rate(tra)	:45.856
Miss_rate(tst)	:13.6197
ARL				:9.25316

------Generation 900------
Rule  1: 112b122413, Class:  1, CF:0.0905282, Len: 10, Fitness_tra: -91
Rule  2: b211a01144, Class:  4, CF:0.987711, Len:  9, Fitness_tra: 783
Rule  3: 0221d81742, Class:  2, CF:0.988434, Len:  9, Fitness_tra: 205
Rule  4: 0000b9000b, Class:  0, CF:0.60554, Len:  3, Fitness_tra: 399
Rule  5: 0844202000, Class:  1, CF:0.831347, Len:  5, Fitness_tra: 276
Rule  6: b170021582, Class:  2, CF:  1, Len:  8, Fitness_tra: 333
Rule  7: 0844504300, Class:  1, CF:0.987458, Len:  6, Fitness_tra: 91
Rule  8: 07100100d7, Class:  2, CF:  1, Len:  5, Fitness_tra: 138
Rule  9: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 181
Rule 10: 1bb26f111b, Class:  4, CF:0.985743, Len: 10, Fitness_tra: 49
Rule 11: 4421af1424, Class:  4, CF:  1, Len: 10, Fitness_tra: 28
Rule 12: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 25
Rule 13: b47b2217b2, Class:  2, CF:0.507702, Len: 10, Fitness_tra: 14
Rule 14: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 17
Rule 15: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule 16: b4216f142b, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 17
Rule 17: 127118722b, Class:  2, CF:0.974688, Len: 10, Fitness_tra: 32
Rule 18: 5010f01000, Class:  3, CF:  1, Len:  4, Fitness_tra: 3
Rule 19: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 0010f01c02, Class:  4, CF:  1, Len:  5, Fitness_tra: 1
Rule 21: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 22: 7421682712, Class:  4, CF:0.94703, Len: 10, Fitness_tra: 0
Rule 23: 4417c34a3d, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 01b8d3a124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 28: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule 29: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 30: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 34: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 35: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 36: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 37: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 41: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 44: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 45: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 48: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 0
Rule 49: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 50: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 52: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 54: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1747531724, Class:  2, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 56: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 57: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 58: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 59: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 63: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 64: 7421682712, Class:  4, CF:0.94703, Len:  0, Fitness_tra: 0
Rule 65: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 66: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 67: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule 73: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 75: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 227251747c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4772811b24, Class:  2, CF:0.984085, Len: 10, Fitness_tra: 0
Rule 79: 7bb71d4124, Class:  2, CF:0.979815, Len: 10, Fitness_tra: 0
Rule 80: 417459b272, Class:  2, CF:0.993263, Len: 10, Fitness_tra: 0
Rule 81: 43d1854131, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 269788b6e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11c24171c1, Class:  2, CF:0.944796, Len: 10, Fitness_tra: 0
Rule 86: 4777131414, Class:  4, CF:0.934131, Len: 10, Fitness_tra: 0
Rule 87: b77b9a1bb4, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: b2b2d12474, Class:  2, CF:0.918458, Len: 10, Fitness_tra: 0
Rule 89: 2311854935, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: b4471fb177, Class:  4, CF:0.999545, Len: 10, Fitness_tra: 0
Rule 91: 0172134144, Class:  4, CF:0.905813, Len:  9, Fitness_tra: 0
Rule 92: 7421686110, Class:  4, CF:0.952766, Len:  9, Fitness_tra: 156
Rule 93: 0882202000, Class:  2, CF:0.799547, Len:  5, Fitness_tra: 0
Rule 94: 111b121017, Class:  0, CF:0.460481, Len:  9, Fitness_tra: -5305
Rule 95: 071001080e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a74465272b, Class:  4, CF:0.849306, Len: 10, Fitness_tra: 0
Rule 97: b4b73f4300, Class:  4, CF:0.674225, Len:  8, Fitness_tra: -35
Rule 98: 0051b8000b, Class:  4, CF:0.6833, Len:  5, Fitness_tra: -29
Rule 99: 1717537722, Class:  2, CF:0.999744, Len:  0, Fitness_tra: 0
Rule100: 3211de1742, Class:  2, CF:0.878783, Len: 10, Fitness_tra: 113
------Current------
Miss_rate(tra)	:36.7489
------Result------
Miss_rate(tra)	:36.7489
Miss_rate(tst)	:9.5064
ARL				:9.23077

------Generation 1000------
