------Generation 0------
Rule  1: 214b81b1d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 35: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 36: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 38: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 40: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 43: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 45: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 46: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 47: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 49: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 50: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 53: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 56: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 0
Rule 58: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 60: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 63: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 65: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 67: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 70: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 72: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 121b911477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b37815bb2b, Class:  1, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 221b112117, Class:  4, CF:0.399279, Len: 10, Fitness_tra: 0
Rule 82: 172711747b, Class:  4, CF:0.193644, Len: 10, Fitness_tra: 0
Rule 83: 741711214b, Class:  4, CF:0.484493, Len: 10, Fitness_tra: 0
Rule 84: 2122d37d24, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 42b4117421, Class:  4, CF:0.10309, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 158b132211, Class:  4, CF:0.866954, Len: 10, Fitness_tra: 0
Rule 88: 14774547b1, Class:  1, CF:0.635631, Len: 10, Fitness_tra: 0
Rule 89: 2117bbb421, Class:  4, CF:0.659795, Len: 10, Fitness_tra: 0
Rule 90: 2111af7724, Class:  4, CF:0.995171, Len: 10, Fitness_tra: 0
Rule 91: 744bd17512, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 1128d9174b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 114b4cc172, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 41471a11b1, Class:  4, CF:0.998687, Len: 10, Fitness_tra: 0
Rule 95: 420432b170, Class:  4, CF:0.570454, Len:  8, Fitness_tra: -56
Rule 96: 43bd1f2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b9476114ba, Class:  4, CF:0.988453, Len: 10, Fitness_tra: 0
Rule 98: 040b00030b, Class:  0, CF:0.418721, Len:  4, Fitness_tra: -2322
Rule 99: 9147ef1b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 30e4b702b2, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.3333
------Result------
Miss_rate(tra)	:51.3333
Miss_rate(tst)	:14.351
ARL				:8.55882

------Generation 800------
Rule  1: 0440031b00, Class:  4, CF:0.969114, Len:  5, Fitness_tra: 310
Rule  2: 0400000800, Class:  2, CF:0.996101, Len:  2, Fitness_tra: 801
Rule  3: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 845
Rule  4: 00000f0010, Class:  4, CF:0.724139, Len:  2, Fitness_tra: 620
Rule  5: 1001051750, Class:  2, CF:  1, Len:  6, Fitness_tra: 34
Rule  6: 04202a0000, Class:  4, CF:0.981819, Len:  4, Fitness_tra: 8
Rule  7: 41411611b0, Class:  4, CF:0.989773, Len:  9, Fitness_tra: 4
Rule  8: 7777421271, Class:  2, CF:0.828564, Len: 10, Fitness_tra: 26
Rule  9: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 26
Rule 10: 01000a4710, Class:  4, CF:0.790081, Len:  5, Fitness_tra: 4
Rule 11: 11411e7212, Class:  2, CF:0.991547, Len: 10, Fitness_tra: 11
Rule 12: 000000c000, Class:  1, CF:  1, Len:  1, Fitness_tra: 9
Rule 13: 000740eb00, Class:  1, CF:  1, Len:  4, Fitness_tra: 3
Rule 14: 30e4b702b2, Class:  4, CF:  1, Len:  8, Fitness_tra: 2
Rule 15: be0b6846b0, Class:  0, CF:0.290601, Len:  8, Fitness_tra: 0
Rule 16: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 17: 1500402900, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule 18: 0e00f55111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 3
Rule 20: 04124a0102, Class:  4, CF:0.91635, Len:  7, Fitness_tra: 0
Rule 21: 0325207111, Class:  1, CF:0.999601, Len:  8, Fitness_tra: 1
Rule 22: 1e14c57142, Class:  1, CF:0.555295, Len: 10, Fitness_tra: 18
Rule 23: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 0
Rule 24: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 25: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 26: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 07040f1010, Class:  4, CF:0.115368, Len:  5, Fitness_tra: 0
Rule 29: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 35: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 36: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 38: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 40: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 43: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 45: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 46: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 47: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 49: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 50: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 53: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 56: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 0
Rule 58: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 60: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 63: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 65: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 67: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 70: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 72: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 121b911477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b37815bb2b, Class:  1, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 221b112117, Class:  4, CF:0.399279, Len: 10, Fitness_tra: 0
Rule 82: 172711747b, Class:  4, CF:0.193644, Len: 10, Fitness_tra: 0
Rule 83: 741711214b, Class:  4, CF:0.484493, Len: 10, Fitness_tra: 0
Rule 84: 2122d37d24, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 42b4117421, Class:  4, CF:0.10309, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 158b132211, Class:  4, CF:0.866954, Len: 10, Fitness_tra: 0
Rule 88: 14774547b1, Class:  1, CF:0.635631, Len: 10, Fitness_tra: 0
Rule 89: 2117bbb421, Class:  4, CF:0.659795, Len: 10, Fitness_tra: 0
Rule 90: 2111af7724, Class:  4, CF:0.995171, Len: 10, Fitness_tra: 0
Rule 91: 744bd17512, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 1128d9174b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 114b4cc172, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 41471a11b1, Class:  4, CF:0.998687, Len: 10, Fitness_tra: 0
Rule 95: 420432b170, Class:  4, CF:0.570454, Len:  8, Fitness_tra: -56
Rule 96: 43bd1f2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b9476114ba, Class:  4, CF:0.988453, Len: 10, Fitness_tra: 0
Rule 98: 040b00030b, Class:  0, CF:0.418721, Len:  4, Fitness_tra: -2322
Rule 99: 9147ef1b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 30e4b702b2, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.3333
------Result------
Miss_rate(tra)	:51.3333
Miss_rate(tst)	:14.351
ARL				:8.55882

------Generation 900------
Rule  1: 0440031b00, Class:  4, CF:0.969114, Len:  5, Fitness_tra: 310
Rule  2: 0400000800, Class:  2, CF:0.996101, Len:  2, Fitness_tra: 801
Rule  3: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 845
Rule  4: 00000f0010, Class:  4, CF:0.724139, Len:  2, Fitness_tra: 620
Rule  5: 1001051750, Class:  2, CF:  1, Len:  6, Fitness_tra: 34
Rule  6: 04202a0000, Class:  4, CF:0.981819, Len:  4, Fitness_tra: 8
Rule  7: 41411611b0, Class:  4, CF:0.989773, Len:  9, Fitness_tra: 4
Rule  8: 7777421271, Class:  2, CF:0.828564, Len: 10, Fitness_tra: 26
Rule  9: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 26
Rule 10: 01000a4710, Class:  4, CF:0.790081, Len:  5, Fitness_tra: 4
Rule 11: 11411e7212, Class:  2, CF:0.991547, Len: 10, Fitness_tra: 11
Rule 12: 000000c000, Class:  1, CF:  1, Len:  1, Fitness_tra: 9
Rule 13: 000740eb00, Class:  1, CF:  1, Len:  4, Fitness_tra: 3
Rule 14: 30e4b702b2, Class:  4, CF:  1, Len:  8, Fitness_tra: 2
Rule 15: be0b6846b0, Class:  0, CF:0.290601, Len:  8, Fitness_tra: 0
Rule 16: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 17: 1500402900, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule 18: 0e00f55111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 3
Rule 20: 04124a0102, Class:  4, CF:0.91635, Len:  7, Fitness_tra: 0
Rule 21: 0325207111, Class:  1, CF:0.999601, Len:  8, Fitness_tra: 1
Rule 22: 1e14c57142, Class:  1, CF:0.555295, Len: 10, Fitness_tra: 18
Rule 23: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 0
Rule 24: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 25: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 26: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 07040f1010, Class:  4, CF:0.115368, Len:  5, Fitness_tra: 0
Rule 29: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 35: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 36: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 38: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 40: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 43: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 45: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 46: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 47: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 49: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 50: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 53: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 56: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 0
Rule 58: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 60: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 63: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 65: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 67: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 70: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 72: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 121b911477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b37815bb2b, Class:  1, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 221b112117, Class:  4, CF:0.399279, Len: 10, Fitness_tra: 0
Rule 82: 172711747b, Class:  4, CF:0.193644, Len: 10, Fitness_tra: 0
Rule 83: 741711214b, Class:  4, CF:0.484493, Len: 10, Fitness_tra: 0
Rule 84: 2122d37d24, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 42b4117421, Class:  4, CF:0.10309, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 158b132211, Class:  4, CF:0.866954, Len: 10, Fitness_tra: 0
Rule 88: 14774547b1, Class:  1, CF:0.635631, Len: 10, Fitness_tra: 0
Rule 89: 2117bbb421, Class:  4, CF:0.659795, Len: 10, Fitness_tra: 0
Rule 90: 2111af7724, Class:  4, CF:0.995171, Len: 10, Fitness_tra: 0
Rule 91: 744bd17512, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 1128d9174b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 114b4cc172, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 41471a11b1, Class:  4, CF:0.998687, Len: 10, Fitness_tra: 0
Rule 95: 420432b170, Class:  4, CF:0.570454, Len:  8, Fitness_tra: -56
Rule 96: 43bd1f2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b9476114ba, Class:  4, CF:0.988453, Len: 10, Fitness_tra: 0
Rule 98: 040b00030b, Class:  0, CF:0.418721, Len:  4, Fitness_tra: -2322
Rule 99: 9147ef1b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 30e4b702b2, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.3333
------Result------
Miss_rate(tra)	:51.3333
Miss_rate(tst)	:14.351
ARL				:8.55882

------Generation 1000------
Rule  1: 0440031b00, Class:  4, CF:0.969114, Len:  5, Fitness_tra: 310
Rule  2: 0400000800, Class:  2, CF:0.996101, Len:  2, Fitness_tra: 801
Rule  3: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 845
Rule  4: 00000f0010, Class:  4, CF:0.724139, Len:  2, Fitness_tra: 620
Rule  5: 1001051750, Class:  2, CF:  1, Len:  6, Fitness_tra: 34
Rule  6: 04202a0000, Class:  4, CF:0.981819, Len:  4, Fitness_tra: 8
Rule  7: 41411611b0, Class:  4, CF:0.989773, Len:  9, Fitness_tra: 4
Rule  8: 7777421271, Class:  2, CF:0.828564, Len: 10, Fitness_tra: 26
Rule  9: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 26
Rule 10: 01000a4710, Class:  4, CF:0.790081, Len:  5, Fitness_tra: 4
Rule 11: 11411e7212, Class:  2, CF:0.991547, Len: 10, Fitness_tra: 11
Rule 12: 000000c000, Class:  1, CF:  1, Len:  1, Fitness_tra: 9
Rule 13: 000740eb00, Class:  1, CF:  1, Len:  4, Fitness_tra: 3
Rule 14: 30e4b702b2, Class:  4, CF:  1, Len:  8, Fitness_tra: 2
Rule 15: be0b6846b0, Class:  0, CF:0.290601, Len:  8, Fitness_tra: 0
Rule 16: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 17: 1500402900, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule 18: 0e00f55111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 3
Rule 20: 04124a0102, Class:  4, CF:0.91635, Len:  7, Fitness_tra: 0
Rule 21: 0325207111, Class:  1, CF:0.999601, Len:  8, Fitness_tra: 1
Rule 22: 1e14c57142, Class:  1, CF:0.555295, Len: 10, Fitness_tra: 18
Rule 23: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 0
Rule 24: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 25: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 26: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 07040f1010, Class:  4, CF:0.115368, Len:  5, Fitness_tra: 0
Rule 29: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 35: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 36: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 38: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 40: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 43: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 45: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 46: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 47: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
