------Generation 0------
Rule  1: 12b13e7141, Class:  0, CF:0.921933, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 87: 2128c122bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 90: 1bb43fb242, Class:  4, CF:0.239637, Len: 10, Fitness_tra: 0
Rule 91: 0001000000, Class:  0, CF:0.808195, Len:  1, Fitness_tra: 1718
Rule 92: b820201ab1, Class:  0, CF:0.546825, Len:  8, Fitness_tra: 0
Rule 93: b7741621b1, Class:  4, CF:0.971276, Len: 10, Fitness_tra: 0
Rule 94: 000c000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00000e0700, Class:  0, CF:0.683378, Len:  2, Fitness_tra: 0
Rule 96: 000040104e, Class:  4, CF:  1, Len:  4, Fitness_tra: 0
Rule 97: 224b0e1bb4, Class:  0, CF:0.743675, Len:  9, Fitness_tra: 0
Rule 98: 00000000d4, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 99: 127741277b, Class:  0, CF:0.198338, Len: 10, Fitness_tra: 0
Rule100: 02220650c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.43353
------Result------
Miss_rate(tra)	:9.43353
Miss_rate(tst)	:9.5064
ARL				:6.49383

------Generation 900------
Rule  1: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 972
Rule  2: 0000b00000, Class:  0, CF:0.924471, Len:  1, Fitness_tra: 849
Rule  3: 0000020000, Class:  0, CF:0.803231, Len:  1, Fitness_tra: -55
Rule  4: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 18
Rule  5: 000c000000, Class:  1, CF:0.829461, Len:  1, Fitness_tra: 17
Rule  6: 000000000b, Class:  0, CF:0.919098, Len:  1, Fitness_tra: 10
Rule  7: 0060100001, Class:  0, CF:0.875573, Len:  3, Fitness_tra: 5
Rule  8: 000c590100, Class:  1, CF:  1, Len:  4, Fitness_tra: 5
Rule  9: 00e0000000, Class:  4, CF:  1, Len:  1, Fitness_tra: 3
Rule 10: 1717500000, Class:  1, CF:0.931639, Len:  5, Fitness_tra: 3
Rule 11: 000d000100, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 12: 5000000000, Class:  3, CF:  1, Len:  1, Fitness_tra: 1
Rule 13: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 14: 0005000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 15: 0000000900, Class:  2, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 1007590100, Class:  1, CF:0.905312, Len:  5, Fitness_tra: 0
Rule 17: bb741622b1, Class:  4, CF:0.992856, Len: 10, Fitness_tra: 0
Rule 18: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 77b4491b27, Class:  0, CF:0.186319, Len: 10, Fitness_tra: 0
Rule 20: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2242514477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bb71d17774, Class:  2, CF:0.997665, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 24: 2142517277, Class:  2, CF:0.872083, Len: 10, Fitness_tra: 0
Rule 25: 41148e21bb, Class:  0, CF:0.731087, Len: 10, Fitness_tra: 0
Rule 26: 41727174b7, Class:  4, CF:0.244162, Len: 10, Fitness_tra: 0
Rule 27: 2c42117777, Class:  4, CF:0.472905, Len: 10, Fitness_tra: 0
Rule 28: bbb7514412, Class:  2, CF:0.966822, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 30: 4b71512147, Class:  2, CF:0.993369, Len: 10, Fitness_tra: 0
Rule 31: 2341c97b22, Class:  2, CF:0.986728, Len: 10, Fitness_tra: 0
Rule 32: 2477c5b71b, Class:  0, CF:0.650433, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 34: 1f441e4114, Class:  0, CF:0.944556, Len: 10, Fitness_tra: 0
Rule 35: 1bbb294177, Class:  0, CF:0.496213, Len: 10, Fitness_tra: 0
Rule 36: 42b229422b, Class:  2, CF:0.245435, Len: 10, Fitness_tra: 0
Rule 37: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24b7e12bb1, Class:  1, CF:0.159135, Len: 10, Fitness_tra: 0
Rule 39: b111732411, Class:  4, CF:0.143131, Len: 10, Fitness_tra: 0
Rule 40: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 42: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1222c141b4, Class:  0, CF:0.752413, Len: 10, Fitness_tra: 0
Rule 45: 22774112b2, Class:  0, CF:0.021031, Len: 10, Fitness_tra: 0
Rule 46: b14b712714, Class:  4, CF:0.103391, Len: 10, Fitness_tra: 0
Rule 47: 214415712c, Class:  2, CF:0.587297, Len: 10, Fitness_tra: 0
Rule 48: 72b71e71b4, Class:  0, CF:0.701893, Len: 10, Fitness_tra: 0
Rule 49: 24b7511b14, Class:  0, CF:0.533055, Len: 10, Fitness_tra: 0
Rule 50: 224b1d4421, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 52: b1212d2211, Class:  2, CF:0.821368, Len: 10, Fitness_tra: 0
Rule 53: b12419b744, Class:  2, CF:0.55134, Len: 10, Fitness_tra: 0
Rule 54: bb11112b2b, Class:  4, CF:0.129017, Len: 10, Fitness_tra: 0
Rule 55: 11471dbb7b, Class:  0, CF:0.0060391, Len: 10, Fitness_tra: 0
Rule 56: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2b2413214b, Class:  4, CF:0.900188, Len: 10, Fitness_tra: 0
Rule 59: 7c2143177b, Class:  4, CF:0.791446, Len: 10, Fitness_tra: 0
Rule 60: 42718eb472, Class:  2, CF:0.868608, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 63: 4db4c31774, Class:  0, CF:0.997954, Len: 10, Fitness_tra: 0
Rule 64: b77111772b, Class:  4, CF:0.501839, Len: 10, Fitness_tra: 0
Rule 65: b7b1ce21b1, Class:  0, CF:0.955303, Len: 10, Fitness_tra: 0
Rule 66: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 427113772b, Class:  4, CF:0.958841, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 69: b82229b14b, Class:  0, CF:0.39103, Len: 10, Fitness_tra: 0
Rule 70: 7212512412, Class:  1, CF:0.175447, Len: 10, Fitness_tra: 0
Rule 71: 0800000000, Class:  0, CF:0.781715, Len:  1, Fitness_tra: 0
Rule 72: 171459b1b7, Class:  0, CF:0.681693, Len: 10, Fitness_tra: 0
Rule 73: 122783b142, Class:  0, CF:0.945322, Len: 10, Fitness_tra: 0
Rule 74: 1744c9771b, Class:  0, CF:0.999757, Len: 10, Fitness_tra: 0
Rule 75: b8242314b1, Class:  4, CF:0.749636, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 78: b11245bb42, Class:  0, CF:0.034191, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 80: 7174c5717b, Class:  0, CF:0.39913, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 84: 1b143f21b1, Class:  1, CF:0.110032, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 87: 2128c122bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 90: 1bb43fb242, Class:  4, CF:0.239637, Len: 10, Fitness_tra: 0
Rule 91: 0001000000, Class:  0, CF:0.808195, Len:  1, Fitness_tra: 1718
Rule 92: b820201ab1, Class:  0, CF:0.546825, Len:  8, Fitness_tra: 0
Rule 93: b7741621b1, Class:  4, CF:0.971276, Len: 10, Fitness_tra: 0
Rule 94: 000c000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00000e0700, Class:  0, CF:0.683378, Len:  2, Fitness_tra: 0
Rule 96: 000040104e, Class:  4, CF:  1, Len:  4, Fitness_tra: 0
Rule 97: 224b0e1bb4, Class:  0, CF:0.743675, Len:  9, Fitness_tra: 0
Rule 98: 00000000d4, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 99: 127741277b, Class:  0, CF:0.198338, Len: 10, Fitness_tra: 0
Rule100: 02220650c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.43353
------Result------
Miss_rate(tra)	:9.43353
Miss_rate(tst)	:9.5064
ARL				:6.49383

------Generation 1000------
Rule  1: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 972
Rule  2: 0000b00000, Class:  0, CF:0.924471, Len:  1, Fitness_tra: 849
Rule  3: 0000020000, Class:  0, CF:0.803231, Len:  1, Fitness_tra: -55
Rule  4: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 18
Rule  5: 000c000000, Class:  1, CF:0.829461, Len:  1, Fitness_tra: 17
Rule  6: 000000000b, Class:  0, CF:0.919098, Len:  1, Fitness_tra: 10
Rule  7: 0060100001, Class:  0, CF:0.875573, Len:  3, Fitness_tra: 5
Rule  8: 000c590100, Class:  1, CF:  1, Len:  4, Fitness_tra: 5
Rule  9: 00e0000000, Class:  4, CF:  1, Len:  1, Fitness_tra: 3
Rule 10: 1717500000, Class:  1, CF:0.931639, Len:  5, Fitness_tra: 3
Rule 11: 000d000100, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 12: 5000000000, Class:  3, CF:  1, Len:  1, Fitness_tra: 1
Rule 13: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 14: 0005000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 15: 0000000900, Class:  2, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 1007590100, Class:  1, CF:0.905312, Len:  5, Fitness_tra: 0
Rule 17: bb741622b1, Class:  4, CF:0.992856, Len: 10, Fitness_tra: 0
Rule 18: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 77b4491b27, Class:  0, CF:0.186319, Len: 10, Fitness_tra: 0
Rule 20: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2242514477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bb71d17774, Class:  2, CF:0.997665, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 24: 2142517277, Class:  2, CF:0.872083, Len: 10, Fitness_tra: 0
Rule 25: 41148e21bb, Class:  0, CF:0.731087, Len: 10, Fitness_tra: 0
Rule 26: 41727174b7, Class:  4, CF:0.244162, Len: 10, Fitness_tra: 0
Rule 27: 2c42117777, Class:  4, CF:0.472905, Len: 10, Fitness_tra: 0
Rule 28: bbb7514412, Class:  2, CF:0.966822, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 30: 4b71512147, Class:  2, CF:0.993369, Len: 10, Fitness_tra: 0
Rule 31: 2341c97b22, Class:  2, CF:0.986728, Len: 10, Fitness_tra: 0
Rule 32: 2477c5b71b, Class:  0, CF:0.650433, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 34: 1f441e4114, Class:  0, CF:0.944556, Len: 10, Fitness_tra: 0
Rule 35: 1bbb294177, Class:  0, CF:0.496213, Len: 10, Fitness_tra: 0
Rule 36: 42b229422b, Class:  2, CF:0.245435, Len: 10, Fitness_tra: 0
Rule 37: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24b7e12bb1, Class:  1, CF:0.159135, Len: 10, Fitness_tra: 0
Rule 39: b111732411, Class:  4, CF:0.143131, Len: 10, Fitness_tra: 0
Rule 40: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 42: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1222c141b4, Class:  0, CF:0.752413, Len: 10, Fitness_tra: 0
Rule 45: 22774112b2, Class:  0, CF:0.021031, Len: 10, Fitness_tra: 0
Rule 46: b14b712714, Class:  4, CF:0.103391, Len: 10, Fitness_tra: 0
Rule 47: 214415712c, Class:  2, CF:0.587297, Len: 10, Fitness_tra: 0
Rule 48: 72b71e71b4, Class:  0, CF:0.701893, Len: 10, Fitness_tra: 0
Rule 49: 24b7511b14, Class:  0, CF:0.533055, Len: 10, Fitness_tra: 0
Rule 50: 224b1d4421, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 52: b1212d2211, Class:  2, CF:0.821368, Len: 10, Fitness_tra: 0
Rule 53: b12419b744, Class:  2, CF:0.55134, Len: 10, Fitness_tra: 0
Rule 54: bb11112b2b, Class:  4, CF:0.129017, Len: 10, Fitness_tra: 0
Rule 55: 11471dbb7b, Class:  0, CF:0.0060391, Len: 10, Fitness_tra: 0
Rule 56: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2b2413214b, Class:  4, CF:0.900188, Len: 10, Fitness_tra: 0
Rule 59: 7c2143177b, Class:  4, CF:0.791446, Len: 10, Fitness_tra: 0
Rule 60: 42718eb472, Class:  2, CF:0.868608, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 63: 4db4c31774, Class:  0, CF:0.997954, Len: 10, Fitness_tra: 0
Rule 64: b77111772b, Class:  4, CF:0.501839, Len: 10, Fitness_tra: 0
Rule 65: b7b1ce21b1, Class:  0, CF:0.955303, Len: 10, Fitness_tra: 0
Rule 66: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 427113772b, Class:  4, CF:0.958841, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 69: b82229b14b, Class:  0, CF:0.39103, Len: 10, Fitness_tra: 0
Rule 70: 7212512412, Class:  1, CF:0.175447, Len: 10, Fitness_tra: 0
Rule 71: 0800000000, Class:  0, CF:0.781715, Len:  1, Fitness_tra: 0
Rule 72: 171459b1b7, Class:  0, CF:0.681693, Len: 10, Fitness_tra: 0
Rule 73: 122783b142, Class:  0, CF:0.945322, Len: 10, Fitness_tra: 0
Rule 74: 1744c9771b, Class:  0, CF:0.999757, Len: 10, Fitness_tra: 0
Rule 75: b8242314b1, Class:  4, CF:0.749636, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 78: b11245bb42, Class:  0, CF:0.034191, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 80: 7174c5717b, Class:  0, CF:0.39913, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 84: 1b143f21b1, Class:  1, CF:0.110032, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 87: 2128c122bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 90: 1bb43fb242, Class:  4, CF:0.239637, Len: 10, Fitness_tra: 0
Rule 91: 0001000000, Class:  0, CF:0.808195, Len:  1, Fitness_tra: 1718
Rule 92: b820201ab1, Class:  0, CF:0.546825, Len:  8, Fitness_tra: 0
Rule 93: b7741621b1, Class:  4, CF:0.971276, Len: 10, Fitness_tra: 0
Rule 94: 000c000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00000e0700, Class:  0, CF:0.683378, Len:  2, Fitness_tra: 0
Rule 96: 000040104e, Class:  4, CF:  1, Len:  4, Fitness_tra: 0
Rule 97: 224b0e1bb4, Class:  0, CF:0.743675, Len:  9, Fitness_tra: 0
Rule 98: 00000000d4, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 99: 127741277b, Class:  0, CF:0.198338, Len: 10, Fitness_tra: 0
Rule100: 02220650c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.43353
------Result------
Miss_rate(tra)	:9.43353
Miss_rate(tst)	:9.5064
ARL				:6.49383

------Generation 2000------
Rule  1: 0001000000, Class:  0, CF:0.808195, Len:  1, Fitness_tra: 1705
Rule  2: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 950
Rule  3: 0000b00000, Class:  0, CF:0.924471, Len:  1, Fitness_tra: 849
Rule  4: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 18
Rule  5: 000c000000, Class:  1, CF:0.829461, Len:  1, Fitness_tra: 17
Rule  6: 000000000b, Class:  0, CF:0.919098, Len:  1, Fitness_tra: 10
Rule  7: 0060100001, Class:  0, CF:0.875573, Len:  3, Fitness_tra: 4
Rule  8: 000c590100, Class:  1, CF:  1, Len:  4, Fitness_tra: 5
Rule  9: 100b5e0100, Class:  1, CF:0.882258, Len:  5, Fitness_tra: 4
Rule 10: 00e0000000, Class:  4, CF:  1, Len:  1, Fitness_tra: 3
Rule 11: 1717500000, Class:  1, CF:0.931639, Len:  5, Fitness_tra: 3
Rule 12: 000d000100, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 13: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 14: 0005000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 15: 0000000900, Class:  2, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 5000000000, Class:  3, CF:  1, Len:  1, Fitness_tra: 1
Rule 17: 00000000d4, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 0000000054, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 19: 02220650c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2242514477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bb71d17774, Class:  2, CF:0.997665, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 24: 2142517277, Class:  2, CF:0.872083, Len: 10, Fitness_tra: 0
Rule 25: 41148e21bb, Class:  0, CF:0.731087, Len: 10, Fitness_tra: 0
Rule 26: 41727174b7, Class:  4, CF:0.244162, Len: 10, Fitness_tra: 0
Rule 27: 2c42117777, Class:  4, CF:0.472905, Len: 10, Fitness_tra: 0
Rule 28: bbb7514412, Class:  2, CF:0.966822, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 30: 4b71512147, Class:  2, CF:0.993369, Len: 10, Fitness_tra: 0
Rule 31: 2341c97b22, Class:  2, CF:0.986728, Len: 10, Fitness_tra: 0
Rule 32: 2477c5b71b, Class:  0, CF:0.650433, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 34: 1f441e4114, Class:  0, CF:0.944556, Len: 10, Fitness_tra: 0
Rule 35: 1bbb294177, Class:  0, CF:0.496213, Len: 10, Fitness_tra: 0
Rule 36: 42b229422b, Class:  2, CF:0.245435, Len: 10, Fitness_tra: 0
Rule 37: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24b7e12bb1, Class:  1, CF:0.159135, Len: 10, Fitness_tra: 0
Rule 39: b111732411, Class:  4, CF:0.143131, Len: 10, Fitness_tra: 0
Rule 40: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 42: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1222c141b4, Class:  0, CF:0.752413, Len: 10, Fitness_tra: 0
Rule 45: 22774112b2, Class:  0, CF:0.021031, Len: 10, Fitness_tra: 0
Rule 46: b14b712714, Class:  4, CF:0.103391, Len: 10, Fitness_tra: 0
Rule 47: 214415712c, Class:  2, CF:0.587297, Len: 10, Fitness_tra: 0
Rule 48: 72b71e71b4, Class:  0, CF:0.701893, Len: 10, Fitness_tra: 0
Rule 49: 24b7511b14, Class:  0, CF:0.533055, Len: 10, Fitness_tra: 0
Rule 50: 224b1d4421, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 52: b1212d2211, Class:  2, CF:0.821368, Len: 10, Fitness_tra: 0
Rule 53: b12419b744, Class:  2, CF:0.55134, Len: 10, Fitness_tra: 0
Rule 54: bb11112b2b, Class:  4, CF:0.129017, Len: 10, Fitness_tra: 0
Rule 55: 11471dbb7b, Class:  0, CF:0.0060391, Len: 10, Fitness_tra: 0
Rule 56: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2b2413214b, Class:  4, CF:0.900188, Len: 10, Fitness_tra: 0
Rule 59: 7c2143177b, Class:  4, CF:0.791446, Len: 10, Fitness_tra: 0
Rule 60: 42718eb472, Class:  2, CF:0.868608, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 63: 4db4c31774, Class:  0, CF:0.997954, Len: 10, Fitness_tra: 0
Rule 64: b77111772b, Class:  4, CF:0.501839, Len: 10, Fitness_tra: 0
Rule 65: b7b1ce21b1, Class:  0, CF:0.955303, Len: 10, Fitness_tra: 0
Rule 66: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 427113772b, Class:  4, CF:0.958841, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 69: b82229b14b, Class:  0, CF:0.39103, Len: 10, Fitness_tra: 0
Rule 70: 7212512412, Class:  1, CF:0.175447, Len: 10, Fitness_tra: 0
Rule 71: 0800000000, Class:  0, CF:0.781715, Len:  1, Fitness_tra: 0
Rule 72: 171459b1b7, Class:  0, CF:0.681693, Len: 10, Fitness_tra: 0
Rule 73: 122783b142, Class:  0, CF:0.945322, Len: 10, Fitness_tra: 0
Rule 74: 1744c9771b, Class:  0, CF:0.999757, Len: 10, Fitness_tra: 0
Rule 75: b8242314b1, Class:  4, CF:0.749636, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 78: b11245bb42, Class:  0, CF:0.034191, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 80: 7174c5717b, Class:  0, CF:0.39913, Len: 10, Fitness_tra: 0
Rule 81: 4471112b41, Class:  4, CF:0.744078, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 84: 2121d6717b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2b12711471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 89: 227b311b4b, Class:  4, CF:0.507813, Len: 10, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 91: 0000000a00, Class:  0, CF:0.804588, Len:  1, Fitness_tra: -14
Rule 92: b14b712714, Class:  4, CF:0.103391, Len:  0, Fitness_tra: 0
Rule 93: 0b02510207, Class:  2, CF:0.164324, Len:  6, Fitness_tra: 0
Rule 94: 0124000744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0640504000, Class:  2, CF:0.0297955, Len:  4, Fitness_tra: 0
Rule 96: 7c2143177b, Class:  4, CF:0.791446, Len:  0, Fitness_tra: 0
Rule 97: b124c90704, Class:  2, CF:0.316263, Len:  8, Fitness_tra: 0
Rule 98: 0407e02bb0, Class:  1, CF:0.279721, Len:  6, Fitness_tra: 0
Rule 99: 100b5e0100, Class:  1, CF:0.882258, Len:  0, Fitness_tra: 0
