------Generation 0------
Rule  1: 15512c8dc928512128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 551142154112111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: e111471b6311181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0cc0007e000b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 1e15113c9315115319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 891122551981d14112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000b0000000b0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000008d000c000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 83: 000000000600000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0e02000c050d9000d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000060000d002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d887211141142122c2, Class:  1, CF:0.245977, Len: 18, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000b0070007b000500, Class:  1, CF:0.0370526, Len:  5, Fitness_tra: -6
Rule 91: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c0007c005d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0e902c000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 008071090000000000, Class:  0, CF:0.149319, Len:  4, Fitness_tra: 0
Rule 95: 0c00007e0000007000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 010207b0b80b001100, Class:  0, CF:0.445507, Len:  9, Fitness_tra: -7
Rule 97: 000c00000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c160c10090590421a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00900c000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000070000000000403, Class:  2, CF:0.0835457, Len:  3, Fitness_tra: -15
------Current------
Miss_rate(tra)	:39.1582
------Result------
Miss_rate(tra)	:39.1582
Miss_rate(tst)	:42.3529
ARL				:5.0303

------Generation 800------
Rule  1: 00000060bd00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 43
Rule  2: 000000000000000006, Class:  2, CF:0.138443, Len:  1, Fitness_tra: 38
Rule  3: 0e000000000c000000, Class:  3, CF:0.289509, Len:  2, Fitness_tra: 24
Rule  4: 000000a00000000b00, Class:  0, CF:0.417927, Len:  2, Fitness_tra: 21
Rule  5: 000000a00000000b05, Class:  0, CF:0.646251, Len:  3, Fitness_tra: 15
Rule  6: 00e000000000000003, Class:  2, CF:0.797918, Len:  2, Fitness_tra: 15
Rule  7: 00000000000c009000, Class:  1, CF:0.785331, Len:  2, Fitness_tra: 13
Rule  8: e00000000000000000, Class:  1, CF:0.481752, Len:  1, Fitness_tra: 11
Rule  9: 00c0c0000000000b00, Class:  2, CF:0.41055, Len:  3, Fitness_tra: 10
Rule 10: 003000000c00000000, Class:  2, CF:0.299311, Len:  2, Fitness_tra: 9
Rule 11: 0000c0000000000000, Class:  2, CF:0.250689, Len:  1, Fitness_tra: 9
Rule 12: 0000c0000070000000, Class:  2, CF:0.277992, Len:  2, Fitness_tra: 7
Rule 13: 009000000000000002, Class:  1, CF:0.0615719, Len:  2, Fitness_tra: 5
Rule 14: 000900000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 15: 000008000000000000, Class:  0, CF:0.759455, Len:  1, Fitness_tra: 3
Rule 16: 000000090000000000, Class:  0, CF:0.318579, Len:  1, Fitness_tra: 2
Rule 17: 000050001b00000000, Class:  2, CF:0.51145, Len:  3, Fitness_tra: 1
Rule 18: 0000000000000c0000, Class:  2, CF:0.123692, Len:  1, Fitness_tra: 0
Rule 19: 032000000d00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 20: 00000300a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 119c8c8515cc8421de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 521417267844c41111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00300c000000002000, Class:  2, CF:0.292517, Len:  3, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 512217b3b877211111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00500b000d00080000, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 37: 1135c21c8152111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3115219453d1943259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 936114ec515112115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 88117bc925c4128224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000cc000000000000c, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 28111115888c582814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111122c1292c5c471d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 218117c5214c5c1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00d000000000040058, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 218744214514184271, Class:  0, CF:0.849092, Len: 18, Fitness_tra: 0
Rule 51: 12c72b1385115c1127, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d941ccdc12cd88218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2551c18115c4821181, Class:  1, CF:0.607217, Len: 18, Fitness_tra: 0
Rule 56: 116247f1391a351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000b0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0a0000000600000005, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c112cb111c84c42111, Class:  2, CF:0.902839, Len: 18, Fitness_tra: 0
Rule 67: 513121179159921151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00e00c004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 551142154112111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: e111471b6311181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0cc0007e000b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 1e15113c9315115319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 891122551981d14112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000b0000000b0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000008d000c000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 83: 000000000600000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0e02000c050d9000d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000060000d002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d887211141142122c2, Class:  1, CF:0.245977, Len: 18, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000b0070007b000500, Class:  1, CF:0.0370526, Len:  5, Fitness_tra: -6
Rule 91: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c0007c005d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0e902c000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 008071090000000000, Class:  0, CF:0.149319, Len:  4, Fitness_tra: 0
Rule 95: 0c00007e0000007000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 010207b0b80b001100, Class:  0, CF:0.445507, Len:  9, Fitness_tra: -7
Rule 97: 000c00000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c160c10090590421a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00900c000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000070000000000403, Class:  2, CF:0.0835457, Len:  3, Fitness_tra: -15
------Current------
Miss_rate(tra)	:39.1582
------Result------
Miss_rate(tra)	:39.1582
Miss_rate(tst)	:42.3529
ARL				:5.0303

------Generation 900------
Rule  1: 00000060bd00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 43
Rule  2: 000000000000000006, Class:  2, CF:0.138443, Len:  1, Fitness_tra: 38
Rule  3: 0e000000000c000000, Class:  3, CF:0.289509, Len:  2, Fitness_tra: 24
Rule  4: 000000a00000000b00, Class:  0, CF:0.417927, Len:  2, Fitness_tra: 21
Rule  5: 000000a00000000b05, Class:  0, CF:0.646251, Len:  3, Fitness_tra: 15
Rule  6: 00e000000000000003, Class:  2, CF:0.797918, Len:  2, Fitness_tra: 15
Rule  7: 00000000000c009000, Class:  1, CF:0.785331, Len:  2, Fitness_tra: 13
Rule  8: e00000000000000000, Class:  1, CF:0.481752, Len:  1, Fitness_tra: 11
Rule  9: 00c0c0000000000b00, Class:  2, CF:0.41055, Len:  3, Fitness_tra: 10
Rule 10: 003000000c00000000, Class:  2, CF:0.299311, Len:  2, Fitness_tra: 9
Rule 11: 0000c0000000000000, Class:  2, CF:0.250689, Len:  1, Fitness_tra: 9
Rule 12: 0000c0000070000000, Class:  2, CF:0.277992, Len:  2, Fitness_tra: 7
Rule 13: 009000000000000002, Class:  1, CF:0.0615719, Len:  2, Fitness_tra: 5
Rule 14: 000900000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 15: 000008000000000000, Class:  0, CF:0.759455, Len:  1, Fitness_tra: 3
Rule 16: 000000090000000000, Class:  0, CF:0.318579, Len:  1, Fitness_tra: 2
Rule 17: 000050001b00000000, Class:  2, CF:0.51145, Len:  3, Fitness_tra: 1
Rule 18: 0000000000000c0000, Class:  2, CF:0.123692, Len:  1, Fitness_tra: 0
Rule 19: 032000000d00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 20: 00000300a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 119c8c8515cc8421de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 521417267844c41111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00300c000000002000, Class:  2, CF:0.292517, Len:  3, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 512217b3b877211111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00500b000d00080000, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 37: 1135c21c8152111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3115219453d1943259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 936114ec515112115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 88117bc925c4128224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000cc000000000000c, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 28111115888c582814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111122c1292c5c471d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 218117c5214c5c1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00d000000000040058, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 218744214514184271, Class:  0, CF:0.849092, Len: 18, Fitness_tra: 0
Rule 51: 12c72b1385115c1127, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d941ccdc12cd88218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2551c18115c4821181, Class:  1, CF:0.607217, Len: 18, Fitness_tra: 0
Rule 56: 116247f1391a351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000b0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0a0000000600000005, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c112cb111c84c42111, Class:  2, CF:0.902839, Len: 18, Fitness_tra: 0
Rule 67: 513121179159921151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00e00c004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 551142154112111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: e111471b6311181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0cc0007e000b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 1e15113c9315115319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 891122551981d14112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000b0000000b0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000008d000c000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 83: 000000000600000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0e02000c050d9000d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000060000d002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d887211141142122c2, Class:  1, CF:0.245977, Len: 18, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000b0070007b000500, Class:  1, CF:0.0370526, Len:  5, Fitness_tra: -6
Rule 91: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c0007c005d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0e902c000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 008071090000000000, Class:  0, CF:0.149319, Len:  4, Fitness_tra: 0
Rule 95: 0c00007e0000007000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 010207b0b80b001100, Class:  0, CF:0.445507, Len:  9, Fitness_tra: -7
Rule 97: 000c00000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c160c10090590421a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00900c000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000070000000000403, Class:  2, CF:0.0835457, Len:  3, Fitness_tra: -15
------Current------
Miss_rate(tra)	:39.1582
------Result------
Miss_rate(tra)	:39.1582
Miss_rate(tst)	:42.3529
ARL				:5.0303

------Generation 1000------
Rule  1: 00000060bd00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 43
Rule  2: 000000000000000006, Class:  2, CF:0.138443, Len:  1, Fitness_tra: 38
Rule  3: 0e000000000c000000, Class:  3, CF:0.289509, Len:  2, Fitness_tra: 24
Rule  4: 000000a00000000b00, Class:  0, CF:0.417927, Len:  2, Fitness_tra: 21
Rule  5: 000000a00000000b05, Class:  0, CF:0.646251, Len:  3, Fitness_tra: 15
Rule  6: 00e000000000000003, Class:  2, CF:0.797918, Len:  2, Fitness_tra: 15
Rule  7: 00000000000c009000, Class:  1, CF:0.785331, Len:  2, Fitness_tra: 13
Rule  8: e00000000000000000, Class:  1, CF:0.481752, Len:  1, Fitness_tra: 11
Rule  9: 00c0c0000000000b00, Class:  2, CF:0.41055, Len:  3, Fitness_tra: 10
Rule 10: 003000000c00000000, Class:  2, CF:0.299311, Len:  2, Fitness_tra: 9
Rule 11: 0000c0000000000000, Class:  2, CF:0.250689, Len:  1, Fitness_tra: 9
Rule 12: 0000c0000070000000, Class:  2, CF:0.277992, Len:  2, Fitness_tra: 7
Rule 13: 009000000000000002, Class:  1, CF:0.0615719, Len:  2, Fitness_tra: 5
Rule 14: 000900000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 15: 000008000000000000, Class:  0, CF:0.759455, Len:  1, Fitness_tra: 3
Rule 16: 000000090000000000, Class:  0, CF:0.318579, Len:  1, Fitness_tra: 2
Rule 17: 000050001b00000000, Class:  2, CF:0.51145, Len:  3, Fitness_tra: 1
Rule 18: 0000000000000c0000, Class:  2, CF:0.123692, Len:  1, Fitness_tra: 0
Rule 19: 032000000d00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 20: 00000300a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 119c8c8515cc8421de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 521417267844c41111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00300c000000002000, Class:  2, CF:0.292517, Len:  3, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 512217b3b877211111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00500b000d00080000, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 37: 1135c21c8152111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3115219453d1943259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 936114ec515112115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 88117bc925c4128224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000cc000000000000c, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 28111115888c582814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111122c1292c5c471d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 218117c5214c5c1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00d000000000040058, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 218744214514184271, Class:  0, CF:0.849092, Len: 18, Fitness_tra: 0
Rule 51: 12c72b1385115c1127, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d941ccdc12cd88218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2551c18115c4821181, Class:  1, CF:0.607217, Len: 18, Fitness_tra: 0
Rule 56: 116247f1391a351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000b0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0a0000000600000005, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c112cb111c84c42111, Class:  2, CF:0.902839, Len: 18, Fitness_tra: 0
Rule 67: 513121179159921151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00e00c004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 551142154112111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: e111471b6311181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0cc0007e000b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 1e15113c9315115319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
