------Generation 0------
Rule  1: 58877175481bc21282, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0b3000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000080000000000000, Class:  0, CF:0.261438, Len:  1, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e05000000800000000, Class:  1, CF:0.576842, Len:  3, Fitness_tra: 0
Rule 92: e00000050020000008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000060b00000000e00, Class:  1, CF:0.356559, Len:  3, Fitness_tra: 3
Rule 94: 00b000000000000003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 80b0000a4000000004, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00b000004000000000, Class:  2, CF:0.0773572, Len:  2, Fitness_tra: 1
Rule 97: 00e7c0043000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 82042b290012852131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00b100094000000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 8000010a050000c074, Class:  3, CF:0.307164, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.699
------Result------
Miss_rate(tra)	:28.699
Miss_rate(tst)	:32.1429
ARL				:2.91935

------Generation 900------
Rule  1: a00000000c00000000, Class:  2, CF:0.905241, Len:  2, Fitness_tra: 33
Rule  2: 00000000050b00000c, Class:  0, CF:0.673361, Len:  3, Fitness_tra: 28
Rule  3: 000000000e00000000, Class:  3, CF:0.618343, Len:  1, Fitness_tra: 27
Rule  4: 0000000d0000000008, Class:  0, CF:0.37484, Len:  2, Fitness_tra: 25
Rule  5: 0007c0000000000000, Class:  2, CF:0.654744, Len:  2, Fitness_tra: 20
Rule  6: 000000090000000000, Class:  0, CF:0.391007, Len:  1, Fitness_tra: 15
Rule  7: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 13
Rule  8: 900000000040000000, Class:  1, CF:0.450885, Len:  2, Fitness_tra: 13
Rule  9: 500000d00000000003, Class:  2, CF:0.84682, Len:  3, Fitness_tra: 12
Rule 10: 07b000004000003000, Class:  2, CF:0.336854, Len:  4, Fitness_tra: 11
Rule 11: 50000000000000000d, Class:  1, CF:0.3825, Len:  2, Fitness_tra: 11
Rule 12: 8000010a0000000074, Class:  3, CF:0.0678245, Len:  5, Fitness_tra: 8
Rule 13: 00b100004000000030, Class:  2, CF:0.226511, Len:  4, Fitness_tra: 8
Rule 14: 0e0000800000000000, Class:  3, CF:0.228313, Len:  2, Fitness_tra: 7
Rule 15: 0070000d00000030d0, Class:  0, CF:0.473695, Len:  4, Fitness_tra: 7
Rule 16: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 7
Rule 17: b0000000000c000000, Class:  3, CF:0.17251, Len:  2, Fitness_tra: 5
Rule 18: 88c27100000c000104, Class:  2, CF:0.792091, Len:  9, Fitness_tra: 6
Rule 19: e00000000800000000, Class:  1, CF:0.569913, Len:  2, Fitness_tra: 6
Rule 20: 00b000004000003000, Class:  2, CF:0.21614, Len:  3, Fitness_tra: 5
Rule 21: 0070000040000030d0, Class:  2, CF:0.277544, Len:  4, Fitness_tra: 7
Rule 22: 800000006000000070, Class:  0, CF:0.578726, Len:  3, Fitness_tra: 5
Rule 23: 000000000000d03b08, Class:  1, CF:0.171634, Len:  4, Fitness_tra: 5
Rule 24: 8870710070000001d0, Class:  2, CF:0.730371, Len:  8, Fitness_tra: 5
Rule 25: 000000000000d0d000, Class:  1, CF:0.4091, Len:  2, Fitness_tra: 4
Rule 26: 105047010202200030, Class:  3, CF:0.0977626, Len:  9, Fitness_tra: 3
Rule 27: 0000000000b00039d0, Class:  1, CF:0.510075, Len:  4, Fitness_tra: 3
Rule 28: 000060b00000000e00, Class:  1, CF:0.356559, Len:  3, Fitness_tra: 3
Rule 29: a0000000000000d000, Class:  3, CF:0.431953, Len:  2, Fitness_tra: 3
Rule 30: 0070b0b070000000d0, Class:  2, CF:0.20359, Len:  5, Fitness_tra: 2
Rule 31: 0000000d0000bcd000, Class:  1, CF:0.343378, Len:  4, Fitness_tra: 2
Rule 32: 0c05b0000000000000, Class:  3, CF:0.906253, Len:  3, Fitness_tra: 2
Rule 33: 0080000040000c0000, Class:  2, CF:0.44363, Len:  3, Fitness_tra: 2
Rule 34: 00000000000000e200, Class:  1, CF:0.588235, Len:  2, Fitness_tra: 2
Rule 35: 00000d000000003000, Class:  0, CF:0.690987, Len:  2, Fitness_tra: 2
Rule 36: 00000d000000000000, Class:  0, CF:0.647059, Len:  1, Fitness_tra: 2
Rule 37: 000000000000000900, Class:  1, CF:0.0159444, Len:  1, Fitness_tra: 2
Rule 38: 000c00000000065000, Class:  1, CF:0.478973, Len:  3, Fitness_tra: 2
Rule 39: 0001000e0000000008, Class:  0, CF:0.641174, Len:  3, Fitness_tra: 1
Rule 40: 0000b000000400e000, Class:  1, CF:0.611946, Len:  3, Fitness_tra: 1
Rule 41: 00000c000c00000000, Class:  2, CF:0.582569, Len:  2, Fitness_tra: 1
Rule 42: 00c000090000000000, Class:  0, CF:0.431009, Len:  2, Fitness_tra: 1
Rule 43: 0070b0000000033e00, Class:  1, CF:0.620499, Len:  5, Fitness_tra: 1
Rule 44: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 45: e00000d00000000000, Class:  1, CF:0.679164, Len:  2, Fitness_tra: 1
Rule 46: 0000b0b00000000e00, Class:  1, CF:0.428397, Len:  3, Fitness_tra: 1
Rule 47: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 1
Rule 48: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 1
Rule 49: 00e020003000000000, Class:  1, CF:0.205159, Len:  3, Fitness_tra: 1
Rule 50: 0a0000000040000d00, Class:  3, CF:0.0164637, Len:  3, Fitness_tra: 1
Rule 51: 900000000040000708, Class:  1, CF:0.629385, Len:  4, Fitness_tra: 1
Rule 52: 000000090000030000, Class:  0, CF:0.413438, Len:  2, Fitness_tra: 1
Rule 53: 00000e000000003008, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 54: 00000c00000000000d, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 55: 00b000004000000000, Class:  2, CF:0.0773572, Len:  2, Fitness_tra: 1
Rule 56: 0a00c0000000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 57: 000000000000050030, Class:  2, CF:0.388889, Len:  2, Fitness_tra: 1
Rule 58: 0000c0000000050000, Class:  2, CF:0.89433, Len:  2, Fitness_tra: 1
Rule 59: 000000d0000000d000, Class:  1, CF:0.425855, Len:  2, Fitness_tra: 1
Rule 60: a000000e0000000000, Class:  3, CF:0.738285, Len:  2, Fitness_tra: 1
Rule 61: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 0
Rule 62: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 88c77129221c181174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d40000000000700000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000c000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000e60e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000900, Class:  1, CF:0.0159444, Len:  0, Fitness_tra: 0
Rule 89: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00e00d004040000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000100704000020000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 90c000006000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: a000000e0000000008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000000040000d90, Class:  3, CF:0.595182, Len:  3, Fitness_tra: 4
Rule 96: 07b000004500000c0c, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 97: 005000299018852001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 500c00d00000005003, Class:  3, CF:0.703135, Len:  5, Fitness_tra: 0
Rule100: 580001d00090000003, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.6786
------Result------
Miss_rate(tra)	:27.6786
Miss_rate(tst)	:32.1429
ARL				:3.04615

------Generation 1000------
Rule  1: a00000000c00000000, Class:  2, CF:0.905241, Len:  2, Fitness_tra: 33
Rule  2: 00000000050b00000c, Class:  0, CF:0.673361, Len:  3, Fitness_tra: 28
Rule  3: 000000000e00000000, Class:  3, CF:0.618343, Len:  1, Fitness_tra: 27
Rule  4: 0000000d0000000008, Class:  0, CF:0.37484, Len:  2, Fitness_tra: 25
Rule  5: 0007c0000000000000, Class:  2, CF:0.654744, Len:  2, Fitness_tra: 20
Rule  6: 000000090000000000, Class:  0, CF:0.391007, Len:  1, Fitness_tra: 15
Rule  7: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 13
Rule  8: 900000000040000000, Class:  1, CF:0.450885, Len:  2, Fitness_tra: 12
Rule  9: 500000d00000000003, Class:  2, CF:0.84682, Len:  3, Fitness_tra: 12
Rule 10: 07b000004000003000, Class:  2, CF:0.336854, Len:  4, Fitness_tra: 11
Rule 11: 50000000000000000d, Class:  1, CF:0.3825, Len:  2, Fitness_tra: 14
Rule 12: 8000010a0000000074, Class:  3, CF:0.0678245, Len:  5, Fitness_tra: 8
Rule 13: 00b100004000000030, Class:  2, CF:0.226511, Len:  4, Fitness_tra: 8
Rule 14: 0e0000800000000000, Class:  3, CF:0.228313, Len:  2, Fitness_tra: 7
Rule 15: 0070000d00000030d0, Class:  0, CF:0.473695, Len:  4, Fitness_tra: 7
Rule 16: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 7
Rule 17: 0070000040000030d0, Class:  2, CF:0.277544, Len:  4, Fitness_tra: 7
Rule 18: 88c27100000c000104, Class:  2, CF:0.792091, Len:  9, Fitness_tra: 6
Rule 19: e00000000800000000, Class:  1, CF:0.569913, Len:  2, Fitness_tra: 5
Rule 20: b0000000000c000000, Class:  3, CF:0.17251, Len:  2, Fitness_tra: 4
Rule 21: 00b000004000003000, Class:  2, CF:0.21614, Len:  3, Fitness_tra: 5
Rule 22: 800000006000000070, Class:  0, CF:0.578726, Len:  3, Fitness_tra: 5
Rule 23: 000000000000d03b08, Class:  1, CF:0.171634, Len:  4, Fitness_tra: 5
Rule 24: 8870710070000001d0, Class:  2, CF:0.730371, Len:  8, Fitness_tra: 5
Rule 25: 000000000000d0d000, Class:  1, CF:0.4091, Len:  2, Fitness_tra: 4
Rule 26: 000000000040000d90, Class:  3, CF:0.595182, Len:  3, Fitness_tra: 4
Rule 27: 105047010202200030, Class:  3, CF:0.0977626, Len:  9, Fitness_tra: 3
Rule 28: 000060b00000000e00, Class:  1, CF:0.356559, Len:  3, Fitness_tra: 2
Rule 29: a0000000000000d000, Class:  3, CF:0.431953, Len:  2, Fitness_tra: 3
Rule 30: 0000000000b00039d0, Class:  1, CF:0.510075, Len:  4, Fitness_tra: 1
Rule 31: 0070b0b070000000d0, Class:  2, CF:0.20359, Len:  5, Fitness_tra: 2
Rule 32: 0c05b0000000000000, Class:  3, CF:0.906253, Len:  3, Fitness_tra: 2
Rule 33: 0080000040000c0000, Class:  2, CF:0.44363, Len:  3, Fitness_tra: 2
Rule 34: 00000000000000e200, Class:  1, CF:0.588235, Len:  2, Fitness_tra: 2
Rule 35: 00000d000000003000, Class:  0, CF:0.690987, Len:  2, Fitness_tra: 2
Rule 36: 00000d000000000000, Class:  0, CF:0.647059, Len:  1, Fitness_tra: 2
Rule 37: 000000000000000900, Class:  1, CF:0.0159444, Len:  1, Fitness_tra: 0
Rule 38: 000c00000000065000, Class:  1, CF:0.478973, Len:  3, Fitness_tra: 2
Rule 39: 0000000d0000bcd000, Class:  1, CF:0.343378, Len:  4, Fitness_tra: 2
Rule 40: 0001000e0000000008, Class:  0, CF:0.641174, Len:  3, Fitness_tra: 1
Rule 41: 00000c000c00000000, Class:  2, CF:0.582569, Len:  2, Fitness_tra: 1
Rule 42: 00c000090000000000, Class:  0, CF:0.431009, Len:  2, Fitness_tra: 1
Rule 43: 0070b0000000033e00, Class:  1, CF:0.620499, Len:  5, Fitness_tra: 1
Rule 44: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 45: e00000d00000000000, Class:  1, CF:0.679164, Len:  2, Fitness_tra: 1
Rule 46: 0000b0b00000000e00, Class:  1, CF:0.428397, Len:  3, Fitness_tra: 0
Rule 47: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 1
Rule 48: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 1
Rule 49: 00e020003000000000, Class:  1, CF:0.205159, Len:  3, Fitness_tra: 1
Rule 50: 0a0000000040000d00, Class:  3, CF:0.0164637, Len:  3, Fitness_tra: 1
Rule 51: 900000000040000708, Class:  1, CF:0.629385, Len:  4, Fitness_tra: 1
Rule 52: 000000090000030000, Class:  0, CF:0.413438, Len:  2, Fitness_tra: 1
Rule 53: 00000e000000003008, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 54: 00000c00000000000d, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 55: 00b000004000000000, Class:  2, CF:0.0773572, Len:  2, Fitness_tra: 1
Rule 56: 0a00c0000000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 57: 000000000000050030, Class:  2, CF:0.388889, Len:  2, Fitness_tra: 1
Rule 58: 0000c0000000050000, Class:  2, CF:0.89433, Len:  2, Fitness_tra: 1
Rule 59: 000000d0000000d000, Class:  1, CF:0.425855, Len:  2, Fitness_tra: 1
Rule 60: a000000e0000000000, Class:  3, CF:0.738285, Len:  2, Fitness_tra: 1
Rule 61: 0000b000000400e000, Class:  1, CF:0.611946, Len:  3, Fitness_tra: 0
Rule 62: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 88c77129221c181174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d40000000000700000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000c000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000000000000e800, Class:  1, CF:0.86927, Len:  2, Fitness_tra: 3
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000000004d000090, Class:  3, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: 070000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 911e413459101c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00050e209008800001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e0000c000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000020000940, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00a1b00000000030e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: e7b000d00000003001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 009000000040b00008, Class:  3, CF:0.172695, Len:  4, Fitness_tra: 2
Rule100: 0000000000000a0900, Class:  1, CF:0.117251, Len:  2, Fitness_tra: 4
------Current------
Miss_rate(tra)	:27.551
------Result------
Miss_rate(tra)	:27.551
Miss_rate(tst)	:32.1429
ARL				:2.90909

------Generation 2000------
Rule  1: a00000000c00000000, Class:  2, CF:0.905241, Len:  2, Fitness_tra: 33
Rule  2: 00000000050b00000c, Class:  0, CF:0.673361, Len:  3, Fitness_tra: 29
Rule  3: 000000000e00000000, Class:  3, CF:0.618343, Len:  1, Fitness_tra: 27
Rule  4: 0000000d00000000d0, Class:  0, CF:0.444542, Len:  2, Fitness_tra: 19
Rule  5: 0007c0000000000000, Class:  2, CF:0.654744, Len:  2, Fitness_tra: 19
Rule  6: 50000000000000000d, Class:  1, CF:0.3825, Len:  2, Fitness_tra: 16
Rule  7: 0000000d0000000008, Class:  0, CF:0.37484, Len:  2, Fitness_tra: 16
Rule  8: 000000090000000000, Class:  0, CF:0.391007, Len:  1, Fitness_tra: 14
Rule  9: 000300000000003b03, Class:  2, CF:0.115811, Len:  4, Fitness_tra: 12
Rule 10: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 11
Rule 11: 900000000040000000, Class:  1, CF:0.450885, Len:  2, Fitness_tra: 11
Rule 12: 8000010a0000000074, Class:  3, CF:0.0678245, Len:  5, Fitness_tra: 8
Rule 13: 000000d0000000c003, Class:  2, CF:0.785778, Len:  3, Fitness_tra: 8
Rule 14: 500000d00000000003, Class:  2, CF:0.84682, Len:  3, Fitness_tra: 7
Rule 15: 88c27001000c000000, Class:  2, CF:0.783206, Len:  7, Fitness_tra: 7
Rule 16: 0070000040000030d0, Class:  2, CF:0.277544, Len:  4, Fitness_tra: 7
Rule 17: 0e0000800000000000, Class:  3, CF:0.228313, Len:  2, Fitness_tra: 7
Rule 18: 07b000004000003000, Class:  2, CF:0.336854, Len:  4, Fitness_tra: 6
Rule 19: e00000000800000000, Class:  1, CF:0.569913, Len:  2, Fitness_tra: 5
Rule 20: 00b100004000000030, Class:  2, CF:0.226511, Len:  4, Fitness_tra: 6
Rule 21: 800000006000000070, Class:  0, CF:0.578726, Len:  3, Fitness_tra: 5
Rule 22: 000000000000d03b08, Class:  1, CF:0.171634, Len:  4, Fitness_tra: 5
Rule 23: 8870710070000001d0, Class:  2, CF:0.730371, Len:  8, Fitness_tra: 5
Rule 24: 000000d00000005000, Class:  1, CF:0.647267, Len:  2, Fitness_tra: 5
Rule 25: 0000000000000a0900, Class:  1, CF:0.117251, Len:  2, Fitness_tra: 4
Rule 26: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 4
Rule 27: b0000000000c000000, Class:  3, CF:0.17251, Len:  2, Fitness_tra: 4
Rule 28: 000000000000d0d000, Class:  1, CF:0.4091, Len:  2, Fitness_tra: 4
Rule 29: 00b000004000003000, Class:  2, CF:0.21614, Len:  3, Fitness_tra: 3
Rule 30: 00c00000b000000d99, Class:  3, CF:0.917727, Len:  5, Fitness_tra: 3
Rule 31: a0000000000000d000, Class:  3, CF:0.431953, Len:  2, Fitness_tra: 3
Rule 32: 105047010202200030, Class:  3, CF:0.0977626, Len:  9, Fitness_tra: 3
Rule 33: 0070b0b070000000d0, Class:  2, CF:0.20359, Len:  5, Fitness_tra: 3
Rule 34: 0c0500000000000000, Class:  0, CF:0.70477, Len:  2, Fitness_tra: 3
Rule 35: a00000090000000010, Class:  3, CF:0.665525, Len:  3, Fitness_tra: 2
Rule 36: 8c00b0000008000900, Class:  3, CF:0.314464, Len:  5, Fitness_tra: 2
Rule 37: 0c05b0000000000000, Class:  3, CF:0.906253, Len:  3, Fitness_tra: 2
Rule 38: 0000000d0000bcd000, Class:  1, CF:0.343378, Len:  4, Fitness_tra: 2
Rule 39: 000000000040000d90, Class:  3, CF:0.595182, Len:  3, Fitness_tra: 2
Rule 40: 009000000040b00008, Class:  3, CF:0.172695, Len:  4, Fitness_tra: 2
Rule 41: 0000000000b00039d0, Class:  1, CF:0.510075, Len:  4, Fitness_tra: 2
Rule 42: 00000000000000e800, Class:  1, CF:0.86927, Len:  2, Fitness_tra: 2
Rule 43: 000060b00000000e00, Class:  1, CF:0.356559, Len:  3, Fitness_tra: 2
Rule 44: 00900000004000000a, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 45: 5800000000000000cd, Class:  1, CF:0.48514, Len:  4, Fitness_tra: 2
Rule 46: 00000d000000000000, Class:  0, CF:0.647059, Len:  1, Fitness_tra: 1
Rule 47: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 1
Rule 48: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 1
Rule 49: 00e020003000000000, Class:  1, CF:0.205159, Len:  3, Fitness_tra: 1
Rule 50: 0a0000000040000d00, Class:  3, CF:0.0164637, Len:  3, Fitness_tra: 1
Rule 51: 900000000040000708, Class:  1, CF:0.629385, Len:  4, Fitness_tra: 1
Rule 52: 00000e000000003008, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 53: 00000c00000000000d, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 54: 00b000004000000000, Class:  2, CF:0.0773572, Len:  2, Fitness_tra: 1
Rule 55: 0a00c0000000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 56: 0000c0000000050000, Class:  2, CF:0.89433, Len:  2, Fitness_tra: 1
Rule 57: 000c00000000065000, Class:  1, CF:0.478973, Len:  3, Fitness_tra: 1
Rule 58: 0001000e0000000008, Class:  0, CF:0.641174, Len:  3, Fitness_tra: 1
Rule 59: 88c27100000c000104, Class:  2, CF:0.792091, Len:  9, Fitness_tra: 1
Rule 60: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 61: 00c000090000000000, Class:  0, CF:0.431009, Len:  2, Fitness_tra: 1
Rule 62: d4b000004000000000, Class:  2, CF:0.740426, Len:  4, Fitness_tra: 1
Rule 63: 04000000000000e000, Class:  1, CF:0.219368, Len:  2, Fitness_tra: 1
Rule 64: 000000d0000000d000, Class:  1, CF:0.425855, Len:  2, Fitness_tra: 1
Rule 65: 00000c000c00000000, Class:  2, CF:0.582569, Len:  2, Fitness_tra: 1
Rule 66: 0070b0000000033e00, Class:  1, CF:0.620499, Len:  5, Fitness_tra: 1
Rule 67: 00080000004000000a, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
