------Generation 0------
Rule  1: 5a6124e4931152111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 7000000600000000b0, Class:  3, CF:0.609119, Len:  3, Fitness_tra: 34
Rule  3: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 26
Rule  4: 000000e00000000000, Class:  2, CF:0.998029, Len:  1, Fitness_tra: 21
Rule  5: 00e00000000000d000, Class:  1, CF:0.529148, Len:  2, Fitness_tra: 20
Rule  6: 050000080020000000, Class:  0, CF:0.760626, Len:  3, Fitness_tra: 15
Rule  7: 1001070042a4000208, Class:  0, CF:0.623219, Len:  9, Fitness_tra: 14
Rule  8: 000000050000000000, Class:  0, CF:0.0942606, Len:  1, Fitness_tra: 10
Rule  9: 0000000e0000000000, Class:  0, CF:0.193522, Len:  1, Fitness_tra: 10
Rule 10: 002110a00000300120, Class:  0, CF:0.550477, Len:  7, Fitness_tra: 8
Rule 11: 50b000001000000000, Class:  2, CF:0.139173, Len:  3, Fitness_tra: 8
Rule 12: 12040100200700001e, Class:  1, CF:0.339343, Len:  8, Fitness_tra: 5
Rule 13: d09000000d00400000, Class:  1, CF:0.104324, Len:  4, Fitness_tra: 5
Rule 14: 050600003500000000, Class:  0, CF:0.999547, Len:  4, Fitness_tra: 5
Rule 15: d49004c00100100010, Class:  1, CF:0.155637, Len:  8, Fitness_tra: 4
Rule 16: 00300000bd70000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 17: 0000e0000000000000, Class:  0, CF:0.720538, Len:  1, Fitness_tra: 3
Rule 18: 12112111c211122251, Class:  2, CF:0.641287, Len: 18, Fitness_tra: 2
Rule 19: c8e121000200121500, Class:  3, CF:0.328629, Len: 11, Fitness_tra: 2
Rule 20: 00000c000000070000, Class:  2, CF:0.606061, Len:  2, Fitness_tra: 2
Rule 21: 028010010104500050, Class:  2, CF:0.171193, Len:  8, Fitness_tra: 1
Rule 22: 001001500001171050, Class:  2, CF:0.402536, Len:  8, Fitness_tra: 2
Rule 23: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 24: d0d0000801c0021110, Class:  1, CF:0.13296, Len:  9, Fitness_tra: 1
Rule 25: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 25144429c111588114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 81d1211d1811d48121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 020000004000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 511117581251221111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000f000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000020000800000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0021109000003e7120, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000008000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 09000003000e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d42cc0cd0000200810, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000000000000000b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 002c12c04321240110, Class:  3, CF:0.0391803, Len: 13, Fitness_tra: -8
Rule 99: 550000028100200583, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule100: 00300b010000d00008, Class:  2, CF:  1, Len:  5, Fitness_tra: 2
------Current------
Miss_rate(tra)	:35.0254
------Result------
Miss_rate(tra)	:35.0254
Miss_rate(tst)	:41.1765
ARL				:6.78788

------Generation 800------
Rule  1: 000070004000000006, Class:  2, CF:0.546209, Len:  3, Fitness_tra: 55
Rule  2: 7000000600000000b0, Class:  3, CF:0.609119, Len:  3, Fitness_tra: 34
Rule  3: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 26
Rule  4: 000000e00000000000, Class:  2, CF:0.998029, Len:  1, Fitness_tra: 21
Rule  5: 00e00000000000d000, Class:  1, CF:0.529148, Len:  2, Fitness_tra: 20
Rule  6: 050000080020000000, Class:  0, CF:0.760626, Len:  3, Fitness_tra: 15
Rule  7: 1001070042a4000208, Class:  0, CF:0.623219, Len:  9, Fitness_tra: 14
Rule  8: 000000050000000000, Class:  0, CF:0.0942606, Len:  1, Fitness_tra: 10
Rule  9: 0000000e0000000000, Class:  0, CF:0.193522, Len:  1, Fitness_tra: 10
Rule 10: 002110a00000300120, Class:  0, CF:0.550477, Len:  7, Fitness_tra: 8
Rule 11: 50b000001000000000, Class:  2, CF:0.139173, Len:  3, Fitness_tra: 8
Rule 12: 12040100200700001e, Class:  1, CF:0.339343, Len:  8, Fitness_tra: 5
Rule 13: d09000000d00400000, Class:  1, CF:0.104324, Len:  4, Fitness_tra: 5
Rule 14: 050600003500000000, Class:  0, CF:0.999547, Len:  4, Fitness_tra: 5
Rule 15: d49004c00100100010, Class:  1, CF:0.155637, Len:  8, Fitness_tra: 4
Rule 16: 00300000bd70000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 17: 0000e0000000000000, Class:  0, CF:0.720538, Len:  1, Fitness_tra: 3
Rule 18: 12112111c211122251, Class:  2, CF:0.641287, Len: 18, Fitness_tra: 2
Rule 19: c8e121000200121500, Class:  3, CF:0.328629, Len: 11, Fitness_tra: 2
Rule 20: 00000c000000070000, Class:  2, CF:0.606061, Len:  2, Fitness_tra: 2
Rule 21: 028010010104500050, Class:  2, CF:0.171193, Len:  8, Fitness_tra: 1
Rule 22: 001001500001171050, Class:  2, CF:0.402536, Len:  8, Fitness_tra: 2
Rule 23: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 24: d0d0000801c0021110, Class:  1, CF:0.13296, Len:  9, Fitness_tra: 1
Rule 25: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 25144429c111588114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 81d1211d1811d48121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 020000004000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 511117581251221111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000f000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000020000800000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0021109000003e7120, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000008000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 09000003000e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d42cc0cd0000200810, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000000000000000b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 002c12c04321240110, Class:  3, CF:0.0391803, Len: 13, Fitness_tra: -8
Rule 99: 550000028100200583, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule100: 00300b010000d00008, Class:  2, CF:  1, Len:  5, Fitness_tra: 2
------Current------
Miss_rate(tra)	:35.0254
------Result------
Miss_rate(tra)	:35.0254
Miss_rate(tst)	:41.1765
ARL				:6.78788

------Generation 900------
Rule  1: 000070004000000006, Class:  2, CF:0.546209, Len:  3, Fitness_tra: 55
Rule  2: 7000000600000000b0, Class:  3, CF:0.609119, Len:  3, Fitness_tra: 34
Rule  3: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 26
Rule  4: 000000e00000000000, Class:  2, CF:0.998029, Len:  1, Fitness_tra: 21
Rule  5: 00e00000000000d000, Class:  1, CF:0.529148, Len:  2, Fitness_tra: 20
Rule  6: 050000080020000000, Class:  0, CF:0.760626, Len:  3, Fitness_tra: 15
Rule  7: 1001070042a4000208, Class:  0, CF:0.623219, Len:  9, Fitness_tra: 14
Rule  8: 000000050000000000, Class:  0, CF:0.0942606, Len:  1, Fitness_tra: 10
Rule  9: 0000000e0000000000, Class:  0, CF:0.193522, Len:  1, Fitness_tra: 10
Rule 10: 002110a00000300120, Class:  0, CF:0.550477, Len:  7, Fitness_tra: 8
Rule 11: 50b000001000000000, Class:  2, CF:0.139173, Len:  3, Fitness_tra: 8
Rule 12: 12040100200700001e, Class:  1, CF:0.339343, Len:  8, Fitness_tra: 5
Rule 13: d09000000d00400000, Class:  1, CF:0.104324, Len:  4, Fitness_tra: 5
Rule 14: 050600003500000000, Class:  0, CF:0.999547, Len:  4, Fitness_tra: 5
Rule 15: d49004c00100100010, Class:  1, CF:0.155637, Len:  8, Fitness_tra: 4
Rule 16: 00300000bd70000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 17: 0000e0000000000000, Class:  0, CF:0.720538, Len:  1, Fitness_tra: 3
Rule 18: 12112111c211122251, Class:  2, CF:0.641287, Len: 18, Fitness_tra: 2
Rule 19: c8e121000200121500, Class:  3, CF:0.328629, Len: 11, Fitness_tra: 2
Rule 20: 00000c000000070000, Class:  2, CF:0.606061, Len:  2, Fitness_tra: 2
Rule 21: 028010010104500050, Class:  2, CF:0.171193, Len:  8, Fitness_tra: 1
Rule 22: 001001500001171050, Class:  2, CF:0.402536, Len:  8, Fitness_tra: 2
Rule 23: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule 24: d0d0000801c0021110, Class:  1, CF:0.13296, Len:  9, Fitness_tra: 1
Rule 25: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 25144429c111588114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 81d1211d1811d48121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 020000004000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 511117581251221111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000f000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000020000800000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0021109000003e7120, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000008000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 09000003000e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d42cc0cd0000200810, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000000000000000b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 002c12c04321240110, Class:  3, CF:0.0391803, Len: 13, Fitness_tra: -8
Rule 99: 550000028100200583, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule100: 00300b010000d00008, Class:  2, CF:  1, Len:  5, Fitness_tra: 2
------Current------
Miss_rate(tra)	:35.0254
------Result------
Miss_rate(tra)	:35.0254
Miss_rate(tst)	:41.1765
ARL				:6.78788

------Generation 1000------
Rule  1: 000070004000000006, Class:  2, CF:0.546209, Len:  3, Fitness_tra: 4
Rule  2: 7000000600000000b0, Class:  3, CF:0.609119, Len:  3, Fitness_tra: 35
Rule  3: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 17
Rule  4: 000000090000000000, Class:  0, CF:0.238856, Len:  1, Fitness_tra: 7
Rule  5: 000000e00000000000, Class:  2, CF:0.998029, Len:  1, Fitness_tra: 21
Rule  6: 00e00000000000d000, Class:  1, CF:0.529148, Len:  2, Fitness_tra: 20
Rule  7: 00b00000b000000000, Class:  2, CF:0.0644641, Len:  2, Fitness_tra: 1
