------Generation 0------
Rule  1: 0000b0000000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1522121971178751d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 900000000000580030, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 79: 000000003000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000002000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000c00000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d50007cd11839cc312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00d10e0500ccd00100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00900000300d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2150200101221022c0, Class:  1, CF:0.277485, Len: 12, Fitness_tra: -8
Rule 95: 000000000a0008c000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000700000000c0d00, Class:  2, CF:0.589752, Len:  3, Fitness_tra: 0
Rule 97: 91000c143150000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 509000000d00000e00, Class:  1, CF:0.375501, Len:  4, Fitness_tra: 1
Rule 99: 050010b900008000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000505000092, Class:  3, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.6751
------Result------
Miss_rate(tra)	:36.6751
Miss_rate(tst)	:44.7059
ARL				:3.08

------Generation 1000------
Rule  1: 0040000000a0000000, Class:  0, CF:0.0782592, Len:  2, Fitness_tra: 42
Rule  2: 000070004000000006, Class:  2, CF:0.606827, Len:  3, Fitness_tra: 35
Rule  3: 0000000000000c0000, Class:  2, CF:0.202489, Len:  1, Fitness_tra: 20
Rule  4: 000000090000000000, Class:  0, CF:0.346964, Len:  1, Fitness_tra: 19
Rule  5: e00000000000000000, Class:  1, CF:0.478873, Len:  1, Fitness_tra: 18
Rule  6: 000000a00000000040, Class:  0, CF:0.332943, Len:  2, Fitness_tra: 15
Rule  7: 09000b000000000000, Class:  3, CF:0.101936, Len:  2, Fitness_tra: 16
Rule  8: 000000e05000000000, Class:  2, CF:0.999143, Len:  2, Fitness_tra: 13
Rule  9: 0000c0000000000000, Class:  2, CF:0.328488, Len:  1, Fitness_tra: 12
Rule 10: 0e0070000000000000, Class:  3, CF:0.142099, Len:  2, Fitness_tra: 10
Rule 11: 000000000408009000, Class:  1, CF:0.858215, Len:  3, Fitness_tra: 7
Rule 12: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 7
Rule 13: 102000008007800005, Class:  1, CF:0.371583, Len:  6, Fitness_tra: 7
Rule 14: 0050000000000c0000, Class:  2, CF:0.876732, Len:  2, Fitness_tra: 5
Rule 15: 0000c0000b00700000, Class:  2, CF:0.636664, Len:  3, Fitness_tra: 5
Rule 16: 07000d000000000000, Class:  0, CF:0.685157, Len:  2, Fitness_tra: 3
Rule 17: 0070700040040000d0, Class:  2, CF:0.49965, Len:  5, Fitness_tra: 3
Rule 18: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 002000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11a1b21119ef11111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00008000404400005e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 931172a41193181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 91317c143153142785, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000c00000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21522c1111221c22c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 251c14cd1182217212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00a000000000000009, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000c70000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1842b2dc141d21114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 090070000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 95c00015c0cc5c1130, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5191cc8d2821211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5e3517149311912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 281442c9181428c8c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 251214852528d11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00d00b005000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000008000a00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 55900b000000580002, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 54: 000000000007000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000b60000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11612432e111121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 25d12b15c5ccdc1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000030009cc002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000050005, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 66: 000070000000000d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 8d5274c5811cdc1217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1522121971178751d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 900000000000580030, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 79: 000000003000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000002000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000c00000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d50007cd11839cc312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00d10e0500ccd00100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00900000300d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2150200101221022c0, Class:  1, CF:0.277485, Len: 12, Fitness_tra: -8
Rule 95: 000000000a0008c000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000700000000c0d00, Class:  2, CF:0.589752, Len:  3, Fitness_tra: 0
Rule 97: 91000c143150000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 509000000d00000e00, Class:  1, CF:0.375501, Len:  4, Fitness_tra: 1
Rule 99: 050010b900008000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000505000092, Class:  3, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.6751
------Result------
Miss_rate(tra)	:36.6751
Miss_rate(tst)	:44.7059
ARL				:3.08

------Generation 2000------
Rule  1: 0040000000a0000000, Class:  0, CF:0.0782592, Len:  2, Fitness_tra: 42
Rule  2: 000070004000000006, Class:  2, CF:0.606827, Len:  3, Fitness_tra: 35
Rule  3: 0000000000000c0000, Class:  2, CF:0.202489, Len:  1, Fitness_tra: 20
Rule  4: 000000090000000000, Class:  0, CF:0.346964, Len:  1, Fitness_tra: 19
Rule  5: e00000000000000000, Class:  1, CF:0.478873, Len:  1, Fitness_tra: 3
Rule  6: 09000b000000000000, Class:  3, CF:0.101936, Len:  2, Fitness_tra: 17
Rule  7: 000000a00000000040, Class:  0, CF:0.332943, Len:  2, Fitness_tra: 15
Rule  8: 000000e05000000000, Class:  2, CF:0.999143, Len:  2, Fitness_tra: 13
Rule  9: 0000c0000000000000, Class:  2, CF:0.328488, Len:  1, Fitness_tra: 12
Rule 10: 0e0070000000000000, Class:  3, CF:0.142099, Len:  2, Fitness_tra: 10
Rule 11: 000000000408009000, Class:  1, CF:0.858215, Len:  3, Fitness_tra: 6
Rule 12: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 7
Rule 13: 102000008007800005, Class:  1, CF:0.371583, Len:  6, Fitness_tra: 7
Rule 14: 0050000000000c0000, Class:  2, CF:0.876732, Len:  2, Fitness_tra: 5
Rule 15: 0000c0000b00700000, Class:  2, CF:0.636664, Len:  3, Fitness_tra: 5
Rule 16: 0070700040040000d0, Class:  2, CF:0.49965, Len:  5, Fitness_tra: 3
Rule 17: 07000d000000000000, Class:  0, CF:0.685157, Len:  2, Fitness_tra: 2
Rule 18: 509000000d00000e00, Class:  1, CF:0.375501, Len:  4, Fitness_tra: 1
Rule 19: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 002000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11a1b21119ef11111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00008000404400005e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 931172a41193181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 91317c143153142785, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000c00000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21522c1111221c22c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 251c14cd1182217212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00a000000000000009, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000c70000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1842b2dc141d21114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 090070000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 95c00015c0cc5c1130, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5191cc8d2821211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5e3517149311912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 281442c9181428c8c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 251214852528d11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00d00b005000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000008000a00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 55900b000000580002, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 54: 000000000007000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000b60000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11612432e111121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 25d12b15c5ccdc1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000030009cc002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000050005, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 66: 000070000000000d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 8d5274c5811cdc1217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1522121971178751d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 900000000000580030, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 79: 000000003000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000080000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 402080000000000000, Class:  0, CF:0.612797, Len:  3, Fitness_tra: 1
Rule 84: 81521115121c82c139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000e000000000, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000002000000420, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00d00b0b50009c0000, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 92: 11a00d110b0f400000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 200e000d1102010200, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: 00000b000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 200000c000042a00c1, Class:  1, CF:0.056474, Len:  7, Fitness_tra: -8
Rule 96: 250210853020d01190, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 251c00004002200210, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 901100040b90981110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e00000000000800000, Class:  1, CF:0.730612, Len:  2, Fitness_tra: 17
Rule100: 07000d000000000000, Class:  0, CF:0.685157, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.6599
------Result------
Miss_rate(tra)	:35.6599
Miss_rate(tst)	:44.7059
ARL				:3.11111

------Generation 3000------
Rule  1: 0040000000a0000000, Class:  0, CF:0.0782592, Len:  2, Fitness_tra: 42
Rule  2: 000070004000000006, Class:  2, CF:0.606827, Len:  3, Fitness_tra: 35
Rule  3: 0000000000000c0000, Class:  2, CF:0.202489, Len:  1, Fitness_tra: 20
Rule  4: 000000090000000000, Class:  0, CF:0.346964, Len:  1, Fitness_tra: 19
Rule  5: e00000000000000000, Class:  1, CF:0.478873, Len:  1, Fitness_tra: 3
Rule  6: 09000b000000000000, Class:  3, CF:0.101936, Len:  2, Fitness_tra: 17
Rule  7: 000000a00000000040, Class:  0, CF:0.332943, Len:  2, Fitness_tra: 15
Rule  8: 000000e05000000000, Class:  2, CF:0.999143, Len:  2, Fitness_tra: 13
Rule  9: 0000c0000000000000, Class:  2, CF:0.328488, Len:  1, Fitness_tra: 12
Rule 10: 0e0070000000000000, Class:  3, CF:0.142099, Len:  2, Fitness_tra: 10
Rule 11: 000000000408009000, Class:  1, CF:0.858215, Len:  3, Fitness_tra: 6
Rule 12: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 7
Rule 13: 102000008007800005, Class:  1, CF:0.371583, Len:  6, Fitness_tra: 7
Rule 14: 0050000000000c0000, Class:  2, CF:0.876732, Len:  2, Fitness_tra: 5
Rule 15: 0000c0000b00700000, Class:  2, CF:0.636664, Len:  3, Fitness_tra: 5
Rule 16: 0070700040040000d0, Class:  2, CF:0.49965, Len:  5, Fitness_tra: 3
Rule 17: 07000d000000000000, Class:  0, CF:0.685157, Len:  2, Fitness_tra: 2
Rule 18: 509000000d00000e00, Class:  1, CF:0.375501, Len:  4, Fitness_tra: 1
Rule 19: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 002000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11a1b21119ef11111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00008000404400005e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 931172a41193181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 91317c143153142785, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000c00000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21522c1111221c22c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 251c14cd1182217212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00a000000000000009, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000c70000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1842b2dc141d21114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 090070000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 95c00015c0cc5c1130, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5191cc8d2821211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5e3517149311912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 281442c9181428c8c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 251214852528d11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00d00b005000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000008000a00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 55900b000000580002, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 54: 000000000007000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000b60000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11612432e111121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 25d12b15c5ccdc1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000030009cc002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000050005, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 66: 000070000000000d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 8d5274c5811cdc1217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1522121971178751d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 900000000000580030, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
