------Generation 0------
Rule  1: 00000000000000050f, Class:  2, CF:0.717647, Len:  2, Fitness_tra: 0
Rule 82: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000000000c000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e00000000020e00000, Class:  2, CF:0.982798, Len:  3, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00f000000000000003, Class:  0, CF:0.128713, Len:  2, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0b0000000700000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11020092110090100d, Class:  1, CF:0.293622, Len: 10, Fitness_tra: 0
Rule 92: 000000b000000000d7, Class:  2, CF:0.223591, Len:  3, Fitness_tra: 0
Rule 93: 00000000e100000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 94: 11c100200600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000280c30d111000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000c0091c00040070, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8111118515511a1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000000400000070, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000990000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 117082000110020000, Class:  0, CF:0.237838, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.3571
------Result------
Miss_rate(tra)	:30.3571
Miss_rate(tst)	:43.5294
ARL				:3.24561

------Generation 1000------
Rule  1: 0000000000a0010008, Class:  0, CF:0.315409, Len:  3, Fitness_tra: 39
Rule  2: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 29
Rule  3: 000000000e00000001, Class:  3, CF:0.671656, Len:  2, Fitness_tra: 16
Rule  4: 0000000000800a0077, Class:  3, CF:0.292919, Len:  4, Fitness_tra: 16
Rule  5: 0000c000000000000d, Class:  2, CF:0.694143, Len:  2, Fitness_tra: 14
Rule  6: 9000000000000000c0, Class:  1, CF:0.527515, Len:  2, Fitness_tra: 13
Rule  7: 000000000c000000d7, Class:  2, CF:0.715733, Len:  3, Fitness_tra: 13
Rule  8: 900000000000000004, Class:  1, CF:0.443807, Len:  2, Fitness_tra: 13
Rule  9: 000000000e000000c0, Class:  3, CF:0.710225, Len:  2, Fitness_tra: 11
Rule 10: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 11
Rule 11: 000000090000000000, Class:  0, CF:0.350773, Len:  1, Fitness_tra: 11
Rule 12: d000000000000050c8, Class:  1, CF:0.604903, Len:  4, Fitness_tra: 10
Rule 13: 000000090000000040, Class:  0, CF:0.435852, Len:  2, Fitness_tra: 10
Rule 14: 0e0000000000070003, Class:  2, CF:0.858847, Len:  3, Fitness_tra: 9
Rule 15: 0000000000a0000000, Class:  0, CF:0.0614296, Len:  1, Fitness_tra: 8
Rule 16: 1cc100200820010030, Class:  0, CF:0.447592, Len:  9, Fitness_tra: 8
Rule 17: 000000090000000700, Class:  0, CF:0.453125, Len:  2, Fitness_tra: 7
Rule 18: 000070000d0800700c, Class:  3, CF:0.257642, Len:  5, Fitness_tra: 7
Rule 19: 00000000000c0080d0, Class:  3, CF:0.368221, Len:  3, Fitness_tra: 6
Rule 20: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 7
Rule 21: 005000000600000002, Class:  1, CF:0.181347, Len:  3, Fitness_tra: 8
Rule 22: 003020000000c00000, Class:  2, CF:0.459886, Len:  3, Fitness_tra: 5
Rule 23: 0000c0000c000000d0, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 24: 503000000400000000, Class:  2, CF:0.255452, Len:  3, Fitness_tra: 4
Rule 25: 0008000004000f0074, Class:  1, CF:0.0532258, Len:  5, Fitness_tra: 2
Rule 26: ac00000000a0000000, Class:  2, CF:0.880587, Len:  3, Fitness_tra: 3
Rule 27: 0e00000008c0000000, Class:  3, CF:0.193888, Len:  3, Fitness_tra: 3
Rule 28: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 3
Rule 29: 0c000c000c00000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 30: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 2
Rule 31: 0e007000000000c000, Class:  3, CF:0.233891, Len:  3, Fitness_tra: 2
Rule 32: 000000000000000980, Class:  1, CF:0.167686, Len:  2, Fitness_tra: 2
Rule 33: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 2
Rule 34: 0c0100200820010030, Class:  0, CF:0.110792, Len:  7, Fitness_tra: 2
Rule 35: 0000000008c0602700, Class:  1, CF:0.289881, Len:  5, Fitness_tra: 2
Rule 36: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule 37: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 1
Rule 38: 0e000000080000e000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 39: 000000000d000000dc, Class:  2, CF:0.461398, Len:  3, Fitness_tra: 1
Rule 40: 0c0100200000000030, Class:  2, CF:0.0107654, Len:  4, Fitness_tra: 1
Rule 41: 0000e0000000700000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 42: 0000e0000020000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 43: 900000000000000000, Class:  1, CF:0.223982, Len:  1, Fitness_tra: 1
Rule 44: a00000000000000900, Class:  3, CF:0.643836, Len:  2, Fitness_tra: 1
Rule 45: 000000000000000900, Class:  1, CF:0.0374332, Len:  1, Fitness_tra: 1
Rule 46: 0000000008c0002000, Class:  1, CF:0.0407832, Len:  3, Fitness_tra: 1
Rule 47: 30000b00020c000008, Class:  3, CF:0.0611974, Len:  5, Fitness_tra: 1
Rule 48: 0000c0000c00000070, Class:  0, CF:0.337605, Len:  3, Fitness_tra: 1
Rule 49: 005000000600000003, Class:  3, CF:0.222305, Len:  3, Fitness_tra: 1
Rule 50: 790000000000007000, Class:  3, CF:0.576235, Len:  3, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000000000c000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e00000000020e00000, Class:  2, CF:0.982798, Len:  3, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00f000000000000003, Class:  0, CF:0.128713, Len:  2, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0b0000000700000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11020092110090100d, Class:  1, CF:0.293622, Len: 10, Fitness_tra: 0
Rule 92: 000000b000000000d7, Class:  2, CF:0.223591, Len:  3, Fitness_tra: 0
Rule 93: 00000000e100000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 94: 11c100200600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000280c30d111000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000c0091c00040070, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8111118515511a1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000000400000070, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000990000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 117082000110020000, Class:  0, CF:0.237838, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.3571
------Result------
Miss_rate(tra)	:30.3571
Miss_rate(tst)	:43.5294
ARL				:3.24561

------Generation 2000------
Rule  1: 0cd0000000a0000000, Class:  0, CF:0.933634, Len:  3, Fitness_tra: 68
Rule  2: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 31
Rule  3: 000000000c000000d7, Class:  2, CF:0.715733, Len:  3, Fitness_tra: 18
Rule  4: 0000000000800a0077, Class:  3, CF:0.292919, Len:  4, Fitness_tra: 17
Rule  5: 000000000e00000001, Class:  3, CF:0.671656, Len:  2, Fitness_tra: 16
Rule  6: 0000c000000000000d, Class:  2, CF:0.694143, Len:  2, Fitness_tra: 15
Rule  7: 000000090000000000, Class:  0, CF:0.350773, Len:  1, Fitness_tra: 14
Rule  8: 9000000000000000c0, Class:  1, CF:0.527515, Len:  2, Fitness_tra: 13
Rule  9: 900000000000000004, Class:  1, CF:0.443807, Len:  2, Fitness_tra: 13
Rule 10: 000000000e000000c0, Class:  3, CF:0.710225, Len:  2, Fitness_tra: 11
Rule 11: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 11
Rule 12: 000000090000000040, Class:  0, CF:0.435852, Len:  2, Fitness_tra: 11
Rule 13: d000000000000050c8, Class:  1, CF:0.604903, Len:  4, Fitness_tra: 10
Rule 14: 1cc100200820010030, Class:  0, CF:0.447592, Len:  9, Fitness_tra: 8
Rule 15: 0e0000000000070003, Class:  2, CF:0.858847, Len:  3, Fitness_tra: 9
Rule 16: 000000090000000700, Class:  0, CF:0.453125, Len:  2, Fitness_tra: 9
Rule 17: 005000000600000002, Class:  1, CF:0.181347, Len:  3, Fitness_tra: 10
Rule 18: d03000000000000000, Class:  2, CF:0.296, Len:  2, Fitness_tra: 8
Rule 19: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 7
Rule 20: 000070000d0800700c, Class:  3, CF:0.257642, Len:  5, Fitness_tra: 6
Rule 21: 00000000000c0080d0, Class:  3, CF:0.368221, Len:  3, Fitness_tra: 5
Rule 22: 0000c0000c000000d0, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 23: a00000000000000800, Class:  3, CF:0.392986, Len:  2, Fitness_tra: 3
Rule 24: 30000b00020c000008, Class:  3, CF:0.0611974, Len:  5, Fitness_tra: 3
Rule 25: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 4
Rule 26: 0e00000008c0000000, Class:  3, CF:0.193888, Len:  3, Fitness_tra: 3
Rule 27: 0008000004000f0074, Class:  1, CF:0.0532258, Len:  5, Fitness_tra: 3
Rule 28: 0000700500b000c000, Class:  0, CF:0.0888964, Len:  4, Fitness_tra: 0
Rule 29: ac00000000a0000000, Class:  2, CF:0.880587, Len:  3, Fitness_tra: 3
Rule 30: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 2
Rule 31: 0c0100200820010030, Class:  0, CF:0.110792, Len:  7, Fitness_tra: 2
Rule 32: 0c000c000c00000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 33: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule 34: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 2
Rule 35: 000000000d000000dc, Class:  2, CF:0.461398, Len:  3, Fitness_tra: 2
Rule 36: 0e007000000000c000, Class:  3, CF:0.233891, Len:  3, Fitness_tra: 2
Rule 37: a00000000000005000, Class:  3, CF:0.43141, Len:  2, Fitness_tra: 2
Rule 38: 0e000000080000e000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 39: 0000e0000000700000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 40: 0000e0000020000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 41: 900000000000000000, Class:  1, CF:0.223982, Len:  1, Fitness_tra: 1
Rule 42: 0000c0000c00000070, Class:  0, CF:0.337605, Len:  3, Fitness_tra: 1
Rule 43: 005000000600000003, Class:  3, CF:0.222305, Len:  3, Fitness_tra: 1
Rule 44: 790000000000007000, Class:  3, CF:0.576235, Len:  3, Fitness_tra: 1
Rule 45: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 1
Rule 46: 0000000008c0602700, Class:  1, CF:0.289881, Len:  5, Fitness_tra: 1
Rule 47: 00000000008000000d, Class:  1, CF:0.164214, Len:  2, Fitness_tra: -2
Rule 48: 0000a0000040000708, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 9c0000000000c00007, Class:  1, CF:0.556951, Len:  4, Fitness_tra: 0
Rule 50: 0050c0000600030000, Class:  2, CF:0.98135, Len:  4, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000b00000000000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000900, Class:  1, CF:0.0374332, Len:  1, Fitness_tra: -1
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000000b000000800, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 103100200000010030, Class:  2, CF:0.0597674, Len:  6, Fitness_tra: -3
Rule 93: 0c00000500a0c00000, Class:  0, CF:0.00648937, Len:  4, Fitness_tra: 0
Rule 94: 9000000000c00000ca, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: d000000e00000000c0, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 96: 0000e0000c00000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 97: 0000c0000c000000d0, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 00c08009000000000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a100000000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00090e000d00000002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.0816
------Result------
Miss_rate(tra)	:29.0816
Miss_rate(tst)	:45.8824
ARL				:3.19298

------Generation 3000------
Rule  1: 0cd0000000a0000000, Class:  0, CF:0.933634, Len:  3, Fitness_tra: 68
Rule  2: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 31
Rule  3: 000000000c000000d7, Class:  2, CF:0.715733, Len:  3, Fitness_tra: 18
Rule  4: 0000000000800a0077, Class:  3, CF:0.292919, Len:  4, Fitness_tra: 17
Rule  5: 000000000e00000001, Class:  3, CF:0.671656, Len:  2, Fitness_tra: 16
Rule  6: 0000c000000000000d, Class:  2, CF:0.694143, Len:  2, Fitness_tra: 15
Rule  7: 000000090000000000, Class:  0, CF:0.350773, Len:  1, Fitness_tra: 14
Rule  8: 9000000000000000c0, Class:  1, CF:0.527515, Len:  2, Fitness_tra: 13
Rule  9: 900000000000000004, Class:  1, CF:0.443807, Len:  2, Fitness_tra: 13
Rule 10: 000000000e000000c0, Class:  3, CF:0.710225, Len:  2, Fitness_tra: 11
Rule 11: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 11
Rule 12: 000000090000000040, Class:  0, CF:0.435852, Len:  2, Fitness_tra: 11
Rule 13: d000000000000050c8, Class:  1, CF:0.604903, Len:  4, Fitness_tra: 10
Rule 14: 1cc100200820010030, Class:  0, CF:0.447592, Len:  9, Fitness_tra: 8
Rule 15: 0e0000000000070003, Class:  2, CF:0.858847, Len:  3, Fitness_tra: 9
Rule 16: 000000090000000700, Class:  0, CF:0.453125, Len:  2, Fitness_tra: 9
Rule 17: 005000000600000002, Class:  1, CF:0.181347, Len:  3, Fitness_tra: 10
Rule 18: d03000000000000000, Class:  2, CF:0.296, Len:  2, Fitness_tra: 8
Rule 19: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 7
Rule 20: 000070000d0800700c, Class:  3, CF:0.257642, Len:  5, Fitness_tra: 6
Rule 21: 00000000000c0080d0, Class:  3, CF:0.368221, Len:  3, Fitness_tra: 5
Rule 22: 0000c0000c000000d0, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 23: a00000000000000800, Class:  3, CF:0.392986, Len:  2, Fitness_tra: 3
Rule 24: 30000b00020c000008, Class:  3, CF:0.0611974, Len:  5, Fitness_tra: 3
Rule 25: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 4
Rule 26: 0e00000008c0000000, Class:  3, CF:0.193888, Len:  3, Fitness_tra: 3
Rule 27: 0008000004000f0074, Class:  1, CF:0.0532258, Len:  5, Fitness_tra: 3
Rule 28: 0000700500b000c000, Class:  0, CF:0.0888964, Len:  4, Fitness_tra: 0
Rule 29: ac00000000a0000000, Class:  2, CF:0.880587, Len:  3, Fitness_tra: 3
Rule 30: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 2
Rule 31: 0c0100200820010030, Class:  0, CF:0.110792, Len:  7, Fitness_tra: 2
Rule 32: 0c000c000c00000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 33: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule 34: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 2
Rule 35: 000000000d000000dc, Class:  2, CF:0.461398, Len:  3, Fitness_tra: 2
Rule 36: 0e007000000000c000, Class:  3, CF:0.233891, Len:  3, Fitness_tra: 2
Rule 37: a00000000000005000, Class:  3, CF:0.43141, Len:  2, Fitness_tra: 2
Rule 38: 0e000000080000e000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 39: 0000e0000000700000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 40: 0000e0000020000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 41: 900000000000000000, Class:  1, CF:0.223982, Len:  1, Fitness_tra: 1
Rule 42: 0000c0000c00000070, Class:  0, CF:0.337605, Len:  3, Fitness_tra: 1
Rule 43: 005000000600000003, Class:  3, CF:0.222305, Len:  3, Fitness_tra: 1
Rule 44: 790000000000007000, Class:  3, CF:0.576235, Len:  3, Fitness_tra: 1
Rule 45: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 1
Rule 46: 0000000008c0602700, Class:  1, CF:0.289881, Len:  5, Fitness_tra: 1
Rule 47: 00000000008000000d, Class:  1, CF:0.164214, Len:  2, Fitness_tra: -2
Rule 48: 0000a0000040000708, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 9c0000000000c00007, Class:  1, CF:0.556951, Len:  4, Fitness_tra: 0
Rule 50: 0050c0000600030000, Class:  2, CF:0.98135, Len:  4, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
