------Generation 0------
Rule  1: 003050000000050e0a00000090000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  1: 000000000000000000000000000000000000000e000e, Class:  0, CF:0.567411, Len:  2, Fitness_tra: 47
Rule  2: 00000700005000000000000000000000000000000000, Class:  1, CF:0.571857, Len:  2, Fitness_tra: 28
Rule  3: 0000000000000009000000000000000000000e000000, Class:  0, CF:0.410101, Len:  2, Fitness_tra: 22
Rule  4: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  5, Fitness_tra: 10
Rule  5: 00000000000007000000000000000000000000000000, Class:  1, CF:0.994616, Len:  1, Fitness_tra: 20
Rule  6: 00000000d000000c0000000000000000000000000000, Class:  1, CF:0.853893, Len:  2, Fitness_tra: 19
Rule  7: 0000000000000000000000000b000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 18
Rule  8: 000d0000000005000000000005000009000000090000, Class:  0, CF:0.605543, Len:  5, Fitness_tra: 13
Rule  9: 000000000000000c5000000000000000000000000000, Class:  1, CF:0.825476, Len:  2, Fitness_tra: 10
Rule 10: 000000000000000000e0000000000000000000000000, Class:  1, CF:0.279987, Len:  1, Fitness_tra: 7
Rule 11: 000000000d00000000000000000009000000dd050000, Class:  0, CF:0.33863, Len:  5, Fitness_tra: 5
Rule 12: 20000000500000000000000000000000000000000004, Class:  1, CF:0.135741, Len:  3, Fitness_tra: 6
Rule 13: 000000005000000000000000000b0000000000000000, Class:  1, CF:0.945854, Len:  2, Fitness_tra: 6
Rule 14: 00000000000000000000000000000900550000000500, Class:  0, CF:0.515713, Len:  4, Fitness_tra: 5
Rule 15: 00000001000000000000000000000000000000000000, Class:  1, CF:0.186171, Len:  1, Fitness_tra: 4
Rule 16: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: 00000000d800000050000000000009090d0000090000, Class:  0, CF:0.53775, Len:  7, Fitness_tra: 3
Rule 18: 00090000000090000000000000000000000000090000, Class:  0, CF:0.426105, Len:  3, Fitness_tra: 4
Rule 19: 00000700000e00000000000000000000000000000000, Class:  1, CF:0.499367, Len:  2, Fitness_tra: 2
Rule 20: 00000000b0000000000000000000000000000000000e, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 21: 00000000500000000000030000000000000000000000, Class:  1, CF:0.813442, Len:  2, Fitness_tra: 3
Rule 22: 0000000000c0000000000000000000000000000e0000, Class:  1, CF:0.547337, Len:  2, Fitness_tra: 2
Rule 23: 0000000000c000000000000000005000000000000000, Class:  1, CF:0.593679, Len:  2, Fitness_tra: 2
Rule 24: 00000000014000000000000000000000000000000000, Class:  1, CF:0.231213, Len:  2, Fitness_tra: 1
Rule 25: 62000000b00000000000050000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 26: 00050000000000000000000000000900050000090000, Class:  0, CF:0.479666, Len:  4, Fitness_tra: 0
Rule 27: 000000000000000050e0000000000000000000000000, Class:  1, CF:0.299628, Len:  2, Fitness_tra: 0
Rule 28: 000000000000000c5008000000000000000000000000, Class:  1, CF:0.818257, Len:  3, Fitness_tra: 0
Rule 29: e13e953116a6319113111931e93113115e6391191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1113331363366e63a6331e1136193316e136331a3ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11131531111111116319119115313111513311111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 151113eee96331113e39e3113a3361311e311131f133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11111111311111111113311111311113113115111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: 11331111113113111111311111311113111113151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ef19159f3131963e31e11e911933113a993111333351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3663e31333111316e3319311135111313e1633931916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f316966a1f63333e616931133991e36993663e31ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 155113111131131111111111111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500aa0a000e0f060000faf0006000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0008000a885005005000000000a60000050f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 131e3133e911311631de139e1393116113661ee1e919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e1e1916e1ff36e1e69331313e31e336316ee11666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000205050005d00500a00000000900000500900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 31519511313311e1f116331113393119511331313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31391531111611113113e1915133e363133111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 505090e00ea06000000e00e00000000000000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a060a0000000f0f00000000500000e99000000fea000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 500f0005000005050009000000000900000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11551ee13111161363131111369566111e619191111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511e1336116361616119e1113319336133319e6a6333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 93136313e13631133e11e31393331e313e3151666e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 60e00000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 31111111136f31311651691111111e3131139e115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000a0000d00000000000000000009000000dd050000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 58: 511999161e6313311e1131e113311363993396163633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000600000000e00000a0a00d000005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a0000000000000000000005000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 00000d00000e0000a0000000000000e00000e0090059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00da00000000000000000000a0080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 93593931191e331116961311e1193111313611633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51999363ee313361a151e3116e13133e5e311a131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13156966e9611311333eee3113e1366f11639e3ee193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000000f000000000000000000df000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11311111e11115151153133555111113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 91169e369636311e1911e93e9e636a6691615361e31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 33339111666f96e6e6336e931e11361691133611e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111311e669361639393633e1311116f6e11e1e933e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9319131331631111331e1199e3113a161e6396e66393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113e1913361111e66113e11ee9e331111663363611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 09000000a000e9000000000000000000000060000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11311111311113513911319151111136131193511581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3f131166131113911613e61919e3933391e613319e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13191519193331131ede1333a33111661e6e51111611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e33931166661e39ee3919119133166333336e1ea36ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000609000000005d00000500a00000000500f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 133391613e16e6e1e1e13699e19933631911e63a6619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000e00f000000000a0a6000000000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 63911113a133163333e3633e113531113333e133e19e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a060f0000000a0f00000000500000ee9000000fea000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00da00000000000000000000a0020000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000500500a05509e0000000000600a0000080000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000000900000000000000000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0050009e000000f0e990000300050a6a0e0000ea0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0600f000000000000500000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13e3e366e1613696369e36131e311a333933311a3191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 151110eee96005015e305011303660310e011131f033, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000000000000000000000000000959000000090000, Class:  0, CF:0.48835, Len:  4, Fitness_tra: 26
Rule 93: 333391e1361636e1e111e699113936665913166a6111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000007000800000050000000000009090d0a00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 51092001110001015013e00000030b00030111000110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000000014000000000000000000000000000000000, Class:  1, CF:0.231213, Len:  0, Fitness_tra: 0
Rule 97: 0003031333011306e3010310105000300e1631931006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 001110e0d06000013e0900110a3000000e0000010103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000009000000000000000510000000000000000000, Class:  0, CF:0.212635, Len:  3, Fitness_tra: 0
Rule100: 00000000005000000000000000000000000000000000, Class:  0, CF:0.0160644, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.6597
------Result------
Miss_rate(tra)	:14.6597
Miss_rate(tst)	:11.1111
ARL				:3.94118

------Generation 3000------
Rule  1: 000000000000000000000000000000000000000e000e, Class:  0, CF:0.567411, Len:  2, Fitness_tra: 48
Rule  2: 00000000000000000000000000000959000000090000, Class:  0, CF:0.48835, Len:  4, Fitness_tra: 26
Rule  3: 00000700005000000000000000000000000000000000, Class:  1, CF:0.571857, Len:  2, Fitness_tra: 23
Rule  4: 0000000000000009000000000000000000000e000000, Class:  0, CF:0.410101, Len:  2, Fitness_tra: 22
Rule  5: 00000000000007000000000000000000000000000000, Class:  1, CF:0.994616, Len:  1, Fitness_tra: 18
Rule  6: 00000000d000000c0000000000000000000000000000, Class:  1, CF:0.853893, Len:  2, Fitness_tra: 18
Rule  7: 0000000000000000000000000b000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 18
Rule  8: 000d0000000005000000000005000009000000090000, Class:  0, CF:0.605543, Len:  5, Fitness_tra: 12
Rule  9: 00000000000000000000000000000800000000000000, Class:  1, CF:0.101066, Len:  1, Fitness_tra: 9
Rule 10: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  5, Fitness_tra: 10
Rule 11: 000000000000000c5000000000000000000000000000, Class:  1, CF:0.825476, Len:  2, Fitness_tra: 10
Rule 12: 000000000000000000e0000000000000000000000000, Class:  1, CF:0.279987, Len:  1, Fitness_tra: 7
Rule 13: 000000000d00000000000000000009000000dd050000, Class:  0, CF:0.33863, Len:  5, Fitness_tra: 7
Rule 14: 00000000010000000000000000000000000000000000, Class:  1, CF:0.169647, Len:  1, Fitness_tra: 7
Rule 15: 000000005000000000000000000b0000000000000000, Class:  1, CF:0.945854, Len:  2, Fitness_tra: 6
Rule 16: 00090000000090000000000000000000000000090000, Class:  0, CF:0.426105, Len:  3, Fitness_tra: 5
Rule 17: 00000000000000000000000000000900550000000500, Class:  0, CF:0.515713, Len:  4, Fitness_tra: 7
Rule 18: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 19: 00000000d800000050000000000009090d0000090000, Class:  0, CF:0.53775, Len:  7, Fitness_tra: 3
Rule 20: 20000000500000000000000000000000000000000004, Class:  1, CF:0.135741, Len:  3, Fitness_tra: 2
Rule 21: 00000000b0000000000000000000000000000000000e, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 22: 0000000000c0000000000000000000000000000e0000, Class:  1, CF:0.547337, Len:  2, Fitness_tra: 2
Rule 23: 0000000000c000000000000000005000000000000000, Class:  1, CF:0.593679, Len:  2, Fitness_tra: 2
Rule 24: 00000700000e00000000000000000000000000000000, Class:  1, CF:0.499367, Len:  2, Fitness_tra: 2
Rule 25: 00000000500000000000030000000000000000000000, Class:  1, CF:0.813442, Len:  2, Fitness_tra: 1
Rule 26: 62000000b00000000000050000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 27: 00000000014000000000000000000000000000000000, Class:  1, CF:0.231213, Len:  2, Fitness_tra: 1
Rule 28: 00000001000000000000000000000000000000000000, Class:  1, CF:0.186171, Len:  1, Fitness_tra: 0
Rule 29: e13e953116a6319113111931e93113115e6391191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1113331363366e63a6331e1136193316e136331a3ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11131531111111116319119115313111513311111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 151113eee96331113e39e3113a3361311e311131f133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11111111311111111113311111311113113115111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: 11331111113113111111311111311113111113151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ef19159f3131963e31e11e911933113a993111333351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3663e31333111316e3319311135111313e1633931916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f316966a1f63333e616931133991e36993663e31ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 155113111131131111111111111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500aa0a000e0f060000faf0006000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0008000a885005005000000000a60000050f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 131e3133e911311631de139e1393116113661ee1e919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e1e1916e1ff36e1e69331313e31e336316ee11666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000205050005d00500a00000000900000500900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 31519511313311e1f116331113393119511331313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31391531111611113113e1915133e363133111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 505090e00ea06000000e00e00000000000000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a060a0000000f0f00000000500000e99000000fea000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 500f0005000005050009000000000900000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11551ee13111161363131111369566111e619191111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511e1336116361616119e1113319336133319e6a6333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 93136313e13631133e11e31393331e313e3151666e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 60e00000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 31111111136f31311651691111111e3131139e115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000a0000d00000000000000000009000000dd050000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 58: 511999161e6313311e1131e113311363993396163633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000600000000e00000a0a00d000005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a0000000000000000000005000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 00000d00000e0000a0000000000000e00000e0090059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00da00000000000000000000a0080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 93593931191e331116961311e1193111313611633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51999363ee313361a151e3116e13133e5e311a131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13156966e9611311333eee3113e1366f11639e3ee193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000000f000000000000000000df000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11311111e11115151153133555111113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 91169e369636311e1911e93e9e636a6691615361e31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 33339111666f96e6e6336e931e11361691133611e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111311e669361639393633e1311116f6e11e1e933e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9319131331631111331e1199e3113a161e6396e66393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113e1913361111e66113e11ee9e331111663363611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 09000000a000e9000000000000000000000060000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11311111311113513911319151111136131193511581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3f131166131113911613e61919e3933391e613319e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13191519193331131ede1333a33111661e6e51111611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e33931166661e39ee3919119133166333336e1ea36ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000609000000005d00000500a00000000500f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 133391613e16e6e1e1e13699e19933631911e63a6619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 500000500000090000005000005d5900000000000000, Class:  0, CF:0.418817, Len:  8, Fitness_tra: 0
Rule 83: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0600f000000000000500000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000090000000f0000060000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 119ee11166661119a33611316e6ee361911e13331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00da00000000000000000000a0080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00500000000000000000000000000000000000000000, Class:  0, CF:0.0889076, Len:  1, Fitness_tra: 0
Rule 89: 00000000a000000000000000000009000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000050000000000000500000005000000000000000, Class:  0, CF:0.126655, Len:  3, Fitness_tra: 0
Rule 91: 00000000010890000000000000000000000000090000, Class:  0, CF:0.173689, Len:  4, Fitness_tra: 0
Rule 92: 0000d0000000000000000a0000060000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 0000a00a0000f5005000000500060e09000f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00036300e10030005e51e01303330e310d3001060050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000000000000000000000000c8000000d0000000, Class:  1, CF:0.772143, Len:  3, Fitness_tra: 7
Rule 96: 6213eb00b0600010000035000e0e0300006003636010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2000000000000009000000000005f00000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1013e0010141001e66e00e000e9e0011006600606010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 03101519190337c31ede1003a0001100006d50110001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000140001000000000000b0000000000000000, Class:  1, CF:0.992764, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.3508
------Result------
Miss_rate(tra)	:13.3508
Miss_rate(tst)	:11.1111
ARL				:3.82051

------Generation 4000------
Rule  1: 000000000000000000000000000000000000000e000e, Class:  0, CF:0.567411, Len:  2, Fitness_tra: 48
Rule  2: 0000000000000009000000000000000000000e000000, Class:  0, CF:0.410101, Len:  2, Fitness_tra: 25
Rule  3: 00000700005000000000000000000000000000000000, Class:  1, CF:0.571857, Len:  2, Fitness_tra: 23
Rule  4: 00000000000000000000000000000959000000090000, Class:  0, CF:0.48835, Len:  4, Fitness_tra: 22
Rule  5: 00000000000007000000000000000000000000000000, Class:  1, CF:0.994616, Len:  1, Fitness_tra: 18
Rule  6: 00000000d000000c0000000000000000000000000000, Class:  1, CF:0.853893, Len:  2, Fitness_tra: 18
Rule  7: 0000000000000000000000000b000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 18
Rule  8: 000d0000000005000000000005000009000000090000, Class:  0, CF:0.605543, Len:  5, Fitness_tra: 11
Rule  9: 000000000000000c5000000000000000000000000000, Class:  1, CF:0.825476, Len:  2, Fitness_tra: 10
Rule 10: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  5, Fitness_tra: 10
Rule 11: 00000000000000000000000000000800000000000000, Class:  1, CF:0.101066, Len:  1, Fitness_tra: 9
Rule 12: 000000000000000000e0000000000000000000000000, Class:  1, CF:0.279987, Len:  1, Fitness_tra: 7
Rule 13: 000000000d00000000000000000009000000dd050000, Class:  0, CF:0.33863, Len:  5, Fitness_tra: 7
Rule 14: 00000000010000000000000000000000000000000000, Class:  1, CF:0.169647, Len:  1, Fitness_tra: 7
Rule 15: 0000000000000000000000000000c8000000d0000000, Class:  1, CF:0.772143, Len:  3, Fitness_tra: 7
Rule 16: 00000000000000000000000000000900550000000500, Class:  0, CF:0.515713, Len:  4, Fitness_tra: 7
Rule 17: 000000005000000000000000000b0000000000000000, Class:  1, CF:0.945854, Len:  2, Fitness_tra: 5
Rule 18: 00090000000090000000000000000000000000090000, Class:  0, CF:0.426105, Len:  3, Fitness_tra: 5
Rule 19: 00000000000000000500000000000059000000090000, Class:  0, CF:0.438445, Len:  4, Fitness_tra: 5
Rule 20: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 21: 00000000d800000050000000000009090d0000090000, Class:  0, CF:0.53775, Len:  7, Fitness_tra: 3
Rule 22: 20000000500000000000000000000000000000000004, Class:  1, CF:0.135741, Len:  3, Fitness_tra: 2
Rule 23: 0000000000c000000000000000005000000000000000, Class:  1, CF:0.593679, Len:  2, Fitness_tra: 2
Rule 24: 00000700000e00000000000000000000000000000000, Class:  1, CF:0.499367, Len:  2, Fitness_tra: 2
Rule 25: 00000000b0000000000000000000000000000000000e, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 26: 0000000000c0000000000000000000000000000e0000, Class:  1, CF:0.547337, Len:  2, Fitness_tra: 2
Rule 27: 00000000500000000000030000000000000000000000, Class:  1, CF:0.813442, Len:  2, Fitness_tra: 1
Rule 28: 62000000b00000000000050000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 29: 00000000014000000000000000000000000000000000, Class:  1, CF:0.231213, Len:  2, Fitness_tra: 1
Rule 30: 0000000000000009000000000700000000000e000000, Class:  1, CF:0.91238, Len:  3, Fitness_tra: 1
Rule 31: 20000000000000005000000000000000000000000004, Class:  1, CF:0.13355, Len:  3, Fitness_tra: 1
Rule 32: 00000001000000000000000000000000000000000000, Class:  1, CF:0.186171, Len:  1, Fitness_tra: 0
Rule 33: 151113eee96331113e39e3113a3361311e311131f133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11111111311111111113311111311113113115111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: 11331111113113111111311111311113111113151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ef19159f3131963e31e11e911933113a993111333351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3663e31333111316e3319311135111313e1633931916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f316966a1f63333e616931133991e36993663e31ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 155113111131131111111111111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500aa0a000e0f060000faf0006000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0008000a885005005000000000a60000050f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 131e3133e911311631de139e1393116113661ee1e919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e1e1916e1ff36e1e69331313e31e336316ee11666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000205050005d00500a00000000900000500900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 31519511313311e1f116331113393119511331313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31391531111611113113e1915133e363133111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
