------Generation 0------
Rule  1: 9313153a31631113a1113161eee1e611e161e3166391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5333119e61133133339391133e133111136633111359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000000000a0a0000500e0000e00600000990000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e1113531e1a1e13369e3e113e9e133365e16e666e693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 313e61616616363366519113393e1613961e53e33691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e1191313311113633119161666311965e3666ff6191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: ee3115e3133111113951115191313331131611319553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3313111e136111111111991535111111311113133111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000f50090000000500000a00000000000000a0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000a0000000000000000000900e0950, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 331311133136163111111161331e6636e1115e1e6156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 9e935311e36663331613e6eee1331311393113613113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1119316311339616a191e991165e1111131331a33133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 131e1511113331931311311351311111993113331115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 00000205000005d50000a00000000000000500900000, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 1339e9313311361aa33e99e91331e3161eaa31363191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e3115131e9e11131931311e151e933f31e3111133393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3333113e1e36911119113131511d11139e1313111919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000005e0a00000000000000500000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 963131136163a33e1193e611319e1136119159316339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 93111e1331133631319e1361111931611331591e1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000050000f0000d6f00000a0000000055f0e00050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3111153131131333f336331113e11119111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11511111111311111151111111911111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 69: 13393191113a3133111113159119e331991311191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e191e1131e31315111933161e33e1a16391636131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 3e311193631331331e1191111133ee31311153111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1163633311333136eede9e133e333a3a5166133a3e36, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e33e13331aae1913e11e191593531111e13311e3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000a0f00000000000000f000060090000000000a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 05000e00000000000000000000006a000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000d0000000000000000000000000900060f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0e509090009900000a000900000000000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e119163e13113311193116e33113693911133163f93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1131e9161e633ee3a315111339633a3691139e313e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000f50090000000500000a00000000000000a0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1131336e13669111191113eee13936a69311313111e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000a0f00000000000000f000060090000000000a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000ff90a0000a00500600000000000fd0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 31139113311a169161e6ee395e53163131e313e11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 333ee3336166311e1691991913116361e113e31a61e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000009f000a0000000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 13193333a3331633111e1e91911113111e33ee111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0d0000000000000000000a00000000000000f00e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13311131e1111319169e9161e31311113111e116f616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000000a060a000006009e000000000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 100e03100100013310003500e0061100990113331105, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000f0000000000000000000000000050060000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 050d0000000005000000000500000000000000000000, Class:  0, CF:0.398936, Len:  4, Fitness_tra: 0
Rule 94: 000d00000000000000e00000000000001000000000b0, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: 000000000000d5000000000d00000000000000000000, Class:  0, CF:0.312751, Len:  3, Fitness_tra: 30
Rule 96: 0000a205a00001000000000000000900800100090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 219111311663111361531131113113131161113311a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 030000000010000000000f005060090000000000a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000d000000000700d0000000000000000500000000, Class:  1, CF:0.985511, Len:  4, Fitness_tra: 0
Rule100: 111d11313111111113519161119311165e36118f6191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15
------Result------
Miss_rate(tra)	:15
Miss_rate(tst)	:18.5185
ARL				:4.5

------Generation 1000------
Rule  1: 000d0000000005000000000d00000000000000000000, Class:  0, CF:0.306035, Len:  3, Fitness_tra: 38
Rule  2: 00000000000000000000000007000000000000000000, Class:  1, CF:0.950949, Len:  1, Fitness_tra: 38
Rule  3: 000000000000000000000000000000000000000000b0, Class:  1, CF:0.968463, Len:  1, Fitness_tra: 29
Rule  4: 000000000000d5000000000d00000000000000000000, Class:  0, CF:0.312751, Len:  3, Fitness_tra: 23
Rule  5: 000000000000000000000c0000000000000000000000, Class:  1, CF:0.477393, Len:  1, Fitness_tra: 22
Rule  6: 000d0000000000000000000000005900000000002000, Class:  0, CF:0.386432, Len:  4, Fitness_tra: 17
Rule  7: 050000000000000000000005000000000000000e0000, Class:  0, CF:0.52646, Len:  3, Fitness_tra: 19
Rule  8: 000000000000d5000000000000000000000000000000, Class:  0, CF:0.218415, Len:  2, Fitness_tra: 17
Rule  9: 00000000070000000000000000000000000000000000, Class:  1, CF:0.787397, Len:  1, Fitness_tra: 11
Rule 10: 00000000000000000000000000000000000000000004, Class:  1, CF:0.160211, Len:  1, Fitness_tra: 11
Rule 11: 000d00000000d5000000000d00000000000000000000, Class:  0, CF:0.371285, Len:  4, Fitness_tra: 7
Rule 12: 00000000000001000000000000000000000000000000, Class:  1, CF:0.244519, Len:  1, Fitness_tra: 7
Rule 13: 00000000000000000000800000000000000000000020, Class:  0, CF:0.153764, Len:  2, Fitness_tra: 4
Rule 14: 000000000000000000d0000000007000000500000000, Class:  1, CF:0.835313, Len:  3, Fitness_tra: 4
Rule 15: 000000000000000000e0000000000000000040000000, Class:  1, CF:0.509845, Len:  2, Fitness_tra: 4
Rule 16: 00000000000000000000000000000000000060000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: 000000000500000000000000000000000000400c0000, Class:  1, CF:0.997017, Len:  3, Fitness_tra: 3
Rule 18: 00000000000000000000000000000e590d000d090000, Class:  0, CF:0.587257, Len:  6, Fitness_tra: 2
Rule 19: 000000000e00000500050000000d0000000000000500, Class:  0, CF:0.452287, Len:  5, Fitness_tra: 2
Rule 20: 00000005000000000003000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 21: 000d00000000000000e0000d00000000000000000000, Class:  1, CF:0.410854, Len:  3, Fitness_tra: 1
Rule 22: 000d0c00000005000000000d00000c00000000000000, Class:  1, CF:0.90229, Len:  5, Fitness_tra: 1
Rule 23: 00000000a08000000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 24: 000000000000000000d0000000000000000500000000, Class:  0, CF:0.109944, Len:  2, Fitness_tra: 1
Rule 25: 000000000000000a0000005000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 26: 00000205000000050203000000000000000000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 111969639f11133636139e13e1933a93e66e13136313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 313111e6316f363e31e119911e6331a6916e11113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0a0000000a00050000000000000000e0000f00005500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 31636931113316636e9e161331e11133391113113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000006000000000e5900000000000006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 9131e11631113e13311131363a33311113631311111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3133e11116311a3311531ee93393161a1e331363311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 9193e131119a161331511131e1e13316936613163611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000009000f000000000900000050000000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0060050060f000006e00000a00900000000000000060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000d0000000009a000e0000000a6000e000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 13e1113369663a19a15ee3139e111a61e1166666f391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 669111311663311363e3113111316363116331331511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 19e115136163311e6e11131333e36663ee1131163136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000500f00d900000000d00000000000005a000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000906e6000e000000000e0005000000a0d0000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111111311aa1355131513155135311159131e315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3696e911131a11e369199e1e1361136fe111396a33ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5333119e61133133339391133e133111136633111359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000000000a0a0000500e0000e00600000990000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e1113531e1a1e13369e3e113e9e133365e16e666e693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 313e61616616363366519113393e1613961e53e33691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e1191313311113633119161666311965e3666ff6191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: ee3115e3133111113951115191313331131611319553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3313111e136111111111991535111111311113133111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000f50090000000500000a00000000000000a0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000a0000000000000000000900e0950, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 331311133136163111111161331e6636e1115e1e6156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 9e935311e36663331613e6eee1331311393113613113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1119316311339616a191e991165e1111131331a33133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 131e1511113331931311311351311111993113331115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 00000205000005d50000a00000000000000500900000, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 1339e9313311361aa33e99e91331e3161eaa31363191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e3115131e9e11131931311e151e933f31e3111133393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3333113e1e36911119113131511d11139e1313111919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000005e0a00000000000000500000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 963131136163a33e1193e611319e1136119159316339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 93111e1331133631319e1361111931611331591e1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000050000f0000d6f00000a0000000055f0e00050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3111153131131333f336331113e11119111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11511111111311111151111111911111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 69: 13393191113a3133111113159119e331991311191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e191e1131e31315111933161e33e1a16391636131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 3e311193631331331e1191111133ee31311153111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1163633311333136eede9e133e333a3a5166133a3e36, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e33e13331aae1913e11e191593531111e13311e3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000a0f00000000000000f000060090000000000a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 05000e00000000000000000000006a000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000d0000000000000000000000000900060f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0e509090009900000a000900000000000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e119163e13113311193116e33113693911133163f93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1131e9161e633ee3a315111339633a3691139e313e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000f50090000000500000a00000000000000a0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e3131e166e331113319333e5ee331e33113115166313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000a00009600600000060000e00005000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000a0f00000000000000f000060090000000000a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 095000900009000ff0000000a0a6000900000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 391131661116311e6e3e3931366e1661396613a33313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000f500500000005000f0a00050000ee00050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11391d33a631161e6111e9e13391311131619e311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0f00000f05000000000f00000f000000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 33911331e33e33131e15511313931133333395ea3359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000a0000000000005000e0000000f00aa00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 9e935111333616331111e1e133336636391e53613116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 313111e6316f363e31e519911e6331a6916e11113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e1013530e1a0e00000300110e90133005016e000e600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000000000000a000000000e00000060f00000950, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0d0000000020000000000000000000000000400e0000, Class:  0, CF:0.436181, Len:  4, Fitness_tra: 9
Rule 96: 0500000400000000b00090a5000000000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4010103031000030f3363011130e5909100011111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0309000100003a40000e09e9030003000e0a31363000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3e611191133336331e9e111151e11131391a53111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 003101000103a30010d0060030007030010100310330, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.4211
------Result------
Miss_rate(tra)	:13.4211
Miss_rate(tst)	:18.5185
ARL				:4.27586

------Generation 2000------
Rule  1: 00000000000000000000000007000000000000000000, Class:  1, CF:0.950949, Len:  1, Fitness_tra: 38
Rule  2: 000d0000000005000000000d00000000000000090000, Class:  0, CF:0.483764, Len:  4, Fitness_tra: 30
Rule  3: 000000000000000000000000000000000000000000b0, Class:  1, CF:0.968463, Len:  1, Fitness_tra: 26
Rule  4: 000000000000000000000c0000000000000000000000, Class:  1, CF:0.477393, Len:  1, Fitness_tra: 20
Rule  5: 000000000000d5000000000d00000000000000000000, Class:  0, CF:0.312751, Len:  3, Fitness_tra: 4
Rule  6: 000000000000dc000000000000000000000000000000, Class:  1, CF:0.87072, Len:  2, Fitness_tra: 18
Rule  7: 050000000000000000000005000000000000000e0000, Class:  0, CF:0.52646, Len:  3, Fitness_tra: 15
Rule  8: 000000000000d5000000000000000000000000000000, Class:  0, CF:0.218415, Len:  2, Fitness_tra: 15
Rule  9: 000d0000000005000000000d00000000000000000000, Class:  0, CF:0.306035, Len:  3, Fitness_tra: 14
Rule 10: 000d0000000000000000000000005900000000002000, Class:  0, CF:0.386432, Len:  4, Fitness_tra: 14
Rule 11: 00000000070000000000000000000000000000000000, Class:  1, CF:0.787397, Len:  1, Fitness_tra: 11
Rule 12: 00000000000000000000000000000000000000000004, Class:  1, CF:0.160211, Len:  1, Fitness_tra: 8
Rule 13: 000d00000000d5000000000d00000000000000000000, Class:  0, CF:0.371285, Len:  4, Fitness_tra: 6
Rule 14: 0d0d0000000000000000000000000000000040002000, Class:  0, CF:0.288866, Len:  4, Fitness_tra: 7
Rule 15: 0d0000000020000000000000000000000000400e0000, Class:  0, CF:0.436181, Len:  4, Fitness_tra: 6
Rule 16: 00000000000005000000000d00000e09000000000000, Class:  0, CF:0.524597, Len:  4, Fitness_tra: 3
Rule 17: 00000000000000000000000000000000000060000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 18: 000000000000000000e00000000c0000000000000000, Class:  1, CF:0.698972, Len:  2, Fitness_tra: 4
Rule 19: 70000000000000000000000000000000020000000000, Class:  1, CF:0.521587, Len:  2, Fitness_tra: 3
Rule 20: 000000000000000000d0000000007000000500000000, Class:  1, CF:0.835313, Len:  3, Fitness_tra: 2
Rule 21: 000000000e00000500050000000d0000000000000500, Class:  0, CF:0.452287, Len:  5, Fitness_tra: 2
Rule 22: 00000000000000000000000000000e590d000d090000, Class:  0, CF:0.587257, Len:  6, Fitness_tra: 2
Rule 23: 000000000000000000000000000000000000900e0950, Class:  0, CF:0.64759, Len:  4, Fitness_tra: 2
Rule 24: 00000005000000000003000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 25: 00000000000000000000800000000000000000000020, Class:  0, CF:0.153764, Len:  2, Fitness_tra: 2
Rule 26: 00000000000005000000000d0000000900000d000000, Class:  0, CF:0.344434, Len:  4, Fitness_tra: 3
Rule 27: 70000000000000000000000000000000000040000000, Class:  1, CF:0.52266, Len:  2, Fitness_tra: 2
Rule 28: 000000000000000000e0000000000000000040000000, Class:  1, CF:0.509845, Len:  2, Fitness_tra: 2
Rule 29: 00000000000001000000000000000000000000000000, Class:  1, CF:0.244519, Len:  1, Fitness_tra: 1
Rule 30: 000d0c00000005000000000d00000c00000000000000, Class:  1, CF:0.90229, Len:  5, Fitness_tra: 1
Rule 31: 000000000000000a0000005000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 32: 00000000a08000000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 33: 000000000000000000d0000000000000000500000000, Class:  0, CF:0.109944, Len:  2, Fitness_tra: 1
Rule 34: 00000000000000000000000000000a00000000000004, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 35: 00080000000000000000000000000a00000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 36: 000000000500000000000000000000000000400c0000, Class:  1, CF:0.997017, Len:  3, Fitness_tra: 1
Rule 37: 000000000000000000000000000c0000000000000000, Class:  1, CF:0.126848, Len:  1, Fitness_tra: 0
Rule 38: 000d00000000000000e0000d00000000000000000000, Class:  1, CF:0.410854, Len:  3, Fitness_tra: 0
Rule 39: 669111311663311363e3113111316363116331331511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 19e115136163311e6e11131333e36663ee1131163136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000500f00d900000000d00000000000005a000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000906e6000e000000000e0005000000a0d0000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111111311aa1355131513155135311159131e315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3696e911131a11e369199e1e1361136fe111396a33ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5333119e61133133339391133e133111136633111359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000000000a0a0000500e0000e00600000990000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e1113531e1a1e13369e3e113e9e133365e16e666e693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 313e61616616363366519113393e1613961e53e33691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e1191313311113633119161666311965e3666ff6191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: ee3115e3133111113951115191313331131611319553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3313111e136111111111991535111111311113133111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000f50090000000500000a00000000000000a0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000a0000000000000000000900e0950, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 331311133136163111111161331e6636e1115e1e6156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 9e935311e36663331613e6eee1331311393113613113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1119316311339616a191e991165e1111131331a33133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 131e1511113331931311311351311111993113331115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 00000205000005d50000a00000000000000500900000, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 1339e9313311361aa33e99e91331e3161eaa31363191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e3115131e9e11131931311e151e933f31e3111133393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3333113e1e36911119113131511d11139e1313111919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000005e0a00000000000000500000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 963131136163a33e1193e611319e1136119159316339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 93111e1331133631319e1361111931611331591e1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000050000f0000d6f00000a0000000055f0e00050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3111153131131333f336331113e11119111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11511111111311111151111111911111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 69: 13393191113a3133111113159119e331991311191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e191e1131e31315111933161e33e1a16391636131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 3e311193631331331e1191111133ee31311153111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1163633311333136eede9e133e333a3a5166133a3e36, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e33e13331aae1913e11e191593531111e13311e3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000a0f00000000000000f000060090000000000a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 05000e00000000000000000000006a000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000d0000000000000000000000000900060f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0e509090009900000a000900000000000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e119163e13113311193116e33113693911133163f93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1131e9161e633ee3a315111339633a3691139e313e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000f50090000000500000a00000000000000a0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 9113111e131131311319119163e93136e33a59911336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000000e0300050000d0a0a0e00009f0006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000a000000000000000000009000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 591319331e3a331313561313e1116313e363131316e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e119e111191eee66a316e1331111e311911f33361131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e69e9313a111331161ee19113911e311313311113393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 163113e111a1161936e61e111ee311163e3636133e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000a0f00000000000000f000060090000000000a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000f000a000f00f0f00000000000099000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
