------Generation 0------
Rule  1: 61113933e6a39313613313396133e313166e1163133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000000000040000000000000000000000000000, Class:  1, CF:0.166796, Len:  1, Fitness_tra: 5
Rule  9: 000000000000000000000d0007000000000000090000, Class:  1, CF:0.837487, Len:  3, Fitness_tra: 4
Rule 10: 00000700000000000000000001000000000000000000, Class:  1, CF:0.884912, Len:  2, Fitness_tra: 3
Rule 11: 00000000000000000000000000000008000000000000, Class:  1, CF:0.135104, Len:  1, Fitness_tra: 3
Rule 12: 00000000000000000000000000000000c0000000b000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 13: 00000000000000000060000000000000000000000500, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 14: 00000000000000000000000000000000000037000000, Class:  1, CF:0.880455, Len:  2, Fitness_tra: 3
Rule 15: 0000000000000000000d000300000008000000000000, Class:  1, CF:0.990293, Len:  3, Fitness_tra: 3
Rule 16: 00000000000000000000000007000008c00000000000, Class:  1, CF:0.992608, Len:  3, Fitness_tra: 2
Rule 17: 000000000000000400e0000000000000000000000000, Class:  1, CF:0.44328, Len:  2, Fitness_tra: 1
Rule 18: 00000000000000000000c00000000000000000000000, Class:  1, CF:0.31855, Len:  1, Fitness_tra: 1
Rule 19: 00000000000000009000600000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 20: 0000000000f000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 21: 04006000000e000000000000000000000000e0000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 22: 00000000000000000000c00000000000000030000000, Class:  1, CF:0.989757, Len:  2, Fitness_tra: 1
Rule 23: 000000000000000000000000000000f0000900000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 24: 00000000050000000000000000060000055000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 25: 0000000000000070000d000000020000c00000000000, Class:  1, CF:0.96432, Len:  4, Fitness_tra: 1
Rule 26: 00000000000000000000000000000000000030000000, Class:  1, CF:0.734944, Len:  1, Fitness_tra: 1
Rule 27: 0000070000000000000d000000000000000000000000, Class:  1, CF:0.74434, Len:  2, Fitness_tra: 0
Rule 28: 000007000000000000000d0000000000000000000000, Class:  1, CF:0.717713, Len:  2, Fitness_tra: 0
Rule 29: 0000000000000000000d000000020008c00000000000, Class:  1, CF:0.428296, Len:  4, Fitness_tra: 0
Rule 30: 00090000000e900000000000006005000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00006000050e000000000000000000000000e0000056, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 913e113e6136e33631e663133e616111e33a93161e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000000050900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000a0000000000000e0000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1113931611afe351e91319369ee19113ee3113113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 113e3191136f31361936336631351113111611113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 9e9e33313633911366113363311136133e1611336631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0060a000600000066e0000060090009006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e31111aa331613e36e1e111e336936e6991111316193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e6339131396331333911639e1311631113ae51631119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1393151f1e133113115e1d3331131131311193a113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 391913136311311116e311633e391361e93e163361e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 13111111116113111919313152355133311131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e311eee11a13316169163133919e1139e16e1331391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13131111111611111111111511311111153113111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11111111111111111151111111111111113111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 5111e1ef3113e163a1513113ee33131113361a11aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f000000000e00500000000000000000000f000a000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000500e05000500000000000ef00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000500500005509ead0000000060e00000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1111111112313111111191351111c113138111121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 639e19111116ea3a19539339e611133391ae59311613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1151693ae11313113311e19111313113e31163311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111111111111111139151111131e2211211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000005005da00000a00000dd0000000000000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1ee11e11611663e63111a3313111e6e6316693e1e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 315331e163aa6111ae13e11911156111e33111611331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000005000000000000000000000f000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000f000000000005a0000000050d000e00000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1e511131313136116116663e31393ae31e331ee31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 369399333111161e119e311e1363e336191a91311391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ee111363161191636351131e3e1336ea361136116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1e9935e61399e131631ee3399e336131993633661116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 313e19e163119131691336111e151331911e13313e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 313611336611e331161311e151191331111633191582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 93991331393e3e166ed91199e1691311913111316191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000060000000000000006000000e09500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31361113193611513911113151111111531313511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0050000000000900000000500000000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000d00000000000000000060f060000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11e13931156631111153e13131956a36e1315313e391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31113531313119113111131911131113311311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1931e311e91111313311e133115913331e11133131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000600f0900000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31113333333113313111111131e91119111313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 315311916311163631d11913e1356313363a11163113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00d00000000055000000000000000000000000000000, Class:  0, CF:0.185038, Len:  3, Fitness_tra: 0
Rule 83: 3e136e166363e61a615311931e61e313e1aa311131e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1111113a631e3613133e699e3eee111a3e6153e1e339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11313e1631ee13116e1311513611163aeef631113331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00a00009f5005f000a00ad560500000e000900a0a00d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 06000090900eae000000000600509a000000000a0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a00000a0000000006505000fa0f0ae000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 31331931313316361e13313e131e16663913e3636e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11311133313f1a163e1361e133393131139e25613311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000000030f0000000000000000000000000000d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0009000c00005509ea00000000660e60000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 913001c00030e3000106601330616009e00a90161e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1193351f1e103010390610330173011111161b0113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00000000000000000000000004000000e00000000000, Class:  1, CF:0.29391, Len:  2, Fitness_tra: 2
Rule 96: 00000000000000000000000000000000c00000000000, Class:  1, CF:0.378105, Len:  0, Fitness_tra: 0
Rule 97: 000080000000000000c0000000000000000000000000, Class:  1, CF:0.0382285, Len:  2, Fitness_tra: 0
Rule 98: 06a39031a9030b030061059e0fa0631e000051601019, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 13130010101600111001111010301011000900110000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000003000000c000000000e000000006000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.9686
------Result------
Miss_rate(tra)	:15.9686
Miss_rate(tst)	:7.69231
ARL				:3.45455

------Generation 1000------
Rule  1: 000000000000000000000d0000000000000000090000, Class:  0, CF:0.355787, Len:  2, Fitness_tra: 92
Rule  2: 00000700000000000000000000000000000000000000, Class:  1, CF:0.773127, Len:  1, Fitness_tra: 45
Rule  3: 0000000000000000000d0000000200000000000e0000, Class:  0, CF:0.438903, Len:  3, Fitness_tra: 21
Rule  4: 00000000000000000000000000000000c00000000000, Class:  1, CF:0.378105, Len:  1, Fitness_tra: 13
Rule  5: 0000000000000000000000000000000800000000c000, Class:  1, CF:0.9841, Len:  2, Fitness_tra: 9
Rule  6: 09000000000000000000000000000000000000e00000, Class:  0, CF:0.422145, Len:  2, Fitness_tra: 9
Rule  7: 000000000000d000000d0000000200000000000e0000, Class:  0, CF:0.492985, Len:  4, Fitness_tra: 8
Rule  8: 00008000000000000000000000000000000000000b00, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule  9: 00000000000000000000000000000000000800000030, Class:  1, CF:0.970559, Len:  2, Fitness_tra: 0
Rule 10: 00000000000000000000000b00000000c00000000000, Class:  1, CF:0.992377, Len:  2, Fitness_tra: 4
Rule 11: 00000000000000000000000000000000050009000000, Class:  0, CF:0.257734, Len:  2, Fitness_tra: 5
Rule 12: 00000000000000000000000400000008000000000000, Class:  1, CF:0.239584, Len:  2, Fitness_tra: 5
Rule 13: 000000000000000000000d0007000000000000090000, Class:  1, CF:0.837487, Len:  3, Fitness_tra: 4
Rule 14: 00000000000000000000000000000000000007000500, Class:  1, CF:0.643556, Len:  2, Fitness_tra: 4
Rule 15: 00000000000000000000000000000000000037000000, Class:  1, CF:0.880455, Len:  2, Fitness_tra: 3
Rule 16: 00000000000000000060000000000000000000000500, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 17: 00000000000000040000000000000000000000000000, Class:  1, CF:0.166796, Len:  1, Fitness_tra: 0
Rule 18: 00000700000000000000000001000000000000000000, Class:  1, CF:0.884912, Len:  2, Fitness_tra: 0
Rule 19: 00000000000000000000c00000000000000000000000, Class:  1, CF:0.31855, Len:  1, Fitness_tra: 2
Rule 20: 00000000000000000000000004000000e00000000000, Class:  1, CF:0.29391, Len:  2, Fitness_tra: 2
Rule 21: 00000000000000000000000000000000c0000000b000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 22: 04006000000e000000000000000000000000e0000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 23: 0000000000f000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 24: 0000000000000070000d000000020000c00000000000, Class:  1, CF:0.96432, Len:  4, Fitness_tra: 1
Rule 25: 00000000000000009000600000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 26: 00000000000000000000000007000008c00000000000, Class:  1, CF:0.992608, Len:  3, Fitness_tra: 1
Rule 27: 000000000000000400e0000000000000000000000000, Class:  1, CF:0.44328, Len:  2, Fitness_tra: 1
Rule 28: 000000000000000000000000000000f0000900000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 29: 00000000004000000000c00000000000000030000000, Class:  1, CF:0.998364, Len:  3, Fitness_tra: 1
Rule 30: 0000000000000000000d000300000008000000000000, Class:  1, CF:0.990293, Len:  3, Fitness_tra: 0
Rule 31: 00006000050e000000000000000000000000e0000056, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 913e113e6136e33631e663133e616111e33a93161e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000000050900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000a0000000000000e0000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1113931611afe351e91319369ee19113ee3113113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 113e3191136f31361936336631351113111611113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 9e9e33313633911366113363311136133e1611336631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0060a000600000066e0000060090009006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e31111aa331613e36e1e111e336936e6991111316193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e6339131396331333911639e1311631113ae51631119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1393151f1e133113115e1d3331131131311193a113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 391913136311311116e311633e391361e93e163361e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 13111111116113111919313152355133311131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e311eee11a13316169163133919e1139e16e1331391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13131111111611111111111511311111153113111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11111111111111111151111111111111113111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 5111e1ef3113e163a1513113ee33131113361a11aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f000000000e00500000000000000000000f000a000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000500e05000500000000000ef00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000500500005509ead0000000060e00000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1111111112313111111191351111c113138111121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 639e19111116ea3a19539339e611133391ae59311613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1151693ae11313113311e19111313113e31163311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111111111111111139151111131e2211211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000005005da00000a00000dd0000000000000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1ee11e11611663e63111a3313111e6e6316693e1e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 315331e163aa6111ae13e11911156111e33111611331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000005000000000000000000000f000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000f000000000005a0000000050d000e00000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1e511131313136116116663e31393ae31e331ee31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 369399333111161e119e311e1363e336191a91311391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ee111363161191636351131e3e1336ea361136116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1e9935e61399e131631ee3399e336131993633661116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 313e19e163119131691336111e151331911e13313e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 313611336611e331161311e151191331111633191582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 93991331393e3e166ed91199e1691311913111316191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000060000000000000006000000e09500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31361113193611513911113151111111531313511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0050000000000900000000500000000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000d00000000000000000060f060000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11e13931156631111153e13131956a36e1315313e391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31113531313119113111131911131113311311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1931e311e91111313311e133115913331e11133131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000600f0900000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31113333333113313111111131e91119111313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d20000f500000000000f000500000950ff0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000d0000000d0500000a0d0000000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 09005050000000000000500000505900000000000000, Class:  0, CF:0.424739, Len:  7, Fitness_tra: 0
Rule 84: 369e993119163631693e69113eee61e133333e613613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000000000000000500000000000f000a005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000069000900000000000000000000000fa00e00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0060a000600000066e000006009000e006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 913661333331a61316193111131133163ee123663311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000e00000f000000000000005060000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 90: 06000090900eae000000000600509a000000000a0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 010010309010e331001001e001091331001930100002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000000000a00700000000000020000c00000003000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 101010010116000100501d0011301000100010110102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00b00000000000000000000000000000000000000500, Class:  1, CF:0.285096, Len:  2, Fitness_tra: 0
Rule 95: 00000000000000000000000000000000000000000030, Class:  1, CF:0.985886, Len:  1, Fitness_tra: 27
Rule 96: 00000d05000000000d000000aa0000030055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 609019001116003010530109e601000090ae57000610, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0011100110600011191d0001003e5103310100011001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000a00000000000000f0000800000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000000c000000000d00070000000000000e0000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.6597
------Result------
Miss_rate(tra)	:14.6597
Miss_rate(tst)	:11.5385
ARL				:3.59459

------Generation 2000------
Rule  1: 000000000000000000000d0000000000000000090000, Class:  0, CF:0.355787, Len:  2, Fitness_tra: 74
Rule  2: 00000700000000000000000000000000000000000000, Class:  1, CF:0.773127, Len:  1, Fitness_tra: 42
Rule  3: 000000000000d00000000000000000000000000e0500, Class:  0, CF:0.509386, Len:  3, Fitness_tra: 24
Rule  4: 00000000000000000000000000000000000000000030, Class:  1, CF:0.985886, Len:  1, Fitness_tra: 23
Rule  5: 00000000000000000000000000000000c00000000000, Class:  1, CF:0.378105, Len:  1, Fitness_tra: 16
Rule  6: 0000000000000000000d0000000200000000000e0000, Class:  0, CF:0.438903, Len:  3, Fitness_tra: 12
Rule  7: 000000000000000000000d0000000000000000090500, Class:  0, CF:0.448046, Len:  3, Fitness_tra: 9
Rule  8: 0000000000000000000000000000000800000000c000, Class:  1, CF:0.9841, Len:  2, Fitness_tra: 9
Rule  9: 09000000000000000000000000000000000000e00000, Class:  0, CF:0.422145, Len:  2, Fitness_tra: 9
Rule 10: 00000000000000e00000000000000000050009000000, Class:  0, CF:0.617355, Len:  3, Fitness_tra: 5
Rule 11: 00000000000000040000000000000000000000000b00, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule 12: 00000000000000000000000400000008000000000000, Class:  1, CF:0.239584, Len:  2, Fitness_tra: 5
Rule 13: 00008000000000000000000000000000000000000b00, Class:  1, CF:  1, Len:  2, Fitness_tra: 5
Rule 14: 000000000000000000e0000000000000000000000000, Class:  1, CF:0.436895, Len:  1, Fitness_tra: 5
Rule 15: 00000000000000000000000000000000000007000500, Class:  1, CF:0.643556, Len:  2, Fitness_tra: 4
Rule 16: 00000000000000000060000000000000000000000500, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 17: 00000002000000080000000000007000000000000000, Class:  1, CF:0.836012, Len:  3, Fitness_tra: 3
Rule 18: 000000000000000000000d0007000000000000090000, Class:  1, CF:0.837487, Len:  3, Fitness_tra: 3
Rule 19: 00000000000000000000000b00000000c00000000000, Class:  1, CF:0.992377, Len:  2, Fitness_tra: 3
Rule 20: 00000000000000000000000000000000000037000000, Class:  1, CF:0.880455, Len:  2, Fitness_tra: 3
Rule 21: 0000000000000c040000000000000000000009000000, Class:  1, CF:0.828298, Len:  3, Fitness_tra: 3
Rule 22: 00000000000000000000000000000000050009000000, Class:  0, CF:0.257734, Len:  2, Fitness_tra: 3
Rule 23: 00000000000000000000000b00000000000020090000, Class:  1, CF:0.968799, Len:  3, Fitness_tra: 2
Rule 24: 00000000000000040000000000000000000000000000, Class:  1, CF:0.166796, Len:  1, Fitness_tra: 2
Rule 25: 01000000000000000000000000000000000000000000, Class:  1, CF:0.177265, Len:  1, Fitness_tra: 2
Rule 26: 000000000000d00000000000000b0000000000000500, Class:  1, CF:0.834013, Len:  3, Fitness_tra: 2
Rule 27: 000000000000d000000d0000000200000000000e0000, Class:  0, CF:0.492985, Len:  4, Fitness_tra: 1
Rule 28: 000000000000000000000000000000f0000900000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 29: 0000000000000070000d000000020000c00000000000, Class:  1, CF:0.96432, Len:  4, Fitness_tra: 1
Rule 30: 0000000000f000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 31: 00000000000000000000000004000000e00000000000, Class:  1, CF:0.29391, Len:  2, Fitness_tra: 1
Rule 32: 00000000000000009000600000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 33: 00000002000000040000000000007000000000000000, Class:  1, CF:0.896588, Len:  3, Fitness_tra: 1
Rule 34: 00000000000000000000000007000008c00000000000, Class:  1, CF:0.992608, Len:  3, Fitness_tra: 1
Rule 35: 00000000004000000000c00000000000000030000000, Class:  1, CF:0.998364, Len:  3, Fitness_tra: 1
Rule 36: 000000000000d0000050000000000000000000000000, Class:  0, CF:0.176883, Len:  2, Fitness_tra: 1
Rule 37: 000000000000000400e0000000000000000000000000, Class:  1, CF:0.44328, Len:  2, Fitness_tra: 0
Rule 38: 0060a000600000066e0000060090009006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e31111aa331613e36e1e111e336936e6991111316193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e6339131396331333911639e1311631113ae51631119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1393151f1e133113115e1d3331131131311193a113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 391913136311311116e311633e391361e93e163361e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 13111111116113111919313152355133311131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e311eee11a13316169163133919e1139e16e1331391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13131111111611111111111511311111153113111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11111111111111111151111111111111113111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 5111e1ef3113e163a1513113ee33131113361a11aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f000000000e00500000000000000000000f000a000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000500e05000500000000000ef00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000500500005509ead0000000060e00000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1111111112313111111191351111c113138111121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
