------Generation 0------
Rule  1: e39ee1313163311133191e139e133a1691669aaff111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 050d0d00000000000000000005000000000000000000, Class:  0, CF:0.523421, Len:  4, Fitness_tra: 2
Rule 21: 05000d000000000000000000000000000000000c0000, Class:  1, CF:0.996, Len:  3, Fitness_tra: 2
Rule 22: 00000000000000000000000000009009d00000000000, Class:  0, CF:0.389617, Len:  3, Fitness_tra: 1
Rule 23: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 24: 00000000000000000000000000000000000000010000, Class:  1, CF:0.385994, Len:  1, Fitness_tra: 1
Rule 25: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 26: 00000000fa00000000000000000000000000a0000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 27: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 28: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 29: 00000002d0000b000000000000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 30: 3333ee611131e311169e11111e1e31369911e3a33163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15111111111311111119511311112111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 32: 000000000000000000000000050090000000000e0050, Class:  0, CF:0.631676, Len:  4, Fitness_tra: 0
Rule 33: e9133511113611611313699691316a63ee6e11311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33113113313131361111613111113111153331131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000f0a0000000000000000a00500ef000a00099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1133611f1e1e131163111539e3156631333a11316616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 931913e9991113111319133e6a1e3a11311e533163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9111911113131131131e11193911133399333111193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3633311131af111e11163e131113111a91e11a361933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000500f000000000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 60000000600a09e0000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 16131ee31333633363933931e3156a663e639161f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9316e9e11e6313391e31e331eee33113196ee333363e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3131111111331111331e131151393316593113315511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 313a19116313139163e111611e191a161e6e133393e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 36311916631361161e96e1191e116661131313111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e111116613113636f11113316aa61a31e13691163319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00050d00a0000060a00000500000000000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000050000f00000000000000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0506000000000000900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13113e1691e36e3161d911e331356331616331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3131e331e1313393931599335395e111111633333113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000000000000000500000000f000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 3933153ee1a11111191539151191113633111e355151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000a0a000a0000000000000005900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 313313e3191e63e16e111e111133aa63e9e61116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 365991136e1ee1161139311331131a11191616136616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 513133111111333111113311111311111e3115116691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000f0006009000000000009a0000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1e593361133636191313333155111311111133111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 60000000660a00e000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 313339ea1e316661631335111133313ae111131f36e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33111111111311111111111111311133111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e15e1113111911316391e1131163161155363a311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000a0e00fff00a000000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3e931e361e16911a133e919931191a1aee31916a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3331e1ea33a66ee6631131931699ef1a933ee6e6ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e13111161316f616131963e991e9136a111953613119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36313113311f1153611e111151113131996116111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1313e3336663193169111e11e699311f111331e1191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 9e9111e119631311131e915331616313e33613361331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 31311111111111113151111121111113131111512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33e331333ea39613319313111139611f9116e1111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e13e1e1611611eee16931e319319613a313633113693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131311e11311e6163ee1113396611111113333931e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e61639131636e113e1e3111133e9116a31131336333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 313951311163e133331991e11131331319e6316311e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00500000000059000000000500000090000a00900009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e35913113363ee333111311115113333133311111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000d050000f0000d0f0000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000d00a00000000000000000000000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0060000000a000000000006000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000a000000000000000000009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 050d0d00000000000000000005000000000000000000, Class:  0, CF:0.523421, Len:  0, Fitness_tra: 0
Rule 86: 000000f00d000000000d000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000000000005000000000000000000000, Class:  0, CF:0.105776, Len:  1, Fitness_tra: 0
Rule 88: 00000000000000000000500005000000000000000000, Class:  0, CF:0.301677, Len:  2, Fitness_tra: -1
Rule 89: 000000f000000500906af000ff000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000009500000000f0000fc209f06a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000000000000000000000000009009000000000000, Class:  0, CF:0.321141, Len:  2, Fitness_tra: -1
Rule 92: e1131e6611313631111113351aa61136e13193a63119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 07000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 94: 31331c03191e63e16e111e111133aa63e9e61116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0311001691e30e0096d010e33135033e01003ae00001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0030002601001e0e06031e309010910a310630010003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 070000c0000009080000300000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000d000000090000000000000000c000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule100: 0000000000000c000000000007000000000000090000, Class:  1, CF:0.991017, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.8272
------Result------
Miss_rate(tra)	:12.8272
Miss_rate(tst)	:25.9259
ARL				:3.17949

------Generation 2000------
Rule  1: 00000d00000000000000000000000000000000090000, Class:  0, CF:0.467322, Len:  2, Fitness_tra: 98
Rule  2: 00000000000000000000000070000000000000000000, Class:  1, CF:0.961958, Len:  1, Fitness_tra: 31
Rule  3: 00000800000000000000000000000000000000000c00, Class:  1, CF:0.902525, Len:  2, Fitness_tra: 21
Rule  4: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  1, Fitness_tra: 21
Rule  5: 00000000000000000000000000070000000000000000, Class:  1, CF:0.618615, Len:  1, Fitness_tra: 18
Rule  6: 07000000000000000000000000000000000000000000, Class:  1, CF:0.729305, Len:  1, Fitness_tra: 11
Rule  7: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  1, Fitness_tra: 13
Rule  8: 000000c0000000000000000000000000000000000000, Class:  1, CF:0.660083, Len:  1, Fitness_tra: 11
Rule  9: 00000000070000000000000000000000000000000000, Class:  1, CF:0.734816, Len:  1, Fitness_tra: 10
Rule 10: 00000000000000000000000005000000000000090000, Class:  0, CF:0.459474, Len:  2, Fitness_tra: 9
Rule 11: 00000000000000000000000007000000020000000000, Class:  1, CF:0.952628, Len:  2, Fitness_tra: 8
Rule 12: 000c000000000000000000000000000000000d000000, Class:  1, CF:0.426496, Len:  2, Fitness_tra: 3
Rule 13: 05000000000000000000000000000000000000090000, Class:  0, CF:0.376271, Len:  2, Fitness_tra: 6
Rule 14: 05000000000000000000000007000000000000000000, Class:  1, CF:0.952069, Len:  2, Fitness_tra: 5
Rule 15: 000000d000000000000000000000000c000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule 16: 0000000005000000000000000000c000000000000000, Class:  1, CF:0.62961, Len:  2, Fitness_tra: 4
Rule 17: 00000000000000000000000000000000000000080000, Class:  1, CF:0.220822, Len:  1, Fitness_tra: 3
Rule 18: 0000000000000c000000000000000000000000090000, Class:  1, CF:0.730046, Len:  2, Fitness_tra: 3
Rule 19: 00000000000000e00000000000000900000000000000, Class:  0, CF:0.391376, Len:  2, Fitness_tra: 3
Rule 20: 000000000000000000000000000000000000000000c0, Class:  1, CF:0.232191, Len:  1, Fitness_tra: 3
Rule 21: 00000002000000000000000000000000000000090000, Class:  0, CF:0.318426, Len:  2, Fitness_tra: 4
Rule 22: 05000d000000000000000000000000000000000c0000, Class:  1, CF:0.996, Len:  3, Fitness_tra: 2
Rule 23: 0000000200000000000000000100000c000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule 24: 000c0000000000000000050000000000000000000000, Class:  1, CF:0.435978, Len:  2, Fitness_tra: 1
Rule 25: 050d0d00000000000000000005000000000000000000, Class:  0, CF:0.523421, Len:  4, Fitness_tra: 1
Rule 26: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 27: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 28: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 29: 05020d00000000000000000005000000000000000000, Class:  0, CF:0.50668, Len:  4, Fitness_tra: 1
Rule 30: 00000000fa00000000000000000000000000a0000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 31: 000c0000000000000000050000000000020000000000, Class:  1, CF:0.418477, Len:  3, Fitness_tra: 0
Rule 32: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 33: e9133511113611611313699691316a63ee6e11311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33113113313131361111613111113111153331131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000f0a0000000000000000a00500ef000a00099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1133611f1e1e131163111539e3156631333a11316616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 931913e9991113111319133e6a1e3a11311e533163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9111911113131131131e11193911133399333111193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3633311131af111e11163e131113111a91e11a361933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000500f000000000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 60000000600a09e0000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 16131ee31333633363933931e3156a663e639161f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9316e9e11e6313391e31e331eee33113196ee333363e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3131111111331111331e131151393316593113315511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 313a19116313139163e111611e191a161e6e133393e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 36311916631361161e96e1191e116661131313111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e111116613113636f11113316aa61a31e13691163319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00050d00a0000060a00000500000000000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000050000f00000000000000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0506000000000000900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13113e1691e36e3161d911e331356331616331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3131e331e1313393931599335395e111111633333113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000000000000000500000000f000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 3933153ee1a11111191539151191113633111e355151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000a0a000a0000000000000005900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 313313e3191e63e16e111e111133aa63e9e61116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 365991136e1ee1161139311331131a11191616136616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 513133111111333111113311111311111e3115116691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000f0006009000000000009a0000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1e593361133636191313333155111311111133111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 60000000660a00e000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 313339ea1e316661631335111133313ae111131f36e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33111111111311111111111111311133111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e15e1113111911316391e1131163161155363a311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000a0e00fff00a000000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3e931e361e16911a133e919931191a1aee31916a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3331e1ea33a66ee6631131931699ef1a933ee6e6ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e13111161316f616131963e991e9136a111953613119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36313113311f1153611e111151113131996116111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1313e3336663193169111e11e699311f111331e1191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 9e9111e119631311131e915331616313e33613361331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 31311111111111113151111121111113131111512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33e331333ea39613319313111139611f9116e1111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e13e1e1611611eee16931e319319613a313633113693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131311e11311e6163ee1113396611111113333931e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e61639131636e113e1e3111133e9116a31131336333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 313951311163e133331991e11131331319e6316311e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00500000000059000000000500000090000a00900009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e35913113363ee333111311115113333133311111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000f00d000000000d000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0500000000000000000000000000000000af00000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 85: 6000f6050000000000055000000000000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000a000a0000000090000900900000000ee0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000009500000000f0000fc209f06a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000000000000000005000000000000000000000, Class:  0, CF:0.105776, Len:  1, Fitness_tra: 0
Rule 89: 05000000000050000a00000000000000000000000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000f000000fc550505500000000f0500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000005000000000f0550505500000c0000500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000000000f000000000001000070000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 311e3e133161113e11111e311119311a153633111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000c0000000000002000000000000000000000000000, Class:  1, CF:0.429874, Len:  2, Fitness_tra: 12
Rule 96: 000000000000000000000000000400000a0090090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 97: 60000000f00000000000c000d0000000800000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000000050000000000000000000000000000000000, Class:  0, CF:0.120288, Len:  1, Fitness_tra: 0
Rule 99: 6030013e6163e9e3331901011d31800709e6000310d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00001013001901306301e0031560000155360a011600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.1623
------Result------
Miss_rate(tra)	:9.1623
Miss_rate(tst)	:18.5185
ARL				:2.02632

------Generation 3000------
Rule  1: 00000d00000000000000000000000000000000090000, Class:  0, CF:0.467322, Len:  2, Fitness_tra: 97
Rule  2: 00000000000000000000000070000000000000000000, Class:  1, CF:0.961958, Len:  1, Fitness_tra: 31
Rule  3: 00000800000000000000000000000000000000000c00, Class:  1, CF:0.902525, Len:  2, Fitness_tra: 21
Rule  4: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  1, Fitness_tra: 11
Rule  5: 00000000000000000000000000070000000000000000, Class:  1, CF:0.618615, Len:  1, Fitness_tra: 18
Rule  6: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  1, Fitness_tra: 13
Rule  7: 000c0000000000002000000000000000000000000000, Class:  1, CF:0.429874, Len:  2, Fitness_tra: 12
Rule  8: 07000000000000000000000000000000000000000000, Class:  1, CF:0.729305, Len:  1, Fitness_tra: 11
Rule  9: 000000c0000000000000000000000000000000000000, Class:  1, CF:0.660083, Len:  1, Fitness_tra: 11
Rule 10: 00000000070000000000000000000000000000000000, Class:  1, CF:0.734816, Len:  1, Fitness_tra: 10
Rule 11: 00000000000000000000000005000000000000090000, Class:  0, CF:0.459474, Len:  2, Fitness_tra: 7
Rule 12: 00000000000000000000000007000000020000000000, Class:  1, CF:0.952628, Len:  2, Fitness_tra: 8
Rule 13: 05000000000000000000000000000000000000090000, Class:  0, CF:0.376271, Len:  2, Fitness_tra: 6
Rule 14: 05000000000000000000000007000000000000000000, Class:  1, CF:0.952069, Len:  2, Fitness_tra: 5
Rule 15: 000000d000000000000000000000000c000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule 16: 0000000005000000000000000000c000000000000000, Class:  1, CF:0.62961, Len:  2, Fitness_tra: 4
Rule 17: 00000002000000000000000000000000000000090000, Class:  0, CF:0.318426, Len:  2, Fitness_tra: 4
Rule 18: 00000000000000000000000000000000000000080000, Class:  1, CF:0.220822, Len:  1, Fitness_tra: 4
Rule 19: 00000000000000e00000000000000900000000000000, Class:  0, CF:0.391376, Len:  2, Fitness_tra: 3
Rule 20: 000000000000000000000000000000000000000000c0, Class:  1, CF:0.232191, Len:  1, Fitness_tra: 3
Rule 21: 0000000000000c000000000000000000000000090000, Class:  1, CF:0.730046, Len:  2, Fitness_tra: 3
Rule 22: 000c000000000000000000000000000000000d000000, Class:  1, CF:0.426496, Len:  2, Fitness_tra: 3
Rule 23: 05000d000000000000000000000000000000000c0000, Class:  1, CF:0.996, Len:  3, Fitness_tra: 2
Rule 24: 0000000200000000000000000100000c000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule 25: 000c0000000000000000050000000000000000000000, Class:  1, CF:0.435978, Len:  2, Fitness_tra: 1
Rule 26: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 27: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 28: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 29: 05020d00000000000000000005000000000000000000, Class:  0, CF:0.50668, Len:  4, Fitness_tra: 1
Rule 30: 00000000fa00000000000000000000000000a0000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 31: 050d0d00000000000000000005000000000000000000, Class:  0, CF:0.523421, Len:  4, Fitness_tra: 1
Rule 32: 000c0000000000000000050000000000020000000000, Class:  1, CF:0.418477, Len:  3, Fitness_tra: 0
Rule 33: e9133511113611611313699691316a63ee6e11311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33113113313131361111613111113111153331131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000f0a0000000000000000a00500ef000a00099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1133611f1e1e131163111539e3156631333a11316616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 931913e9991113111319133e6a1e3a11311e533163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9111911113131131131e11193911133399333111193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3633311131af111e11163e131113111a91e11a361933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000500f000000000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 60000000600a09e0000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 16131ee31333633363933931e3156a663e639161f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9316e9e11e6313391e31e331eee33113196ee333363e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3131111111331111331e131151393316593113315511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 313a19116313139163e111611e191a161e6e133393e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 36311916631361161e96e1191e116661131313111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e111116613113636f11113316aa61a31e13691163319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00050d00a0000060a00000500000000000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000050000f00000000000000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0506000000000000900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13113e1691e36e3161d911e331356331616331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3131e331e1313393931599335395e111111633333113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000000000000000500000000f000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 3933153ee1a11111191539151191113633111e355151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000a0a000a0000000000000005900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 313313e3191e63e16e111e111133aa63e9e61116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 365991136e1ee1161139311331131a11191616136616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 513133111111333111113311111311111e3115116691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000f0006009000000000009a0000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1e593361133636191313333155111311111133111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 60000000660a00e000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 313339ea1e316661631335111133313ae111131f36e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33111111111311111111111111311133111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e15e1113111911316391e1131163161155363a311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000a0e00fff00a000000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3e931e361e16911a133e919931191a1aee31916a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3331e1ea33a66ee6631131931699ef1a933ee6e6ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
