------Generation 0------
Rule  1: 3331931113119913131331133319916a6e19531e1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 161611e111661ee16311111e1e1331a11e33131e1e19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9e931113313a3111165e3e61116139119111e1a116e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e311131e111361e36913136e3693136eee631333693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311111111e111113111111211311111113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000a0000d000f00000000000000090000000d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a0000000000000050000000000000000050000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d20000f500f0000000000000a000d000fa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0050000f0af900000f0af00000a00059d000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000a0a000000000090000000900000000e90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 131631663363e159331111111191911a9e3313115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 050d00000500e50000000000950000000000000e0000, Class:  0, CF:0.460121, Len:  8, Fitness_tra: 0
Rule 53: 1e993916131aee363196e1ee33e113663e13e66633e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000d00000000000e000000050000000000000e0009, Class:  0, CF:0.610287, Len:  5, Fitness_tra: 0
Rule 55: 3e1e3133313331613e13139311999331111333113353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111611336161139e36161ee9e1133161e33611111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 33311e3111363361131313139193113a111329113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 131e5311163a3116e1e33331e3e11666113116161139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11111511111111111113311111911111131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000a0000d00000000000000000000000000d0090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: 0000000500ff050000000000006000000000090000ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 333e111661311119eee39e13913166133313e1616191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000f0000000000000000f000000d0e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 05000000f000000000000d0000a0090e00f0000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161e9933311116313196191911e9111fe16131e6a396, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 9e9e1193e11333e3311e311631e11633e31393613391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 111a1361e161e11e13511e933991e1311911166131e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000f0000500000005900000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e0000560000000000600006000000e09000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000050000009000500000060000005000f00000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 72: 1311111191131111331511112111111111e111112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33113931313a11113e11113e9331111a9e3159131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 115111311163313e1311611113199391153313131399, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11511ee113111113a191311ee19111111e1116331131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1e93933136613319a35163613169ee11913633163951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6009000000aa000000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e3e6116311f311e1e31e663e39991361111311119313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000000000000000000000000900000960000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 80: 13131113313a93151113113511313113191311115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000000000000000000000500000000000fa00, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 82: 00000000000009000000000005000000000000000000, Class:  0, CF:0.374282, Len:  0, Fitness_tra: 0
Rule 83: 0000a000a000a00f0f00000000000099000000f0a005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 39513eeee39e61311651119311911161163311333333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000f00050000000005000000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 5315a311399313311e1951e13e15116a9e36193a139e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000d000000000000f00000000000f000d0000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: 99311361ee66e3a311e113311311316e331139131119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d80000f500f0000000000000a000d000ff0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000f00050000000500000000000d000e00050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000000000000000000000070000000000e0000, Class:  0, CF:0.0167312, Len:  2, Fitness_tra: 0
Rule 92: 161e333f311e3a33139e1111131111668e3633131613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000000000000000000000000000000000000c00, Class:  1, CF:0.884878, Len:  0, Fitness_tra: 0
Rule 94: 00000960093900001000006300001a33001e903e1e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00a0000000000d00000000000d000000000000059e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 005f000f00f00000050af000aaa000590005000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 010000e0e30000003001300000007c01060600a10000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1191994119611211a35163613e131a3111169e3a1e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 31e315e6e3e36ee13111e3113ee1611191e613616197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000000000000000c0000000000000000000000, Class:  1, CF:0.496749, Len:  1, Fitness_tra: 19
------Current------
Miss_rate(tra)	:17.2775
------Result------
Miss_rate(tra)	:17.2775
Miss_rate(tst)	:11.5385
ARL				:4.1

------Generation 2000------
Rule  1: 00000000000000000000000000000000d000000e0000, Class:  0, CF:0.47708, Len:  2, Fitness_tra: 65
Rule  2: 00000000000000000000000000000000000000000c00, Class:  1, CF:0.884878, Len:  1, Fitness_tra: 39
Rule  3: 000000000000000000000000000000000000000e0000, Class:  0, CF:0.366548, Len:  1, Fitness_tra: 29
Rule  4: 000000000000000000000c0000000000000000000000, Class:  1, CF:0.496749, Len:  1, Fitness_tra: 21
Rule  5: 00000000000000000000000007000000000008000000, Class:  1, CF:0.974285, Len:  2, Fitness_tra: 16
Rule  6: 000c0000000000000000000000000000000000000000, Class:  1, CF:0.412039, Len:  1, Fitness_tra: 16
Rule  7: 00000000000000000000000000007000000000000000, Class:  1, CF:0.874454, Len:  1, Fitness_tra: 13
Rule  8: 0000000000000000000000000d0d00000000000090d0, Class:  0, CF:0.493696, Len:  4, Fitness_tra: 9
Rule  9: 00000b00000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 8
Rule 10: 00000000000000000000000000000000700000000000, Class:  1, CF:0.586596, Len:  1, Fitness_tra: 7
Rule 11: 00000000000000050000000000000000dd0000000000, Class:  0, CF:0.292519, Len:  3, Fitness_tra: 6
Rule 12: 80000000000000050000000000000000d00000000000, Class:  0, CF:0.314768, Len:  3, Fitness_tra: 6
Rule 13: 0000000000000000000c000000000000000000000000, Class:  1, CF:0.481043, Len:  1, Fitness_tra: 7
Rule 14: 0000000000000000000000000700000e000000000000, Class:  1, CF:0.925575, Len:  2, Fitness_tra: 5
Rule 15: 000000000000000000800000000000900000000e0000, Class:  0, CF:0.514911, Len:  3, Fitness_tra: 5
Rule 16: 00000000000000000000060000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: 050000000000000000000000000000000000000e0000, Class:  0, CF:0.40953, Len:  2, Fitness_tra: 3
Rule 18: 0000000000000000000000000000000e000000000000, Class:  0, CF:0.192421, Len:  1, Fitness_tra: 2
Rule 19: 0500000000000000000000000000000e000000000000, Class:  0, CF:0.245489, Len:  2, Fitness_tra: 2
Rule 20: 00000000000000050000000000000000d00000000000, Class:  0, CF:0.257395, Len:  2, Fitness_tra: 1
Rule 21: 00000000000500000009000000000095d00000000000, Class:  0, CF:0.396531, Len:  5, Fitness_tra: 1
Rule 22: 00000000000000000000000000000000000000010000, Class:  1, CF:0.381447, Len:  1, Fitness_tra: 1
Rule 23: 000000000000000000000000dd0d00000000000090d0, Class:  0, CF:0.520937, Len:  5, Fitness_tra: 1
Rule 24: 00000000000000000000000000007000040000000000, Class:  1, CF:0.903484, Len:  2, Fitness_tra: 1
Rule 25: 0500000000000000000000000d0000000000000090d0, Class:  0, CF:0.502219, Len:  4, Fitness_tra: 1
Rule 26: 00000000000500050009000000000005d00000000000, Class:  0, CF:0.438481, Len:  5, Fitness_tra: 1
Rule 27: 00000000000000000000000007007000000008000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 28: 000060060000660af9e0000000000f00000090000e05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00a0005000000d00000050000f000000500000550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000060000005000000000500000e590d0000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161e131f311a1a33139e361113e113163e1633131693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000d0000000000000000000000600099000000f90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 35111111111111121111111121111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: d0000600550000005d05000500005000000500000000, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 11111211151111111151111122311111111133111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1133e111116a11393131e1e1911163333136113e3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8d0006f0a005f00000af000500000009000020090028, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e33e19e661113131eee31191313916311ee11611315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11e1396119311311113139633e131a33111e9e3a1e16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 31511531111115111653151113311313533633331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 161611e111661ee16311111e1e1331a11e33131e1e19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9e931113313a3111165e3e61116139119111e1a116e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e311131e111361e36913136e3693136eee631333693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311111111e111113111111211311111113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000a0000d000f00000000000000090000000d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a0000000000000050000000000000000050000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d20000f500f0000000000000a000d000fa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0050000f0af900000f0af00000a00059d000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000a0a000000000090000000900000000e90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 131631663363e159331111111191911a9e3313115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 050d00000500e50000000000950000000000000e0000, Class:  0, CF:0.460121, Len:  8, Fitness_tra: 0
Rule 53: 1e993916131aee363196e1ee33e113663e13e66633e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000d00000000000e000000050000000000000e0009, Class:  0, CF:0.610287, Len:  5, Fitness_tra: 0
Rule 55: 3e1e3133313331613e13139311999331111333113353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111611336161139e36161ee9e1133161e33611111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 33311e3111363361131313139193113a111329113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 131e5311163a3116e1e33331e3e11666113116161139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11111511111111111113311111911111131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000a0000d00000000000000000000000000d0090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: 0000000500ff050000000000006000000000090000ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 333e111661311119eee39e13913166133313e1616191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000f0000000000000000f000000d0e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 05000000f000000000000d0000a0090e00f0000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161e9933311116313196191911e9111fe16131e6a396, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 9e9e1193e11333e3311e311631e11633e31393613391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 111a1361e161e11e13511e933991e1311911166131e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000f0000500000005900000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e0000560000000000600006000000e09000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000050000009000500000060000005000f00000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 72: 1311111191131111331511112111111111e111112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33113931313a11113e11113e9331111a9e3159131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 115111311163313e1311611113199391153313131399, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11511ee113111113a191311ee19111111e1116331131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1e93933136613319a35163613169ee11913633163951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6009000000aa000000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e3e6116311f311e1e31e663e39991361111311119313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000000000000000000000000900000960000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 80: 13131113313a93151113113511313113191311115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000005000000000000000ff00000000000000a00, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 82: 5050a69e00900000090000000000e000600f00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000a000000000000000500000000000000a00000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 84: 0000000000005000000000000000000e000000000000, Class:  0, CF:0.226791, Len:  2, Fitness_tra: 1
Rule 85: 1131133313113f13e3151113311111615193553a3111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 31151e3131631636661e119319316613e1e1166a1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000f0000e0d0000000000e0d05000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00050d05000000a9000000000000600ed0000000e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d0000600550000005d05000500005000000500000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 90: 0050000000000000000000000000000000f000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 10109003311016003006100901e0700f01013006a096, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e3e6116311f311e1e31e663e39991361111321119313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000050000009000500000060000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 1000e101010000300000000097010300300610000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000000000000000000000000000000000800e0000, Class:  0, CF:0.386311, Len:  2, Fitness_tra: 5
Rule 96: 0500006600000000000000000000000e76c000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000f0a0000000f00000a00a00050d0000090f010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0a50000f0af900000f0af600d0a00059d000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000005000000800000040000955000000e0000, Class:  0, CF:0.51565, Len:  7, Fitness_tra: 0
Rule100: 00000b000000000000000000000000000000000e0086, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.8743
------Result------
Miss_rate(tra)	:13.8743
Miss_rate(tst)	:11.5385
ARL				:3.95122

------Generation 3000------
Rule  1: 00000000000000000000000000000000d000000e0000, Class:  0, CF:0.47708, Len:  2, Fitness_tra: 67
Rule  2: 00000000000000000000000000000000000000000c00, Class:  1, CF:0.884878, Len:  1, Fitness_tra: 37
Rule  3: 000000000000000000000000000000000000000e0000, Class:  0, CF:0.366548, Len:  1, Fitness_tra: 30
Rule  4: 000000000000000000000c0000000000000000000000, Class:  1, CF:0.496749, Len:  1, Fitness_tra: 19
Rule  5: 00000000000000000000000007000000000008000000, Class:  1, CF:0.974285, Len:  2, Fitness_tra: 15
Rule  6: 000c0000000000000000000000000000000000000000, Class:  1, CF:0.412039, Len:  1, Fitness_tra: 15
Rule  7: 00000000000000000000000000007000000000000000, Class:  1, CF:0.874454, Len:  1, Fitness_tra: 13
Rule  8: 0000000c080000000000000000000000000000000000, Class:  1, CF:0.945079, Len:  2, Fitness_tra: 10
Rule  9: 0000000000000000000000000d0d00000000000090d0, Class:  0, CF:0.493696, Len:  4, Fitness_tra: 9
Rule 10: 00000b00000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 8
Rule 11: 00000000000000000000000000000000700000000000, Class:  1, CF:0.586596, Len:  1, Fitness_tra: 7
Rule 12: 00000000000000050000000000000000dd0000000000, Class:  0, CF:0.292519, Len:  3, Fitness_tra: 6
Rule 13: 80000000000000050000000000000000d00000000000, Class:  0, CF:0.314768, Len:  3, Fitness_tra: 6
Rule 14: 0000000000000000000000000700000e000000000000, Class:  1, CF:0.925575, Len:  2, Fitness_tra: 5
Rule 15: 000000000000000000800000000000900000000e0000, Class:  0, CF:0.514911, Len:  3, Fitness_tra: 5
Rule 16: 000000000000000000000000000000000000800e0000, Class:  0, CF:0.386311, Len:  2, Fitness_tra: 5
Rule 17: 0000000000000000000c000000000000000000000000, Class:  1, CF:0.481043, Len:  1, Fitness_tra: 5
Rule 18: 00000000000000000000060000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 19: 050000000000000000000000000000000000000e0000, Class:  0, CF:0.40953, Len:  2, Fitness_tra: 3
Rule 20: 0000000000000000000000000000000e000000000000, Class:  0, CF:0.192421, Len:  1, Fitness_tra: 2
Rule 21: 00000000000000050000000000000000d00000000000, Class:  0, CF:0.257395, Len:  2, Fitness_tra: 3
Rule 22: 0500000000000000000000000000000e000000000000, Class:  0, CF:0.245489, Len:  2, Fitness_tra: 2
Rule 23: 00000000000000000000000000000000000000010000, Class:  1, CF:0.381447, Len:  1, Fitness_tra: 1
Rule 24: 000000000000000000000000dd0d00000000000090d0, Class:  0, CF:0.520937, Len:  5, Fitness_tra: 1
Rule 25: 0500000000000000000000000d0000000000000090d0, Class:  0, CF:0.502219, Len:  4, Fitness_tra: 1
Rule 26: 00000000000500050009000000000005d00000000000, Class:  0, CF:0.438481, Len:  5, Fitness_tra: 1
Rule 27: 0000000000005000000000000000000e000000000000, Class:  0, CF:0.226791, Len:  2, Fitness_tra: 1
Rule 28: 00008000000000000009000000000005000000000000, Class:  0, CF:0.22881, Len:  3, Fitness_tra: 1
Rule 29: 00000000000000000000000070000000000000000c00, Class:  1, CF:0.957561, Len:  2, Fitness_tra: 1
Rule 30: 0000000000000000000000002000000000000c000000, Class:  1, CF:0.178489, Len:  2, Fitness_tra: 1
Rule 31: 00000000000000000000000000007000040000000000, Class:  1, CF:0.903484, Len:  2, Fitness_tra: 0
Rule 32: 161e131f311a1a33139e361113e113163e1633131693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000d0000000000000000000000600099000000f90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 35111111111111121111111121111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: d0000600550000005d05000500005000000500000000, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 11111211151111111151111122311111111133111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1133e111116a11393131e1e1911163333136113e3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8d0006f0a005f00000af000500000009000020090028, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e33e19e661113131eee31191313916311ee11611315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11e1396119311311113139633e131a33111e9e3a1e16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 31511531111115111653151113311313533633331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 161611e111661ee16311111e1e1331a11e33131e1e19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9e931113313a3111165e3e61116139119111e1a116e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e311131e111361e36913136e3693136eee631333693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311111111e111113111111211311111113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000a0000d000f00000000000000090000000d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a0000000000000050000000000000000050000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d20000f500f0000000000000a000d000fa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0050000f0af900000f0af00000a00059d000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000a0a000000000090000000900000000e90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 131631663363e159331111111191911a9e3313115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 050d00000500e50000000000950000000000000e0000, Class:  0, CF:0.460121, Len:  8, Fitness_tra: 0
Rule 53: 1e993916131aee363196e1ee33e113663e13e66633e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000d00000000000e000000050000000000000e0009, Class:  0, CF:0.610287, Len:  5, Fitness_tra: 0
Rule 55: 3e1e3133313331613e13139311999331111333113353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111611336161139e36161ee9e1133161e33611111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 33311e3111363361131313139193113a111329113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 131e5311163a3116e1e33331e3e11666113116161139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11111511111111111113311111911111131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000a0000d00000000000000000000000000d0090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: 0000000500ff050000000000006000000000090000ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 333e111661311119eee39e13913166133313e1616191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000f0000000000000000f000000d0e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 05000000f000000000000d0000a0090e00f0000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161e9933311116313196191911e9111fe16131e6a396, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 9e9e1193e11333e3311e311631e11633e31393613391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 111a1361e161e11e13511e933991e1311911166131e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000f0000500000005900000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e0000560000000000600006000000e09000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000050000009000500000060000005000f00000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 72: 1311111191131111331511112111111111e111112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33113931313a11113e11113e9331111a9e3159131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 115111311163313e1311611113199391153313131399, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11511ee113111113a191311ee19111111e1116331131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1e93933136613319a35163613169ee11913633163951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6009000000aa000000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e3e6116311f311e1e31e663e39991361111311119313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000000000000000000000000900000960000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 80: 13131113313a93151113113511313113191311115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000a0000500000005900000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000a000a000a00f0f00000000000099000000f0a005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 119961eee193331631d191133191363a116191313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 05500000a00000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000ffae0f0000a0a500600000000000fd0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1139eee3631311366e1e11333e933a169e133113a631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000500000009000000000099d00000000000, Class:  0, CF:0.420252, Len:  5, Fitness_tra: 0
Rule 88: 0000000000000000000000000000500000000000fa00, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
