------Generation 0------
Rule  1: 000900000000050000000050000000e0000f500095d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161319e333fa93e663e613191e13363a131311131199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0a0000f000000000000f00000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 6633e513313111916611311591111111991313115511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11111133913311113111e11121111113113119311118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13e11193111a3363361313191119113a366116e3169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 63133113a31f16116e9e1135151113113e33331e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000d0090000005000000000d00606060000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 631315e1e11333e1ee9ee3333ee11a3f961313161113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111111e133119191a113113115111113313e11131155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 999315ea63e36133131631e91111631a313613661ae6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0e000009000006e00000000000000000000090000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111e153111113111335e31155d111113111111195511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1113e96e31e133163353e3333a11633ae91655366113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31363e13611616116113613933951116ee16319311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311395116313133366513191116e13e619161e111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: a000f000a000f0000f00900500000ee90000000e0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0a0000f000000000000f00000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000a0e00f0000a090000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000a000000000000000006000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 02000000000000000005f000000090f0000000090000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 85: 36611533113f13e163e1135333191313333333e63931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000a0000000000000000000090000e0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000000000006000000e00000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000f000d000000000000050900000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11333116136313131119131933133e63111e13361193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000fa00000000000000000da000000009000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000000000e00030000000000000c000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: 6f3319136314933661e31619e99e3396131311331611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0010ee0109a00a00643e00060190901a096100000010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000000000009020000000020000000900000e000d0, Class:  0, CF:0.594342, Len:  6, Fitness_tra: 0
Rule 95: 3a136561f31631911a919615e399393f311111336111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0500020000099900056f000000d0009000050d00f0d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000009000000000000000000000c060000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 98: 0003110110a03901d11009015003000000d013150000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000000700500000000000000000e001000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 0000000000000000900000000000000000000c000000, Class:  1, CF:0.251139, Len:  2, Fitness_tra: 2
------Current------
Miss_rate(tra)	:14.3979
------Result------
Miss_rate(tra)	:14.3979
Miss_rate(tst)	:30.7692
ARL				:2.56098

------Generation 900------
Rule  1: 0000000000000000000000000c000000000000000000, Class:  1, CF:0.758074, Len:  1, Fitness_tra: 56
Rule  2: 0000000000000e00000000000d000000000000000000, Class:  0, CF:0.505637, Len:  2, Fitness_tra: 41
Rule  3: 000000000000090000000000800000000000000000d0, Class:  0, CF:0.507277, Len:  3, Fitness_tra: 40
Rule  4: 00000000000000000000000000000c00000000000000, Class:  1, CF:0.955813, Len:  1, Fitness_tra: 34
Rule  5: 000000000000000200000000000000000000000090d0, Class:  0, CF:0.34286, Len:  3, Fitness_tra: 16
Rule  6: 00000000000009000000000000000000000000000000, Class:  0, CF:0.258743, Len:  1, Fitness_tra: 14
Rule  7: 00000000000000000000000000000008000000000400, Class:  1, CF:0.379161, Len:  2, Fitness_tra: 10
Rule  8: 00000070000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 8
Rule  9: 000000000000000200000005000000000000200000d0, Class:  0, CF:0.442094, Len:  4, Fitness_tra: 8
Rule 10: 00000000000000300000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 7
Rule 11: 0000000000000e000000000000000000000000009000, Class:  0, CF:0.468108, Len:  2, Fitness_tra: 6
Rule 12: 0000000080000e000000000000000000000000009000, Class:  0, CF:0.541875, Len:  3, Fitness_tra: 6
Rule 13: 0000000000000000000000000000000800000c000000, Class:  1, CF:0.451634, Len:  2, Fitness_tra: 4
Rule 14: 00000000000000000000000000000008000000000000, Class:  1, CF:0.168559, Len:  1, Fitness_tra: 2
Rule 15: 000000000090000000000000800000000000000000d0, Class:  0, CF:0.287245, Len:  3, Fitness_tra: 2
Rule 16: 0000000000e00000000000000000c000000000000000, Class:  1, CF:0.684523, Len:  2, Fitness_tra: 2
Rule 17: 00000000000000000a00000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 18: 0000000000000500000000000000000e000000000000, Class:  0, CF:0.311627, Len:  2, Fitness_tra: 2
Rule 19: 0000000000000000900000000000000000000c000000, Class:  1, CF:0.251139, Len:  2, Fitness_tra: 2
Rule 20: 0000000000e0000000000000000000000000000000d0, Class:  0, CF:0.23775, Len:  2, Fitness_tra: 2
Rule 21: 00d0000000000000000000000000c000000000000000, Class:  1, CF:0.680003, Len:  2, Fitness_tra: 2
Rule 22: 0000000000000000000000c000000000000000000400, Class:  1, CF:0.623447, Len:  2, Fitness_tra: 1
Rule 23: 000000000000000000000000000000f0000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 24: 00e00000000000000000c00000000000000000000000, Class:  1, CF:0.512125, Len:  2, Fitness_tra: 1
Rule 25: 0006000000000000900000000000000000000a000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 26: 0000a000000000000000000000000009000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 27: 0000000000e000000000060000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 28: 0000000000c000000000c00000000000000000000000, Class:  1, CF:0.974543, Len:  2, Fitness_tra: 1
Rule 29: 00e000000000000000000000000000000000000090d0, Class:  0, CF:0.43027, Len:  3, Fitness_tra: 1
Rule 30: 0000000000000b000000000000000000000020000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 31: 0000000000000000000800000000000000000c000000, Class:  1, CF:0.237062, Len:  2, Fitness_tra: 0
Rule 32: 0000000000000e0000000000800000000000000090d0, Class:  0, CF:0.568301, Len:  4, Fitness_tra: 0
Rule 33: 0000000000000900000000002d0d00000000000090d0, Class:  0, CF:0.668125, Len:  6, Fitness_tra: 0
Rule 34: 00000000000009000000000700000000000000000000, Class:  1, CF:0.571114, Len:  2, Fitness_tra: 0
Rule 35: 0000000000e000000000000000000c00000000000000, Class:  1, CF:0.916333, Len:  2, Fitness_tra: 0
Rule 36: 933331e1633111e131169399111316131133116a33e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1131193ae1e1e1113981193635931131e11e91133e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 311e3133af1f9111613113333e11a61a1633e1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3363113335196f6ee311136161916313e9ee1331f6e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 13151911e136116a31511191e99111f113619eeae699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d0000600550000005d00a00500005000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3e11eee119af3a11633e36161195911a196133366311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 911135e1e11133136393e63111193633136113333619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 391633363e6f331139e631333119133a1331e311661e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e9361313951111e1111331191111a11691115161e331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1361133e11a36311363ee11113111e1691e181311619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0a0000000a00050000000000000000e00000000095d0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 5000000900f000009e000e000095000f000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000a00000a0000000000000000000000000d0050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0650000e0090000e000e000000000000060a00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e193911e1633131a393131163116a3333a611161911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 13113931331691e113e363313311e6a3319333633113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000000000000000006000000e00000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11111131113331331115111111111113131111111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111151933313191611113151131316e316311191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6f33a1116e11933131336611e99e3396131116313611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 050002050000050005000f0000d0009000050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: eee91111e66161333133363311136a36311613361151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 133315e31e1111116399933e613e61e1111616166f31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111131113311116155111121311111111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51531333316131161e1e9e11131393361916366311ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000a000a00000000000006f00a00009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000f0000500500505900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11331111131139111111391155151111911113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161319e333fa93e663e613191e13363a131311131199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0a0000f000000000000f00000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 6633e513313111916611311591111111991313115511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11111133913311113111e11121111113113119311118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13e11193111a3363361313191119113a366116e3169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 63133113a31f16116e9e1135151113113e33331e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000d0090000005000000000d00606060000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 631315e1e11333e1ee9ee3333ee11a3f961313161113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111111e133119191a113113115111113313e11131155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 999315ea63e36133131631e91111631a313613661ae6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0e000009000006e00000000000000000000090000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111e153111113111335e31155d111113111111195511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1113e96e31e133163353e3333a11633ae91655366113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31363e13611616116113613933951116ee16319311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311395116313133366513191116e13e619161e111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: a000f000a000f0000f00900500000ee90000000e0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 08000000000000000005f000000090f0000000090000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 82: 00000005000000000d000000000000000055f0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 0000000000e0000000000f0000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 84: 0006000000000000900000000000000000000a000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 85: 0000000005e0e0000005006000000000000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000f0000f000000000000a00000000000000505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000d00a000000050000000000000a000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000a0000000000000000000090000e0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000f00050000000500000000000d00ee00050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a000f000a000f0000f00900500000e990000000e0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 93e3113133191fee311113696111661319ee113136e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000e0000000f0000000000e000090000000d009000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0010057030313090600010151031306e310310199150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 03133110a00000110d90010505100300303333109110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000005d0005000000a00500005000000000090000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 96: 0000000000e00000000050000000c900000000000000, Class:  1, CF:0.297633, Len:  4, Fitness_tra: 0
Rule 97: 00d00000000000000000000000000000000007000000, Class:  1, CF:0.434851, Len:  2, Fitness_tra: 1
Rule 98: 000d0040000000000000000d00006000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 99: 03100501e1000de1009e03330c000030900010101110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000e00e000000000000000000000000000000, Class:  0, CF:0.243844, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.8743
------Result------
Miss_rate(tra)	:13.8743
Miss_rate(tst)	:26.9231
ARL				:2.61364

------Generation 1000------
Rule  1: 0000000000000000000000000c000000000000000000, Class:  1, CF:0.758074, Len:  1, Fitness_tra: 55
Rule  2: 000000000d0005000000000000000000000000090000, Class:  0, CF:0.461334, Len:  3, Fitness_tra: 40
Rule  3: 000000000000090000000000800000000000000000d0, Class:  0, CF:0.507277, Len:  3, Fitness_tra: 37
Rule  4: 00000000000000000000000000000c00000000000000, Class:  1, CF:0.955813, Len:  1, Fitness_tra: 34
Rule  5: 0000000000000e00000000000d000000000000000000, Class:  0, CF:0.505637, Len:  2, Fitness_tra: 31
Rule  6: 00000000000000000000000000000008000000000400, Class:  1, CF:0.379161, Len:  2, Fitness_tra: 11
Rule  7: 00000000000009000000000000000000000000000000, Class:  0, CF:0.258743, Len:  1, Fitness_tra: 8
Rule  8: 00000070000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 7
Rule  9: 000000000000000200000000000000000000000090d0, Class:  0, CF:0.34286, Len:  3, Fitness_tra: 8
Rule 10: 00000000000000300000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 7
Rule 11: 0000000080000e000000000000000000000000009000, Class:  0, CF:0.541875, Len:  3, Fitness_tra: 6
Rule 12: 000000000000000200000005000000000000200000d0, Class:  0, CF:0.442094, Len:  4, Fitness_tra: 5
Rule 13: 0000000000000000000000000000000800000c000000, Class:  1, CF:0.451634, Len:  2, Fitness_tra: 3
Rule 14: 00000000000c00000000000000000000000000000400, Class:  1, CF:0.863173, Len:  2, Fitness_tra: 2
Rule 15: 0000000000000e000000000000000000000000009000, Class:  0, CF:0.468108, Len:  2, Fitness_tra: 3
Rule 16: 000000000090000000000000800000000000000000d0, Class:  0, CF:0.287245, Len:  3, Fitness_tra: 3
Rule 17: 0000000000e00000000000000000c000000000000000, Class:  1, CF:0.684523, Len:  2, Fitness_tra: 2
Rule 18: 00000000000000000000000000000008000000000000, Class:  1, CF:0.168559, Len:  1, Fitness_tra: 2
Rule 19: 0000000000000000900000000000000000000c000000, Class:  1, CF:0.251139, Len:  2, Fitness_tra: 2
Rule 20: 00d0000000000000000000000000c000000000000000, Class:  1, CF:0.680003, Len:  2, Fitness_tra: 2
Rule 21: 00000000000000000a00000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 22: 0000000000000000000000c000000000000000000400, Class:  1, CF:0.623447, Len:  2, Fitness_tra: 1
Rule 23: 00e00000000000000000c00000000000000000000000, Class:  1, CF:0.512125, Len:  2, Fitness_tra: 1
Rule 24: 0006000000000000900000000000000000000a000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 25: 0000a000000000000000000000000009000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 26: 0000000000e000000000060000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 27: 0000000000c000000000c00000000000000000000000, Class:  1, CF:0.974543, Len:  2, Fitness_tra: 1
Rule 28: 00e000000000000000000000000000000000000090d0, Class:  0, CF:0.43027, Len:  3, Fitness_tra: 1
Rule 29: 000000000000000000000000000000f0000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 30: 00d00000000000000000000000000000000007000000, Class:  1, CF:0.434851, Len:  2, Fitness_tra: 1
Rule 31: 0000000000000b000000000000000000000020000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 32: 0000000000000000000800000000000000000c000000, Class:  1, CF:0.237062, Len:  2, Fitness_tra: 0
Rule 33: 0000000000000900000000002d0d00000000000090d0, Class:  0, CF:0.668125, Len:  6, Fitness_tra: 0
Rule 34: 00000000000009000000000700000000000000000000, Class:  1, CF:0.571114, Len:  2, Fitness_tra: 0
Rule 35: 0000000000e000000000000000000c00000000000000, Class:  1, CF:0.916333, Len:  2, Fitness_tra: 0
Rule 36: 933331e1633111e131169399111316131133116a33e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1131193ae1e1e1113981193635931131e11e91133e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 311e3133af1f9111613113333e11a61a1633e1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3363113335196f6ee311136161916313e9ee1331f6e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 13151911e136116a31511191e99111f113619eeae699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d0000600550000005d00a00500005000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3e11eee119af3a11633e36161195911a196133366311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 911135e1e11133136393e63111193633136113333619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 391633363e6f331139e631333119133a1331e311661e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e9361313951111e1111331191111a11691115161e331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1361133e11a36311363ee11113111e1691e181311619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0a0000000a00050000000000000000e00000000095d0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 5000000900f000009e000e000095000f000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000a00000a0000000000000000000000000d0050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0650000e0090000e000e000000000000060a00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e193911e1633131a393131163116a3333a611161911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 13113931331691e113e363313311e6a3319333633113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000000000000000006000000e00000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11111131113331331115111111111113131111111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111151933313191611113151131316e316311191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6f33a1116e11933131336611e99e3396131116313611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 050002050000050005000f0000d0009000050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: eee91111e66161333133363311136a36311613361151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 133315e31e1111116399933e613e61e1111616166f31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111131113311116155111121311111111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51531333316131161e1e9e11131393361916366311ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000a000a00000000000006f00a00009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000f0000500500505900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11331111131139111111391155151111911113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161319e333fa93e663e613191e13363a131311131199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0a0000f000000000000f00000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 6633e513313111916611311591111111991313115511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11111133913311113111e11121111113113119311118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13e11193111a3363361313191119113a366116e3169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 63133113a31f16116e9e1135151113113e33331e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000d0090000005000000000d00606060000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 631315e1e11333e1ee9ee3333ee11a3f961313161113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111111e133119191a113113115111113313e11131155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 999315ea63e36133131631e91111631a313613661ae6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0e000009000006e00000000000000000000090000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111e153111113111335e31155d111113111111195511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1113e96e31e133163353e3333a11633ae91655366113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31363e13611616116113613933951116ee16319311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311395116313133366513191116e13e619161e111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: a000f000a000f0000f00900500000ee90000000e0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000a0000000000000000000090000e0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000f0000000a00000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 83: 000000000000000000000000000000f0000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 84: 0f0000f000000000000f00000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0006000000000000900000000000000000000a000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 86: a000a000a000f0000f00900500000e990000000e0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000f00050000000500000000000d00ee00050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 33311e663911a1e1e613ee131315e6131131e6636633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000f0000f000000000000a00000000000000505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000020500000500000000050000000000000000f000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: a000f000e00000000f00900502000e090000000090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000101e1000099900100010115000010300e0003d100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0000600000000e00000800000000000000000c009000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000000008c00000000000000000000000000000000, Class:  1, CF:0.826983, Len:  2, Fitness_tra: 5
Rule 95: 00000000000009000a000000800000000000060000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000000000e00000000000000000001000000c000, Class:  1, CF:0.980527, Len:  3, Fitness_tra: 0
Rule 97: 930001e06300100131109090011310301100200030d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000000000000009a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11010171000330301005111000101000130110101170, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.8272
------Result------
Miss_rate(tra)	:12.8272
Miss_rate(tst)	:26.9231
ARL				:2.29268

------Generation 2000------
Rule  1: 0000000000000000000000000c000000000000000000, Class:  1, CF:0.758074, Len:  1, Fitness_tra: 46
Rule  2: 0000000000000900000000000d0000000000000000d0, Class:  0, CF:0.55734, Len:  3, Fitness_tra: 46
Rule  3: 000000000d0005000000000000000000000000090000, Class:  0, CF:0.461334, Len:  3, Fitness_tra: 30
Rule  4: 00000000000000000000000000000c00000000000000, Class:  1, CF:0.955813, Len:  1, Fitness_tra: 26
Rule  5: 0000000000000e00000000000d000000000000000000, Class:  0, CF:0.505637, Len:  2, Fitness_tra: 24
Rule  6: 0000000000000c000000000000000000000000000000, Class:  1, CF:0.815274, Len:  1, Fitness_tra: 16
Rule  7: 000000000000090000000000800000000000000000d0, Class:  0, CF:0.507277, Len:  3, Fitness_tra: 14
Rule  8: 000000000000000900000000000000090000000000d0, Class:  0, CF:0.493273, Len:  3, Fitness_tra: 13
Rule  9: 00000000000000000000000000000000000000000003, Class:  1, CF:  1, Len:  1, Fitness_tra: 10
Rule 10: 000000c0000000000000000000000000000000000000, Class:  1, CF:0.757708, Len:  1, Fitness_tra: 9
Rule 11: 00000000000c00000000000000000000000000000000, Class:  1, CF:0.812316, Len:  1, Fitness_tra: 7
