------Generation 0------
Rule  1: 218b41c1c281581214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0700000000000c3000, Class:  0, CF:0.81501, Len:  3, Fitness_tra: 7
Rule 16: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 14
Rule 17: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 6
Rule 18: 900000002000000000, Class:  1, CF:0.6083, Len:  2, Fitness_tra: 6
Rule 19: d00000000000000d00, Class:  1, CF:0.51937, Len:  2, Fitness_tra: 5
Rule 20: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 5
Rule 21: 000000000000000005, Class:  1, CF:0.175225, Len:  1, Fitness_tra: 4
Rule 22: 000300000000000000, Class:  0, CF:0.209131, Len:  1, Fitness_tra: 4
Rule 23: 000000004000000000, Class:  1, CF:0.179219, Len:  1, Fitness_tra: 1
Rule 24: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 25: 000005000000020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 26: 0000000000000c000c, Class:  0, CF:0.955791, Len:  2, Fitness_tra: 2
Rule 27: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 28: 070000000000003000, Class:  0, CF:0.26555, Len:  2, Fitness_tra: 0
Rule 29: 000005003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 30: 000000300000009020, Class:  0, CF:0.434438, Len:  3, Fitness_tra: 1
Rule 31: 0af000000030000000, Class:  1, CF:0.331295, Len:  3, Fitness_tra: 1
Rule 32: 000070003000000000, Class:  0, CF:0.29169, Len:  2, Fitness_tra: 0
Rule 33: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0c0cc0400000000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1631149419dd147211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 86: 9961c21119d5517581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 556822515d5d547121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 122224134224cc5d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 19f1229291d5341329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000b0070000000000, Class:  1, CF:0.133838, Len:  2, Fitness_tra: 0
Rule 91: 00e000004000000000, Class:  1, CF:0.512412, Len:  2, Fitness_tra: 21
Rule 92: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1e0008010000002025, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 100080010041c20000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 000000000005505095, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 0af30d0c0030000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00e2400450d0003000, Class:  0, CF:0.0943335, Len:  7, Fitness_tra: 0
Rule 98: de30000099d5042200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 070000000000000000, Class:  0, CF:0.196499, Len:  1, Fitness_tra: -14
Rule100: bc0000000000500000, Class:  1, CF:0.303606, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.1908
------Result------
Miss_rate(tra)	:37.1908
Miss_rate(tst)	:25.8824
ARL				:4.34921

------Generation 800------
Rule  1: bc0000000000000000, Class:  0, CF:0.579946, Len:  2, Fitness_tra: 90
Rule  2: 00e000000000000000, Class:  1, CF:0.456738, Len:  1, Fitness_tra: 44
Rule  3: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 46
Rule  4: 00c0b0000000000000, Class:  0, CF:0.343757, Len:  2, Fitness_tra: 42
Rule  5: d0e000000000000000, Class:  1, CF:0.536923, Len:  2, Fitness_tra: 37
Rule  6: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 14
Rule  7: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 12
Rule  8: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 15
Rule  9: d0e000004000000000, Class:  1, CF:0.610419, Len:  3, Fitness_tra: 12
Rule 10: 000000000000003a00, Class:  0, CF:0.39555, Len:  2, Fitness_tra: 12
Rule 11: 000000e00000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 12: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 9
Rule 13: 000000008000000700, Class:  1, CF:0.359515, Len:  2, Fitness_tra: 8
Rule 14: b00000000000000000, Class:  0, CF:0.229157, Len:  1, Fitness_tra: 9
Rule 15: 0700000000000c3000, Class:  0, CF:0.81501, Len:  3, Fitness_tra: 7
Rule 16: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 14
Rule 17: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 6
Rule 18: 900000002000000000, Class:  1, CF:0.6083, Len:  2, Fitness_tra: 6
Rule 19: d00000000000000d00, Class:  1, CF:0.51937, Len:  2, Fitness_tra: 5
Rule 20: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 5
Rule 21: 000000000000000005, Class:  1, CF:0.175225, Len:  1, Fitness_tra: 4
Rule 22: 000300000000000000, Class:  0, CF:0.209131, Len:  1, Fitness_tra: 4
Rule 23: 000000004000000000, Class:  1, CF:0.179219, Len:  1, Fitness_tra: 1
Rule 24: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 25: 000005000000020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 26: 0000000000000c000c, Class:  0, CF:0.955791, Len:  2, Fitness_tra: 2
Rule 27: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 28: 070000000000003000, Class:  0, CF:0.26555, Len:  2, Fitness_tra: 0
Rule 29: 000005003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 30: 000000300000009020, Class:  0, CF:0.434438, Len:  3, Fitness_tra: 1
Rule 31: 0af000000030000000, Class:  1, CF:0.331295, Len:  3, Fitness_tra: 1
Rule 32: 000070003000000000, Class:  0, CF:0.29169, Len:  2, Fitness_tra: 0
Rule 33: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0c0cc0400000000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1631149419dd147211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 86: 9961c21119d5517581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 556822515d5d547121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 122224134224cc5d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 19f1229291d5341329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000b0070000000000, Class:  1, CF:0.133838, Len:  2, Fitness_tra: 0
Rule 91: 00e000004000000000, Class:  1, CF:0.512412, Len:  2, Fitness_tra: 21
Rule 92: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1e0008010000002025, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 100080010041c20000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 000000000005505095, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 0af30d0c0030000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00e2400450d0003000, Class:  0, CF:0.0943335, Len:  7, Fitness_tra: 0
Rule 98: de30000099d5042200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 070000000000000000, Class:  0, CF:0.196499, Len:  1, Fitness_tra: -14
Rule100: bc0000000000500000, Class:  1, CF:0.303606, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.1908
------Result------
Miss_rate(tra)	:37.1908
Miss_rate(tst)	:25.8824
ARL				:4.34921

------Generation 900------
Rule  1: bc0000000000000000, Class:  0, CF:0.579946, Len:  2, Fitness_tra: 90
Rule  2: 00e000000000000000, Class:  1, CF:0.456738, Len:  1, Fitness_tra: 44
Rule  3: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 46
Rule  4: 00c0b0000000000000, Class:  0, CF:0.343757, Len:  2, Fitness_tra: 42
Rule  5: d0e000000000000000, Class:  1, CF:0.536923, Len:  2, Fitness_tra: 37
Rule  6: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 14
Rule  7: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 12
Rule  8: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 15
Rule  9: d0e000004000000000, Class:  1, CF:0.610419, Len:  3, Fitness_tra: 12
Rule 10: 000000000000003a00, Class:  0, CF:0.39555, Len:  2, Fitness_tra: 12
Rule 11: 000000e00000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 12: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 9
Rule 13: 000000008000000700, Class:  1, CF:0.359515, Len:  2, Fitness_tra: 8
Rule 14: b00000000000000000, Class:  0, CF:0.229157, Len:  1, Fitness_tra: 9
Rule 15: 0700000000000c3000, Class:  0, CF:0.81501, Len:  3, Fitness_tra: 7
Rule 16: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 14
Rule 17: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 6
Rule 18: 900000002000000000, Class:  1, CF:0.6083, Len:  2, Fitness_tra: 6
Rule 19: d00000000000000d00, Class:  1, CF:0.51937, Len:  2, Fitness_tra: 5
Rule 20: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 5
Rule 21: 000000000000000005, Class:  1, CF:0.175225, Len:  1, Fitness_tra: 4
Rule 22: 000300000000000000, Class:  0, CF:0.209131, Len:  1, Fitness_tra: 4
Rule 23: 000000004000000000, Class:  1, CF:0.179219, Len:  1, Fitness_tra: 1
Rule 24: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 25: 000005000000020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 26: 0000000000000c000c, Class:  0, CF:0.955791, Len:  2, Fitness_tra: 2
Rule 27: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 28: 070000000000003000, Class:  0, CF:0.26555, Len:  2, Fitness_tra: 0
Rule 29: 000005003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 30: 000000300000009020, Class:  0, CF:0.434438, Len:  3, Fitness_tra: 1
Rule 31: 0af000000030000000, Class:  1, CF:0.331295, Len:  3, Fitness_tra: 1
Rule 32: 000070003000000000, Class:  0, CF:0.29169, Len:  2, Fitness_tra: 0
Rule 33: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0c0cc0400000000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1631149419dd147211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 86: 9961c21119d5517581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 556822515d5d547121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 122224134224cc5d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 19f1229291d5341329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000b0070000000000, Class:  1, CF:0.133838, Len:  2, Fitness_tra: 0
Rule 91: 00e000004000000000, Class:  1, CF:0.512412, Len:  2, Fitness_tra: 21
Rule 92: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1e0008010000002025, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 100080010041c20000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 000000000005505095, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 0af30d0c0030000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00e2400450d0003000, Class:  0, CF:0.0943335, Len:  7, Fitness_tra: 0
Rule 98: de30000099d5042200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 070000000000000000, Class:  0, CF:0.196499, Len:  1, Fitness_tra: -14
Rule100: bc0000000000500000, Class:  1, CF:0.303606, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.1908
------Result------
Miss_rate(tra)	:37.1908
Miss_rate(tst)	:25.8824
ARL				:4.34921

------Generation 1000------
Rule  1: bc0000000000000000, Class:  0, CF:0.579946, Len:  2, Fitness_tra: 90
Rule  2: 00e000000000000000, Class:  1, CF:0.456738, Len:  1, Fitness_tra: 44
Rule  3: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 46
Rule  4: 00c0b0000000000000, Class:  0, CF:0.343757, Len:  2, Fitness_tra: 42
Rule  5: d0e000000000000000, Class:  1, CF:0.536923, Len:  2, Fitness_tra: 37
Rule  6: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 14
Rule  7: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 12
Rule  8: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 15
Rule  9: d0e000004000000000, Class:  1, CF:0.610419, Len:  3, Fitness_tra: 12
Rule 10: 000000000000003a00, Class:  0, CF:0.39555, Len:  2, Fitness_tra: 12
Rule 11: 000000e00000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 12: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 9
Rule 13: 000000008000000700, Class:  1, CF:0.359515, Len:  2, Fitness_tra: 8
Rule 14: b00000000000000000, Class:  0, CF:0.229157, Len:  1, Fitness_tra: 9
Rule 15: 0700000000000c3000, Class:  0, CF:0.81501, Len:  3, Fitness_tra: 7
Rule 16: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 14
