------Generation 0------
Rule  1: 131144ab1113651282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: 3311115231dd141123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000040000c000050d0, Class:  1, CF:0.162092, Len:  4, Fitness_tra: 0
Rule 83: 3e18445411551111d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 11a82111955d141159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11a51252398911d22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 39614294d3591c1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000300c0000, Class:  0, CF:0.531361, Len:  2, Fitness_tra: 2
Rule 88: 0908000c050d006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000070003000000000, Class:  0, CF:0.266131, Len:  2, Fitness_tra: 2
Rule 90: 000000002000c00000, Class:  1, CF:0.16571, Len:  2, Fitness_tra: 0
Rule 91: 00e000000000000000, Class:  1, CF:0.417837, Len:  1, Fitness_tra: 1
Rule 92: 004000000000000000, Class:  0, CF:0.133226, Len:  1, Fitness_tra: -12
Rule 93: 000000009000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 94: 0010c0501300905050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 119584084b2c120d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0d0090000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 97: 1183100d0800011002, Class:  0, CF:0.834224, Len: 10, Fitness_tra: 0
Rule 98: 10dc0000010c012701, Class:  1, CF:0.39102, Len:  9, Fitness_tra: 0
Rule 99: 000000001009006005, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 0000218000001a0652, Class:  1, CF:0.228416, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.4276
------Result------
Miss_rate(tra)	:38.4276
Miss_rate(tst)	:25.8824
ARL				:5.58621

------Generation 700------
Rule  1: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 93
Rule  2: 000a00000400000000, Class:  0, CF:0.573841, Len:  2, Fitness_tra: 68
Rule  3: 000000000c00000030, Class:  0, CF:0.611873, Len:  2, Fitness_tra: 53
Rule  4: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 32
Rule  5: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 29
Rule  6: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 26
Rule  7: 000000000006000000, Class:  0, CF:0.292915, Len:  1, Fitness_tra: 25
Rule  8: 00d000000000000003, Class:  0, CF:0.731059, Len:  2, Fitness_tra: 20
Rule  9: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 14
Rule 10: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 15
Rule 11: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 12
Rule 12: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 8
Rule 13: 000000003000000000, Class:  0, CF:0.224692, Len:  1, Fitness_tra: 15
Rule 14: 080000004000000800, Class:  1, CF:0.408638, Len:  3, Fitness_tra: 4
Rule 15: 60000000300000a000, Class:  0, CF:0.502955, Len:  3, Fitness_tra: 3
Rule 16: 000000000000000050, Class:  0, CF:0.186535, Len:  1, Fitness_tra: -2
Rule 17: 00d000000000080000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 18: d000000b000000c000, Class:  1, CF:0.537425, Len:  3, Fitness_tra: 2
Rule 19: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 20: 000000000000500000, Class:  1, CF:0.193202, Len:  1, Fitness_tra: 1
Rule 21: 00400000b000006040, Class:  0, CF:0.17133, Len:  4, Fitness_tra: 1
Rule 22: 000000000000006000, Class:  0, CF:0.121219, Len:  1, Fitness_tra: 0
Rule 23: 000000000000000002, Class:  1, CF:0.100309, Len:  1, Fitness_tra: 0
Rule 24: 00000c002020005003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000040003000000d03, Class:  1, CF:0.546571, Len:  4, Fitness_tra: 0
Rule 26: 5a6121113159311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000090ec0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 29: 9e11429713151452d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 185121814812111155, Class:  1, CF:0.124913, Len: 18, Fitness_tra: 0
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: 3311115231dd141123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000040000c000050d0, Class:  1, CF:0.162092, Len:  4, Fitness_tra: 0
Rule 83: 3e18445411551111d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 11a82111955d141159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11a51252398911d22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 39614294d3591c1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000300c0000, Class:  0, CF:0.531361, Len:  2, Fitness_tra: 2
Rule 88: 0908000c050d006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000070003000000000, Class:  0, CF:0.266131, Len:  2, Fitness_tra: 2
Rule 90: 000000002000c00000, Class:  1, CF:0.16571, Len:  2, Fitness_tra: 0
Rule 91: 00e000000000000000, Class:  1, CF:0.417837, Len:  1, Fitness_tra: 1
Rule 92: 004000000000000000, Class:  0, CF:0.133226, Len:  1, Fitness_tra: -12
Rule 93: 000000009000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 94: 0010c0501300905050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 119584084b2c120d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0d0090000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 97: 1183100d0800011002, Class:  0, CF:0.834224, Len: 10, Fitness_tra: 0
Rule 98: 10dc0000010c012701, Class:  1, CF:0.39102, Len:  9, Fitness_tra: 0
Rule 99: 000000001009006005, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 0000218000001a0652, Class:  1, CF:0.228416, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.4276
------Result------
Miss_rate(tra)	:38.4276
Miss_rate(tst)	:25.8824
ARL				:5.58621

------Generation 800------
Rule  1: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 80
Rule  2: 007000000000000000, Class:  0, CF:0.298964, Len:  1, Fitness_tra: 50
Rule  3: 000a00000400000000, Class:  0, CF:0.573841, Len:  2, Fitness_tra: 43
Rule  4: 000000000c00000030, Class:  0, CF:0.611873, Len:  2, Fitness_tra: 35
Rule  5: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 31
Rule  6: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 24
Rule  7: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 14
Rule  8: 00c000000000000000, Class:  0, CF:0.235593, Len:  1, Fitness_tra: 14
Rule  9: 00d000000000000003, Class:  0, CF:0.731059, Len:  2, Fitness_tra: 15
Rule 10: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 15
Rule 11: d0000000d000000008, Class:  1, CF:0.640487, Len:  3, Fitness_tra: 14
Rule 12: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 7
Rule 13: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 6
Rule 14: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 6
Rule 15: 000000000006000000, Class:  0, CF:0.292915, Len:  1, Fitness_tra: 6
Rule 16: 0090b0000000000000, Class:  1, CF:0.443694, Len:  2, Fitness_tra: 5
Rule 17: 000000003000000000, Class:  0, CF:0.224692, Len:  1, Fitness_tra: 5
Rule 18: 080000004000000800, Class:  1, CF:0.408638, Len:  3, Fitness_tra: 4
Rule 19: 02000000d0dd200000, Class:  0, CF:0.823215, Len:  5, Fitness_tra: 5
Rule 20: 0000d0000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 21: 00e000000000000000, Class:  1, CF:0.417837, Len:  1, Fitness_tra: 3
Rule 22: 000000002000009000, Class:  1, CF:0.767466, Len:  2, Fitness_tra: 3
Rule 23: 000000040000000500, Class:  1, CF:0.37405, Len:  2, Fitness_tra: 3
Rule 24: 60000000300000a000, Class:  0, CF:0.502955, Len:  3, Fitness_tra: 2
Rule 25: 0000000000300c0000, Class:  0, CF:0.531361, Len:  2, Fitness_tra: 2
Rule 26: d000000b000000c000, Class:  1, CF:0.537425, Len:  3, Fitness_tra: 2
Rule 27: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 28: 0d0090000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 29: 020000000000005000, Class:  1, CF:0.532483, Len:  2, Fitness_tra: 0
Rule 30: 00400000b000006040, Class:  0, CF:0.17133, Len:  4, Fitness_tra: 0
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: 511117881881128159, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 82: 900000000000000c00, Class:  1, CF:0.480586, Len:  2, Fitness_tra: 0
Rule 83: 0a9000000000000002, Class:  1, CF:0.790438, Len:  3, Fitness_tra: 0
Rule 84: 5c95271112111b1313, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 85: 193511528121118211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 500000000000000000, Class:  1, CF:0.425023, Len:  1, Fitness_tra: 8
Rule 87: 000000000000000500, Class:  1, CF:0.341909, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 69a81c14d1dd121425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000040, Class:  1, CF:0.106075, Len:  1, Fitness_tra: 0
Rule 91: d000c0000000b00030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0e30c21091010400d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000040000a000, Class:  0, CF:0.174868, Len:  2, Fitness_tra: 0
Rule 94: 010004000005d11520, Class:  1, CF:0.195741, Len:  8, Fitness_tra: 0
Rule 95: 20d020510020210630, Class:  0, CF:0.132895, Len: 10, Fitness_tra: 0
Rule 96: 211ca21118209b2181, Class:  1, CF:0.515751, Len: 17, Fitness_tra: 0
Rule 97: 00e000000000000002, Class:  1, CF:0.54602, Len:  0, Fitness_tra: 0
Rule 98: 009090000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 909080e04192300200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 610d000130950cbe00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.1908
------Result------
Miss_rate(tra)	:37.1908
Miss_rate(tst)	:25.8824
ARL				:5.86667

------Generation 900------
Rule  1: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 80
Rule  2: 007000000000000000, Class:  0, CF:0.298964, Len:  1, Fitness_tra: 48
Rule  3: 000a00000400000000, Class:  0, CF:0.573841, Len:  2, Fitness_tra: 42
Rule  4: 000000000c00000030, Class:  0, CF:0.611873, Len:  2, Fitness_tra: 30
Rule  5: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 35
Rule  6: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 24
Rule  7: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 15
Rule  8: 00d000000000000003, Class:  0, CF:0.731059, Len:  2, Fitness_tra: 15
Rule  9: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 14
Rule 10: 00c000000000000000, Class:  0, CF:0.235593, Len:  1, Fitness_tra: 9
Rule 11: d0000000d000000008, Class:  1, CF:0.640487, Len:  3, Fitness_tra: 14
Rule 12: 500000000000000000, Class:  1, CF:0.425023, Len:  1, Fitness_tra: 8
Rule 13: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 7
Rule 14: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 6
Rule 15: 000000000006000000, Class:  0, CF:0.292915, Len:  1, Fitness_tra: 5
Rule 16: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 5
Rule 17: 0090b0000000000000, Class:  1, CF:0.443694, Len:  2, Fitness_tra: 5
Rule 18: 000000003000000000, Class:  0, CF:0.224692, Len:  1, Fitness_tra: -7
Rule 19: 02000000d0dd200000, Class:  0, CF:0.823215, Len:  5, Fitness_tra: 5
Rule 20: 080000004000000800, Class:  1, CF:0.408638, Len:  3, Fitness_tra: 4
Rule 21: 0000d0000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 22: 00e000000000000000, Class:  1, CF:0.417837, Len:  1, Fitness_tra: 3
Rule 23: 000000040000000500, Class:  1, CF:0.37405, Len:  2, Fitness_tra: 3
Rule 24: 000000002000009000, Class:  1, CF:0.767466, Len:  2, Fitness_tra: 3
Rule 25: 60000000300000a000, Class:  0, CF:0.502955, Len:  3, Fitness_tra: 2
Rule 26: d000000b000000c000, Class:  1, CF:0.537425, Len:  3, Fitness_tra: 2
Rule 27: 0000000000300c0000, Class:  0, CF:0.531361, Len:  2, Fitness_tra: 2
Rule 28: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 29: 0d0090000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 30: 020000000000005000, Class:  1, CF:0.532483, Len:  2, Fitness_tra: -1
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
