------Generation 0------
Rule  1: 396124dcd511541113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 111574212e51021119, Class:  0, CF:  1, Len: 17, Fitness_tra: 0
Rule 96: 000000094004800030, Class:  0, CF:0.368741, Len:  5, Fitness_tra: 0
Rule 97: 51250000d002115179, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: 0c802d030212422013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00c000000000000000, Class:  0, CF:0.270005, Len:  1, Fitness_tra: -4
Rule100: d0a000000000000006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.9293
------Result------
Miss_rate(tra)	:39.9293
Miss_rate(tst)	:29.4118
ARL				:4.10448

------Generation 900------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 74
Rule  2: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 45
Rule  3: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 31
Rule  4: 000000b00000000000, Class:  0, CF:0.265479, Len:  1, Fitness_tra: 48
Rule  5: 00c000000000000600, Class:  0, CF:0.467299, Len:  2, Fitness_tra: 38
Rule  6: 007000000000000000, Class:  0, CF:0.315752, Len:  1, Fitness_tra: 40
Rule  7: 000000000000000006, Class:  0, CF:0.386343, Len:  1, Fitness_tra: 32
Rule  8: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 10
Rule  9: e00000000000000000, Class:  1, CF:0.667582, Len:  1, Fitness_tra: 12
Rule 10: d00000000000000006, Class:  0, CF:0.919848, Len:  2, Fitness_tra: 11
Rule 11: 000000003000000000, Class:  0, CF:0.249615, Len:  1, Fitness_tra: 3
Rule 12: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule 13: 000000000000e00000, Class:  0, CF:0.707374, Len:  1, Fitness_tra: 5
Rule 14: 000000000000000a06, Class:  0, CF:0.453069, Len:  2, Fitness_tra: 5
Rule 15: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 1
Rule 16: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: d00000000000d00002, Class:  1, CF:0.672225, Len:  3, Fitness_tra: 3
Rule 18: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 2
Rule 19: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 2
Rule 20: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 2
Rule 21: 000050000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 22: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 23: 005000000000000003, Class:  0, CF:0.821009, Len:  2, Fitness_tra: 1
Rule 24: 000000000001005000, Class:  1, CF:0.270834, Len:  2, Fitness_tra: 1
Rule 25: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 51258bc141c2112139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9532c11c218d515229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000004000008000, Class:  1, CF:0.461522, Len:  2, Fitness_tra: 34
Rule 83: 000d00003000000000, Class:  0, CF:0.999905, Len:  2, Fitness_tra: 0
Rule 84: 113511125525524213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 311dc11193111211d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9311115153dd1c18d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000b800000070000, Class:  1, CF:0.405621, Len:  3, Fitness_tra: 0
Rule 88: 00000000000000c000, Class:  1, CF:0.106811, Len:  1, Fitness_tra: 0
Rule 89: 2c0c7000c000007000, Class:  1, CF:0.224497, Len:  6, Fitness_tra: 0
Rule 90: 0000b0000000000000, Class:  1, CF:0.0242498, Len:  1, Fitness_tra: 0
Rule 91: 001101180500310000, Class:  0, CF:0.983897, Len:  8, Fitness_tra: 0
Rule 92: 010007d08000001231, Class:  1, CF:0.194353, Len:  8, Fitness_tra: 0
Rule 93: 00400c003000000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000c0000400000200a, Class:  0, CF:0.789266, Len:  4, Fitness_tra: 0
Rule 95: 111574212e51021119, Class:  0, CF:  1, Len: 17, Fitness_tra: 0
Rule 96: 000000094004800030, Class:  0, CF:0.368741, Len:  5, Fitness_tra: 0
Rule 97: 51250000d002115179, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: 0c802d030212422013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00c000000000000000, Class:  0, CF:0.270005, Len:  1, Fitness_tra: -4
Rule100: d0a000000000000006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.9293
------Result------
Miss_rate(tra)	:39.9293
Miss_rate(tst)	:29.4118
ARL				:4.10448

------Generation 1000------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 74
Rule  2: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 45
Rule  3: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 31
Rule  4: 000000b00000000000, Class:  0, CF:0.265479, Len:  1, Fitness_tra: 48
Rule  5: 00c000000000000600, Class:  0, CF:0.467299, Len:  2, Fitness_tra: 38
Rule  6: 007000000000000000, Class:  0, CF:0.315752, Len:  1, Fitness_tra: 40
Rule  7: 000000000000000006, Class:  0, CF:0.386343, Len:  1, Fitness_tra: 32
Rule  8: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 10
Rule  9: e00000000000000000, Class:  1, CF:0.667582, Len:  1, Fitness_tra: 12
Rule 10: d00000000000000006, Class:  0, CF:0.919848, Len:  2, Fitness_tra: 11
Rule 11: 000000003000000000, Class:  0, CF:0.249615, Len:  1, Fitness_tra: 3
Rule 12: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule 13: 000000000000e00000, Class:  0, CF:0.707374, Len:  1, Fitness_tra: 5
Rule 14: 000000000000000a06, Class:  0, CF:0.453069, Len:  2, Fitness_tra: 5
Rule 15: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 1
Rule 16: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: d00000000000d00002, Class:  1, CF:0.672225, Len:  3, Fitness_tra: 3
Rule 18: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 2
Rule 19: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 2
Rule 20: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 2
Rule 21: 000050000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 22: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 23: 005000000000000003, Class:  0, CF:0.821009, Len:  2, Fitness_tra: 1
Rule 24: 000000000001005000, Class:  1, CF:0.270834, Len:  2, Fitness_tra: 1
Rule 25: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 51258bc141c2112139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9532c11c218d515229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000004000008000, Class:  1, CF:0.461522, Len:  2, Fitness_tra: 34
Rule 83: 000d00003000000000, Class:  0, CF:0.999905, Len:  2, Fitness_tra: 0
Rule 84: 113511125525524213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 311dc11193111211d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9311115153dd1c18d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000b800000070000, Class:  1, CF:0.405621, Len:  3, Fitness_tra: 0
Rule 88: 00000000000000c000, Class:  1, CF:0.106811, Len:  1, Fitness_tra: 0
Rule 89: 2c0c7000c000007000, Class:  1, CF:0.224497, Len:  6, Fitness_tra: 0
Rule 90: 0000b0000000000000, Class:  1, CF:0.0242498, Len:  1, Fitness_tra: 0
Rule 91: 001101180500310000, Class:  0, CF:0.983897, Len:  8, Fitness_tra: 0
Rule 92: 010007d08000001231, Class:  1, CF:0.194353, Len:  8, Fitness_tra: 0
Rule 93: 00400c003000000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000c0000400000200a, Class:  0, CF:0.789266, Len:  4, Fitness_tra: 0
Rule 95: 111574212e51021119, Class:  0, CF:  1, Len: 17, Fitness_tra: 0
Rule 96: 000000094004800030, Class:  0, CF:0.368741, Len:  5, Fitness_tra: 0
Rule 97: 51250000d002115179, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: 0c802d030212422013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00c000000000000000, Class:  0, CF:0.270005, Len:  1, Fitness_tra: -4
Rule100: d0a000000000000006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.9293
------Result------
Miss_rate(tra)	:39.9293
Miss_rate(tst)	:29.4118
ARL				:4.10448

------Generation 2000------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 74
Rule  2: 000000b00000000000, Class:  0, CF:0.265479, Len:  1, Fitness_tra: 50
Rule  3: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 45
Rule  4: 007000000000000000, Class:  0, CF:0.315752, Len:  1, Fitness_tra: 40
Rule  5: 00c000000000000600, Class:  0, CF:0.467299, Len:  2, Fitness_tra: 38
Rule  6: 000000004000008000, Class:  1, CF:0.461522, Len:  2, Fitness_tra: 33
Rule  7: 000000000000000006, Class:  0, CF:0.386343, Len:  1, Fitness_tra: 32
Rule  8: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 31
Rule  9: e00000000000000000, Class:  1, CF:0.667582, Len:  1, Fitness_tra: 12
Rule 10: d00000000000000006, Class:  0, CF:0.919848, Len:  2, Fitness_tra: 11
Rule 11: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 10
Rule 12: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule 13: 000000000000e00000, Class:  0, CF:0.707374, Len:  1, Fitness_tra: 5
Rule 14: 000000000000000a06, Class:  0, CF:0.453069, Len:  2, Fitness_tra: 5
Rule 15: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 16: 000000003000000000, Class:  0, CF:0.249615, Len:  1, Fitness_tra: 3
Rule 17: d00000000000d00002, Class:  1, CF:0.672225, Len:  3, Fitness_tra: 3
Rule 18: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 2
Rule 19: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 2
Rule 20: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 2
Rule 21: 000050000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 22: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 23: 005000000000000003, Class:  0, CF:0.821009, Len:  2, Fitness_tra: 1
Rule 24: 000000000001005000, Class:  1, CF:0.270834, Len:  2, Fitness_tra: 1
Rule 25: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 1
Rule 26: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 141b21152441111821, Class:  1, CF:0.0355817, Len: 18, Fitness_tra: 0
Rule 82: 0c0000000000000000, Class:  0, CF:0.193031, Len:  1, Fitness_tra: -2
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1de111d2d5152721d9, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 85: 11d51b82c12cc2111d, Class:  1, CF:0.19314, Len: 18, Fitness_tra: 0
Rule 86: 1365111433d991e28d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 313244513115141183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000e60e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 8c0c7000c000007000, Class:  1, CF:0.252098, Len:  6, Fitness_tra: 0
Rule 90: e931111c5359912281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000e200c101ee00154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 509802288505114011, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000000400c00, Class:  1, CF:0.109554, Len:  2, Fitness_tra: 0
Rule 94: 0000b00b000e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 000000000600000002, Class:  0, CF:0.00997319, Len:  2, Fitness_tra: 0
Rule 96: 9030001c0100900209, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00c000000000000000, Class:  0, CF:0.270005, Len:  1, Fitness_tra: -5
