------Generation 0------
Rule  1: c1117c851dc11cd2c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111111325525111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 811c118d42825882c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 25531ecd4111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5331115793d9322485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 811422267241111211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 211442c1451251bb1d, Class:  0, CF:0.999967, Len: 18, Fitness_tra: 0
Rule 66: 133114941ed9121181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 811144231c44278255, Class:  0, CF:0.97739, Len: 18, Fitness_tra: 0
Rule 68: 18814bc315c2d11111, Class:  0, CF:0.999973, Len: 18, Fitness_tra: 0
Rule 69: 2d2122c18281151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 81d212434887212451, Class:  0, CF:0.99838, Len: 18, Fitness_tra: 0
Rule 71: 0000008d808800000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1812c4258118111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1d65c2dc5111512151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 595712158324dcc215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1251818d214c229219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 8dd811511122128181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 8951212183c8d1c812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000b000000000cd008, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 79: 51158125c11c122133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 111c22855911144282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2d315e211111212111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 813311c511121175c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11117185c58cd211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8558271185c1dc221d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8351211d412151111d, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 5d1c1451c5c811d1c1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 87: 15922c8515181c1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d2c8c71e7217112413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 111882858181574111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 511a2729781c1c1425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1c3144821c81822551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: ddd816158822211155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 18521119711112515a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000010000000000, Class:  0, CF:0.279697, Len:  1, Fitness_tra: -185
Rule 96: 15322185c1c8cc2d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 25111365b81417121d, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 22c747c94514815b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000b0000000000da08, Class:  1, CF:0.178466, Len:  4, Fitness_tra: 0
Rule100: 801140cd804c27020e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.5498
------Result------
Miss_rate(tra)	:15.5498
Miss_rate(tst)	:22.619
ARL				:13.7273

------Generation 700------
Rule  1: 0000000a0000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 147
Rule  2: 000000060000000800, Class:  0, CF:  1, Len:  2, Fitness_tra: 37
Rule  3: 00000b000000000000, Class:  1, CF:0.00795389, Len:  1, Fitness_tra: -1
Rule  4: 000000000000008002, Class:  1, CF:0.00377822, Len:  2, Fitness_tra: 0
Rule  5: 111221c54124181221, Class:  1, CF:0.984602, Len: 18, Fitness_tra: 0
Rule  6: 151d42181511121211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule  7: c1117c851dc11cd2c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 22d121192842125151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 871227b97171b22c31, Class:  1, CF:0.994142, Len: 18, Fitness_tra: 0
Rule 10: 22127229244744181e, Class:  1, CF:0.965156, Len: 18, Fitness_tra: 0
Rule 11: 519c415585241b7113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 8114122d5ec8522c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 19e52cdc111d521253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 513142e45153544125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8152b1212221512241, Class:  0, CF:0.999798, Len: 18, Fitness_tra: 0
Rule 16: d5d7212978121c1425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 19d1412159cc148115, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 18: 53151112de8934155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: ddd81b118822211155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 581211c94811549111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 136112143355915511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1c3144821c81822551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 916112925311921111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 82c777c91814815521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81124181531451c881, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: e61142929113319485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000b02505000300d, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 29: 5d311458c5c1241119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1918418d21c1d8c251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1211114348c211c893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8122111e4242b122d8, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 33: 1d542b29c82cd11211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 15111325211411125d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 119d2752d1511c1c95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2114241971c282c4d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1111c715418c141133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 523871581852121113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 128141232cb1c21115, Class:  0, CF:0.864685, Len: 18, Fitness_tra: 0
Rule 40: 55d222cd15c4d21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5c2b4b1ab412122421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 8594118dc1181c28c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 815117211252211191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1191171911c28be111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3161c1571e55341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 25121285c124d1b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 19322285c1cc54c225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2214241911221c5125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c122bbc9c8cc2c2427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2217221d2582d21114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 51152191531334211d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 159c4c1d8d82114511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5135c198515d9c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 21d44225124221c896, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2511c441b874271211, Class:  1, CF:0.181616, Len: 18, Fitness_tra: 0
Rule 56: 881211197111125451, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 511822151821241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1292111212c2722136, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 59: 1752121611417471e1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 111111325525111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 811c118d42825882c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 25531ecd4111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5331115793d9322485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 811422267241111211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 211442c1451251bb1d, Class:  0, CF:0.999967, Len: 18, Fitness_tra: 0
Rule 66: 133114941ed9121181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 811144231c44278255, Class:  0, CF:0.97739, Len: 18, Fitness_tra: 0
Rule 68: 18814bc315c2d11111, Class:  0, CF:0.999973, Len: 18, Fitness_tra: 0
Rule 69: 2d2122c18281151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 81d212434887212451, Class:  0, CF:0.99838, Len: 18, Fitness_tra: 0
Rule 71: 0000008d808800000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1812c4258118111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1d65c2dc5111512151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 595712158324dcc215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1251818d214c229219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 8dd811511122128181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 8951212183c8d1c812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000b000000000cd008, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 79: 51158125c11c122133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 111c22855911144282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2d315e211111212111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 813311c511121175c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11117185c58cd211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8558271185c1dc221d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8351211d412151111d, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 5d1c1451c5c811d1c1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 87: 15922c8515181c1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d2c8c71e7217112413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 111882858181574111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 511a2729781c1c1425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1c3144821c81822551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: ddd816158822211155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 18521119711112515a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000010000000000, Class:  0, CF:0.279697, Len:  1, Fitness_tra: -185
Rule 96: 15322185c1c8cc2d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 25111365b81417121d, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 22c747c94514815b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000b0000000000da08, Class:  1, CF:0.178466, Len:  4, Fitness_tra: 0
Rule100: 801140cd804c27020e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.5498
------Result------
Miss_rate(tra)	:15.5498
Miss_rate(tst)	:22.619
ARL				:13.7273

------Generation 800------
Rule  1: 0000000a0000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 147
Rule  2: 000000060000000800, Class:  0, CF:  1, Len:  2, Fitness_tra: 37
Rule  3: 00000b000000000000, Class:  1, CF:0.00795389, Len:  1, Fitness_tra: -1
Rule  4: 000000000000008002, Class:  1, CF:0.00377822, Len:  2, Fitness_tra: 0
Rule  5: 111221c54124181221, Class:  1, CF:0.984602, Len: 18, Fitness_tra: 0
Rule  6: 151d42181511121211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule  7: c1117c851dc11cd2c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 22d121192842125151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 871227b97171b22c31, Class:  1, CF:0.994142, Len: 18, Fitness_tra: 0
Rule 10: 22127229244744181e, Class:  1, CF:0.965156, Len: 18, Fitness_tra: 0
Rule 11: 519c415585241b7113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 8114122d5ec8522c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 19e52cdc111d521253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 513142e45153544125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8152b1212221512241, Class:  0, CF:0.999798, Len: 18, Fitness_tra: 0
Rule 16: d5d7212978121c1425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 19d1412159cc148115, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 18: 53151112de8934155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: ddd81b118822211155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 581211c94811549111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 136112143355915511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1c3144821c81822551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 916112925311921111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 82c777c91814815521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81124181531451c881, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: e61142929113319485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000b02505000300d, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 29: 5d311458c5c1241119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1918418d21c1d8c251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1211114348c211c893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8122111e4242b122d8, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 33: 1d542b29c82cd11211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 15111325211411125d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 119d2752d1511c1c95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2114241971c282c4d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1111c715418c141133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 523871581852121113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 128141232cb1c21115, Class:  0, CF:0.864685, Len: 18, Fitness_tra: 0
Rule 40: 55d222cd15c4d21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5c2b4b1ab412122421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 8594118dc1181c28c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 815117211252211191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1191171911c28be111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3161c1571e55341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 25121285c124d1b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 19322285c1cc54c225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2214241911221c5125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c122bbc9c8cc2c2427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2217221d2582d21114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 51152191531334211d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 159c4c1d8d82114511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5135c198515d9c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 21d44225124221c896, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2511c441b874271211, Class:  1, CF:0.181616, Len: 18, Fitness_tra: 0
Rule 56: 881211197111125451, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 511822151821241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1292111212c2722136, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 59: 1752121611417471e1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 111111325525111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 811c118d42825882c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 25531ecd4111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5331115793d9322485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 811422267241111211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 211442c1451251bb1d, Class:  0, CF:0.999967, Len: 18, Fitness_tra: 0
Rule 66: 133114941ed9121181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 811144231c44278255, Class:  0, CF:0.97739, Len: 18, Fitness_tra: 0
Rule 68: 18814bc315c2d11111, Class:  0, CF:0.999973, Len: 18, Fitness_tra: 0
Rule 69: 2d2122c18281151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 81d212434887212451, Class:  0, CF:0.99838, Len: 18, Fitness_tra: 0
Rule 71: 0000008d808800000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1812c4258118111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1d65c2dc5111512151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 595712158324dcc215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1251818d214c229219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 8dd811511122128181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 8951212183c8d1c812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000b000000000cd008, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 79: 51158125c11c122133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 111c22855911144282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2d315e211111212111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 813311c511121175c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11117185c58cd211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8558271185c1dc221d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8351211d412151111d, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 5d1c1451c5c811d1c1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 87: 15922c8515181c1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d2c8c71e7217112413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 111882858181574111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 511a2729781c1c1425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1c3144821c81822551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: ddd816158822211155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 18521119711112515a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000010000000000, Class:  0, CF:0.279697, Len:  1, Fitness_tra: -185
Rule 96: 15322185c1c8cc2d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 25111365b81417121d, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 22c747c94514815b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000b0000000000da08, Class:  1, CF:0.178466, Len:  4, Fitness_tra: 0
Rule100: 801140cd804c27020e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.5498
------Result------
Miss_rate(tra)	:15.5498
Miss_rate(tst)	:22.619
ARL				:13.7273

------Generation 900------
Rule  1: 0000000a0000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 147
Rule  2: 000000060000000800, Class:  0, CF:  1, Len:  2, Fitness_tra: 37
Rule  3: 00000b000000000000, Class:  1, CF:0.00795389, Len:  1, Fitness_tra: -1
Rule  4: 000000000000008002, Class:  1, CF:0.00377822, Len:  2, Fitness_tra: 0
Rule  5: 111221c54124181221, Class:  1, CF:0.984602, Len: 18, Fitness_tra: 0
Rule  6: 151d42181511121211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule  7: c1117c851dc11cd2c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 22d121192842125151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 871227b97171b22c31, Class:  1, CF:0.994142, Len: 18, Fitness_tra: 0
Rule 10: 22127229244744181e, Class:  1, CF:0.965156, Len: 18, Fitness_tra: 0
Rule 11: 519c415585241b7113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 8114122d5ec8522c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 19e52cdc111d521253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 513142e45153544125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8152b1212221512241, Class:  0, CF:0.999798, Len: 18, Fitness_tra: 0
Rule 16: d5d7212978121c1425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 19d1412159cc148115, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 18: 53151112de8934155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: ddd81b118822211155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 581211c94811549111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 136112143355915511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1c3144821c81822551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 916112925311921111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 82c777c91814815521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81124181531451c881, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: e61142929113319485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000b02505000300d, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 29: 5d311458c5c1241119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1918418d21c1d8c251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1211114348c211c893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8122111e4242b122d8, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 33: 1d542b29c82cd11211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 15111325211411125d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 119d2752d1511c1c95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2114241971c282c4d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1111c715418c141133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 523871581852121113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 128141232cb1c21115, Class:  0, CF:0.864685, Len: 18, Fitness_tra: 0
Rule 40: 55d222cd15c4d21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5c2b4b1ab412122421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 8594118dc1181c28c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 815117211252211191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1191171911c28be111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3161c1571e55341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 25121285c124d1b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 19322285c1cc54c225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2214241911221c5125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c122bbc9c8cc2c2427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2217221d2582d21114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 51152191531334211d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 159c4c1d8d82114511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5135c198515d9c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 21d44225124221c896, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2511c441b874271211, Class:  1, CF:0.181616, Len: 18, Fitness_tra: 0
Rule 56: 881211197111125451, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 511822151821241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1292111212c2722136, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
