------Generation 0------
Rule  1: 2c5124c54411221118, Class:  1, CF:0.999912, Len: 18, Fitness_tra: 0
Rule 72: 5135111255d1121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000b0000000b0008, Class:  1, CF:0.0453128, Len:  3, Fitness_tra: 0
Rule 74: 515c47c111c4515211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 5222112e2114221111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 182142c521c11c1c14, Class:  1, CF:0.997067, Len: 18, Fitness_tra: 0
Rule 77: 8cd12283152c144199, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 78: 229514c52521121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1311c212135d341115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1211d15121cc58d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 851361cdc511d31c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 800000000000000000, Class:  0, CF:0.369722, Len:  1, Fitness_tra: -133
Rule 83: 000070000000000000, Class:  0, CF:0.0670918, Len:  1, Fitness_tra: 0
Rule 84: 1551c1cd111cc2113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d80000700800000000, Class:  0, CF:0.866689, Len:  4, Fitness_tra: 0
Rule 86: 815b128d11121121c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 128417c9c84c518c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 825817c52822c128d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5112214e717bc111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 21841129b11421c251, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 91: 0000000000000000b0, Class:  1, CF:0.102928, Len:  1, Fitness_tra: 45
Rule 92: 11e7448d4513821b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c291728d471112e114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 03302c3941410010d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000070000000000006, Class:  0, CF:0.435893, Len:  2, Fitness_tra: 52
Rule 96: c131429449d2182251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 200000201100202980, Class:  0, CF:0.998638, Len:  8, Fitness_tra: 0
Rule 98: 1e617227aee1121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000b0000000b0008, Class:  1, CF:0.0453128, Len:  0, Fitness_tra: 0
Rule100: 12507b050501020006, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.354
------Result------
Miss_rate(tra)	:42.354
Miss_rate(tst)	:28.2353
ARL				:10.2653

------Generation 1000------
Rule  1: 00000000c000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 130
Rule  2: 000000800000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 87
Rule  3: 000000000000000700, Class:  1, CF:0.117917, Len:  1, Fitness_tra: 80
Rule  4: 000000008000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 70
Rule  5: 000070000000000006, Class:  0, CF:0.435893, Len:  2, Fitness_tra: 27
Rule  6: 0000000000000000b0, Class:  1, CF:0.102928, Len:  1, Fitness_tra: 17
Rule  7: 000000000c00000002, Class:  1, CF:0.169903, Len:  2, Fitness_tra: 13
Rule  8: 000000000b00000000, Class:  1, CF:0.0948022, Len:  1, Fitness_tra: 67
Rule  9: 000000000000080000, Class:  1, CF:0.495784, Len:  1, Fitness_tra: 13
Rule 10: 000000000b000000d0, Class:  1, CF:0.115899, Len:  2, Fitness_tra: 8
Rule 11: 000000000000b00980, Class:  0, CF:0.978344, Len:  3, Fitness_tra: 7
Rule 12: 0000b0000000000000, Class:  0, CF:0.0578039, Len:  1, Fitness_tra: 0
Rule 13: 000100000004000180, Class:  0, CF:0.320756, Len:  4, Fitness_tra: 0
Rule 14: 0000b0000001008080, Class:  1, CF:0.192223, Len:  4, Fitness_tra: 3
Rule 15: 00000800000a000001, Class:  1, CF:0.768443, Len:  3, Fitness_tra: 0
Rule 16: 8812218988241c8155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 418121c31121224521, Class:  0, CF:0.997988, Len: 18, Fitness_tra: 0
Rule 18: dc177179454b1112cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11921c831842521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 15d82b815115111233, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 0000000eb000c00000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 22: 25d174cd29cc142548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1411441312121242d5, Class:  0, CF:0.978402, Len: 18, Fitness_tra: 0
Rule 24: 153c1c894888211181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 551111558111d2c5c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 115221814c1c1c1181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 123822111188841155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1d91128dc5c2122283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 131d1158d555941159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 151121812d8c212211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 31: 51542cc51588142518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 55d21485cd4c1152c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 125c445541818c8222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 053080000000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 122112114711112114, Class:  1, CF:0.421099, Len: 18, Fitness_tra: 0
Rule 36: 82118485c124112191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 93314194d9d3111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 385112585158211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: d03080097d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5c51422378bb225c63, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: c221c21111c1121759, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 115142297144178411, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5282b2c322111c1212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 211114114412471159, Class:  0, CF:0.442992, Len: 18, Fitness_tra: 0
Rule 45: 1d127cc819c1d14811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 25d1e1251112882185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3311273711e1681114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 5558412185241c2111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 1e3511529311925219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1158c22112245218d1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 00000b580050000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11124213b112221417, Class:  0, CF:0.323294, Len: 18, Fitness_tra: 0
Rule 53: 58c171132817285287, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51e1441c29823122d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 58542471b5111cb418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1e6142511e95121919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000b00c000d00030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 58: 1d2411254114587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000007e007b005400, Class:  0, CF:0.698655, Len:  6, Fitness_tra: 0
Rule 60: 8224412971bb1b1111, Class:  1, CF:0.998999, Len: 18, Fitness_tra: 0
Rule 61: 2512c11188c1121b81, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 129c1185412184b516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e331129711d5141123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211113112154511828, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 115c42154842144153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 511744834122821b42, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 8292c1881228271151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 525112792474b77133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 259217211d14114783, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1911245cc1815111e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d5311112112d11115, Class:  0, CF:0.999478, Len: 18, Fitness_tra: 0
Rule 72: 5135111255d1121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000b0000000b0008, Class:  1, CF:0.0453128, Len:  3, Fitness_tra: 0
Rule 74: 515c47c111c4515211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 5222112e2114221111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 182142c521c11c1c14, Class:  1, CF:0.997067, Len: 18, Fitness_tra: 0
Rule 77: 8cd12283152c144199, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 78: 229514c52521121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1311c212135d341115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1211d15121cc58d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11177425411c517c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5451111ebc117224d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 542172414241221193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 225721251c1c812181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 25117c5dc1cc822411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9287144eb827141151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000bb0000000087000, Class:  0, CF:0.323135, Len:  4, Fitness_tra: 0
Rule 88: 400000000000000000, Class:  1, CF:0.0677139, Len:  1, Fitness_tra: 2
Rule 89: 528122212247881212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 122b12131121c222c4, Class:  0, CF:0.742213, Len: 18, Fitness_tra: 0
Rule 91: 000002000000000700, Class:  1, CF:0.251338, Len:  2, Fitness_tra: 4
Rule 92: 0000007e007b005401, Class:  0, CF:0.691995, Len:  7, Fitness_tra: 0
Rule 93: c221c2171141124753, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: 5197428d17c4825111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1451121311121242d5, Class:  0, CF:0.988151, Len: 18, Fitness_tra: 0
Rule 96: 070000200000c08082, Class:  0, CF:0.127869, Len:  6, Fitness_tra: 0
Rule 97: 1551010d1b00c0000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 125171cd1111c20136, Class:  0, CF:  1, Len: 17, Fitness_tra: 0
Rule 99: 000000000004000000, Class:  0, CF:0.328404, Len:  1, Fitness_tra: -92
Rule100: 00400b3000000b0008, Class:  1, CF:0.654358, Len:  5, Fitness_tra: 22
------Current------
Miss_rate(tra)	:27.4914
------Result------
Miss_rate(tra)	:27.4914
Miss_rate(tst)	:16.4706
ARL				:10.4717

------Generation 2000------
Rule  1: 00000000c000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 130
Rule  2: 000000800000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 87
Rule  3: 000000000000000700, Class:  1, CF:0.117917, Len:  1, Fitness_tra: 80
Rule  4: 000000008000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 70
Rule  5: 000070000000000006, Class:  0, CF:0.435893, Len:  2, Fitness_tra: 27
Rule  6: 0000000000000000b0, Class:  1, CF:0.102928, Len:  1, Fitness_tra: 17
Rule  7: 000000000c00000002, Class:  1, CF:0.169903, Len:  2, Fitness_tra: 13
Rule  8: 000000000b00000000, Class:  1, CF:0.0948022, Len:  1, Fitness_tra: 67
Rule  9: 000000000000080000, Class:  1, CF:0.495784, Len:  1, Fitness_tra: 13
Rule 10: 000000000b000000d0, Class:  1, CF:0.115899, Len:  2, Fitness_tra: 8
Rule 11: 000000000000b00980, Class:  0, CF:0.978344, Len:  3, Fitness_tra: 7
Rule 12: 0000b0000000000000, Class:  0, CF:0.0578039, Len:  1, Fitness_tra: 0
Rule 13: 000100000004000180, Class:  0, CF:0.320756, Len:  4, Fitness_tra: 0
Rule 14: 0000b0000001008080, Class:  1, CF:0.192223, Len:  4, Fitness_tra: 3
Rule 15: 00000800000a000001, Class:  1, CF:0.768443, Len:  3, Fitness_tra: 0
Rule 16: 8812218988241c8155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 418121c31121224521, Class:  0, CF:0.997988, Len: 18, Fitness_tra: 0
Rule 18: dc177179454b1112cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11921c831842521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 15d82b815115111233, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 0000000eb000c00000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 22: 25d174cd29cc142548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1411441312121242d5, Class:  0, CF:0.978402, Len: 18, Fitness_tra: 0
Rule 24: 153c1c894888211181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 551111558111d2c5c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 115221814c1c1c1181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 123822111188841155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1d91128dc5c2122283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 131d1158d555941159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 151121812d8c212211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 31: 51542cc51588142518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 55d21485cd4c1152c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 125c445541818c8222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 053080000000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 122112114711112114, Class:  1, CF:0.421099, Len: 18, Fitness_tra: 0
Rule 36: 82118485c124112191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 93314194d9d3111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 385112585158211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: d03080097d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5c51422378bb225c63, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: c221c21111c1121759, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 115142297144178411, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5282b2c322111c1212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 211114114412471159, Class:  0, CF:0.442992, Len: 18, Fitness_tra: 0
Rule 45: 1d127cc819c1d14811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 25d1e1251112882185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3311273711e1681114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 5558412185241c2111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 1e3511529311925219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1158c22112245218d1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 00000b580050000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11124213b112221417, Class:  0, CF:0.323294, Len: 18, Fitness_tra: 0
Rule 53: 58c171132817285287, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51e1441c29823122d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 58542471b5111cb418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1e6142511e95121919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000b00c000d00030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 58: 1d2411254114587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000007e007b005400, Class:  0, CF:0.698655, Len:  6, Fitness_tra: 0
Rule 60: 8224412971bb1b1111, Class:  1, CF:0.998999, Len: 18, Fitness_tra: 0
Rule 61: 2512c11188c1121b81, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 129c1185412184b516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e331129711d5141123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211113112154511828, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 115c42154842144153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 511744834122821b42, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 8292c1881228271151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 525112792474b77133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 259217211d14114783, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1911245cc1815111e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d5311112112d11115, Class:  0, CF:0.999478, Len: 18, Fitness_tra: 0
Rule 72: 5135111255d1121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000b0000000b0008, Class:  1, CF:0.0453128, Len:  3, Fitness_tra: 0
Rule 74: 515c47c111c4515211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 5222112e2114221111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 182142c521c11c1c14, Class:  1, CF:0.997067, Len: 18, Fitness_tra: 0
Rule 77: 8cd12283152c144199, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 78: 229514c52521121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1311c212135d341115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1211d15121cc58d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11177425411c517c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5451111ebc117224d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 542172414241221193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 225721251c1c812181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 25117c5dc1cc822411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9287144eb827141151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000bb0000000087000, Class:  0, CF:0.323135, Len:  4, Fitness_tra: 0
Rule 88: 400000000000000000, Class:  1, CF:0.0677139, Len:  1, Fitness_tra: 2
Rule 89: 528122212247881212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 122b12131121c222c4, Class:  0, CF:0.742213, Len: 18, Fitness_tra: 0
Rule 91: 000002000000000700, Class:  1, CF:0.251338, Len:  2, Fitness_tra: 4
Rule 92: 0000007e007b005401, Class:  0, CF:0.691995, Len:  7, Fitness_tra: 0
Rule 93: c221c2171141124753, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: 5197428d17c4825111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1451121311121242d5, Class:  0, CF:0.988151, Len: 18, Fitness_tra: 0
Rule 96: 070000200000c08082, Class:  0, CF:0.127869, Len:  6, Fitness_tra: 0
Rule 97: 1551010d1b00c0000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 125171cd1111c20136, Class:  0, CF:  1, Len: 17, Fitness_tra: 0
Rule 99: 000000000004000000, Class:  0, CF:0.328404, Len:  1, Fitness_tra: -92
Rule100: 00400b3000000b0008, Class:  1, CF:0.654358, Len:  5, Fitness_tra: 22
------Current------
Miss_rate(tra)	:27.4914
------Result------
Miss_rate(tra)	:27.4914
Miss_rate(tst)	:16.4706
ARL				:10.4717

------Generation 3000------
Rule  1: 00000000c000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 130
Rule  2: 000000800000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 87
Rule  3: 000000000000000700, Class:  1, CF:0.117917, Len:  1, Fitness_tra: 80
Rule  4: 000000008000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 70
Rule  5: 000070000000000006, Class:  0, CF:0.435893, Len:  2, Fitness_tra: 27
Rule  6: 0000000000000000b0, Class:  1, CF:0.102928, Len:  1, Fitness_tra: 17
Rule  7: 000000000c00000002, Class:  1, CF:0.169903, Len:  2, Fitness_tra: 13
Rule  8: 000000000b00000000, Class:  1, CF:0.0948022, Len:  1, Fitness_tra: 67
Rule  9: 000000000000080000, Class:  1, CF:0.495784, Len:  1, Fitness_tra: 13
Rule 10: 000000000b000000d0, Class:  1, CF:0.115899, Len:  2, Fitness_tra: 8
Rule 11: 000000000000b00980, Class:  0, CF:0.978344, Len:  3, Fitness_tra: 7
Rule 12: 0000b0000000000000, Class:  0, CF:0.0578039, Len:  1, Fitness_tra: 0
Rule 13: 000100000004000180, Class:  0, CF:0.320756, Len:  4, Fitness_tra: 0
Rule 14: 0000b0000001008080, Class:  1, CF:0.192223, Len:  4, Fitness_tra: 3
Rule 15: 00000800000a000001, Class:  1, CF:0.768443, Len:  3, Fitness_tra: 0
Rule 16: 8812218988241c8155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 418121c31121224521, Class:  0, CF:0.997988, Len: 18, Fitness_tra: 0
Rule 18: dc177179454b1112cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11921c831842521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 15d82b815115111233, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 0000000eb000c00000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 22: 25d174cd29cc142548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1411441312121242d5, Class:  0, CF:0.978402, Len: 18, Fitness_tra: 0
Rule 24: 153c1c894888211181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 551111558111d2c5c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 115221814c1c1c1181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 123822111188841155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1d91128dc5c2122283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 131d1158d555941159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 151121812d8c212211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 31: 51542cc51588142518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 55d21485cd4c1152c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 125c445541818c8222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 053080000000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 122112114711112114, Class:  1, CF:0.421099, Len: 18, Fitness_tra: 0
Rule 36: 82118485c124112191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 93314194d9d3111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 385112585158211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: d03080097d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5c51422378bb225c63, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: c221c21111c1121759, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 115142297144178411, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5282b2c322111c1212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 211114114412471159, Class:  0, CF:0.442992, Len: 18, Fitness_tra: 0
Rule 45: 1d127cc819c1d14811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 25d1e1251112882185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3311273711e1681114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 5558412185241c2111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 1e3511529311925219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1158c22112245218d1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 00000b580050000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11124213b112221417, Class:  0, CF:0.323294, Len: 18, Fitness_tra: 0
Rule 53: 58c171132817285287, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51e1441c29823122d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 58542471b5111cb418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1e6142511e95121919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000b00c000d00030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 58: 1d2411254114587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000007e007b005400, Class:  0, CF:0.698655, Len:  6, Fitness_tra: 0
Rule 60: 8224412971bb1b1111, Class:  1, CF:0.998999, Len: 18, Fitness_tra: 0
Rule 61: 2512c11188c1121b81, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 129c1185412184b516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e331129711d5141123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211113112154511828, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 115c42154842144153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 511744834122821b42, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 8292c1881228271151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 525112792474b77133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 259217211d14114783, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1911245cc1815111e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d5311112112d11115, Class:  0, CF:0.999478, Len: 18, Fitness_tra: 0
