------Generation 0------
Rule  1: 813211cd13822181c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: c0000000000000c060, Class:  1, CF:0.772901, Len:  3, Fitness_tra: 8
Rule  8: 0d200b000000d00000, Class:  0, CF:0.994048, Len:  4, Fitness_tra: 1
Rule  9: 00000b005050000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 10: 11131115415c112c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 223421214184c11555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11314711c521d25113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55d8c18521118112e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5151215519215c2dcd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 5135c2158d25573131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 316124911315311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1d3772c5851c521841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 815c215d1d12121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5552c12d18cc17146a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: d42714434177721c18, Class:  0, CF:0.999081, Len: 18, Fitness_tra: 0
Rule 21: 528c44231871c21133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 3315cc9153d9125115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 855412c5c52822c125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 911822911511118251, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 51158415211c111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 916111129353141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 235c12214dc81c4b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 885441214522811442, Class:  0, CF:0.999652, Len: 18, Fitness_tra: 0
Rule 29: 11181721c412141193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111844371199381511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 8881128145c1d1871b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 32: 519511d85c28111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1938141d1d21515c1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5d5331214111111111, Class:  0, CF:0.999338, Len: 18, Fitness_tra: 0
Rule 36: 8554248d83cc121588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 996522e25315325189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111b4115c12c222c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1c51211228c2122953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112217437247458114, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: 28114271152184c251, Class:  0, CF:0.971424, Len: 18, Fitness_tra: 0
Rule 42: 813211cd13822181c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 8191c1c5cd211b2153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 51511111c58c8451e1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 45: 13d121815524282121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8c12c141782bcb1266, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0d00008d8080d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 24114b217c112111dd, Class:  0, CF:0.532962, Len: 18, Fitness_tra: 0
Rule 49: 511c11c5c5c2c241e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: cd1c148111425114c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 22211b138811881121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: d35c1c1d1312184211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1135119411533c212d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 52e8c11d2d22271c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1665c1145111111411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111114149e93682121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 295814218d28541151, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 58: 1334115d4118882228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: dd352c11111151315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c1124c9112121c213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2122c1294221c7211f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31a1c4329959311d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00300c000000c02000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: 2d2117152228d82221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 812144191824511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 281c4229c2811242d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000c7000000000002, Class:  0, CF:0.057349, Len:  3, Fitness_tra: 0
Rule 68: 155d8151158d11229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1111c2212244274416, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 188217791217c11115, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 1552441dc512111122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 12111755c1ccc14951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 511111831511121c13, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 74: 2214121d8514181415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 003080000d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 224b2173221b111842, Class:  0, CF:0.705557, Len: 18, Fitness_tra: 0
Rule 77: 116511122555174219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 311112111159122225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 22571bcdc1c8818111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 859c48c5232c2285c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2291448d81c1121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 118c71191c27221113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000002, Class:  1, CF:0.0244045, Len:  1, Fitness_tra: 0
Rule 84: d5122715111c111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8182127eb27b212151, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 00c000050000000000, Class:  1, CF:0.571962, Len:  2, Fitness_tra: 128
Rule 87: c45477252111412c2d, Class:  1, CF:0.99974, Len: 18, Fitness_tra: 0
Rule 88: 55d12c551d1c2252c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2c1c1211214224d793, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1114442e28178c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5882177918ccc1141a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1535148483533c152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000004000000000, Class:  0, CF:0.325121, Len:  1, Fitness_tra: -50
Rule 94: 00201210402c505c1d, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 2001c7038011000101, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 081000000bc0000d00, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 516521122855d7d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1c15c2e1112131c289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2d133b217c111111d1, Class:  0, CF:0.952185, Len: 18, Fitness_tra: 0
Rule100: 0ce000000c00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.2371
------Result------
Miss_rate(tra)	:41.2371
Miss_rate(tst)	:31.7647
ARL				:10.8205

------Generation 900------
Rule  1: 00000000000c000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 242
Rule  2: 0700000004b0000000, Class:  1, CF:0.27195, Len:  3, Fitness_tra: 48
Rule  3: 000000000b00000000, Class:  1, CF:0.0787295, Len:  1, Fitness_tra: 40
Rule  4: 0c0000000c00000000, Class:  1, CF:0.213387, Len:  2, Fitness_tra: 49
Rule  5: 000000000000000800, Class:  0, CF:0.592286, Len:  1, Fitness_tra: 47
Rule  6: d09000000d00000000, Class:  0, CF:0.999985, Len:  3, Fitness_tra: 33
Rule  7: c0000000000000c060, Class:  1, CF:0.772901, Len:  3, Fitness_tra: 8
Rule  8: 0d200b000000d00000, Class:  0, CF:0.994048, Len:  4, Fitness_tra: 1
Rule  9: 00000b005050000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 10: 11131115415c112c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 223421214184c11555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11314711c521d25113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55d8c18521118112e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5151215519215c2dcd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 5135c2158d25573131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 316124911315311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1d3772c5851c521841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 815c215d1d12121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5552c12d18cc17146a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: d42714434177721c18, Class:  0, CF:0.999081, Len: 18, Fitness_tra: 0
Rule 21: 528c44231871c21133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 3315cc9153d9125115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 855412c5c52822c125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 911822911511118251, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 51158415211c111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 916111129353141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 235c12214dc81c4b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 885441214522811442, Class:  0, CF:0.999652, Len: 18, Fitness_tra: 0
Rule 29: 11181721c412141193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111844371199381511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 8881128145c1d1871b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 32: 519511d85c28111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1938141d1d21515c1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5d5331214111111111, Class:  0, CF:0.999338, Len: 18, Fitness_tra: 0
Rule 36: 8554248d83cc121588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 996522e25315325189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111b4115c12c222c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1c51211228c2122953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112217437247458114, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: 28114271152184c251, Class:  0, CF:0.971424, Len: 18, Fitness_tra: 0
Rule 42: 813211cd13822181c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 8191c1c5cd211b2153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 51511111c58c8451e1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 45: 13d121815524282121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8c12c141782bcb1266, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0d00008d8080d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 24114b217c112111dd, Class:  0, CF:0.532962, Len: 18, Fitness_tra: 0
Rule 49: 511c11c5c5c2c241e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: cd1c148111425114c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 22211b138811881121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: d35c1c1d1312184211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1135119411533c212d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 52e8c11d2d22271c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1665c1145111111411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111114149e93682121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 295814218d28541151, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 58: 1334115d4118882228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: dd352c11111151315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c1124c9112121c213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2122c1294221c7211f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31a1c4329959311d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00300c000000c02000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: 2d2117152228d82221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 812144191824511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 281c4229c2811242d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000c7000000000002, Class:  0, CF:0.057349, Len:  3, Fitness_tra: 0
Rule 68: 155d8151158d11229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1111c2212244274416, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 188217791217c11115, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 1552441dc512111122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 12111755c1ccc14951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 511111831511121c13, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 74: 2214121d8514181415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 003080000d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 224b2173221b111842, Class:  0, CF:0.705557, Len: 18, Fitness_tra: 0
Rule 77: 116511122555174219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 311112111159122225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 22571bcdc1c8818111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 859c48c5232c2285c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2291448d81c1121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 118c71191c27221113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000002, Class:  1, CF:0.0244045, Len:  1, Fitness_tra: 0
Rule 84: d5122715111c111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8182127eb27b212151, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 00c000050000000000, Class:  1, CF:0.571962, Len:  2, Fitness_tra: 128
Rule 87: c45477252111412c2d, Class:  1, CF:0.99974, Len: 18, Fitness_tra: 0
Rule 88: 55d12c551d1c2252c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2c1c1211214224d793, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1114442e28178c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5882177918ccc1141a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1535148483533c152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000004000000000, Class:  0, CF:0.325121, Len:  1, Fitness_tra: -50
Rule 94: 00201210402c505c1d, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 2001c7038011000101, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 081000000bc0000d00, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 516521122855d7d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1c15c2e1112131c289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2d133b217c111111d1, Class:  0, CF:0.952185, Len: 18, Fitness_tra: 0
Rule100: 0ce000000c00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.2371
------Result------
Miss_rate(tra)	:41.2371
Miss_rate(tst)	:31.7647
ARL				:10.8205

------Generation 1000------
Rule  1: 00000000000c000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 242
Rule  2: 0700000004b0000000, Class:  1, CF:0.27195, Len:  3, Fitness_tra: 48
Rule  3: 000000000b00000000, Class:  1, CF:0.0787295, Len:  1, Fitness_tra: 40
Rule  4: 0c0000000c00000000, Class:  1, CF:0.213387, Len:  2, Fitness_tra: 49
Rule  5: 000000000000000800, Class:  0, CF:0.592286, Len:  1, Fitness_tra: 47
Rule  6: d09000000d00000000, Class:  0, CF:0.999985, Len:  3, Fitness_tra: 33
Rule  7: c0000000000000c060, Class:  1, CF:0.772901, Len:  3, Fitness_tra: 8
Rule  8: 0d200b000000d00000, Class:  0, CF:0.994048, Len:  4, Fitness_tra: 1
Rule  9: 00000b005050000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 10: 11131115415c112c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 223421214184c11555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11314711c521d25113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55d8c18521118112e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5151215519215c2dcd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 5135c2158d25573131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 316124911315311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1d3772c5851c521841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 815c215d1d12121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5552c12d18cc17146a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: d42714434177721c18, Class:  0, CF:0.999081, Len: 18, Fitness_tra: 0
Rule 21: 528c44231871c21133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 3315cc9153d9125115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 855412c5c52822c125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 911822911511118251, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 51158415211c111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 916111129353141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 235c12214dc81c4b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 885441214522811442, Class:  0, CF:0.999652, Len: 18, Fitness_tra: 0
Rule 29: 11181721c412141193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111844371199381511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 8881128145c1d1871b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 32: 519511d85c28111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1938141d1d21515c1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5d5331214111111111, Class:  0, CF:0.999338, Len: 18, Fitness_tra: 0
Rule 36: 8554248d83cc121588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 996522e25315325189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111b4115c12c222c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1c51211228c2122953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112217437247458114, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: 28114271152184c251, Class:  0, CF:0.971424, Len: 18, Fitness_tra: 0
Rule 42: 813211cd13822181c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 8191c1c5cd211b2153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 51511111c58c8451e1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 45: 13d121815524282121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8c12c141782bcb1266, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0d00008d8080d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 24114b217c112111dd, Class:  0, CF:0.532962, Len: 18, Fitness_tra: 0
Rule 49: 511c11c5c5c2c241e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: cd1c148111425114c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 22211b138811881121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: d35c1c1d1312184211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1135119411533c212d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 52e8c11d2d22271c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1665c1145111111411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111114149e93682121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 295814218d28541151, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 58: 1334115d4118882228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: dd352c11111151315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c1124c9112121c213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2122c1294221c7211f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31a1c4329959311d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00300c000000c02000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: 2d2117152228d82221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 812144191824511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 281c4229c2811242d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000c7000000000002, Class:  0, CF:0.057349, Len:  3, Fitness_tra: 0
Rule 68: 155d8151158d11229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1111c2212244274416, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 188217791217c11115, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 1552441dc512111122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 12111755c1ccc14951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 511111831511121c13, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 74: 2214121d8514181415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 003080000d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 224b2173221b111842, Class:  0, CF:0.705557, Len: 18, Fitness_tra: 0
Rule 77: 116511122555174219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 311112111159122225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 22571bcdc1c8818111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 859c48c5232c2285c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2291448d81c1121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 118c71191c27221113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000002, Class:  1, CF:0.0244045, Len:  1, Fitness_tra: 0
Rule 84: d5122715111c111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8182127eb27b212151, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 00c000050000000000, Class:  1, CF:0.571962, Len:  2, Fitness_tra: 128
Rule 87: c45477252111412c2d, Class:  1, CF:0.99974, Len: 18, Fitness_tra: 0
Rule 88: 55d12c551d1c2252c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2c1c1211214224d793, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1114442e28178c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5882177918ccc1141a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1535148483533c152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000004000000000, Class:  0, CF:0.325121, Len:  1, Fitness_tra: -50
Rule 94: 00201210402c505c1d, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 2001c7038011000101, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 081000000bc0000d00, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 516521122855d7d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1c15c2e1112131c289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2d133b217c111111d1, Class:  0, CF:0.952185, Len: 18, Fitness_tra: 0
Rule100: 0ce000000c00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.2371
------Result------
Miss_rate(tra)	:41.2371
Miss_rate(tst)	:31.7647
ARL				:10.8205

------Generation 2000------
Rule  1: 00000000000c000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 235
Rule  2: 00c000050000000000, Class:  1, CF:0.571962, Len:  2, Fitness_tra: 118
Rule  3: 0c0000000c00000000, Class:  1, CF:0.213387, Len:  2, Fitness_tra: 62
Rule  4: 0700000004b0000000, Class:  1, CF:0.27195, Len:  3, Fitness_tra: 67
