------Generation 0------
Rule  1: e5cc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 99111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5555b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3142bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 15114b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5e157b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e31817e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e12c1412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: e52171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 167211e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 82: 11782715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e345221d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 39cc2b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e1121711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9341223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e4142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 35257b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13124418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ee222118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 51816531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 318c745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25221498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: a91cc21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00cb005b, Class:  0, CF:0.755505, Len:  4, Fitness_tra: 0
Rule 96: 98ac7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8b487494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: e31877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a912619c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 40000000, Class:  0, CF:0.215573, Len:  1, Fitness_tra: -561
------Current------
Miss_rate(tra)	:1.73477
------Result------
Miss_rate(tra)	:1.73477
Miss_rate(tst)	:3.37838
ARL				:3.41176

------Generation 900------
Rule  1: 00c00050, Class:  0, CF:0.823783, Len:  2, Fitness_tra: 376
Rule  2: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 151
Rule  3: 2811119c, Class:  1, CF:0.796502, Len:  8, Fitness_tra: 2
Rule  4: 59400194, Class:  1, CF:0.891544, Len:  6, Fitness_tra: 1
Rule  5: 30100050, Class:  0, CF:  1, Len:  3, Fitness_tra: 18
Rule  6: e512618c, Class:  1, CF:0.998827, Len:  8, Fitness_tra: 7
Rule  7: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 17
Rule  8: 10000e01, Class:  0, CF:  1, Len:  3, Fitness_tra: 9
Rule  9: e0402050, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 10: 00000004, Class:  1, CF:0.0010845, Len:  1, Fitness_tra: 0
Rule 11: e5cc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13217738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13122b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5d281be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11c12431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c17414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1915b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1942149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39c84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8888141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 134c1465, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1118b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 151d2798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 25157412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 81541b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 591c7468, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: ee42225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 112cb4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 19c27711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13112718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9921473d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 28821418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 13112b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 59482494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51c847e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 9212b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1241794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 991c2452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e9121b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1581221c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11252235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 55884114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 118c74e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 39cc2411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 812cb792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 558444e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 611821e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11cc1be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 512c2298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 39114112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 39184152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e582113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 85211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51282b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 31297be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 61431191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 57: 992c121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 51d1b49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e18c4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 39134111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1551bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1222b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1852b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 182d4711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: d1512b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 28d12418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 555127e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e9482492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 31c1711c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 99111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5555b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3142bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 15114b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5e157b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e31817e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e12c1412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: e52171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 167211e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 82: 11782715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e345221d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 39cc2b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e1121711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9341223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e4142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 35257b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13124418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ee222118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 51816531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 318c745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25221498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: a91cc21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00cb005b, Class:  0, CF:0.755505, Len:  4, Fitness_tra: 0
Rule 96: 98ac7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8b487494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: e31877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a912619c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 40000000, Class:  0, CF:0.215573, Len:  1, Fitness_tra: -561
------Current------
Miss_rate(tra)	:1.73477
------Result------
Miss_rate(tra)	:1.73477
Miss_rate(tst)	:3.37838
ARL				:3.41176

------Generation 1000------
Rule  1: 00c00050, Class:  0, CF:0.823783, Len:  2, Fitness_tra: 269
Rule  2: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 138
Rule  3: 30100050, Class:  0, CF:  1, Len:  3, Fitness_tra: 35
Rule  4: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 13
Rule  5: 10000e01, Class:  0, CF:  1, Len:  3, Fitness_tra: 9
Rule  6: e512618c, Class:  1, CF:0.998827, Len:  8, Fitness_tra: 1
Rule  7: 2811119c, Class:  1, CF:0.796502, Len:  8, Fitness_tra: 0
Rule  8: 59400194, Class:  1, CF:0.891544, Len:  6, Fitness_tra: 0
Rule  9: e0402050, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 10: 00000004, Class:  1, CF:0.0010845, Len:  1, Fitness_tra: 0
Rule 11: e5cc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13217738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13122b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5d281be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11c12431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c17414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1915b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1942149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39c84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8888141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 134c1465, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1118b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 151d2798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 25157412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 81541b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 591c7468, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: ee42225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 112cb4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 19c27711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13112718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9921473d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 28821418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 13112b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 59482494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51c847e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 9212b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1241794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 991c2452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e9121b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1581221c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11252235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 55884114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 118c74e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 39cc2411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 812cb792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 558444e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 611821e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11cc1be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 512c2298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 39114112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 39184152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e582113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 85211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51282b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 31297be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 61431191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 57: 992c121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 51d1b49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e18c4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 39134111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1551bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1222b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1852b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 182d4711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: d1512b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 28d12418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 555127e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e9482492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 31c1711c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 99111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5555b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3142bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 15114b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5e157b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e31817e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e12c1412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: e52171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 35ccb7d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ee127211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 65521198, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 1e25115c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: 3381143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 39184218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e414291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e91c2418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3e2c27e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1912119c, Class:  1, CF:0.964514, Len:  8, Fitness_tra: 0
Rule 92: 33182718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 002b0412, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 28280412, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 111814e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 51282b28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00400000, Class:  0, CF:0.268155, Len:  1, Fitness_tra: -463
Rule 98: 00c04700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 91422b6c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 12124411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.54202
------Result------
Miss_rate(tra)	:1.54202
Miss_rate(tst)	:3.37838
ARL				:4.1

------Generation 2000------
Rule  1: 00c00050, Class:  0, CF:0.823783, Len:  2, Fitness_tra: 269
Rule  2: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 138
Rule  3: 30100050, Class:  0, CF:  1, Len:  3, Fitness_tra: 35
Rule  4: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 13
Rule  5: 10000e01, Class:  0, CF:  1, Len:  3, Fitness_tra: 9
Rule  6: e512618c, Class:  1, CF:0.998827, Len:  8, Fitness_tra: 1
Rule  7: 2811119c, Class:  1, CF:0.796502, Len:  8, Fitness_tra: 0
Rule  8: 59400194, Class:  1, CF:0.891544, Len:  6, Fitness_tra: 0
Rule  9: e0402050, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 10: 00000004, Class:  1, CF:0.0010845, Len:  1, Fitness_tra: 0
Rule 11: e5cc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13217738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13122b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5d281be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11c12431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c17414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1915b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1942149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39c84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8888141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 134c1465, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1118b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 151d2798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 25157412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 81541b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 591c7468, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: ee42225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 112cb4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 19c27711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13112718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9921473d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 28821418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 13112b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 59482494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51c847e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 9212b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1241794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 991c2452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e9121b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1581221c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11252235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 55884114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 118c74e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 39cc2411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 812cb792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 558444e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 611821e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11cc1be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 512c2298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 39114112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 39184152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e582113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 85211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51282b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 31297be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 61431191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 57: 992c121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 51d1b49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e18c4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 39134111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1551bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1222b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1852b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 182d4711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: d1512b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 28d12418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 555127e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e9482492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 31c1711c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 99111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5555b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3142bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 15114b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5e157b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e31817e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e12c1412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: e52171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 35ccb7d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ee127211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 65521198, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 1e25115c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: 3381143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 39184218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e414291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e91c2418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3e2c27e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1912119c, Class:  1, CF:0.964514, Len:  8, Fitness_tra: 0
Rule 92: 33182718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 002b0412, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 28280412, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 111814e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 51282b28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00400000, Class:  0, CF:0.268155, Len:  1, Fitness_tra: -463
Rule 98: 00c04700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 91422b6c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 12124411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.54202
------Result------
Miss_rate(tra)	:1.54202
Miss_rate(tst)	:3.37838
ARL				:4.1

------Generation 3000------
Rule  1: 00c00050, Class:  0, CF:0.823783, Len:  2, Fitness_tra: 269
Rule  2: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 138
