------Generation 0------
Rule  1: e3ccb152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3124443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 83: 9112b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6e25bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ee2c11e1, Class:  1, CF:0.78936, Len:  8, Fitness_tra: 0
Rule 86: f92817e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e6c241e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e9c12794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 91882451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ee5c1be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 07000000, Class:  0, CF:0.923775, Len:  1, Fitness_tra: 769
Rule 92: 184314e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31c0806c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 01c04413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1011090d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0520479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0040000a, Class:  0, CF:0.259751, Len:  2, Fitness_tra: 0
Rule 98: 0110b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 225007cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22517794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.5818
------Result------
Miss_rate(tra)	:51.5818
Miss_rate(tst)	:5.40541
ARL				:3.28

------Generation 800------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 1154
Rule  2: 07400000, Class:  0, CF:0.946039, Len:  2, Fitness_tra: 21
Rule  3: c0000000, Class:  0, CF:0.734696, Len:  1, Fitness_tra: 145
Rule  4: 00c00000, Class:  0, CF:0.753871, Len:  1, Fitness_tra: 149
Rule  5: cc000000, Class:  0, CF:0.871262, Len:  2, Fitness_tra: 98
Rule  6: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 52
Rule  7: 00009000, Class:  0, CF:  1, Len:  1, Fitness_tra: 14
Rule  8: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  9: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 10: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 5
Rule 11: 000001c0, Class:  0, CF:0.158142, Len:  2, Fitness_tra: 0
Rule 12: d0000900, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 13: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 14: 00400000, Class:  0, CF:0.240852, Len:  1, Fitness_tra: 2
Rule 15: 0611010d, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 16: 004011c0, Class:  0, CF:0.388281, Len:  4, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3124443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 83: 9112b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6e25bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ee2c11e1, Class:  1, CF:0.78936, Len:  8, Fitness_tra: 0
Rule 86: f92817e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e6c241e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e9c12794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 91882451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ee5c1be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 07000000, Class:  0, CF:0.923775, Len:  1, Fitness_tra: 769
Rule 92: 184314e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31c0806c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 01c04413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1011090d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0520479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0040000a, Class:  0, CF:0.259751, Len:  2, Fitness_tra: 0
Rule 98: 0110b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 225007cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22517794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.5818
------Result------
Miss_rate(tra)	:51.5818
Miss_rate(tst)	:5.40541
ARL				:3.28

------Generation 900------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 1154
Rule  2: 07400000, Class:  0, CF:0.946039, Len:  2, Fitness_tra: 21
Rule  3: c0000000, Class:  0, CF:0.734696, Len:  1, Fitness_tra: 145
Rule  4: 00c00000, Class:  0, CF:0.753871, Len:  1, Fitness_tra: 149
Rule  5: cc000000, Class:  0, CF:0.871262, Len:  2, Fitness_tra: 98
Rule  6: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 52
Rule  7: 00009000, Class:  0, CF:  1, Len:  1, Fitness_tra: 14
Rule  8: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  9: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 10: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 5
Rule 11: 000001c0, Class:  0, CF:0.158142, Len:  2, Fitness_tra: 0
Rule 12: d0000900, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 13: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 14: 00400000, Class:  0, CF:0.240852, Len:  1, Fitness_tra: 2
Rule 15: 0611010d, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 16: 004011c0, Class:  0, CF:0.388281, Len:  4, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3124443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 83: 9112b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6e25bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ee2c11e1, Class:  1, CF:0.78936, Len:  8, Fitness_tra: 0
Rule 86: f92817e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e6c241e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e9c12794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 91882451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ee5c1be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 07000000, Class:  0, CF:0.923775, Len:  1, Fitness_tra: 769
Rule 92: 184314e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31c0806c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 01c04413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1011090d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0520479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0040000a, Class:  0, CF:0.259751, Len:  2, Fitness_tra: 0
Rule 98: 0110b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 225007cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22517794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.5818
------Result------
Miss_rate(tra)	:51.5818
Miss_rate(tst)	:5.40541
ARL				:3.28

------Generation 1000------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 1154
Rule  2: 07400000, Class:  0, CF:0.946039, Len:  2, Fitness_tra: 21
Rule  3: c0000000, Class:  0, CF:0.734696, Len:  1, Fitness_tra: 145
Rule  4: 00c00000, Class:  0, CF:0.753871, Len:  1, Fitness_tra: 149
Rule  5: cc000000, Class:  0, CF:0.871262, Len:  2, Fitness_tra: 98
Rule  6: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 52
Rule  7: 00009000, Class:  0, CF:  1, Len:  1, Fitness_tra: 14
Rule  8: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  9: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 10: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 5
Rule 11: 000001c0, Class:  0, CF:0.158142, Len:  2, Fitness_tra: 0
Rule 12: d0000900, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 13: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 14: 00400000, Class:  0, CF:0.240852, Len:  1, Fitness_tra: 2
Rule 15: 0611010d, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 16: 004011c0, Class:  0, CF:0.388281, Len:  4, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3124443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 83: 9112b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6e25bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ee2c11e1, Class:  1, CF:0.78936, Len:  8, Fitness_tra: 0
Rule 86: f92817e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e6c241e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e9c12794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 91882451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ee5c1be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 07000000, Class:  0, CF:0.923775, Len:  1, Fitness_tra: 769
Rule 92: 184314e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31c0806c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 01c04413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1011090d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0520479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0040000a, Class:  0, CF:0.259751, Len:  2, Fitness_tra: 0
Rule 98: 0110b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 225007cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22517794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.5818
------Result------
Miss_rate(tra)	:51.5818
Miss_rate(tst)	:5.40541
ARL				:3.28

------Generation 2000------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 1154
Rule  2: 07400000, Class:  0, CF:0.946039, Len:  2, Fitness_tra: 21
Rule  3: c0000000, Class:  0, CF:0.734696, Len:  1, Fitness_tra: 145
Rule  4: 00c00000, Class:  0, CF:0.753871, Len:  1, Fitness_tra: 149
