------Generation 0------
Rule  1: 11c12b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6911719d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3121b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1e211752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 95112212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 19884b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e128113c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 53127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13c81be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0020000c, Class:  0, CF:0.380958, Len:  2, Fitness_tra: -129
Rule 93: 4412723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 121844bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e854b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11181291, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: 10820082, Class:  0, CF:0.997381, Len:  5, Fitness_tra: 0
Rule 98: c3123712, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 32520398, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: d81212e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.50347
------Result------
Miss_rate(tra)	:1.50347
Miss_rate(tst)	:3.37838
ARL				:4.8

------Generation 800------
Rule  1: 11000000, Class:  0, CF:0.667404, Len:  2, Fitness_tra: 130
Rule  2: ee1c111c, Class:  1, CF:0.99875, Len:  8, Fitness_tra: 0
Rule  3: 11c12b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1eccbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 1151b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 81442411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: e151741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 12184455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 128127e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 111d7b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 88117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11213b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111577e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e1187b9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 191d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3e41bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 131c7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13177be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 61812b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31147718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e98c4491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1827438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9e812232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2515475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: d91c1798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 52122418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18521158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e11db419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e9284be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: d5212798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9ecc7414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3112b715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21127238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1c82b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 99cc4b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: d1c24298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1151bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5512743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 12512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9148b1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 32547b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 215c7251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5121113c, Class:  0, CF:0.965875, Len:  8, Fitness_tra: 0
Rule 46: d824443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e628b76c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e3222754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5d81423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 121c4238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5d112b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 158c2291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 53157198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 13c84be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: d51c4298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8511b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25d1b432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e1212e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11181291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 88547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1112b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1541bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e5817211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3385b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 518cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 312114e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: d2114198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 85281bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2822bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51887bd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111272ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8c15b218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111177ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c5122712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1841bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 36cc17ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 31281231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 18141458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e9c24162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e38122e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 53cc11dc, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 6911719d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3121b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1e211752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 95112212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 19884b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e128113c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 53127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13c81be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0020000c, Class:  0, CF:0.380958, Len:  2, Fitness_tra: -129
Rule 93: 4412723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 121844bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e854b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11181291, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: 10820082, Class:  0, CF:0.997381, Len:  5, Fitness_tra: 0
Rule 98: c3123712, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 32520398, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: d81212e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.50347
------Result------
Miss_rate(tra)	:1.50347
Miss_rate(tst)	:3.37838
ARL				:4.8

------Generation 900------
Rule  1: 11000000, Class:  0, CF:0.667404, Len:  2, Fitness_tra: 130
Rule  2: ee1c111c, Class:  1, CF:0.99875, Len:  8, Fitness_tra: 0
Rule  3: 11c12b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1eccbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 1151b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 81442411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: e151741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 12184455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 128127e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 111d7b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 88117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11213b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111577e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e1187b9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 191d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3e41bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 131c7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13177be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 61812b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31147718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e98c4491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1827438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9e812232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2515475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: d91c1798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 52122418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18521158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e11db419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e9284be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: d5212798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9ecc7414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3112b715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21127238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1c82b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 99cc4b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: d1c24298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1151bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5512743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 12512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9148b1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 32547b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 215c7251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5121113c, Class:  0, CF:0.965875, Len:  8, Fitness_tra: 0
Rule 46: d824443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e628b76c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e3222754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5d81423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 121c4238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5d112b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 158c2291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 53157198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 13c84be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: d51c4298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8511b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25d1b432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e1212e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11181291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 88547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1112b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1541bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e5817211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3385b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 518cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 312114e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: d2114198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 85281bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2822bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51887bd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111272ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8c15b218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111177ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c5122712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1841bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 36cc17ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 31281231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 18141458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e9c24162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e38122e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 53cc11dc, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 6911719d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3121b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1e211752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 95112212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 19884b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e128113c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 53127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13c81be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0020000c, Class:  0, CF:0.380958, Len:  2, Fitness_tra: -129
Rule 93: 4412723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 121844bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e854b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11181291, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: 10820082, Class:  0, CF:0.997381, Len:  5, Fitness_tra: 0
Rule 98: c3123712, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 32520398, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: d81212e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.50347
------Result------
Miss_rate(tra)	:1.50347
Miss_rate(tst)	:3.37838
ARL				:4.8

------Generation 1000------
Rule  1: 11000000, Class:  0, CF:0.667404, Len:  2, Fitness_tra: 130
Rule  2: ee1c111c, Class:  1, CF:0.99875, Len:  8, Fitness_tra: 0
Rule  3: 11c12b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1eccbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 1151b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 81442411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: e151741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 12184455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 128127e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 111d7b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 88117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11213b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111577e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e1187b9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 191d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3e41bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 131c7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13177be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 61812b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31147718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e98c4491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1827438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9e812232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2515475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: d91c1798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 52122418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18521158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e11db419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e9284be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: d5212798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9ecc7414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3112b715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21127238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1c82b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 99cc4b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: d1c24298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1151bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5512743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 12512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9148b1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 32547b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 215c7251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5121113c, Class:  0, CF:0.965875, Len:  8, Fitness_tra: 0
Rule 46: d824443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e628b76c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e3222754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5d81423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 121c4238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5d112b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 158c2291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 53157198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 13c84be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: d51c4298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8511b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25d1b432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e1212e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11181291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 88547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1112b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1541bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e5817211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3385b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 518cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 312114e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: d2114198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 85281bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2822bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51887bd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111272ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8c15b218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111177ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c5122712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1841bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 36cc17ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 31281231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 18141458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e9c24162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e38122e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 53cc11dc, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 6911719d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3121b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1e211752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 95112212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 19884b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e128113c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 53127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13c81be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0020000c, Class:  0, CF:0.380958, Len:  2, Fitness_tra: -129
Rule 93: 4412723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 121844bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e854b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11181291, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: 10820082, Class:  0, CF:0.997381, Len:  5, Fitness_tra: 0
Rule 98: c3123712, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 32520398, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: d81212e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.50347
------Result------
Miss_rate(tra)	:1.50347
Miss_rate(tst)	:3.37838
ARL				:4.8

------Generation 2000------
Rule  1: 11000000, Class:  0, CF:0.667404, Len:  2, Fitness_tra: 130
Rule  2: ee1c111c, Class:  1, CF:0.99875, Len:  8, Fitness_tra: 0
Rule  3: 11c12b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1eccbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 1151b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 81442411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: e151741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 12184455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 128127e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 111d7b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 88117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11213b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111577e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e1187b9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
