------Generation 0------
Rule  1: 58d2471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 59c82434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3a422132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1342b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a3157738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e14821e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 1112141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 61c87712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1115411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3118473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111c241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 111544e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1168b761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 007009b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60e58700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 85151152, Class:  1, CF:0.769491, Len:  8, Fitness_tra: 0
Rule 96: 11c57714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 9d88b4c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 10000000, Class:  0, CF:0.409712, Len:  1, Fitness_tra: -379
Rule 99: d1cc727c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 301104e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:4.59105
------Result------
Miss_rate(tra)	:4.59105
Miss_rate(tst)	:3.37838
ARL				:4.13333

------Generation 900------
Rule  1: 03000001, Class:  0, CF:  1, Len:  2, Fitness_tra: 232
Rule  2: 00040000, Class:  1, CF:0.0754973, Len:  1, Fitness_tra: -1
Rule  3: e0111151, Class:  1, CF:0.899669, Len:  7, Fitness_tra: 78
Rule  4: 03100000, Class:  0, CF:  1, Len:  2, Fitness_tra: 67
Rule  5: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 68
Rule  6: 30040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 25
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 16
Rule  8: 00080000, Class:  0, CF:0.398574, Len:  1, Fitness_tra: 21
Rule  9: 00719000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule 10: 00740200, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 11: 000a06c1, Class:  0, CF:0.691776, Len:  4, Fitness_tra: 1
Rule 12: 000e0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 13: 000a01cc, Class:  0, CF:0.905476, Len:  4, Fitness_tra: 0
Rule 14: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 0
Rule 15: 00c00098, Class:  0, CF:0.903241, Len:  3, Fitness_tra: 1
Rule 16: 002b0001, Class:  0, CF:0.132703, Len:  3, Fitness_tra: 0
Rule 17: 000b0031, Class:  0, CF:0.82296, Len:  3, Fitness_tra: 1
Rule 18: 30810000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 19: c07100e0, Class:  0, CF:0.467546, Len:  4, Fitness_tra: 0
Rule 20: 000b003c, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 21: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 59c82434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3a422132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1342b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a3157738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e14821e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 1112141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 61c87712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1115411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3118473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111c241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 111544e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1168b761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 007009b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60e58700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 85151152, Class:  1, CF:0.769491, Len:  8, Fitness_tra: 0
Rule 96: 11c57714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 9d88b4c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 10000000, Class:  0, CF:0.409712, Len:  1, Fitness_tra: -379
Rule 99: d1cc727c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 301104e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:4.59105
------Result------
Miss_rate(tra)	:4.59105
Miss_rate(tst)	:3.37838
ARL				:4.13333

------Generation 1000------
Rule  1: 03000001, Class:  0, CF:  1, Len:  2, Fitness_tra: 232
Rule  2: 00040000, Class:  1, CF:0.0754973, Len:  1, Fitness_tra: -1
Rule  3: e0111151, Class:  1, CF:0.899669, Len:  7, Fitness_tra: 78
Rule  4: 03100000, Class:  0, CF:  1, Len:  2, Fitness_tra: 67
Rule  5: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 68
Rule  6: 30040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 25
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 16
Rule  8: 00080000, Class:  0, CF:0.398574, Len:  1, Fitness_tra: 21
Rule  9: 00719000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule 10: 00740200, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 11: 000a06c1, Class:  0, CF:0.691776, Len:  4, Fitness_tra: 1
Rule 12: 000e0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 13: 000a01cc, Class:  0, CF:0.905476, Len:  4, Fitness_tra: 0
Rule 14: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 0
Rule 15: 00c00098, Class:  0, CF:0.903241, Len:  3, Fitness_tra: 1
Rule 16: 002b0001, Class:  0, CF:0.132703, Len:  3, Fitness_tra: 0
Rule 17: 000b0031, Class:  0, CF:0.82296, Len:  3, Fitness_tra: 1
Rule 18: 30810000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 19: c07100e0, Class:  0, CF:0.467546, Len:  4, Fitness_tra: 0
Rule 20: 000b003c, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 21: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 59c82434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3a422132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1342b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a3157738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e14821e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 1112141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 61c87712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1115411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3118473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111c241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 111544e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1168b761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 007009b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60e58700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 85151152, Class:  1, CF:0.769491, Len:  8, Fitness_tra: 0
Rule 96: 11c57714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 9d88b4c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 10000000, Class:  0, CF:0.409712, Len:  1, Fitness_tra: -379
Rule 99: d1cc727c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 301104e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:4.59105
------Result------
Miss_rate(tra)	:4.59105
Miss_rate(tst)	:3.37838
ARL				:4.13333

------Generation 2000------
Rule  1: 03000001, Class:  0, CF:  1, Len:  2, Fitness_tra: 299
Rule  2: e0111151, Class:  1, CF:0.899669, Len:  7, Fitness_tra: 44
Rule  3: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 92
Rule  4: 03100000, Class:  0, CF:  1, Len:  2, Fitness_tra: 108
Rule  5: 30040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 70
Rule  6: 00080000, Class:  0, CF:0.398574, Len:  1, Fitness_tra: 25
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule  8: 00719000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule  9: 00740200, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 10: 000e0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 11: 000b0031, Class:  0, CF:0.82296, Len:  3, Fitness_tra: 0
Rule 12: 000a06c1, Class:  0, CF:0.691776, Len:  4, Fitness_tra: 5
Rule 13: 00c00098, Class:  0, CF:0.903241, Len:  3, Fitness_tra: 1
Rule 14: 301104e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000a01cc, Class:  0, CF:0.905476, Len:  4, Fitness_tra: 2
Rule 16: 002b0001, Class:  0, CF:0.132703, Len:  3, Fitness_tra: 0
Rule 17: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 0
Rule 18: 30810000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 19: c07100e0, Class:  0, CF:0.467546, Len:  4, Fitness_tra: 0
Rule 20: 000b003c, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 21: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 31117198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e121138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 13144454, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 132d44ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 69154132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3e28b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 134c1498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e3114792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 65122254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5122521a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 110000e1, Class:  0, CF:0.413656, Len:  4, Fitness_tra: 0
Rule 93: d5111b7c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000b766, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 60000039, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6b0010e8, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 90287008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 65247bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 95414432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00400000, Class:  0, CF:0.244453, Len:  1, Fitness_tra: -601
------Current------
Miss_rate(tra)	:3.24074
------Result------
Miss_rate(tra)	:3.24074
Miss_rate(tst)	:2.7027
ARL				:4

------Generation 3000------
Rule  1: 03000001, Class:  0, CF:  1, Len:  2, Fitness_tra: 264
Rule  2: 03100000, Class:  0, CF:  1, Len:  2, Fitness_tra: 74
Rule  3: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 93
Rule  4: 30040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 72
Rule  5: e0111151, Class:  1, CF:0.899669, Len:  7, Fitness_tra: 31
Rule  6: 00080000, Class:  0, CF:0.398574, Len:  1, Fitness_tra: 27
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 19
Rule  8: 00719000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
