------Generation 0------
Rule  1: e15221ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 88124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 158c1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 82254151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d28c2b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91c54194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1812b413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1814152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8125743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1281bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9145bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 82524418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9921b295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 15857231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cd1c2114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 55517be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cb23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3e2c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e124b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e3881291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000e0, Class:  1, CF:0.233759, Len:  1, Fitness_tra: 0
Rule 52: 215cb41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33854111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15c2743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1811b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 85124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ee281b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 55514158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 36c12792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111c2b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88111731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 93122795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c11c1292, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: e1587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11c4198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 198c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 81852751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d55b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33c24492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9381b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1518b2e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e34c2418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1252b398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 55d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 79: d8114b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 55c84498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 19822b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 19c82b52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11527168, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 112841e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 93282218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e6251138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 13127491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 19222114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 89: 312c2198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ee117b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d11241b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3510225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60100413, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: e0007500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00005000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 01000a0c, Class:  0, CF:0.54287, Len:  3, Fitness_tra: 0
Rule 99: 0000b900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6011c010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.7375
------Result------
Miss_rate(tra)	:51.7375
Miss_rate(tst)	:9.39597
ARL				:2.5

------Generation 900------
Rule  1: d0000000, Class:  1, CF:0.784131, Len:  1, Fitness_tra: 1095
Rule  2: 07000000, Class:  0, CF:0.948092, Len:  1, Fitness_tra: 678
Rule  3: c0000000, Class:  0, CF:0.714705, Len:  1, Fitness_tra: 246
Rule  4: 0b000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 189
Rule  5: 50000000, Class:  1, CF:0.793952, Len:  1, Fitness_tra: 109
Rule  6: 47000000, Class:  0, CF:0.965268, Len:  2, Fitness_tra: 25
Rule  7: 00800000, Class:  0, CF:0.97046, Len:  1, Fitness_tra: 22
Rule  8: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 13
Rule  9: 00005000, Class:  0, CF:  1, Len:  1, Fitness_tra: 12
Rule 10: 0f000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule 11: 00000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule 12: e0000000, Class:  1, CF:0.83802, Len:  1, Fitness_tra: 6
Rule 13: 00700400, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 14: 00400400, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 15: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 000a5001, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 00070500, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 18: 05005a00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 19: 2dc12258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 91214498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1187711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 318d12e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31c57265, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 59ccb1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: e6214191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 3518226c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 39c87158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11412152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 3154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 88124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 158c1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 82254151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d28c2b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91c54194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1812b413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1814152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8125743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1281bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9145bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 82524418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9921b295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 15857231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cd1c2114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 55517be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cb23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3e2c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e124b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e3881291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000e0, Class:  1, CF:0.233759, Len:  1, Fitness_tra: 0
Rule 52: 215cb41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33854111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15c2743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1811b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 85124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ee281b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 55514158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 36c12792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111c2b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88111731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 93122795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c11c1292, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: e1587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11c4198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 198c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 81852751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d55b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33c24492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9381b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1518b2e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e34c2418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1252b398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 55d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 79: d8114b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 55c84498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 19822b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 19c82b52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11527168, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 112841e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 93282218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e6251138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 13127491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 19222114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 89: 312c2198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ee117b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d11241b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3510225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 60100413, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: e0007500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00005000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 01000a0c, Class:  0, CF:0.54287, Len:  3, Fitness_tra: 0
Rule 99: 0000b900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6011c010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.7375
------Result------
Miss_rate(tra)	:51.7375
Miss_rate(tst)	:9.39597
ARL				:2.5

------Generation 1000------
Rule  1: d0000000, Class:  1, CF:0.784131, Len:  1, Fitness_tra: 1096
Rule  2: 07000000, Class:  0, CF:0.948092, Len:  1, Fitness_tra: 626
Rule  3: c0000000, Class:  0, CF:0.714705, Len:  1, Fitness_tra: 191
Rule  4: 0b000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 182
Rule  5: 50000000, Class:  1, CF:0.793952, Len:  1, Fitness_tra: 112
Rule  6: 00c00007, Class:  0, CF:0.79147, Len:  2, Fitness_tra: 0
Rule  7: 47000000, Class:  0, CF:0.965268, Len:  2, Fitness_tra: 24
Rule  8: 00800000, Class:  0, CF:0.97046, Len:  1, Fitness_tra: 10
Rule  9: 00005000, Class:  0, CF:  1, Len:  1, Fitness_tra: 12
Rule 10: 00c40a00, Class:  0, CF:0.774521, Len:  3, Fitness_tra: 0
Rule 11: 00000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule 12: 0f000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 13: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 9
Rule 14: e0000000, Class:  1, CF:0.83802, Len:  1, Fitness_tra: 6
Rule 15: 00000400, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 16: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 17: 0e000000, Class:  1, CF:0.913381, Len:  1, Fitness_tra: 1
Rule 18: 00400400, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 19: 2dc12258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 91214498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1187711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 318d12e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31c57265, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 59ccb1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: e6214191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 3518226c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 39c87158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11412152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 3154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 88124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 158c1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 82254151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d28c2b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91c54194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1812b413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1814152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8125743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1281bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9145bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 82524418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9921b295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 15857231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cd1c2114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 55517be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cb23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3e2c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e124b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e3881291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000e0, Class:  1, CF:0.233759, Len:  1, Fitness_tra: 0
Rule 52: 215cb41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33854111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15c2743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1811b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 85124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ee281b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 55514158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 36c12792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111c2b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88111731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 93122795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c11c1292, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: e1587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11c4198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 198c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 81852751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d55b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33c24492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9381b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1518b2e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e34c2418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1252b398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 55d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 79: d8114b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 55c84498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9e822132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 13c8123c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 99224195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e311b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3182b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: ee88bb34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3151779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 95c22798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e1884b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00a00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ee281b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 93011b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111c2b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 318d4200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1158b391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000500, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: ce1c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00c00000, Class:  0, CF:0.78777, Len:  1, Fitness_tra: 137
Rule100: d7111ba1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.5444
------Result------
Miss_rate(tra)	:51.5444
Miss_rate(tst)	:7.38255
ARL				:2

------Generation 2000------
Rule  1: d0000000, Class:  1, CF:0.784131, Len:  1, Fitness_tra: 1096
Rule  2: 07000000, Class:  0, CF:0.948092, Len:  1, Fitness_tra: 377
Rule  3: c0000000, Class:  0, CF:0.714705, Len:  1, Fitness_tra: 134
Rule  4: 0b000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 130
Rule  5: 00c00000, Class:  0, CF:0.78777, Len:  1, Fitness_tra: 71
Rule  6: 50000000, Class:  1, CF:0.793952, Len:  1, Fitness_tra: 112
Rule  7: 47000000, Class:  0, CF:0.965268, Len:  2, Fitness_tra: 24
Rule  8: 00005000, Class:  0, CF:  1, Len:  1, Fitness_tra: 12
Rule  9: 00000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule 10: 00800000, Class:  0, CF:0.97046, Len:  1, Fitness_tra: 3
Rule 11: 0f000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 12: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 13: e0000000, Class:  1, CF:0.83802, Len:  1, Fitness_tra: 6
Rule 14: 00000400, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 15: 0e000000, Class:  1, CF:0.913381, Len:  1, Fitness_tra: 2
Rule 16: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 17: 00c40a00, Class:  0, CF:0.774521, Len:  3, Fitness_tra: 0
Rule 18: 00400400, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 19: 2dc12258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 91214498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1187711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 318d12e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31c57265, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 59ccb1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: e6214191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 3518226c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 39c87158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11412152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 3154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 88124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 158c1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 82254151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d28c2b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91c54194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1812b413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1814152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8125743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1281bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9145bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 82524418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9921b295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 15857231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cd1c2114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 55517be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cb23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3e2c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e124b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e3881291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000e0, Class:  1, CF:0.233759, Len:  1, Fitness_tra: 0
Rule 52: 215cb41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33854111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15c2743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1811b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 85124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ee281b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 55514158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 36c12792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111c2b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88111731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 93122795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
