------Generation 0------
Rule  1: b2b9518255199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e000000000000, Class:  0, CF:0.103611, Len:  1, Fitness_tra: -27
Rule 82: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f3fd528951846, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000002008000, Class:  0, CF:0.0134543, Len:  2, Fitness_tra: -109
Rule 85: ae3295d158113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 19111d1115181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 3eb153112511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13f4112e15153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1125211119511, Class:  0, CF:0.198608, Len: 13, Fitness_tra: 0
Rule 90: b121d35893151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 411d521115118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: b1e1111111569, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: a33151228352e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d15d1551b55d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4515535853295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7511dc18951d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4223118151815, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 0500d0e1c1241, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 112a915211181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 3102e82819902, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.2222
------Result------
Miss_rate(tra)	:12.2222
Miss_rate(tst)	:15.1515
ARL				:9.5

------Generation 900------
Rule  1: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 166
Rule  2: 0500000000000, Class:  1, CF:0.00825008, Len:  1, Fitness_tra: -12
Rule  3: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 42
Rule  4: 00f0090001500, Class:  0, CF:0.866424, Len:  4, Fitness_tra: 12
Rule  5: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule  6: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 19
Rule  7: 7408220107305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 211d725111119, Class:  0, CF:0.99991, Len: 13, Fitness_tra: 0
Rule 11: 3119152110311, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 12: f113d111c1885, Class:  0, CF:0.999993, Len: 13, Fitness_tra: 0
Rule 13: 07b5220108305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 0500006307000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: a115142529118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 1111115115181, Class:  0, CF:0.984714, Len: 13, Fitness_tra: 0
Rule 17: b2e111b1c1321, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: a161113182116, Class:  0, CF:0.796274, Len: 13, Fitness_tra: 0
Rule 19: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 70b11d8551485, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6115d8531d289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 74152895529d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 21298255183cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 24b9519811951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: b44185525c951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 61b8111151382, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1111518381223, Class:  0, CF:0.998372, Len: 13, Fitness_tra: 0
Rule 88: 2149189898112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b865d511c3d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13681d2189111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 19ac152c51515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 42411b8215d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 73611d2383485, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 0000000100000, Class:  0, CF:0.0266626, Len:  1, Fitness_tra: -254
Rule 95: 7145188929128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7f0831091850e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0008000060e0d, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 717a91581d185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4511515813811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 7578555165651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.74074
------Result------
Miss_rate(tra)	:5.74074
Miss_rate(tst)	:11.1111
ARL				:9.62857

------Generation 1000------
Rule  1: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 166
Rule  2: 0500000000000, Class:  1, CF:0.00825008, Len:  1, Fitness_tra: -12
Rule  3: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 42
Rule  4: 00f0090001500, Class:  0, CF:0.866424, Len:  4, Fitness_tra: 12
Rule  5: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule  6: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 19
Rule  7: 7408220107305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 211d725111119, Class:  0, CF:0.99991, Len: 13, Fitness_tra: 0
Rule 11: 3119152110311, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 12: f113d111c1885, Class:  0, CF:0.999993, Len: 13, Fitness_tra: 0
Rule 13: 07b5220108305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 0500006307000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: a115142529118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 1111115115181, Class:  0, CF:0.984714, Len: 13, Fitness_tra: 0
Rule 17: b2e111b1c1321, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: a161113182116, Class:  0, CF:0.796274, Len: 13, Fitness_tra: 0
Rule 19: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 70b11d8551485, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6115d8531d289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 74152895529d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 21298255183cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 24b9519811951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: b44185525c951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 61b8111151382, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1111518381223, Class:  0, CF:0.998372, Len: 13, Fitness_tra: 0
Rule 88: 2149189898112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b865d511c3d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13681d2189111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 19ac152c51515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 42411b8215d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 73611d2383485, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 0000000100000, Class:  0, CF:0.0266626, Len:  1, Fitness_tra: -254
Rule 95: 7145188929128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7f0831091850e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0008000060e0d, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 717a91581d185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4511515813811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 7578555165651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.74074
------Result------
Miss_rate(tra)	:5.74074
Miss_rate(tst)	:11.1111
ARL				:9.62857

------Generation 2000------
Rule  1: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 167
Rule  2: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 38
Rule  3: 0000000220000, Class:  0, CF:0.0152173, Len:  2, Fitness_tra: -207
Rule  4: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 19
Rule  5: 00f0090001500, Class:  0, CF:0.866424, Len:  4, Fitness_tra: 13
Rule  6: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule  7: 211d725111119, Class:  0, CF:0.99991, Len: 13, Fitness_tra: 3
Rule  8: 7408220107305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 3119152110311, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 12: f113d111c1885, Class:  0, CF:0.999993, Len: 13, Fitness_tra: 0
Rule 13: 07b5220108305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 0500006307000, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 15: a115142529118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 1111115115181, Class:  0, CF:0.984714, Len: 13, Fitness_tra: 6
Rule 17: b2e111b1c1321, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: a161113182116, Class:  0, CF:0.796274, Len: 13, Fitness_tra: 0
Rule 19: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 70b11d8551485, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
