------Generation 0------
Rule  1: 21471112cc, Class:  1, CF:0.998473, Len: 10, Fitness_tra: 0
Rule 56: 21b11a271b, Class:  1, CF:0.999669, Len: 10, Fitness_tra: 0
Rule 57: 21113a477b, Class:  1, CF:0.999823, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7111537442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 7e478d7224, Class:  1, CF:0.99737, Len: 10, Fitness_tra: 0
Rule 61: 412b417b1b, Class:  1, CF:0.840165, Len: 10, Fitness_tra: 0
Rule 62: 1c771e2717, Class:  1, CF:0.747236, Len: 10, Fitness_tra: 0
Rule 63: 77422641b2, Class:  1, CF:0.998883, Len: 10, Fitness_tra: 0
Rule 64: 791411b774, Class:  1, CF:0.943508, Len: 10, Fitness_tra: 0
Rule 65: 2744132bb2, Class:  1, CF:0.972575, Len: 10, Fitness_tra: 0
Rule 66: 17b781b744, Class:  1, CF:0.821012, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1171234144, Class:  1, CF:0.91553, Len: 10, Fitness_tra: 0
Rule 70: 11b151b747, Class:  1, CF:0.980615, Len: 10, Fitness_tra: 0
Rule 71: 2915f172b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4142c17117, Class:  1, CF:0.849258, Len: 10, Fitness_tra: 0
Rule 74: 25cb1e4521, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 444463b724, Class:  1, CF:0.99733, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 127116b724, Class:  1, CF:0.999061, Len: 10, Fitness_tra: 0
Rule 80: 417b214112, Class:  1, CF:0.902524, Len: 10, Fitness_tra: 0
Rule 81: 41411c2441, Class:  1, CF:0.852477, Len: 10, Fitness_tra: 0
Rule 82: b141b1722b, Class:  1, CF:0.971568, Len: 10, Fitness_tra: 0
Rule 83: 4121722244, Class:  1, CF:0.98985, Len: 10, Fitness_tra: 0
Rule 84: 2422e111bb, Class:  1, CF:0.825503, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 78bbb12442, Class:  1, CF:0.953701, Len: 10, Fitness_tra: 0
Rule 87: 7b71ee12b1, Class:  1, CF:0.868881, Len: 10, Fitness_tra: 0
Rule 88: b67d1eb772, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 131781b311, Class:  1, CF:0.984267, Len: 10, Fitness_tra: 0
Rule 90: 42278a4b21, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 24c1154521, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b045190b34, Class:  1, CF:0.998537, Len:  8, Fitness_tra: 0
Rule 93: 000000600b, Class:  0, CF:0.4763, Len:  2, Fitness_tra: 54
Rule 94: 247083000a, Class:  1, CF:0.872589, Len:  6, Fitness_tra: 0
Rule 95: 040060b024, Class:  1, CF:0.902772, Len:  5, Fitness_tra: 0
Rule 96: 000206b414, Class:  1, CF:0.988587, Len:  6, Fitness_tra: 0
Rule 97: 0001000000, Class:  0, CF:0.0401425, Len:  1, Fitness_tra: -1672
Rule 98: 1b00617bb2, Class:  1, CF:0.927252, Len:  8, Fitness_tra: 0
Rule 99: 0a000005d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule100: 022bc0b7bd, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.7507
------Result------
Miss_rate(tra)	:11.7507
Miss_rate(tst)	:9.85401
ARL				:7.25263

------Generation 900------
Rule  1: 0000750000, Class:  0, CF:0.666542, Len:  2, Fitness_tra: 1407
Rule  2: 0000700000, Class:  0, CF:0.418345, Len:  1, Fitness_tra: 736
Rule  3: 0000030000, Class:  1, CF:0.780837, Len:  1, Fitness_tra: 385
Rule  4: 000200b000, Class:  1, CF:0.988568, Len:  2, Fitness_tra: 94
Rule  5: 0c00100000, Class:  0, CF:0.351039, Len:  2, Fitness_tra: 82
Rule  6: 0000300000, Class:  0, CF:0.31581, Len:  1, Fitness_tra: 73
Rule  7: 000000000c, Class:  1, CF:0.899035, Len:  1, Fitness_tra: 60
Rule  8: 000000600b, Class:  0, CF:0.4763, Len:  2, Fitness_tra: 11
Rule  9: 000080b600, Class:  1, CF:0.865318, Len:  3, Fitness_tra: 21
Rule 10: 0a00030000, Class:  1, CF:0.810525, Len:  2, Fitness_tra: 6
Rule 11: 0511000410, Class:  1, CF:0.389866, Len:  5, Fitness_tra: 4
Rule 12: 000080bb00, Class:  1, CF:0.8053, Len:  3, Fitness_tra: 2
Rule 13: 0700200020, Class:  1, CF:0.338961, Len:  3, Fitness_tra: 1
Rule 14: 0000510a76, Class:  1, CF:0.789921, Len:  5, Fitness_tra: 0
Rule 15: 4b423141b7, Class:  1, CF:0.982359, Len: 10, Fitness_tra: 0
Rule 16: 1271517174, Class:  1, CF:0.961697, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 17173f7271, Class:  1, CF:0.998482, Len: 10, Fitness_tra: 0
Rule 19: 2411a31721, Class:  1, CF:0.990021, Len: 10, Fitness_tra: 0
Rule 20: 11743a7127, Class:  1, CF:0.994465, Len: 10, Fitness_tra: 0
Rule 21: 44144e7b24, Class:  1, CF:0.827788, Len: 10, Fitness_tra: 0
Rule 22: 12b28a7712, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 722bc327b4, Class:  1, CF:0.795922, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: be1481bb22, Class:  1, CF:0.973031, Len: 10, Fitness_tra: 0
Rule 27: 1b121171b2, Class:  1, CF:0.632522, Len: 10, Fitness_tra: 0
Rule 28: 41b4af7772, Class:  1, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 29: 7721c37721, Class:  1, CF:0.826434, Len: 10, Fitness_tra: 0
Rule 30: 7511162412, Class:  1, CF:0.999368, Len: 10, Fitness_tra: 0
Rule 31: 41111a2411, Class:  1, CF:0.997186, Len: 10, Fitness_tra: 0
Rule 32: 7247814221, Class:  1, CF:0.969578, Len: 10, Fitness_tra: 0
Rule 33: 7171c97142, Class:  1, CF:0.988947, Len: 10, Fitness_tra: 0
Rule 34: 144b9f21b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 44711622b4, Class:  1, CF:0.99951, Len: 10, Fitness_tra: 0
Rule 36: 21773617b7, Class:  1, CF:0.985339, Len: 10, Fitness_tra: 0
Rule 37: bab5512244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 48b2ff4147, Class:  1, CF:0.998395, Len: 10, Fitness_tra: 0
Rule 39: 2c72164771, Class:  1, CF:0.999542, Len: 10, Fitness_tra: 0
Rule 40: 28bb137417, Class:  1, CF:0.985155, Len: 10, Fitness_tra: 0
Rule 41: 12bb6f71b7, Class:  1, CF:0.983887, Len: 10, Fitness_tra: 0
Rule 42: 212458722b, Class:  1, CF:0.994001, Len: 10, Fitness_tra: 0
Rule 43: 21b2c64414, Class:  1, CF:0.987631, Len: 10, Fitness_tra: 0
Rule 44: ba45194b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b22b1f2b41, Class:  1, CF:0.999341, Len: 10, Fitness_tra: 0
Rule 46: 4b41517174, Class:  1, CF:0.994558, Len: 10, Fitness_tra: 0
Rule 47: b1174db421, Class:  1, CF:0.921165, Len: 10, Fitness_tra: 0
Rule 48: 162c12441b, Class:  1, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 424751124b, Class:  1, CF:0.991774, Len: 10, Fitness_tra: 0
Rule 51: 234d512441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2722d6bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 2477332272, Class:  1, CF:0.988791, Len: 10, Fitness_tra: 0
Rule 54: b2141abb21, Class:  1, CF:0.992073, Len: 10, Fitness_tra: 0
Rule 55: 1422184412, Class:  1, CF:0.835706, Len: 10, Fitness_tra: 0
Rule 56: 21b11a271b, Class:  1, CF:0.999669, Len: 10, Fitness_tra: 0
Rule 57: 21113a477b, Class:  1, CF:0.999823, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7111537442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 7e478d7224, Class:  1, CF:0.99737, Len: 10, Fitness_tra: 0
Rule 61: 412b417b1b, Class:  1, CF:0.840165, Len: 10, Fitness_tra: 0
Rule 62: 1c771e2717, Class:  1, CF:0.747236, Len: 10, Fitness_tra: 0
Rule 63: 77422641b2, Class:  1, CF:0.998883, Len: 10, Fitness_tra: 0
Rule 64: 791411b774, Class:  1, CF:0.943508, Len: 10, Fitness_tra: 0
Rule 65: 2744132bb2, Class:  1, CF:0.972575, Len: 10, Fitness_tra: 0
Rule 66: 17b781b744, Class:  1, CF:0.821012, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1171234144, Class:  1, CF:0.91553, Len: 10, Fitness_tra: 0
Rule 70: 11b151b747, Class:  1, CF:0.980615, Len: 10, Fitness_tra: 0
Rule 71: 2915f172b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4142c17117, Class:  1, CF:0.849258, Len: 10, Fitness_tra: 0
Rule 74: 25cb1e4521, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 444463b724, Class:  1, CF:0.99733, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 127116b724, Class:  1, CF:0.999061, Len: 10, Fitness_tra: 0
Rule 80: 417b214112, Class:  1, CF:0.902524, Len: 10, Fitness_tra: 0
Rule 81: 424b2cb447, Class:  1, CF:0.981432, Len: 10, Fitness_tra: 0
Rule 82: 42bb811b7b, Class:  1, CF:0.752057, Len: 10, Fitness_tra: 0
Rule 83: bb77fab114, Class:  1, CF:0.999651, Len: 10, Fitness_tra: 0
Rule 84: 5334242c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 115181213d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2811564b72, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2212164742, Class:  1, CF:0.999223, Len: 10, Fitness_tra: 0
Rule 88: 7144b87b1b, Class:  1, CF:0.870867, Len: 10, Fitness_tra: 0
Rule 89: 2bb4221441, Class:  1, CF:0.985936, Len: 10, Fitness_tra: 0
Rule 90: 112b1abb12, Class:  1, CF:0.999384, Len: 10, Fitness_tra: 0
Rule 91: 12713b7174, Class:  1, CF:0.970165, Len: 10, Fitness_tra: 0
Rule 92: 0c771e2700, Class:  1, CF:0.930187, Len:  7, Fitness_tra: 0
Rule 93: 4000010007, Class:  1, CF:0.683588, Len:  3, Fitness_tra: 0
Rule 94: 0003000000, Class:  0, CF:0.0841857, Len:  1, Fitness_tra: -1736
Rule 95: 020407002c, Class:  1, CF:0.961854, Len:  5, Fitness_tra: 0
Rule 96: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 02bb610177, Class:  0, CF:0.249702, Len:  8, Fitness_tra: 0
Rule 98: 14271e2b27, Class:  1, CF:0.716517, Len: 10, Fitness_tra: 0
Rule 99: 1bb26111b7, Class:  1, CF:0.41513, Len: 10, Fitness_tra: 0
Rule100: 09000644d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.5132
------Result------
Miss_rate(tra)	:11.5132
Miss_rate(tst)	:9.85401
ARL				:7.3587

------Generation 1000------
Rule  1: 0000750000, Class:  0, CF:0.666542, Len:  2, Fitness_tra: 1407
Rule  2: 0000700000, Class:  0, CF:0.418345, Len:  1, Fitness_tra: 736
Rule  3: 0000030000, Class:  1, CF:0.780837, Len:  1, Fitness_tra: 385
Rule  4: 000200b000, Class:  1, CF:0.988568, Len:  2, Fitness_tra: 94
Rule  5: 0c00100000, Class:  0, CF:0.351039, Len:  2, Fitness_tra: 82
Rule  6: 0000300000, Class:  0, CF:0.31581, Len:  1, Fitness_tra: 73
Rule  7: 000000000c, Class:  1, CF:0.899035, Len:  1, Fitness_tra: 60
Rule  8: 000000600b, Class:  0, CF:0.4763, Len:  2, Fitness_tra: 11
Rule  9: 000080b600, Class:  1, CF:0.865318, Len:  3, Fitness_tra: 21
Rule 10: 0a00030000, Class:  1, CF:0.810525, Len:  2, Fitness_tra: 6
Rule 11: 0511000410, Class:  1, CF:0.389866, Len:  5, Fitness_tra: 4
Rule 12: 000080bb00, Class:  1, CF:0.8053, Len:  3, Fitness_tra: 2
Rule 13: 0700200020, Class:  1, CF:0.338961, Len:  3, Fitness_tra: 1
Rule 14: 0000510a76, Class:  1, CF:0.789921, Len:  5, Fitness_tra: 0
Rule 15: 4b423141b7, Class:  1, CF:0.982359, Len: 10, Fitness_tra: 0
Rule 16: 1271517174, Class:  1, CF:0.961697, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 17173f7271, Class:  1, CF:0.998482, Len: 10, Fitness_tra: 0
Rule 19: 2411a31721, Class:  1, CF:0.990021, Len: 10, Fitness_tra: 0
Rule 20: 11743a7127, Class:  1, CF:0.994465, Len: 10, Fitness_tra: 0
Rule 21: 44144e7b24, Class:  1, CF:0.827788, Len: 10, Fitness_tra: 0
Rule 22: 12b28a7712, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 722bc327b4, Class:  1, CF:0.795922, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: be1481bb22, Class:  1, CF:0.973031, Len: 10, Fitness_tra: 0
Rule 27: 1b121171b2, Class:  1, CF:0.632522, Len: 10, Fitness_tra: 0
Rule 28: 41b4af7772, Class:  1, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 29: 7721c37721, Class:  1, CF:0.826434, Len: 10, Fitness_tra: 0
Rule 30: 7511162412, Class:  1, CF:0.999368, Len: 10, Fitness_tra: 0
Rule 31: 41111a2411, Class:  1, CF:0.997186, Len: 10, Fitness_tra: 0
Rule 32: 7247814221, Class:  1, CF:0.969578, Len: 10, Fitness_tra: 0
Rule 33: 7171c97142, Class:  1, CF:0.988947, Len: 10, Fitness_tra: 0
Rule 34: 144b9f21b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 44711622b4, Class:  1, CF:0.99951, Len: 10, Fitness_tra: 0
Rule 36: 21773617b7, Class:  1, CF:0.985339, Len: 10, Fitness_tra: 0
Rule 37: bab5512244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 48b2ff4147, Class:  1, CF:0.998395, Len: 10, Fitness_tra: 0
Rule 39: 2c72164771, Class:  1, CF:0.999542, Len: 10, Fitness_tra: 0
Rule 40: 28bb137417, Class:  1, CF:0.985155, Len: 10, Fitness_tra: 0
Rule 41: 12bb6f71b7, Class:  1, CF:0.983887, Len: 10, Fitness_tra: 0
Rule 42: 212458722b, Class:  1, CF:0.994001, Len: 10, Fitness_tra: 0
Rule 43: 21b2c64414, Class:  1, CF:0.987631, Len: 10, Fitness_tra: 0
Rule 44: ba45194b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b22b1f2b41, Class:  1, CF:0.999341, Len: 10, Fitness_tra: 0
Rule 46: 4b41517174, Class:  1, CF:0.994558, Len: 10, Fitness_tra: 0
Rule 47: b1174db421, Class:  1, CF:0.921165, Len: 10, Fitness_tra: 0
Rule 48: 162c12441b, Class:  1, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 424751124b, Class:  1, CF:0.991774, Len: 10, Fitness_tra: 0
Rule 51: 234d512441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2722d6bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 2477332272, Class:  1, CF:0.988791, Len: 10, Fitness_tra: 0
Rule 54: b2141abb21, Class:  1, CF:0.992073, Len: 10, Fitness_tra: 0
Rule 55: 1422184412, Class:  1, CF:0.835706, Len: 10, Fitness_tra: 0
Rule 56: 21b11a271b, Class:  1, CF:0.999669, Len: 10, Fitness_tra: 0
Rule 57: 21113a477b, Class:  1, CF:0.999823, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7111537442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 7e478d7224, Class:  1, CF:0.99737, Len: 10, Fitness_tra: 0
Rule 61: 412b417b1b, Class:  1, CF:0.840165, Len: 10, Fitness_tra: 0
Rule 62: 1c771e2717, Class:  1, CF:0.747236, Len: 10, Fitness_tra: 0
Rule 63: 77422641b2, Class:  1, CF:0.998883, Len: 10, Fitness_tra: 0
Rule 64: 791411b774, Class:  1, CF:0.943508, Len: 10, Fitness_tra: 0
Rule 65: 2744132bb2, Class:  1, CF:0.972575, Len: 10, Fitness_tra: 0
Rule 66: 17b781b744, Class:  1, CF:0.821012, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1171234144, Class:  1, CF:0.91553, Len: 10, Fitness_tra: 0
Rule 70: 11b151b747, Class:  1, CF:0.980615, Len: 10, Fitness_tra: 0
Rule 71: 2915f172b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4142c17117, Class:  1, CF:0.849258, Len: 10, Fitness_tra: 0
Rule 74: 25cb1e4521, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 444463b724, Class:  1, CF:0.99733, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 127116b724, Class:  1, CF:0.999061, Len: 10, Fitness_tra: 0
Rule 80: 417b214112, Class:  1, CF:0.902524, Len: 10, Fitness_tra: 0
Rule 81: 424b2cb447, Class:  1, CF:0.981432, Len: 10, Fitness_tra: 0
Rule 82: 42bb811b7b, Class:  1, CF:0.752057, Len: 10, Fitness_tra: 0
Rule 83: bb77fab114, Class:  1, CF:0.999651, Len: 10, Fitness_tra: 0
Rule 84: 5334242c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 115181213d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2811564b72, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2212164742, Class:  1, CF:0.999223, Len: 10, Fitness_tra: 0
Rule 88: 7144b87b1b, Class:  1, CF:0.870867, Len: 10, Fitness_tra: 0
Rule 89: 2bb4221441, Class:  1, CF:0.985936, Len: 10, Fitness_tra: 0
Rule 90: 112b1abb12, Class:  1, CF:0.999384, Len: 10, Fitness_tra: 0
Rule 91: 12713b7174, Class:  1, CF:0.970165, Len: 10, Fitness_tra: 0
Rule 92: 0c771e2700, Class:  1, CF:0.930187, Len:  7, Fitness_tra: 0
Rule 93: 4000010007, Class:  1, CF:0.683588, Len:  3, Fitness_tra: 0
Rule 94: 0003000000, Class:  0, CF:0.0841857, Len:  1, Fitness_tra: -1736
Rule 95: 020407002c, Class:  1, CF:0.961854, Len:  5, Fitness_tra: 0
Rule 96: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 02bb610177, Class:  0, CF:0.249702, Len:  8, Fitness_tra: 0
Rule 98: 14271e2b27, Class:  1, CF:0.716517, Len: 10, Fitness_tra: 0
Rule 99: 1bb26111b7, Class:  1, CF:0.41513, Len: 10, Fitness_tra: 0
Rule100: 09000644d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.5132
------Result------
Miss_rate(tra)	:11.5132
Miss_rate(tst)	:9.85401
ARL				:7.3587

------Generation 2000------
Rule  1: 0000750000, Class:  0, CF:0.666542, Len:  2, Fitness_tra: 1405
Rule  2: 0000700000, Class:  0, CF:0.418345, Len:  1, Fitness_tra: 742
Rule  3: 0000030000, Class:  1, CF:0.780837, Len:  1, Fitness_tra: 384
Rule  4: 000200b000, Class:  1, CF:0.988568, Len:  2, Fitness_tra: 93
Rule  5: 0c00100000, Class:  0, CF:0.351039, Len:  2, Fitness_tra: 82
Rule  6: 0000300000, Class:  0, CF:0.31581, Len:  1, Fitness_tra: 73
Rule  7: 000000000c, Class:  1, CF:0.899035, Len:  1, Fitness_tra: 60
Rule  8: 000080b600, Class:  1, CF:0.865318, Len:  3, Fitness_tra: 17
Rule  9: 000000600b, Class:  0, CF:0.4763, Len:  2, Fitness_tra: 8
Rule 10: 0a00030000, Class:  1, CF:0.810525, Len:  2, Fitness_tra: 6
Rule 11: 0511000410, Class:  1, CF:0.389866, Len:  5, Fitness_tra: 4
Rule 12: 000080bb00, Class:  1, CF:0.8053, Len:  3, Fitness_tra: 2
Rule 13: 0700200020, Class:  1, CF:0.338961, Len:  3, Fitness_tra: 1
Rule 14: 0000510a76, Class:  1, CF:0.789921, Len:  5, Fitness_tra: 0
Rule 15: 4b423141b7, Class:  1, CF:0.982359, Len: 10, Fitness_tra: 0
Rule 16: 1271517174, Class:  1, CF:0.961697, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 17173f7271, Class:  1, CF:0.998482, Len: 10, Fitness_tra: 0
Rule 19: 2411a31721, Class:  1, CF:0.990021, Len: 10, Fitness_tra: 0
Rule 20: 11743a7127, Class:  1, CF:0.994465, Len: 10, Fitness_tra: 0
Rule 21: 44144e7b24, Class:  1, CF:0.827788, Len: 10, Fitness_tra: 0
Rule 22: 12b28a7712, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 722bc327b4, Class:  1, CF:0.795922, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: be1481bb22, Class:  1, CF:0.973031, Len: 10, Fitness_tra: 0
Rule 27: 1b121171b2, Class:  1, CF:0.632522, Len: 10, Fitness_tra: 0
Rule 28: 41b4af7772, Class:  1, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 29: 7721c37721, Class:  1, CF:0.826434, Len: 10, Fitness_tra: 0
Rule 30: 7511162412, Class:  1, CF:0.999368, Len: 10, Fitness_tra: 0
Rule 31: 41111a2411, Class:  1, CF:0.997186, Len: 10, Fitness_tra: 0
Rule 32: 7247814221, Class:  1, CF:0.969578, Len: 10, Fitness_tra: 0
Rule 33: 7171c97142, Class:  1, CF:0.988947, Len: 10, Fitness_tra: 0
Rule 34: 144b9f21b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 44711622b4, Class:  1, CF:0.99951, Len: 10, Fitness_tra: 0
Rule 36: 21773617b7, Class:  1, CF:0.985339, Len: 10, Fitness_tra: 0
Rule 37: bab5512244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 48b2ff4147, Class:  1, CF:0.998395, Len: 10, Fitness_tra: 0
Rule 39: 2c72164771, Class:  1, CF:0.999542, Len: 10, Fitness_tra: 0
Rule 40: 28bb137417, Class:  1, CF:0.985155, Len: 10, Fitness_tra: 0
Rule 41: 12bb6f71b7, Class:  1, CF:0.983887, Len: 10, Fitness_tra: 0
Rule 42: 212458722b, Class:  1, CF:0.994001, Len: 10, Fitness_tra: 0
Rule 43: 21b2c64414, Class:  1, CF:0.987631, Len: 10, Fitness_tra: 0
Rule 44: ba45194b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b22b1f2b41, Class:  1, CF:0.999341, Len: 10, Fitness_tra: 0
Rule 46: 4b41517174, Class:  1, CF:0.994558, Len: 10, Fitness_tra: 0
Rule 47: b1174db421, Class:  1, CF:0.921165, Len: 10, Fitness_tra: 0
Rule 48: 162c12441b, Class:  1, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 424751124b, Class:  1, CF:0.991774, Len: 10, Fitness_tra: 0
Rule 51: 234d512441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2722d6bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 2477332272, Class:  1, CF:0.988791, Len: 10, Fitness_tra: 0
Rule 54: b2141abb21, Class:  1, CF:0.992073, Len: 10, Fitness_tra: 0
Rule 55: 1422184412, Class:  1, CF:0.835706, Len: 10, Fitness_tra: 0
Rule 56: 21b11a271b, Class:  1, CF:0.999669, Len: 10, Fitness_tra: 0
Rule 57: 21113a477b, Class:  1, CF:0.999823, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7111537442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 7e478d7224, Class:  1, CF:0.99737, Len: 10, Fitness_tra: 0
Rule 61: 412b417b1b, Class:  1, CF:0.840165, Len: 10, Fitness_tra: 0
Rule 62: 1c771e2717, Class:  1, CF:0.747236, Len: 10, Fitness_tra: 0
Rule 63: 77422641b2, Class:  1, CF:0.998883, Len: 10, Fitness_tra: 0
Rule 64: 791411b774, Class:  1, CF:0.943508, Len: 10, Fitness_tra: 0
Rule 65: 2744132bb2, Class:  1, CF:0.972575, Len: 10, Fitness_tra: 0
Rule 66: 17b781b744, Class:  1, CF:0.821012, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1171234144, Class:  1, CF:0.91553, Len: 10, Fitness_tra: 0
Rule 70: 11b151b747, Class:  1, CF:0.980615, Len: 10, Fitness_tra: 0
