------Generation 0------
Rule  1: 29b2c97714, Class:  0, CF:0.490187, Len: 10, Fitness_tra: 0
Rule 62: b717df11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 27272c4712, Class:  1, CF:0.843192, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7a7c184441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2174812b47, Class:  1, CF:0.790205, Len: 10, Fitness_tra: 0
Rule 67: 1b47752717, Class:  1, CF:0.498654, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1812c57727, Class:  0, CF:0.17571, Len: 10, Fitness_tra: 0
Rule 70: 7117434244, Class:  1, CF:0.980185, Len: 10, Fitness_tra: 0
Rule 71: 4427e6b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42226f7224, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 74: 42118142b2, Class:  1, CF:0.855576, Len: 10, Fitness_tra: 0
Rule 75: 2c1b13b277, Class:  1, CF:0.979971, Len: 10, Fitness_tra: 0
Rule 76: 71b12374b7, Class:  1, CF:0.979322, Len: 10, Fitness_tra: 0
Rule 77: 27b41e472b, Class:  1, CF:0.938628, Len: 10, Fitness_tra: 0
Rule 78: 454751b127, Class:  1, CF:0.977731, Len: 10, Fitness_tra: 0
Rule 79: 717b137b42, Class:  1, CF:0.996977, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b72116742b, Class:  1, CF:0.99977, Len: 10, Fitness_tra: 0
Rule 82: 1cbc337171, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 42b23f71b7, Class:  1, CF:0.997986, Len: 10, Fitness_tra: 0
Rule 85: 4424164477, Class:  1, CF:0.999791, Len: 10, Fitness_tra: 0
Rule 86: 1422614bb4, Class:  1, CF:0.983279, Len: 10, Fitness_tra: 0
Rule 87: b222ef2171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b12161172b, Class:  1, CF:0.985713, Len: 10, Fitness_tra: 1
Rule 89: 411b112c22, Class:  1, CF:0.992037, Len: 10, Fitness_tra: 0
Rule 90: 11411172b7, Class:  1, CF:0.930801, Len: 10, Fitness_tra: 0
Rule 91: 8b07404044, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 13b763d222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a000000000, Class:  0, CF:0.0176665, Len:  1, Fitness_tra: -2164
Rule 94: 42bc63b27d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e020bf00b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4547c37127, Class:  1, CF:0.998953, Len: 10, Fitness_tra: 0
Rule 97: 19276d7224, Class:  1, CF:0.480536, Len: 10, Fitness_tra: 0
Rule 98: 009b1f4004, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 727b137b12, Class:  1, CF:0.996378, Len: 10, Fitness_tra: 0
Rule100: 420413a777, Class:  1, CF:0.984189, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.7327
------Result------
Miss_rate(tra)	:5.7327
Miss_rate(tst)	:10.2377
ARL				:8.26437

------Generation 900------
Rule  1: 0000b00000, Class:  0, CF:0.496507, Len:  1, Fitness_tra: 2170
Rule  2: 0704000700, Class:  1, CF:0.294662, Len:  3, Fitness_tra: 2
Rule  3: 1eb2891721, Class:  1, CF:0.896529, Len: 10, Fitness_tra: 0
Rule  4: 000000d300, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  5: 714719127b, Class:  1, CF:0.724995, Len: 10, Fitness_tra: 0
Rule  6: 43b1517227, Class:  1, CF:0.999412, Len: 10, Fitness_tra: 0
Rule  7: 74411a7172, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 0
Rule  8: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c114111112, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 7771af122b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 11: b271214bb7, Class:  1, CF:0.89121, Len: 10, Fitness_tra: 0
Rule 12: b7243a1741, Class:  1, CF:0.999273, Len: 10, Fitness_tra: 0
Rule 13: b4411a4477, Class:  1, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 14: b2b11ab7b2, Class:  1, CF:0.999872, Len: 10, Fitness_tra: 0
Rule 15: 241713b711, Class:  1, CF:0.972812, Len: 10, Fitness_tra: 0
Rule 16: b241952b17, Class:  1, CF:0.924619, Len: 10, Fitness_tra: 0
Rule 17: 1422217112, Class:  1, CF:0.830354, Len: 10, Fitness_tra: 0
Rule 18: 14273a4b42, Class:  1, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 19: 142b21b412, Class:  1, CF:0.911215, Len: 10, Fitness_tra: 0
Rule 20: 127711221b, Class:  1, CF:0.891687, Len: 10, Fitness_tra: 0
Rule 21: 717b1e12bb, Class:  1, CF:0.606865, Len: 10, Fitness_tra: 0
Rule 22: 119b1142b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 4b1ba17222, Class:  1, CF:0.999473, Len: 10, Fitness_tra: 0
Rule 24: 7b746fbb4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: ba2cc14274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 714dd57221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 2427ce1774, Class:  1, CF:0.484044, Len: 10, Fitness_tra: 0
Rule 28: 4b2723bbb2, Class:  1, CF:0.997059, Len: 10, Fitness_tra: 0
Rule 29: 7c741a74b7, Class:  1, CF:0.999739, Len: 10, Fitness_tra: 0
Rule 30: 274751b712, Class:  1, CF:0.901413, Len: 10, Fitness_tra: 0
Rule 31: 2717dfbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7417584224, Class:  1, CF:0.957757, Len: 10, Fitness_tra: 0
Rule 33: 17472544b4, Class:  1, CF:0.886441, Len: 10, Fitness_tra: 0
Rule 34: 112b5142b2, Class:  1, CF:0.910209, Len: 10, Fitness_tra: 0
Rule 35: 2b225a7114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24224ab214, Class:  1, CF:0.999906, Len: 10, Fitness_tra: 0
Rule 38: 72221e7b2b, Class:  1, CF:0.57064, Len: 10, Fitness_tra: 0
Rule 39: 27441627b4, Class:  1, CF:0.999624, Len: 10, Fitness_tra: 0
Rule 40: 4224dfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b4887224, Class:  1, CF:0.959357, Len: 10, Fitness_tra: 0
Rule 43: 2722ce2722, Class:  1, CF:0.969848, Len: 10, Fitness_tra: 0
Rule 44: 4274537b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 42b4134747, Class:  1, CF:0.989968, Len: 10, Fitness_tra: 0
Rule 46: 1128317211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 734b3f1212, Class:  1, CF:0.999921, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 77723a2bb7, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 0
Rule 51: 22245f1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 42b222b21b, Class:  1, CF:0.908085, Len: 10, Fitness_tra: 0
Rule 53: 72b4217b72, Class:  1, CF:0.911128, Len: 10, Fitness_tra: 0
Rule 54: 1871c12114, Class:  1, CF:0.582758, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19b55d72b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 24118a7b71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 247b2c22b7, Class:  1, CF:0.825938, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 23bc13b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b717df11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 27272c4712, Class:  1, CF:0.843192, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7a7c184441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2174812b47, Class:  1, CF:0.790205, Len: 10, Fitness_tra: 0
Rule 67: 1b47752717, Class:  1, CF:0.498654, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1812c57727, Class:  0, CF:0.17571, Len: 10, Fitness_tra: 0
Rule 70: 7117434244, Class:  1, CF:0.980185, Len: 10, Fitness_tra: 0
Rule 71: 4427e6b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42226f7224, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 74: 42118142b2, Class:  1, CF:0.855576, Len: 10, Fitness_tra: 0
Rule 75: 2c1b13b277, Class:  1, CF:0.979971, Len: 10, Fitness_tra: 0
Rule 76: 71b12374b7, Class:  1, CF:0.979322, Len: 10, Fitness_tra: 0
Rule 77: 27b41e472b, Class:  1, CF:0.938628, Len: 10, Fitness_tra: 0
Rule 78: 454751b127, Class:  1, CF:0.977731, Len: 10, Fitness_tra: 0
Rule 79: 717b137b42, Class:  1, CF:0.996977, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b72116742b, Class:  1, CF:0.99977, Len: 10, Fitness_tra: 0
Rule 82: 1cbc337171, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 42b23f71b7, Class:  1, CF:0.997986, Len: 10, Fitness_tra: 0
Rule 85: 4424164477, Class:  1, CF:0.999791, Len: 10, Fitness_tra: 0
Rule 86: 1422614bb4, Class:  1, CF:0.983279, Len: 10, Fitness_tra: 0
Rule 87: b222ef2171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b12161172b, Class:  1, CF:0.985713, Len: 10, Fitness_tra: 1
Rule 89: 411b112c22, Class:  1, CF:0.992037, Len: 10, Fitness_tra: 0
Rule 90: 11411172b7, Class:  1, CF:0.930801, Len: 10, Fitness_tra: 0
Rule 91: 8b07404044, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 13b763d222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a000000000, Class:  0, CF:0.0176665, Len:  1, Fitness_tra: -2164
Rule 94: 42bc63b27d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e020bf00b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4547c37127, Class:  1, CF:0.998953, Len: 10, Fitness_tra: 0
Rule 97: 19276d7224, Class:  1, CF:0.480536, Len: 10, Fitness_tra: 0
Rule 98: 009b1f4004, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 727b137b12, Class:  1, CF:0.996378, Len: 10, Fitness_tra: 0
Rule100: 420413a777, Class:  1, CF:0.984189, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.7327
------Result------
Miss_rate(tra)	:5.7327
Miss_rate(tst)	:10.2377
ARL				:8.26437

------Generation 1000------
Rule  1: 0000b00000, Class:  0, CF:0.496507, Len:  1, Fitness_tra: 2170
Rule  2: 0704000700, Class:  1, CF:0.294662, Len:  3, Fitness_tra: 2
Rule  3: 1eb2891721, Class:  1, CF:0.896529, Len: 10, Fitness_tra: 0
Rule  4: 000000d300, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  5: 714719127b, Class:  1, CF:0.724995, Len: 10, Fitness_tra: 0
Rule  6: 43b1517227, Class:  1, CF:0.999412, Len: 10, Fitness_tra: 0
Rule  7: 74411a7172, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 0
Rule  8: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c114111112, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 7771af122b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 11: b271214bb7, Class:  1, CF:0.89121, Len: 10, Fitness_tra: 0
Rule 12: b7243a1741, Class:  1, CF:0.999273, Len: 10, Fitness_tra: 0
Rule 13: b4411a4477, Class:  1, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 14: b2b11ab7b2, Class:  1, CF:0.999872, Len: 10, Fitness_tra: 0
Rule 15: 241713b711, Class:  1, CF:0.972812, Len: 10, Fitness_tra: 0
Rule 16: b241952b17, Class:  1, CF:0.924619, Len: 10, Fitness_tra: 0
Rule 17: 1422217112, Class:  1, CF:0.830354, Len: 10, Fitness_tra: 0
Rule 18: 14273a4b42, Class:  1, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 19: 142b21b412, Class:  1, CF:0.911215, Len: 10, Fitness_tra: 0
Rule 20: 127711221b, Class:  1, CF:0.891687, Len: 10, Fitness_tra: 0
Rule 21: 717b1e12bb, Class:  1, CF:0.606865, Len: 10, Fitness_tra: 0
Rule 22: 119b1142b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 4b1ba17222, Class:  1, CF:0.999473, Len: 10, Fitness_tra: 0
Rule 24: 7b746fbb4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: ba2cc14274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 714dd57221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 2427ce1774, Class:  1, CF:0.484044, Len: 10, Fitness_tra: 0
Rule 28: 4b2723bbb2, Class:  1, CF:0.997059, Len: 10, Fitness_tra: 0
Rule 29: 7c741a74b7, Class:  1, CF:0.999739, Len: 10, Fitness_tra: 0
Rule 30: 274751b712, Class:  1, CF:0.901413, Len: 10, Fitness_tra: 0
Rule 31: 2717dfbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7417584224, Class:  1, CF:0.957757, Len: 10, Fitness_tra: 0
Rule 33: 17472544b4, Class:  1, CF:0.886441, Len: 10, Fitness_tra: 0
Rule 34: 112b5142b2, Class:  1, CF:0.910209, Len: 10, Fitness_tra: 0
Rule 35: 2b225a7114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24224ab214, Class:  1, CF:0.999906, Len: 10, Fitness_tra: 0
Rule 38: 72221e7b2b, Class:  1, CF:0.57064, Len: 10, Fitness_tra: 0
Rule 39: 27441627b4, Class:  1, CF:0.999624, Len: 10, Fitness_tra: 0
Rule 40: 4224dfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b4887224, Class:  1, CF:0.959357, Len: 10, Fitness_tra: 0
Rule 43: 2722ce2722, Class:  1, CF:0.969848, Len: 10, Fitness_tra: 0
Rule 44: 4274537b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 42b4134747, Class:  1, CF:0.989968, Len: 10, Fitness_tra: 0
Rule 46: 1128317211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 734b3f1212, Class:  1, CF:0.999921, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 77723a2bb7, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 0
Rule 51: 22245f1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 42b222b21b, Class:  1, CF:0.908085, Len: 10, Fitness_tra: 0
Rule 53: 72b4217b72, Class:  1, CF:0.911128, Len: 10, Fitness_tra: 0
Rule 54: 1871c12114, Class:  1, CF:0.582758, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19b55d72b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 24118a7b71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 247b2c22b7, Class:  1, CF:0.825938, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 23bc13b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b717df11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 27272c4712, Class:  1, CF:0.843192, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7a7c184441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2174812b47, Class:  1, CF:0.790205, Len: 10, Fitness_tra: 0
Rule 67: 1b47752717, Class:  1, CF:0.498654, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1812c57727, Class:  0, CF:0.17571, Len: 10, Fitness_tra: 0
Rule 70: 7117434244, Class:  1, CF:0.980185, Len: 10, Fitness_tra: 0
Rule 71: 4427e6b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42226f7224, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 74: 42118142b2, Class:  1, CF:0.855576, Len: 10, Fitness_tra: 0
Rule 75: 2c1b13b277, Class:  1, CF:0.979971, Len: 10, Fitness_tra: 0
Rule 76: 71b12374b7, Class:  1, CF:0.979322, Len: 10, Fitness_tra: 0
Rule 77: 27b41e472b, Class:  1, CF:0.938628, Len: 10, Fitness_tra: 0
Rule 78: 454751b127, Class:  1, CF:0.977731, Len: 10, Fitness_tra: 0
Rule 79: 717b137b42, Class:  1, CF:0.996977, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b72116742b, Class:  1, CF:0.99977, Len: 10, Fitness_tra: 0
Rule 82: 1cbc337171, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 42b23f71b7, Class:  1, CF:0.997986, Len: 10, Fitness_tra: 0
Rule 85: 4424164477, Class:  1, CF:0.999791, Len: 10, Fitness_tra: 0
Rule 86: 1422614bb4, Class:  1, CF:0.983279, Len: 10, Fitness_tra: 0
Rule 87: b222ef2171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b12161172b, Class:  1, CF:0.985713, Len: 10, Fitness_tra: 1
Rule 89: 411b112c22, Class:  1, CF:0.992037, Len: 10, Fitness_tra: 0
Rule 90: 11411172b7, Class:  1, CF:0.930801, Len: 10, Fitness_tra: 0
Rule 91: 8b07404044, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 13b763d222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a000000000, Class:  0, CF:0.0176665, Len:  1, Fitness_tra: -2164
Rule 94: 42bc63b27d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e020bf00b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4547c37127, Class:  1, CF:0.998953, Len: 10, Fitness_tra: 0
Rule 97: 19276d7224, Class:  1, CF:0.480536, Len: 10, Fitness_tra: 0
Rule 98: 009b1f4004, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 727b137b12, Class:  1, CF:0.996378, Len: 10, Fitness_tra: 0
Rule100: 420413a777, Class:  1, CF:0.984189, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.7327
------Result------
Miss_rate(tra)	:5.7327
Miss_rate(tst)	:10.2377
ARL				:8.26437

------Generation 2000------
Rule  1: 0000b00000, Class:  0, CF:0.496507, Len:  1, Fitness_tra: 2170
Rule  2: 0704000700, Class:  1, CF:0.294662, Len:  3, Fitness_tra: 2
Rule  3: 1eb2891721, Class:  1, CF:0.896529, Len: 10, Fitness_tra: 0
Rule  4: 000000d300, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  5: 714719127b, Class:  1, CF:0.724995, Len: 10, Fitness_tra: 0
Rule  6: 43b1517227, Class:  1, CF:0.999412, Len: 10, Fitness_tra: 0
Rule  7: 74411a7172, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 0
Rule  8: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c114111112, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 7771af122b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 11: b271214bb7, Class:  1, CF:0.89121, Len: 10, Fitness_tra: 0
Rule 12: b7243a1741, Class:  1, CF:0.999273, Len: 10, Fitness_tra: 0
Rule 13: b4411a4477, Class:  1, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 14: b2b11ab7b2, Class:  1, CF:0.999872, Len: 10, Fitness_tra: 0
Rule 15: 241713b711, Class:  1, CF:0.972812, Len: 10, Fitness_tra: 0
Rule 16: b241952b17, Class:  1, CF:0.924619, Len: 10, Fitness_tra: 0
Rule 17: 1422217112, Class:  1, CF:0.830354, Len: 10, Fitness_tra: 0
Rule 18: 14273a4b42, Class:  1, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 19: 142b21b412, Class:  1, CF:0.911215, Len: 10, Fitness_tra: 0
Rule 20: 127711221b, Class:  1, CF:0.891687, Len: 10, Fitness_tra: 0
Rule 21: 717b1e12bb, Class:  1, CF:0.606865, Len: 10, Fitness_tra: 0
Rule 22: 119b1142b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 4b1ba17222, Class:  1, CF:0.999473, Len: 10, Fitness_tra: 0
Rule 24: 7b746fbb4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: ba2cc14274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 714dd57221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 2427ce1774, Class:  1, CF:0.484044, Len: 10, Fitness_tra: 0
Rule 28: 4b2723bbb2, Class:  1, CF:0.997059, Len: 10, Fitness_tra: 0
Rule 29: 7c741a74b7, Class:  1, CF:0.999739, Len: 10, Fitness_tra: 0
Rule 30: 274751b712, Class:  1, CF:0.901413, Len: 10, Fitness_tra: 0
Rule 31: 2717dfbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7417584224, Class:  1, CF:0.957757, Len: 10, Fitness_tra: 0
Rule 33: 17472544b4, Class:  1, CF:0.886441, Len: 10, Fitness_tra: 0
Rule 34: 112b5142b2, Class:  1, CF:0.910209, Len: 10, Fitness_tra: 0
Rule 35: 2b225a7114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24224ab214, Class:  1, CF:0.999906, Len: 10, Fitness_tra: 0
Rule 38: 72221e7b2b, Class:  1, CF:0.57064, Len: 10, Fitness_tra: 0
Rule 39: 27441627b4, Class:  1, CF:0.999624, Len: 10, Fitness_tra: 0
Rule 40: 4224dfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b4887224, Class:  1, CF:0.959357, Len: 10, Fitness_tra: 0
Rule 43: 2722ce2722, Class:  1, CF:0.969848, Len: 10, Fitness_tra: 0
Rule 44: 4274537b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 42b4134747, Class:  1, CF:0.989968, Len: 10, Fitness_tra: 0
Rule 46: 1128317211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 734b3f1212, Class:  1, CF:0.999921, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 77723a2bb7, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 0
Rule 51: 22245f1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 42b222b21b, Class:  1, CF:0.908085, Len: 10, Fitness_tra: 0
Rule 53: 72b4217b72, Class:  1, CF:0.911128, Len: 10, Fitness_tra: 0
Rule 54: 1871c12114, Class:  1, CF:0.582758, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19b55d72b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 24118a7b71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 247b2c22b7, Class:  1, CF:0.825938, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 23bc13b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b717df11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 27272c4712, Class:  1, CF:0.843192, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7a7c184441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2174812b47, Class:  1, CF:0.790205, Len: 10, Fitness_tra: 0
Rule 67: 1b47752717, Class:  1, CF:0.498654, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1812c57727, Class:  0, CF:0.17571, Len: 10, Fitness_tra: 0
Rule 70: 7117434244, Class:  1, CF:0.980185, Len: 10, Fitness_tra: 0
Rule 71: 4427e6b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42226f7224, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 74: 42118142b2, Class:  1, CF:0.855576, Len: 10, Fitness_tra: 0
Rule 75: 2c1b13b277, Class:  1, CF:0.979971, Len: 10, Fitness_tra: 0
Rule 76: 71b12374b7, Class:  1, CF:0.979322, Len: 10, Fitness_tra: 0
