------Generation 0------
Rule  1: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule 27: 3505, Class:  2, CF:0.112087, Len:  3, Fitness_tra: 1
Rule 28: 0363, Class:  1, CF:0.196491, Len:  3, Fitness_tra: 1
Rule 29: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule 30: 1181, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 32: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0610774, Len:  1, Fitness_tra: -4
Rule 34: 0666, Class:  1, CF:0.132894, Len:  3, Fitness_tra: 0
Rule 35: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 2
Rule 37: a111, Class:  1, CF:0.244196, Len:  4, Fitness_tra: 0
Rule 38: 12c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6000, Class:  2, CF:0.0974936, Len:  1, Fitness_tra: 0
Rule 40: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 0
Rule 45: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 46: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: 0
Rule 47: 1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 712b, Class:  2, CF:0.0685153, Len:  4, Fitness_tra: 0
Rule 49: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1143, Class:  1, CF:0.0645066, Len:  4, Fitness_tra: 0
Rule 51: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 52: 6311, Class:  1, CF:0.279525, Len:  4, Fitness_tra: 0
Rule 53: 1311, Class:  1, CF:0.2065, Len:  4, Fitness_tra: 0
Rule 54: 4004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3117, Class:  1, CF:0.234999, Len:  4, Fitness_tra: 0
Rule 57: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 351e, Class:  1, CF:0.16733, Len:  4, Fitness_tra: 0
Rule 59: 3611, Class:  1, CF:0.249596, Len:  4, Fitness_tra: 0
Rule 60: 121b, Class:  0, CF:0.0782193, Len:  4, Fitness_tra: 0
Rule 61: 0030, Class:  0, CF:0.00198346, Len:  1, Fitness_tra: 0
Rule 62: 0520, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 64: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule 65: 1711, Class:  1, CF:0.159376, Len:  4, Fitness_tra: 0
Rule 66: 1321, Class:  2, CF:0.282545, Len:  4, Fitness_tra: 0
Rule 67: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5602, Class:  2, CF:0.172083, Len:  3, Fitness_tra: 0
Rule 74: 4045, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11f2, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 80: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5311, Class:  0, CF:0.296898, Len:  4, Fitness_tra: 0
Rule 82: 4121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3330, Class:  1, CF:0.141402, Len:  3, Fitness_tra: 0
Rule 84: 1513, Class:  0, CF:0.828137, Len:  4, Fitness_tra: 2
Rule 85: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1581, Class:  0, CF:0.0771198, Len:  4, Fitness_tra: 0
Rule 88: 0500, Class:  0, CF:0.0124819, Len:  1, Fitness_tra: 0
Rule 89: 0207, Class:  0, CF:0.0797482, Len:  2, Fitness_tra: -2
Rule 90: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b832, Class:  1, CF:0.162169, Len:  4, Fitness_tra: 0
Rule 92: 2500, Class:  0, CF:0.220021, Len:  2, Fitness_tra: -11
Rule 93: 0151, Class:  2, CF:0.0204023, Len:  3, Fitness_tra: 0
Rule 94: 121b, Class:  0, CF:0.0782193, Len:  0, Fitness_tra: 0
Rule 95: 0de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a236, Class:  0, CF:0.247275, Len:  4, Fitness_tra: 0
Rule 97: a070, Class:  2, CF:0.330478, Len:  2, Fitness_tra: 13
Rule 98: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 400d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2527, Class:  0, CF:0.521085, Len:  4, Fitness_tra: -1
------Current------
Miss_rate(tra)	:22.6551
------Result------
Miss_rate(tra)	:22.6551
Miss_rate(tst)	:23.2
ARL				:3.24242

------Generation 900------
Rule  1: 0206, Class:  0, CF:0.576491, Len:  2, Fitness_tra: 30
Rule  2: 0620, Class:  2, CF:0.47668, Len:  2, Fitness_tra: 25
Rule  3: 6220, Class:  2, CF:0.393316, Len:  3, Fitness_tra: 18
Rule  4: 6602, Class:  2, CF:0.86047, Len:  3, Fitness_tra: 15
Rule  5: 0055, Class:  2, CF:0.294289, Len:  2, Fitness_tra: 3
Rule  6: 1142, Class:  2, CF:0.532496, Len:  4, Fitness_tra: 12
Rule  7: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 13
Rule  8: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 14
Rule  9: 2416, Class:  0, CF:0.865001, Len:  4, Fitness_tra: 11
Rule 10: b455, Class:  2, CF:  1, Len:  4, Fitness_tra: 10
Rule 11: 311b, Class:  1, CF:0.472661, Len:  4, Fitness_tra: 11
Rule 12: 0260, Class:  0, CF:0.464291, Len:  2, Fitness_tra: 8
Rule 13: 6331, Class:  1, CF:0.494446, Len:  4, Fitness_tra: 8
Rule 14: 13e1, Class:  2, CF:0.816425, Len:  4, Fitness_tra: 7
Rule 15: 9521, Class:  0, CF:0.743081, Len:  4, Fitness_tra: 8
Rule 16: 1124, Class:  2, CF:0.563158, Len:  4, Fitness_tra: 14
Rule 17: 111b, Class:  1, CF:0.3037, Len:  4, Fitness_tra: 6
Rule 18: 4003, Class:  0, CF:0.244237, Len:  2, Fitness_tra: 7
Rule 19: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 10
Rule 20: 8511, Class:  0, CF:0.856292, Len:  4, Fitness_tra: 4
Rule 21: 1236, Class:  0, CF:0.596128, Len:  4, Fitness_tra: 2
Rule 22: 44b4, Class:  1, CF:0.143778, Len:  4, Fitness_tra: 3
Rule 23: b165, Class:  2, CF:0.354625, Len:  4, Fitness_tra: 2
Rule 24: 5030, Class:  0, CF:0.505014, Len:  2, Fitness_tra: 2
Rule 25: 5931, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 26: 3614, Class:  2, CF:0.24648, Len:  4, Fitness_tra: 0
Rule 27: 3505, Class:  2, CF:0.112087, Len:  3, Fitness_tra: 1
Rule 28: 0363, Class:  1, CF:0.196491, Len:  3, Fitness_tra: 1
Rule 29: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule 30: 1181, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 32: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0610774, Len:  1, Fitness_tra: -4
Rule 34: 0666, Class:  1, CF:0.132894, Len:  3, Fitness_tra: 0
Rule 35: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 2
Rule 37: a111, Class:  1, CF:0.244196, Len:  4, Fitness_tra: 0
Rule 38: 12c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6000, Class:  2, CF:0.0974936, Len:  1, Fitness_tra: 0
Rule 40: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 0
Rule 45: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 46: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: 0
Rule 47: 1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 712b, Class:  2, CF:0.0685153, Len:  4, Fitness_tra: 0
Rule 49: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1143, Class:  1, CF:0.0645066, Len:  4, Fitness_tra: 0
Rule 51: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 52: 6311, Class:  1, CF:0.279525, Len:  4, Fitness_tra: 0
Rule 53: 1311, Class:  1, CF:0.2065, Len:  4, Fitness_tra: 0
Rule 54: 4004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3117, Class:  1, CF:0.234999, Len:  4, Fitness_tra: 0
Rule 57: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 351e, Class:  1, CF:0.16733, Len:  4, Fitness_tra: 0
Rule 59: 3611, Class:  1, CF:0.249596, Len:  4, Fitness_tra: 0
Rule 60: 121b, Class:  0, CF:0.0782193, Len:  4, Fitness_tra: 0
Rule 61: 0030, Class:  0, CF:0.00198346, Len:  1, Fitness_tra: 0
Rule 62: 0520, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 64: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule 65: 1711, Class:  1, CF:0.159376, Len:  4, Fitness_tra: 0
Rule 66: 1321, Class:  2, CF:0.282545, Len:  4, Fitness_tra: 0
Rule 67: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5602, Class:  2, CF:0.172083, Len:  3, Fitness_tra: 0
Rule 74: 4045, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11f2, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 80: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5311, Class:  0, CF:0.296898, Len:  4, Fitness_tra: 0
Rule 82: 4121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3330, Class:  1, CF:0.141402, Len:  3, Fitness_tra: 0
Rule 84: 1513, Class:  0, CF:0.828137, Len:  4, Fitness_tra: 2
Rule 85: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1581, Class:  0, CF:0.0771198, Len:  4, Fitness_tra: 0
Rule 88: 0500, Class:  0, CF:0.0124819, Len:  1, Fitness_tra: 0
Rule 89: 0207, Class:  0, CF:0.0797482, Len:  2, Fitness_tra: -2
Rule 90: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b832, Class:  1, CF:0.162169, Len:  4, Fitness_tra: 0
Rule 92: 2500, Class:  0, CF:0.220021, Len:  2, Fitness_tra: -11
Rule 93: 0151, Class:  2, CF:0.0204023, Len:  3, Fitness_tra: 0
Rule 94: 121b, Class:  0, CF:0.0782193, Len:  0, Fitness_tra: 0
Rule 95: 0de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a236, Class:  0, CF:0.247275, Len:  4, Fitness_tra: 0
Rule 97: a070, Class:  2, CF:0.330478, Len:  2, Fitness_tra: 13
Rule 98: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 400d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2527, Class:  0, CF:0.521085, Len:  4, Fitness_tra: -1
------Current------
Miss_rate(tra)	:22.6551
------Result------
Miss_rate(tra)	:22.6551
Miss_rate(tst)	:23.2
ARL				:3.24242

------Generation 1000------
Rule  1: 0206, Class:  0, CF:0.576491, Len:  2, Fitness_tra: 30
Rule  2: 0620, Class:  2, CF:0.47668, Len:  2, Fitness_tra: 25
Rule  3: 6220, Class:  2, CF:0.393316, Len:  3, Fitness_tra: 18
Rule  4: 6602, Class:  2, CF:0.86047, Len:  3, Fitness_tra: 15
Rule  5: 0055, Class:  2, CF:0.294289, Len:  2, Fitness_tra: 3
Rule  6: 1142, Class:  2, CF:0.532496, Len:  4, Fitness_tra: 12
Rule  7: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 13
Rule  8: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 14
Rule  9: 2416, Class:  0, CF:0.865001, Len:  4, Fitness_tra: 11
Rule 10: b455, Class:  2, CF:  1, Len:  4, Fitness_tra: 10
Rule 11: 311b, Class:  1, CF:0.472661, Len:  4, Fitness_tra: 11
Rule 12: 0260, Class:  0, CF:0.464291, Len:  2, Fitness_tra: 8
Rule 13: 6331, Class:  1, CF:0.494446, Len:  4, Fitness_tra: 8
Rule 14: 13e1, Class:  2, CF:0.816425, Len:  4, Fitness_tra: 7
Rule 15: 9521, Class:  0, CF:0.743081, Len:  4, Fitness_tra: 8
Rule 16: 1124, Class:  2, CF:0.563158, Len:  4, Fitness_tra: 14
Rule 17: 111b, Class:  1, CF:0.3037, Len:  4, Fitness_tra: 6
Rule 18: 4003, Class:  0, CF:0.244237, Len:  2, Fitness_tra: 7
Rule 19: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 10
Rule 20: 8511, Class:  0, CF:0.856292, Len:  4, Fitness_tra: 4
Rule 21: 1236, Class:  0, CF:0.596128, Len:  4, Fitness_tra: 2
Rule 22: 44b4, Class:  1, CF:0.143778, Len:  4, Fitness_tra: 3
Rule 23: b165, Class:  2, CF:0.354625, Len:  4, Fitness_tra: 2
Rule 24: 5030, Class:  0, CF:0.505014, Len:  2, Fitness_tra: 2
Rule 25: 5931, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 26: 3614, Class:  2, CF:0.24648, Len:  4, Fitness_tra: 0
Rule 27: 3505, Class:  2, CF:0.112087, Len:  3, Fitness_tra: 1
Rule 28: 0363, Class:  1, CF:0.196491, Len:  3, Fitness_tra: 1
Rule 29: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule 30: 1181, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 32: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0610774, Len:  1, Fitness_tra: -4
Rule 34: 0666, Class:  1, CF:0.132894, Len:  3, Fitness_tra: 0
Rule 35: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 2
Rule 37: a111, Class:  1, CF:0.244196, Len:  4, Fitness_tra: 0
Rule 38: 12c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6000, Class:  2, CF:0.0974936, Len:  1, Fitness_tra: 0
Rule 40: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 0
Rule 45: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 46: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: 0
Rule 47: 1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 712b, Class:  2, CF:0.0685153, Len:  4, Fitness_tra: 0
Rule 49: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1143, Class:  1, CF:0.0645066, Len:  4, Fitness_tra: 0
Rule 51: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 52: 6311, Class:  1, CF:0.279525, Len:  4, Fitness_tra: 0
Rule 53: 1311, Class:  1, CF:0.2065, Len:  4, Fitness_tra: 0
Rule 54: 4004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3117, Class:  1, CF:0.234999, Len:  4, Fitness_tra: 0
Rule 57: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 351e, Class:  1, CF:0.16733, Len:  4, Fitness_tra: 0
Rule 59: 3611, Class:  1, CF:0.249596, Len:  4, Fitness_tra: 0
Rule 60: 121b, Class:  0, CF:0.0782193, Len:  4, Fitness_tra: 0
Rule 61: 0030, Class:  0, CF:0.00198346, Len:  1, Fitness_tra: 0
Rule 62: 0520, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 64: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule 65: 1711, Class:  1, CF:0.159376, Len:  4, Fitness_tra: 0
Rule 66: 1321, Class:  2, CF:0.282545, Len:  4, Fitness_tra: 0
Rule 67: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5602, Class:  2, CF:0.172083, Len:  3, Fitness_tra: 0
Rule 74: 4045, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11f2, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 80: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5311, Class:  0, CF:0.296898, Len:  4, Fitness_tra: 0
Rule 82: 4121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3330, Class:  1, CF:0.141402, Len:  3, Fitness_tra: 0
Rule 84: 1513, Class:  0, CF:0.828137, Len:  4, Fitness_tra: 2
Rule 85: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1581, Class:  0, CF:0.0771198, Len:  4, Fitness_tra: 0
Rule 88: 0500, Class:  0, CF:0.0124819, Len:  1, Fitness_tra: 0
Rule 89: 0207, Class:  0, CF:0.0797482, Len:  2, Fitness_tra: -2
Rule 90: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b832, Class:  1, CF:0.162169, Len:  4, Fitness_tra: 0
Rule 92: 2500, Class:  0, CF:0.220021, Len:  2, Fitness_tra: -11
Rule 93: 0151, Class:  2, CF:0.0204023, Len:  3, Fitness_tra: 0
Rule 94: 121b, Class:  0, CF:0.0782193, Len:  0, Fitness_tra: 0
Rule 95: 0de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a236, Class:  0, CF:0.247275, Len:  4, Fitness_tra: 0
Rule 97: a070, Class:  2, CF:0.330478, Len:  2, Fitness_tra: 13
Rule 98: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 400d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2527, Class:  0, CF:0.521085, Len:  4, Fitness_tra: -1
------Current------
Miss_rate(tra)	:22.6551
------Result------
Miss_rate(tra)	:22.6551
Miss_rate(tst)	:23.2
ARL				:3.24242

------Generation 2000------
Rule  1: 0206, Class:  0, CF:0.576491, Len:  2, Fitness_tra: 33
Rule  2: 0620, Class:  2, CF:0.47668, Len:  2, Fitness_tra: 24
Rule  3: 6220, Class:  2, CF:0.393316, Len:  3, Fitness_tra: 17
Rule  4: 6602, Class:  2, CF:0.86047, Len:  3, Fitness_tra: 15
Rule  5: 1124, Class:  2, CF:0.563158, Len:  4, Fitness_tra: 7
Rule  6: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 10
Rule  7: a070, Class:  2, CF:0.330478, Len:  2, Fitness_tra: 13
Rule  8: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 13
Rule  9: 1142, Class:  2, CF:0.532496, Len:  4, Fitness_tra: 10
Rule 10: 2416, Class:  0, CF:0.865001, Len:  4, Fitness_tra: 11
Rule 11: 311b, Class:  1, CF:0.472661, Len:  4, Fitness_tra: 12
Rule 12: b455, Class:  2, CF:  1, Len:  4, Fitness_tra: 10
Rule 13: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 6
Rule 14: 6331, Class:  1, CF:0.494446, Len:  4, Fitness_tra: 2
Rule 15: 9521, Class:  0, CF:0.743081, Len:  4, Fitness_tra: 6
Rule 16: 0260, Class:  0, CF:0.464291, Len:  2, Fitness_tra: 8
Rule 17: 13e1, Class:  2, CF:0.816425, Len:  4, Fitness_tra: 7
Rule 18: 4003, Class:  0, CF:0.244237, Len:  2, Fitness_tra: 6
Rule 19: 111b, Class:  1, CF:0.3037, Len:  4, Fitness_tra: 6
Rule 20: 8511, Class:  0, CF:0.856292, Len:  4, Fitness_tra: 4
Rule 21: 0055, Class:  2, CF:0.294289, Len:  2, Fitness_tra: 18
Rule 22: 44b4, Class:  1, CF:0.143778, Len:  4, Fitness_tra: 3
Rule 23: b165, Class:  2, CF:0.354625, Len:  4, Fitness_tra: 2
Rule 24: 5030, Class:  0, CF:0.505014, Len:  2, Fitness_tra: 2
Rule 25: 5931, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 26: 1236, Class:  0, CF:0.596128, Len:  4, Fitness_tra: 2
Rule 27: 1513, Class:  0, CF:0.828137, Len:  4, Fitness_tra: 2
Rule 28: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 2
Rule 29: 3505, Class:  2, CF:0.112087, Len:  3, Fitness_tra: 1
Rule 30: 0363, Class:  1, CF:0.196491, Len:  3, Fitness_tra: 0
Rule 31: 3614, Class:  2, CF:0.24648, Len:  4, Fitness_tra: 0
Rule 32: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 400d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0666, Class:  1, CF:0.132894, Len:  3, Fitness_tra: 0
Rule 35: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule 37: a111, Class:  1, CF:0.244196, Len:  4, Fitness_tra: 0
Rule 38: 12c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6000, Class:  2, CF:0.0974936, Len:  1, Fitness_tra: 0
Rule 40: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 0
Rule 45: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 46: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: -1
Rule 47: 1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 712b, Class:  2, CF:0.0685153, Len:  4, Fitness_tra: 0
Rule 49: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1143, Class:  1, CF:0.0645066, Len:  4, Fitness_tra: 0
Rule 51: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 52: 6311, Class:  1, CF:0.279525, Len:  4, Fitness_tra: 0
Rule 53: 1311, Class:  1, CF:0.2065, Len:  4, Fitness_tra: 2
Rule 54: 4004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3117, Class:  1, CF:0.234999, Len:  4, Fitness_tra: 0
Rule 57: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 351e, Class:  1, CF:0.16733, Len:  4, Fitness_tra: 0
Rule 59: 3611, Class:  1, CF:0.249596, Len:  4, Fitness_tra: 0
Rule 60: 121b, Class:  0, CF:0.0782193, Len:  4, Fitness_tra: 0
Rule 61: 0030, Class:  0, CF:0.00198346, Len:  1, Fitness_tra: 0
Rule 62: 0520, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 64: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule 65: 1711, Class:  1, CF:0.159376, Len:  4, Fitness_tra: 0
