------Generation 0------
Rule  1: ffa5893d2112a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 63134c13a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 0032040001200, Class:  0, CF:0.272883, Len:  5, Fitness_tra: 0
Rule 94: 47112535e15c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b425121125111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 340e350120151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d12948146151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1826243231322, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 99: 7333d818a1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2e805100a3040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.14815
------Result------
Miss_rate(tra)	:8.14815
Miss_rate(tst)	:7.07071
ARL				:9.89474

------Generation 700------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 60
Rule  2: 0000500000840, Class:  0, CF:0.972689, Len:  3, Fitness_tra: 74
Rule  3: 0e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 76
Rule  4: 0062040001200, Class:  0, CF:0.278653, Len:  5, Fitness_tra: -16
Rule  5: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 13
Rule  6: 320c310000001, Class:  1, CF:0.613392, Len:  6, Fitness_tra: 0
Rule  7: 000900002000d, Class:  0, CF:0.698923, Len:  3, Fitness_tra: 7
Rule  8: 0400400000000, Class:  0, CF:0.28446, Len:  2, Fitness_tra: -6
Rule  9: 8001314000001, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule 10: 6101188010140, Class:  1, CF:0.40196, Len:  9, Fitness_tra: 0
Rule 11: 1826243531325, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 18151b6911b82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 61211881111d1, Class:  1, CF:0.0733886, Len: 13, Fitness_tra: 0
Rule 14: 21622431512d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 2232113d2c113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 63231c11a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1365c11113111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2462251158188, Class:  0, CF:0.993626, Len: 13, Fitness_tra: 0
Rule 21: 2562111151158, Class:  0, CF:0.988362, Len: 13, Fitness_tra: 0
Rule 22: 3112153133151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 29a3c22163c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131395181811, Class:  1, CF:0.925358, Len: 13, Fitness_tra: 0
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f541123911125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 35b3211131312, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 15329a6111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b11111116e925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0008000000000, Class:  0, CF:0.151586, Len:  1, Fitness_tra: -160
Rule 86: f1767c9319311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7cb34115e9951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1ff811e3d1821, Class:  0, CF:0.0348602, Len: 13, Fitness_tra: 0
Rule 89: 11451c3113512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7275c56135582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0003800000000, Class:  0, CF:0.567632, Len:  2, Fitness_tra: 72
Rule 92: 63134c13a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 0032040001200, Class:  0, CF:0.272883, Len:  5, Fitness_tra: 0
Rule 94: 47112535e15c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b425121125111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 340e350120151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d12948146151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1826243231322, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 99: 7333d818a1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2e805100a3040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.14815
------Result------
Miss_rate(tra)	:8.14815
Miss_rate(tst)	:7.07071
ARL				:9.89474

------Generation 800------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 60
Rule  2: 0000500000840, Class:  0, CF:0.972689, Len:  3, Fitness_tra: 74
Rule  3: 0e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 76
Rule  4: 0062040001200, Class:  0, CF:0.278653, Len:  5, Fitness_tra: -16
Rule  5: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 13
Rule  6: 320c310000001, Class:  1, CF:0.613392, Len:  6, Fitness_tra: 0
Rule  7: 000900002000d, Class:  0, CF:0.698923, Len:  3, Fitness_tra: 7
Rule  8: 0400400000000, Class:  0, CF:0.28446, Len:  2, Fitness_tra: -6
Rule  9: 8001314000001, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule 10: 6101188010140, Class:  1, CF:0.40196, Len:  9, Fitness_tra: 0
Rule 11: 1826243531325, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 18151b6911b82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 61211881111d1, Class:  1, CF:0.0733886, Len: 13, Fitness_tra: 0
Rule 14: 21622431512d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 2232113d2c113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 63231c11a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1365c11113111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2462251158188, Class:  0, CF:0.993626, Len: 13, Fitness_tra: 0
Rule 21: 2562111151158, Class:  0, CF:0.988362, Len: 13, Fitness_tra: 0
Rule 22: 3112153133151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 29a3c22163c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131395181811, Class:  1, CF:0.925358, Len: 13, Fitness_tra: 0
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f541123911125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 35b3211131312, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 15329a6111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b11111116e925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0008000000000, Class:  0, CF:0.151586, Len:  1, Fitness_tra: -160
Rule 86: f1767c9319311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7cb34115e9951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1ff811e3d1821, Class:  0, CF:0.0348602, Len: 13, Fitness_tra: 0
Rule 89: 11451c3113512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7275c56135582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0003800000000, Class:  0, CF:0.567632, Len:  2, Fitness_tra: 72
Rule 92: 63134c13a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 0032040001200, Class:  0, CF:0.272883, Len:  5, Fitness_tra: 0
Rule 94: 47112535e15c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b425121125111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 340e350120151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d12948146151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1826243231322, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 99: 7333d818a1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2e805100a3040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.14815
------Result------
Miss_rate(tra)	:8.14815
Miss_rate(tst)	:7.07071
ARL				:9.89474

------Generation 900------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 60
Rule  2: 0000500000840, Class:  0, CF:0.972689, Len:  3, Fitness_tra: 74
Rule  3: 0e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 76
Rule  4: 0062040001200, Class:  0, CF:0.278653, Len:  5, Fitness_tra: -16
Rule  5: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 13
Rule  6: 320c310000001, Class:  1, CF:0.613392, Len:  6, Fitness_tra: 0
Rule  7: 000900002000d, Class:  0, CF:0.698923, Len:  3, Fitness_tra: 7
Rule  8: 0400400000000, Class:  0, CF:0.28446, Len:  2, Fitness_tra: -6
Rule  9: 8001314000001, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule 10: 6101188010140, Class:  1, CF:0.40196, Len:  9, Fitness_tra: 0
Rule 11: 1826243531325, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 18151b6911b82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 61211881111d1, Class:  1, CF:0.0733886, Len: 13, Fitness_tra: 0
Rule 14: 21622431512d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 2232113d2c113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 63231c11a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1365c11113111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2462251158188, Class:  0, CF:0.993626, Len: 13, Fitness_tra: 0
Rule 21: 2562111151158, Class:  0, CF:0.988362, Len: 13, Fitness_tra: 0
Rule 22: 3112153133151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 29a3c22163c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131395181811, Class:  1, CF:0.925358, Len: 13, Fitness_tra: 0
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f541123911125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 35b3211131312, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 15329a6111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b11111116e925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0008000000000, Class:  0, CF:0.151586, Len:  1, Fitness_tra: -160
Rule 86: f1767c9319311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7cb34115e9951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1ff811e3d1821, Class:  0, CF:0.0348602, Len: 13, Fitness_tra: 0
Rule 89: 11451c3113512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7275c56135582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0003800000000, Class:  0, CF:0.567632, Len:  2, Fitness_tra: 72
Rule 92: 63134c13a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 0032040001200, Class:  0, CF:0.272883, Len:  5, Fitness_tra: 0
Rule 94: 47112535e15c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b425121125111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 340e350120151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d12948146151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1826243231322, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 99: 7333d818a1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2e805100a3040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.14815
------Result------
Miss_rate(tra)	:8.14815
Miss_rate(tst)	:7.07071
ARL				:9.89474

------Generation 1000------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 60
Rule  2: 0000500000840, Class:  0, CF:0.972689, Len:  3, Fitness_tra: 74
Rule  3: 0e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 76
Rule  4: 0062040001200, Class:  0, CF:0.278653, Len:  5, Fitness_tra: -16
Rule  5: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 13
