------Generation 0------
Rule  1: 15f18a6312851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d3152d1d5823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1b42556d1d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a14d1139a19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: f941223311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 411d191989121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2df2157355175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1b22233ed9242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e781d5251935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 21f5211518289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 786d191635455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6e211da5e15dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 31a15fe11cc16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1328256d31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bb112d3515182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000400000000, Class:  0, CF:0.297561, Len:  1, Fitness_tra: -36
Rule 87: a3252ced13511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1545b51599d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1dbd21e3e938c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 61a12335288de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18a3111513511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ac8d1e69ee41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 13a1111521111, Class:  1, CF:0.90083, Len:  0, Fitness_tra: 0
Rule 94: 3af1c0911c210, Class:  0, CF:0.911236, Len: 11, Fitness_tra: 0
Rule 95: 7178801005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00f8500500209, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b1f216111c910, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: b42b911833c83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 714c8525911d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: de2b333ed1942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.7901
------Result------
Miss_rate(tra)	:36.7901
Miss_rate(tst)	:5.05051
ARL				:7.62069

------Generation 700------
Rule  1: 0000305000000, Class:  1, CF:0.838756, Len:  2, Fitness_tra: 611
Rule  2: 0000c00000000, Class:  0, CF:0.683697, Len:  1, Fitness_tra: 332
Rule  3: 0000500000000, Class:  0, CF:0.961925, Len:  1, Fitness_tra: 142
Rule  4: 0008800000000, Class:  0, CF:0.999322, Len:  2, Fitness_tra: 99
Rule  5: 000000000c050, Class:  0, CF:0.907714, Len:  2, Fitness_tra: 28
Rule  6: 0000c00000030, Class:  0, CF:0.93777, Len:  2, Fitness_tra: 27
Rule  7: 0008103000000, Class:  0, CF:0.96718, Len:  3, Fitness_tra: 9
Rule  8: 0008000000005, Class:  0, CF:0.394002, Len:  2, Fitness_tra: 2
Rule  9: 0000500000030, Class:  0, CF:0.999844, Len:  2, Fitness_tra: 2
Rule 10: 0c0d000000005, Class:  0, CF:0.93042, Len:  3, Fitness_tra: 5
Rule 11: 13a1111521111, Class:  1, CF:0.90083, Len: 13, Fitness_tra: 0
Rule 12: 0008500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 13: 091d401590c51, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 14: 1721cd8555511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0b0050000000d, Class:  0, CF:0.949992, Len:  3, Fitness_tra: 0
Rule 16: 100050b00d910, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 17: 25671321c1378, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 11212d65cdd18, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1131711198211, Class:  1, CF:0.822348, Len: 13, Fitness_tra: 0
Rule 20: 3a18ceee91151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 714c811193815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 69b2111831315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 22f1259e11473, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: bcf579e391121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15b955111155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2c3d451938c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 33498525111d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 78a3111d135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 71292c2525d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 43f2133942111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 75f21151de141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1511111513158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: a6a92391ec421, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 3521951851112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 75f111595518c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1a1216152c226, Class:  0, CF:0.975816, Len: 13, Fitness_tra: 0
Rule 37: 2ca2c5318e71d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3a119d9921281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7162d11575899, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7231433915215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 351155dc81135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11f216611c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: f1434815e9118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 71b153e281119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1b75c199e3521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 114181d258515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 151d13e155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 117322353e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3a18411ed2c81, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 7216211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6e1c1565e981c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 12282d619d51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 483c352951d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b128d11111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 7b12cd3595511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b818119333181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1172e15151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11ad915816dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4271553281e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 692318691d5cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b5f57551334d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: fe7935c21195c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 213d233e18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 12b1cc1535128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21f513e96818e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 14be7411e3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2422e918d3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: a623481569d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a328328513911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d3152d1d5823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1b42556d1d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a14d1139a19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: f941223311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 411d191989121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2df2157355175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1b22233ed9242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e781d5251935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 21f5211518289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 786d191635455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6e211da5e15dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 31a15fe11cc16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1328256d31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bb112d3515182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000400000000, Class:  0, CF:0.297561, Len:  1, Fitness_tra: -36
Rule 87: a3252ced13511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1545b51599d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1dbd21e3e938c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 61a12335288de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18a3111513511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ac8d1e69ee41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 13a1111521111, Class:  1, CF:0.90083, Len:  0, Fitness_tra: 0
Rule 94: 3af1c0911c210, Class:  0, CF:0.911236, Len: 11, Fitness_tra: 0
Rule 95: 7178801005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00f8500500209, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b1f216111c910, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: b42b911833c83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 714c8525911d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: de2b333ed1942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.7901
------Result------
Miss_rate(tra)	:36.7901
Miss_rate(tst)	:5.05051
ARL				:7.62069

------Generation 800------
Rule  1: 0000305000000, Class:  1, CF:0.838756, Len:  2, Fitness_tra: 611
Rule  2: 0000c00000000, Class:  0, CF:0.683697, Len:  1, Fitness_tra: 332
Rule  3: 0000500000000, Class:  0, CF:0.961925, Len:  1, Fitness_tra: 142
Rule  4: 0008800000000, Class:  0, CF:0.999322, Len:  2, Fitness_tra: 99
Rule  5: 000000000c050, Class:  0, CF:0.907714, Len:  2, Fitness_tra: 28
Rule  6: 0000c00000030, Class:  0, CF:0.93777, Len:  2, Fitness_tra: 27
Rule  7: 0008103000000, Class:  0, CF:0.96718, Len:  3, Fitness_tra: 9
Rule  8: 0008000000005, Class:  0, CF:0.394002, Len:  2, Fitness_tra: 2
Rule  9: 0000500000030, Class:  0, CF:0.999844, Len:  2, Fitness_tra: 2
Rule 10: 0c0d000000005, Class:  0, CF:0.93042, Len:  3, Fitness_tra: 5
Rule 11: 13a1111521111, Class:  1, CF:0.90083, Len: 13, Fitness_tra: 0
Rule 12: 0008500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 13: 091d401590c51, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 14: 1721cd8555511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0b0050000000d, Class:  0, CF:0.949992, Len:  3, Fitness_tra: 0
Rule 16: 100050b00d910, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 17: 25671321c1378, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 11212d65cdd18, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1131711198211, Class:  1, CF:0.822348, Len: 13, Fitness_tra: 0
Rule 20: 3a18ceee91151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 714c811193815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 69b2111831315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 22f1259e11473, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: bcf579e391121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15b955111155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2c3d451938c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 33498525111d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 78a3111d135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 71292c2525d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 43f2133942111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 75f21151de141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1511111513158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: a6a92391ec421, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 3521951851112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 75f111595518c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1a1216152c226, Class:  0, CF:0.975816, Len: 13, Fitness_tra: 0
Rule 37: 2ca2c5318e71d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3a119d9921281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7162d11575899, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7231433915215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 351155dc81135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11f216611c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: f1434815e9118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 71b153e281119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1b75c199e3521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 114181d258515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 151d13e155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 117322353e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3a18411ed2c81, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 7216211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6e1c1565e981c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 12282d619d51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 483c352951d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b128d11111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 7b12cd3595511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b818119333181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1172e15151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11ad915816dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4271553281e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 692318691d5cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b5f57551334d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: fe7935c21195c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 213d233e18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 12b1cc1535128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21f513e96818e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 14be7411e3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2422e918d3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: a623481569d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a328328513911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d3152d1d5823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1b42556d1d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a14d1139a19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: f941223311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 411d191989121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2df2157355175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1b22233ed9242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e781d5251935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 21f5211518289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 786d191635455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6e211da5e15dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 31a15fe11cc16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1328256d31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bb112d3515182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000400000000, Class:  0, CF:0.297561, Len:  1, Fitness_tra: -36
Rule 87: a3252ced13511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1545b51599d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1dbd21e3e938c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 61a12335288de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18a3111513511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ac8d1e69ee41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 13a1111521111, Class:  1, CF:0.90083, Len:  0, Fitness_tra: 0
Rule 94: 3af1c0911c210, Class:  0, CF:0.911236, Len: 11, Fitness_tra: 0
Rule 95: 7178801005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00f8500500209, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b1f216111c910, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: b42b911833c83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 714c8525911d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: de2b333ed1942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.7901
------Result------
Miss_rate(tra)	:36.7901
Miss_rate(tst)	:5.05051
ARL				:7.62069

------Generation 900------
Rule  1: 0000305000000, Class:  1, CF:0.838756, Len:  2, Fitness_tra: 611
Rule  2: 0000c00000000, Class:  0, CF:0.683697, Len:  1, Fitness_tra: 332
Rule  3: 0000500000000, Class:  0, CF:0.961925, Len:  1, Fitness_tra: 142
Rule  4: 0008800000000, Class:  0, CF:0.999322, Len:  2, Fitness_tra: 99
Rule  5: 000000000c050, Class:  0, CF:0.907714, Len:  2, Fitness_tra: 28
Rule  6: 0000c00000030, Class:  0, CF:0.93777, Len:  2, Fitness_tra: 27
Rule  7: 0008103000000, Class:  0, CF:0.96718, Len:  3, Fitness_tra: 9
Rule  8: 0008000000005, Class:  0, CF:0.394002, Len:  2, Fitness_tra: 2
Rule  9: 0000500000030, Class:  0, CF:0.999844, Len:  2, Fitness_tra: 2
Rule 10: 0c0d000000005, Class:  0, CF:0.93042, Len:  3, Fitness_tra: 5
Rule 11: 13a1111521111, Class:  1, CF:0.90083, Len: 13, Fitness_tra: 0
Rule 12: 0008500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 13: 091d401590c51, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 14: 1721cd8555511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0b0050000000d, Class:  0, CF:0.949992, Len:  3, Fitness_tra: 0
Rule 16: 100050b00d910, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 17: 25671321c1378, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 11212d65cdd18, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1131711198211, Class:  1, CF:0.822348, Len: 13, Fitness_tra: 0
Rule 20: 3a18ceee91151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 714c811193815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 69b2111831315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 22f1259e11473, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: bcf579e391121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15b955111155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2c3d451938c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 33498525111d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 78a3111d135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 71292c2525d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 43f2133942111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 75f21151de141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1511111513158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: a6a92391ec421, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 3521951851112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 75f111595518c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1a1216152c226, Class:  0, CF:0.975816, Len: 13, Fitness_tra: 0
Rule 37: 2ca2c5318e71d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3a119d9921281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7162d11575899, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7231433915215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 351155dc81135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11f216611c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: f1434815e9118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 71b153e281119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1b75c199e3521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 114181d258515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 151d13e155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 117322353e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3a18411ed2c81, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 7216211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6e1c1565e981c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 12282d619d51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 483c352951d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b128d11111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 7b12cd3595511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b818119333181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1172e15151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11ad915816dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4271553281e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 692318691d5cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b5f57551334d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: fe7935c21195c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 213d233e18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 12b1cc1535128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21f513e96818e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 14be7411e3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2422e918d3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: a623481569d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a328328513911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d3152d1d5823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1b42556d1d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a14d1139a19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: f941223311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 411d191989121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2df2157355175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1b22233ed9242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e781d5251935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 21f5211518289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 786d191635455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6e211da5e15dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 31a15fe11cc16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
