------Generation 0------
Rule  1: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 14
Rule 92: 1243, Class:  1, CF:0.11963, Len:  4, Fitness_tra: -1
Rule 93: 2800, Class:  0, CF:0.018841, Len:  2, Fitness_tra: 0
Rule 94: 28b4, Class:  0, CF:0.173161, Len:  4, Fitness_tra: 0
Rule 95: cee1, Class:  1, CF:0.0762922, Len:  4, Fitness_tra: 0
Rule 96: b32a, Class:  1, CF:0.262408, Len:  4, Fitness_tra: -2
Rule 97: 35b4, Class:  0, CF:0.0220067, Len:  4, Fitness_tra: 0
Rule 98: 032d, Class:  0, CF:0.865963, Len:  3, Fitness_tra: 27
Rule 99: 09c0, Class:  0, CF:0.158958, Len:  2, Fitness_tra: -7
Rule100: 54e5, Class:  0, CF:0.063391, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.8247
------Result------
Miss_rate(tra)	:38.8247
Miss_rate(tst)	:24.1935
ARL				:3.11224

------Generation 900------
Rule  1: b000, Class:  1, CF:0.188945, Len:  1, Fitness_tra: 59
Rule  2: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 38
Rule  3: 1171, Class:  1, CF:0.449564, Len:  4, Fitness_tra: 30
Rule  4: 0625, Class:  0, CF:0.935538, Len:  3, Fitness_tra: 17
Rule  5: 2225, Class:  1, CF:0.324117, Len:  4, Fitness_tra: 13
Rule  6: 6055, Class:  0, CF:0.976668, Len:  3, Fitness_tra: 14
Rule  7: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 14
Rule  8: 5907, Class:  0, CF:0.853708, Len:  3, Fitness_tra: 14
Rule  9: 4424, Class:  1, CF:0.264039, Len:  4, Fitness_tra: 13
Rule 10: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 13
Rule 11: 8843, Class:  0, CF:0.87586, Len:  4, Fitness_tra: 13
Rule 12: 333a, Class:  1, CF:0.847549, Len:  4, Fitness_tra: 13
Rule 13: 0040, Class:  1, CF:0.0610379, Len:  1, Fitness_tra: 10
Rule 14: 3042, Class:  0, CF:0.311908, Len:  3, Fitness_tra: 10
Rule 15: 0901, Class:  0, CF:0.301769, Len:  2, Fitness_tra: 9
Rule 16: 1d34, Class:  1, CF:0.434688, Len:  4, Fitness_tra: 10
Rule 17: 2213, Class:  0, CF:0.721213, Len:  4, Fitness_tra: 10
Rule 18: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 9
Rule 19: 1333, Class:  1, CF:0.698341, Len:  4, Fitness_tra: 9
Rule 20: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 5
Rule 21: c050, Class:  0, CF:0.24013, Len:  2, Fitness_tra: 7
Rule 22: 5033, Class:  0, CF:0.89651, Len:  3, Fitness_tra: 6
Rule 23: 11a1, Class:  1, CF:0.433363, Len:  4, Fitness_tra: 8
Rule 24: 1e31, Class:  0, CF:0.867358, Len:  4, Fitness_tra: 8
Rule 25: 6050, Class:  0, CF:0.363894, Len:  2, Fitness_tra: 7
Rule 26: 33b1, Class:  1, CF:0.584347, Len:  4, Fitness_tra: 7
Rule 27: 49a4, Class:  0, CF:0.824979, Len:  4, Fitness_tra: 6
Rule 28: 7113, Class:  1, CF:0.482742, Len:  4, Fitness_tra: 6
Rule 29: 3369, Class:  0, CF:0.944907, Len:  4, Fitness_tra: 5
Rule 30: 33be, Class:  0, CF:0.991344, Len:  4, Fitness_tra: 4
Rule 31: a956, Class:  1, CF:0.602723, Len:  4, Fitness_tra: 4
Rule 32: 14ae, Class:  0, CF:0.494987, Len:  4, Fitness_tra: 4
Rule 33: 11e8, Class:  0, CF:0.838166, Len:  4, Fitness_tra: 1
Rule 34: c0eb, Class:  0, CF:0.407825, Len:  3, Fitness_tra: 4
Rule 35: 55d1, Class:  0, CF:0.495143, Len:  4, Fitness_tra: 3
Rule 36: 15f1, Class:  0, CF:0.600656, Len:  4, Fitness_tra: 3
Rule 37: 11e7, Class:  0, CF:0.63311, Len:  4, Fitness_tra: 3
Rule 38: 0554, Class:  1, CF:0.243637, Len:  3, Fitness_tra: 6
Rule 39: 12e5, Class:  0, CF:0.52835, Len:  4, Fitness_tra: 3
Rule 40: 1111, Class:  1, CF:0.402877, Len:  4, Fitness_tra: 3
Rule 41: d73a, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 42: f936, Class:  0, CF:0.97267, Len:  4, Fitness_tra: 3
Rule 43: 21a1, Class:  0, CF:0.490286, Len:  4, Fitness_tra: 2
Rule 44: 0025, Class:  0, CF:0.128208, Len:  2, Fitness_tra: 3
Rule 45: 10e0, Class:  0, CF:0.33413, Len:  2, Fitness_tra: 8
Rule 46: 4230, Class:  0, CF:0.32968, Len:  3, Fitness_tra: 2
Rule 47: 3002, Class:  0, CF:0.157682, Len:  2, Fitness_tra: 2
Rule 48: 193e, Class:  1, CF:0.444154, Len:  4, Fitness_tra: 2
Rule 49: 655c, Class:  0, CF:0.405564, Len:  4, Fitness_tra: 2
Rule 50: 9935, Class:  0, CF:0.894358, Len:  4, Fitness_tra: 1
Rule 51: 3141, Class:  1, CF:0.25209, Len:  4, Fitness_tra: 1
Rule 52: 1234, Class:  1, CF:0.193315, Len:  4, Fitness_tra: 1
Rule 53: 5563, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 54: 1311, Class:  1, CF:0.461568, Len:  4, Fitness_tra: 4
Rule 55: 0324, Class:  0, CF:0.398891, Len:  3, Fitness_tra: 0
Rule 56: 13e5, Class:  0, CF:0.995722, Len:  4, Fitness_tra: 1
Rule 57: 0243, Class:  0, CF:0.10828, Len:  3, Fitness_tra: 0
Rule 58: 01a1, Class:  1, CF:0.138787, Len:  3, Fitness_tra: 0
Rule 59: 3000, Class:  1, CF:0.0592859, Len:  1, Fitness_tra: 0
Rule 60: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6126, Class:  1, CF:0.0521169, Len:  4, Fitness_tra: 0
Rule 62: 1212, Class:  1, CF:0.173945, Len:  4, Fitness_tra: 0
Rule 63: 1611, Class:  1, CF:0.449385, Len:  4, Fitness_tra: 0
Rule 64: 0002, Class:  0, CF:0.0461429, Len:  1, Fitness_tra: 1
Rule 65: c000, Class:  0, CF:0.0138408, Len:  1, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0004, Class:  1, CF:0.0384532, Len:  1, Fitness_tra: 0
Rule 68: 0200, Class:  1, CF:0.0134921, Len:  1, Fitness_tra: 0
Rule 69: 2133, Class:  0, CF:0.341255, Len:  4, Fitness_tra: 0
Rule 70: 0504, Class:  0, CF:0.0318614, Len:  2, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3500, Class:  1, CF:0.0243921, Len:  2, Fitness_tra: 0
Rule 73: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 0
Rule 74: 3212, Class:  1, CF:0.219656, Len:  4, Fitness_tra: 0
Rule 75: 2124, Class:  1, CF:0.0143917, Len:  4, Fitness_tra: 0
Rule 76: 5050, Class:  1, CF:0.134878, Len:  2, Fitness_tra: 0
Rule 77: 0500, Class:  0, CF:0.00712432, Len:  1, Fitness_tra: 0
Rule 78: 9334, Class:  0, CF:0.472821, Len:  4, Fitness_tra: 0
Rule 79: 221d, Class:  0, CF:0.0503492, Len:  4, Fitness_tra: 0
Rule 80: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e333, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 82: 5650, Class:  0, CF:0.107966, Len:  3, Fitness_tra: 0
Rule 83: 0400, Class:  1, CF:0.0437111, Len:  1, Fitness_tra: 0
Rule 84: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5000, Class:  0, CF:0.162703, Len:  1, Fitness_tra: -42
Rule 86: 22c1, Class:  0, CF:0.292595, Len:  4, Fitness_tra: 2
Rule 87: 4251, Class:  1, CF:0.0735413, Len:  4, Fitness_tra: 0
Rule 88: 411c, Class:  1, CF:0.178333, Len:  4, Fitness_tra: 1
Rule 89: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13d3, Class:  1, CF:0.0764852, Len:  4, Fitness_tra: 0
Rule 91: 100c, Class:  1, CF:0.0396231, Len:  2, Fitness_tra: 0
Rule 92: 1243, Class:  1, CF:0.11963, Len:  4, Fitness_tra: -1
Rule 93: 2800, Class:  0, CF:0.018841, Len:  2, Fitness_tra: 0
Rule 94: 28b4, Class:  0, CF:0.173161, Len:  4, Fitness_tra: 0
Rule 95: cee1, Class:  1, CF:0.0762922, Len:  4, Fitness_tra: 0
Rule 96: b32a, Class:  1, CF:0.262408, Len:  4, Fitness_tra: -2
Rule 97: 35b4, Class:  0, CF:0.0220067, Len:  4, Fitness_tra: 0
Rule 98: 032d, Class:  0, CF:0.865963, Len:  3, Fitness_tra: 27
Rule 99: 09c0, Class:  0, CF:0.158958, Len:  2, Fitness_tra: -7
Rule100: 54e5, Class:  0, CF:0.063391, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.8247
------Result------
Miss_rate(tra)	:38.8247
Miss_rate(tst)	:24.1935
ARL				:3.11224

------Generation 1000------
Rule  1: b000, Class:  1, CF:0.188945, Len:  1, Fitness_tra: 53
Rule  2: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 38
Rule  3: 1171, Class:  1, CF:0.449564, Len:  4, Fitness_tra: 31
Rule  4: 032d, Class:  0, CF:0.865963, Len:  3, Fitness_tra: 24
Rule  5: 0625, Class:  0, CF:0.935538, Len:  3, Fitness_tra: 15
Rule  6: 6055, Class:  0, CF:0.976668, Len:  3, Fitness_tra: 14
Rule  7: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 13
Rule  8: 5907, Class:  0, CF:0.853708, Len:  3, Fitness_tra: 14
Rule  9: 4424, Class:  1, CF:0.264039, Len:  4, Fitness_tra: 13
Rule 10: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 12
Rule 11: 8843, Class:  0, CF:0.87586, Len:  4, Fitness_tra: 12
Rule 12: 333a, Class:  1, CF:0.847549, Len:  4, Fitness_tra: 13
Rule 13: 2225, Class:  1, CF:0.324117, Len:  4, Fitness_tra: 19
Rule 14: 0040, Class:  1, CF:0.0610379, Len:  1, Fitness_tra: 12
Rule 15: 3042, Class:  0, CF:0.311908, Len:  3, Fitness_tra: 11
Rule 16: 1d34, Class:  1, CF:0.434688, Len:  4, Fitness_tra: 10
Rule 17: 2213, Class:  0, CF:0.721213, Len:  4, Fitness_tra: 4
Rule 18: 0901, Class:  0, CF:0.301769, Len:  2, Fitness_tra: 8
Rule 19: 1333, Class:  1, CF:0.698341, Len:  4, Fitness_tra: 10
Rule 20: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 9
Rule 21: 10e0, Class:  0, CF:0.33413, Len:  2, Fitness_tra: 4
Rule 22: 11a1, Class:  1, CF:0.433363, Len:  4, Fitness_tra: 8
Rule 23: 1e31, Class:  0, CF:0.867358, Len:  4, Fitness_tra: 8
Rule 24: c050, Class:  0, CF:0.24013, Len:  2, Fitness_tra: 5
Rule 25: 6050, Class:  0, CF:0.363894, Len:  2, Fitness_tra: 8
Rule 26: 33b1, Class:  1, CF:0.584347, Len:  4, Fitness_tra: 7
Rule 27: 49a4, Class:  0, CF:0.824979, Len:  4, Fitness_tra: 6
Rule 28: 7113, Class:  1, CF:0.482742, Len:  4, Fitness_tra: 6
Rule 29: 0554, Class:  1, CF:0.243637, Len:  3, Fitness_tra: 2
Rule 30: 5033, Class:  0, CF:0.89651, Len:  3, Fitness_tra: 6
Rule 31: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 5
Rule 32: 3369, Class:  0, CF:0.944907, Len:  4, Fitness_tra: 3
Rule 33: 14ae, Class:  0, CF:0.494987, Len:  4, Fitness_tra: 2
Rule 34: c0eb, Class:  0, CF:0.407825, Len:  3, Fitness_tra: 5
Rule 35: a956, Class:  1, CF:0.602723, Len:  4, Fitness_tra: 4
Rule 36: 33be, Class:  0, CF:0.991344, Len:  4, Fitness_tra: 4
Rule 37: 1311, Class:  1, CF:0.461568, Len:  4, Fitness_tra: 1
Rule 38: 55d1, Class:  0, CF:0.495143, Len:  4, Fitness_tra: 1
Rule 39: 12e5, Class:  0, CF:0.52835, Len:  4, Fitness_tra: 2
Rule 40: 1111, Class:  1, CF:0.402877, Len:  4, Fitness_tra: 2
Rule 41: d73a, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 42: f936, Class:  0, CF:0.97267, Len:  4, Fitness_tra: 3
Rule 43: 11e7, Class:  0, CF:0.63311, Len:  4, Fitness_tra: 3
Rule 44: 0025, Class:  0, CF:0.128208, Len:  2, Fitness_tra: 3
Rule 45: 15f1, Class:  0, CF:0.600656, Len:  4, Fitness_tra: 3
Rule 46: 21a1, Class:  0, CF:0.490286, Len:  4, Fitness_tra: 0
Rule 47: 3002, Class:  0, CF:0.157682, Len:  2, Fitness_tra: 0
Rule 48: 193e, Class:  1, CF:0.444154, Len:  4, Fitness_tra: 2
Rule 49: 655c, Class:  0, CF:0.405564, Len:  4, Fitness_tra: 2
Rule 50: 22c1, Class:  0, CF:0.292595, Len:  4, Fitness_tra: 2
Rule 51: 4230, Class:  0, CF:0.32968, Len:  3, Fitness_tra: -3
Rule 52: e333, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 53: 9935, Class:  0, CF:0.894358, Len:  4, Fitness_tra: 1
Rule 54: 3141, Class:  1, CF:0.25209, Len:  4, Fitness_tra: -2
Rule 55: 11e8, Class:  0, CF:0.838166, Len:  4, Fitness_tra: 1
Rule 56: 13e5, Class:  0, CF:0.995722, Len:  4, Fitness_tra: 1
Rule 57: 0002, Class:  0, CF:0.0461429, Len:  1, Fitness_tra: 0
Rule 58: 1234, Class:  1, CF:0.193315, Len:  4, Fitness_tra: 1
Rule 59: 5563, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 60: 411c, Class:  1, CF:0.178333, Len:  4, Fitness_tra: 0
Rule 61: 0324, Class:  0, CF:0.398891, Len:  3, Fitness_tra: 0
Rule 62: 1212, Class:  1, CF:0.173945, Len:  4, Fitness_tra: 0
Rule 63: 1611, Class:  1, CF:0.449385, Len:  4, Fitness_tra: 0
Rule 64: 0243, Class:  0, CF:0.10828, Len:  3, Fitness_tra: 1
Rule 65: c000, Class:  0, CF:0.0138408, Len:  1, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0004, Class:  1, CF:0.0384532, Len:  1, Fitness_tra: 0
Rule 68: 0200, Class:  1, CF:0.0134921, Len:  1, Fitness_tra: 0
Rule 69: 2133, Class:  0, CF:0.341255, Len:  4, Fitness_tra: 0
Rule 70: 0504, Class:  0, CF:0.0318614, Len:  2, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3500, Class:  1, CF:0.0243921, Len:  2, Fitness_tra: 0
Rule 73: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 0
Rule 74: 3212, Class:  1, CF:0.219656, Len:  4, Fitness_tra: 0
Rule 75: 2124, Class:  1, CF:0.0143917, Len:  4, Fitness_tra: 0
Rule 76: 5050, Class:  1, CF:0.134878, Len:  2, Fitness_tra: 0
Rule 77: 0500, Class:  0, CF:0.00712432, Len:  1, Fitness_tra: 0
Rule 78: 9334, Class:  0, CF:0.472821, Len:  4, Fitness_tra: 0
Rule 79: 221d, Class:  0, CF:0.0503492, Len:  4, Fitness_tra: 0
Rule 80: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 8825, Class:  1, CF:0.223144, Len:  4, Fitness_tra: 0
Rule 82: 5000, Class:  0, CF:0.162703, Len:  1, Fitness_tra: -39
Rule 83: 5055, Class:  1, CF:0.203148, Len:  3, Fitness_tra: 0
Rule 84: 0600, Class:  0, CF:0.101281, Len:  1, Fitness_tra: -9
Rule 85: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0040, Class:  1, CF:0.0610379, Len:  0, Fitness_tra: 0
Rule 87: 6605, Class:  0, CF:0.98084, Len:  3, Fitness_tra: 8
Rule 88: 0340, Class:  0, CF:0.0543217, Len:  2, Fitness_tra: 0
Rule 89: 1151, Class:  0, CF:0.359396, Len:  4, Fitness_tra: 1
Rule 90: 5506, Class:  0, CF:0.987012, Len:  3, Fitness_tra: 11
Rule 91: 1912, Class:  1, CF:0.118546, Len:  4, Fitness_tra: 0
Rule 92: 1311, Class:  1, CF:0.461568, Len:  0, Fitness_tra: 0
Rule 93: 5b0a, Class:  0, CF:0.416488, Len:  3, Fitness_tra: 3
Rule 94: 3e01, Class:  0, CF:0.163846, Len:  3, Fitness_tra: 0
Rule 95: 1c01, Class:  1, CF:0.181471, Len:  3, Fitness_tra: 7
Rule 96: 93a4, Class:  0, CF:0.470525, Len:  4, Fitness_tra: 0
Rule 97: 4ee4, Class:  1, CF:0.513814, Len:  4, Fitness_tra: 6
Rule 98: bd25, Class:  0, CF:0.191322, Len:  4, Fitness_tra: 0
Rule 99: c2e5, Class:  0, CF:0.624346, Len:  4, Fitness_tra: 4
Rule100: c030, Class:  0, CF:0.363984, Len:  2, Fitness_tra: 12
------Current------
Miss_rate(tra)	:38.7283
------Result------
Miss_rate(tra)	:38.7283
Miss_rate(tst)	:22.5806
ARL				:3.15464

------Generation 2000------
Rule  1: b000, Class:  1, CF:0.188945, Len:  1, Fitness_tra: 53
Rule  2: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 28
Rule  3: 1171, Class:  1, CF:0.449564, Len:  4, Fitness_tra: 30
Rule  4: 032d, Class:  0, CF:0.865963, Len:  3, Fitness_tra: 24
Rule  5: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 15
Rule  6: 3042, Class:  0, CF:0.311908, Len:  3, Fitness_tra: 10
Rule  7: 5907, Class:  0, CF:0.853708, Len:  3, Fitness_tra: 14
Rule  8: 6055, Class:  0, CF:0.976668, Len:  3, Fitness_tra: 10
Rule  9: c030, Class:  0, CF:0.363984, Len:  2, Fitness_tra: 15
Rule 10: 2225, Class:  1, CF:0.324117, Len:  4, Fitness_tra: 14
Rule 11: 333a, Class:  1, CF:0.847549, Len:  4, Fitness_tra: 13
Rule 12: 4424, Class:  1, CF:0.264039, Len:  4, Fitness_tra: 14
Rule 13: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 12
Rule 14: 8843, Class:  0, CF:0.87586, Len:  4, Fitness_tra: 12
Rule 15: 1d34, Class:  1, CF:0.434688, Len:  4, Fitness_tra: 11
Rule 16: 5506, Class:  0, CF:0.987012, Len:  3, Fitness_tra: 11
Rule 17: 0040, Class:  1, CF:0.0610379, Len:  1, Fitness_tra: 11
Rule 18: 0625, Class:  0, CF:0.935538, Len:  3, Fitness_tra: 10
Rule 19: 1333, Class:  1, CF:0.698341, Len:  4, Fitness_tra: 10
Rule 20: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 9
Rule 21: 11a1, Class:  1, CF:0.433363, Len:  4, Fitness_tra: 9
Rule 22: 1e31, Class:  0, CF:0.867358, Len:  4, Fitness_tra: 8
Rule 23: 0901, Class:  0, CF:0.301769, Len:  2, Fitness_tra: 1
Rule 24: 6050, Class:  0, CF:0.363894, Len:  2, Fitness_tra: 8
Rule 25: 6605, Class:  0, CF:0.98084, Len:  3, Fitness_tra: 7
Rule 26: 0325, Class:  0, CF:0.906567, Len:  3, Fitness_tra: 7
Rule 27: 1c01, Class:  1, CF:0.181471, Len:  3, Fitness_tra: 8
Rule 28: 33b1, Class:  1, CF:0.584347, Len:  4, Fitness_tra: 7
Rule 29: 7113, Class:  1, CF:0.482742, Len:  4, Fitness_tra: 7
Rule 30: 1055, Class:  0, CF:0.582007, Len:  3, Fitness_tra: 4
Rule 31: 4ee4, Class:  1, CF:0.513814, Len:  4, Fitness_tra: 6
Rule 32: 5033, Class:  0, CF:0.89651, Len:  3, Fitness_tra: 6
Rule 33: c0eb, Class:  0, CF:0.407825, Len:  3, Fitness_tra: 5
Rule 34: 49a4, Class:  0, CF:0.824979, Len:  4, Fitness_tra: 5
Rule 35: 10e0, Class:  0, CF:0.33413, Len:  2, Fitness_tra: 5
Rule 36: 2213, Class:  0, CF:0.721213, Len:  4, Fitness_tra: 3
Rule 37: c2e5, Class:  0, CF:0.624346, Len:  4, Fitness_tra: 4
Rule 38: 33be, Class:  0, CF:0.991344, Len:  4, Fitness_tra: 4
Rule 39: a956, Class:  1, CF:0.602723, Len:  4, Fitness_tra: 4
Rule 40: c050, Class:  0, CF:0.24013, Len:  2, Fitness_tra: 4
Rule 41: 11e7, Class:  0, CF:0.63311, Len:  4, Fitness_tra: 3
Rule 42: d73a, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 43: 15f1, Class:  0, CF:0.600656, Len:  4, Fitness_tra: 3
Rule 44: 3369, Class:  0, CF:0.944907, Len:  4, Fitness_tra: 3
Rule 45: 5b0a, Class:  0, CF:0.416488, Len:  3, Fitness_tra: 3
Rule 46: f936, Class:  0, CF:0.97267, Len:  4, Fitness_tra: 3
Rule 47: 2125, Class:  0, CF:0.441265, Len:  4, Fitness_tra: 0
Rule 48: 0554, Class:  1, CF:0.243637, Len:  3, Fitness_tra: 2
Rule 49: 1111, Class:  1, CF:0.402877, Len:  4, Fitness_tra: 2
Rule 50: 193e, Class:  1, CF:0.444154, Len:  4, Fitness_tra: 2
Rule 51: 14ae, Class:  0, CF:0.494987, Len:  4, Fitness_tra: 2
Rule 52: 655c, Class:  0, CF:0.405564, Len:  4, Fitness_tra: 0
Rule 53: 22c1, Class:  0, CF:0.292595, Len:  4, Fitness_tra: 1
Rule 54: 1311, Class:  1, CF:0.461568, Len:  4, Fitness_tra: 2
Rule 55: 1151, Class:  0, CF:0.359396, Len:  4, Fitness_tra: 2
Rule 56: 3212, Class:  1, CF:0.219656, Len:  4, Fitness_tra: 2
Rule 57: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 2
Rule 58: e333, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 59: 43e5, Class:  0, CF:0.990809, Len:  4, Fitness_tra: 1
Rule 60: 9935, Class:  0, CF:0.894358, Len:  4, Fitness_tra: 1
Rule 61: 1234, Class:  1, CF:0.193315, Len:  4, Fitness_tra: 1
Rule 62: 5199, Class:  0, CF:0.668778, Len:  4, Fitness_tra: 1
Rule 63: 5563, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 64: 11e8, Class:  0, CF:0.838166, Len:  4, Fitness_tra: 1
Rule 65: 55d1, Class:  0, CF:0.495143, Len:  4, Fitness_tra: 0
Rule 66: 0025, Class:  0, CF:0.128208, Len:  2, Fitness_tra: 0
Rule 67: 0004, Class:  1, CF:0.0384532, Len:  1, Fitness_tra: 0
Rule 68: 0200, Class:  1, CF:0.0134921, Len:  1, Fitness_tra: 0
Rule 69: 2133, Class:  0, CF:0.341255, Len:  4, Fitness_tra: 0
Rule 70: 0504, Class:  0, CF:0.0318614, Len:  2, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3500, Class:  1, CF:0.0243921, Len:  2, Fitness_tra: 0
Rule 73: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 0
Rule 74: 13e5, Class:  0, CF:0.995722, Len:  4, Fitness_tra: 0
Rule 75: 2124, Class:  1, CF:0.0143917, Len:  4, Fitness_tra: 0
Rule 76: 5050, Class:  1, CF:0.134878, Len:  2, Fitness_tra: 0
Rule 77: 0500, Class:  0, CF:0.00712432, Len:  1, Fitness_tra: 0
Rule 78: 9334, Class:  0, CF:0.472821, Len:  4, Fitness_tra: 0
Rule 79: 221d, Class:  0, CF:0.0503492, Len:  4, Fitness_tra: 0
Rule 80: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4000, Class:  1, CF:0.0521699, Len:  1, Fitness_tra: 0
Rule 82: 6000, Class:  1, CF:0.00280954, Len:  1, Fitness_tra: 0
Rule 83: 4321, Class:  1, CF:0.116495, Len:  4, Fitness_tra: 1
Rule 84: 5050, Class:  1, CF:0.134878, Len:  0, Fitness_tra: 0
Rule 85: 5000, Class:  0, CF:0.162703, Len:  1, Fitness_tra: -34
Rule 86: 1221, Class:  1, CF:0.150139, Len:  4, Fitness_tra: 0
Rule 87: 9c11, Class:  0, CF:0.734121, Len:  4, Fitness_tra: 5
Rule 88: 5111, Class:  0, CF:0.425232, Len:  4, Fitness_tra: -1
Rule 89: 1111, Class:  1, CF:0.402877, Len:  0, Fitness_tra: 0
Rule 90: 31d9, Class:  0, CF:0.9977, Len:  4, Fitness_tra: 4
Rule 91: 0009, Class:  0, CF:0.176865, Len:  1, Fitness_tra: -12
Rule 92: 4110, Class:  1, CF:0.105931, Len:  3, Fitness_tra: 0
Rule 93: 695c, Class:  0, CF:0.508626, Len:  4, Fitness_tra: 2
Rule 94: 2be1, Class:  1, CF:0.138768, Len:  4, Fitness_tra: 0
Rule 95: e4ae, Class:  0, CF:0.80089, Len:  4, Fitness_tra: 1
Rule 96: 1ec1, Class:  0, CF:0.785344, Len:  4, Fitness_tra: 9
Rule 97: 6b55, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 98: 11c5, Class:  0, CF:0.558506, Len:  4, Fitness_tra: 4
Rule 99: e300, Class:  0, CF:0.310157, Len:  2, Fitness_tra: -2
Rule100: e00b, Class:  0, CF:0.345751, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.1869
------Result------
Miss_rate(tra)	:37.1869
Miss_rate(tst)	:22.5806
ARL				:3.22449

------Generation 3000------
Rule  1: b000, Class:  1, CF:0.188945, Len:  1, Fitness_tra: 52
Rule  2: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 36
Rule  3: 1171, Class:  1, CF:0.449564, Len:  4, Fitness_tra: 24
Rule  4: 032d, Class:  0, CF:0.865963, Len:  3, Fitness_tra: 23
Rule  5: 2225, Class:  1, CF:0.324117, Len:  4, Fitness_tra: 12
Rule  6: 4424, Class:  1, CF:0.264039, Len:  4, Fitness_tra: 14
Rule  7: 5907, Class:  0, CF:0.853708, Len:  3, Fitness_tra: 14
Rule  8: 333a, Class:  1, CF:0.847549, Len:  4, Fitness_tra: 13
Rule  9: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 15
Rule 10: c030, Class:  0, CF:0.363984, Len:  2, Fitness_tra: 14
Rule 11: 8843, Class:  0, CF:0.87586, Len:  4, Fitness_tra: 12
Rule 12: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 12
Rule 13: 5506, Class:  0, CF:0.987012, Len:  3, Fitness_tra: 11
Rule 14: 1d34, Class:  1, CF:0.434688, Len:  4, Fitness_tra: 11
Rule 15: 0040, Class:  1, CF:0.0610379, Len:  1, Fitness_tra: 6
Rule 16: 1333, Class:  1, CF:0.698341, Len:  4, Fitness_tra: 8
Rule 17: 6055, Class:  0, CF:0.976668, Len:  3, Fitness_tra: 10
Rule 18: 0625, Class:  0, CF:0.935538, Len:  3, Fitness_tra: 9
Rule 19: 1ec1, Class:  0, CF:0.785344, Len:  4, Fitness_tra: 8
Rule 20: 11a1, Class:  1, CF:0.433363, Len:  4, Fitness_tra: 5
Rule 21: 6050, Class:  0, CF:0.363894, Len:  2, Fitness_tra: 9
