------Generation 0------
Rule  1: 0b000b0, Class:  1, CF:0.829472, Len:  2, Fitness_tra: 9
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3e15111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5192711, Class:  0, CF:0.761143, Len:  7, Fitness_tra: 0
Rule 53: 12bc48b, Class:  0, CF:0.626143, Len:  7, Fitness_tra: 0
Rule 54: 1221727, Class:  0, CF:0.461154, Len:  7, Fitness_tra: 0
Rule 55: c221b81, Class:  0, CF:0.571637, Len:  7, Fitness_tra: 0
Rule 56: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 212228b, Class:  0, CF:0.418553, Len:  7, Fitness_tra: 0
Rule 63: 221b211, Class:  0, CF:0.330153, Len:  7, Fitness_tra: 0
Rule 64: 4147224, Class:  0, CF:0.654754, Len:  7, Fitness_tra: 0
Rule 65: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1511252, Class:  0, CF:0.741308, Len:  7, Fitness_tra: 0
Rule 68: 421b411, Class:  0, CF:0.304161, Len:  7, Fitness_tra: 0
Rule 69: 0060000, Class:  1, CF:0.712761, Len:  1, Fitness_tra: 0
Rule 70: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2122714, Class:  0, CF:0.650725, Len:  7, Fitness_tra: 0
Rule 72: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2112112, Class:  0, CF:0.240337, Len:  7, Fitness_tra: 0
Rule 74: 8352761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4218424, Class:  0, CF:0.995194, Len:  7, Fitness_tra: 0
Rule 77: 3115111, Class:  0, CF:0.5119, Len:  7, Fitness_tra: 0
Rule 78: 1127b11, Class:  1, CF:0.0403683, Len:  7, Fitness_tra: 0
Rule 79: 422c411, Class:  0, CF:0.889942, Len:  7, Fitness_tra: 0
Rule 80: 00000d0, Class:  0, CF:0.19553, Len:  1, Fitness_tra: -1
Rule 81: 00a0000, Class:  1, CF:0.770562, Len:  0, Fitness_tra: 0
Rule 82: c800080, Class:  0, CF:0.447956, Len:  3, Fitness_tra: -2
Rule 83: 1514431, Class:  0, CF:0.628348, Len:  7, Fitness_tra: 0
Rule 84: 1144712, Class:  0, CF:0.395326, Len:  7, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 80c0000, Class:  0, CF:0.863678, Len:  2, Fitness_tra: 5
Rule 87: 4122b1b, Class:  0, CF:0.262145, Len:  7, Fitness_tra: 0
Rule 88: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1111787, Class:  1, CF:0.0715531, Len:  7, Fitness_tra: 0
Rule 90: b5111c7, Class:  1, CF:0.317447, Len:  7, Fitness_tra: 0
Rule 91: 2112002, Class:  0, CF:0.514258, Len:  5, Fitness_tra: 0
Rule 92: 000000c, Class:  0, CF:0.608172, Len:  1, Fitness_tra: 28
Rule 93: 0540003, Class:  0, CF:0.240484, Len:  3, Fitness_tra: 0
Rule 94: 21712a2, Class:  0, CF:0.541776, Len:  7, Fitness_tra: 0
Rule 95: 32bc120, Class:  0, CF:0.256591, Len:  6, Fitness_tra: 0
Rule 96: 709000d, Class:  1, CF:0.862743, Len:  3, Fitness_tra: 1
Rule 97: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0001022, Class:  0, CF:0.339676, Len:  3, Fitness_tra: 0
Rule 99: 0600d07, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4060011, Class:  1, CF:0.689628, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.2632
------Result------
Miss_rate(tra)	:30.2632
Miss_rate(tst)	:9.09091
ARL				:3.65882

------Generation 900------
Rule  1: 0060000, Class:  1, CF:0.712761, Len:  1, Fitness_tra: 30
Rule  2: c800020, Class:  0, CF:0.560603, Len:  3, Fitness_tra: 0
Rule  3: 0020000, Class:  0, CF:0.29818, Len:  1, Fitness_tra: 2
Rule  4: 0b000b0, Class:  1, CF:0.829472, Len:  2, Fitness_tra: 9
Rule  5: 0008000, Class:  0, CF:0.687914, Len:  1, Fitness_tra: 5
Rule  6: 000c000, Class:  0, CF:0.465256, Len:  1, Fitness_tra: 4
Rule  7: 0090000, Class:  1, CF:0.372592, Len:  1, Fitness_tra: 1
Rule  8: 00a0000, Class:  1, CF:0.770562, Len:  1, Fitness_tra: 2
Rule  9: 0005000, Class:  0, CF:0.8942, Len:  1, Fitness_tra: 1
Rule 10: 3e00120, Class:  0, CF:0.751067, Len:  4, Fitness_tra: 1
Rule 11: 158119d, Class:  0, CF:0.816707, Len:  7, Fitness_tra: 0
Rule 12: 1c12222, Class:  0, CF:0.608671, Len:  7, Fitness_tra: 0
Rule 13: 5158c3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1514452, Class:  0, CF:0.842367, Len:  7, Fitness_tra: 0
Rule 17: 7811222, Class:  0, CF:0.297661, Len:  7, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8127484, Class:  0, CF:0.884899, Len:  7, Fitness_tra: 0
Rule 22: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1135515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d314135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 111113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1357415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4512411, Class:  0, CF:0.750676, Len:  7, Fitness_tra: 0
Rule 33: 2127151, Class:  0, CF:0.471258, Len:  7, Fitness_tra: 0
Rule 34: 7222181, Class:  0, CF:0.33109, Len:  7, Fitness_tra: 0
Rule 35: 1211281, Class:  0, CF:0.158314, Len:  7, Fitness_tra: 0
Rule 36: 2112411, Class:  0, CF:0.371232, Len:  7, Fitness_tra: 0
Rule 37: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11d443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131431, Class:  1, CF:0.68432, Len:  7, Fitness_tra: 0
Rule 40: 1152111, Class:  0, CF:0.818575, Len:  7, Fitness_tra: 0
Rule 41: d117232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d391511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0600000, Class:  1, CF:0.614341, Len:  1, Fitness_tra: 0
Rule 44: 0e00850, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 45: 11b2212, Class:  0, CF:0.526608, Len:  7, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5157112, Class:  0, CF:0.249863, Len:  7, Fitness_tra: 0
Rule 48: 5111115, Class:  0, CF:0.685137, Len:  7, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3e15111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5192711, Class:  0, CF:0.761143, Len:  7, Fitness_tra: 0
Rule 53: 12bc48b, Class:  0, CF:0.626143, Len:  7, Fitness_tra: 0
Rule 54: 1221727, Class:  0, CF:0.461154, Len:  7, Fitness_tra: 0
Rule 55: c221b81, Class:  0, CF:0.571637, Len:  7, Fitness_tra: 0
Rule 56: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 212228b, Class:  0, CF:0.418553, Len:  7, Fitness_tra: 0
Rule 63: 221b211, Class:  0, CF:0.330153, Len:  7, Fitness_tra: 0
Rule 64: 4147224, Class:  0, CF:0.654754, Len:  7, Fitness_tra: 0
Rule 65: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1511252, Class:  0, CF:0.741308, Len:  7, Fitness_tra: 0
Rule 68: 421b411, Class:  0, CF:0.304161, Len:  7, Fitness_tra: 0
Rule 69: 0060000, Class:  1, CF:0.712761, Len:  1, Fitness_tra: 0
Rule 70: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2122714, Class:  0, CF:0.650725, Len:  7, Fitness_tra: 0
Rule 72: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2112112, Class:  0, CF:0.240337, Len:  7, Fitness_tra: 0
Rule 74: 8352761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4218424, Class:  0, CF:0.995194, Len:  7, Fitness_tra: 0
Rule 77: 3115111, Class:  0, CF:0.5119, Len:  7, Fitness_tra: 0
Rule 78: 1127b11, Class:  1, CF:0.0403683, Len:  7, Fitness_tra: 0
Rule 79: 422c411, Class:  0, CF:0.889942, Len:  7, Fitness_tra: 0
Rule 80: 00000d0, Class:  0, CF:0.19553, Len:  1, Fitness_tra: -1
Rule 81: 00a0000, Class:  1, CF:0.770562, Len:  0, Fitness_tra: 0
Rule 82: c800080, Class:  0, CF:0.447956, Len:  3, Fitness_tra: -2
Rule 83: 1514431, Class:  0, CF:0.628348, Len:  7, Fitness_tra: 0
Rule 84: 1144712, Class:  0, CF:0.395326, Len:  7, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 80c0000, Class:  0, CF:0.863678, Len:  2, Fitness_tra: 5
Rule 87: 4122b1b, Class:  0, CF:0.262145, Len:  7, Fitness_tra: 0
Rule 88: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1111787, Class:  1, CF:0.0715531, Len:  7, Fitness_tra: 0
Rule 90: b5111c7, Class:  1, CF:0.317447, Len:  7, Fitness_tra: 0
Rule 91: 2112002, Class:  0, CF:0.514258, Len:  5, Fitness_tra: 0
Rule 92: 000000c, Class:  0, CF:0.608172, Len:  1, Fitness_tra: 28
Rule 93: 0540003, Class:  0, CF:0.240484, Len:  3, Fitness_tra: 0
Rule 94: 21712a2, Class:  0, CF:0.541776, Len:  7, Fitness_tra: 0
Rule 95: 32bc120, Class:  0, CF:0.256591, Len:  6, Fitness_tra: 0
Rule 96: 709000d, Class:  1, CF:0.862743, Len:  3, Fitness_tra: 1
Rule 97: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0001022, Class:  0, CF:0.339676, Len:  3, Fitness_tra: 0
Rule 99: 0600d07, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4060011, Class:  1, CF:0.689628, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.2632
------Result------
Miss_rate(tra)	:30.2632
Miss_rate(tst)	:9.09091
ARL				:3.65882

------Generation 1000------
Rule  1: 0060000, Class:  1, CF:0.712761, Len:  1, Fitness_tra: 32
Rule  2: 000000c, Class:  0, CF:0.608172, Len:  1, Fitness_tra: 27
Rule  3: 0b000b0, Class:  1, CF:0.829472, Len:  2, Fitness_tra: 9
Rule  4: 80c0000, Class:  0, CF:0.863678, Len:  2, Fitness_tra: 3
Rule  5: 0008000, Class:  0, CF:0.687914, Len:  1, Fitness_tra: 3
Rule  6: 000c000, Class:  0, CF:0.465256, Len:  1, Fitness_tra: 5
Rule  7: 0020000, Class:  0, CF:0.29818, Len:  1, Fitness_tra: 0
Rule  8: 00a0000, Class:  1, CF:0.770562, Len:  1, Fitness_tra: 2
Rule  9: 709000d, Class:  1, CF:0.862743, Len:  3, Fitness_tra: 0
Rule 10: 3e00120, Class:  0, CF:0.751067, Len:  4, Fitness_tra: 1
Rule 11: 0090000, Class:  1, CF:0.372592, Len:  1, Fitness_tra: 1
Rule 12: 0005000, Class:  0, CF:0.8942, Len:  1, Fitness_tra: 1
Rule 13: c800020, Class:  0, CF:0.560603, Len:  3, Fitness_tra: -3
Rule 14: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1514452, Class:  0, CF:0.842367, Len:  7, Fitness_tra: 0
Rule 17: 7811222, Class:  0, CF:0.297661, Len:  7, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8127484, Class:  0, CF:0.884899, Len:  7, Fitness_tra: 0
Rule 22: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1135515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d314135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 111113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1357415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4512411, Class:  0, CF:0.750676, Len:  7, Fitness_tra: 0
Rule 33: 2127151, Class:  0, CF:0.471258, Len:  7, Fitness_tra: 0
Rule 34: 7222181, Class:  0, CF:0.33109, Len:  7, Fitness_tra: 0
Rule 35: 1211281, Class:  0, CF:0.158314, Len:  7, Fitness_tra: 0
Rule 36: 2112411, Class:  0, CF:0.371232, Len:  7, Fitness_tra: 0
Rule 37: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11d443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131431, Class:  1, CF:0.68432, Len:  7, Fitness_tra: 0
Rule 40: 1152111, Class:  0, CF:0.818575, Len:  7, Fitness_tra: 0
Rule 41: d117232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d391511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0600000, Class:  1, CF:0.614341, Len:  1, Fitness_tra: 0
Rule 44: 0e00850, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 45: 11b2212, Class:  0, CF:0.526608, Len:  7, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5157112, Class:  0, CF:0.249863, Len:  7, Fitness_tra: 0
Rule 48: 5111115, Class:  0, CF:0.685137, Len:  7, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3e15111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5192711, Class:  0, CF:0.761143, Len:  7, Fitness_tra: 0
Rule 53: 12bc48b, Class:  0, CF:0.626143, Len:  7, Fitness_tra: 0
Rule 54: 1221727, Class:  0, CF:0.461154, Len:  7, Fitness_tra: 0
Rule 55: c221b81, Class:  0, CF:0.571637, Len:  7, Fitness_tra: 0
Rule 56: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 212228b, Class:  0, CF:0.418553, Len:  7, Fitness_tra: 0
Rule 63: 221b211, Class:  0, CF:0.330153, Len:  7, Fitness_tra: 0
Rule 64: 4147224, Class:  0, CF:0.654754, Len:  7, Fitness_tra: 0
Rule 65: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1511252, Class:  0, CF:0.741308, Len:  7, Fitness_tra: 0
Rule 68: 421b411, Class:  0, CF:0.304161, Len:  7, Fitness_tra: 0
Rule 69: 0060000, Class:  1, CF:0.712761, Len:  1, Fitness_tra: 0
Rule 70: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2122714, Class:  0, CF:0.650725, Len:  7, Fitness_tra: 0
Rule 72: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2112112, Class:  0, CF:0.240337, Len:  7, Fitness_tra: 0
Rule 74: 8352761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4218424, Class:  0, CF:0.995194, Len:  7, Fitness_tra: 0
Rule 77: 3115111, Class:  0, CF:0.5119, Len:  7, Fitness_tra: 0
Rule 78: 1127b11, Class:  1, CF:0.0403683, Len:  7, Fitness_tra: 0
Rule 79: 422c411, Class:  0, CF:0.889942, Len:  7, Fitness_tra: 0
Rule 80: 4060011, Class:  1, CF:0.689628, Len:  4, Fitness_tra: 0
Rule 81: 2821411, Class:  0, CF:0.449571, Len:  7, Fitness_tra: 0
Rule 82: 4142417, Class:  0, CF:0.651146, Len:  7, Fitness_tra: 0
Rule 83: 0e00850, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 84: 4c71114, Class:  0, CF:0.084777, Len:  7, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1442424, Class:  0, CF:0.681694, Len:  7, Fitness_tra: 0
Rule 87: 284bb82, Class:  0, CF:0.45564, Len:  7, Fitness_tra: 0
Rule 88: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1114451, Class:  0, CF:0.569715, Len:  7, Fitness_tra: 0
Rule 90: 1822211, Class:  0, CF:0.684247, Len:  7, Fitness_tra: 0
Rule 91: 0000e00, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 92: 1125505, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 93: 1312415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3e42125, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: d091507, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 00000e1, Class:  0, CF:0.980088, Len:  2, Fitness_tra: 3
Rule 97: d614131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000d57, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 99: 0d0c21a, Class:  1, CF:0.496892, Len:  5, Fitness_tra: 0
Rule100: 000000d, Class:  0, CF:0.617383, Len:  1, Fitness_tra: 3
------Current------
Miss_rate(tra)	:29.6053
------Result------
Miss_rate(tra)	:29.6053
Miss_rate(tst)	:0
ARL				:3.63953

------Generation 2000------
Rule  1: 0060000, Class:  1, CF:0.712761, Len:  1, Fitness_tra: 32
Rule  2: 000000c, Class:  0, CF:0.608172, Len:  1, Fitness_tra: 27
Rule  3: 0b000b0, Class:  1, CF:0.829472, Len:  2, Fitness_tra: 9
Rule  4: 80c0000, Class:  0, CF:0.863678, Len:  2, Fitness_tra: 3
Rule  5: 0008000, Class:  0, CF:0.687914, Len:  1, Fitness_tra: 3
Rule  6: 000c000, Class:  0, CF:0.465256, Len:  1, Fitness_tra: 5
Rule  7: 0020000, Class:  0, CF:0.29818, Len:  1, Fitness_tra: 0
Rule  8: 00a0000, Class:  1, CF:0.770562, Len:  1, Fitness_tra: 2
Rule  9: 709000d, Class:  1, CF:0.862743, Len:  3, Fitness_tra: 0
Rule 10: 3e00120, Class:  0, CF:0.751067, Len:  4, Fitness_tra: 1
Rule 11: 0090000, Class:  1, CF:0.372592, Len:  1, Fitness_tra: 1
Rule 12: 0005000, Class:  0, CF:0.8942, Len:  1, Fitness_tra: 1
Rule 13: c800020, Class:  0, CF:0.560603, Len:  3, Fitness_tra: -3
Rule 14: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1514452, Class:  0, CF:0.842367, Len:  7, Fitness_tra: 0
Rule 17: 7811222, Class:  0, CF:0.297661, Len:  7, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8127484, Class:  0, CF:0.884899, Len:  7, Fitness_tra: 0
Rule 22: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1135515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d314135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 111113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1357415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4512411, Class:  0, CF:0.750676, Len:  7, Fitness_tra: 0
Rule 33: 2127151, Class:  0, CF:0.471258, Len:  7, Fitness_tra: 0
Rule 34: 7222181, Class:  0, CF:0.33109, Len:  7, Fitness_tra: 0
Rule 35: 1211281, Class:  0, CF:0.158314, Len:  7, Fitness_tra: 0
Rule 36: 2112411, Class:  0, CF:0.371232, Len:  7, Fitness_tra: 0
Rule 37: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11d443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131431, Class:  1, CF:0.68432, Len:  7, Fitness_tra: 0
Rule 40: 1152111, Class:  0, CF:0.818575, Len:  7, Fitness_tra: 0
Rule 41: d117232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d391511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0600000, Class:  1, CF:0.614341, Len:  1, Fitness_tra: 0
Rule 44: 0e00850, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 45: 11b2212, Class:  0, CF:0.526608, Len:  7, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5157112, Class:  0, CF:0.249863, Len:  7, Fitness_tra: 0
Rule 48: 5111115, Class:  0, CF:0.685137, Len:  7, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3e15111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5192711, Class:  0, CF:0.761143, Len:  7, Fitness_tra: 0
Rule 53: 12bc48b, Class:  0, CF:0.626143, Len:  7, Fitness_tra: 0
Rule 54: 1221727, Class:  0, CF:0.461154, Len:  7, Fitness_tra: 0
Rule 55: c221b81, Class:  0, CF:0.571637, Len:  7, Fitness_tra: 0
Rule 56: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 212228b, Class:  0, CF:0.418553, Len:  7, Fitness_tra: 0
Rule 63: 221b211, Class:  0, CF:0.330153, Len:  7, Fitness_tra: 0
Rule 64: 4147224, Class:  0, CF:0.654754, Len:  7, Fitness_tra: 0
Rule 65: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1511252, Class:  0, CF:0.741308, Len:  7, Fitness_tra: 0
Rule 68: 421b411, Class:  0, CF:0.304161, Len:  7, Fitness_tra: 0
Rule 69: 0060000, Class:  1, CF:0.712761, Len:  1, Fitness_tra: 0
Rule 70: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2122714, Class:  0, CF:0.650725, Len:  7, Fitness_tra: 0
Rule 72: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2112112, Class:  0, CF:0.240337, Len:  7, Fitness_tra: 0
Rule 74: 8352761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4218424, Class:  0, CF:0.995194, Len:  7, Fitness_tra: 0
Rule 77: 3115111, Class:  0, CF:0.5119, Len:  7, Fitness_tra: 0
Rule 78: 1127b11, Class:  1, CF:0.0403683, Len:  7, Fitness_tra: 0
Rule 79: 422c411, Class:  0, CF:0.889942, Len:  7, Fitness_tra: 0
