------Generation 0------
Rule  1: 838bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 19114, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 13177, Class:  0, CF:0.93763, Len:  5, Fitness_tra: 0
Rule 83: 15524, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 13c14, Class:  2, CF:0.758698, Len:  5, Fitness_tra: 0
Rule 85: 53242, Class:  0, CF:0.98784, Len:  5, Fitness_tra: 0
Rule 86: 25d47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 87: 51372, Class:  0, CF:0.989169, Len:  5, Fitness_tra: 0
Rule 88: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 89: 92114, Class:  0, CF:0.616357, Len:  5, Fitness_tra: 0
Rule 90: 59141, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: 11141, Class:  0, CF:0.588764, Len:  5, Fitness_tra: 0
Rule 92: 91911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d8116, Class:  2, CF:0.129056, Len:  5, Fitness_tra: 0
Rule 94: 15178, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c0100, Class:  2, CF:0.0757648, Len:  2, Fitness_tra: 0
Rule 96: 5517e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d713a, Class:  2, CF:0.693395, Len:  5, Fitness_tra: 35
Rule 98: 14142, Class:  0, CF:0.855476, Len:  0, Fitness_tra: 0
Rule 99: 5d24b, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule100: 13d14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.6667
------Result------
Miss_rate(tra)	:26.6667
Miss_rate(tst)	:9.09091
ARL				:4.69663

------Generation 800------
Rule  1: 0d000, Class:  1, CF:0.964036, Len:  1, Fitness_tra: 82
Rule  2: 17133, Class:  2, CF:0.472037, Len:  5, Fitness_tra: 45
Rule  3: d7133, Class:  2, CF:0.56589, Len:  5, Fitness_tra: 12
Rule  4: 04a06, Class:  2, CF:0.502216, Len:  3, Fitness_tra: 25
Rule  5: 86111, Class:  0, CF:0.716188, Len:  5, Fitness_tra: 21
Rule  6: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  7: 34000, Class:  1, CF:0.828033, Len:  2, Fitness_tra: 18
Rule  8: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 18
Rule  9: d1112, Class:  0, CF:0.859707, Len:  5, Fitness_tra: 17
Rule 10: d1114, Class:  0, CF:0.795924, Len:  5, Fitness_tra: 14
Rule 11: 08211, Class:  1, CF:0.843236, Len:  4, Fitness_tra: 11
Rule 12: 0b411, Class:  2, CF:0.472879, Len:  4, Fitness_tra: 10
Rule 13: 511b1, Class:  0, CF:0.90186, Len:  5, Fitness_tra: 9
Rule 14: 53171, Class:  0, CF:0.966484, Len:  5, Fitness_tra: 6
Rule 15: 81317, Class:  0, CF:0.558366, Len:  5, Fitness_tra: 5
Rule 16: 811bb, Class:  0, CF:0.880835, Len:  5, Fitness_tra: 5
Rule 17: e0000, Class:  0, CF:0.441578, Len:  1, Fitness_tra: 6
Rule 18: 861b2, Class:  0, CF:0.994334, Len:  5, Fitness_tra: 4
Rule 19: 213b7, Class:  0, CF:0.942586, Len:  5, Fitness_tra: 3
Rule 20: 83144, Class:  0, CF:0.980677, Len:  5, Fitness_tra: 3
Rule 21: 51101, Class:  0, CF:0.446814, Len:  4, Fitness_tra: 3
Rule 22: d1117, Class:  0, CF:0.696299, Len:  5, Fitness_tra: 3
Rule 23: 04306, Class:  2, CF:0.239513, Len:  3, Fitness_tra: 3
Rule 24: 21317, Class:  0, CF:0.619858, Len:  5, Fitness_tra: 2
Rule 25: 41144, Class:  0, CF:0.941454, Len:  5, Fitness_tra: 2
Rule 26: 8114b, Class:  0, CF:0.917753, Len:  5, Fitness_tra: 2
Rule 27: 53143, Class:  0, CF:0.961782, Len:  5, Fitness_tra: 2
Rule 28: 911b7, Class:  0, CF:0.990353, Len:  5, Fitness_tra: 1
Rule 29: 15211, Class:  1, CF:0.99676, Len:  5, Fitness_tra: 1
Rule 30: 18211, Class:  1, CF:0.903677, Len:  5, Fitness_tra: 1
Rule 31: 8314b, Class:  0, CF:0.957114, Len:  5, Fitness_tra: 1
Rule 32: 43147, Class:  0, CF:0.952474, Len:  5, Fitness_tra: 1
Rule 33: 21327, Class:  0, CF:0.964371, Len:  5, Fitness_tra: 1
Rule 34: 800b1, Class:  0, CF:0.558418, Len:  3, Fitness_tra: 1
Rule 35: d1144, Class:  0, CF:0.980877, Len:  5, Fitness_tra: 1
Rule 36: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 1
Rule 37: c11b4, Class:  0, CF:0.795638, Len:  5, Fitness_tra: 1
Rule 38: 911b1, Class:  0, CF:0.966245, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 19114, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 13177, Class:  0, CF:0.93763, Len:  5, Fitness_tra: 0
Rule 83: 15524, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 13c14, Class:  2, CF:0.758698, Len:  5, Fitness_tra: 0
Rule 85: 53242, Class:  0, CF:0.98784, Len:  5, Fitness_tra: 0
Rule 86: 25d47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 87: 51372, Class:  0, CF:0.989169, Len:  5, Fitness_tra: 0
Rule 88: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 89: 92114, Class:  0, CF:0.616357, Len:  5, Fitness_tra: 0
Rule 90: 59141, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: 11141, Class:  0, CF:0.588764, Len:  5, Fitness_tra: 0
Rule 92: 91911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d8116, Class:  2, CF:0.129056, Len:  5, Fitness_tra: 0
Rule 94: 15178, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c0100, Class:  2, CF:0.0757648, Len:  2, Fitness_tra: 0
Rule 96: 5517e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d713a, Class:  2, CF:0.693395, Len:  5, Fitness_tra: 35
Rule 98: 14142, Class:  0, CF:0.855476, Len:  0, Fitness_tra: 0
Rule 99: 5d24b, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule100: 13d14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.6667
------Result------
Miss_rate(tra)	:26.6667
Miss_rate(tst)	:9.09091
ARL				:4.69663

------Generation 900------
Rule  1: 0d000, Class:  1, CF:0.964036, Len:  1, Fitness_tra: 82
Rule  2: 17133, Class:  2, CF:0.472037, Len:  5, Fitness_tra: 45
Rule  3: d7133, Class:  2, CF:0.56589, Len:  5, Fitness_tra: 12
Rule  4: 04a06, Class:  2, CF:0.502216, Len:  3, Fitness_tra: 25
Rule  5: 86111, Class:  0, CF:0.716188, Len:  5, Fitness_tra: 21
Rule  6: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  7: 34000, Class:  1, CF:0.828033, Len:  2, Fitness_tra: 18
Rule  8: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 18
Rule  9: d1112, Class:  0, CF:0.859707, Len:  5, Fitness_tra: 17
Rule 10: d1114, Class:  0, CF:0.795924, Len:  5, Fitness_tra: 14
Rule 11: 08211, Class:  1, CF:0.843236, Len:  4, Fitness_tra: 11
Rule 12: 0b411, Class:  2, CF:0.472879, Len:  4, Fitness_tra: 10
Rule 13: 511b1, Class:  0, CF:0.90186, Len:  5, Fitness_tra: 9
Rule 14: 53171, Class:  0, CF:0.966484, Len:  5, Fitness_tra: 6
Rule 15: 81317, Class:  0, CF:0.558366, Len:  5, Fitness_tra: 5
Rule 16: 811bb, Class:  0, CF:0.880835, Len:  5, Fitness_tra: 5
Rule 17: e0000, Class:  0, CF:0.441578, Len:  1, Fitness_tra: 6
Rule 18: 861b2, Class:  0, CF:0.994334, Len:  5, Fitness_tra: 4
Rule 19: 213b7, Class:  0, CF:0.942586, Len:  5, Fitness_tra: 3
Rule 20: 83144, Class:  0, CF:0.980677, Len:  5, Fitness_tra: 3
Rule 21: 51101, Class:  0, CF:0.446814, Len:  4, Fitness_tra: 3
Rule 22: d1117, Class:  0, CF:0.696299, Len:  5, Fitness_tra: 3
Rule 23: 04306, Class:  2, CF:0.239513, Len:  3, Fitness_tra: 3
Rule 24: 21317, Class:  0, CF:0.619858, Len:  5, Fitness_tra: 2
Rule 25: 41144, Class:  0, CF:0.941454, Len:  5, Fitness_tra: 2
Rule 26: 8114b, Class:  0, CF:0.917753, Len:  5, Fitness_tra: 2
Rule 27: 53143, Class:  0, CF:0.961782, Len:  5, Fitness_tra: 2
Rule 28: 911b7, Class:  0, CF:0.990353, Len:  5, Fitness_tra: 1
Rule 29: 15211, Class:  1, CF:0.99676, Len:  5, Fitness_tra: 1
Rule 30: 18211, Class:  1, CF:0.903677, Len:  5, Fitness_tra: 1
Rule 31: 8314b, Class:  0, CF:0.957114, Len:  5, Fitness_tra: 1
Rule 32: 43147, Class:  0, CF:0.952474, Len:  5, Fitness_tra: 1
Rule 33: 21327, Class:  0, CF:0.964371, Len:  5, Fitness_tra: 1
Rule 34: 800b1, Class:  0, CF:0.558418, Len:  3, Fitness_tra: 1
Rule 35: d1144, Class:  0, CF:0.980877, Len:  5, Fitness_tra: 1
Rule 36: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 1
Rule 37: c11b4, Class:  0, CF:0.795638, Len:  5, Fitness_tra: 1
Rule 38: 911b1, Class:  0, CF:0.966245, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 19114, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 13177, Class:  0, CF:0.93763, Len:  5, Fitness_tra: 0
Rule 83: 15524, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 13c14, Class:  2, CF:0.758698, Len:  5, Fitness_tra: 0
Rule 85: 53242, Class:  0, CF:0.98784, Len:  5, Fitness_tra: 0
Rule 86: 25d47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 87: 51372, Class:  0, CF:0.989169, Len:  5, Fitness_tra: 0
Rule 88: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 89: 92114, Class:  0, CF:0.616357, Len:  5, Fitness_tra: 0
Rule 90: 59141, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: 11141, Class:  0, CF:0.588764, Len:  5, Fitness_tra: 0
Rule 92: 91911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d8116, Class:  2, CF:0.129056, Len:  5, Fitness_tra: 0
Rule 94: 15178, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c0100, Class:  2, CF:0.0757648, Len:  2, Fitness_tra: 0
Rule 96: 5517e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d713a, Class:  2, CF:0.693395, Len:  5, Fitness_tra: 35
Rule 98: 14142, Class:  0, CF:0.855476, Len:  0, Fitness_tra: 0
Rule 99: 5d24b, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule100: 13d14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.6667
------Result------
Miss_rate(tra)	:26.6667
Miss_rate(tst)	:9.09091
ARL				:4.69663

------Generation 1000------
Rule  1: 0d000, Class:  1, CF:0.964036, Len:  1, Fitness_tra: 82
Rule  2: 17133, Class:  2, CF:0.472037, Len:  5, Fitness_tra: 45
Rule  3: d7133, Class:  2, CF:0.56589, Len:  5, Fitness_tra: 12
Rule  4: 04a06, Class:  2, CF:0.502216, Len:  3, Fitness_tra: 25
Rule  5: 86111, Class:  0, CF:0.716188, Len:  5, Fitness_tra: 21
Rule  6: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  7: 34000, Class:  1, CF:0.828033, Len:  2, Fitness_tra: 18
Rule  8: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 18
Rule  9: d1112, Class:  0, CF:0.859707, Len:  5, Fitness_tra: 17
Rule 10: d1114, Class:  0, CF:0.795924, Len:  5, Fitness_tra: 14
Rule 11: 08211, Class:  1, CF:0.843236, Len:  4, Fitness_tra: 11
Rule 12: 0b411, Class:  2, CF:0.472879, Len:  4, Fitness_tra: 10
Rule 13: 511b1, Class:  0, CF:0.90186, Len:  5, Fitness_tra: 9
Rule 14: 53171, Class:  0, CF:0.966484, Len:  5, Fitness_tra: 6
Rule 15: 81317, Class:  0, CF:0.558366, Len:  5, Fitness_tra: 5
Rule 16: 811bb, Class:  0, CF:0.880835, Len:  5, Fitness_tra: 5
Rule 17: e0000, Class:  0, CF:0.441578, Len:  1, Fitness_tra: 6
Rule 18: 861b2, Class:  0, CF:0.994334, Len:  5, Fitness_tra: 4
Rule 19: 213b7, Class:  0, CF:0.942586, Len:  5, Fitness_tra: 3
Rule 20: 83144, Class:  0, CF:0.980677, Len:  5, Fitness_tra: 3
Rule 21: 51101, Class:  0, CF:0.446814, Len:  4, Fitness_tra: 3
Rule 22: d1117, Class:  0, CF:0.696299, Len:  5, Fitness_tra: 3
Rule 23: 04306, Class:  2, CF:0.239513, Len:  3, Fitness_tra: 3
Rule 24: 21317, Class:  0, CF:0.619858, Len:  5, Fitness_tra: 2
Rule 25: 41144, Class:  0, CF:0.941454, Len:  5, Fitness_tra: 2
Rule 26: 8114b, Class:  0, CF:0.917753, Len:  5, Fitness_tra: 2
Rule 27: 53143, Class:  0, CF:0.961782, Len:  5, Fitness_tra: 2
Rule 28: 911b7, Class:  0, CF:0.990353, Len:  5, Fitness_tra: 1
Rule 29: 15211, Class:  1, CF:0.99676, Len:  5, Fitness_tra: 1
Rule 30: 18211, Class:  1, CF:0.903677, Len:  5, Fitness_tra: 1
Rule 31: 8314b, Class:  0, CF:0.957114, Len:  5, Fitness_tra: 1
Rule 32: 43147, Class:  0, CF:0.952474, Len:  5, Fitness_tra: 1
Rule 33: 21327, Class:  0, CF:0.964371, Len:  5, Fitness_tra: 1
Rule 34: 800b1, Class:  0, CF:0.558418, Len:  3, Fitness_tra: 1
Rule 35: d1144, Class:  0, CF:0.980877, Len:  5, Fitness_tra: 1
Rule 36: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 1
Rule 37: c11b4, Class:  0, CF:0.795638, Len:  5, Fitness_tra: 1
Rule 38: 911b1, Class:  0, CF:0.966245, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 19114, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 13177, Class:  0, CF:0.93763, Len:  5, Fitness_tra: 0
Rule 83: 15524, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 13c14, Class:  2, CF:0.758698, Len:  5, Fitness_tra: 0
Rule 85: 53242, Class:  0, CF:0.98784, Len:  5, Fitness_tra: 0
Rule 86: 25d47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 87: 51372, Class:  0, CF:0.989169, Len:  5, Fitness_tra: 0
Rule 88: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 89: 92114, Class:  0, CF:0.616357, Len:  5, Fitness_tra: 0
