------Generation 0------
Rule  1: a9718d1591121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00025e9050e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000300080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:55.8923
------Result------
Miss_rate(tra)	:55.8923
Miss_rate(tst)	:65.6566
ARL				:6.72368

------Generation 800------
Rule  1: 0007e00000d00, Class:  7, CF:0.92151, Len:  3, Fitness_tra: 16
Rule  2: 0900e00000000, Class:  7, CF:0.588869, Len:  2, Fitness_tra: 10
Rule  3: a025207d20010, Class: 10, CF:0.0674239, Len:  8, Fitness_tra: 10
Rule  4: a005d07020d10, Class:  4, CF:0.90164, Len:  7, Fitness_tra: 10
Rule  5: 0009820100153, Class:  3, CF:0.842427, Len:  7, Fitness_tra: 7
Rule  6: 033d620100053, Class:  1, CF:0.535378, Len:  8, Fitness_tra: 5
Rule  7: 000e300260010, Class:  3, CF:  1, Len:  5, Fitness_tra: 7
Rule  8: a397080dc3174, Class:  1, CF:0.766333, Len: 11, Fitness_tra: 7
Rule  9: 000070000e048, Class:  4, CF:0.280725, Len:  4, Fitness_tra: 9
Rule 10: a02c853d30010, Class:  8, CF:0.109058, Len:  9, Fitness_tra: 7
Rule 11: 1165c53c011c8, Class: 10, CF:0.35422, Len: 12, Fitness_tra: 7
Rule 12: f00e303570010, Class:  2, CF:0.809795, Len:  7, Fitness_tra: 7
Rule 13: a0900b0d23100, Class:  2, CF:0.406129, Len:  7, Fitness_tra: 5
Rule 14: 0161255c021ce, Class:  9, CF:0.909348, Len: 11, Fitness_tra: 4
Rule 15: 070d00000a000, Class:  6, CF:  1, Len:  3, Fitness_tra: 6
Rule 16: 0000009004d60, Class:  0, CF:0.868714, Len:  4, Fitness_tra: 5
Rule 17: 1008803d00080, Class:  3, CF:0.789437, Len:  6, Fitness_tra: 5
Rule 18: 03070e02c0d10, Class:  9, CF:0.767038, Len:  7, Fitness_tra: 5
Rule 19: 000d0050a000d, Class:  2, CF:0.893037, Len:  4, Fitness_tra: 5
Rule 20: 130b68980000d, Class:  0, CF:0.927121, Len:  8, Fitness_tra: 4
Rule 21: 0000e0040d00d, Class:  9, CF:0.499991, Len:  4, Fitness_tra: 5
Rule 22: 0400300e01811, Class:  1, CF:0.73151, Len:  7, Fitness_tra: 3
Rule 23: 0d0000000ce00, Class:  7, CF:0.952199, Len:  3, Fitness_tra: 5
Rule 24: a060100d03106, Class:  9, CF:0.993377, Len:  7, Fitness_tra: 5
Rule 25: 000de00000000, Class:  4, CF:0.770602, Len:  2, Fitness_tra: 4
Rule 26: a000e00d001a0, Class:  8, CF:0.594215, Len:  5, Fitness_tra: 4
Rule 27: 00008000c2cd9, Class:  8, CF:0.846901, Len:  6, Fitness_tra: 7
Rule 28: 050b2b900000d, Class:  2, CF:  1, Len:  6, Fitness_tra: 2
Rule 29: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 4
Rule 30: f162191981211, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 31: 2232c19153411, Class:  9, CF:0.921004, Len: 13, Fitness_tra: 5
Rule 32: 000ec400000cd, Class:  3, CF:0.437939, Len:  5, Fitness_tra: -4
Rule 33: 0009803d00100, Class:  3, CF:0.762231, Len:  5, Fitness_tra: 3
Rule 34: 000030000e004, Class:  0, CF:0.918992, Len:  3, Fitness_tra: 3
Rule 35: 0000000400e0e, Class:  6, CF:  1, Len:  3, Fitness_tra: 3
Rule 36: 0000e0000e000, Class:  7, CF:0.475365, Len:  2, Fitness_tra: 3
Rule 37: 000005000ad00, Class:  7, CF:0.793312, Len:  3, Fitness_tra: 3
Rule 38: e00030000e000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 39: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 3
Rule 40: 0000800d0a800, Class:  9, CF:  1, Len:  4, Fitness_tra: 3
Rule 41: 336d581111153, Class:  4, CF:0.890734, Len: 13, Fitness_tra: 3
Rule 42: 00075c65278d1, Class:  5, CF:  1, Len: 10, Fitness_tra: 3
Rule 43: 0000800052ed0, Class:  8, CF:0.987941, Len:  5, Fitness_tra: 2
Rule 44: 00070e0000e00, Class:  6, CF:0.950549, Len:  3, Fitness_tra: 3
Rule 45: e400a00091000, Class:  0, CF:0.707783, Len:  5, Fitness_tra: 3
Rule 46: 050000049010a, Class:  0, CF:0.878782, Len:  5, Fitness_tra: 2
Rule 47: 0d100330a0000, Class:  6, CF:  1, Len:  5, Fitness_tra: 2
Rule 48: 000a68901060d, Class:  0, CF:0.774462, Len:  7, Fitness_tra: 2
Rule 49: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 2
Rule 50: 0000ed0000000, Class:  7, CF:0.805061, Len:  2, Fitness_tra: 2
Rule 51: a090255c0310e, Class:  1, CF:0.818529, Len:  9, Fitness_tra: 2
Rule 52: 14036000900c0, Class:  0, CF:0.999991, Len:  6, Fitness_tra: 2
Rule 53: 100c206057151, Class: 10, CF:0.932194, Len:  9, Fitness_tra: 2
Rule 54: 0000500050e00, Class:  8, CF:  1, Len:  3, Fitness_tra: 2
Rule 55: a090dc0db3100, Class: 10, CF:0.141373, Len:  8, Fitness_tra: 2
Rule 56: f111d83811151, Class:  6, CF:0.757208, Len: 13, Fitness_tra: 2
Rule 57: 000000c00e092, Class:  9, CF:0.723899, Len:  4, Fitness_tra: 1
Rule 58: 000000cd2009d, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 59: 000d0000040e0, Class:  5, CF:0.784349, Len:  3, Fitness_tra: 1
Rule 60: 6a65251c151d1, Class:  5, CF:0.954823, Len: 13, Fitness_tra: 1
Rule 61: 11a29511d41c8, Class:  9, CF:0.32323, Len: 13, Fitness_tra: 0
Rule 62: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 1
Rule 63: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 1
Rule 64: 1165cd31511c8, Class: 10, CF:  1, Len: 13, Fitness_tra: 1
Rule 65: 050000009e04a, Class:  7, CF:  1, Len:  5, Fitness_tra: 1
Rule 66: 13656204001c8, Class:  2, CF:0.034562, Len: 10, Fitness_tra: -2
Rule 67: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 1
Rule 68: a0603b1033050, Class:  3, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 003b020d00050, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0002003400e0e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 03070e02c0d10, Class:  9, CF:0.767038, Len:  0, Fitness_tra: 0
Rule 79: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 80: 0000000002000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3a351121365d1, Class:  6, CF:0.392196, Len: 13, Fitness_tra: -1
Rule 82: 6112e1d15111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000d0000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000c00000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b261b9e39115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0305c00000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00020d0000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000d800030d4, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000500020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0002d000d00cd, Class:  4, CF:0.760441, Len:  5, Fitness_tra: 5
Rule 92: e00000c20e09d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000020e2, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: a000100d031a0, Class:  1, CF:0.0557615, Len:  6, Fitness_tra: 1
Rule 95: 8090ab0d91100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00075c70200dd, Class:  7, CF:0.0272347, Len:  7, Fitness_tra: -7
Rule 97: 861000009e04a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a365600403106, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0200003e01001, Class:  2, CF:0.195025, Len:  5, Fitness_tra: 0
Rule100: 050030047c000, Class:  2, CF:0.0715676, Len:  5, Fitness_tra: -49
------Current------
Miss_rate(tra)	:53.6476
------Result------
Miss_rate(tra)	:53.6476
Miss_rate(tst)	:64.6465
ARL				:6.48

------Generation 900------
Rule  1: 0007e00000d00, Class:  7, CF:0.92151, Len:  3, Fitness_tra: 16
Rule  2: 0900e00000000, Class:  7, CF:0.588869, Len:  2, Fitness_tra: 10
Rule  3: a025207d20010, Class: 10, CF:0.0674239, Len:  8, Fitness_tra: 8
Rule  4: a005d07020d10, Class:  4, CF:0.90164, Len:  7, Fitness_tra: 10
Rule  5: 0009820100153, Class:  3, CF:0.842427, Len:  7, Fitness_tra: 10
Rule  6: 000070000e048, Class:  4, CF:0.280725, Len:  4, Fitness_tra: 10
Rule  7: f00e303570010, Class:  2, CF:0.809795, Len:  7, Fitness_tra: 9
Rule  8: 000e300260010, Class:  3, CF:  1, Len:  5, Fitness_tra: 2
Rule  9: 00008000c2cd9, Class:  8, CF:0.846901, Len:  6, Fitness_tra: 6
Rule 10: a397080dc3174, Class:  1, CF:0.766333, Len: 11, Fitness_tra: 7
Rule 11: 1165c53c011c8, Class: 10, CF:0.35422, Len: 12, Fitness_tra: 7
Rule 12: a0900b0d23100, Class:  2, CF:0.406129, Len:  7, Fitness_tra: 6
Rule 13: 070d00000a000, Class:  6, CF:  1, Len:  3, Fitness_tra: 6
Rule 14: 033d620100053, Class:  1, CF:0.535378, Len:  8, Fitness_tra: 6
Rule 15: 0d0000000ce00, Class:  7, CF:0.952199, Len:  3, Fitness_tra: 5
Rule 16: 1008803d00080, Class:  3, CF:0.789437, Len:  6, Fitness_tra: 4
Rule 17: 03070e02c0d10, Class:  9, CF:0.767038, Len:  7, Fitness_tra: 5
Rule 18: 000d0050a000d, Class:  2, CF:0.893037, Len:  4, Fitness_tra: 4
Rule 19: 0000e0040d00d, Class:  9, CF:0.499991, Len:  4, Fitness_tra: 5
Rule 20: 0060255c02048, Class:  9, CF:0.531645, Len:  8, Fitness_tra: -2
Rule 21: 0002d000d00cd, Class:  4, CF:0.760441, Len:  5, Fitness_tra: 5
Rule 22: 130b68980000d, Class:  0, CF:0.927121, Len:  8, Fitness_tra: 4
Rule 23: a000e00d001a0, Class:  8, CF:0.594215, Len:  5, Fitness_tra: 4
Rule 24: 0161255c021ce, Class:  9, CF:0.909348, Len: 11, Fitness_tra: 4
Rule 25: 000de00000000, Class:  4, CF:0.770602, Len:  2, Fitness_tra: 4
Rule 26: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 4
Rule 27: 0400300e01811, Class:  1, CF:0.73151, Len:  7, Fitness_tra: 4
Rule 28: 050b2b900000d, Class:  2, CF:  1, Len:  6, Fitness_tra: 4
Rule 29: 0902c09055010, Class:  1, CF:0.92051, Len:  7, Fitness_tra: 6
Rule 30: a02c853d30010, Class:  8, CF:0.109058, Len:  9, Fitness_tra: 0
Rule 31: 2232c19153411, Class:  9, CF:0.921004, Len: 13, Fitness_tra: 2
Rule 32: 0009803d00100, Class:  3, CF:0.762231, Len:  5, Fitness_tra: -1
Rule 33: 000030000e004, Class:  0, CF:0.918992, Len:  3, Fitness_tra: 3
Rule 34: 0000000400e0e, Class:  6, CF:  1, Len:  3, Fitness_tra: 3
Rule 35: 0000e0000e000, Class:  7, CF:0.475365, Len:  2, Fitness_tra: 3
Rule 36: 000005000ad00, Class:  7, CF:0.793312, Len:  3, Fitness_tra: -2
Rule 37: e00030000e000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 38: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 3
Rule 39: 0000800d0a800, Class:  9, CF:  1, Len:  4, Fitness_tra: 3
Rule 40: 336d581111153, Class:  4, CF:0.890734, Len: 13, Fitness_tra: 3
Rule 41: 00075c65278d1, Class:  5, CF:  1, Len: 10, Fitness_tra: 3
Rule 42: 00070e0000e00, Class:  6, CF:0.950549, Len:  3, Fitness_tra: 3
Rule 43: e400a00091000, Class:  0, CF:0.707783, Len:  5, Fitness_tra: 3
Rule 44: 0000800052ed0, Class:  8, CF:0.987941, Len:  5, Fitness_tra: 2
Rule 45: 0000009004d60, Class:  0, CF:0.868714, Len:  4, Fitness_tra: 3
Rule 46: 050000049010a, Class:  0, CF:0.878782, Len:  5, Fitness_tra: 2
Rule 47: 0d100330a0000, Class:  6, CF:  1, Len:  5, Fitness_tra: 2
Rule 48: 000a68901060d, Class:  0, CF:0.774462, Len:  7, Fitness_tra: 1
Rule 49: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 2
Rule 50: 0000ed0000000, Class:  7, CF:0.805061, Len:  2, Fitness_tra: 2
Rule 51: a090255c0310e, Class:  1, CF:0.818529, Len:  9, Fitness_tra: 2
Rule 52: a060100d03106, Class:  9, CF:0.993377, Len:  7, Fitness_tra: 5
Rule 53: 100c206057151, Class: 10, CF:0.932194, Len:  9, Fitness_tra: 2
Rule 54: a090dc0db3100, Class: 10, CF:0.141373, Len:  8, Fitness_tra: 2
Rule 55: f111d83811151, Class:  6, CF:0.757208, Len: 13, Fitness_tra: 2
Rule 56: 14036000900c0, Class:  0, CF:0.999991, Len:  6, Fitness_tra: 1
Rule 57: 000000c00e092, Class:  9, CF:0.723899, Len:  4, Fitness_tra: 1
Rule 58: 000000cd2009d, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 59: 000d0000040e0, Class:  5, CF:0.784349, Len:  3, Fitness_tra: 0
Rule 60: 6a65251c151d1, Class:  5, CF:0.954823, Len: 13, Fitness_tra: 1
Rule 61: a000100d031a0, Class:  1, CF:0.0557615, Len:  6, Fitness_tra: 1
Rule 62: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 1
Rule 63: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 1
Rule 64: 1165cd31511c8, Class: 10, CF:  1, Len: 13, Fitness_tra: 1
Rule 65: 050000009e04a, Class:  7, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 1
Rule 67: 0000500050e00, Class:  8, CF:  1, Len:  3, Fitness_tra: 2
Rule 68: 11a29511d41c8, Class:  9, CF:0.32323, Len: 13, Fitness_tra: 0
Rule 69: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 003b020d00050, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0002003400e0e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 03070e02c0d10, Class:  9, CF:0.767038, Len:  0, Fitness_tra: 0
Rule 79: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 80: 0000000002000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6343111225932, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 39b291553115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000c00000e030, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0002000b0ed00, Class:  7, CF:0.142973, Len:  4, Fitness_tra: -2
Rule 85: 00090d0000000, Class:  3, CF:0.767601, Len:  2, Fitness_tra: 11
Rule 86: a1411de15d182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: bc43481931115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4238159653223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0200200000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000089009004, Class:  9, CF:0.0386009, Len:  4, Fitness_tra: -3
Rule 91: 00002551d2e48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a195cc01c1100, Class:  5, CF:0.0762618, Len: 10, Fitness_tra: -8
Rule 93: 000000000ad09, Class:  7, CF:0.971294, Len:  3, Fitness_tra: 5
Rule 94: 0d0003040d00d, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 004085043dd21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2232d07150c10, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000dc000a000d, Class:  3, CF:0.573066, Len:  4, Fitness_tra: -1
Rule 98: 0006101081200, Class:  9, CF:0.0606126, Len:  6, Fitness_tra: -28
Rule 99: 2312c8ed1830c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1169cd3151153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.1987
------Result------
Miss_rate(tra)	:53.1987
Miss_rate(tst)	:65.6566
ARL				:6.15789

------Generation 1000------
Rule  1: 0007e00000d00, Class:  7, CF:0.92151, Len:  3, Fitness_tra: 16
Rule  2: 0900e00000000, Class:  7, CF:0.588869, Len:  2, Fitness_tra: 10
Rule  3: a025207d20010, Class: 10, CF:0.0674239, Len:  8, Fitness_tra: 8
Rule  4: a005d07020d10, Class:  4, CF:0.90164, Len:  7, Fitness_tra: 10
Rule  5: 0009820100153, Class:  3, CF:0.842427, Len:  7, Fitness_tra: 10
Rule  6: 000070000e048, Class:  4, CF:0.280725, Len:  4, Fitness_tra: 10
Rule  7: f00e303570010, Class:  2, CF:0.809795, Len:  7, Fitness_tra: 9
Rule  8: 000e300260010, Class:  3, CF:  1, Len:  5, Fitness_tra: 2
Rule  9: 00008000c2cd9, Class:  8, CF:0.846901, Len:  6, Fitness_tra: 6
Rule 10: a397080dc3174, Class:  1, CF:0.766333, Len: 11, Fitness_tra: 7
Rule 11: 1165c53c011c8, Class: 10, CF:0.35422, Len: 12, Fitness_tra: 7
Rule 12: a0900b0d23100, Class:  2, CF:0.406129, Len:  7, Fitness_tra: 6
Rule 13: 070d00000a000, Class:  6, CF:  1, Len:  3, Fitness_tra: 6
Rule 14: 033d620100053, Class:  1, CF:0.535378, Len:  8, Fitness_tra: 6
Rule 15: 0d0000000ce00, Class:  7, CF:0.952199, Len:  3, Fitness_tra: 5
Rule 16: 1008803d00080, Class:  3, CF:0.789437, Len:  6, Fitness_tra: 4
Rule 17: 03070e02c0d10, Class:  9, CF:0.767038, Len:  7, Fitness_tra: 5
Rule 18: 000d0050a000d, Class:  2, CF:0.893037, Len:  4, Fitness_tra: 4
Rule 19: 0000e0040d00d, Class:  9, CF:0.499991, Len:  4, Fitness_tra: 5
Rule 20: 0060255c02048, Class:  9, CF:0.531645, Len:  8, Fitness_tra: -2
Rule 21: 0002d000d00cd, Class:  4, CF:0.760441, Len:  5, Fitness_tra: 5
Rule 22: 130b68980000d, Class:  0, CF:0.927121, Len:  8, Fitness_tra: 4
Rule 23: a000e00d001a0, Class:  8, CF:0.594215, Len:  5, Fitness_tra: 4
Rule 24: 0161255c021ce, Class:  9, CF:0.909348, Len: 11, Fitness_tra: 4
Rule 25: 000de00000000, Class:  4, CF:0.770602, Len:  2, Fitness_tra: 4
Rule 26: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 4
Rule 27: 0400300e01811, Class:  1, CF:0.73151, Len:  7, Fitness_tra: 4
Rule 28: 050b2b900000d, Class:  2, CF:  1, Len:  6, Fitness_tra: 4
Rule 29: 0902c09055010, Class:  1, CF:0.92051, Len:  7, Fitness_tra: 6
Rule 30: a02c853d30010, Class:  8, CF:0.109058, Len:  9, Fitness_tra: 0
Rule 31: 2232c19153411, Class:  9, CF:0.921004, Len: 13, Fitness_tra: 2
Rule 32: 0009803d00100, Class:  3, CF:0.762231, Len:  5, Fitness_tra: -1
Rule 33: 000030000e004, Class:  0, CF:0.918992, Len:  3, Fitness_tra: 3
Rule 34: 0000000400e0e, Class:  6, CF:  1, Len:  3, Fitness_tra: 3
Rule 35: 0000e0000e000, Class:  7, CF:0.475365, Len:  2, Fitness_tra: 3
Rule 36: 000005000ad00, Class:  7, CF:0.793312, Len:  3, Fitness_tra: -2
Rule 37: e00030000e000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 38: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 3
Rule 39: 0000800d0a800, Class:  9, CF:  1, Len:  4, Fitness_tra: 3
Rule 40: 336d581111153, Class:  4, CF:0.890734, Len: 13, Fitness_tra: 3
Rule 41: 00075c65278d1, Class:  5, CF:  1, Len: 10, Fitness_tra: 3
Rule 42: 00070e0000e00, Class:  6, CF:0.950549, Len:  3, Fitness_tra: 3
Rule 43: e400a00091000, Class:  0, CF:0.707783, Len:  5, Fitness_tra: 3
Rule 44: 0000800052ed0, Class:  8, CF:0.987941, Len:  5, Fitness_tra: 2
Rule 45: 0000009004d60, Class:  0, CF:0.868714, Len:  4, Fitness_tra: 3
Rule 46: 050000049010a, Class:  0, CF:0.878782, Len:  5, Fitness_tra: 2
Rule 47: 0d100330a0000, Class:  6, CF:  1, Len:  5, Fitness_tra: 2
Rule 48: 000a68901060d, Class:  0, CF:0.774462, Len:  7, Fitness_tra: 1
Rule 49: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 2
Rule 50: 0000ed0000000, Class:  7, CF:0.805061, Len:  2, Fitness_tra: 2
Rule 51: a090255c0310e, Class:  1, CF:0.818529, Len:  9, Fitness_tra: 2
Rule 52: a060100d03106, Class:  9, CF:0.993377, Len:  7, Fitness_tra: 5
Rule 53: 100c206057151, Class: 10, CF:0.932194, Len:  9, Fitness_tra: 2
Rule 54: a090dc0db3100, Class: 10, CF:0.141373, Len:  8, Fitness_tra: 2
Rule 55: f111d83811151, Class:  6, CF:0.757208, Len: 13, Fitness_tra: 2
Rule 56: 14036000900c0, Class:  0, CF:0.999991, Len:  6, Fitness_tra: 1
Rule 57: 000000c00e092, Class:  9, CF:0.723899, Len:  4, Fitness_tra: 1
Rule 58: 000000cd2009d, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 59: 000d0000040e0, Class:  5, CF:0.784349, Len:  3, Fitness_tra: 0
Rule 60: 6a65251c151d1, Class:  5, CF:0.954823, Len: 13, Fitness_tra: 1
Rule 61: a000100d031a0, Class:  1, CF:0.0557615, Len:  6, Fitness_tra: 1
Rule 62: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 1
Rule 63: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 1
Rule 64: 1165cd31511c8, Class: 10, CF:  1, Len: 13, Fitness_tra: 1
Rule 65: 050000009e04a, Class:  7, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 1
Rule 67: 0000500050e00, Class:  8, CF:  1, Len:  3, Fitness_tra: 2
Rule 68: 11a29511d41c8, Class:  9, CF:0.32323, Len: 13, Fitness_tra: 0
Rule 69: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 003b020d00050, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0002003400e0e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 03070e02c0d10, Class:  9, CF:0.767038, Len:  0, Fitness_tra: 0
Rule 79: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 80: 0000000002000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6343111225932, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 39b291553115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000c00000e030, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0002000b0ed00, Class:  7, CF:0.142973, Len:  4, Fitness_tra: -2
Rule 85: 00090d0000000, Class:  3, CF:0.767601, Len:  2, Fitness_tra: 11
Rule 86: a1411de15d182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: bc43481931115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4238159653223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0200200000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000089009004, Class:  9, CF:0.0386009, Len:  4, Fitness_tra: -3
Rule 91: 00002551d2e48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a195cc01c1100, Class:  5, CF:0.0762618, Len: 10, Fitness_tra: -8
Rule 93: 000000000ad09, Class:  7, CF:0.971294, Len:  3, Fitness_tra: 5
Rule 94: 0d0003040d00d, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 004085043dd21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2232d07150c10, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000dc000a000d, Class:  3, CF:0.573066, Len:  4, Fitness_tra: -1
Rule 98: 0006101081200, Class:  9, CF:0.0606126, Len:  6, Fitness_tra: -28
Rule 99: 2312c8ed1830c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1169cd3151153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.1987
------Result------
Miss_rate(tra)	:53.1987
Miss_rate(tst)	:65.6566
ARL				:6.15789

------Generation 2000------
Rule  1: 0007e00000d00, Class:  7, CF:0.92151, Len:  3, Fitness_tra: 16
Rule  2: 00090d0000000, Class:  3, CF:0.767601, Len:  2, Fitness_tra: 11
Rule  3: 0900e00000000, Class:  7, CF:0.588869, Len:  2, Fitness_tra: 10
