------Generation 0------
Rule  1: 00d000b0c0408, Class:  0, CF:0.982682, Len:  5, Fitness_tra: 0
Rule 23: 5153517111122, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 811d151854131, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 1c11893115593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1831155188151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1151c24121221, Class:  0, CF:0.839236, Len: 13, Fitness_tra: 0
Rule 28: 3158591155d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: c200c08004000, Class:  0, CF:0.935968, Len:  5, Fitness_tra: 0
Rule 30: c0000000575c0, Class:  1, CF:0.527535, Len:  5, Fitness_tra: 0
Rule 31: 51991811c1228, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1d1d214121128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 1151112811141, Class:  1, CF:0.545705, Len: 13, Fitness_tra: 0
Rule 34: 1531112c11222, Class:  1, CF:0.623975, Len: 13, Fitness_tra: 0
Rule 35: 1111c11351b18, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 121c135151131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1151511155551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1115141325112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: e4581e5212511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2119418982112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111582118111c, Class:  1, CF:0.913994, Len: 13, Fitness_tra: 0
Rule 42: 1211111111ddd, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 149811525c511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 2111c11111111, Class:  2, CF:0.673363, Len: 13, Fitness_tra: 0
Rule 45: 95111c41c9111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111522112471, Class:  1, CF:0.225099, Len: 13, Fitness_tra: 0
Rule 47: 000f660000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 115c11311521d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5211115812512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 1311212325218, Class:  0, CF:0.999971, Len: 13, Fitness_tra: 0
Rule 51: 315c513211131, Class:  1, CF:0.778947, Len: 13, Fitness_tra: 0
Rule 52: 1132531111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 919119111d531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55551145212c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 3c92111151133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1c11251211131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 12511111c511c, Class:  2, CF:0.999116, Len: 13, Fitness_tra: 0
Rule 58: 2251211152551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 1115812381448, Class:  1, CF:0.802459, Len: 13, Fitness_tra: 0
Rule 60: 5411115881111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 919d2c2123218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 919112414521c, Class:  2, CF:0.853704, Len: 13, Fitness_tra: 0
Rule 63: 12551185111e2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3218195118831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1252819215139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 94121d1281519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 1115111525181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1c119e1218111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1111121519112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 513112114222c, Class:  0, CF:0.999269, Len: 13, Fitness_tra: 0
Rule 71: 1225118252112, Class:  0, CF:0.8407, Len: 13, Fitness_tra: 0
Rule 72: 3111119155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c51c55251565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 112d215182511, Class:  0, CF:0.413543, Len: 13, Fitness_tra: 0
Rule 75: 9c51551c51135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0020c00050500, Class:  0, CF:0.973782, Len:  4, Fitness_tra: 0
Rule 77: 32555955555d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1131121125211, Class:  0, CF:0.39625, Len: 13, Fitness_tra: 0
Rule 79: 2c552c1151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5258855181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 11995121c1124, Class:  1, CF:0.0301194, Len: 13, Fitness_tra: 0
Rule 82: 5591111171121, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 000080b0c0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 9191111111422, Class:  0, CF:0.946992, Len: 13, Fitness_tra: 0
Rule 85: 1155812111142, Class:  1, CF:0.0540102, Len: 13, Fitness_tra: 0
Rule 86: 11d1811e211cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 111151181112c, Class:  0, CF:0.147324, Len: 13, Fitness_tra: 0
Rule 88: 00d00070c040c, Class:  0, CF:0.718788, Len:  5, Fitness_tra: 0
Rule 89: 000080c0b0000, Class:  0, CF:0.88953, Len:  0, Fitness_tra: 0
Rule 90: 119111c1182bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 02001000b4760, Class:  2, CF:0.958143, Len:  6, Fitness_tra: 6
Rule 92: 01091110b5110, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: bb60010350b10, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: 315ca13e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1159c24121221, Class:  0, CF:0.667578, Len: 13, Fitness_tra: 0
Rule 96: 5211521242111, Class:  0, CF:0.682555, Len: 13, Fitness_tra: 0
Rule 97: 019160411d50d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1050804b21001, Class:  0, CF:0.121594, Len:  8, Fitness_tra: 0
Rule 99: 519a1811c1228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: bc92130151134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.2807
------Result------
Miss_rate(tra)	:12.2807
Miss_rate(tst)	:11.1111
ARL				:9.38028

------Generation 1000------
Rule  1: b000000000020, Class:  1, CF:0.910436, Len:  2, Fitness_tra: 35
Rule  2: 8700000000020, Class:  0, CF:0.594733, Len:  3, Fitness_tra: 19
Rule  3: c000000000007, Class:  2, CF:0.196012, Len:  2, Fitness_tra: 18
Rule  4: 00040000bd000, Class:  2, CF:0.993465, Len:  3, Fitness_tra: 16
Rule  5: 00008040c0000, Class:  0, CF:0.765301, Len:  3, Fitness_tra: 11
Rule  6: 030000400100a, Class:  1, CF:0.966277, Len:  4, Fitness_tra: 9
Rule  7: 00007080d0000, Class:  0, CF:0.744097, Len:  3, Fitness_tra: 9
Rule  8: 02001000b4760, Class:  2, CF:0.958143, Len:  6, Fitness_tra: 6
Rule  9: 0000c047c0004, Class:  0, CF:0.926526, Len:  5, Fitness_tra: 6
Rule 10: 0000c000bd000, Class:  2, CF:0.986356, Len:  3, Fitness_tra: 5
Rule 11: 000080b0b0000, Class:  2, CF:0.707427, Len:  3, Fitness_tra: 4
Rule 12: 0000000000500, Class:  1, CF:0.438444, Len:  1, Fitness_tra: 3
Rule 13: 000080c0b0000, Class:  0, CF:0.88953, Len:  3, Fitness_tra: 3
Rule 14: 0002604000001, Class:  1, CF:0.743005, Len:  4, Fitness_tra: 3
Rule 15: 900000d008005, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 16: 00d00047c0004, Class:  0, CF:0.724961, Len:  5, Fitness_tra: 1
Rule 17: 010110b055001, Class:  2, CF:  1, Len:  7, Fitness_tra: 1
Rule 18: 00000340c0400, Class:  1, CF:0.798987, Len:  4, Fitness_tra: 0
Rule 19: 00d00070c0408, Class:  0, CF:0.898545, Len:  5, Fitness_tra: 1
Rule 20: 02001080b4700, Class:  0, CF:0.791637, Len:  6, Fitness_tra: 1
Rule 21: 000e000300004, Class:  1, CF:0.977969, Len:  3, Fitness_tra: 1
Rule 22: 00006040d0001, Class:  1, CF:0.617313, Len:  4, Fitness_tra: 0
Rule 23: 5153517111122, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 811d151854131, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 1c11893115593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1831155188151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1151c24121221, Class:  0, CF:0.839236, Len: 13, Fitness_tra: 0
Rule 28: 3158591155d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: c200c08004000, Class:  0, CF:0.935968, Len:  5, Fitness_tra: 0
Rule 30: c0000000575c0, Class:  1, CF:0.527535, Len:  5, Fitness_tra: 0
Rule 31: 51991811c1228, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1d1d214121128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 1151112811141, Class:  1, CF:0.545705, Len: 13, Fitness_tra: 0
Rule 34: 1531112c11222, Class:  1, CF:0.623975, Len: 13, Fitness_tra: 0
Rule 35: 1111c11351b18, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 121c135151131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1151511155551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1115141325112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: e4581e5212511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2119418982112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111582118111c, Class:  1, CF:0.913994, Len: 13, Fitness_tra: 0
Rule 42: 1211111111ddd, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 149811525c511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 2111c11111111, Class:  2, CF:0.673363, Len: 13, Fitness_tra: 0
Rule 45: 95111c41c9111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111522112471, Class:  1, CF:0.225099, Len: 13, Fitness_tra: 0
Rule 47: 000f660000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 115c11311521d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5211115812512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 1311212325218, Class:  0, CF:0.999971, Len: 13, Fitness_tra: 0
Rule 51: 315c513211131, Class:  1, CF:0.778947, Len: 13, Fitness_tra: 0
Rule 52: 1132531111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 919119111d531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55551145212c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 3c92111151133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1c11251211131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 12511111c511c, Class:  2, CF:0.999116, Len: 13, Fitness_tra: 0
Rule 58: 2251211152551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 1115812381448, Class:  1, CF:0.802459, Len: 13, Fitness_tra: 0
Rule 60: 5411115881111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 919d2c2123218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 919112414521c, Class:  2, CF:0.853704, Len: 13, Fitness_tra: 0
Rule 63: 12551185111e2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3218195118831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1252819215139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 94121d1281519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 1115111525181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1c119e1218111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1111121519112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 513112114222c, Class:  0, CF:0.999269, Len: 13, Fitness_tra: 0
Rule 71: 1225118252112, Class:  0, CF:0.8407, Len: 13, Fitness_tra: 0
Rule 72: 3111119155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c51c55251565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 112d215182511, Class:  0, CF:0.413543, Len: 13, Fitness_tra: 0
Rule 75: 9c51551c51135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0020c00050500, Class:  0, CF:0.973782, Len:  4, Fitness_tra: 0
Rule 77: 32555955555d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1131121125211, Class:  0, CF:0.39625, Len: 13, Fitness_tra: 0
Rule 79: 2c552c1151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5258855181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 00d00070c040c, Class:  0, CF:0.718788, Len:  5, Fitness_tra: 0
Rule 82: 11115142224bc, Class:  1, CF:0.999709, Len: 13, Fitness_tra: 0
Rule 83: 148511c121511, Class:  1, CF:0.974745, Len: 13, Fitness_tra: 0
Rule 84: 1d152221c1228, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 35551c75192cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1151c27111141, Class:  0, CF:0.4132, Len: 13, Fitness_tra: 0
Rule 87: 55d58c21131c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 555111212322c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 159184422127c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 113111c211244, Class:  1, CF:0.273197, Len: 13, Fitness_tra: 0
Rule 91: 010400400100a, Class:  1, CF:0.93019, Len:  5, Fitness_tra: 2
Rule 92: 900110115d031, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: 010080bdb5000, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 94: 00026e4000001, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 000080c0bd000, Class:  2, CF:0.067143, Len:  4, Fitness_tra: 0
Rule 96: c200c00ab0700, Class:  2, CF:0.653986, Len:  6, Fitness_tra: 0
Rule 97: 1100112084448, Class:  0, CF:0.993237, Len: 10, Fitness_tra: 0
Rule 98: 11551141152cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000010b0b0081, Class:  1, CF:0.906933, Len:  5, Fitness_tra: 2
Rule100: 1905101320010, Class:  2, CF:0.0911346, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.1111
------Result------
Miss_rate(tra)	:11.1111
Miss_rate(tst)	:11.1111
ARL				:9.11842

------Generation 2000------
Rule  1: b000000000020, Class:  1, CF:0.910436, Len:  2, Fitness_tra: 28
Rule  2: 8700000000020, Class:  0, CF:0.594733, Len:  3, Fitness_tra: 19
Rule  3: c000000000007, Class:  2, CF:0.196012, Len:  2, Fitness_tra: 19
Rule  4: 00040000bd000, Class:  2, CF:0.993465, Len:  3, Fitness_tra: 16
Rule  5: 00008040c0000, Class:  0, CF:0.765301, Len:  3, Fitness_tra: 11
Rule  6: 030000400100a, Class:  1, CF:0.966277, Len:  4, Fitness_tra: 9
Rule  7: 00007080d0000, Class:  0, CF:0.744097, Len:  3, Fitness_tra: 9
Rule  8: 02001000b4760, Class:  2, CF:0.958143, Len:  6, Fitness_tra: 6
Rule  9: 0000c047c0004, Class:  0, CF:0.926526, Len:  5, Fitness_tra: 6
Rule 10: 0000c000bd000, Class:  2, CF:0.986356, Len:  3, Fitness_tra: 5
Rule 11: 000080b0b0000, Class:  2, CF:0.707427, Len:  3, Fitness_tra: 4
Rule 12: 0000000000500, Class:  1, CF:0.438444, Len:  1, Fitness_tra: 2
Rule 13: 000080c0b0000, Class:  0, CF:0.88953, Len:  3, Fitness_tra: 3
Rule 14: 0002604000001, Class:  1, CF:0.743005, Len:  4, Fitness_tra: 3
Rule 15: 000010b0b0081, Class:  1, CF:0.906933, Len:  5, Fitness_tra: 1
Rule 16: 010400400100a, Class:  1, CF:0.93019, Len:  5, Fitness_tra: 1
Rule 17: 900000d008005, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 18: 010110b055001, Class:  2, CF:  1, Len:  7, Fitness_tra: 1
Rule 19: 00d00070c0408, Class:  0, CF:0.898545, Len:  5, Fitness_tra: 1
Rule 20: 02001080b4700, Class:  0, CF:0.791637, Len:  6, Fitness_tra: 1
Rule 21: 000e000300004, Class:  1, CF:0.977969, Len:  3, Fitness_tra: 1
Rule 22: 00d00047c0004, Class:  0, CF:0.724961, Len:  5, Fitness_tra: 1
Rule 23: 00000340c0400, Class:  1, CF:0.798987, Len:  4, Fitness_tra: 0
Rule 24: 811d151854131, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 1c11893115593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1831155188151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1151c24121221, Class:  0, CF:0.839236, Len: 13, Fitness_tra: 0
Rule 28: 3158591155d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: c200c08004000, Class:  0, CF:0.935968, Len:  5, Fitness_tra: 0
Rule 30: c0000000575c0, Class:  1, CF:0.527535, Len:  5, Fitness_tra: 0
Rule 31: 51991811c1228, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1d1d214121128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 1151112811141, Class:  1, CF:0.545705, Len: 13, Fitness_tra: 0
Rule 34: 1531112c11222, Class:  1, CF:0.623975, Len: 13, Fitness_tra: 0
Rule 35: 1111c11351b18, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 121c135151131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1151511155551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1115141325112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: e4581e5212511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2119418982112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111582118111c, Class:  1, CF:0.913994, Len: 13, Fitness_tra: 0
Rule 42: 1211111111ddd, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 149811525c511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 2111c11111111, Class:  2, CF:0.673363, Len: 13, Fitness_tra: 0
Rule 45: 95111c41c9111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111522112471, Class:  1, CF:0.225099, Len: 13, Fitness_tra: 0
Rule 47: 000f660000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 115c11311521d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5211115812512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 1311212325218, Class:  0, CF:0.999971, Len: 13, Fitness_tra: 0
Rule 51: 315c513211131, Class:  1, CF:0.778947, Len: 13, Fitness_tra: 0
Rule 52: 1132531111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 919119111d531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55551145212c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 3c92111151133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1c11251211131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 12511111c511c, Class:  2, CF:0.999116, Len: 13, Fitness_tra: 0
Rule 58: 2251211152551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 1115812381448, Class:  1, CF:0.802459, Len: 13, Fitness_tra: 0
Rule 60: 5411115881111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 919d2c2123218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 919112414521c, Class:  2, CF:0.853704, Len: 13, Fitness_tra: 0
Rule 63: 12551185111e2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3218195118831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1252819215139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 94121d1281519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 1115111525181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1c119e1218111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1111121519112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 513112114222c, Class:  0, CF:0.999269, Len: 13, Fitness_tra: 0
Rule 71: 1225118252112, Class:  0, CF:0.8407, Len: 13, Fitness_tra: 0
Rule 72: 3111119155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c51c55251565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 112d215182511, Class:  0, CF:0.413543, Len: 13, Fitness_tra: 0
Rule 75: 9c51551c51135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0020c00050500, Class:  0, CF:0.973782, Len:  4, Fitness_tra: 0
Rule 77: 32555955555d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1131121125211, Class:  0, CF:0.39625, Len: 13, Fitness_tra: 0
Rule 79: 2c552c1151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5258855181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 511511c111478, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 5115512125144, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 1535112119242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51151241c3112, Class:  1, CF:0.11486, Len: 13, Fitness_tra: 0
Rule 85: 11d511b921141, Class:  1, CF:0.935702, Len: 13, Fitness_tra: 0
Rule 86: 000080c0b0000, Class:  0, CF:0.88953, Len:  0, Fitness_tra: 0
Rule 87: 13d58175152c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 5595824115c2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1195122148c82, Class:  1, CF:0.706694, Len: 13, Fitness_tra: 0
Rule 90: 51111111c124c, Class:  0, CF:0.995681, Len: 13, Fitness_tra: 0
Rule 91: 1152113119143, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 1115014320184, Class:  1, CF:0.828508, Len: 11, Fitness_tra: 0
Rule 93: 1c00050210031, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1005829101103, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: 5412100087519, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 00d06040c0004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1d15522112421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000000a007, Class:  1, CF:0.867059, Len:  2, Fitness_tra: 11
Rule 99: 2258212182511, Class:  0, CF:0.421309, Len: 13, Fitness_tra: 0
Rule100: 1c51c55c5c165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.5263
------Result------
Miss_rate(tra)	:10.5263
Miss_rate(tst)	:13.8889
ARL				:9.40845

------Generation 3000------
Rule  1: b000000000020, Class:  1, CF:0.910436, Len:  2, Fitness_tra: 28
Rule  2: 8700000000020, Class:  0, CF:0.594733, Len:  3, Fitness_tra: 19
Rule  3: c000000000007, Class:  2, CF:0.196012, Len:  2, Fitness_tra: 19
Rule  4: 00040000bd000, Class:  2, CF:0.993465, Len:  3, Fitness_tra: 16
Rule  5: 00008040c0000, Class:  0, CF:0.765301, Len:  3, Fitness_tra: 11
Rule  6: 030000400100a, Class:  1, CF:0.966277, Len:  4, Fitness_tra: 9
Rule  7: 00007080d0000, Class:  0, CF:0.744097, Len:  3, Fitness_tra: 9
Rule  8: 02001000b4760, Class:  2, CF:0.958143, Len:  6, Fitness_tra: 6
Rule  9: 0000c047c0004, Class:  0, CF:0.926526, Len:  5, Fitness_tra: 6
Rule 10: 0000c000bd000, Class:  2, CF:0.986356, Len:  3, Fitness_tra: 5
Rule 11: 000080b0b0000, Class:  2, CF:0.707427, Len:  3, Fitness_tra: 4
Rule 12: 0000000000500, Class:  1, CF:0.438444, Len:  1, Fitness_tra: 2
Rule 13: 000080c0b0000, Class:  0, CF:0.88953, Len:  3, Fitness_tra: 3
Rule 14: 0002604000001, Class:  1, CF:0.743005, Len:  4, Fitness_tra: 3
Rule 15: 000010b0b0081, Class:  1, CF:0.906933, Len:  5, Fitness_tra: 1
Rule 16: 010400400100a, Class:  1, CF:0.93019, Len:  5, Fitness_tra: 1
Rule 17: 900000d008005, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 18: 010110b055001, Class:  2, CF:  1, Len:  7, Fitness_tra: 1
Rule 19: 00d00070c0408, Class:  0, CF:0.898545, Len:  5, Fitness_tra: 1
Rule 20: 02001080b4700, Class:  0, CF:0.791637, Len:  6, Fitness_tra: 1
Rule 21: 000e000300004, Class:  1, CF:0.977969, Len:  3, Fitness_tra: 1
Rule 22: 00d00047c0004, Class:  0, CF:0.724961, Len:  5, Fitness_tra: 1
Rule 23: 00000340c0400, Class:  1, CF:0.798987, Len:  4, Fitness_tra: 0
Rule 24: 811d151854131, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 1c11893115593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1831155188151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1151c24121221, Class:  0, CF:0.839236, Len: 13, Fitness_tra: 0
Rule 28: 3158591155d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: c200c08004000, Class:  0, CF:0.935968, Len:  5, Fitness_tra: 0
Rule 30: c0000000575c0, Class:  1, CF:0.527535, Len:  5, Fitness_tra: 0
Rule 31: 51991811c1228, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1d1d214121128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 1151112811141, Class:  1, CF:0.545705, Len: 13, Fitness_tra: 0
Rule 34: 1531112c11222, Class:  1, CF:0.623975, Len: 13, Fitness_tra: 0
Rule 35: 1111c11351b18, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
