------Generation 0------
Rule  1: e151119c11511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 11511e3c55131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5395821612811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121112881531, Class:  1, CF:0.986464, Len: 13, Fitness_tra: 0
Rule 69: 1c11851188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 12514c1112112, Class:  2, CF:0.11372, Len: 13, Fitness_tra: 0
Rule 71: 5511111123118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 311821d812d13, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: c251151d12294, Class:  0, CF:0.923019, Len: 13, Fitness_tra: 0
Rule 74: 1211235211d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111181111111, Class:  1, CF:0.635315, Len: 13, Fitness_tra: 0
Rule 76: 115dc84925111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000cc084550, Class:  0, CF:0.621137, Len:  6, Fitness_tra: 0
Rule 78: 1191115211511, Class:  0, CF:0.79329, Len: 13, Fitness_tra: 0
Rule 79: 1251119111593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113588411c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1d91181e18121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d191122122118, Class:  0, CF:0.999598, Len: 13, Fitness_tra: 0
Rule 83: 11ed211141211, Class:  0, CF:0.912088, Len: 13, Fitness_tra: 0
Rule 84: 00d000b0c0408, Class:  0, CF:0.972317, Len:  5, Fitness_tra: 0
Rule 85: 11e528b315c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000c0b0500, Class:  1, CF:0.0234792, Len:  3, Fitness_tra: 0
Rule 87: 1115122142c11, Class:  1, CF:0.89038, Len: 13, Fitness_tra: 0
Rule 88: 311112212541c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 5531571225111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 35351271211c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111181111111, Class:  1, CF:0.635315, Len:  0, Fitness_tra: 0
Rule 92: 3ad212b12b221, Class:  1, CF:0.975923, Len: 13, Fitness_tra: 0
Rule 93: 1050001115052, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: a112111012d11, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 0000000000006, Class:  1, CF:0.328108, Len:  1, Fitness_tra: 2
Rule 96: 8ce1215111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000000630, Class:  2, CF:0.979446, Len:  0, Fitness_tra: 0
Rule 98: 07d5124220016, Class:  1, CF:0.152809, Len: 10, Fitness_tra: 0
Rule 99: 00000080040b4, Class:  0, CF:0.927576, Len:  4, Fitness_tra: 0
Rule100: 3c11195171513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.1111
------Result------
Miss_rate(tra)	:11.1111
Miss_rate(tst)	:5.55556
ARL				:8.92857

------Generation 800------
Rule  1: 0000000000630, Class:  2, CF:0.979446, Len:  2, Fitness_tra: 34
Rule  2: 2000003000000, Class:  2, CF:0.61137, Len:  2, Fitness_tra: 23
Rule  3: 3000000000000, Class:  1, CF:0.66516, Len:  1, Fitness_tra: 18
Rule  4: 000000c000006, Class:  1, CF:0.974915, Len:  2, Fitness_tra: 17
Rule  5: 0100000003006, Class:  1, CF:0.83375, Len:  3, Fitness_tra: 14
Rule  6: 8000000000002, Class:  0, CF:0.409002, Len:  2, Fitness_tra: 13
Rule  7: 0003000007004, Class:  0, CF:0.691764, Len:  3, Fitness_tra: 11
Rule  8: 000000c000000, Class:  0, CF:0.267227, Len:  1, Fitness_tra: 11
Rule  9: 0000008004050, Class:  0, CF:0.791927, Len:  3, Fitness_tra: 7
Rule 10: 0000000000092, Class:  0, CF:0.791896, Len:  2, Fitness_tra: 4
Rule 11: 0000000007002, Class:  0, CF:0.347152, Len:  2, Fitness_tra: 3
Rule 12: 0000400000050, Class:  0, CF:0.470363, Len:  2, Fitness_tra: 3
Rule 13: 300000c000000, Class:  1, CF:0.992598, Len:  2, Fitness_tra: 3
Rule 14: 700000c000000, Class:  1, CF:0.570349, Len:  2, Fitness_tra: 2
Rule 15: c00000c000002, Class:  0, CF:0.667112, Len:  3, Fitness_tra: 2
Rule 16: 008000c000090, Class:  0, CF:0.655762, Len:  3, Fitness_tra: 2
Rule 17: 8000000007004, Class:  0, CF:0.369094, Len:  3, Fitness_tra: 1
Rule 18: 0009000000d00, Class:  1, CF:0.943908, Len:  2, Fitness_tra: 1
Rule 19: 0080000000092, Class:  0, CF:0.817645, Len:  3, Fitness_tra: 0
Rule 20: 2155112151514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8181211821132, Class:  2, CF:0.974576, Len: 13, Fitness_tra: 0
Rule 22: 1215211281511, Class:  1, CF:0.998456, Len: 13, Fitness_tra: 0
Rule 23: 1151151115151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 6111531212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9412155c551e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1212187621415, Class:  0, CF:0.996898, Len: 13, Fitness_tra: 0
Rule 27: 5155c22118c1c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1115212125721, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9112111c52d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 51d52221c112c, Class:  1, CF:0.861841, Len: 13, Fitness_tra: 0
Rule 32: 3151221181111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 59d5124125211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1198193181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121d11c112151, Class:  1, CF:0.959352, Len: 13, Fitness_tra: 0
Rule 36: 31d5112125242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 5155822112112, Class:  2, CF:0.401126, Len: 13, Fitness_tra: 0
Rule 38: 31d11c7111141, Class:  1, CF:0.981141, Len: 13, Fitness_tra: 0
Rule 39: 812d212181191, Class:  0, CF:0.537744, Len: 13, Fitness_tra: 0
Rule 40: 1115412511552, Class:  1, CF:0.975043, Len: 13, Fitness_tra: 0
Rule 41: 5231155511131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 34d151dc1851d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 155188b12111c, Class:  0, CF:0.970289, Len: 13, Fitness_tra: 0
Rule 44: 355815112c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3151519151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8215215551214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111211115228, Class:  0, CF:0.375804, Len: 13, Fitness_tra: 0
Rule 48: 129551d5115d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d595522245118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11518c1119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0c0000c004554, Class:  1, CF:0.466041, Len:  6, Fitness_tra: 0
Rule 52: 1155215112112, Class:  1, CF:0.994752, Len: 13, Fitness_tra: 0
Rule 53: 15d1121122118, Class:  0, CF:0.751788, Len: 13, Fitness_tra: 0
Rule 54: 1225112212111, Class:  2, CF:0.73428, Len: 13, Fitness_tra: 0
Rule 55: 2455218524114, Class:  0, CF:0.987786, Len: 13, Fitness_tra: 0
Rule 56: 5331111121111, Class:  1, CF:0.0550762, Len: 13, Fitness_tra: 0
Rule 57: 0700000000d50, Class:  0, CF:0.127133, Len:  3, Fitness_tra: 0
Rule 58: 11314171c141c, Class:  1, CF:0.232864, Len: 13, Fitness_tra: 0
Rule 59: 3c11195111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111422c8cb2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: c00d000000092, Class:  0, CF:0.722264, Len:  4, Fitness_tra: 0
Rule 62: 1112115111132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 91518c2dc5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d155121134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3135115111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11511e3c55131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5395821612811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121112881531, Class:  1, CF:0.986464, Len: 13, Fitness_tra: 0
Rule 69: 1c11851188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 12514c1112112, Class:  2, CF:0.11372, Len: 13, Fitness_tra: 0
Rule 71: 5511111123118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 311821d812d13, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: c251151d12294, Class:  0, CF:0.923019, Len: 13, Fitness_tra: 0
Rule 74: 1211235211d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111181111111, Class:  1, CF:0.635315, Len: 13, Fitness_tra: 0
Rule 76: 115dc84925111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000cc084550, Class:  0, CF:0.621137, Len:  6, Fitness_tra: 0
Rule 78: 1191115211511, Class:  0, CF:0.79329, Len: 13, Fitness_tra: 0
Rule 79: 1251119111593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113588411c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1d91181e18121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d191122122118, Class:  0, CF:0.999598, Len: 13, Fitness_tra: 0
Rule 83: 11ed211141211, Class:  0, CF:0.912088, Len: 13, Fitness_tra: 0
Rule 84: 00d000b0c0408, Class:  0, CF:0.972317, Len:  5, Fitness_tra: 0
Rule 85: 11e528b315c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000c0b0500, Class:  1, CF:0.0234792, Len:  3, Fitness_tra: 0
Rule 87: 1115122142c11, Class:  1, CF:0.89038, Len: 13, Fitness_tra: 0
Rule 88: 311112212541c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 5531571225111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 35351271211c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111181111111, Class:  1, CF:0.635315, Len:  0, Fitness_tra: 0
Rule 92: 3ad212b12b221, Class:  1, CF:0.975923, Len: 13, Fitness_tra: 0
Rule 93: 1050001115052, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: a112111012d11, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 0000000000006, Class:  1, CF:0.328108, Len:  1, Fitness_tra: 2
Rule 96: 8ce1215111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000000630, Class:  2, CF:0.979446, Len:  0, Fitness_tra: 0
Rule 98: 07d5124220016, Class:  1, CF:0.152809, Len: 10, Fitness_tra: 0
Rule 99: 00000080040b4, Class:  0, CF:0.927576, Len:  4, Fitness_tra: 0
Rule100: 3c11195171513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.1111
------Result------
Miss_rate(tra)	:11.1111
Miss_rate(tst)	:5.55556
ARL				:8.92857

------Generation 900------
Rule  1: 0000000000630, Class:  2, CF:0.979446, Len:  2, Fitness_tra: 34
Rule  2: 2000003000000, Class:  2, CF:0.61137, Len:  2, Fitness_tra: 23
Rule  3: 3000000000000, Class:  1, CF:0.66516, Len:  1, Fitness_tra: 18
Rule  4: 000000c000006, Class:  1, CF:0.974915, Len:  2, Fitness_tra: 17
Rule  5: 0100000003006, Class:  1, CF:0.83375, Len:  3, Fitness_tra: 14
Rule  6: 8000000000002, Class:  0, CF:0.409002, Len:  2, Fitness_tra: 13
Rule  7: 0003000007004, Class:  0, CF:0.691764, Len:  3, Fitness_tra: 11
Rule  8: 000000c000000, Class:  0, CF:0.267227, Len:  1, Fitness_tra: 11
Rule  9: 0000008004050, Class:  0, CF:0.791927, Len:  3, Fitness_tra: 7
Rule 10: 0000000000092, Class:  0, CF:0.791896, Len:  2, Fitness_tra: 4
Rule 11: 0000000007002, Class:  0, CF:0.347152, Len:  2, Fitness_tra: 3
Rule 12: 0000400000050, Class:  0, CF:0.470363, Len:  2, Fitness_tra: 3
Rule 13: 300000c000000, Class:  1, CF:0.992598, Len:  2, Fitness_tra: 3
Rule 14: 700000c000000, Class:  1, CF:0.570349, Len:  2, Fitness_tra: 2
Rule 15: c00000c000002, Class:  0, CF:0.667112, Len:  3, Fitness_tra: 2
Rule 16: 008000c000090, Class:  0, CF:0.655762, Len:  3, Fitness_tra: 2
Rule 17: 8000000007004, Class:  0, CF:0.369094, Len:  3, Fitness_tra: 1
Rule 18: 0009000000d00, Class:  1, CF:0.943908, Len:  2, Fitness_tra: 1
Rule 19: 0080000000092, Class:  0, CF:0.817645, Len:  3, Fitness_tra: 0
Rule 20: 2155112151514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8181211821132, Class:  2, CF:0.974576, Len: 13, Fitness_tra: 0
Rule 22: 1215211281511, Class:  1, CF:0.998456, Len: 13, Fitness_tra: 0
Rule 23: 1151151115151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 6111531212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9412155c551e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1212187621415, Class:  0, CF:0.996898, Len: 13, Fitness_tra: 0
Rule 27: 5155c22118c1c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1115212125721, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9112111c52d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 51d52221c112c, Class:  1, CF:0.861841, Len: 13, Fitness_tra: 0
Rule 32: 3151221181111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 59d5124125211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1198193181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121d11c112151, Class:  1, CF:0.959352, Len: 13, Fitness_tra: 0
Rule 36: 31d5112125242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 5155822112112, Class:  2, CF:0.401126, Len: 13, Fitness_tra: 0
Rule 38: 31d11c7111141, Class:  1, CF:0.981141, Len: 13, Fitness_tra: 0
Rule 39: 812d212181191, Class:  0, CF:0.537744, Len: 13, Fitness_tra: 0
Rule 40: 1115412511552, Class:  1, CF:0.975043, Len: 13, Fitness_tra: 0
Rule 41: 5231155511131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 34d151dc1851d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 155188b12111c, Class:  0, CF:0.970289, Len: 13, Fitness_tra: 0
Rule 44: 355815112c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3151519151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8215215551214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111211115228, Class:  0, CF:0.375804, Len: 13, Fitness_tra: 0
Rule 48: 129551d5115d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d595522245118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11518c1119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0c0000c004554, Class:  1, CF:0.466041, Len:  6, Fitness_tra: 0
Rule 52: 1155215112112, Class:  1, CF:0.994752, Len: 13, Fitness_tra: 0
Rule 53: 15d1121122118, Class:  0, CF:0.751788, Len: 13, Fitness_tra: 0
Rule 54: 1225112212111, Class:  2, CF:0.73428, Len: 13, Fitness_tra: 0
Rule 55: 2455218524114, Class:  0, CF:0.987786, Len: 13, Fitness_tra: 0
Rule 56: 5331111121111, Class:  1, CF:0.0550762, Len: 13, Fitness_tra: 0
Rule 57: 0700000000d50, Class:  0, CF:0.127133, Len:  3, Fitness_tra: 0
Rule 58: 11314171c141c, Class:  1, CF:0.232864, Len: 13, Fitness_tra: 0
Rule 59: 3c11195111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111422c8cb2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: c00d000000092, Class:  0, CF:0.722264, Len:  4, Fitness_tra: 0
Rule 62: 1112115111132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 91518c2dc5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d155121134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3135115111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11511e3c55131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5395821612811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121112881531, Class:  1, CF:0.986464, Len: 13, Fitness_tra: 0
Rule 69: 1c11851188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 12514c1112112, Class:  2, CF:0.11372, Len: 13, Fitness_tra: 0
Rule 71: 5511111123118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 311821d812d13, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: c251151d12294, Class:  0, CF:0.923019, Len: 13, Fitness_tra: 0
Rule 74: 1211235211d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111181111111, Class:  1, CF:0.635315, Len: 13, Fitness_tra: 0
Rule 76: 115dc84925111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000cc084550, Class:  0, CF:0.621137, Len:  6, Fitness_tra: 0
Rule 78: 1191115211511, Class:  0, CF:0.79329, Len: 13, Fitness_tra: 0
Rule 79: 1251119111593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113588411c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1d91181e18121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d191122122118, Class:  0, CF:0.999598, Len: 13, Fitness_tra: 0
Rule 83: 11ed211141211, Class:  0, CF:0.912088, Len: 13, Fitness_tra: 0
Rule 84: 00d000b0c0408, Class:  0, CF:0.972317, Len:  5, Fitness_tra: 0
Rule 85: 11e528b315c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000c0b0500, Class:  1, CF:0.0234792, Len:  3, Fitness_tra: 0
Rule 87: 1115122142c11, Class:  1, CF:0.89038, Len: 13, Fitness_tra: 0
Rule 88: 311112212541c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 5531571225111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 35351271211c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111181111111, Class:  1, CF:0.635315, Len:  0, Fitness_tra: 0
Rule 92: 3ad212b12b221, Class:  1, CF:0.975923, Len: 13, Fitness_tra: 0
Rule 93: 1050001115052, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: a112111012d11, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 0000000000006, Class:  1, CF:0.328108, Len:  1, Fitness_tra: 2
Rule 96: 8ce1215111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000000630, Class:  2, CF:0.979446, Len:  0, Fitness_tra: 0
Rule 98: 07d5124220016, Class:  1, CF:0.152809, Len: 10, Fitness_tra: 0
Rule 99: 00000080040b4, Class:  0, CF:0.927576, Len:  4, Fitness_tra: 0
Rule100: 3c11195171513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.1111
------Result------
Miss_rate(tra)	:11.1111
Miss_rate(tst)	:5.55556
ARL				:8.92857

------Generation 1000------
Rule  1: 0000000000630, Class:  2, CF:0.979446, Len:  2, Fitness_tra: 34
Rule  2: 2000003000000, Class:  2, CF:0.61137, Len:  2, Fitness_tra: 23
Rule  3: 3000000000000, Class:  1, CF:0.66516, Len:  1, Fitness_tra: 18
Rule  4: 000000c000006, Class:  1, CF:0.974915, Len:  2, Fitness_tra: 17
Rule  5: 0100000003006, Class:  1, CF:0.83375, Len:  3, Fitness_tra: 14
Rule  6: 8000000000002, Class:  0, CF:0.409002, Len:  2, Fitness_tra: 13
Rule  7: 0003000007004, Class:  0, CF:0.691764, Len:  3, Fitness_tra: 11
Rule  8: 000000c000000, Class:  0, CF:0.267227, Len:  1, Fitness_tra: 11
Rule  9: 0000008004050, Class:  0, CF:0.791927, Len:  3, Fitness_tra: 7
Rule 10: 0000000000092, Class:  0, CF:0.791896, Len:  2, Fitness_tra: 4
Rule 11: 0000000007002, Class:  0, CF:0.347152, Len:  2, Fitness_tra: 3
Rule 12: 0000400000050, Class:  0, CF:0.470363, Len:  2, Fitness_tra: 3
Rule 13: 300000c000000, Class:  1, CF:0.992598, Len:  2, Fitness_tra: 3
Rule 14: 700000c000000, Class:  1, CF:0.570349, Len:  2, Fitness_tra: 2
Rule 15: c00000c000002, Class:  0, CF:0.667112, Len:  3, Fitness_tra: 2
Rule 16: 008000c000090, Class:  0, CF:0.655762, Len:  3, Fitness_tra: 2
Rule 17: 8000000007004, Class:  0, CF:0.369094, Len:  3, Fitness_tra: 1
Rule 18: 0009000000d00, Class:  1, CF:0.943908, Len:  2, Fitness_tra: 1
Rule 19: 0080000000092, Class:  0, CF:0.817645, Len:  3, Fitness_tra: 0
Rule 20: 2155112151514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8181211821132, Class:  2, CF:0.974576, Len: 13, Fitness_tra: 0
Rule 22: 1215211281511, Class:  1, CF:0.998456, Len: 13, Fitness_tra: 0
Rule 23: 1151151115151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 6111531212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9412155c551e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1212187621415, Class:  0, CF:0.996898, Len: 13, Fitness_tra: 0
Rule 27: 5155c22118c1c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1115212125721, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9112111c52d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 51d52221c112c, Class:  1, CF:0.861841, Len: 13, Fitness_tra: 0
Rule 32: 3151221181111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 59d5124125211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1198193181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121d11c112151, Class:  1, CF:0.959352, Len: 13, Fitness_tra: 0
Rule 36: 31d5112125242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 5155822112112, Class:  2, CF:0.401126, Len: 13, Fitness_tra: 0
Rule 38: 31d11c7111141, Class:  1, CF:0.981141, Len: 13, Fitness_tra: 0
Rule 39: 812d212181191, Class:  0, CF:0.537744, Len: 13, Fitness_tra: 0
Rule 40: 1115412511552, Class:  1, CF:0.975043, Len: 13, Fitness_tra: 0
Rule 41: 5231155511131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 34d151dc1851d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 155188b12111c, Class:  0, CF:0.970289, Len: 13, Fitness_tra: 0
Rule 44: 355815112c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3151519151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8215215551214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111211115228, Class:  0, CF:0.375804, Len: 13, Fitness_tra: 0
Rule 48: 129551d5115d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d595522245118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11518c1119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0c0000c004554, Class:  1, CF:0.466041, Len:  6, Fitness_tra: 0
Rule 52: 1155215112112, Class:  1, CF:0.994752, Len: 13, Fitness_tra: 0
Rule 53: 15d1121122118, Class:  0, CF:0.751788, Len: 13, Fitness_tra: 0
Rule 54: 1225112212111, Class:  2, CF:0.73428, Len: 13, Fitness_tra: 0
Rule 55: 2455218524114, Class:  0, CF:0.987786, Len: 13, Fitness_tra: 0
Rule 56: 5331111121111, Class:  1, CF:0.0550762, Len: 13, Fitness_tra: 0
Rule 57: 0700000000d50, Class:  0, CF:0.127133, Len:  3, Fitness_tra: 0
Rule 58: 11314171c141c, Class:  1, CF:0.232864, Len: 13, Fitness_tra: 0
Rule 59: 3c11195111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111422c8cb2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: c00d000000092, Class:  0, CF:0.722264, Len:  4, Fitness_tra: 0
Rule 62: 1112115111132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 91518c2dc5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d155121134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3135115111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11511e3c55131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5395821612811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121112881531, Class:  1, CF:0.986464, Len: 13, Fitness_tra: 0
Rule 69: 1c11851188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 12514c1112112, Class:  2, CF:0.11372, Len: 13, Fitness_tra: 0
Rule 71: 5511111123118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 311821d812d13, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: c251151d12294, Class:  0, CF:0.923019, Len: 13, Fitness_tra: 0
Rule 74: 1211235211d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111181111111, Class:  1, CF:0.635315, Len: 13, Fitness_tra: 0
Rule 76: 115dc84925111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000cc084550, Class:  0, CF:0.621137, Len:  6, Fitness_tra: 0
Rule 78: 1191115211511, Class:  0, CF:0.79329, Len: 13, Fitness_tra: 0
