------Generation 0------
Rule  1: 1115111111b2c, Class:  1, CF:0.00873402, Len: 13, Fitness_tra: 0
Rule 11: 0101108017000, Class:  0, CF:0.653362, Len:  6, Fitness_tra: 3
Rule 12: 000000c006d00, Class:  1, CF:0.741201, Len:  3, Fitness_tra: 3
Rule 13: 2200213500100, Class:  2, CF:0.915603, Len:  7, Fitness_tra: 3
Rule 14: 208000000a000, Class:  1, CF:0.796505, Len:  3, Fitness_tra: 1
Rule 15: 300010cc00000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 16: 00011000061d1, Class:  1, CF:0.791147, Len:  6, Fitness_tra: 0
Rule 17: 1110101001200, Class:  1, CF:0.58822, Len:  7, Fitness_tra: 1
Rule 18: 0000100000151, Class:  1, CF:0.170938, Len:  4, Fitness_tra: 1
Rule 19: 1700024100002, Class:  0, CF:0.519306, Len:  6, Fitness_tra: 0
Rule 20: 8000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1151141318112, Class:  2, CF:0.0761808, Len: 13, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 911d82412124c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 55512211c1221, Class:  0, CF:0.997156, Len: 13, Fitness_tra: 0
Rule 83: 3115214111218, Class:  1, CF:0.940987, Len: 13, Fitness_tra: 0
Rule 84: 115d14214124c, Class:  0, CF:0.905408, Len: 13, Fitness_tra: 0
Rule 85: 5d58177111122, Class:  2, CF:0.520776, Len: 13, Fitness_tra: 0
Rule 86: 00007080d0000, Class:  0, CF:0.598711, Len:  3, Fitness_tra: 8
Rule 87: 511118b921118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 1115122111122, Class:  1, CF:0.851885, Len: 13, Fitness_tra: 0
Rule 89: 51518c71c5111, Class:  0, CF:0.973561, Len: 13, Fitness_tra: 0
Rule 90: 2115215111c11, Class:  1, CF:0.131753, Len: 13, Fitness_tra: 0
Rule 91: 000a1002061d8, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 1191211c18511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: d10d150051072, Class:  0, CF:0.787889, Len:  9, Fitness_tra: 0
Rule 94: 00000000061d0, Class:  1, CF:0.736382, Len:  3, Fitness_tra: 12
Rule 95: 8010105110012, Class:  0, CF:0.949875, Len:  8, Fitness_tra: 0
Rule 96: 51d2232112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 111d05525e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5650214183140, Class:  0, CF:0.823249, Len: 11, Fitness_tra: 0
Rule 99: 2410418021012, Class:  0, CF:0.919434, Len: 10, Fitness_tra: 0
Rule100: 0400201026001, Class:  1, CF:0.720479, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.3743
------Result------
Miss_rate(tra)	:16.3743
Miss_rate(tst)	:17.1429
ARL				:10.2105

------Generation 1000------
Rule  1: 2200010004011, Class:  2, CF:0.815912, Len:  6, Fitness_tra: 33
Rule  2: 1000000006000, Class:  1, CF:0.789375, Len:  2, Fitness_tra: 37
Rule  3: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 31
Rule  4: 0100408014000, Class:  0, CF:0.845817, Len:  5, Fitness_tra: 12
Rule  5: 00007080d0000, Class:  0, CF:0.598711, Len:  3, Fitness_tra: 8
Rule  6: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 5
Rule  7: 0a00000001800, Class:  1, CF:0.500629, Len:  3, Fitness_tra: 5
Rule  8: 000010c000000, Class:  0, CF:0.176838, Len:  2, Fitness_tra: 4
Rule  9: 2300070020310, Class:  2, CF:0.630173, Len:  6, Fitness_tra: 3
Rule 10: 000000c006d00, Class:  1, CF:0.741201, Len:  3, Fitness_tra: 3
Rule 11: 1a00074000000, Class:  1, CF:0.789418, Len:  4, Fitness_tra: 3
Rule 12: 00000000e1000, Class:  1, CF:0.75981, Len:  2, Fitness_tra: 2
Rule 13: 400113000017b, Class:  2, CF:0.55315, Len:  7, Fitness_tra: 1
Rule 14: 2200070020010, Class:  2, CF:0.579286, Len:  5, Fitness_tra: 1
Rule 15: 000010c006000, Class:  1, CF:0.545388, Len:  3, Fitness_tra: 1
Rule 16: 0000100000151, Class:  1, CF:0.170938, Len:  4, Fitness_tra: 1
Rule 17: 2200213500100, Class:  2, CF:0.915603, Len:  7, Fitness_tra: 0
Rule 18: 208000000a000, Class:  1, CF:0.796505, Len:  3, Fitness_tra: 0
Rule 19: 300010cc00000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 20: 1110101001200, Class:  1, CF:0.58822, Len:  7, Fitness_tra: 0
Rule 21: 1700024100002, Class:  0, CF:0.519306, Len:  6, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 1211c11111892, Class:  0, CF:0.992242, Len: 13, Fitness_tra: 0
Rule 82: 3155117e251c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5d31142119242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: d15d114311171, Class:  2, CF:0.364334, Len: 13, Fitness_tra: 0
Rule 85: 15551cb325111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1d511125c514c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 555d21b125221, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 3155217125112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 111d221312222, Class:  1, CF:0.405912, Len: 13, Fitness_tra: 0
Rule 90: 1d351c2119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0500000000161, Class:  2, CF:0.98386, Len:  4, Fitness_tra: 11
Rule 92: 11d5c15118415, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 2d9524c501108, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0115401057812, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 5a00064000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2300000020010, Class:  0, CF:0.0100788, Len:  4, Fitness_tra: 0
Rule 97: 2200215014131, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 11d3111001221, Class:  0, CF:0.0894746, Len: 11, Fitness_tra: 0
Rule 99: d2150b4001211, Class:  2, CF:0.564289, Len: 10, Fitness_tra: 0
Rule100: 0000000ce2d00, Class:  0, CF:0.208677, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.8655
------Result------
Miss_rate(tra)	:12.8655
Miss_rate(tst)	:5.71429
ARL				:9.87671

------Generation 2000------
Rule  1: 1000000006000, Class:  1, CF:0.789375, Len:  2, Fitness_tra: 35
Rule  2: 2200010004011, Class:  2, CF:0.815912, Len:  6, Fitness_tra: 29
Rule  3: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 31
Rule  4: 0100408014000, Class:  0, CF:0.845817, Len:  5, Fitness_tra: 12
Rule  5: 0500000000161, Class:  2, CF:0.98386, Len:  4, Fitness_tra: 9
Rule  6: 00007080d0000, Class:  0, CF:0.598711, Len:  3, Fitness_tra: 8
Rule  7: 0a00000001800, Class:  1, CF:0.500629, Len:  3, Fitness_tra: 2
Rule  8: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 5
Rule  9: 000010c000000, Class:  0, CF:0.176838, Len:  2, Fitness_tra: 4
Rule 10: 000000c006d00, Class:  1, CF:0.741201, Len:  3, Fitness_tra: 3
Rule 11: 1a00074000000, Class:  1, CF:0.789418, Len:  4, Fitness_tra: 3
Rule 12: 2300070020310, Class:  2, CF:0.630173, Len:  6, Fitness_tra: 3
Rule 13: 00000000e1000, Class:  1, CF:0.75981, Len:  2, Fitness_tra: 2
Rule 14: 2200070020010, Class:  2, CF:0.579286, Len:  5, Fitness_tra: 1
Rule 15: 000010c006000, Class:  1, CF:0.545388, Len:  3, Fitness_tra: 1
Rule 16: 0000100000151, Class:  1, CF:0.170938, Len:  4, Fitness_tra: 1
Rule 17: 400113000017b, Class:  2, CF:0.55315, Len:  7, Fitness_tra: 1
Rule 18: 2200213500100, Class:  2, CF:0.915603, Len:  7, Fitness_tra: 0
Rule 19: 300010cc00000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 20: 1110101001200, Class:  1, CF:0.58822, Len:  7, Fitness_tra: 0
Rule 21: 1700024100002, Class:  0, CF:0.519306, Len:  6, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 111511191141c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 311521131312c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 9155122321121, Class:  1, CF:0.8951, Len: 13, Fitness_tra: 0
Rule 84: 1155111121242, Class:  1, CF:0.749186, Len: 13, Fitness_tra: 0
Rule 85: 5551212111122, Class:  0, CF:0.964789, Len: 13, Fitness_tra: 0
Rule 86: 00007080d0000, Class:  0, CF:0.598711, Len:  0, Fitness_tra: 0
Rule 87: 931d8111c111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 215d251111191, Class:  1, CF:0.932787, Len: 13, Fitness_tra: 0
Rule 89: 11d1112115214, Class:  2, CF:0.694244, Len: 13, Fitness_tra: 0
Rule 90: 15d5111525141, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 0808010001100, Class:  2, CF:0.59178, Len:  5, Fitness_tra: 7
Rule 92: 5010108ed1055, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1818215844153, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 0790111110102, Class:  0, CF:0.198296, Len:  9, Fitness_tra: 0
Rule 95: 208510001a21d, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 96: 1111121111154, Class:  0, CF:0.148067, Len:  0, Fitness_tra: 0
Rule 97: 1d30112118215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: e1251955515d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: ba00000001800, Class:  1, CF:0.995676, Len:  4, Fitness_tra: 6
Rule100: 00105e4221d08, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.2807
------Result------
Miss_rate(tra)	:12.2807
Miss_rate(tst)	:5.71429
ARL				:10.0137

------Generation 3000------
Rule  1: 1000000006000, Class:  1, CF:0.789375, Len:  2, Fitness_tra: 34
Rule  2: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 32
Rule  3: 2200010004011, Class:  2, CF:0.815912, Len:  6, Fitness_tra: 29
Rule  4: 0100408014000, Class:  0, CF:0.845817, Len:  5, Fitness_tra: 12
Rule  5: 0500000000161, Class:  2, CF:0.98386, Len:  4, Fitness_tra: 9
Rule  6: 00007080d0000, Class:  0, CF:0.598711, Len:  3, Fitness_tra: 8
Rule  7: 0808010001100, Class:  2, CF:0.59178, Len:  5, Fitness_tra: 7
Rule  8: ba00000001800, Class:  1, CF:0.995676, Len:  4, Fitness_tra: 6
Rule  9: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 5
Rule 10: 000010c000000, Class:  0, CF:0.176838, Len:  2, Fitness_tra: 4
Rule 11: 1a00074000000, Class:  1, CF:0.789418, Len:  4, Fitness_tra: 3
Rule 12: 2300070020310, Class:  2, CF:0.630173, Len:  6, Fitness_tra: 3
Rule 13: 000000c006d00, Class:  1, CF:0.741201, Len:  3, Fitness_tra: 3
Rule 14: 0a00000001800, Class:  1, CF:0.500629, Len:  3, Fitness_tra: 2
Rule 15: 00000000e1000, Class:  1, CF:0.75981, Len:  2, Fitness_tra: 2
Rule 16: 000010c006000, Class:  1, CF:0.545388, Len:  3, Fitness_tra: 1
Rule 17: 400113000017b, Class:  2, CF:0.55315, Len:  7, Fitness_tra: 1
Rule 18: 2200070020010, Class:  2, CF:0.579286, Len:  5, Fitness_tra: 1
Rule 19: 0000100000151, Class:  1, CF:0.170938, Len:  4, Fitness_tra: 1
Rule 20: 2200213500100, Class:  2, CF:0.915603, Len:  7, Fitness_tra: 0
Rule 21: 1700024100002, Class:  0, CF:0.519306, Len:  6, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
