------Generation 0------
Rule  1: 1dd1ba9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 8181761c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8182113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 5818b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 85111f31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: d818ba11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 18822112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: d1212f12, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 88: 2188b618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 18527a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1d187692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 19c441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: d2a10be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25547411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: dc092228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31c03650, Class:  0, CF:0.745539, Len:  6, Fitness_tra: 0
Rule 96: b0000000, Class:  0, CF:0.0795462, Len:  1, Fitness_tra: -285
Rule 97: 30000600, Class:  0, CF:0.803596, Len:  2, Fitness_tra: 126
Rule 98: 5c8c1bc1, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 00200b30, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1d014b10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.2337
------Result------
Miss_rate(tra)	:19.2337
Miss_rate(tst)	:1.35135
ARL				:4.13333

------Generation 900------
Rule  1: 01000600, Class:  0, CF:0.631318, Len:  2, Fitness_tra: 791
Rule  2: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 447
Rule  3: 00000001, Class:  1, CF:0.0260975, Len:  1, Fitness_tra: 0
Rule  4: 30001100, Class:  0, CF:0.656833, Len:  3, Fitness_tra: -144
Rule  5: 80000000, Class:  1, CF:0.0552485, Len:  1, Fitness_tra: 46
Rule  6: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 27
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  8: 01000690, Class:  0, CF:0.815876, Len:  3, Fitness_tra: 4
Rule  9: 500000e0, Class:  0, CF:0.998691, Len:  2, Fitness_tra: 2
Rule 10: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 11: 00001132, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 12: 0b410111, Class:  0, CF:0.496403, Len:  6, Fitness_tra: 0
Rule 13: d20d0001, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 14: 1c010180, Class:  0, CF:0.407525, Len:  5, Fitness_tra: -40
Rule 15: 18011008, Class:  0, CF:0.820548, Len:  5, Fitness_tra: 0
Rule 16: 9d010610, Class:  0, CF:0.694558, Len:  5, Fitness_tra: 0
Rule 17: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 18: 11111112, Class:  0, CF:0.60024, Len:  8, Fitness_tra: 0
Rule 19: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 8181761c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8182113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 5818b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 85111f31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: d818ba11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 18822112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: d1212f12, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 88: 2188b618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 18527a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1d187692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 19c441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: d2a10be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25547411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: dc092228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31c03650, Class:  0, CF:0.745539, Len:  6, Fitness_tra: 0
Rule 96: b0000000, Class:  0, CF:0.0795462, Len:  1, Fitness_tra: -285
Rule 97: 30000600, Class:  0, CF:0.803596, Len:  2, Fitness_tra: 126
Rule 98: 5c8c1bc1, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 00200b30, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1d014b10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.2337
------Result------
Miss_rate(tra)	:19.2337
Miss_rate(tst)	:1.35135
ARL				:4.13333

------Generation 1000------
Rule  1: 01000600, Class:  0, CF:0.631318, Len:  2, Fitness_tra: 791
Rule  2: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 447
Rule  3: 00000001, Class:  1, CF:0.0260975, Len:  1, Fitness_tra: 0
Rule  4: 30001100, Class:  0, CF:0.656833, Len:  3, Fitness_tra: -144
Rule  5: 80000000, Class:  1, CF:0.0552485, Len:  1, Fitness_tra: 46
Rule  6: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 27
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  8: 01000690, Class:  0, CF:0.815876, Len:  3, Fitness_tra: 4
Rule  9: 500000e0, Class:  0, CF:0.998691, Len:  2, Fitness_tra: 2
Rule 10: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 11: 00001132, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 12: 0b410111, Class:  0, CF:0.496403, Len:  6, Fitness_tra: 0
Rule 13: d20d0001, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 14: 1c010180, Class:  0, CF:0.407525, Len:  5, Fitness_tra: -40
Rule 15: 18011008, Class:  0, CF:0.820548, Len:  5, Fitness_tra: 0
Rule 16: 9d010610, Class:  0, CF:0.694558, Len:  5, Fitness_tra: 0
Rule 17: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 18: 11111112, Class:  0, CF:0.60024, Len:  8, Fitness_tra: 0
Rule 19: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 8181761c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8182113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 5818b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 85111f31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: d818ba11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 18822112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: d1212f12, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 88: 2188b618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 18527a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1d187692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 19c441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: d2a10be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25547411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: dc092228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31c03650, Class:  0, CF:0.745539, Len:  6, Fitness_tra: 0
Rule 96: b0000000, Class:  0, CF:0.0795462, Len:  1, Fitness_tra: -285
Rule 97: 30000600, Class:  0, CF:0.803596, Len:  2, Fitness_tra: 126
Rule 98: 5c8c1bc1, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 00200b30, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1d014b10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.2337
------Result------
Miss_rate(tra)	:19.2337
Miss_rate(tst)	:1.35135
ARL				:4.13333

------Generation 2000------
Rule  1: 01000600, Class:  0, CF:0.631318, Len:  2, Fitness_tra: 791
Rule  2: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 447
Rule  3: 00000001, Class:  1, CF:0.0260975, Len:  1, Fitness_tra: 0
Rule  4: 30001100, Class:  0, CF:0.656833, Len:  3, Fitness_tra: -144
Rule  5: 80000000, Class:  1, CF:0.0552485, Len:  1, Fitness_tra: 46
Rule  6: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 27
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  8: 01000690, Class:  0, CF:0.815876, Len:  3, Fitness_tra: 4
Rule  9: 500000e0, Class:  0, CF:0.998691, Len:  2, Fitness_tra: 2
Rule 10: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 11: 00001132, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 12: 0b410111, Class:  0, CF:0.496403, Len:  6, Fitness_tra: 0
Rule 13: d20d0001, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 14: 1c010180, Class:  0, CF:0.407525, Len:  5, Fitness_tra: -40
Rule 15: 18011008, Class:  0, CF:0.820548, Len:  5, Fitness_tra: 0
Rule 16: 9d010610, Class:  0, CF:0.694558, Len:  5, Fitness_tra: 0
Rule 17: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 18: 11111112, Class:  0, CF:0.60024, Len:  8, Fitness_tra: 0
Rule 19: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 8181761c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8182113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 5818b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 85111f31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: d818ba11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
