------Generation 0------
Rule  1: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1251b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 12d4b81c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d211818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5c121b1c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 51127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5121715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12212112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d5211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81812794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d11c44e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1251b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: c1cc73ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 48
Rule 83: 1c1411e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: d1dcba1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 28841111, Class:  0, CF:0.316354, Len:  8, Fitness_tra: 0
Rule 86: dd221b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: d5821f11, Class:  0, CF:0.70163, Len:  8, Fitness_tra: 0
Rule 88: 5511169c, Class:  0, CF:0.997134, Len:  8, Fitness_tra: 0
Rule 89: 12127fe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 51247114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000100, Class:  0, CF:0.298757, Len:  1, Fitness_tra: -312
Rule 92: 11811e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5152101c, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 4011000c, Class:  0, CF:0.46046, Len:  4, Fitness_tra: -73
Rule 95: ca502590, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11811715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000022, Class:  0, CF:0.0786313, Len:  2, Fitness_tra: 0
Rule 98: 2d211712, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: c0000000, Class:  1, CF:0.076647, Len:  0, Fitness_tra: 0
Rule100: 15201510, Class:  1, CF:0.985801, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.5569
------Result------
Miss_rate(tra)	:12.5569
Miss_rate(tst)	:0
ARL				:3.68085

------Generation 900------
Rule  1: 00010600, Class:  0, CF:0.427868, Len:  2, Fitness_tra: 611
Rule  2: c0000000, Class:  1, CF:0.076647, Len:  1, Fitness_tra: 126
Rule  3: 00070000, Class:  1, CF:0.0540955, Len:  1, Fitness_tra: 109
Rule  4: 40000001, Class:  1, CF:0.0634876, Len:  2, Fitness_tra: 43
Rule  5: 05001500, Class:  1, CF:0.96481, Len:  3, Fitness_tra: 40
Rule  6: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 17
Rule  7: 09000000, Class:  0, CF:0.782969, Len:  1, Fitness_tra: 11
Rule  8: 000000e0, Class:  0, CF:0.962844, Len:  1, Fitness_tra: 12
Rule  9: c0002000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 10: b0020301, Class:  0, CF:0.52879, Len:  4, Fitness_tra: 1
Rule 11: 000000d0, Class:  1, CF:0.0290291, Len:  1, Fitness_tra: 2
Rule 12: 11811e11, Class:  1, CF:0.987575, Len:  8, Fitness_tra: 1
Rule 13: 00201304, Class:  0, CF:0.434293, Len:  4, Fitness_tra: 0
Rule 14: 06211600, Class:  0, CF:0.839838, Len:  5, Fitness_tra: 0
Rule 15: 40311601, Class:  0, CF:0.440824, Len:  6, Fitness_tra: 0
Rule 16: 280420d2, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 17: 88817414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1514b195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1552159c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 28d84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8dd4111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 155c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1114b591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15182798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15157411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d1551c1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28287131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1111411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d85124e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15dc4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 58287311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21127158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 88514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2d211712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1d527c3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281d7452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 13c17458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8181463c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8121b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 85122391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 51: 15822354, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 58821231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 15d84e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5cd2411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 128c7735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 28524755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11811711, Class:  1, CF:0.999363, Len:  8, Fitness_tra: 0
Rule 58: 1dd1be34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12412792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 28542292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5152141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 282113e4, Class:  0, CF:0.993107, Len:  8, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 911117e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1251b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 12d4b81c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d211818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5c121b1c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 51127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5121715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12212112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d5211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81812794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d11c44e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1251b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: c1cc73ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 48
Rule 83: 1c1411e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: d1dcba1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 28841111, Class:  0, CF:0.316354, Len:  8, Fitness_tra: 0
Rule 86: dd221b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: d5821f11, Class:  0, CF:0.70163, Len:  8, Fitness_tra: 0
Rule 88: 5511169c, Class:  0, CF:0.997134, Len:  8, Fitness_tra: 0
Rule 89: 12127fe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 51247114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000100, Class:  0, CF:0.298757, Len:  1, Fitness_tra: -312
Rule 92: 11811e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5152101c, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 4011000c, Class:  0, CF:0.46046, Len:  4, Fitness_tra: -73
Rule 95: ca502590, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11811715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000022, Class:  0, CF:0.0786313, Len:  2, Fitness_tra: 0
Rule 98: 2d211712, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: c0000000, Class:  1, CF:0.076647, Len:  0, Fitness_tra: 0
Rule100: 15201510, Class:  1, CF:0.985801, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.5569
------Result------
Miss_rate(tra)	:12.5569
Miss_rate(tst)	:0
ARL				:3.68085

------Generation 1000------
Rule  1: 00010600, Class:  0, CF:0.427868, Len:  2, Fitness_tra: 611
Rule  2: c0000000, Class:  1, CF:0.076647, Len:  1, Fitness_tra: 126
Rule  3: 00070000, Class:  1, CF:0.0540955, Len:  1, Fitness_tra: 109
Rule  4: 40000001, Class:  1, CF:0.0634876, Len:  2, Fitness_tra: 43
Rule  5: 05001500, Class:  1, CF:0.96481, Len:  3, Fitness_tra: 40
Rule  6: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 17
Rule  7: 09000000, Class:  0, CF:0.782969, Len:  1, Fitness_tra: 11
Rule  8: 000000e0, Class:  0, CF:0.962844, Len:  1, Fitness_tra: 12
Rule  9: c0002000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 10: b0020301, Class:  0, CF:0.52879, Len:  4, Fitness_tra: 1
Rule 11: 000000d0, Class:  1, CF:0.0290291, Len:  1, Fitness_tra: 2
Rule 12: 11811e11, Class:  1, CF:0.987575, Len:  8, Fitness_tra: 1
Rule 13: 00201304, Class:  0, CF:0.434293, Len:  4, Fitness_tra: 0
Rule 14: 06211600, Class:  0, CF:0.839838, Len:  5, Fitness_tra: 0
Rule 15: 40311601, Class:  0, CF:0.440824, Len:  6, Fitness_tra: 0
Rule 16: 280420d2, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 17: 88817414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1514b195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1552159c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 28d84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8dd4111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 155c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1114b591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15182798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15157411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d1551c1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28287131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1111411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d85124e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15dc4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 58287311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21127158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 88514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2d211712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1d527c3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281d7452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 13c17458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8181463c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8121b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 85122391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 51: 15822354, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 58821231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 15d84e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5cd2411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 128c7735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 28524755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11811711, Class:  1, CF:0.999363, Len:  8, Fitness_tra: 0
Rule 58: 1dd1be34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12412792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 28542292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5152141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 282113e4, Class:  0, CF:0.993107, Len:  8, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 911117e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1251b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 12d4b81c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d211818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5c121b1c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 51127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5121715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12212112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d5211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81812794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d11c44e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1251b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: c1cc73ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 48
Rule 83: 1c1411e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: d1dcba1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 28841111, Class:  0, CF:0.316354, Len:  8, Fitness_tra: 0
Rule 86: dd221b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: d5821f11, Class:  0, CF:0.70163, Len:  8, Fitness_tra: 0
Rule 88: 5511169c, Class:  0, CF:0.997134, Len:  8, Fitness_tra: 0
Rule 89: 12127fe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 51247114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000100, Class:  0, CF:0.298757, Len:  1, Fitness_tra: -312
Rule 92: 11811e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5152101c, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 4011000c, Class:  0, CF:0.46046, Len:  4, Fitness_tra: -73
Rule 95: ca502590, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11811715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000022, Class:  0, CF:0.0786313, Len:  2, Fitness_tra: 0
Rule 98: 2d211712, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: c0000000, Class:  1, CF:0.076647, Len:  0, Fitness_tra: 0
Rule100: 15201510, Class:  1, CF:0.985801, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.5569
------Result------
Miss_rate(tra)	:12.5569
Miss_rate(tst)	:0
ARL				:3.68085

------Generation 2000------
Rule  1: 00010600, Class:  0, CF:0.427868, Len:  2, Fitness_tra: 611
Rule  2: c0000000, Class:  1, CF:0.076647, Len:  1, Fitness_tra: 126
Rule  3: 00070000, Class:  1, CF:0.0540955, Len:  1, Fitness_tra: 109
Rule  4: 40000001, Class:  1, CF:0.0634876, Len:  2, Fitness_tra: 43
Rule  5: 05001500, Class:  1, CF:0.96481, Len:  3, Fitness_tra: 40
Rule  6: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 17
Rule  7: 09000000, Class:  0, CF:0.782969, Len:  1, Fitness_tra: 11
Rule  8: 000000e0, Class:  0, CF:0.962844, Len:  1, Fitness_tra: 12
Rule  9: c0002000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 10: b0020301, Class:  0, CF:0.52879, Len:  4, Fitness_tra: 1
Rule 11: 000000d0, Class:  1, CF:0.0290291, Len:  1, Fitness_tra: 2
Rule 12: 11811e11, Class:  1, CF:0.987575, Len:  8, Fitness_tra: 1
Rule 13: 00201304, Class:  0, CF:0.434293, Len:  4, Fitness_tra: 0
Rule 14: 06211600, Class:  0, CF:0.839838, Len:  5, Fitness_tra: 0
Rule 15: 40311601, Class:  0, CF:0.440824, Len:  6, Fitness_tra: 0
Rule 16: 280420d2, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 17: 88817414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1514b195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1552159c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 28d84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8dd4111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 155c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1114b591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15182798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15157411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d1551c1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28287131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1111411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d85124e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15dc4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 58287311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21127158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 88514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2d211712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1d527c3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281d7452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 13c17458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8181463c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8121b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 85122391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 51: 15822354, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 58821231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 15d84e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5cd2411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 128c7735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 28524755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11811711, Class:  1, CF:0.999363, Len:  8, Fitness_tra: 0
Rule 58: 1dd1be34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12412792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 28542292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5152141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 282113e4, Class:  0, CF:0.993107, Len:  8, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 911117e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1251b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 12d4b81c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d211818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5c121b1c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 51127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5121715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12212112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d5211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81812794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d11c44e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1251b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: c1cc73ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 48
Rule 83: 1c1411e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: d1dcba1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 28841111, Class:  0, CF:0.316354, Len:  8, Fitness_tra: 0
Rule 86: dd221b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: d5821f11, Class:  0, CF:0.70163, Len:  8, Fitness_tra: 0
Rule 88: 5511169c, Class:  0, CF:0.997134, Len:  8, Fitness_tra: 0
Rule 89: 12127fe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 51247114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000100, Class:  0, CF:0.298757, Len:  1, Fitness_tra: -312
Rule 92: 11811e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5152101c, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 4011000c, Class:  0, CF:0.46046, Len:  4, Fitness_tra: -73
Rule 95: ca502590, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11811715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000022, Class:  0, CF:0.0786313, Len:  2, Fitness_tra: 0
Rule 98: 2d211712, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
