------Generation 0------
Rule  1: cc88473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5551426c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d38c71e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 18122138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: d5817be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2914b432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15527212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 35447414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000c0000, Class:  0, CF:0.588376, Len:  0, Fitness_tra: 0
Rule 89: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 90: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0090100c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 15db401c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b0001000, Class:  0, CF:0.142042, Len:  2, Fitness_tra: -136
Rule 94: c1517bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000b0000, Class:  1, CF:0.0698593, Len:  0, Fitness_tra: 0
Rule 96: 11dc4018, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 51020108, Class:  0, CF:0.0885439, Len:  5, Fitness_tra: 0
Rule 98: 18112258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1110b902, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00c00080, Class:  0, CF:0.110479, Len:  2, Fitness_tra: -23
------Current------
Miss_rate(tra)	:28.0749
------Result------
Miss_rate(tra)	:28.0749
Miss_rate(tst)	:16.2162
ARL				:1.84314

------Generation 900------
Rule  1: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 194
Rule  2: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 231
Rule  3: 00000008, Class:  0, CF:0.792641, Len:  1, Fitness_tra: 116
Rule  4: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 76
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  6: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 3
Rule  7: b0000002, Class:  0, CF:0.225126, Len:  2, Fitness_tra: 0
Rule  8: 000000b0, Class:  0, CF:  1, Len:  1, Fitness_tra: 20
Rule  9: 080b0000, Class:  1, CF:0.0884021, Len:  2, Fitness_tra: 9
Rule 10: 11081120, Class:  0, CF:0.811294, Len:  6, Fitness_tra: 10
Rule 11: 800b1520, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule 12: 90000000, Class:  0, CF:0.122205, Len:  1, Fitness_tra: 5
Rule 13: 00900010, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 14: 00002112, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 15: 000110a0, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 16: 050b0e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: 00001700, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 0
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5551426c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d38c71e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 18122138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: d5817be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2914b432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15527212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 35447414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000c0000, Class:  0, CF:0.588376, Len:  0, Fitness_tra: 0
Rule 89: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 90: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0090100c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 15db401c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b0001000, Class:  0, CF:0.142042, Len:  2, Fitness_tra: -136
Rule 94: c1517bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000b0000, Class:  1, CF:0.0698593, Len:  0, Fitness_tra: 0
Rule 96: 11dc4018, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 51020108, Class:  0, CF:0.0885439, Len:  5, Fitness_tra: 0
Rule 98: 18112258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1110b902, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00c00080, Class:  0, CF:0.110479, Len:  2, Fitness_tra: -23
------Current------
Miss_rate(tra)	:28.0749
------Result------
Miss_rate(tra)	:28.0749
Miss_rate(tst)	:16.2162
ARL				:1.84314

------Generation 1000------
Rule  1: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 194
Rule  2: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 231
Rule  3: 00000008, Class:  0, CF:0.792641, Len:  1, Fitness_tra: 116
Rule  4: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 76
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  6: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 3
Rule  7: b0000002, Class:  0, CF:0.225126, Len:  2, Fitness_tra: 0
Rule  8: 000000b0, Class:  0, CF:  1, Len:  1, Fitness_tra: 20
Rule  9: 080b0000, Class:  1, CF:0.0884021, Len:  2, Fitness_tra: 9
Rule 10: 11081120, Class:  0, CF:0.811294, Len:  6, Fitness_tra: 10
Rule 11: 800b1520, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule 12: 90000000, Class:  0, CF:0.122205, Len:  1, Fitness_tra: 5
Rule 13: 00900010, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 14: 00002112, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 15: 000110a0, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 16: 050b0e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: 00001700, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 0
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5551426c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d38c71e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 18122138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: d5817be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2914b432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15527212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 35447414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000c0000, Class:  0, CF:0.588376, Len:  0, Fitness_tra: 0
Rule 89: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 90: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0090100c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 15db401c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b0001000, Class:  0, CF:0.142042, Len:  2, Fitness_tra: -136
Rule 94: c1517bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000b0000, Class:  1, CF:0.0698593, Len:  0, Fitness_tra: 0
Rule 96: 11dc4018, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 51020108, Class:  0, CF:0.0885439, Len:  5, Fitness_tra: 0
Rule 98: 18112258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1110b902, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00c00080, Class:  0, CF:0.110479, Len:  2, Fitness_tra: -23
------Current------
Miss_rate(tra)	:28.0749
------Result------
Miss_rate(tra)	:28.0749
Miss_rate(tst)	:16.2162
ARL				:1.84314

------Generation 2000------
Rule  1: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 220
Rule  2: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 159
Rule  3: 00000008, Class:  0, CF:0.792641, Len:  1, Fitness_tra: 115
Rule  4: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 75
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 29
Rule  6: 000000b0, Class:  0, CF:  1, Len:  1, Fitness_tra: 19
Rule  7: 11081120, Class:  0, CF:0.811294, Len:  6, Fitness_tra: 8
Rule  8: 080b0000, Class:  1, CF:0.0884021, Len:  2, Fitness_tra: 11
Rule  9: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 10: 90000000, Class:  0, CF:0.122205, Len:  1, Fitness_tra: 4
Rule 11: 800b1520, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule 12: 00002112, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 13: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 33
Rule 14: 00900010, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 15: 000110a0, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 16: 050b0e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 00001700, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: b0000002, Class:  0, CF:0.225126, Len:  2, Fitness_tra: 0
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00800000, Class:  0, CF:0.214674, Len:  1, Fitness_tra: 28
Rule 82: 19112198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1811b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: d8122418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
