------Generation 0------
Rule  1: f3118e5515e117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 050000d60000bc02, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0109000030108000, Class:  2, CF:0.657358, Len:  5, Fitness_tra: 0
Rule 98: 0040000d00840f05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0d09000c04d08000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000e000e4000002, Class:  3, CF:0.65074, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.8696
------Result------
Miss_rate(tra)	:15.8696
Miss_rate(tst)	:19.0909
ARL				:4.59302

------Generation 800------
Rule  1: f000500000000007, Class:  7, CF:0.778241, Len:  3, Fitness_tra: 47
Rule  2: 001010060010000e, Class:  5, CF:0.562186, Len:  5, Fitness_tra: 46
Rule  3: 1000a00c04000000, Class:  4, CF:0.870837, Len:  4, Fitness_tra: 42
Rule  4: f000800000080000, Class:  1, CF:0.296621, Len:  3, Fitness_tra: 40
Rule  5: 0500060050000000, Class:  0, CF:0.966343, Len:  3, Fitness_tra: 33
Rule  6: a040000000000f60, Class:  3, CF:0.709812, Len:  4, Fitness_tra: 31
Rule  7: 0d09000030008000, Class:  2, CF:0.613785, Len:  4, Fitness_tra: 28
Rule  8: f075800000000004, Class:  7, CF:0.71762, Len:  5, Fitness_tra: 25
Rule  9: 0000b000b0000407, Class:  6, CF:0.920844, Len:  4, Fitness_tra: 24
Rule 10: 0d0e000030000000, Class:  2, CF:0.434443, Len:  3, Fitness_tra: 25
Rule 11: 1000e00ce4000000, Class:  3, CF:0.792097, Len:  5, Fitness_tra: 20
Rule 12: 5000700310010000, Class:  6, CF:0.62159, Len:  5, Fitness_tra: 15
Rule 13: 000b0000e0000000, Class:  0, CF:0.948613, Len:  2, Fitness_tra: 14
Rule 14: 0000b0b000000407, Class:  6, CF:0.898771, Len:  4, Fitness_tra: 14
Rule 15: 0000a03100040005, Class:  0, CF:0.927045, Len:  5, Fitness_tra: 13
Rule 16: 000e600006070b00, Class:  6, CF:0.805779, Len:  5, Fitness_tra: 13
Rule 17: 0070300c04000000, Class:  4, CF:0.625485, Len:  4, Fitness_tra: 12
Rule 18: 500000400004d110, Class:  9, CF:0.759999, Len:  6, Fitness_tra: 9
Rule 19: 0004a00000040005, Class:  0, CF:0.970865, Len:  4, Fitness_tra: 11
Rule 20: 5000000000040005, Class:  8, CF:0.583295, Len:  3, Fitness_tra: 10
Rule 21: 0d00304a00000000, Class:  0, CF:0.931034, Len:  4, Fitness_tra: 10
Rule 22: 0075800c04000030, Class:  3, CF:0.985184, Len:  6, Fitness_tra: 9
Rule 23: 500e004002040000, Class:  9, CF:0.484335, Len:  5, Fitness_tra: 8
Rule 24: 0000003600800005, Class:  8, CF:0.96964, Len:  4, Fitness_tra: 8
Rule 25: 500ea04002040000, Class:  9, CF:0.795422, Len:  6, Fitness_tra: 8
Rule 26: 0000a03100004000, Class:  6, CF:0.130024, Len:  4, Fitness_tra: 8
Rule 27: 6000000005100000, Class:  1, CF:0.194721, Len:  3, Fitness_tra: 8
Rule 28: 5900800900900100, Class:  9, CF:0.992074, Len:  6, Fitness_tra: 9
Rule 29: cd0900d000400000, Class:  3, CF:0.345768, Len:  5, Fitness_tra: 7
Rule 30: 00505d00000001a7, Class:  3, CF:0.75222, Len:  6, Fitness_tra: 7
Rule 31: 00409000080d0000, Class:  9, CF:0.770748, Len:  4, Fitness_tra: 7
Rule 32: 5000505900000010, Class:  9, CF:0.962818, Len:  5, Fitness_tra: 7
Rule 33: 055000bd10010f00, Class:  5, CF:0.730662, Len:  7, Fitness_tra: 6
Rule 34: f009800000080000, Class:  7, CF:0.326724, Len:  4, Fitness_tra: 6
Rule 35: 1000000097000c00, Class:  4, CF:0.805436, Len:  4, Fitness_tra: 6
Rule 36: 1000a00c04d00000, Class:  4, CF:0.983321, Len:  5, Fitness_tra: 7
Rule 37: 0000300050100009, Class:  8, CF:0.820006, Len:  4, Fitness_tra: 5
Rule 38: c010070c00d00000, Class:  4, CF:0.996891, Len:  5, Fitness_tra: 5
Rule 39: 0010070600d00900, Class:  8, CF:0.54843, Len:  5, Fitness_tra: 5
Rule 40: 0000906000020ba0, Class:  9, CF:0.806942, Len:  5, Fitness_tra: 5
Rule 41: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 5
Rule 42: 0100000500120000, Class:  1, CF:0.387453, Len:  4, Fitness_tra: 5
Rule 43: 08000000000b0005, Class:  8, CF:0.609636, Len:  3, Fitness_tra: 5
Rule 44: 0200b00000000f60, Class:  5, CF:0.0546326, Len:  4, Fitness_tra: 5
Rule 45: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 4
Rule 46: 0050000000000005, Class:  8, CF:0.794726, Len:  2, Fitness_tra: 4
Rule 47: 5000a04002040000, Class:  9, CF:0.758403, Len:  5, Fitness_tra: 1
Rule 48: 090e8000009c0b00, Class:  5, CF:0.371518, Len:  6, Fitness_tra: 4
Rule 49: 0000900000a40b00, Class:  2, CF:0.510884, Len:  4, Fitness_tra: 4
Rule 50: 9000b00000000f70, Class:  5, CF:0.316626, Len:  4, Fitness_tra: 3
Rule 51: 0070300000000004, Class:  6, CF:0.139453, Len:  3, Fitness_tra: 3
Rule 52: 0009a00000003008, Class:  8, CF:0.83713, Len:  4, Fitness_tra: 3
Rule 53: 0050000e30000000, Class:  9, CF:0.246776, Len:  3, Fitness_tra: 3
Rule 54: 0c10004000010600, Class:  1, CF:0.0597387, Len:  5, Fitness_tra: 2
Rule 55: 000a000000000000, Class:  0, CF:0.690476, Len:  1, Fitness_tra: 3
Rule 56: a040900d00a41f00, Class:  2, CF:0.885956, Len:  8, Fitness_tra: 3
Rule 57: 500030400e040000, Class:  9, CF:  1, Len:  5, Fitness_tra: 2
Rule 58: e070004000010c02, Class:  8, CF:0.835509, Len:  6, Fitness_tra: 3
Rule 59: 0540000000000065, Class:  8, CF:0.440053, Len:  4, Fitness_tra: 2
Rule 60: 0075300030000004, Class:  6, CF:0.751019, Len:  5, Fitness_tra: 3
Rule 61: 000e0090300c2000, Class:  8, CF:0.829865, Len:  5, Fitness_tra: 3
Rule 62: ed09004000000c00, Class:  8, CF:0.671031, Len:  5, Fitness_tra: 3
Rule 63: 0500a60100000005, Class:  0, CF:0.977373, Len:  5, Fitness_tra: 2
Rule 64: f000800c50040000, Class:  3, CF:0.717995, Len:  5, Fitness_tra: 2
Rule 65: 0000a031000440d0, Class:  4, CF:0.732554, Len:  6, Fitness_tra: 2
Rule 66: 0c00004000010c02, Class:  8, CF:0.987146, Len:  5, Fitness_tra: 1
Rule 67: 000e0000d00d0000, Class:  9, CF:0.122139, Len:  3, Fitness_tra: 2
Rule 68: 000090000b000008, Class:  8, CF:0.250184, Len:  3, Fitness_tra: 2
Rule 69: 0800a00a00040005, Class:  0, CF:0.989703, Len:  5, Fitness_tra: 2
Rule 70: 0055504030000160, Class:  5, CF:0.537109, Len:  7, Fitness_tra: 2
Rule 71: 5000000005100000, Class:  9, CF:0.646558, Len:  3, Fitness_tra: 1
Rule 72: 000000b00000f000, Class:  1, CF:0.402319, Len:  2, Fitness_tra: 2
Rule 73: 00a0000000d00c50, Class:  4, CF:0.953029, Len:  4, Fitness_tra: 1
Rule 74: 5d0e00400000d010, Class:  9, CF:0.615615, Len:  6, Fitness_tra: 1
Rule 75: 2901090200a00000, Class:  1, CF:0.0369764, Len:  6, Fitness_tra: 0
Rule 76: 0d409000080d0050, Class:  9, CF:0.979784, Len:  6, Fitness_tra: 1
Rule 77: 105ea0000000d000, Class:  9, CF:0.779732, Len:  5, Fitness_tra: 1
Rule 78: 9000e00000000070, Class:  8, CF:  1, Len:  3, Fitness_tra: 1
Rule 79: 0070e00600000000, Class:  8, CF:0.699836, Len:  3, Fitness_tra: 1
Rule 80: f0000100009005c0, Class:  8, CF:0.800745, Len:  5, Fitness_tra: 1
Rule 81: 00800f0e0d0c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1611121141111a36, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 665311b518111834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0050200000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 26159cc7754151a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1116e111311112b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 26f6561511a1e221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: af962918c7115842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0d10007300d00f00, Class:  5, CF:0.976183, Len:  6, Fitness_tra: 0
Rule 92: 051016e600300000, Class:  5, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: 5000000005100000, Class:  9, CF:0.646558, Len:  0, Fitness_tra: 0
Rule 94: 5d00304900000000, Class:  9, CF:  1, Len:  5, Fitness_tra: 8
Rule 95: e009906000000b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 090e0099009c0100, Class:  9, CF:0.879975, Len:  7, Fitness_tra: 1
Rule 97: 0000906000020ba3, Class:  9, CF:0.806942, Len:  6, Fitness_tra: 0
Rule 98: 0800e00000000005, Class:  8, CF:0.870223, Len:  3, Fitness_tra: 5
Rule 99: 0009001600400005, Class:  8, CF:0.79129, Len:  5, Fitness_tra: 0
Rule100: 090e8000009c0b00, Class:  5, CF:0.371518, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.5652
------Result------
Miss_rate(tra)	:14.5652
Miss_rate(tst)	:16.3636
ARL				:4.48276

------Generation 900------
Rule  1: 001010060010000e, Class:  5, CF:0.562186, Len:  5, Fitness_tra: 46
Rule  2: 1000a00c04000000, Class:  4, CF:0.870837, Len:  4, Fitness_tra: 40
Rule  3: f000800000080000, Class:  1, CF:0.296621, Len:  3, Fitness_tra: 41
Rule  4: f000500000000007, Class:  7, CF:0.778241, Len:  3, Fitness_tra: 39
Rule  5: 0500060050000000, Class:  0, CF:0.966343, Len:  3, Fitness_tra: 34
Rule  6: a040000000000f60, Class:  3, CF:0.709812, Len:  4, Fitness_tra: 31
Rule  7: 0d09000030008000, Class:  2, CF:0.613785, Len:  4, Fitness_tra: 28
Rule  8: 0000b000b0000407, Class:  6, CF:0.920844, Len:  4, Fitness_tra: 24
Rule  9: 0d0e000030000000, Class:  2, CF:0.434443, Len:  3, Fitness_tra: 23
Rule 10: f000800000000407, Class:  7, CF:0.939462, Len:  4, Fitness_tra: 21
Rule 11: 1000e00ce4000000, Class:  3, CF:0.792097, Len:  5, Fitness_tra: 19
Rule 12: 5000700310010000, Class:  6, CF:0.62159, Len:  5, Fitness_tra: 19
Rule 13: 000b0000e0000000, Class:  0, CF:0.948613, Len:  2, Fitness_tra: 15
Rule 14: 0000b0b000000407, Class:  6, CF:0.898771, Len:  4, Fitness_tra: 14
Rule 15: 0000a03100040005, Class:  0, CF:0.927045, Len:  5, Fitness_tra: 13
Rule 16: 000e600006070b00, Class:  6, CF:0.805779, Len:  5, Fitness_tra: 13
Rule 17: 0070300c04000000, Class:  4, CF:0.625485, Len:  4, Fitness_tra: 8
Rule 18: 0004a00000040005, Class:  0, CF:0.970865, Len:  4, Fitness_tra: 11
Rule 19: 500000400004d110, Class:  9, CF:0.759999, Len:  6, Fitness_tra: 11
Rule 20: 0d090000000b0005, Class:  8, CF:0.814369, Len:  4, Fitness_tra: 10
Rule 21: 0d00304a00000000, Class:  0, CF:0.931034, Len:  4, Fitness_tra: 10
Rule 22: 5900800900900100, Class:  9, CF:0.992074, Len:  6, Fitness_tra: 10
Rule 23: 0075800c04000030, Class:  3, CF:0.985184, Len:  6, Fitness_tra: 9
Rule 24: 0000900000a00b00, Class:  2, CF:0.269413, Len:  3, Fitness_tra: 9
Rule 25: f075800000000004, Class:  7, CF:0.71762, Len:  5, Fitness_tra: 9
Rule 26: 500ea04002040000, Class:  9, CF:0.795422, Len:  6, Fitness_tra: 8
Rule 27: 0000a03100004000, Class:  6, CF:0.130024, Len:  4, Fitness_tra: 8
Rule 28: 0000003600800005, Class:  8, CF:0.96964, Len:  4, Fitness_tra: 8
Rule 29: 5d00304900000000, Class:  9, CF:  1, Len:  5, Fitness_tra: 8
Rule 30: 500e004002040000, Class:  9, CF:0.484335, Len:  5, Fitness_tra: 8
Rule 31: 00409000080d0000, Class:  9, CF:0.770748, Len:  4, Fitness_tra: 8
Rule 32: 00505d00000001a7, Class:  3, CF:0.75222, Len:  6, Fitness_tra: 8
Rule 33: 1000a00c04d00000, Class:  4, CF:0.983321, Len:  5, Fitness_tra: 8
Rule 34: 5000000000040005, Class:  8, CF:0.583295, Len:  3, Fitness_tra: 8
Rule 35: 6000000005100000, Class:  1, CF:0.194721, Len:  3, Fitness_tra: 7
Rule 36: 5000505900000010, Class:  9, CF:0.962818, Len:  5, Fitness_tra: 7
Rule 37: cd0900d000400000, Class:  3, CF:0.345768, Len:  5, Fitness_tra: 7
Rule 38: 1000000097000c00, Class:  4, CF:0.805436, Len:  4, Fitness_tra: 6
Rule 39: 055000bd10010f00, Class:  5, CF:0.730662, Len:  7, Fitness_tra: 6
Rule 40: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 5
Rule 41: f009800000080000, Class:  7, CF:0.326724, Len:  4, Fitness_tra: 6
Rule 42: 0000300050100009, Class:  8, CF:0.820006, Len:  4, Fitness_tra: 5
Rule 43: 0010070600d00900, Class:  8, CF:0.54843, Len:  5, Fitness_tra: 5
Rule 44: 0200b00000000f60, Class:  5, CF:0.0546326, Len:  4, Fitness_tra: 5
Rule 45: 0800e00000000005, Class:  8, CF:0.870223, Len:  3, Fitness_tra: 5
Rule 46: c010070c00d00000, Class:  4, CF:0.996891, Len:  5, Fitness_tra: 5
Rule 47: 0000906000020ba0, Class:  9, CF:0.806942, Len:  5, Fitness_tra: 4
Rule 48: 0010070400000407, Class:  6, CF:0.818925, Len:  5, Fitness_tra: 4
Rule 49: 0050000000000005, Class:  8, CF:0.794726, Len:  2, Fitness_tra: 5
Rule 50: 9000b00000000f70, Class:  5, CF:0.316626, Len:  4, Fitness_tra: 4
Rule 51: 090e8000009c0b00, Class:  5, CF:0.371518, Len:  6, Fitness_tra: 4
Rule 52: 0c00000000000000, Class:  1, CF:0.0170406, Len:  1, Fitness_tra: 3
Rule 53: 0070d04000000c00, Class:  7, CF:0.93012, Len:  4, Fitness_tra: 3
Rule 54: 0100000500120000, Class:  1, CF:0.387453, Len:  4, Fitness_tra: 3
Rule 55: 000a000000000000, Class:  0, CF:0.690476, Len:  1, Fitness_tra: 3
Rule 56: a040900d00a41f00, Class:  2, CF:0.885956, Len:  8, Fitness_tra: 3
Rule 57: e070004000010c02, Class:  8, CF:0.835509, Len:  6, Fitness_tra: 3
Rule 58: 0075300030000004, Class:  6, CF:0.751019, Len:  5, Fitness_tra: 3
Rule 59: 000e0090300c2000, Class:  8, CF:0.829865, Len:  5, Fitness_tra: 3
Rule 60: 0c10004000010600, Class:  1, CF:0.0597387, Len:  5, Fitness_tra: 3
Rule 61: 0050000e30000000, Class:  9, CF:0.246776, Len:  3, Fitness_tra: 3
Rule 62: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 3
Rule 63: 0200b0000000c080, Class:  4, CF:0.407171, Len:  4, Fitness_tra: 2
Rule 64: 500030400e040000, Class:  9, CF:  1, Len:  5, Fitness_tra: 3
Rule 65: 0009a00000003008, Class:  8, CF:0.83713, Len:  4, Fitness_tra: 4
Rule 66: f009800700000407, Class:  7, CF:0.987893, Len:  6, Fitness_tra: 2
Rule 67: 0800a00a00040005, Class:  0, CF:0.989703, Len:  5, Fitness_tra: 2
Rule 68: 0055504030000160, Class:  5, CF:0.537109, Len:  7, Fitness_tra: 2
Rule 69: 000000b00000f000, Class:  1, CF:0.402319, Len:  2, Fitness_tra: 2
Rule 70: 0500a60100000005, Class:  0, CF:0.977373, Len:  5, Fitness_tra: 2
Rule 71: f000800c50040000, Class:  3, CF:0.717995, Len:  5, Fitness_tra: 2
Rule 72: 0000a031000440d0, Class:  4, CF:0.732554, Len:  6, Fitness_tra: 1
Rule 73: 000e0000d00d0000, Class:  9, CF:0.122139, Len:  3, Fitness_tra: 2
Rule 74: b900804900000000, Class:  9, CF:0.480206, Len:  5, Fitness_tra: 2
Rule 75: 0540000000000065, Class:  8, CF:0.440053, Len:  4, Fitness_tra: 2
Rule 76: 08000000000b0005, Class:  8, CF:0.609636, Len:  3, Fitness_tra: 1
Rule 77: 000090000b000008, Class:  8, CF:0.250184, Len:  3, Fitness_tra: 1
Rule 78: 9000e00000000070, Class:  8, CF:  1, Len:  3, Fitness_tra: 0
Rule 79: 0070e00600000000, Class:  8, CF:0.699836, Len:  3, Fitness_tra: 1
Rule 80: f0000100009005c0, Class:  8, CF:0.800745, Len:  5, Fitness_tra: 1
Rule 81: 0000500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c0605f400000000c, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 83: b38a161115f13b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000a000000000000, Class:  0, CF:0.690476, Len:  0, Fitness_tra: 0
Rule 86: 8331315111f2db44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e029000000406008, Class:  8, CF:  1, Len:  6, Fitness_tra: 0
Rule 88: 1611233131f13b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00e0000000000c00, Class:  8, CF:0.0393206, Len:  2, Fitness_tra: 0
Rule 90: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 91: 0000803100000407, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0050000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 100000008704d110, Class:  3, CF:0.277333, Len:  7, Fitness_tra: 2
Rule 94: 0005a00000040004, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00005601000d00a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 5900e00000000170, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 97: 5200300007045000, Class:  4, CF:0.554333, Len:  6, Fitness_tra: 9
Rule 98: 000e000000000b00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000b040b0000907, Class:  5, CF:  1, Len:  5, Fitness_tra: 0
Rule100: f003500000000481, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.2609
------Result------
Miss_rate(tra)	:13.2609
Miss_rate(tst)	:16.3636
ARL				:4.35955

------Generation 1000------
Rule  1: 001010060010000e, Class:  5, CF:0.562186, Len:  5, Fitness_tra: 47
Rule  2: f000800000080000, Class:  1, CF:0.296621, Len:  3, Fitness_tra: 41
Rule  3: 1000a00c04000000, Class:  4, CF:0.870837, Len:  4, Fitness_tra: 42
Rule  4: f000500000000007, Class:  7, CF:0.778241, Len:  3, Fitness_tra: 39
Rule  5: 0500060050000000, Class:  0, CF:0.966343, Len:  3, Fitness_tra: 34
Rule  6: a040000000000f60, Class:  3, CF:0.709812, Len:  4, Fitness_tra: 31
Rule  7: 0d09000030008000, Class:  2, CF:0.613785, Len:  4, Fitness_tra: 28
Rule  8: 0000b000b0000407, Class:  6, CF:0.920844, Len:  4, Fitness_tra: 24
Rule  9: 0d0e000030000000, Class:  2, CF:0.434443, Len:  3, Fitness_tra: 23
Rule 10: f000800000000407, Class:  7, CF:0.939462, Len:  4, Fitness_tra: 21
Rule 11: 1000e00ce4000000, Class:  3, CF:0.792097, Len:  5, Fitness_tra: 19
Rule 12: 5000700310010000, Class:  6, CF:0.62159, Len:  5, Fitness_tra: 19
Rule 13: 000b0000e0000000, Class:  0, CF:0.948613, Len:  2, Fitness_tra: 15
Rule 14: 0000b0b000000407, Class:  6, CF:0.898771, Len:  4, Fitness_tra: 14
Rule 15: 0000a03100040005, Class:  0, CF:0.927045, Len:  5, Fitness_tra: 13
Rule 16: 000e600006070b00, Class:  6, CF:0.805779, Len:  5, Fitness_tra: 13
Rule 17: 0d090000000b0005, Class:  8, CF:0.814369, Len:  4, Fitness_tra: 11
Rule 18: 0004a00000040005, Class:  0, CF:0.970865, Len:  4, Fitness_tra: 11
Rule 19: 500000400004d110, Class:  9, CF:0.759999, Len:  6, Fitness_tra: 10
Rule 20: 5900800900900100, Class:  9, CF:0.992074, Len:  6, Fitness_tra: 10
Rule 21: 0d00304a00000000, Class:  0, CF:0.931034, Len:  4, Fitness_tra: 10
Rule 22: 500e004002040000, Class:  9, CF:0.484335, Len:  5, Fitness_tra: 10
Rule 23: 5200300007045000, Class:  4, CF:0.554333, Len:  6, Fitness_tra: 9
Rule 24: 0000900000a00b00, Class:  2, CF:0.269413, Len:  3, Fitness_tra: 9
Rule 25: f075800000000004, Class:  7, CF:0.71762, Len:  5, Fitness_tra: 9
Rule 26: 0075800c04000030, Class:  3, CF:0.985184, Len:  6, Fitness_tra: 9
Rule 27: 0070300c04000000, Class:  4, CF:0.625485, Len:  4, Fitness_tra: 8
Rule 28: 0000003600800005, Class:  8, CF:0.96964, Len:  4, Fitness_tra: 8
Rule 29: 5d00304900000000, Class:  9, CF:  1, Len:  5, Fitness_tra: 8
Rule 30: 0000a03100004000, Class:  6, CF:0.130024, Len:  4, Fitness_tra: 8
Rule 31: 00409000080d0000, Class:  9, CF:0.770748, Len:  4, Fitness_tra: 8
Rule 32: 00505d00000001a7, Class:  3, CF:0.75222, Len:  6, Fitness_tra: 8
Rule 33: 1000a00c04d00000, Class:  4, CF:0.983321, Len:  5, Fitness_tra: 8
Rule 34: 5000000000040005, Class:  8, CF:0.583295, Len:  3, Fitness_tra: 8
Rule 35: 500ea04002040000, Class:  9, CF:0.795422, Len:  6, Fitness_tra: 8
Rule 36: 6000000005100000, Class:  1, CF:0.194721, Len:  3, Fitness_tra: 7
Rule 37: cd0900d000400000, Class:  3, CF:0.345768, Len:  5, Fitness_tra: 7
Rule 38: 5000505900000010, Class:  9, CF:0.962818, Len:  5, Fitness_tra: 7
Rule 39: 1000000097000c00, Class:  4, CF:0.805436, Len:  4, Fitness_tra: 6
Rule 40: 055000bd10010f00, Class:  5, CF:0.730662, Len:  7, Fitness_tra: 6
Rule 41: f009800000080000, Class:  7, CF:0.326724, Len:  4, Fitness_tra: 6
Rule 42: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 5
Rule 43: 0010070600d00900, Class:  8, CF:0.54843, Len:  5, Fitness_tra: 5
Rule 44: 5200b040d0000f30, Class:  5, CF:0.260546, Len:  7, Fitness_tra: 5
Rule 45: 0800e00000000005, Class:  8, CF:0.870223, Len:  3, Fitness_tra: 5
Rule 46: c010070c00d00000, Class:  4, CF:0.996891, Len:  5, Fitness_tra: 5
Rule 47: 0000300050100009, Class:  8, CF:0.820006, Len:  4, Fitness_tra: 5
Rule 48: 0050000000000005, Class:  8, CF:0.794726, Len:  2, Fitness_tra: 5
Rule 49: 0000906000020ba0, Class:  9, CF:0.806942, Len:  5, Fitness_tra: 4
Rule 50: 9000b00000000f70, Class:  5, CF:0.316626, Len:  4, Fitness_tra: 4
Rule 51: 090e8000009c0b00, Class:  5, CF:0.371518, Len:  6, Fitness_tra: 4
Rule 52: 0010070400000407, Class:  6, CF:0.818925, Len:  5, Fitness_tra: 4
Rule 53: 0009a00000003008, Class:  8, CF:0.83713, Len:  4, Fitness_tra: 4
Rule 54: 0c00000000000000, Class:  1, CF:0.0170406, Len:  1, Fitness_tra: 4
Rule 55: 000a000000000000, Class:  0, CF:0.690476, Len:  1, Fitness_tra: 3
Rule 56: a040900d00a41f00, Class:  2, CF:0.885956, Len:  8, Fitness_tra: 3
Rule 57: e070004000010c02, Class:  8, CF:0.835509, Len:  6, Fitness_tra: 3
Rule 58: 0075300030000004, Class:  6, CF:0.751019, Len:  5, Fitness_tra: 3
Rule 59: 000e0090300c2000, Class:  8, CF:0.829865, Len:  5, Fitness_tra: 3
Rule 60: 0c10004000010600, Class:  1, CF:0.0597387, Len:  5, Fitness_tra: 3
Rule 61: 0050000e30000000, Class:  9, CF:0.246776, Len:  3, Fitness_tra: 3
Rule 62: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 3
Rule 63: 0100000500120000, Class:  1, CF:0.387453, Len:  4, Fitness_tra: 4
Rule 64: 500030400e040000, Class:  9, CF:  1, Len:  5, Fitness_tra: 3
Rule 65: 0070d04000000c00, Class:  7, CF:0.93012, Len:  4, Fitness_tra: 3
Rule 66: 0540000000000065, Class:  8, CF:0.440053, Len:  4, Fitness_tra: 3
Rule 67: 0200b00000000f60, Class:  5, CF:0.0546326, Len:  4, Fitness_tra: 2
Rule 68: 0055504030000160, Class:  5, CF:0.537109, Len:  7, Fitness_tra: 2
Rule 69: 0800a00a00040005, Class:  0, CF:0.989703, Len:  5, Fitness_tra: 2
Rule 70: 0500a60100000005, Class:  0, CF:0.977373, Len:  5, Fitness_tra: 2
Rule 71: f000800c50040000, Class:  3, CF:0.717995, Len:  5, Fitness_tra: 2
Rule 72: f009800700000407, Class:  7, CF:0.987893, Len:  6, Fitness_tra: 2
Rule 73: 000e0000d00d0000, Class:  9, CF:0.122139, Len:  3, Fitness_tra: 2
Rule 74: b900804900000000, Class:  9, CF:0.480206, Len:  5, Fitness_tra: 2
Rule 75: 0200b0000000c080, Class:  4, CF:0.407171, Len:  4, Fitness_tra: 2
Rule 76: 100000008704d110, Class:  3, CF:0.277333, Len:  7, Fitness_tra: 1
Rule 77: 000000b00000f000, Class:  1, CF:0.402319, Len:  2, Fitness_tra: 2
Rule 78: 000090000b000008, Class:  8, CF:0.250184, Len:  3, Fitness_tra: 1
Rule 79: 0070e00600000000, Class:  8, CF:0.699836, Len:  3, Fitness_tra: 1
Rule 80: f0000100009005c0, Class:  8, CF:0.800745, Len:  5, Fitness_tra: 1
Rule 81: 132131511562dbb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3151151114411133, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 83: 2611161515f21212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 239f13151d1217b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000008000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 87: 0000009e0e0c0b40, Class:  1, CF:0.481206, Len:  6, Fitness_tra: -1
Rule 88: 6e1fc11169615b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000090d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11161d121b6151b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0040300050000009, Class:  0, CF:0.327467, Len:  4, Fitness_tra: 0
Rule 92: a040000040000f60, Class:  3, CF:0.59448, Len:  5, Fitness_tra: 0
Rule 93: 0d04a00000000000, Class:  0, CF:0.511335, Len:  3, Fitness_tra: -2
Rule 94: f0000000000645c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000e0f0003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
