------Generation 0------
Rule  1: 11913ee1112b2231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000600e000050b, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 67: 09000051600b0269, Class:  8, CF:  1, Len:  8, Fitness_tra: 1
Rule 68: 0000001000004109, Class:  8, CF:0.297759, Len:  4, Fitness_tra: 1
Rule 69: 00005f4000000000, Class:  8, CF:0.497992, Len:  3, Fitness_tra: 1
Rule 70: 30400000000000d5, Class:  5, CF:0.627667, Len:  4, Fitness_tra: 1
Rule 71: 50000000000028e9, Class:  8, CF:0.848495, Len:  5, Fitness_tra: 1
Rule 72: 1650000500210060, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 73: 600d0511021003c8, Class:  8, CF:  1, Len: 10, Fitness_tra: 1
Rule 74: 0e00041000900009, Class:  0, CF:0.952009, Len:  5, Fitness_tra: 1
Rule 75: 0030060800000000, Class:  0, CF:0.945278, Len:  3, Fitness_tra: 1
Rule 76: 1121151411133111, Class:  8, CF:0.679276, Len: 16, Fitness_tra: 1
Rule 77: 907000000d000006, Class:  9, CF:0.818303, Len:  4, Fitness_tra: 1
Rule 78: 0a00e00000000000, Class:  8, CF:0.583333, Len:  2, Fitness_tra: 1
Rule 79: 00000300e000d004, Class:  0, CF:0.965666, Len:  4, Fitness_tra: 1
Rule 80: 09100200ed914a0a, Class:  9, CF:0.964001, Len: 10, Fitness_tra: 1
Rule 81: 0500606000300000, Class:  1, CF:0.47021, Len:  4, Fitness_tra: 1
Rule 82: 0000007505003050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 93411881111d9181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 05e0060000000030, Class:  8, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 261a161511a11422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000d0000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000005030e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000505000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1111542b15691126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: af16151522115141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b000c0000d000e0a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 900000000d000006, Class:  9, CF:0.707234, Len:  0, Fitness_tra: 0
Rule 93: 9e00007000040006, Class:  5, CF:0.0705186, Len:  5, Fitness_tra: 4
Rule 94: ce000000e0000506, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: b010a050000b0081, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6000080000000256, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 501000000030008b, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 1022100f30103101, Class:  7, CF:0.953596, Len: 10, Fitness_tra: 0
Rule 99: 001200007001400a, Class:  2, CF:0.0736907, Len:  6, Fitness_tra: 10
Rule100: 3031151433003100, Class:  1, CF:0.979867, Len: 11, Fitness_tra: 1
------Current------
Miss_rate(tra)	:16.6304
------Result------
Miss_rate(tra)	:16.6304
Miss_rate(tst)	:15.4545
ARL				:4.88636

------Generation 1000------
Rule  1: 090050000c0b0060, Class:  3, CF:0.432462, Len:  5, Fitness_tra: 68
Rule  2: 000000006001430a, Class:  2, CF:0.764053, Len:  5, Fitness_tra: 57
Rule  3: 6020002006000250, Class:  7, CF:0.839061, Len:  6, Fitness_tra: 56
Rule  4: 000050e00d000406, Class:  1, CF:0.733936, Len:  5, Fitness_tra: 42
Rule  5: 0900a0000b000001, Class:  4, CF:0.668668, Len:  4, Fitness_tra: 32
Rule  6: 0000800f60004000, Class:  5, CF:0.889573, Len:  4, Fitness_tra: 25
Rule  7: 3030060000000000, Class:  0, CF:0.87301, Len:  3, Fitness_tra: 24
Rule  8: 00000000e0007504, Class:  0, CF:0.984335, Len:  4, Fitness_tra: 22
Rule  9: 5000080000000009, Class:  8, CF:0.708653, Len:  3, Fitness_tra: 21
Rule 10: 000000000000046b, Class:  6, CF:0.719968, Len:  3, Fitness_tra: 21
Rule 11: 070000400001000a, Class:  1, CF:0.479916, Len:  4, Fitness_tra: 18
Rule 12: 0e00001000900009, Class:  0, CF:0.884953, Len:  4, Fitness_tra: 14
Rule 13: 550000002d000100, Class:  9, CF:0.752976, Len:  5, Fitness_tra: 13
Rule 14: d0000000000c0066, Class:  9, CF:0.903926, Len:  4, Fitness_tra: 13
Rule 15: b000a000e0000000, Class:  4, CF:0.176143, Len:  3, Fitness_tra: 11
Rule 16: 9000000060014060, Class:  6, CF:0.960054, Len:  5, Fitness_tra: 11
Rule 17: 5000000000000009, Class:  8, CF:0.52953, Len:  2, Fitness_tra: 11
Rule 18: 090060000c0b0060, Class:  5, CF:0.656502, Len:  5, Fitness_tra: 10
Rule 19: 900000000d000106, Class:  9, CF:0.710771, Len:  4, Fitness_tra: 10
Rule 20: 0000a0e000000001, Class:  4, CF:0.824286, Len:  3, Fitness_tra: 9
Rule 21: 1000010007310000, Class:  2, CF:0.0296597, Len:  5, Fitness_tra: 1
Rule 22: 0000500000000409, Class:  8, CF:0.216286, Len:  3, Fitness_tra: 8
Rule 23: 9000080060500000, Class:  6, CF:0.975715, Len:  4, Fitness_tra: 8
Rule 24: 0900a0000b0000d1, Class:  4, CF:0.999812, Len:  5, Fitness_tra: 8
Rule 25: 9000000060000000, Class:  6, CF:0.572796, Len:  2, Fitness_tra: 8
Rule 26: 0000001060004009, Class:  5, CF:0.900143, Len:  4, Fitness_tra: 7
Rule 27: 9000a0000d000006, Class:  9, CF:0.768324, Len:  4, Fitness_tra: 7
Rule 28: 9000000060004000, Class:  6, CF:0.78575, Len:  3, Fitness_tra: 7
Rule 29: a01000000031008b, Class:  7, CF:0.78776, Len:  6, Fitness_tra: 6
Rule 30: 5000000005000000, Class:  9, CF:0.666897, Len:  2, Fitness_tra: 6
Rule 31: 0000000000900085, Class:  0, CF:0.892882, Len:  3, Fitness_tra: 6
Rule 32: 10000100073d0000, Class:  5, CF:0.96446, Len:  5, Fitness_tra: 5
Rule 33: 600006a000000000, Class:  8, CF:0.569108, Len:  3, Fitness_tra: 5
Rule 34: 0500001330105019, Class:  8, CF:0.999247, Len:  8, Fitness_tra: 5
Rule 35: 5000000000600308, Class:  8, CF:0.914063, Len:  4, Fitness_tra: 4
Rule 36: 0e0002000d900006, Class:  9, CF:0.332552, Len:  5, Fitness_tra: 5
Rule 37: 091200c07001400a, Class:  2, CF:0.509639, Len:  8, Fitness_tra: 4
Rule 38: 900000000d000006, Class:  9, CF:0.707234, Len:  3, Fitness_tra: 5
Rule 39: 020000800c090060, Class:  0, CF:0.980581, Len:  5, Fitness_tra: 4
Rule 40: b0000000ed000006, Class:  4, CF:0.362564, Len:  4, Fitness_tra: 4
Rule 41: 0060001000904009, Class:  0, CF:0.995854, Len:  5, Fitness_tra: 4
Rule 42: 0000001060104009, Class:  5, CF:0.926185, Len:  5, Fitness_tra: 4
Rule 43: 0050000000000504, Class:  8, CF:0.953043, Len:  3, Fitness_tra: 4
Rule 44: 006030090d0c7000, Class:  7, CF:0.218166, Len:  6, Fitness_tra: 2
Rule 45: de00b00000900086, Class:  4, CF:0.887402, Len:  6, Fitness_tra: 3
Rule 46: 30302d0000000e00, Class:  5, CF:  1, Len:  5, Fitness_tra: 3
Rule 47: 6e00000001100308, Class:  7, CF:0.999978, Len:  6, Fitness_tra: 3
Rule 48: 000000f000000c00, Class:  6, CF:0.436735, Len:  2, Fitness_tra: 2
Rule 49: 5000800f30000000, Class:  8, CF:0.944179, Len:  4, Fitness_tra: 2
Rule 50: 10005900e106720b, Class:  7, CF:0.998017, Len:  9, Fitness_tra: 2
Rule 51: 000a000000000000, Class:  0, CF:0.81295, Len:  1, Fitness_tra: 2
Rule 52: 000000000000d087, Class:  7, CF:0.423347, Len:  3, Fitness_tra: 2
Rule 53: 050028106102009b, Class:  2, CF:0.537729, Len:  9, Fitness_tra: 2
Rule 54: 0011001060000269, Class:  8, CF:  1, Len:  7, Fitness_tra: 2
Rule 55: 0000000f0003d407, Class:  6, CF:0.850865, Len:  5, Fitness_tra: 2
Rule 56: 0000000000000467, Class:  6, CF:0.58107, Len:  3, Fitness_tra: 2
Rule 57: 09100051003b0089, Class:  8, CF:0.833538, Len:  8, Fitness_tra: 2
Rule 58: 0e0e001000900009, Class:  0, CF:0.999358, Len:  5, Fitness_tra: 2
Rule 59: 0e50000000000404, Class:  7, CF:0.113365, Len:  4, Fitness_tra: 2
Rule 60: 000007e0000d0c71, Class:  4, CF:0.98733, Len:  6, Fitness_tra: 2
Rule 61: e0000000e0000c04, Class:  8, CF:0.978595, Len:  4, Fitness_tra: 1
Rule 62: e000000090090c00, Class:  4, CF:0.914908, Len:  4, Fitness_tra: 1
Rule 63: 0011000060000d69, Class:  8, CF:  1, Len:  6, Fitness_tra: 1
Rule 64: 05f900000c090000, Class:  4, CF:0.902121, Len:  5, Fitness_tra: 1
Rule 65: 000000006d000100, Class:  9, CF:0.200882, Len:  3, Fitness_tra: 1
Rule 66: 00000600e000050b, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 67: 09000051600b0269, Class:  8, CF:  1, Len:  8, Fitness_tra: 1
Rule 68: 0000001000004109, Class:  8, CF:0.297759, Len:  4, Fitness_tra: 1
Rule 69: 00005f4000000000, Class:  8, CF:0.497992, Len:  3, Fitness_tra: 1
Rule 70: 30400000000000d5, Class:  5, CF:0.627667, Len:  4, Fitness_tra: 1
Rule 71: 50000000000028e9, Class:  8, CF:0.848495, Len:  5, Fitness_tra: 1
Rule 72: 1650000500210060, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 73: 600d0511021003c8, Class:  8, CF:  1, Len: 10, Fitness_tra: 1
Rule 74: 0e00041000900009, Class:  0, CF:0.952009, Len:  5, Fitness_tra: 1
Rule 75: 0030060800000000, Class:  0, CF:0.945278, Len:  3, Fitness_tra: 1
Rule 76: 1121151411133111, Class:  8, CF:0.679276, Len: 16, Fitness_tra: 1
Rule 77: 907000000d000006, Class:  9, CF:0.818303, Len:  4, Fitness_tra: 1
Rule 78: 0a00e00000000000, Class:  8, CF:0.583333, Len:  2, Fitness_tra: 1
Rule 79: 00000300e000d004, Class:  0, CF:0.965666, Len:  4, Fitness_tra: 1
Rule 80: 09100200ed914a0a, Class:  9, CF:0.964001, Len: 10, Fitness_tra: 1
Rule 81: 0500606000300000, Class:  1, CF:0.47021, Len:  4, Fitness_tra: 1
Rule 82: 0000007505003050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 93411881111d9181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 05e0060000000030, Class:  8, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 261a161511a11422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000d0000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000005030e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000505000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1111542b15691126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: af16151522115141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b000c0000d000e0a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 900000000d000006, Class:  9, CF:0.707234, Len:  0, Fitness_tra: 0
Rule 93: 9e00007000040006, Class:  5, CF:0.0705186, Len:  5, Fitness_tra: 4
Rule 94: ce000000e0000506, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: b010a050000b0081, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6000080000000256, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 501000000030008b, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 1022100f30103101, Class:  7, CF:0.953596, Len: 10, Fitness_tra: 0
Rule 99: 001200007001400a, Class:  2, CF:0.0736907, Len:  6, Fitness_tra: 10
Rule100: 3031151433003100, Class:  1, CF:0.979867, Len: 11, Fitness_tra: 1
------Current------
Miss_rate(tra)	:16.6304
------Result------
Miss_rate(tra)	:16.6304
Miss_rate(tst)	:15.4545
ARL				:4.88636

------Generation 2000------
Rule  1: 6020002006000250, Class:  7, CF:0.839061, Len:  6, Fitness_tra: 56
Rule  2: 000000006001430a, Class:  2, CF:0.764053, Len:  5, Fitness_tra: 54
Rule  3: 000050e00d000406, Class:  1, CF:0.733936, Len:  5, Fitness_tra: 42
Rule  4: 090050000c0b0060, Class:  3, CF:0.432462, Len:  5, Fitness_tra: 42
Rule  5: 00000600e0000004, Class:  0, CF:0.998251, Len:  3, Fitness_tra: 27
Rule  6: 0000a0000c004001, Class:  4, CF:0.636028, Len:  4, Fitness_tra: 23
Rule  7: 0900a0000b000001, Class:  4, CF:0.668668, Len:  4, Fitness_tra: 22
Rule  8: 0000800f60004000, Class:  5, CF:0.889573, Len:  4, Fitness_tra: 19
Rule  9: 0530000400040406, Class:  4, CF:0.865641, Len:  6, Fitness_tra: 19
Rule 10: 0000000000000409, Class:  8, CF:0.321206, Len:  2, Fitness_tra: 19
Rule 11: 000000000000046b, Class:  6, CF:0.719968, Len:  3, Fitness_tra: 18
Rule 12: 30100d0050900a0a, Class:  3, CF:0.725548, Len:  7, Fitness_tra: 18
Rule 13: 0e00001000900009, Class:  0, CF:0.884953, Len:  4, Fitness_tra: 17
Rule 14: 00000051003b000a, Class:  2, CF:0.845111, Len:  5, Fitness_tra: 15
Rule 15: 070000400001000a, Class:  1, CF:0.479916, Len:  4, Fitness_tra: 14
Rule 16: 0e0002000d900006, Class:  9, CF:0.332552, Len:  5, Fitness_tra: 13
Rule 17: 550000002d000100, Class:  9, CF:0.752976, Len:  5, Fitness_tra: 13
Rule 18: 0000001060007009, Class:  5, CF:0.96026, Len:  4, Fitness_tra: 13
Rule 19: d0000000000c0066, Class:  9, CF:0.903926, Len:  4, Fitness_tra: 12
Rule 20: 3030060000000000, Class:  0, CF:0.87301, Len:  3, Fitness_tra: 12
Rule 21: 9000000060014060, Class:  6, CF:0.960054, Len:  5, Fitness_tra: 11
Rule 22: 0500000330105019, Class:  8, CF:0.999699, Len:  7, Fitness_tra: 10
Rule 23: 300d00000000605a, Class:  1, CF:0.976904, Len:  5, Fitness_tra: 10
Rule 24: 900000000d000106, Class:  9, CF:0.710771, Len:  4, Fitness_tra: 9
Rule 25: 090060000c0b0060, Class:  5, CF:0.656502, Len:  5, Fitness_tra: 9
Rule 26: 9000000000000009, Class:  8, CF:0.725395, Len:  2, Fitness_tra: 9
Rule 27: 09e2e0000001400a, Class:  3, CF:0.52276, Len:  7, Fitness_tra: 9
Rule 28: 00000000e0007504, Class:  0, CF:0.984335, Len:  4, Fitness_tra: 8
Rule 29: 9000080060500000, Class:  6, CF:0.975715, Len:  4, Fitness_tra: 8
Rule 30: 0d0006a000900000, Class:  8, CF:  1, Len:  4, Fitness_tra: 8
Rule 31: 5000080000000009, Class:  8, CF:0.708653, Len:  3, Fitness_tra: 8
Rule 32: 0000001060004009, Class:  5, CF:0.900143, Len:  4, Fitness_tra: 7
Rule 33: 9000000060004000, Class:  6, CF:0.78575, Len:  3, Fitness_tra: 7
Rule 34: 0900a0000b0000d1, Class:  4, CF:0.999812, Len:  5, Fitness_tra: 7
Rule 35: 9000000060000000, Class:  6, CF:0.572796, Len:  2, Fitness_tra: 8
Rule 36: 9000a0000d000006, Class:  9, CF:0.768324, Len:  4, Fitness_tra: 7
Rule 37: 9e00057400040006, Class:  5, CF:0.480569, Len:  7, Fitness_tra: 7
Rule 38: 900000000d000006, Class:  9, CF:0.707234, Len:  3, Fitness_tra: 7
Rule 39: 000d00107a014100, Class:  6, CF:0.890866, Len:  7, Fitness_tra: 6
Rule 40: 5000000005000000, Class:  9, CF:0.666897, Len:  2, Fitness_tra: 6
Rule 41: 0000000000900085, Class:  0, CF:0.892882, Len:  3, Fitness_tra: 6
Rule 42: 0000a0e000000001, Class:  4, CF:0.824286, Len:  3, Fitness_tra: 6
Rule 43: 3912c0007000400a, Class:  2, CF:0.729383, Len:  8, Fitness_tra: 5
Rule 44: 5000000000600308, Class:  8, CF:0.914063, Len:  4, Fitness_tra: 5
Rule 45: 5000000000000009, Class:  8, CF:0.52953, Len:  2, Fitness_tra: 5
Rule 46: 00300a000c000000, Class:  0, CF:0.856772, Len:  3, Fitness_tra: 5
Rule 47: 006030090d0c7000, Class:  7, CF:0.218166, Len:  6, Fitness_tra: 4
Rule 48: 0060001000904009, Class:  0, CF:0.995854, Len:  5, Fitness_tra: 4
Rule 49: 001000000030008b, Class:  7, CF:0.734125, Len:  4, Fitness_tra: 4
Rule 50: 10000100073d0000, Class:  5, CF:0.96446, Len:  5, Fitness_tra: 3
Rule 51: 30302d0000000e00, Class:  5, CF:  1, Len:  5, Fitness_tra: 3
Rule 52: de00b00000900086, Class:  4, CF:0.887402, Len:  6, Fitness_tra: 3
Rule 53: 6e00000001100308, Class:  7, CF:0.999978, Len:  6, Fitness_tra: 3
Rule 54: 0000800f60000eb0, Class:  8, CF:  1, Len:  5, Fitness_tra: 3
Rule 55: a01000000031008b, Class:  7, CF:0.78776, Len:  6, Fitness_tra: 3
Rule 56: 000000f000000c00, Class:  6, CF:0.436735, Len:  2, Fitness_tra: 3
Rule 57: 0050000000000504, Class:  8, CF:0.953043, Len:  3, Fitness_tra: 3
Rule 58: 000000000000d087, Class:  7, CF:0.423347, Len:  3, Fitness_tra: 3
Rule 59: 300d00009000000a, Class:  1, CF:0.0312057, Len:  4, Fitness_tra: 3
Rule 60: 0012e0007001430a, Class:  2, CF:0.218715, Len:  8, Fitness_tra: 3
Rule 61: dc00000000000066, Class:  9, CF:  1, Len:  4, Fitness_tra: 3
Rule 62: 0500001330105012, Class:  8, CF:0.784533, Len:  8, Fitness_tra: 2
Rule 63: 10005900e106720b, Class:  7, CF:0.998017, Len:  9, Fitness_tra: 2
Rule 64: 0e0e001000900009, Class:  0, CF:0.999358, Len:  5, Fitness_tra: 2
Rule 65: 2000687002000008, Class:  8, CF:0.461165, Len:  6, Fitness_tra: 2
Rule 66: 050028106102009b, Class:  2, CF:0.537729, Len:  9, Fitness_tra: 2
Rule 67: 0000000000000467, Class:  6, CF:0.58107, Len:  3, Fitness_tra: 2
Rule 68: 0e50000000000404, Class:  7, CF:0.113365, Len:  4, Fitness_tra: 2
Rule 69: 020000800c090060, Class:  0, CF:0.980581, Len:  5, Fitness_tra: 1
Rule 70: 0e00041000900009, Class:  0, CF:0.952009, Len:  5, Fitness_tra: 1
Rule 71: 1121151411133111, Class:  8, CF:0.679276, Len: 16, Fitness_tra: 2
Rule 72: 907000000d000006, Class:  9, CF:0.818303, Len:  4, Fitness_tra: 1
Rule 73: 0a00e00000000000, Class:  8, CF:0.583333, Len:  2, Fitness_tra: 1
Rule 74: 09100200ed914a0a, Class:  9, CF:0.964001, Len: 10, Fitness_tra: 1
Rule 75: 000a000000000000, Class:  0, CF:0.81295, Len:  1, Fitness_tra: 1
Rule 76: 091200c07001400a, Class:  2, CF:0.509639, Len:  8, Fitness_tra: 1
Rule 77: 00100000e030708d, Class:  8, CF:  1, Len:  6, Fitness_tra: 1
Rule 78: 0022000070004009, Class:  8, CF:0.654113, Len:  5, Fitness_tra: 1
Rule 79: 30400000000000d5, Class:  5, CF:0.627667, Len:  4, Fitness_tra: 1
Rule 80: 00300a000d007000, Class:  0, CF:0.992878, Len:  4, Fitness_tra: 1
Rule 81: 00e0000000e00700, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f3162922b4215112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 533f6e91326122b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 151f7315112111f9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5000000000000003, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11161331153114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1115311722111313, Class:  9, CF:0.699567, Len: 16, Fitness_tra: 0
Rule 88: 3621257411611522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2336112519111142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 131313133168e172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0011060155105025, Class:  9, CF:0.40478, Len: 10, Fitness_tra: 0
Rule 92: 900d0000900040c0, Class:  4, CF:0.104613, Len:  5, Fitness_tra: 0
Rule 93: 00000051005b0409, Class:  8, CF:  1, Len:  6, Fitness_tra: 0
Rule 94: 008036090d0c7000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0b00001070010409, Class:  8, CF:  1, Len:  6, Fitness_tra: 0
Rule 96: 0e0008000d980006, Class:  9, CF:0.0440926, Len:  6, Fitness_tra: 0
Rule 97: e000000060000eb0, Class:  8, CF:  1, Len:  4, Fitness_tra: 1
Rule 98: 5121100d21000110, Class:  9, CF:0.908977, Len: 10, Fitness_tra: 1
Rule 99: ee00b00000000086, Class:  4, CF:0.496106, Len:  5, Fitness_tra: 0
Rule100: 000000510000600a, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.8043
------Result------
Miss_rate(tra)	:13.8043
Miss_rate(tst)	:16.3636
ARL				:5.07865

------Generation 3000------
Rule  1: 000000006001430a, Class:  2, CF:0.764053, Len:  5, Fitness_tra: 56
Rule  2: 6020002006000250, Class:  7, CF:0.839061, Len:  6, Fitness_tra: 53
Rule  3: 090050000c0b0060, Class:  3, CF:0.432462, Len:  5, Fitness_tra: 37
Rule  4: 00000600e0000004, Class:  0, CF:0.998251, Len:  3, Fitness_tra: 27
Rule  5: 900000006000000b, Class:  6, CF:0.999959, Len:  3, Fitness_tra: 26
Rule  6: 0900a0000b000001, Class:  4, CF:0.668668, Len:  4, Fitness_tra: 24
Rule  7: 0000a0000c004001, Class:  4, CF:0.636028, Len:  4, Fitness_tra: 21
Rule  8: 3010000050914a0a, Class:  3, CF:0.808761, Len:  8, Fitness_tra: 22
Rule  9: 0530000400040406, Class:  4, CF:0.865641, Len:  6, Fitness_tra: 20
Rule 10: 090060000a000061, Class:  6, CF:0.967674, Len:  5, Fitness_tra: 19
Rule 11: 0e00001000900009, Class:  0, CF:0.884953, Len:  4, Fitness_tra: 18
Rule 12: 090060600a900000, Class:  6, CF:0.642005, Len:  5, Fitness_tra: 18
Rule 13: 0000800f60004000, Class:  5, CF:0.889573, Len:  4, Fitness_tra: 17
Rule 14: 00000051003b000a, Class:  2, CF:0.845111, Len:  5, Fitness_tra: 17
Rule 15: 3030060000000000, Class:  0, CF:0.87301, Len:  3, Fitness_tra: 15
Rule 16: 000050e00d000406, Class:  1, CF:0.733936, Len:  5, Fitness_tra: 14
Rule 17: 0e0002000d900006, Class:  9, CF:0.332552, Len:  5, Fitness_tra: 14
Rule 18: 0000001060007009, Class:  5, CF:0.96026, Len:  4, Fitness_tra: 14
Rule 19: 300d00200000005a, Class:  1, CF:0.392056, Len:  5, Fitness_tra: 12
Rule 20: d0000000000c0066, Class:  9, CF:0.903926, Len:  4, Fitness_tra: 12
Rule 21: 000028e00d000006, Class:  1, CF:0.392229, Len:  5, Fitness_tra: 12
Rule 22: 550000002d000110, Class:  9, CF:0.788227, Len:  6, Fitness_tra: 12
Rule 23: 9000000060014060, Class:  6, CF:0.960054, Len:  5, Fitness_tra: 10
Rule 24: 070000400001000a, Class:  1, CF:0.479916, Len:  4, Fitness_tra: 10
Rule 25: 0500000330105019, Class:  8, CF:0.999699, Len:  7, Fitness_tra: 10
Rule 26: 900000000d000106, Class:  9, CF:0.710771, Len:  4, Fitness_tra: 10
Rule 27: 0000000000007409, Class:  8, CF:0.549377, Len:  3, Fitness_tra: 9
Rule 28: 0000000000000409, Class:  8, CF:0.321206, Len:  2, Fitness_tra: 9
Rule 29: 09e2e0000001400a, Class:  3, CF:0.52276, Len:  7, Fitness_tra: 9
Rule 30: 000006a000000000, Class:  8, CF:0.655448, Len:  2, Fitness_tra: 9
Rule 31: 090060000c0b0060, Class:  5, CF:0.656502, Len:  5, Fitness_tra: 9
Rule 32: 5000080000000009, Class:  8, CF:0.708653, Len:  3, Fitness_tra: 9
Rule 33: 9000000000000009, Class:  8, CF:0.725395, Len:  2, Fitness_tra: 8
Rule 34: 000000000000046b, Class:  6, CF:0.719968, Len:  3, Fitness_tra: 8
Rule 35: 30100d0050900a0a, Class:  3, CF:0.725548, Len:  7, Fitness_tra: 8
Rule 36: 0e0000a000000086, Class:  4, CF:0.833779, Len:  4, Fitness_tra: 8
Rule 37: 00000000e0007504, Class:  0, CF:0.984335, Len:  4, Fitness_tra: 8
Rule 38: 300d00000000605a, Class:  1, CF:0.976904, Len:  5, Fitness_tra: 8
Rule 39: 0000001060004009, Class:  5, CF:0.900143, Len:  4, Fitness_tra: 7
Rule 40: 9000a0000d000006, Class:  9, CF:0.768324, Len:  4, Fitness_tra: 7
Rule 41: 0900a0000b0000d1, Class:  4, CF:0.999812, Len:  5, Fitness_tra: 7
Rule 42: 9e00057400040006, Class:  5, CF:0.480569, Len:  7, Fitness_tra: 7
Rule 43: 0000a0e000000001, Class:  4, CF:0.824286, Len:  3, Fitness_tra: 7
Rule 44: 000002e00d900401, Class:  1, CF:0.810331, Len:  6, Fitness_tra: 7
Rule 45: 00000000000004a8, Class:  8, CF:0.258283, Len:  3, Fitness_tra: 7
Rule 46: 300005e00001040c, Class:  7, CF:0.843809, Len:  6, Fitness_tra: 7
Rule 47: 0000000000900085, Class:  0, CF:0.892882, Len:  3, Fitness_tra: 6
Rule 48: 3912c0007000400a, Class:  2, CF:0.729383, Len:  8, Fitness_tra: 5
Rule 49: 00300a000c000000, Class:  0, CF:0.856772, Len:  3, Fitness_tra: 6
Rule 50: 900000000d000006, Class:  9, CF:0.707234, Len:  3, Fitness_tra: 5
Rule 51: 5000000005000000, Class:  9, CF:0.666897, Len:  2, Fitness_tra: 5
Rule 52: 000050006d000000, Class:  9, CF:0.33, Len:  3, Fitness_tra: 5
Rule 53: 6030200006000e00, Class:  5, CF:0.810523, Len:  5, Fitness_tra: 5
Rule 54: 04c000e000000407, Class:  7, CF:0.935741, Len:  5, Fitness_tra: 4
Rule 55: 000000000000606a, Class:  1, CF:0.341558, Len:  3, Fitness_tra: 4
Rule 56: 0012e0007001430a, Class:  2, CF:0.218715, Len:  8, Fitness_tra: 4
Rule 57: 0000000000600308, Class:  8, CF:0.445085, Len:  3, Fitness_tra: 4
Rule 58: 0060001000904009, Class:  0, CF:0.995854, Len:  5, Fitness_tra: 4
Rule 59: 001000000030008b, Class:  7, CF:0.734125, Len:  4, Fitness_tra: 4
Rule 60: 006030090d0c7000, Class:  7, CF:0.218166, Len:  6, Fitness_tra: 4
Rule 61: 5000000000000009, Class:  8, CF:0.52953, Len:  2, Fitness_tra: 4
Rule 62: 9000080060500000, Class:  6, CF:0.975715, Len:  4, Fitness_tra: 4
Rule 63: 5000000000600308, Class:  8, CF:0.914063, Len:  4, Fitness_tra: 4
Rule 64: 0050000000000504, Class:  8, CF:0.953043, Len:  3, Fitness_tra: 4
Rule 65: 0e00d01000900008, Class:  7, CF:0.775591, Len:  5, Fitness_tra: 4
Rule 66: 0b0000000d00430a, Class:  1, CF:0.938576, Len:  5, Fitness_tra: 3
