------Generation 0------
Rule  1: 1313b28b31153613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 4009000000030800, Class:  8, CF:0.593219, Len:  4, Fitness_tra: 24
Rule  8: 5000000009000000, Class:  9, CF:0.905573, Len:  2, Fitness_tra: 20
Rule  9: 020000c0000c00e5, Class:  5, CF:0.847026, Len:  5, Fitness_tra: 19
Rule 10: 38090d0010a30603, Class:  2, CF:0.751898, Len:  9, Fitness_tra: 18
Rule 11: 0000000000880e0e, Class:  8, CF:0.870966, Len:  4, Fitness_tra: 18
Rule 12: 004004000030d100, Class:  2, CF:0.358147, Len:  5, Fitness_tra: 16
Rule 13: 10090002042310ab, Class:  3, CF:0.604686, Len:  9, Fitness_tra: 15
Rule 14: f8090002000000a0, Class:  3, CF:0.6231, Len:  5, Fitness_tra: 15
Rule 15: 0700000009000b00, Class:  1, CF:0.912261, Len:  3, Fitness_tra: 14
Rule 16: 8000200000000008, Class:  8, CF:0.906167, Len:  3, Fitness_tra: 14
Rule 17: 000e7e3240000060, Class:  5, CF:0.821737, Len:  7, Fitness_tra: 13
Rule 18: 0500000050d00c00, Class:  4, CF:0.768719, Len:  4, Fitness_tra: 12
Rule 19: f00000000004b055, Class:  5, CF:0.966055, Len:  5, Fitness_tra: 12
Rule 20: 30a0000000032650, Class:  2, CF:0.701446, Len:  6, Fitness_tra: 12
Rule 21: 0200200007f00be0, Class:  2, CF:0.820591, Len:  6, Fitness_tra: 10
Rule 22: 0700000009000000, Class:  1, CF:0.773078, Len:  2, Fitness_tra: 10
Rule 23: 0d09f00800e00000, Class:  9, CF:0.900644, Len:  5, Fitness_tra: 10
Rule 24: 02002d0007f30603, Class:  2, CF:0.84965, Len:  8, Fitness_tra: 9
Rule 25: 00006060000003e0, Class:  4, CF:0.872521, Len:  4, Fitness_tra: 8
Rule 26: 0000500000a4be05, Class:  5, CF:  1, Len:  6, Fitness_tra: 8
Rule 27: 0009f00f00000020, Class:  0, CF:0.794354, Len:  4, Fitness_tra: 8
Rule 28: 02000000000c000c, Class:  7, CF:0.783036, Len:  3, Fitness_tra: 8
Rule 29: 5000009800000000, Class:  9, CF:0.58365, Len:  3, Fitness_tra: 7
Rule 30: 0500f00006eb000f, Class:  6, CF:0.920766, Len:  6, Fitness_tra: 7
Rule 31: 0009f00003e3000f, Class:  6, CF:0.927207, Len:  6, Fitness_tra: 7
Rule 32: 0500110021e0dd00, Class:  0, CF:0.999903, Len:  8, Fitness_tra: 7
Rule 33: e0000000000308d0, Class:  8, CF:0.875137, Len:  4, Fitness_tra: 7
Rule 34: 1070529804a11650, Class:  2, CF:0.991083, Len: 12, Fitness_tra: 6
Rule 35: 8000000010da03a0, Class:  3, CF:0.783789, Len:  6, Fitness_tra: 6
Rule 36: 3709000000030003, Class:  1, CF:0.1505, Len:  5, Fitness_tra: 6
Rule 37: 00000000000c00a5, Class:  8, CF:0.535805, Len:  3, Fitness_tra: 6
Rule 38: d000000009000000, Class:  9, CF:0.775281, Len:  2, Fitness_tra: 6
Rule 39: 004002009027d6a0, Class:  9, CF:0.734184, Len:  8, Fitness_tra: 5
Rule 40: e00902e0002706a0, Class:  9, CF:0.978819, Len:  8, Fitness_tra: 5
Rule 41: 0500600050e1040b, Class:  6, CF:0.999959, Len:  7, Fitness_tra: 6
Rule 42: f000600000000000, Class:  4, CF:0.473579, Len:  2, Fitness_tra: 5
Rule 43: 050000005000dc06, Class:  4, CF:0.88988, Len:  5, Fitness_tra: 5
Rule 44: 0500c21204db0300, Class:  5, CF:0.444087, Len:  9, Fitness_tra: 3
Rule 45: 1501000000e10f01, Class:  9, CF:0.757935, Len:  7, Fitness_tra: 4
Rule 46: 000c50020000002f, Class:  1, CF:0.690506, Len:  5, Fitness_tra: 4
Rule 47: 500000e0000300a0, Class:  9, CF:0.743515, Len:  4, Fitness_tra: 4
Rule 48: 7000010010aa0303, Class:  2, CF:0.857073, Len:  7, Fitness_tra: 4
Rule 49: 800e0e0044070063, Class:  5, CF:0.402679, Len:  8, Fitness_tra: 4
Rule 50: 0000f00000e30800, Class:  0, CF:0.461629, Len:  4, Fitness_tra: 4
Rule 51: 100000000008010e, Class:  5, CF:0.294544, Len:  4, Fitness_tra: 4
Rule 52: 10400000020300db, Class:  7, CF:0.880623, Len:  6, Fitness_tra: 4
Rule 53: 30090e02000000c3, Class:  7, CF:0.209576, Len:  6, Fitness_tra: 4
Rule 54: 0500000000dd0b00, Class:  4, CF:0.498607, Len:  4, Fitness_tra: 4
Rule 55: 0009a0000063000c, Class:  8, CF:  1, Len:  5, Fitness_tra: 3
Rule 56: 1279000080008022, Class:  7, CF:0.652741, Len:  8, Fitness_tra: 3
Rule 57: 0500202c101b0c20, Class:  7, CF:0.822079, Len:  9, Fitness_tra: 3
Rule 58: 0000001214dbb3a0, Class:  5, CF:0.481402, Len:  9, Fitness_tra: 3
Rule 59: 050ece1204db0000, Class:  5, CF:0.717451, Len:  9, Fitness_tra: 3
Rule 60: 4000000000b8080e, Class:  5, CF:0.574265, Len:  5, Fitness_tra: 3
Rule 61: 0500e0000904d006, Class:  9, CF:0.929986, Len:  6, Fitness_tra: 3
Rule 62: 020ef0000000002f, Class:  4, CF:0.575251, Len:  5, Fitness_tra: 3
Rule 63: 3101090010600003, Class:  1, CF:0.75316, Len:  7, Fitness_tra: 3
Rule 64: 10090010800383a0, Class:  3, CF:0.434705, Len:  8, Fitness_tra: 5
Rule 65: 0090060000000000, Class:  8, CF:  1, Len:  2, Fitness_tra: 2
Rule 66: 000000700080000e, Class:  8, CF:0.916007, Len:  3, Fitness_tra: 2
Rule 67: 1701001201e10f01, Class:  8, CF:0.972245, Len: 10, Fitness_tra: 2
Rule 68: 8000020014a00603, Class:  2, CF:0.729765, Len:  7, Fitness_tra: 2
Rule 69: 0500001c161b0c00, Class:  7, CF:0.470481, Len:  8, Fitness_tra: 2
Rule 70: 300c000d00030003, Class:  1, CF:0.834, Len:  5, Fitness_tra: 2
Rule 71: 0000007005800000, Class:  9, CF:0.65186, Len:  3, Fitness_tra: 2
Rule 72: f00000100004045b, Class:  7, CF:0.997446, Len:  6, Fitness_tra: 2
Rule 73: 000e0e3280000000, Class:  5, CF:0.218871, Len:  5, Fitness_tra: 2
Rule 74: 5000000000000407, Class:  6, CF:0.967724, Len:  3, Fitness_tra: 1
Rule 75: 52008000003c0403, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule 76: 00a0000000d00cd0, Class:  4, CF:0.978243, Len:  4, Fitness_tra: 1
Rule 77: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 78: 0d6900000c00b005, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 79: 0500d0000900d006, Class:  9, CF:0.690274, Len:  5, Fitness_tra: 1
Rule 80: 0500ef000004d000, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 81: e111491c11a232b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 166a1a1311f51114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 117111113333151b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3111193517121531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ff00000000000000, Class:  9, CF:  1, Len:  0, Fitness_tra: 0
Rule 86: 0050800000000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e1a16115c121ba7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1131119ea5118141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0035000000030000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 004004e00027d620, Class:  1, CF:0.904159, Len:  8, Fitness_tra: 1
Rule 92: 3501090000510f01, Class:  9, CF:0.29934, Len:  8, Fitness_tra: -1
Rule 93: d0000e0200000c00, Class:  9, CF:0.343114, Len:  4, Fitness_tra: 0
Rule 94: 40b980020008080f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f20000c00004b0e5, Class:  5, CF:0.961912, Len:  7, Fitness_tra: 0
Rule 96: 0000006000000ce6, Class:  4, CF:0.806594, Len:  4, Fitness_tra: 2
Rule 97: 0000f00000040000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4a090000000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3500000000e1040b, Class:  7, CF:0.146168, Len:  6, Fitness_tra: 1
Rule100: e00c000000030000, Class:  9, CF:0.930462, Len:  3, Fitness_tra: 2
------Current------
Miss_rate(tra)	:12.2826
------Result------
Miss_rate(tra)	:12.2826
Miss_rate(tst)	:16.3636
ARL				:5.50575

------Generation 900------
Rule  1: 0000060050000000, Class:  0, CF:0.970549, Len:  2, Fitness_tra: 69
Rule  2: 5500000006000007, Class:  6, CF:0.983775, Len:  4, Fitness_tra: 67
Rule  3: 020e00008000000c, Class:  7, CF:0.706539, Len:  4, Fitness_tra: 47
Rule  4: 0500600000e80006, Class:  4, CF:0.721176, Len:  5, Fitness_tra: 44
Rule  5: 30095502000300af, Class:  3, CF:0.922094, Len:  8, Fitness_tra: 33
Rule  6: 1100009000040110, Class:  1, CF:0.690645, Len:  6, Fitness_tra: 26
Rule  7: 4009000000030800, Class:  8, CF:0.593219, Len:  4, Fitness_tra: 24
Rule  8: 5000000009000000, Class:  9, CF:0.905573, Len:  2, Fitness_tra: 20
Rule  9: 020000c0000c00e5, Class:  5, CF:0.847026, Len:  5, Fitness_tra: 19
Rule 10: 38090d0010a30603, Class:  2, CF:0.751898, Len:  9, Fitness_tra: 18
Rule 11: 0000000000880e0e, Class:  8, CF:0.870966, Len:  4, Fitness_tra: 18
Rule 12: 004004000030d100, Class:  2, CF:0.358147, Len:  5, Fitness_tra: 16
Rule 13: 10090002042310ab, Class:  3, CF:0.604686, Len:  9, Fitness_tra: 15
Rule 14: f8090002000000a0, Class:  3, CF:0.6231, Len:  5, Fitness_tra: 15
Rule 15: 0700000009000b00, Class:  1, CF:0.912261, Len:  3, Fitness_tra: 14
Rule 16: 8000200000000008, Class:  8, CF:0.906167, Len:  3, Fitness_tra: 14
Rule 17: 000e7e3240000060, Class:  5, CF:0.821737, Len:  7, Fitness_tra: 13
Rule 18: 0500000050d00c00, Class:  4, CF:0.768719, Len:  4, Fitness_tra: 12
Rule 19: f00000000004b055, Class:  5, CF:0.966055, Len:  5, Fitness_tra: 12
Rule 20: 30a0000000032650, Class:  2, CF:0.701446, Len:  6, Fitness_tra: 12
Rule 21: 0200200007f00be0, Class:  2, CF:0.820591, Len:  6, Fitness_tra: 10
Rule 22: 0700000009000000, Class:  1, CF:0.773078, Len:  2, Fitness_tra: 10
Rule 23: 0d09f00800e00000, Class:  9, CF:0.900644, Len:  5, Fitness_tra: 10
Rule 24: 02002d0007f30603, Class:  2, CF:0.84965, Len:  8, Fitness_tra: 9
Rule 25: 00006060000003e0, Class:  4, CF:0.872521, Len:  4, Fitness_tra: 8
Rule 26: 0000500000a4be05, Class:  5, CF:  1, Len:  6, Fitness_tra: 8
Rule 27: 0009f00f00000020, Class:  0, CF:0.794354, Len:  4, Fitness_tra: 8
Rule 28: 02000000000c000c, Class:  7, CF:0.783036, Len:  3, Fitness_tra: 8
Rule 29: 5000009800000000, Class:  9, CF:0.58365, Len:  3, Fitness_tra: 7
Rule 30: 0500f00006eb000f, Class:  6, CF:0.920766, Len:  6, Fitness_tra: 7
Rule 31: 0009f00003e3000f, Class:  6, CF:0.927207, Len:  6, Fitness_tra: 7
Rule 32: 0500110021e0dd00, Class:  0, CF:0.999903, Len:  8, Fitness_tra: 7
Rule 33: e0000000000308d0, Class:  8, CF:0.875137, Len:  4, Fitness_tra: 7
Rule 34: 1070529804a11650, Class:  2, CF:0.991083, Len: 12, Fitness_tra: 6
Rule 35: 8000000010da03a0, Class:  3, CF:0.783789, Len:  6, Fitness_tra: 6
Rule 36: 3709000000030003, Class:  1, CF:0.1505, Len:  5, Fitness_tra: 6
Rule 37: 00000000000c00a5, Class:  8, CF:0.535805, Len:  3, Fitness_tra: 6
Rule 38: d000000009000000, Class:  9, CF:0.775281, Len:  2, Fitness_tra: 6
Rule 39: 004002009027d6a0, Class:  9, CF:0.734184, Len:  8, Fitness_tra: 5
Rule 40: e00902e0002706a0, Class:  9, CF:0.978819, Len:  8, Fitness_tra: 5
Rule 41: 0500600050e1040b, Class:  6, CF:0.999959, Len:  7, Fitness_tra: 6
Rule 42: f000600000000000, Class:  4, CF:0.473579, Len:  2, Fitness_tra: 5
Rule 43: 050000005000dc06, Class:  4, CF:0.88988, Len:  5, Fitness_tra: 5
Rule 44: 0500c21204db0300, Class:  5, CF:0.444087, Len:  9, Fitness_tra: 3
Rule 45: 1501000000e10f01, Class:  9, CF:0.757935, Len:  7, Fitness_tra: 4
Rule 46: 000c50020000002f, Class:  1, CF:0.690506, Len:  5, Fitness_tra: 4
Rule 47: 500000e0000300a0, Class:  9, CF:0.743515, Len:  4, Fitness_tra: 4
Rule 48: 7000010010aa0303, Class:  2, CF:0.857073, Len:  7, Fitness_tra: 4
Rule 49: 800e0e0044070063, Class:  5, CF:0.402679, Len:  8, Fitness_tra: 4
Rule 50: 0000f00000e30800, Class:  0, CF:0.461629, Len:  4, Fitness_tra: 4
Rule 51: 100000000008010e, Class:  5, CF:0.294544, Len:  4, Fitness_tra: 4
Rule 52: 10400000020300db, Class:  7, CF:0.880623, Len:  6, Fitness_tra: 4
Rule 53: 30090e02000000c3, Class:  7, CF:0.209576, Len:  6, Fitness_tra: 4
Rule 54: 0500000000dd0b00, Class:  4, CF:0.498607, Len:  4, Fitness_tra: 4
Rule 55: 0009a0000063000c, Class:  8, CF:  1, Len:  5, Fitness_tra: 3
Rule 56: 1279000080008022, Class:  7, CF:0.652741, Len:  8, Fitness_tra: 3
Rule 57: 0500202c101b0c20, Class:  7, CF:0.822079, Len:  9, Fitness_tra: 3
Rule 58: 0000001214dbb3a0, Class:  5, CF:0.481402, Len:  9, Fitness_tra: 3
Rule 59: 050ece1204db0000, Class:  5, CF:0.717451, Len:  9, Fitness_tra: 3
Rule 60: 4000000000b8080e, Class:  5, CF:0.574265, Len:  5, Fitness_tra: 3
Rule 61: 0500e0000904d006, Class:  9, CF:0.929986, Len:  6, Fitness_tra: 3
Rule 62: 020ef0000000002f, Class:  4, CF:0.575251, Len:  5, Fitness_tra: 3
Rule 63: 3101090010600003, Class:  1, CF:0.75316, Len:  7, Fitness_tra: 3
Rule 64: 10090010800383a0, Class:  3, CF:0.434705, Len:  8, Fitness_tra: 5
Rule 65: 0090060000000000, Class:  8, CF:  1, Len:  2, Fitness_tra: 2
Rule 66: 000000700080000e, Class:  8, CF:0.916007, Len:  3, Fitness_tra: 2
Rule 67: 1701001201e10f01, Class:  8, CF:0.972245, Len: 10, Fitness_tra: 2
Rule 68: 8000020014a00603, Class:  2, CF:0.729765, Len:  7, Fitness_tra: 2
Rule 69: 0500001c161b0c00, Class:  7, CF:0.470481, Len:  8, Fitness_tra: 2
Rule 70: 300c000d00030003, Class:  1, CF:0.834, Len:  5, Fitness_tra: 2
Rule 71: 0000007005800000, Class:  9, CF:0.65186, Len:  3, Fitness_tra: 2
Rule 72: f00000100004045b, Class:  7, CF:0.997446, Len:  6, Fitness_tra: 2
Rule 73: 000e0e3280000000, Class:  5, CF:0.218871, Len:  5, Fitness_tra: 2
Rule 74: 5000000000000407, Class:  6, CF:0.967724, Len:  3, Fitness_tra: 1
Rule 75: 52008000003c0403, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule 76: 00a0000000d00cd0, Class:  4, CF:0.978243, Len:  4, Fitness_tra: 1
Rule 77: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 78: 0d6900000c00b005, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 79: 0500d0000900d006, Class:  9, CF:0.690274, Len:  5, Fitness_tra: 1
Rule 80: 0500ef000004d000, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 81: e111491c11a232b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 166a1a1311f51114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 117111113333151b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3111193517121531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ff00000000000000, Class:  9, CF:  1, Len:  0, Fitness_tra: 0
Rule 86: 0050800000000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1e1a16115c121ba7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1131119ea5118141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0035000000030000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 004004e00027d620, Class:  1, CF:0.904159, Len:  8, Fitness_tra: 1
Rule 92: 3501090000510f01, Class:  9, CF:0.29934, Len:  8, Fitness_tra: -1
Rule 93: d0000e0200000c00, Class:  9, CF:0.343114, Len:  4, Fitness_tra: 0
Rule 94: 40b980020008080f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f20000c00004b0e5, Class:  5, CF:0.961912, Len:  7, Fitness_tra: 0
Rule 96: 0000006000000ce6, Class:  4, CF:0.806594, Len:  4, Fitness_tra: 2
Rule 97: 0000f00000040000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4a090000000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3500000000e1040b, Class:  7, CF:0.146168, Len:  6, Fitness_tra: 1
Rule100: e00c000000030000, Class:  9, CF:0.930462, Len:  3, Fitness_tra: 2
------Current------
Miss_rate(tra)	:12.2826
------Result------
Miss_rate(tra)	:12.2826
Miss_rate(tst)	:16.3636
ARL				:5.50575

------Generation 1000------
Rule  1: 0000060050000000, Class:  0, CF:0.970549, Len:  2, Fitness_tra: 69
Rule  2: 5500000006000007, Class:  6, CF:0.983775, Len:  4, Fitness_tra: 68
Rule  3: 020e00008000000c, Class:  7, CF:0.706539, Len:  4, Fitness_tra: 49
Rule  4: 0500600000e80006, Class:  4, CF:0.721176, Len:  5, Fitness_tra: 44
Rule  5: 30095502000300af, Class:  3, CF:0.922094, Len:  8, Fitness_tra: 32
Rule  6: 1100009000040110, Class:  1, CF:0.690645, Len:  6, Fitness_tra: 25
Rule  7: 4009000000030800, Class:  8, CF:0.593219, Len:  4, Fitness_tra: 20
Rule  8: 5000000009000000, Class:  9, CF:0.905573, Len:  2, Fitness_tra: 20
Rule  9: 020000c0000c00e5, Class:  5, CF:0.847026, Len:  5, Fitness_tra: 19
Rule 10: 38090d0010a30603, Class:  2, CF:0.751898, Len:  9, Fitness_tra: 19
Rule 11: 0000000000880e0e, Class:  8, CF:0.870966, Len:  4, Fitness_tra: 18
Rule 12: f8090002000000a0, Class:  3, CF:0.6231, Len:  5, Fitness_tra: 17
Rule 13: 10090002042310ab, Class:  3, CF:0.604686, Len:  9, Fitness_tra: 15
Rule 14: 0700000009000b00, Class:  1, CF:0.912261, Len:  3, Fitness_tra: 14
Rule 15: 000e7e3240000060, Class:  5, CF:0.821737, Len:  7, Fitness_tra: 13
Rule 16: 2000200006000008, Class:  8, CF:0.65982, Len:  4, Fitness_tra: 11
Rule 17: 004004000030d100, Class:  2, CF:0.358147, Len:  5, Fitness_tra: 12
Rule 18: 0500000050d00c00, Class:  4, CF:0.768719, Len:  4, Fitness_tra: 12
Rule 19: f00000000004b055, Class:  5, CF:0.966055, Len:  5, Fitness_tra: 12
Rule 20: 30a0000000032650, Class:  2, CF:0.701446, Len:  6, Fitness_tra: 12
Rule 21: 0200200007f00be0, Class:  2, CF:0.820591, Len:  6, Fitness_tra: 11
Rule 22: 0700000009000000, Class:  1, CF:0.773078, Len:  2, Fitness_tra: 10
Rule 23: 0d09f00800e00000, Class:  9, CF:0.900644, Len:  5, Fitness_tra: 10
Rule 24: 02002d0007f30603, Class:  2, CF:0.84965, Len:  8, Fitness_tra: 10
Rule 25: 8000200000000008, Class:  8, CF:0.906167, Len:  3, Fitness_tra: 9
Rule 26: 00006060000003e0, Class:  4, CF:0.872521, Len:  4, Fitness_tra: 9
Rule 27: 0000500000a4be05, Class:  5, CF:  1, Len:  6, Fitness_tra: 8
Rule 28: 02000000000c000c, Class:  7, CF:0.783036, Len:  3, Fitness_tra: 8
Rule 29: 0009f00f00000020, Class:  0, CF:0.794354, Len:  4, Fitness_tra: 8
Rule 30: 5000009800000000, Class:  9, CF:0.58365, Len:  3, Fitness_tra: 7
Rule 31: 0009f00003e3000f, Class:  6, CF:0.927207, Len:  6, Fitness_tra: 7
Rule 32: 0500110021e0dd00, Class:  0, CF:0.999903, Len:  8, Fitness_tra: 7
Rule 33: 0500f00006eb000f, Class:  6, CF:0.920766, Len:  6, Fitness_tra: 7
Rule 34: 004002009027d6a0, Class:  9, CF:0.734184, Len:  8, Fitness_tra: 7
Rule 35: e0000000000308d0, Class:  8, CF:0.875137, Len:  4, Fitness_tra: 6
Rule 36: 30090e02000000c3, Class:  7, CF:0.209576, Len:  6, Fitness_tra: 6
Rule 37: 300955020030d10f, Class:  2, CF:0.992148, Len:  9, Fitness_tra: 6
Rule 38: 0500600050e1040b, Class:  6, CF:0.999959, Len:  7, Fitness_tra: 6
Rule 39: 050000005000dc06, Class:  4, CF:0.88988, Len:  5, Fitness_tra: 6
Rule 40: d000000009000000, Class:  9, CF:0.775281, Len:  2, Fitness_tra: 6
Rule 41: 8000000010da03a0, Class:  3, CF:0.783789, Len:  6, Fitness_tra: 6
Rule 42: 3809004080a30603, Class:  1, CF:0.425191, Len:  9, Fitness_tra: 6
Rule 43: 00000000000c00a5, Class:  8, CF:0.535805, Len:  3, Fitness_tra: 6
Rule 44: 1070529804a11650, Class:  2, CF:0.991083, Len: 12, Fitness_tra: 5
Rule 45: 3709000000030003, Class:  1, CF:0.1505, Len:  5, Fitness_tra: 5
Rule 46: e00902e0002706a0, Class:  9, CF:0.978819, Len:  8, Fitness_tra: 5
Rule 47: f000600000000000, Class:  4, CF:0.473579, Len:  2, Fitness_tra: 5
Rule 48: 10090010800383a0, Class:  3, CF:0.434705, Len:  8, Fitness_tra: 4
Rule 49: 800e0e0044070063, Class:  5, CF:0.402679, Len:  8, Fitness_tra: 4
Rule 50: 0000f00000e30800, Class:  0, CF:0.461629, Len:  4, Fitness_tra: 4
Rule 51: 100000000008010e, Class:  5, CF:0.294544, Len:  4, Fitness_tra: 4
Rule 52: 10400000020300db, Class:  7, CF:0.880623, Len:  6, Fitness_tra: 3
Rule 53: 000c50020000002f, Class:  1, CF:0.690506, Len:  5, Fitness_tra: 4
Rule 54: 0500000000dd0b00, Class:  4, CF:0.498607, Len:  4, Fitness_tra: 4
Rule 55: 500000e0000300a0, Class:  9, CF:0.743515, Len:  4, Fitness_tra: 4
Rule 56: 7000010010aa0303, Class:  2, CF:0.857073, Len:  7, Fitness_tra: 4
Rule 57: 1501000000e10f01, Class:  9, CF:0.757935, Len:  7, Fitness_tra: 3
Rule 58: 0000001214dbb3a0, Class:  5, CF:0.481402, Len:  9, Fitness_tra: 3
Rule 59: 050ece1204db0000, Class:  5, CF:0.717451, Len:  9, Fitness_tra: 3
Rule 60: 4000000000b8080e, Class:  5, CF:0.574265, Len:  5, Fitness_tra: 3
Rule 61: 0500e0000904d006, Class:  9, CF:0.929986, Len:  6, Fitness_tra: 3
Rule 62: 020ef0000000002f, Class:  4, CF:0.575251, Len:  5, Fitness_tra: 3
Rule 63: 0500c21204db0300, Class:  5, CF:0.444087, Len:  9, Fitness_tra: 3
Rule 64: 0009a0000063000c, Class:  8, CF:  1, Len:  5, Fitness_tra: 3
Rule 65: 8000020014a00603, Class:  2, CF:0.729765, Len:  7, Fitness_tra: 3
Rule 66: f0000002001c0ba0, Class:  1, CF:0.605143, Len:  6, Fitness_tra: 3
Rule 67: 000e0e3280000000, Class:  5, CF:0.218871, Len:  5, Fitness_tra: 1
Rule 68: 1279000080008022, Class:  7, CF:0.652741, Len:  8, Fitness_tra: 3
Rule 69: 0500202c101b0c20, Class:  7, CF:0.822079, Len:  9, Fitness_tra: 3
Rule 70: 3101090010600003, Class:  1, CF:0.75316, Len:  7, Fitness_tra: 2
Rule 71: 0000007005800000, Class:  9, CF:0.65186, Len:  3, Fitness_tra: 0
Rule 72: f00000100004045b, Class:  7, CF:0.997446, Len:  6, Fitness_tra: 2
Rule 73: 0090060000000000, Class:  8, CF:  1, Len:  2, Fitness_tra: 2
Rule 74: e00c000000030000, Class:  9, CF:0.930462, Len:  3, Fitness_tra: 2
Rule 75: 0000006000000ce6, Class:  4, CF:0.806594, Len:  4, Fitness_tra: 2
Rule 76: 000000700080000e, Class:  8, CF:0.916007, Len:  3, Fitness_tra: 2
Rule 77: 1701001201e10f01, Class:  8, CF:0.972245, Len: 10, Fitness_tra: 2
Rule 78: 3009000200e050c3, Class:  3, CF:0.299484, Len:  7, Fitness_tra: 2
Rule 79: 0500001c161b0c00, Class:  7, CF:0.470481, Len:  8, Fitness_tra: 2
Rule 80: 300c000d00030003, Class:  1, CF:0.834, Len:  5, Fitness_tra: 2
Rule 81: 33111114421da313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11511424113eaa23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000900d00f40b00, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule 84: 6a3113213d328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 731f3e5d316217b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: c11aa39131121471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0029000000400000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0590060000000000, Class:  8, CF:  1, Len:  3, Fitness_tra: 0
Rule 89: 6a16151812171c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 91: 8000040000030000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 10000000b02d0ba0, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 93: d009500079000000, Class:  9, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 00001e2280e0000b, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 550000005600dc06, Class:  4, CF:0.954387, Len:  7, Fitness_tra: 0
Rule 96: 0000000d00030e03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d200000000fc9605, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000553000030005, Class:  8, CF:0.9904, Len:  5, Fitness_tra: 0
Rule 99: 1000000040a300db, Class:  7, CF:0.675185, Len:  6, Fitness_tra: 3
Rule100: 700e053280000100, Class:  5, CF:0.328741, Len:  7, Fitness_tra: 2
------Current------
Miss_rate(tra)	:11.3043
------Result------
Miss_rate(tra)	:11.3043
Miss_rate(tst)	:15
ARL				:5.5618

------Generation 2000------
Rule  1: 0000060050000000, Class:  0, CF:0.970549, Len:  2, Fitness_tra: 63
Rule  2: 5500000006000007, Class:  6, CF:0.983775, Len:  4, Fitness_tra: 68
Rule  3: 020e00008000000c, Class:  7, CF:0.706539, Len:  4, Fitness_tra: 50
Rule  4: 0500600000e80006, Class:  4, CF:0.721176, Len:  5, Fitness_tra: 46
