------Generation 0------
Rule  1: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 009000000e000000, Class:  9, CF:0.769452, Len:  2, Fitness_tra: 2
Rule 76: 0009706d20000063, Class:  5, CF:0.520321, Len:  7, Fitness_tra: 2
Rule 77: c518000022900045, Class:  0, CF:0.919525, Len:  9, Fitness_tra: 2
Rule 78: 0d00b00000a01c20, Class:  8, CF:0.957996, Len:  6, Fitness_tra: 2
Rule 79: 0500000010a01018, Class:  8, CF:0.862041, Len:  6, Fitness_tra: 2
Rule 80: 5000004000040c08, Class:  8, CF:0.989083, Len:  5, Fitness_tra: 2
Rule 81: 0500606000300000, Class:  1, CF:0.372219, Len:  4, Fitness_tra: 1
Rule 82: 1113131611951284, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 635691a1111212bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0e00000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 211f636531141815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13131111133291b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2111165118211b3b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 415f365d95611421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3933191151b21163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 050000606d000000, Class:  9, CF:0.0677591, Len:  4, Fitness_tra: 0
Rule 92: 092010010c0b4100, Class:  5, CF:0.368369, Len:  0, Fitness_tra: 0
Rule 93: 0c34a0010c0b4600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b90000010d000000, Class:  4, CF:0.0520415, Len:  4, Fitness_tra: 1
Rule 95: d069006002011013, Class:  6, CF:0.997316, Len:  9, Fitness_tra: 0
Rule 96: d90010a02a410010, Class:  6, CF:0.936056, Len:  9, Fitness_tra: 0
Rule 97: 500e004000040850, Class:  8, CF:0.985347, Len:  0, Fitness_tra: 0
Rule 98: 091050010c030100, Class:  3, CF:0.362358, Len:  7, Fitness_tra: 6
Rule 99: 0009705925000003, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 090000600b200c0e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.6522
------Result------
Miss_rate(tra)	:10.6522
Miss_rate(tst)	:10.4545
ARL				:5.77907

------Generation 900------
Rule  1: 0000500000001650, Class:  2, CF:0.48287, Len:  4, Fitness_tra: 49
Rule  2: 0530000000000e50, Class:  5, CF:0.999671, Len:  4, Fitness_tra: 42
Rule  3: 0500d00c07004000, Class:  3, CF:0.165056, Len:  5, Fitness_tra: 34
Rule  4: 090090000000100c, Class:  7, CF:0.90198, Len:  4, Fitness_tra: 31
Rule  5: 090050500c0b0000, Class:  3, CF:0.164548, Len:  5, Fitness_tra: 24
Rule  6: 00000f0050000000, Class:  0, CF:0.994387, Len:  2, Fitness_tra: 29
Rule  7: 6108000020040021, Class:  1, CF:0.94129, Len:  7, Fitness_tra: 26
Rule  8: 6900d0000006000c, Class:  7, CF:0.981973, Len:  5, Fitness_tra: 24
Rule  9: 001070600a010010, Class:  6, CF:0.986149, Len:  6, Fitness_tra: 23
Rule 10: 00007060000004a0, Class:  6, CF:0.818091, Len:  4, Fitness_tra: 23
Rule 11: 61c000005d000000, Class:  1, CF:0.923729, Len:  5, Fitness_tra: 21
Rule 12: 00000a0050000000, Class:  0, CF:0.987837, Len:  2, Fitness_tra: 18
Rule 13: 021010110a211010, Class:  6, CF:0.835172, Len: 10, Fitness_tra: 18
Rule 14: 0030a00000010650, Class:  4, CF:0.958735, Len:  5, Fitness_tra: 16
Rule 15: 092010010c0b4100, Class:  5, CF:0.368369, Len:  8, Fitness_tra: 15
Rule 16: 0500000050000018, Class:  0, CF:0.914913, Len:  4, Fitness_tra: 15
Rule 17: 02000000000c000c, Class:  7, CF:0.798894, Len:  3, Fitness_tra: 15
Rule 18: 0518001122900043, Class:  4, CF:0.961818, Len: 10, Fitness_tra: 15
Rule 19: 0d00000000000c18, Class:  8, CF:0.87242, Len:  4, Fitness_tra: 12
Rule 20: 0508001212080003, Class:  9, CF:0.797359, Len:  8, Fitness_tra: 11
Rule 21: 05000000600000ae, Class:  8, CF:  1, Len:  4, Fitness_tra: 11
Rule 22: 1019100010101020, Class:  2, CF:0.154341, Len:  8, Fitness_tra: 11
Rule 23: 0009b00000001800, Class:  8, CF:0.659277, Len:  4, Fitness_tra: 11
Rule 24: 090000600d000000, Class:  5, CF:0.205685, Len:  3, Fitness_tra: 10
Rule 25: 0004011010000070, Class:  8, CF:0.293395, Len:  5, Fitness_tra: 10
Rule 26: 500e004000040850, Class:  8, CF:0.985347, Len:  6, Fitness_tra: 9
Rule 27: 050006004c000000, Class:  8, CF:0.855802, Len:  4, Fitness_tra: 9
Rule 28: 090d000100100043, Class:  4, CF:0.501079, Len:  6, Fitness_tra: 9
Rule 29: b90000800d000000, Class:  4, CF:0.433952, Len:  4, Fitness_tra: 9
Rule 30: 050000000b00ec20, Class:  4, CF:0.911632, Len:  5, Fitness_tra: 9
Rule 31: 050010002a010015, Class:  0, CF:0.337915, Len:  7, Fitness_tra: 9
Rule 32: d90000802d900000, Class:  9, CF:0.920493, Len:  6, Fitness_tra: 8
Rule 33: d90000800d000000, Class:  9, CF:0.722991, Len:  4, Fitness_tra: 8
Rule 34: 0500a0004c070003, Class:  4, CF:0.610144, Len:  6, Fitness_tra: 7
Rule 35: d009100002011113, Class:  9, CF:0.74483, Len:  9, Fitness_tra: 8
Rule 36: d508000022010013, Class:  9, CF:0.676123, Len:  8, Fitness_tra: 7
Rule 37: 0540101060310010, Class:  6, CF:0.968034, Len:  8, Fitness_tra: 7
Rule 38: 0300000020400003, Class:  1, CF:0.938138, Len:  4, Fitness_tra: 7
Rule 39: 1010500d5c00011b, Class:  3, CF:0.794086, Len:  9, Fitness_tra: 6
Rule 40: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 7
Rule 41: 6108000040000021, Class:  1, CF:0.764845, Len:  6, Fitness_tra: 7
Rule 42: b92950000d000000, Class:  5, CF:0.483539, Len:  6, Fitness_tra: 7
Rule 43: 0009000000090c00, Class:  4, CF:0.889457, Len:  3, Fitness_tra: 7
Rule 44: bd20000000a00020, Class:  2, CF:0.266023, Len:  5, Fitness_tra: 6
Rule 45: 050000600b000c20, Class:  4, CF:0.893014, Len:  5, Fitness_tra: 6
Rule 46: 1010000d5c00001b, Class:  3, CF:0.598439, Len:  7, Fitness_tra: 6
Rule 47: 001910001c100020, Class:  2, CF:0.471736, Len:  7, Fitness_tra: 6
Rule 48: 021418100a230010, Class:  6, CF:0.956545, Len: 10, Fitness_tra: 6
Rule 49: 4019101002000043, Class:  4, CF:0.645137, Len:  8, Fitness_tra: 5
Rule 50: 000000121e080003, Class:  9, CF:0.880375, Len:  6, Fitness_tra: 5
Rule 51: 050006005000000e, Class:  0, CF:0.999084, Len:  4, Fitness_tra: 5
Rule 52: a40000400c000043, Class:  3, CF:0.383731, Len:  6, Fitness_tra: 5
Rule 53: 000070892c010000, Class:  9, CF:0.713049, Len:  6, Fitness_tra: 5
Rule 54: 9d0000000d050000, Class:  9, CF:  1, Len:  4, Fitness_tra: 5
Rule 55: 0e00b0010a01000c, Class:  6, CF:0.835355, Len:  6, Fitness_tra: 5
Rule 56: 0008001042000017, Class:  8, CF:0.536603, Len:  6, Fitness_tra: 5
Rule 57: 0900d05080000000, Class:  7, CF:0.223528, Len:  4, Fitness_tra: 4
Rule 58: 0500501050080003, Class:  9, CF:0.933157, Len:  6, Fitness_tra: 4
Rule 59: 9d00d0000d004000, Class:  9, CF:0.999887, Len:  5, Fitness_tra: 4
Rule 60: 0d00000000a00c20, Class:  8, CF:0.389847, Len:  4, Fitness_tra: 4
Rule 61: 600910e00dc01113, Class:  7, CF:0.695039, Len: 10, Fitness_tra: 5
Rule 62: 000910e008011113, Class:  9, CF:0.29228, Len:  9, Fitness_tra: 3
Rule 63: 021050510a010000, Class:  7, CF:0.548883, Len:  7, Fitness_tra: 3
Rule 64: 050010006a010015, Class:  8, CF:0.963306, Len:  7, Fitness_tra: 3
Rule 65: 920000000000009c, Class:  8, CF:0.738897, Len:  4, Fitness_tra: 3
Rule 66: d9009d000d900000, Class:  9, CF:0.997951, Len:  6, Fitness_tra: 3
Rule 67: 01c010005d000000, Class:  9, CF:0.0419079, Len:  5, Fitness_tra: 3
Rule 68: 9500a0004c070003, Class:  5, CF:0.624903, Len:  7, Fitness_tra: 3
Rule 69: 054006006030000e, Class:  5, CF:0.995867, Len:  6, Fitness_tra: 4
Rule 70: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 71: 0598000022010013, Class:  9, CF:0.569893, Len:  8, Fitness_tra: 2
Rule 72: 00009f1000000030, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 73: d90010002a011010, Class:  6, CF:0.70767, Len:  8, Fitness_tra: 2
Rule 74: 0c10750942071103, Class:  1, CF:0.267201, Len: 11, Fitness_tra: 2
Rule 75: 009000000e000000, Class:  9, CF:0.769452, Len:  2, Fitness_tra: 2
Rule 76: 0009706d20000063, Class:  5, CF:0.520321, Len:  7, Fitness_tra: 2
Rule 77: c518000022900045, Class:  0, CF:0.919525, Len:  9, Fitness_tra: 2
Rule 78: 0d00b00000a01c20, Class:  8, CF:0.957996, Len:  6, Fitness_tra: 2
Rule 79: 0500000010a01018, Class:  8, CF:0.862041, Len:  6, Fitness_tra: 2
Rule 80: 5000004000040c08, Class:  8, CF:0.989083, Len:  5, Fitness_tra: 2
Rule 81: 0500606000300000, Class:  1, CF:0.372219, Len:  4, Fitness_tra: 1
Rule 82: 1113131611951284, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 635691a1111212bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0e00000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 211f636531141815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13131111133291b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2111165118211b3b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 415f365d95611421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3933191151b21163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 050000606d000000, Class:  9, CF:0.0677591, Len:  4, Fitness_tra: 0
Rule 92: 092010010c0b4100, Class:  5, CF:0.368369, Len:  0, Fitness_tra: 0
Rule 93: 0c34a0010c0b4600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b90000010d000000, Class:  4, CF:0.0520415, Len:  4, Fitness_tra: 1
Rule 95: d069006002011013, Class:  6, CF:0.997316, Len:  9, Fitness_tra: 0
Rule 96: d90010a02a410010, Class:  6, CF:0.936056, Len:  9, Fitness_tra: 0
Rule 97: 500e004000040850, Class:  8, CF:0.985347, Len:  0, Fitness_tra: 0
Rule 98: 091050010c030100, Class:  3, CF:0.362358, Len:  7, Fitness_tra: 6
Rule 99: 0009705925000003, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 090000600b200c0e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.6522
------Result------
Miss_rate(tra)	:10.6522
Miss_rate(tst)	:10.4545
ARL				:5.77907

------Generation 1000------
Rule  1: 0000500000001650, Class:  2, CF:0.48287, Len:  4, Fitness_tra: 49
Rule  2: 0530000000000e50, Class:  5, CF:0.999671, Len:  4, Fitness_tra: 42
Rule  3: 0500d00c07004000, Class:  3, CF:0.165056, Len:  5, Fitness_tra: 34
Rule  4: 090090000000100c, Class:  7, CF:0.90198, Len:  4, Fitness_tra: 31
Rule  5: 090050500c0b0000, Class:  3, CF:0.164548, Len:  5, Fitness_tra: 24
Rule  6: 00000f0050000000, Class:  0, CF:0.994387, Len:  2, Fitness_tra: 29
Rule  7: 6108000020040021, Class:  1, CF:0.94129, Len:  7, Fitness_tra: 26
Rule  8: 6900d0000006000c, Class:  7, CF:0.981973, Len:  5, Fitness_tra: 24
Rule  9: 001070600a010010, Class:  6, CF:0.986149, Len:  6, Fitness_tra: 23
Rule 10: 00007060000004a0, Class:  6, CF:0.818091, Len:  4, Fitness_tra: 23
Rule 11: 61c000005d000000, Class:  1, CF:0.923729, Len:  5, Fitness_tra: 21
Rule 12: 00000a0050000000, Class:  0, CF:0.987837, Len:  2, Fitness_tra: 18
Rule 13: 021010110a211010, Class:  6, CF:0.835172, Len: 10, Fitness_tra: 18
Rule 14: 0030a00000010650, Class:  4, CF:0.958735, Len:  5, Fitness_tra: 16
Rule 15: 092010010c0b4100, Class:  5, CF:0.368369, Len:  8, Fitness_tra: 15
Rule 16: 0500000050000018, Class:  0, CF:0.914913, Len:  4, Fitness_tra: 15
Rule 17: 02000000000c000c, Class:  7, CF:0.798894, Len:  3, Fitness_tra: 15
Rule 18: 0518001122900043, Class:  4, CF:0.961818, Len: 10, Fitness_tra: 15
Rule 19: 0d00000000000c18, Class:  8, CF:0.87242, Len:  4, Fitness_tra: 12
Rule 20: 0508001212080003, Class:  9, CF:0.797359, Len:  8, Fitness_tra: 11
Rule 21: 05000000600000ae, Class:  8, CF:  1, Len:  4, Fitness_tra: 11
Rule 22: 1019100010101020, Class:  2, CF:0.154341, Len:  8, Fitness_tra: 11
Rule 23: 0009b00000001800, Class:  8, CF:0.659277, Len:  4, Fitness_tra: 11
Rule 24: 090000600d000000, Class:  5, CF:0.205685, Len:  3, Fitness_tra: 10
Rule 25: 0004011010000070, Class:  8, CF:0.293395, Len:  5, Fitness_tra: 10
Rule 26: 500e004000040850, Class:  8, CF:0.985347, Len:  6, Fitness_tra: 9
Rule 27: 050006004c000000, Class:  8, CF:0.855802, Len:  4, Fitness_tra: 9
Rule 28: 090d000100100043, Class:  4, CF:0.501079, Len:  6, Fitness_tra: 9
Rule 29: b90000800d000000, Class:  4, CF:0.433952, Len:  4, Fitness_tra: 9
Rule 30: 050000000b00ec20, Class:  4, CF:0.911632, Len:  5, Fitness_tra: 9
Rule 31: 050010002a010015, Class:  0, CF:0.337915, Len:  7, Fitness_tra: 9
Rule 32: d90000802d900000, Class:  9, CF:0.920493, Len:  6, Fitness_tra: 8
Rule 33: d90000800d000000, Class:  9, CF:0.722991, Len:  4, Fitness_tra: 8
Rule 34: 0500a0004c070003, Class:  4, CF:0.610144, Len:  6, Fitness_tra: 7
Rule 35: d009100002011113, Class:  9, CF:0.74483, Len:  9, Fitness_tra: 8
Rule 36: d508000022010013, Class:  9, CF:0.676123, Len:  8, Fitness_tra: 7
Rule 37: 0540101060310010, Class:  6, CF:0.968034, Len:  8, Fitness_tra: 7
Rule 38: 0300000020400003, Class:  1, CF:0.938138, Len:  4, Fitness_tra: 7
Rule 39: 1010500d5c00011b, Class:  3, CF:0.794086, Len:  9, Fitness_tra: 6
Rule 40: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 7
Rule 41: 6108000040000021, Class:  1, CF:0.764845, Len:  6, Fitness_tra: 7
Rule 42: b92950000d000000, Class:  5, CF:0.483539, Len:  6, Fitness_tra: 7
Rule 43: 0009000000090c00, Class:  4, CF:0.889457, Len:  3, Fitness_tra: 7
Rule 44: bd20000000a00020, Class:  2, CF:0.266023, Len:  5, Fitness_tra: 6
Rule 45: 050000600b000c20, Class:  4, CF:0.893014, Len:  5, Fitness_tra: 6
Rule 46: 1010000d5c00001b, Class:  3, CF:0.598439, Len:  7, Fitness_tra: 6
Rule 47: 001910001c100020, Class:  2, CF:0.471736, Len:  7, Fitness_tra: 6
Rule 48: 021418100a230010, Class:  6, CF:0.956545, Len: 10, Fitness_tra: 6
Rule 49: 4019101002000043, Class:  4, CF:0.645137, Len:  8, Fitness_tra: 5
Rule 50: 000000121e080003, Class:  9, CF:0.880375, Len:  6, Fitness_tra: 5
Rule 51: 050006005000000e, Class:  0, CF:0.999084, Len:  4, Fitness_tra: 5
Rule 52: a40000400c000043, Class:  3, CF:0.383731, Len:  6, Fitness_tra: 5
Rule 53: 000070892c010000, Class:  9, CF:0.713049, Len:  6, Fitness_tra: 5
Rule 54: 9d0000000d050000, Class:  9, CF:  1, Len:  4, Fitness_tra: 5
Rule 55: 0e00b0010a01000c, Class:  6, CF:0.835355, Len:  6, Fitness_tra: 5
Rule 56: 0008001042000017, Class:  8, CF:0.536603, Len:  6, Fitness_tra: 5
Rule 57: 0900d05080000000, Class:  7, CF:0.223528, Len:  4, Fitness_tra: 4
Rule 58: 0500501050080003, Class:  9, CF:0.933157, Len:  6, Fitness_tra: 4
Rule 59: 9d00d0000d004000, Class:  9, CF:0.999887, Len:  5, Fitness_tra: 4
Rule 60: 0d00000000a00c20, Class:  8, CF:0.389847, Len:  4, Fitness_tra: 4
Rule 61: 600910e00dc01113, Class:  7, CF:0.695039, Len: 10, Fitness_tra: 5
Rule 62: 000910e008011113, Class:  9, CF:0.29228, Len:  9, Fitness_tra: 3
Rule 63: 021050510a010000, Class:  7, CF:0.548883, Len:  7, Fitness_tra: 3
Rule 64: 050010006a010015, Class:  8, CF:0.963306, Len:  7, Fitness_tra: 3
Rule 65: 920000000000009c, Class:  8, CF:0.738897, Len:  4, Fitness_tra: 3
Rule 66: d9009d000d900000, Class:  9, CF:0.997951, Len:  6, Fitness_tra: 3
Rule 67: 01c010005d000000, Class:  9, CF:0.0419079, Len:  5, Fitness_tra: 3
Rule 68: 9500a0004c070003, Class:  5, CF:0.624903, Len:  7, Fitness_tra: 3
Rule 69: 054006006030000e, Class:  5, CF:0.995867, Len:  6, Fitness_tra: 4
Rule 70: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 71: 0598000022010013, Class:  9, CF:0.569893, Len:  8, Fitness_tra: 2
Rule 72: 00009f1000000030, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 73: d90010002a011010, Class:  6, CF:0.70767, Len:  8, Fitness_tra: 2
Rule 74: 0c10750942071103, Class:  1, CF:0.267201, Len: 11, Fitness_tra: 2
Rule 75: 009000000e000000, Class:  9, CF:0.769452, Len:  2, Fitness_tra: 2
Rule 76: 0009706d20000063, Class:  5, CF:0.520321, Len:  7, Fitness_tra: 2
Rule 77: c518000022900045, Class:  0, CF:0.919525, Len:  9, Fitness_tra: 2
Rule 78: 0d00b00000a01c20, Class:  8, CF:0.957996, Len:  6, Fitness_tra: 2
Rule 79: 0500000010a01018, Class:  8, CF:0.862041, Len:  6, Fitness_tra: 2
Rule 80: 5000004000040c08, Class:  8, CF:0.989083, Len:  5, Fitness_tra: 2
Rule 81: 0500606000300000, Class:  1, CF:0.372219, Len:  4, Fitness_tra: 1
Rule 82: 1113131611951284, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 635691a1111212bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0e00000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 211f636531141815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13131111133291b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2111165118211b3b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 415f365d95611421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3933191151b21163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 050000606d000000, Class:  9, CF:0.0677591, Len:  4, Fitness_tra: 0
Rule 92: 092010010c0b4100, Class:  5, CF:0.368369, Len:  0, Fitness_tra: 0
Rule 93: 0c34a0010c0b4600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b90000010d000000, Class:  4, CF:0.0520415, Len:  4, Fitness_tra: 1
Rule 95: d069006002011013, Class:  6, CF:0.997316, Len:  9, Fitness_tra: 0
Rule 96: d90010a02a410010, Class:  6, CF:0.936056, Len:  9, Fitness_tra: 0
Rule 97: 500e004000040850, Class:  8, CF:0.985347, Len:  0, Fitness_tra: 0
Rule 98: 091050010c030100, Class:  3, CF:0.362358, Len:  7, Fitness_tra: 6
Rule 99: 0009705925000003, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 090000600b200c0e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.6522
------Result------
Miss_rate(tra)	:10.6522
Miss_rate(tst)	:10.4545
ARL				:5.77907

------Generation 2000------
Rule  1: 0000500000001650, Class:  2, CF:0.48287, Len:  4, Fitness_tra: 49
Rule  2: 0530000000000e50, Class:  5, CF:0.999671, Len:  4, Fitness_tra: 42
Rule  3: 0500d00c07004000, Class:  3, CF:0.165056, Len:  5, Fitness_tra: 34
Rule  4: 090090000000100c, Class:  7, CF:0.90198, Len:  4, Fitness_tra: 31
Rule  5: 00000f0050000000, Class:  0, CF:0.994387, Len:  2, Fitness_tra: 29
Rule  6: 6108000020040021, Class:  1, CF:0.94129, Len:  7, Fitness_tra: 26
Rule  7: 090050500c0b0000, Class:  3, CF:0.164548, Len:  5, Fitness_tra: 24
Rule  8: 6900d0000006000c, Class:  7, CF:0.981973, Len:  5, Fitness_tra: 24
Rule  9: 001070600a010010, Class:  6, CF:0.986149, Len:  6, Fitness_tra: 23
Rule 10: 00007060000004a0, Class:  6, CF:0.818091, Len:  4, Fitness_tra: 23
Rule 11: 61c000005d000000, Class:  1, CF:0.923729, Len:  5, Fitness_tra: 22
Rule 12: 00000a0050000000, Class:  0, CF:0.987837, Len:  2, Fitness_tra: 18
Rule 13: 021010110a211010, Class:  6, CF:0.835172, Len: 10, Fitness_tra: 18
Rule 14: 0030a00000010650, Class:  4, CF:0.958735, Len:  5, Fitness_tra: 13
Rule 15: 092010010c0b4100, Class:  5, CF:0.368369, Len:  8, Fitness_tra: 15
Rule 16: 0500000050000018, Class:  0, CF:0.914913, Len:  4, Fitness_tra: 15
Rule 17: 02000000000c000c, Class:  7, CF:0.798894, Len:  3, Fitness_tra: 15
Rule 18: 0518001122900043, Class:  4, CF:0.961818, Len: 10, Fitness_tra: 6
Rule 19: 0d00000000000c18, Class:  8, CF:0.87242, Len:  4, Fitness_tra: 12
Rule 20: 0508001212080003, Class:  9, CF:0.797359, Len:  8, Fitness_tra: 11
Rule 21: 05000000600000ae, Class:  8, CF:  1, Len:  4, Fitness_tra: 11
Rule 22: 1019100010101020, Class:  2, CF:0.154341, Len:  8, Fitness_tra: 11
Rule 23: 0009b00000001800, Class:  8, CF:0.659277, Len:  4, Fitness_tra: 11
Rule 24: 090000600d000000, Class:  5, CF:0.205685, Len:  3, Fitness_tra: 10
Rule 25: 0004011010000070, Class:  8, CF:0.293395, Len:  5, Fitness_tra: 10
Rule 26: 500e004000040850, Class:  8, CF:0.985347, Len:  6, Fitness_tra: 9
Rule 27: 050006004c000000, Class:  8, CF:0.855802, Len:  4, Fitness_tra: 9
Rule 28: 090d000100100043, Class:  4, CF:0.501079, Len:  6, Fitness_tra: 6
Rule 29: b90000800d000000, Class:  4, CF:0.433952, Len:  4, Fitness_tra: 3
Rule 30: 050000000b00ec20, Class:  4, CF:0.911632, Len:  5, Fitness_tra: 5
Rule 31: 050010002a010015, Class:  0, CF:0.337915, Len:  7, Fitness_tra: 9
Rule 32: d90000802d900000, Class:  9, CF:0.920493, Len:  6, Fitness_tra: 8
Rule 33: d90000800d000000, Class:  9, CF:0.722991, Len:  4, Fitness_tra: 9
Rule 34: d009100002011113, Class:  9, CF:0.74483, Len:  9, Fitness_tra: 8
Rule 35: 0500a0004c070003, Class:  4, CF:0.610144, Len:  6, Fitness_tra: 7
Rule 36: d508000022010013, Class:  9, CF:0.676123, Len:  8, Fitness_tra: 7
Rule 37: 0540101060310010, Class:  6, CF:0.968034, Len:  8, Fitness_tra: 7
Rule 38: 0300000020400003, Class:  1, CF:0.938138, Len:  4, Fitness_tra: 7
Rule 39: 0009000000090c00, Class:  4, CF:0.889457, Len:  3, Fitness_tra: 5
Rule 40: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 8
Rule 41: 6108000040000021, Class:  1, CF:0.764845, Len:  6, Fitness_tra: 7
Rule 42: b92950000d000000, Class:  5, CF:0.483539, Len:  6, Fitness_tra: 7
Rule 43: 1010500d5c00011b, Class:  3, CF:0.794086, Len:  9, Fitness_tra: 6
Rule 44: bd20000000a00020, Class:  2, CF:0.266023, Len:  5, Fitness_tra: 5
Rule 45: 050000600b000c20, Class:  4, CF:0.893014, Len:  5, Fitness_tra: 6
Rule 46: 1010000d5c00001b, Class:  3, CF:0.598439, Len:  7, Fitness_tra: 6
Rule 47: 001910001c100020, Class:  2, CF:0.471736, Len:  7, Fitness_tra: 6
Rule 48: 021418100a230010, Class:  6, CF:0.956545, Len: 10, Fitness_tra: 6
Rule 49: 091050010c030100, Class:  3, CF:0.362358, Len:  7, Fitness_tra: 6
Rule 50: 4019101002000043, Class:  4, CF:0.645137, Len:  8, Fitness_tra: 5
Rule 51: 050006005000000e, Class:  0, CF:0.999084, Len:  4, Fitness_tra: 5
Rule 52: a40000400c000043, Class:  3, CF:0.383731, Len:  6, Fitness_tra: 5
Rule 53: 000070892c010000, Class:  9, CF:0.713049, Len:  6, Fitness_tra: 5
Rule 54: 9d0000000d050000, Class:  9, CF:  1, Len:  4, Fitness_tra: 5
Rule 55: 0e00b0010a01000c, Class:  6, CF:0.835355, Len:  6, Fitness_tra: 5
Rule 56: 0008001042000017, Class:  8, CF:0.536603, Len:  6, Fitness_tra: 4
Rule 57: 000000121e080003, Class:  9, CF:0.880375, Len:  6, Fitness_tra: 5
Rule 58: 600910e00dc01113, Class:  7, CF:0.695039, Len: 10, Fitness_tra: 5
Rule 59: 0900d05080000000, Class:  7, CF:0.223528, Len:  4, Fitness_tra: 5
Rule 60: 0d00000000a00c20, Class:  8, CF:0.389847, Len:  4, Fitness_tra: 4
Rule 61: 0500501050080003, Class:  9, CF:0.933157, Len:  6, Fitness_tra: 5
Rule 62: 9d00d0000d004000, Class:  9, CF:0.999887, Len:  5, Fitness_tra: 4
Rule 63: 054006006030000e, Class:  5, CF:0.995867, Len:  6, Fitness_tra: 4
Rule 64: 000910e008011113, Class:  9, CF:0.29228, Len:  9, Fitness_tra: 3
Rule 65: 920000000000009c, Class:  8, CF:0.738897, Len:  4, Fitness_tra: 3
Rule 66: d9009d000d900000, Class:  9, CF:0.997951, Len:  6, Fitness_tra: 3
Rule 67: 01c010005d000000, Class:  9, CF:0.0419079, Len:  5, Fitness_tra: 3
Rule 68: 9500a0004c070003, Class:  5, CF:0.624903, Len:  7, Fitness_tra: 3
Rule 69: 021050510a010000, Class:  7, CF:0.548883, Len:  7, Fitness_tra: 3
Rule 70: 050010006a010015, Class:  8, CF:0.963306, Len:  7, Fitness_tra: 3
Rule 71: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 72: 00009f1000000030, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 73: d90010002a011010, Class:  6, CF:0.70767, Len:  8, Fitness_tra: 2
Rule 74: 0c10750942071103, Class:  1, CF:0.267201, Len: 11, Fitness_tra: 2
Rule 75: 009000000e000000, Class:  9, CF:0.769452, Len:  2, Fitness_tra: 3
