------Generation 0------
Rule  1: 212a13195d31522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 02000000000c000c, Class:  7, CF:0.853745, Len:  3, Fitness_tra: 7
Rule 32: d00dd00028000000, Class:  9, CF:0.955607, Len:  5, Fitness_tra: 6
Rule 33: 1005800060400303, Class:  2, CF:0.930166, Len:  7, Fitness_tra: 6
Rule 34: 00007001001b0009, Class:  8, CF:0.983728, Len:  5, Fitness_tra: 6
Rule 35: 0900000e000d0000, Class:  9, CF:0.72578, Len:  3, Fitness_tra: 6
Rule 36: d00d000028000000, Class:  9, CF:0.452187, Len:  4, Fitness_tra: 2
Rule 37: 1e000000130100db, Class:  7, CF:0.945076, Len:  7, Fitness_tra: 5
Rule 38: 0035e00060000000, Class:  8, CF:0.627124, Len:  4, Fitness_tra: 5
Rule 39: 000000000000dd70, Class:  0, CF:0.754898, Len:  3, Fitness_tra: 5
Rule 40: 0030de80000100ba, Class:  3, CF:0.993007, Len:  7, Fitness_tra: 2
Rule 41: 00800f0000e00900, Class:  8, CF:  1, Len:  4, Fitness_tra: 5
Rule 42: 090000a0000b040c, Class:  6, CF:0.926243, Len:  5, Fitness_tra: 5
Rule 43: 090090500c070000, Class:  3, CF:0.338719, Len:  5, Fitness_tra: 5
Rule 44: 2010100024000083, Class:  4, CF:0.851698, Len:  7, Fitness_tra: 5
Rule 45: 0000d0800000f103, Class:  1, CF:0.952863, Len:  5, Fitness_tra: 4
Rule 46: 10000f0020000000, Class:  0, CF:0.869893, Len:  3, Fitness_tra: 4
Rule 47: 600000000d007000, Class:  1, CF:0.083888, Len:  3, Fitness_tra: 4
Rule 48: 0e00000000050003, Class:  4, CF:0.65496, Len:  3, Fitness_tra: 4
Rule 49: 0000000b003b0403, Class:  2, CF:0.325236, Len:  5, Fitness_tra: 0
Rule 50: 0500d0000dc00003, Class:  7, CF:0.195558, Len:  5, Fitness_tra: 4
Rule 51: 000056000b000000, Class:  8, CF:0.553239, Len:  3, Fitness_tra: 4
Rule 52: 0000000701e70089, Class:  0, CF:  1, Len:  6, Fitness_tra: 4
Rule 53: 1000100060400010, Class:  8, CF:0.620502, Len:  5, Fitness_tra: 3
Rule 54: 050d7001000b0407, Class:  6, CF:0.976791, Len:  7, Fitness_tra: 3
Rule 55: 600700600000e000, Class:  8, CF:0.996079, Len:  4, Fitness_tra: 3
Rule 56: 1000000021000c09, Class:  8, CF:0.600816, Len:  5, Fitness_tra: 3
Rule 57: 0035e00091000020, Class:  7, CF:0.71541, Len:  6, Fitness_tra: 3
Rule 58: 000000b00000f000, Class:  1, CF:0.576218, Len:  2, Fitness_tra: 3
Rule 59: 0e00705113070000, Class:  8, CF:0.89357, Len:  7, Fitness_tra: 3
Rule 60: 0e0000e000050003, Class:  4, CF:0.792065, Len:  4, Fitness_tra: 3
Rule 61: 1000300021300009, Class:  8, CF:0.871302, Len:  6, Fitness_tra: 3
Rule 62: 0000d000000bf010, Class:  1, CF:0.972673, Len:  4, Fitness_tra: 3
Rule 63: 053d00ac00004003, Class:  4, CF:0.973458, Len:  7, Fitness_tra: 3
Rule 64: d200000002005003, Class:  9, CF:0.171289, Len:  5, Fitness_tra: 3
Rule 65: 208010c023000063, Class:  5, CF:0.190875, Len:  8, Fitness_tra: 3
Rule 66: 050000002001dc03, Class:  4, CF:0.352043, Len:  6, Fitness_tra: 2
Rule 67: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 68: 00000000003b2199, Class:  8, CF:0.961275, Len:  6, Fitness_tra: 2
Rule 69: 050000002100dc0e, Class:  8, CF:0.803876, Len:  6, Fitness_tra: 2
Rule 70: 020000000008000c, Class:  0, CF:0.607752, Len:  3, Fitness_tra: 2
Rule 71: 090e00006007e050, Class:  4, CF:0.640813, Len:  6, Fitness_tra: 2
Rule 72: 19000000003c0000, Class:  5, CF:0.194589, Len:  4, Fitness_tra: 2
Rule 73: 090e00000000e500, Class:  8, CF:0.195293, Len:  4, Fitness_tra: 1
Rule 74: 000000006e000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 75: 090000000d300003, Class:  7, CF:0.682131, Len:  4, Fitness_tra: 1
Rule 76: 1e00000011010cdb, Class:  7, CF:0.985763, Len:  8, Fitness_tra: 1
Rule 77: 0020700050f00000, Class:  8, CF:  1, Len:  4, Fitness_tra: 1
Rule 78: c90e000c2000040c, Class:  8, CF:0.791317, Len:  7, Fitness_tra: 1
Rule 79: 0000d6b000002000, Class:  8, CF:0.5055, Len:  4, Fitness_tra: 1
Rule 80: 003dce0009070000, Class:  1, CF:0.367773, Len:  6, Fitness_tra: 1
Rule 81: 332111311211111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1111151112221e11, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 83: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 411a3f3e11985117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0009000000002000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 115111271519fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4000060900000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e00a0e060a000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0b3e00002a00e803, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000000400000800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1230300021000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 020000000030d006, Class:  2, CF:0.744971, Len:  4, Fitness_tra: 1
Rule 95: 0039de80000100ba, Class:  3, CF:0.998885, Len:  8, Fitness_tra: 3
Rule 96: 0009000000102a40, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000c30ea06, Class:  8, CF:0.917987, Len:  5, Fitness_tra: 0
Rule 98: 2520d00008004000, Class:  9, CF:0.41255, Len:  6, Fitness_tra: 5
Rule 99: 0000000bb0fb0003, Class:  2, CF:0.669604, Len:  5, Fitness_tra: 4
Rule100: d00d000008500003, Class:  9, CF:0.574831, Len:  5, Fitness_tra: 5
------Current------
Miss_rate(tra)	:9.67391
------Result------
Miss_rate(tra)	:9.67391
Miss_rate(tst)	:10
ARL				:5.02299

------Generation 900------
Rule  1: 2e20700113010007, Class:  6, CF:0.991153, Len:  9, Fitness_tra: 48
Rule  2: 00000f0020000000, Class:  0, CF:0.847986, Len:  2, Fitness_tra: 44
Rule  3: 602d000008000000, Class:  1, CF:0.592509, Len:  4, Fitness_tra: 44
Rule  4: 0080d00c24000000, Class:  3, CF:0.775185, Len:  5, Fitness_tra: 35
Rule  5: 09000001000d0003, Class:  4, CF:0.918676, Len:  4, Fitness_tra: 34
Rule  6: 000010009d0b0010, Class:  9, CF:0.885814, Len:  5, Fitness_tra: 30
Rule  7: 6e20000006000107, Class:  7, CF:0.96638, Len:  6, Fitness_tra: 34
Rule  8: 00000000003d0050, Class:  5, CF:0.999874, Len:  3, Fitness_tra: 32
Rule  9: 100580006060c303, Class:  2, CF:0.996694, Len:  8, Fitness_tra: 29
Rule 10: 000d100c200c0003, Class:  4, CF:0.981837, Len:  6, Fitness_tra: 24
Rule 11: 000000b00d000003, Class:  9, CF:0.544786, Len:  3, Fitness_tra: 23
Rule 12: d200000000300000, Class:  8, CF:0.680253, Len:  3, Fitness_tra: 22
Rule 13: 1030300021000009, Class:  0, CF:0.776201, Len:  6, Fitness_tra: 20
Rule 14: 00000030002b4c00, Class:  6, CF:0.901661, Len:  5, Fitness_tra: 19
Rule 15: 000e0000003b2a00, Class:  2, CF:0.881217, Len:  5, Fitness_tra: 14
Rule 16: 09ee000008000000, Class:  5, CF:0.533649, Len:  4, Fitness_tra: 16
Rule 17: 090090500c0b0000, Class:  3, CF:0.376002, Len:  5, Fitness_tra: 15
Rule 18: 0000d000000b000c, Class:  7, CF:0.93273, Len:  3, Fitness_tra: 14
Rule 19: 0e200030000b4a00, Class:  5, CF:0.51291, Len:  6, Fitness_tra: 14
Rule 20: 0e009000dc0b0000, Class:  3, CF:0.561286, Len:  5, Fitness_tra: 15
Rule 21: 09000000002b4400, Class:  6, CF:0.373728, Len:  5, Fitness_tra: 14
Rule 22: 000000000031da06, Class:  2, CF:0.841411, Len:  5, Fitness_tra: 14
Rule 23: 0500d00c04004000, Class:  3, CF:0.346272, Len:  5, Fitness_tra: 13
Rule 24: 090e0000000b040c, Class:  7, CF:0.746217, Len:  5, Fitness_tra: 12
Rule 25: 003d100c24000003, Class:  4, CF:0.983485, Len:  7, Fitness_tra: 10
Rule 26: 09000000003d0050, Class:  5, CF:0.999986, Len:  4, Fitness_tra: 9
Rule 27: 0000200000a02a00, Class:  2, CF:0.603519, Len:  4, Fitness_tra: 8
Rule 28: 1000000000370009, Class:  5, CF:0.271188, Len:  4, Fitness_tra: 9
Rule 29: 0000000000c50009, Class:  8, CF:0.842122, Len:  3, Fitness_tra: 8
Rule 30: 0300200002100110, Class:  1, CF:0.92242, Len:  6, Fitness_tra: 7
Rule 31: 02000000000c000c, Class:  7, CF:0.853745, Len:  3, Fitness_tra: 7
Rule 32: d00dd00028000000, Class:  9, CF:0.955607, Len:  5, Fitness_tra: 6
Rule 33: 1005800060400303, Class:  2, CF:0.930166, Len:  7, Fitness_tra: 6
Rule 34: 00007001001b0009, Class:  8, CF:0.983728, Len:  5, Fitness_tra: 6
Rule 35: 0900000e000d0000, Class:  9, CF:0.72578, Len:  3, Fitness_tra: 6
Rule 36: d00d000028000000, Class:  9, CF:0.452187, Len:  4, Fitness_tra: 2
Rule 37: 1e000000130100db, Class:  7, CF:0.945076, Len:  7, Fitness_tra: 5
Rule 38: 0035e00060000000, Class:  8, CF:0.627124, Len:  4, Fitness_tra: 5
Rule 39: 000000000000dd70, Class:  0, CF:0.754898, Len:  3, Fitness_tra: 5
Rule 40: 0030de80000100ba, Class:  3, CF:0.993007, Len:  7, Fitness_tra: 2
Rule 41: 00800f0000e00900, Class:  8, CF:  1, Len:  4, Fitness_tra: 5
Rule 42: 090000a0000b040c, Class:  6, CF:0.926243, Len:  5, Fitness_tra: 5
Rule 43: 090090500c070000, Class:  3, CF:0.338719, Len:  5, Fitness_tra: 5
Rule 44: 2010100024000083, Class:  4, CF:0.851698, Len:  7, Fitness_tra: 5
Rule 45: 0000d0800000f103, Class:  1, CF:0.952863, Len:  5, Fitness_tra: 4
Rule 46: 10000f0020000000, Class:  0, CF:0.869893, Len:  3, Fitness_tra: 4
Rule 47: 600000000d007000, Class:  1, CF:0.083888, Len:  3, Fitness_tra: 4
Rule 48: 0e00000000050003, Class:  4, CF:0.65496, Len:  3, Fitness_tra: 4
Rule 49: 0000000b003b0403, Class:  2, CF:0.325236, Len:  5, Fitness_tra: 0
Rule 50: 0500d0000dc00003, Class:  7, CF:0.195558, Len:  5, Fitness_tra: 4
Rule 51: 000056000b000000, Class:  8, CF:0.553239, Len:  3, Fitness_tra: 4
Rule 52: 0000000701e70089, Class:  0, CF:  1, Len:  6, Fitness_tra: 4
Rule 53: 1000100060400010, Class:  8, CF:0.620502, Len:  5, Fitness_tra: 3
Rule 54: 050d7001000b0407, Class:  6, CF:0.976791, Len:  7, Fitness_tra: 3
Rule 55: 600700600000e000, Class:  8, CF:0.996079, Len:  4, Fitness_tra: 3
Rule 56: 1000000021000c09, Class:  8, CF:0.600816, Len:  5, Fitness_tra: 3
Rule 57: 0035e00091000020, Class:  7, CF:0.71541, Len:  6, Fitness_tra: 3
Rule 58: 000000b00000f000, Class:  1, CF:0.576218, Len:  2, Fitness_tra: 3
Rule 59: 0e00705113070000, Class:  8, CF:0.89357, Len:  7, Fitness_tra: 3
Rule 60: 0e0000e000050003, Class:  4, CF:0.792065, Len:  4, Fitness_tra: 3
Rule 61: 1000300021300009, Class:  8, CF:0.871302, Len:  6, Fitness_tra: 3
Rule 62: 0000d000000bf010, Class:  1, CF:0.972673, Len:  4, Fitness_tra: 3
Rule 63: 053d00ac00004003, Class:  4, CF:0.973458, Len:  7, Fitness_tra: 3
Rule 64: d200000002005003, Class:  9, CF:0.171289, Len:  5, Fitness_tra: 3
Rule 65: 208010c023000063, Class:  5, CF:0.190875, Len:  8, Fitness_tra: 3
Rule 66: 050000002001dc03, Class:  4, CF:0.352043, Len:  6, Fitness_tra: 2
Rule 67: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 68: 00000000003b2199, Class:  8, CF:0.961275, Len:  6, Fitness_tra: 2
Rule 69: 050000002100dc0e, Class:  8, CF:0.803876, Len:  6, Fitness_tra: 2
Rule 70: 020000000008000c, Class:  0, CF:0.607752, Len:  3, Fitness_tra: 2
Rule 71: 090e00006007e050, Class:  4, CF:0.640813, Len:  6, Fitness_tra: 2
Rule 72: 19000000003c0000, Class:  5, CF:0.194589, Len:  4, Fitness_tra: 2
Rule 73: 090e00000000e500, Class:  8, CF:0.195293, Len:  4, Fitness_tra: 1
Rule 74: 000000006e000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 75: 090000000d300003, Class:  7, CF:0.682131, Len:  4, Fitness_tra: 1
Rule 76: 1e00000011010cdb, Class:  7, CF:0.985763, Len:  8, Fitness_tra: 1
Rule 77: 0020700050f00000, Class:  8, CF:  1, Len:  4, Fitness_tra: 1
Rule 78: c90e000c2000040c, Class:  8, CF:0.791317, Len:  7, Fitness_tra: 1
Rule 79: 0000d6b000002000, Class:  8, CF:0.5055, Len:  4, Fitness_tra: 1
Rule 80: 003dce0009070000, Class:  1, CF:0.367773, Len:  6, Fitness_tra: 1
Rule 81: 332111311211111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1111151112221e11, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 83: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 411a3f3e11985117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0009000000002000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 115111271519fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4000060900000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e00a0e060a000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0b3e00002a00e803, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000000400000800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1230300021000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 020000000030d006, Class:  2, CF:0.744971, Len:  4, Fitness_tra: 1
Rule 95: 0039de80000100ba, Class:  3, CF:0.998885, Len:  8, Fitness_tra: 3
Rule 96: 0009000000102a40, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000c30ea06, Class:  8, CF:0.917987, Len:  5, Fitness_tra: 0
Rule 98: 2520d00008004000, Class:  9, CF:0.41255, Len:  6, Fitness_tra: 5
Rule 99: 0000000bb0fb0003, Class:  2, CF:0.669604, Len:  5, Fitness_tra: 4
Rule100: d00d000008500003, Class:  9, CF:0.574831, Len:  5, Fitness_tra: 5
------Current------
Miss_rate(tra)	:9.67391
------Result------
Miss_rate(tra)	:9.67391
Miss_rate(tst)	:10
ARL				:5.02299

------Generation 1000------
Rule  1: 2e20700113010007, Class:  6, CF:0.991153, Len:  9, Fitness_tra: 48
Rule  2: 00000f0020000000, Class:  0, CF:0.847986, Len:  2, Fitness_tra: 44
Rule  3: 602d000008000000, Class:  1, CF:0.592509, Len:  4, Fitness_tra: 44
Rule  4: 0080d00c24000000, Class:  3, CF:0.775185, Len:  5, Fitness_tra: 35
Rule  5: 09000001000d0003, Class:  4, CF:0.918676, Len:  4, Fitness_tra: 34
Rule  6: 000010009d0b0010, Class:  9, CF:0.885814, Len:  5, Fitness_tra: 30
Rule  7: 6e20000006000107, Class:  7, CF:0.96638, Len:  6, Fitness_tra: 34
Rule  8: 00000000003d0050, Class:  5, CF:0.999874, Len:  3, Fitness_tra: 32
Rule  9: 100580006060c303, Class:  2, CF:0.996694, Len:  8, Fitness_tra: 29
Rule 10: 000d100c200c0003, Class:  4, CF:0.981837, Len:  6, Fitness_tra: 24
Rule 11: 000000b00d000003, Class:  9, CF:0.544786, Len:  3, Fitness_tra: 23
Rule 12: d200000000300000, Class:  8, CF:0.680253, Len:  3, Fitness_tra: 22
Rule 13: 1030300021000009, Class:  0, CF:0.776201, Len:  6, Fitness_tra: 20
Rule 14: 00000030002b4c00, Class:  6, CF:0.901661, Len:  5, Fitness_tra: 19
Rule 15: 000e0000003b2a00, Class:  2, CF:0.881217, Len:  5, Fitness_tra: 14
Rule 16: 09ee000008000000, Class:  5, CF:0.533649, Len:  4, Fitness_tra: 16
Rule 17: 090090500c0b0000, Class:  3, CF:0.376002, Len:  5, Fitness_tra: 15
Rule 18: 0000d000000b000c, Class:  7, CF:0.93273, Len:  3, Fitness_tra: 14
Rule 19: 0e200030000b4a00, Class:  5, CF:0.51291, Len:  6, Fitness_tra: 14
Rule 20: 0e009000dc0b0000, Class:  3, CF:0.561286, Len:  5, Fitness_tra: 15
Rule 21: 09000000002b4400, Class:  6, CF:0.373728, Len:  5, Fitness_tra: 14
Rule 22: 000000000031da06, Class:  2, CF:0.841411, Len:  5, Fitness_tra: 14
Rule 23: 0500d00c04004000, Class:  3, CF:0.346272, Len:  5, Fitness_tra: 13
Rule 24: 090e0000000b040c, Class:  7, CF:0.746217, Len:  5, Fitness_tra: 12
Rule 25: 003d100c24000003, Class:  4, CF:0.983485, Len:  7, Fitness_tra: 10
Rule 26: 09000000003d0050, Class:  5, CF:0.999986, Len:  4, Fitness_tra: 9
Rule 27: 0000200000a02a00, Class:  2, CF:0.603519, Len:  4, Fitness_tra: 8
Rule 28: 1000000000370009, Class:  5, CF:0.271188, Len:  4, Fitness_tra: 9
Rule 29: 0000000000c50009, Class:  8, CF:0.842122, Len:  3, Fitness_tra: 8
Rule 30: 0300200002100110, Class:  1, CF:0.92242, Len:  6, Fitness_tra: 7
Rule 31: 02000000000c000c, Class:  7, CF:0.853745, Len:  3, Fitness_tra: 7
Rule 32: d00dd00028000000, Class:  9, CF:0.955607, Len:  5, Fitness_tra: 6
Rule 33: 1005800060400303, Class:  2, CF:0.930166, Len:  7, Fitness_tra: 6
Rule 34: 00007001001b0009, Class:  8, CF:0.983728, Len:  5, Fitness_tra: 6
Rule 35: 0900000e000d0000, Class:  9, CF:0.72578, Len:  3, Fitness_tra: 6
Rule 36: d00d000028000000, Class:  9, CF:0.452187, Len:  4, Fitness_tra: 2
Rule 37: 1e000000130100db, Class:  7, CF:0.945076, Len:  7, Fitness_tra: 5
Rule 38: 0035e00060000000, Class:  8, CF:0.627124, Len:  4, Fitness_tra: 5
Rule 39: 000000000000dd70, Class:  0, CF:0.754898, Len:  3, Fitness_tra: 5
Rule 40: 0030de80000100ba, Class:  3, CF:0.993007, Len:  7, Fitness_tra: 2
Rule 41: 00800f0000e00900, Class:  8, CF:  1, Len:  4, Fitness_tra: 5
Rule 42: 090000a0000b040c, Class:  6, CF:0.926243, Len:  5, Fitness_tra: 5
Rule 43: 090090500c070000, Class:  3, CF:0.338719, Len:  5, Fitness_tra: 5
Rule 44: 2010100024000083, Class:  4, CF:0.851698, Len:  7, Fitness_tra: 5
Rule 45: 0000d0800000f103, Class:  1, CF:0.952863, Len:  5, Fitness_tra: 4
Rule 46: 10000f0020000000, Class:  0, CF:0.869893, Len:  3, Fitness_tra: 4
Rule 47: 600000000d007000, Class:  1, CF:0.083888, Len:  3, Fitness_tra: 4
Rule 48: 0e00000000050003, Class:  4, CF:0.65496, Len:  3, Fitness_tra: 4
Rule 49: 0000000b003b0403, Class:  2, CF:0.325236, Len:  5, Fitness_tra: 0
Rule 50: 0500d0000dc00003, Class:  7, CF:0.195558, Len:  5, Fitness_tra: 4
Rule 51: 000056000b000000, Class:  8, CF:0.553239, Len:  3, Fitness_tra: 4
Rule 52: 0000000701e70089, Class:  0, CF:  1, Len:  6, Fitness_tra: 4
Rule 53: 1000100060400010, Class:  8, CF:0.620502, Len:  5, Fitness_tra: 3
Rule 54: 050d7001000b0407, Class:  6, CF:0.976791, Len:  7, Fitness_tra: 3
Rule 55: 600700600000e000, Class:  8, CF:0.996079, Len:  4, Fitness_tra: 3
Rule 56: 1000000021000c09, Class:  8, CF:0.600816, Len:  5, Fitness_tra: 3
Rule 57: 0035e00091000020, Class:  7, CF:0.71541, Len:  6, Fitness_tra: 3
Rule 58: 000000b00000f000, Class:  1, CF:0.576218, Len:  2, Fitness_tra: 3
Rule 59: 0e00705113070000, Class:  8, CF:0.89357, Len:  7, Fitness_tra: 3
Rule 60: 0e0000e000050003, Class:  4, CF:0.792065, Len:  4, Fitness_tra: 3
Rule 61: 1000300021300009, Class:  8, CF:0.871302, Len:  6, Fitness_tra: 3
Rule 62: 0000d000000bf010, Class:  1, CF:0.972673, Len:  4, Fitness_tra: 3
Rule 63: 053d00ac00004003, Class:  4, CF:0.973458, Len:  7, Fitness_tra: 3
Rule 64: d200000002005003, Class:  9, CF:0.171289, Len:  5, Fitness_tra: 3
Rule 65: 208010c023000063, Class:  5, CF:0.190875, Len:  8, Fitness_tra: 3
Rule 66: 050000002001dc03, Class:  4, CF:0.352043, Len:  6, Fitness_tra: 2
Rule 67: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 68: 00000000003b2199, Class:  8, CF:0.961275, Len:  6, Fitness_tra: 2
Rule 69: 050000002100dc0e, Class:  8, CF:0.803876, Len:  6, Fitness_tra: 2
Rule 70: 020000000008000c, Class:  0, CF:0.607752, Len:  3, Fitness_tra: 2
Rule 71: 090e00006007e050, Class:  4, CF:0.640813, Len:  6, Fitness_tra: 2
Rule 72: 19000000003c0000, Class:  5, CF:0.194589, Len:  4, Fitness_tra: 2
Rule 73: 090e00000000e500, Class:  8, CF:0.195293, Len:  4, Fitness_tra: 1
Rule 74: 000000006e000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 75: 090000000d300003, Class:  7, CF:0.682131, Len:  4, Fitness_tra: 1
Rule 76: 1e00000011010cdb, Class:  7, CF:0.985763, Len:  8, Fitness_tra: 1
Rule 77: 0020700050f00000, Class:  8, CF:  1, Len:  4, Fitness_tra: 1
Rule 78: c90e000c2000040c, Class:  8, CF:0.791317, Len:  7, Fitness_tra: 1
Rule 79: 0000d6b000002000, Class:  8, CF:0.5055, Len:  4, Fitness_tra: 1
Rule 80: 003dce0009070000, Class:  1, CF:0.367773, Len:  6, Fitness_tra: 1
Rule 81: 332111311211111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1111151112221e11, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 83: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 411a3f3e11985117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0009000000002000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 115111271519fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4000060900000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e00a0e060a000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0b3e00002a00e803, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000000400000800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1230300021000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 020000000030d006, Class:  2, CF:0.744971, Len:  4, Fitness_tra: 1
Rule 95: 0039de80000100ba, Class:  3, CF:0.998885, Len:  8, Fitness_tra: 3
Rule 96: 0009000000102a40, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000c30ea06, Class:  8, CF:0.917987, Len:  5, Fitness_tra: 0
Rule 98: 2520d00008004000, Class:  9, CF:0.41255, Len:  6, Fitness_tra: 5
Rule 99: 0000000bb0fb0003, Class:  2, CF:0.669604, Len:  5, Fitness_tra: 4
Rule100: d00d000008500003, Class:  9, CF:0.574831, Len:  5, Fitness_tra: 5
------Current------
Miss_rate(tra)	:9.67391
------Result------
Miss_rate(tra)	:9.67391
Miss_rate(tst)	:10
ARL				:5.02299

------Generation 2000------
Rule  1: 2e20700113010007, Class:  6, CF:0.991153, Len:  9, Fitness_tra: 47
Rule  2: 00000f0020000000, Class:  0, CF:0.847986, Len:  2, Fitness_tra: 44
Rule  3: 602d000008000000, Class:  1, CF:0.592509, Len:  4, Fitness_tra: 40
Rule  4: 0080d00c24000000, Class:  3, CF:0.775185, Len:  5, Fitness_tra: 35
Rule  5: 09000001000d0003, Class:  4, CF:0.918676, Len:  4, Fitness_tra: 34
Rule  6: 6e20000006000107, Class:  7, CF:0.96638, Len:  6, Fitness_tra: 34
Rule  7: 00000000003d0050, Class:  5, CF:0.999874, Len:  3, Fitness_tra: 32
Rule  8: 000010009d0b0010, Class:  9, CF:0.885814, Len:  5, Fitness_tra: 31
Rule  9: 100580006060c303, Class:  2, CF:0.996694, Len:  8, Fitness_tra: 29
Rule 10: 000d100c200c0003, Class:  4, CF:0.981837, Len:  6, Fitness_tra: 21
Rule 11: d200000000300000, Class:  8, CF:0.680253, Len:  3, Fitness_tra: 23
Rule 12: 000000b00d000003, Class:  9, CF:0.544786, Len:  3, Fitness_tra: 21
Rule 13: 1030300021000009, Class:  0, CF:0.776201, Len:  6, Fitness_tra: 20
Rule 14: 00000030002b4c00, Class:  6, CF:0.901661, Len:  5, Fitness_tra: 19
Rule 15: 090e90500c0b0000, Class:  3, CF:0.451016, Len:  6, Fitness_tra: 18
Rule 16: 09ee000008000000, Class:  5, CF:0.533649, Len:  4, Fitness_tra: 17
Rule 17: 000e0000003b2a00, Class:  2, CF:0.881217, Len:  5, Fitness_tra: 16
Rule 18: 09000000002b4400, Class:  6, CF:0.373728, Len:  5, Fitness_tra: 14
Rule 19: 0000d000000b000c, Class:  7, CF:0.93273, Len:  3, Fitness_tra: 14
Rule 20: 5e200030000b4a00, Class:  5, CF:0.862538, Len:  7, Fitness_tra: 13
Rule 21: 0500d00c04004000, Class:  3, CF:0.346272, Len:  5, Fitness_tra: 13
Rule 22: 000000000031da06, Class:  2, CF:0.841411, Len:  5, Fitness_tra: 13
Rule 23: 0e009000dc0b0000, Class:  3, CF:0.561286, Len:  5, Fitness_tra: 12
Rule 24: 0000200000a02a00, Class:  2, CF:0.603519, Len:  4, Fitness_tra: 13
Rule 25: 090e0000000b040c, Class:  7, CF:0.746217, Len:  5, Fitness_tra: 11
Rule 26: 003d100c24000003, Class:  4, CF:0.983485, Len:  7, Fitness_tra: 8
Rule 27: 1000000000370009, Class:  5, CF:0.271188, Len:  4, Fitness_tra: 9
Rule 28: 09000000003d0050, Class:  5, CF:0.999986, Len:  4, Fitness_tra: 9
Rule 29: 0000000000c50009, Class:  8, CF:0.842122, Len:  3, Fitness_tra: 8
