------Generation 0------
Rule  1: 7113118d12a11171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 50c9005305d50e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000562905d000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0c00000908000000, Class:  1, CF:0.793282, Len:  0, Fitness_tra: 0
Rule 85: 0000000000000800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 111f25912bb2d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0f0a000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 0
Rule 88: 1a16191114111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 25215155214417a7, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 90: 1375151b12418636, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: a000c70019910000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1000001b10901411, Class:  6, CF:0.689202, Len:  9, Fitness_tra: 0
Rule 93: d500e10050000000, Class:  3, CF:0.390909, Len:  0, Fitness_tra: 0
Rule 94: 70905010bbd00a10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 05350110d0302000, Class:  8, CF:0.699082, Len:  8, Fitness_tra: 0
Rule 96: 051e000000407021, Class:  7, CF:0.451934, Len:  7, Fitness_tra: 4
Rule 97: 0049006000000d02, Class:  0, CF:0.936886, Len:  5, Fitness_tra: 2
Rule 98: 0006000010000603, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000501c405010023, Class:  4, CF:0.446115, Len:  8, Fitness_tra: 0
Rule100: e001204700000023, Class:  6, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.7174
------Result------
Miss_rate(tra)	:12.7174
Miss_rate(tst)	:15.9091
ARL				:5.97727

------Generation 800------
Rule  1: 0500060050000000, Class:  0, CF:0.958826, Len:  3, Fitness_tra: 57
Rule  2: 0c00000908000000, Class:  1, CF:0.793282, Len:  3, Fitness_tra: 53
Rule  3: f900000080000002, Class:  7, CF:0.839832, Len:  4, Fitness_tra: 30
Rule  4: 1000001b10900111, Class:  6, CF:0.604358, Len:  8, Fitness_tra: 30
Rule  5: e0000000f000000b, Class:  6, CF:  1, Len:  3, Fitness_tra: 27
Rule  6: 0501000000a0002e, Class:  5, CF:0.957235, Len:  5, Fitness_tra: 26
Rule  7: 0009000700100005, Class:  8, CF:0.900414, Len:  4, Fitness_tra: 25
Rule  8: 0009080708000b00, Class:  4, CF:0.724793, Len:  5, Fitness_tra: 24
Rule  9: 100020c110030623, Class:  2, CF:0.657973, Len:  9, Fitness_tra: 25
Rule 10: 1000000014910a00, Class:  3, CF:0.283078, Len:  6, Fitness_tra: 14
Rule 11: 0009000100100005, Class:  8, CF:0.811915, Len:  4, Fitness_tra: 22
Rule 12: 0501014700e00023, Class:  4, CF:0.984362, Len:  8, Fitness_tra: 20
Rule 13: d0000000050000a0, Class:  9, CF:0.950114, Len:  3, Fitness_tra: 20
Rule 14: 0000380014000000, Class:  4, CF:0.281176, Len:  4, Fitness_tra: 20
Rule 15: f900000010000c02, Class:  7, CF:0.987622, Len:  5, Fitness_tra: 17
Rule 16: f900e00080000002, Class:  7, CF:0.96078, Len:  5, Fitness_tra: 17
Rule 17: 0025500040000623, Class:  2, CF:0.336485, Len:  7, Fitness_tra: 16
Rule 18: 100500009490b603, Class:  3, CF:0.847104, Len:  8, Fitness_tra: 15
Rule 19: 00003000050000a0, Class:  9, CF:0.579333, Len:  3, Fitness_tra: 13
Rule 20: e000001b10930171, Class:  6, CF:0.999436, Len:  9, Fitness_tra: 13
Rule 21: 7900000000a00002, Class:  5, CF:0.672667, Len:  4, Fitness_tra: 12
Rule 22: e900000010030202, Class:  6, CF:0.524498, Len:  6, Fitness_tra: 12
Rule 23: 70000006b0900002, Class:  8, CF:0.957548, Len:  5, Fitness_tra: 12
Rule 24: 40000000550d0000, Class:  4, CF:0.613653, Len:  4, Fitness_tra: 11
Rule 25: 0000e00e05000000, Class:  9, CF:0.285789, Len:  3, Fitness_tra: 11
Rule 26: 0d35001000312a00, Class:  2, CF:0.808869, Len:  8, Fitness_tra: 10
Rule 27: 0006000000000000, Class:  0, CF:0.835476, Len:  1, Fitness_tra: 9
Rule 28: 0505011000310a00, Class:  2, CF:0.714193, Len:  7, Fitness_tra: 9
Rule 29: e009004990000000, Class:  9, CF:0.847845, Len:  5, Fitness_tra: 9
Rule 30: 7905200d00000603, Class:  3, CF:0.159368, Len:  7, Fitness_tra: 8
Rule 31: 100000c1f000060b, Class:  2, CF:0.988171, Len:  6, Fitness_tra: 8
Rule 32: 550e000708007000, Class:  5, CF:0.725541, Len:  6, Fitness_tra: 8
Rule 33: 0025500708007600, Class:  3, CF:0.94822, Len:  7, Fitness_tra: 7
Rule 34: 1005500d14d10a60, Class:  3, CF:0.745148, Len: 10, Fitness_tra: 7
Rule 35: 0010003020005d12, Class:  0, CF:0.933872, Len:  7, Fitness_tra: 6
Rule 36: 8000501050d00a10, Class:  3, CF:0.733385, Len:  7, Fitness_tra: 6
Rule 37: 0000300014d000a0, Class:  5, CF:0.663946, Len:  5, Fitness_tra: 8
Rule 38: 1090d00010970101, Class:  5, CF:0.831941, Len:  8, Fitness_tra: 6
Rule 39: 001e006000005d02, Class:  0, CF:0.999965, Len:  6, Fitness_tra: 6
Rule 40: 02050100050100a0, Class:  9, CF:0.737762, Len:  6, Fitness_tra: 6
Rule 41: 00c9300005020000, Class:  9, CF:0.761725, Len:  5, Fitness_tra: 5
Rule 42: b009024900000001, Class:  5, CF:0.446427, Len:  6, Fitness_tra: 5
Rule 43: 000001000200e0a0, Class:  8, CF:0.811635, Len:  4, Fitness_tra: 5
Rule 44: 0005c0c40000b623, Class:  1, CF:0.947613, Len:  8, Fitness_tra: 5
Rule 45: 1005081014910a00, Class:  3, CF:0.680393, Len:  9, Fitness_tra: 5
Rule 46: 000520c4b0005623, Class:  2, CF:0.935238, Len:  9, Fitness_tra: 4
Rule 47: 0009005700000405, Class:  8, CF:0.95212, Len:  5, Fitness_tra: 4
Rule 48: 1000001b10900171, Class:  6, CF:0.650072, Len:  8, Fitness_tra: 4
Rule 49: 050e000000007005, Class:  8, CF:0.835185, Len:  4, Fitness_tra: 3
Rule 50: 1000500014d10a60, Class:  3, CF:0.5675, Len:  8, Fitness_tra: 3
Rule 51: f900005000000002, Class:  7, CF:0.426862, Len:  4, Fitness_tra: 3
Rule 52: 0000000000000088, Class:  8, CF:0.152011, Len:  2, Fitness_tra: 3
Rule 53: 80090d09080000a0, Class:  9, CF:0.784454, Len:  6, Fitness_tra: 3
Rule 54: 0000003020905012, Class:  0, CF:0.0636734, Len:  6, Fitness_tra: 1
Rule 55: d500500050d10a00, Class:  3, CF:0.563395, Len:  7, Fitness_tra: 3
Rule 56: 00005000090000a0, Class:  9, CF:0.411135, Len:  3, Fitness_tra: 3
Rule 57: 051e000000407021, Class:  7, CF:0.451934, Len:  7, Fitness_tra: 2
Rule 58: a900c00089000000, Class:  7, CF:0.826484, Len:  5, Fitness_tra: 2
Rule 59: a000c70009020000, Class:  1, CF:0.252605, Len:  5, Fitness_tra: 2
Rule 60: 05fe000000007005, Class:  8, CF:0.973187, Len:  5, Fitness_tra: 2
Rule 61: 1000a0000400000c, Class:  0, CF:0.922497, Len:  4, Fitness_tra: 2
Rule 62: 100520c410005623, Class:  2, CF:0.920029, Len: 10, Fitness_tra: 2
Rule 63: 0049006000000d02, Class:  0, CF:0.936886, Len:  5, Fitness_tra: 2
Rule 64: e000000090090c00, Class:  4, CF:0.914908, Len:  4, Fitness_tra: 2
Rule 65: 0000b70009000000, Class:  4, CF:0.888499, Len:  3, Fitness_tra: 2
Rule 66: f90000e080000002, Class:  7, CF:0.89838, Len:  5, Fitness_tra: 2
Rule 67: a090c00000920000, Class:  5, CF:0.998885, Len:  5, Fitness_tra: 2
Rule 68: 00390007004d0b00, Class:  4, CF:0.997826, Len:  6, Fitness_tra: 2
Rule 69: 000900000e00e000, Class:  9, CF:  1, Len:  3, Fitness_tra: 2
Rule 70: 0009007000a05100, Class:  2, CF:0.735871, Len:  5, Fitness_tra: 2
Rule 71: 0925500080000003, Class:  3, CF:0.0596839, Len:  6, Fitness_tra: 2
Rule 72: e505c010b1101a01, Class:  6, CF:0.33214, Len: 11, Fitness_tra: 2
Rule 73: 0009080700100005, Class:  8, CF:0.913232, Len:  5, Fitness_tra: 2
Rule 74: 00c03e000502000a, Class:  9, CF:0.957403, Len:  6, Fitness_tra: 2
Rule 75: 0039e00000000005, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 76: 5030000100070c63, Class:  6, CF:0.998533, Len:  7, Fitness_tra: 2
Rule 77: 0000b00014000060, Class:  5, CF:0.177349, Len:  4, Fitness_tra: 2
Rule 78: 051000a40540d000, Class:  5, CF:0.913375, Len:  7, Fitness_tra: 2
Rule 79: 0005b0c40000b623, Class:  1, CF:0.950941, Len:  8, Fitness_tra: 2
Rule 80: d500e10050000000, Class:  3, CF:0.390909, Len:  5, Fitness_tra: 2
Rule 81: 0000000000000005, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000b000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 137611174155a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 115a331532f45771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7921311111121431, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 86: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1156191591f41424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: c33f1121133111b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0009000008000300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1355512b11111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000600c000d0b, Class:  8, CF:  1, Len:  4, Fitness_tra: 1
Rule 92: 7910003a20005012, Class:  0, CF:0.562624, Len:  9, Fitness_tra: 3
Rule 93: a90d000089000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 190000c180000603, Class:  3, CF:0.509421, Len:  7, Fitness_tra: 6
Rule 95: 150e60070890b000, Class:  4, CF:0.860628, Len:  8, Fitness_tra: 0
Rule 96: 000908070200eb40, Class:  4, CF:0.490262, Len:  7, Fitness_tra: 0
Rule 97: 1090d00215070e01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1000700d10d80171, Class:  9, CF:0.934126, Len:  9, Fitness_tra: 1
Rule 99: 1900000094900602, Class:  3, CF:0.471662, Len:  7, Fitness_tra: 2
Rule100: f5f0005030007005, Class:  5, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.8478
------Result------
Miss_rate(tra)	:11.8478
Miss_rate(tst)	:16.8182
ARL				:5.92135

------Generation 900------
Rule  1: 0500060050000000, Class:  0, CF:0.958826, Len:  3, Fitness_tra: 57
Rule  2: 0c00000908000000, Class:  1, CF:0.793282, Len:  3, Fitness_tra: 53
Rule  3: f900000080000002, Class:  7, CF:0.839832, Len:  4, Fitness_tra: 30
Rule  4: 1000001b10900111, Class:  6, CF:0.604358, Len:  8, Fitness_tra: 30
Rule  5: e0000000f000000b, Class:  6, CF:  1, Len:  3, Fitness_tra: 27
Rule  6: 0501000000a0002e, Class:  5, CF:0.957235, Len:  5, Fitness_tra: 26
Rule  7: 0009000700100005, Class:  8, CF:0.900414, Len:  4, Fitness_tra: 25
Rule  8: 0009080708000b00, Class:  4, CF:0.724793, Len:  5, Fitness_tra: 24
Rule  9: 100020c110030623, Class:  2, CF:0.657973, Len:  9, Fitness_tra: 25
Rule 10: 1000000014910a00, Class:  3, CF:0.283078, Len:  6, Fitness_tra: 14
Rule 11: 0009000100100005, Class:  8, CF:0.811915, Len:  4, Fitness_tra: 22
Rule 12: 0501014700e00023, Class:  4, CF:0.984362, Len:  8, Fitness_tra: 20
Rule 13: d0000000050000a0, Class:  9, CF:0.950114, Len:  3, Fitness_tra: 20
Rule 14: 0000380014000000, Class:  4, CF:0.281176, Len:  4, Fitness_tra: 20
Rule 15: f900000010000c02, Class:  7, CF:0.987622, Len:  5, Fitness_tra: 17
Rule 16: f900e00080000002, Class:  7, CF:0.96078, Len:  5, Fitness_tra: 17
Rule 17: 0025500040000623, Class:  2, CF:0.336485, Len:  7, Fitness_tra: 16
Rule 18: 100500009490b603, Class:  3, CF:0.847104, Len:  8, Fitness_tra: 15
Rule 19: 00003000050000a0, Class:  9, CF:0.579333, Len:  3, Fitness_tra: 13
Rule 20: e000001b10930171, Class:  6, CF:0.999436, Len:  9, Fitness_tra: 13
Rule 21: 7900000000a00002, Class:  5, CF:0.672667, Len:  4, Fitness_tra: 12
Rule 22: e900000010030202, Class:  6, CF:0.524498, Len:  6, Fitness_tra: 12
Rule 23: 70000006b0900002, Class:  8, CF:0.957548, Len:  5, Fitness_tra: 12
Rule 24: 40000000550d0000, Class:  4, CF:0.613653, Len:  4, Fitness_tra: 11
Rule 25: 0000e00e05000000, Class:  9, CF:0.285789, Len:  3, Fitness_tra: 11
Rule 26: 0d35001000312a00, Class:  2, CF:0.808869, Len:  8, Fitness_tra: 10
Rule 27: 0006000000000000, Class:  0, CF:0.835476, Len:  1, Fitness_tra: 9
Rule 28: 0505011000310a00, Class:  2, CF:0.714193, Len:  7, Fitness_tra: 9
Rule 29: e009004990000000, Class:  9, CF:0.847845, Len:  5, Fitness_tra: 9
Rule 30: 7905200d00000603, Class:  3, CF:0.159368, Len:  7, Fitness_tra: 8
Rule 31: 100000c1f000060b, Class:  2, CF:0.988171, Len:  6, Fitness_tra: 8
Rule 32: 550e000708007000, Class:  5, CF:0.725541, Len:  6, Fitness_tra: 8
Rule 33: 0025500708007600, Class:  3, CF:0.94822, Len:  7, Fitness_tra: 7
Rule 34: 1005500d14d10a60, Class:  3, CF:0.745148, Len: 10, Fitness_tra: 7
Rule 35: 0010003020005d12, Class:  0, CF:0.933872, Len:  7, Fitness_tra: 6
Rule 36: 8000501050d00a10, Class:  3, CF:0.733385, Len:  7, Fitness_tra: 6
Rule 37: 0000300014d000a0, Class:  5, CF:0.663946, Len:  5, Fitness_tra: 8
Rule 38: 1090d00010970101, Class:  5, CF:0.831941, Len:  8, Fitness_tra: 6
Rule 39: 001e006000005d02, Class:  0, CF:0.999965, Len:  6, Fitness_tra: 6
Rule 40: 02050100050100a0, Class:  9, CF:0.737762, Len:  6, Fitness_tra: 6
Rule 41: 00c9300005020000, Class:  9, CF:0.761725, Len:  5, Fitness_tra: 5
Rule 42: b009024900000001, Class:  5, CF:0.446427, Len:  6, Fitness_tra: 5
Rule 43: 000001000200e0a0, Class:  8, CF:0.811635, Len:  4, Fitness_tra: 5
Rule 44: 0005c0c40000b623, Class:  1, CF:0.947613, Len:  8, Fitness_tra: 5
Rule 45: 1005081014910a00, Class:  3, CF:0.680393, Len:  9, Fitness_tra: 5
Rule 46: 000520c4b0005623, Class:  2, CF:0.935238, Len:  9, Fitness_tra: 4
Rule 47: 0009005700000405, Class:  8, CF:0.95212, Len:  5, Fitness_tra: 4
Rule 48: 1000001b10900171, Class:  6, CF:0.650072, Len:  8, Fitness_tra: 4
Rule 49: 050e000000007005, Class:  8, CF:0.835185, Len:  4, Fitness_tra: 3
Rule 50: 1000500014d10a60, Class:  3, CF:0.5675, Len:  8, Fitness_tra: 3
Rule 51: f900005000000002, Class:  7, CF:0.426862, Len:  4, Fitness_tra: 3
Rule 52: 0000000000000088, Class:  8, CF:0.152011, Len:  2, Fitness_tra: 3
Rule 53: 80090d09080000a0, Class:  9, CF:0.784454, Len:  6, Fitness_tra: 3
Rule 54: 0000003020905012, Class:  0, CF:0.0636734, Len:  6, Fitness_tra: 1
Rule 55: d500500050d10a00, Class:  3, CF:0.563395, Len:  7, Fitness_tra: 3
Rule 56: 00005000090000a0, Class:  9, CF:0.411135, Len:  3, Fitness_tra: 3
Rule 57: 051e000000407021, Class:  7, CF:0.451934, Len:  7, Fitness_tra: 2
Rule 58: a900c00089000000, Class:  7, CF:0.826484, Len:  5, Fitness_tra: 2
Rule 59: a000c70009020000, Class:  1, CF:0.252605, Len:  5, Fitness_tra: 2
Rule 60: 05fe000000007005, Class:  8, CF:0.973187, Len:  5, Fitness_tra: 2
Rule 61: 1000a0000400000c, Class:  0, CF:0.922497, Len:  4, Fitness_tra: 2
Rule 62: 100520c410005623, Class:  2, CF:0.920029, Len: 10, Fitness_tra: 2
Rule 63: 0049006000000d02, Class:  0, CF:0.936886, Len:  5, Fitness_tra: 2
Rule 64: e000000090090c00, Class:  4, CF:0.914908, Len:  4, Fitness_tra: 2
Rule 65: 0000b70009000000, Class:  4, CF:0.888499, Len:  3, Fitness_tra: 2
Rule 66: f90000e080000002, Class:  7, CF:0.89838, Len:  5, Fitness_tra: 2
Rule 67: a090c00000920000, Class:  5, CF:0.998885, Len:  5, Fitness_tra: 2
Rule 68: 00390007004d0b00, Class:  4, CF:0.997826, Len:  6, Fitness_tra: 2
Rule 69: 000900000e00e000, Class:  9, CF:  1, Len:  3, Fitness_tra: 2
Rule 70: 0009007000a05100, Class:  2, CF:0.735871, Len:  5, Fitness_tra: 2
Rule 71: 0925500080000003, Class:  3, CF:0.0596839, Len:  6, Fitness_tra: 2
Rule 72: e505c010b1101a01, Class:  6, CF:0.33214, Len: 11, Fitness_tra: 2
Rule 73: 0009080700100005, Class:  8, CF:0.913232, Len:  5, Fitness_tra: 2
Rule 74: 00c03e000502000a, Class:  9, CF:0.957403, Len:  6, Fitness_tra: 2
Rule 75: 0039e00000000005, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 76: 5030000100070c63, Class:  6, CF:0.998533, Len:  7, Fitness_tra: 2
Rule 77: 0000b00014000060, Class:  5, CF:0.177349, Len:  4, Fitness_tra: 2
Rule 78: 051000a40540d000, Class:  5, CF:0.913375, Len:  7, Fitness_tra: 2
Rule 79: 0005b0c40000b623, Class:  1, CF:0.950941, Len:  8, Fitness_tra: 2
Rule 80: d500e10050000000, Class:  3, CF:0.390909, Len:  5, Fitness_tra: 2
Rule 81: 0000000000000005, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000b000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 137611174155a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 115a331532f45771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7921311111121431, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 86: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1156191591f41424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: c33f1121133111b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0009000008000300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1355512b11111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000600c000d0b, Class:  8, CF:  1, Len:  4, Fitness_tra: 1
Rule 92: 7910003a20005012, Class:  0, CF:0.562624, Len:  9, Fitness_tra: 3
Rule 93: a90d000089000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 190000c180000603, Class:  3, CF:0.509421, Len:  7, Fitness_tra: 6
Rule 95: 150e60070890b000, Class:  4, CF:0.860628, Len:  8, Fitness_tra: 0
Rule 96: 000908070200eb40, Class:  4, CF:0.490262, Len:  7, Fitness_tra: 0
Rule 97: 1090d00215070e01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1000700d10d80171, Class:  9, CF:0.934126, Len:  9, Fitness_tra: 1
Rule 99: 1900000094900602, Class:  3, CF:0.471662, Len:  7, Fitness_tra: 2
Rule100: f5f0005030007005, Class:  5, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.8478
------Result------
Miss_rate(tra)	:11.8478
Miss_rate(tst)	:16.8182
ARL				:5.92135

------Generation 1000------
Rule  1: 0500060050000000, Class:  0, CF:0.958826, Len:  3, Fitness_tra: 57
Rule  2: 0c00000908000000, Class:  1, CF:0.793282, Len:  3, Fitness_tra: 53
Rule  3: f900000080000002, Class:  7, CF:0.839832, Len:  4, Fitness_tra: 30
Rule  4: 1000001b10900111, Class:  6, CF:0.604358, Len:  8, Fitness_tra: 30
Rule  5: e0000000f000000b, Class:  6, CF:  1, Len:  3, Fitness_tra: 27
Rule  6: 0501000000a0002e, Class:  5, CF:0.957235, Len:  5, Fitness_tra: 26
Rule  7: 0009000700100005, Class:  8, CF:0.900414, Len:  4, Fitness_tra: 25
Rule  8: 0009080708000b00, Class:  4, CF:0.724793, Len:  5, Fitness_tra: 24
Rule  9: 100020c110030623, Class:  2, CF:0.657973, Len:  9, Fitness_tra: 25
Rule 10: 1000000014910a00, Class:  3, CF:0.283078, Len:  6, Fitness_tra: 14
Rule 11: 0009000100100005, Class:  8, CF:0.811915, Len:  4, Fitness_tra: 22
Rule 12: 0501014700e00023, Class:  4, CF:0.984362, Len:  8, Fitness_tra: 20
Rule 13: d0000000050000a0, Class:  9, CF:0.950114, Len:  3, Fitness_tra: 20
Rule 14: 0000380014000000, Class:  4, CF:0.281176, Len:  4, Fitness_tra: 20
Rule 15: f900000010000c02, Class:  7, CF:0.987622, Len:  5, Fitness_tra: 17
Rule 16: f900e00080000002, Class:  7, CF:0.96078, Len:  5, Fitness_tra: 17
Rule 17: 0025500040000623, Class:  2, CF:0.336485, Len:  7, Fitness_tra: 16
Rule 18: 100500009490b603, Class:  3, CF:0.847104, Len:  8, Fitness_tra: 15
Rule 19: 00003000050000a0, Class:  9, CF:0.579333, Len:  3, Fitness_tra: 13
Rule 20: e000001b10930171, Class:  6, CF:0.999436, Len:  9, Fitness_tra: 13
Rule 21: 7900000000a00002, Class:  5, CF:0.672667, Len:  4, Fitness_tra: 12
Rule 22: e900000010030202, Class:  6, CF:0.524498, Len:  6, Fitness_tra: 12
Rule 23: 70000006b0900002, Class:  8, CF:0.957548, Len:  5, Fitness_tra: 12
Rule 24: 40000000550d0000, Class:  4, CF:0.613653, Len:  4, Fitness_tra: 11
Rule 25: 0000e00e05000000, Class:  9, CF:0.285789, Len:  3, Fitness_tra: 11
Rule 26: 0d35001000312a00, Class:  2, CF:0.808869, Len:  8, Fitness_tra: 10
Rule 27: 0006000000000000, Class:  0, CF:0.835476, Len:  1, Fitness_tra: 9
Rule 28: 0505011000310a00, Class:  2, CF:0.714193, Len:  7, Fitness_tra: 9
Rule 29: e009004990000000, Class:  9, CF:0.847845, Len:  5, Fitness_tra: 9
Rule 30: 7905200d00000603, Class:  3, CF:0.159368, Len:  7, Fitness_tra: 8
Rule 31: 100000c1f000060b, Class:  2, CF:0.988171, Len:  6, Fitness_tra: 8
Rule 32: 550e000708007000, Class:  5, CF:0.725541, Len:  6, Fitness_tra: 8
Rule 33: 0025500708007600, Class:  3, CF:0.94822, Len:  7, Fitness_tra: 7
Rule 34: 1005500d14d10a60, Class:  3, CF:0.745148, Len: 10, Fitness_tra: 7
Rule 35: 0010003020005d12, Class:  0, CF:0.933872, Len:  7, Fitness_tra: 6
Rule 36: 8000501050d00a10, Class:  3, CF:0.733385, Len:  7, Fitness_tra: 6
Rule 37: 0000300014d000a0, Class:  5, CF:0.663946, Len:  5, Fitness_tra: 8
Rule 38: 1090d00010970101, Class:  5, CF:0.831941, Len:  8, Fitness_tra: 6
Rule 39: 001e006000005d02, Class:  0, CF:0.999965, Len:  6, Fitness_tra: 6
Rule 40: 02050100050100a0, Class:  9, CF:0.737762, Len:  6, Fitness_tra: 6
Rule 41: 00c9300005020000, Class:  9, CF:0.761725, Len:  5, Fitness_tra: 5
Rule 42: b009024900000001, Class:  5, CF:0.446427, Len:  6, Fitness_tra: 5
Rule 43: 000001000200e0a0, Class:  8, CF:0.811635, Len:  4, Fitness_tra: 5
Rule 44: 0005c0c40000b623, Class:  1, CF:0.947613, Len:  8, Fitness_tra: 5
Rule 45: 1005081014910a00, Class:  3, CF:0.680393, Len:  9, Fitness_tra: 5
Rule 46: 000520c4b0005623, Class:  2, CF:0.935238, Len:  9, Fitness_tra: 4
Rule 47: 0009005700000405, Class:  8, CF:0.95212, Len:  5, Fitness_tra: 4
Rule 48: 1000001b10900171, Class:  6, CF:0.650072, Len:  8, Fitness_tra: 4
Rule 49: 050e000000007005, Class:  8, CF:0.835185, Len:  4, Fitness_tra: 3
Rule 50: 1000500014d10a60, Class:  3, CF:0.5675, Len:  8, Fitness_tra: 3
Rule 51: f900005000000002, Class:  7, CF:0.426862, Len:  4, Fitness_tra: 3
Rule 52: 0000000000000088, Class:  8, CF:0.152011, Len:  2, Fitness_tra: 3
Rule 53: 80090d09080000a0, Class:  9, CF:0.784454, Len:  6, Fitness_tra: 3
Rule 54: 0000003020905012, Class:  0, CF:0.0636734, Len:  6, Fitness_tra: 1
Rule 55: d500500050d10a00, Class:  3, CF:0.563395, Len:  7, Fitness_tra: 3
Rule 56: 00005000090000a0, Class:  9, CF:0.411135, Len:  3, Fitness_tra: 3
Rule 57: 051e000000407021, Class:  7, CF:0.451934, Len:  7, Fitness_tra: 2
Rule 58: a900c00089000000, Class:  7, CF:0.826484, Len:  5, Fitness_tra: 2
Rule 59: a000c70009020000, Class:  1, CF:0.252605, Len:  5, Fitness_tra: 2
Rule 60: 05fe000000007005, Class:  8, CF:0.973187, Len:  5, Fitness_tra: 2
Rule 61: 1000a0000400000c, Class:  0, CF:0.922497, Len:  4, Fitness_tra: 2
Rule 62: 100520c410005623, Class:  2, CF:0.920029, Len: 10, Fitness_tra: 2
Rule 63: 0049006000000d02, Class:  0, CF:0.936886, Len:  5, Fitness_tra: 2
Rule 64: e000000090090c00, Class:  4, CF:0.914908, Len:  4, Fitness_tra: 2
Rule 65: 0000b70009000000, Class:  4, CF:0.888499, Len:  3, Fitness_tra: 2
Rule 66: f90000e080000002, Class:  7, CF:0.89838, Len:  5, Fitness_tra: 2
Rule 67: a090c00000920000, Class:  5, CF:0.998885, Len:  5, Fitness_tra: 2
Rule 68: 00390007004d0b00, Class:  4, CF:0.997826, Len:  6, Fitness_tra: 2
Rule 69: 000900000e00e000, Class:  9, CF:  1, Len:  3, Fitness_tra: 2
Rule 70: 0009007000a05100, Class:  2, CF:0.735871, Len:  5, Fitness_tra: 2
Rule 71: 0925500080000003, Class:  3, CF:0.0596839, Len:  6, Fitness_tra: 2
Rule 72: e505c010b1101a01, Class:  6, CF:0.33214, Len: 11, Fitness_tra: 2
Rule 73: 0009080700100005, Class:  8, CF:0.913232, Len:  5, Fitness_tra: 2
Rule 74: 00c03e000502000a, Class:  9, CF:0.957403, Len:  6, Fitness_tra: 2
Rule 75: 0039e00000000005, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 76: 5030000100070c63, Class:  6, CF:0.998533, Len:  7, Fitness_tra: 2
Rule 77: 0000b00014000060, Class:  5, CF:0.177349, Len:  4, Fitness_tra: 2
Rule 78: 051000a40540d000, Class:  5, CF:0.913375, Len:  7, Fitness_tra: 2
Rule 79: 0005b0c40000b623, Class:  1, CF:0.950941, Len:  8, Fitness_tra: 2
Rule 80: d500e10050000000, Class:  3, CF:0.390909, Len:  5, Fitness_tra: 2
Rule 81: 0000000000000005, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000b000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
