------Generation 0------
Rule  1: 111f3311316cd412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0500600000300000, Class:  8, CF:0.607856, Len:  3, Fitness_tra: 19
Rule 14: 0900000e0d000060, Class:  9, CF:0.688603, Len:  4, Fitness_tra: 18
Rule 15: 0500011f00300055, Class:  5, CF:0.988153, Len:  7, Fitness_tra: 16
Rule 16: 55107d120a000100, Class:  6, CF:0.859119, Len:  9, Fitness_tra: 19
Rule 17: b500ed0050200000, Class:  3, CF:0.966954, Len:  6, Fitness_tra: 14
Rule 18: 0500560000000000, Class:  8, CF:0.72648, Len:  3, Fitness_tra: 13
Rule 19: d000000e00000160, Class:  9, CF:0.917406, Len:  4, Fitness_tra: 13
Rule 20: 0e001000c5000000, Class:  5, CF:0.240945, Len:  4, Fitness_tra: 12
Rule 21: 40c00010a0b00620, Class:  2, CF:0.994843, Len:  7, Fitness_tra: 12
Rule 22: 0500021050000009, Class:  0, CF:0.731141, Len:  5, Fitness_tra: 12
Rule 23: 000004105b500120, Class:  4, CF:0.931247, Len:  7, Fitness_tra: 11
Rule 24: 08c0001210300621, Class:  2, CF:0.438465, Len:  9, Fitness_tra: 11
Rule 25: 0000e09005000000, Class:  1, CF:0.400884, Len:  3, Fitness_tra: 11
Rule 26: 0e0810002d090001, Class:  4, CF:0.840014, Len:  7, Fitness_tra: 10
Rule 27: a000009005e00000, Class:  1, CF:0.876087, Len:  4, Fitness_tra: 10
Rule 28: 08000046f3000100, Class:  2, CF:0.792118, Len:  6, Fitness_tra: 9
Rule 29: 0800000001000c0b, Class:  7, CF:0.774426, Len:  4, Fitness_tra: 9
Rule 30: c5300d6001000000, Class:  4, CF:0.589736, Len:  6, Fitness_tra: 7
Rule 31: c81004d271100103, Class:  2, CF:0.906806, Len: 11, Fitness_tra: 7
Rule 32: 0070041150500121, Class:  4, CF:0.917729, Len:  9, Fitness_tra: 7
Rule 33: 0000000f01210085, Class:  0, CF:0.788078, Len:  6, Fitness_tra: 7
Rule 34: 05fe000000007005, Class:  8, CF:0.983273, Len:  5, Fitness_tra: 5
Rule 35: 00c8011000000249, Class:  8, CF:0.85622, Len:  7, Fitness_tra: 6
Rule 36: 0840001232100121, Class:  2, CF:0.609217, Len: 10, Fitness_tra: 6
Rule 37: b8050d00d2900030, Class:  3, CF:0.925353, Len:  8, Fitness_tra: 6
Rule 38: 050000100010024e, Class:  8, CF:0.941337, Len:  6, Fitness_tra: 7
Rule 39: 4000000006804000, Class:  8, CF:0.636448, Len:  4, Fitness_tra: 6
Rule 40: a5000090c5400000, Class:  7, CF:0.608948, Len:  6, Fitness_tra: 5
Rule 41: 080006200000000c, Class:  0, CF:0.982138, Len:  4, Fitness_tra: 4
Rule 42: 0500025000215009, Class:  8, CF:0.978886, Len:  7, Fitness_tra: 3
Rule 43: 00005500005000e0, Class:  1, CF:0.47171, Len:  4, Fitness_tra: 4
Rule 44: 5530000f00800005, Class:  8, CF:0.95072, Len:  6, Fitness_tra: 4
Rule 45: 0801069000000000, Class:  0, CF:0.997772, Len:  4, Fitness_tra: 4
Rule 46: b845ed0020900130, Class:  3, CF:0.877921, Len: 10, Fitness_tra: 3
Rule 47: a8400d1020500100, Class:  3, CF:0.710094, Len:  8, Fitness_tra: 3
Rule 48: c800020271204103, Class:  5, CF:0.634702, Len: 10, Fitness_tra: 3
Rule 49: 0800060050002000, Class:  0, CF:0.985829, Len:  4, Fitness_tra: 3
Rule 50: a000046071e00001, Class:  4, CF:0.89785, Len:  7, Fitness_tra: 3
Rule 51: 08480d0020500000, Class:  9, CF:0.0575532, Len:  6, Fitness_tra: 3
Rule 52: 4dce001008004600, Class:  3, CF:0.536764, Len:  8, Fitness_tra: 3
Rule 53: 0dfe000000004005, Class:  8, CF:0.952427, Len:  5, Fitness_tra: 2
Rule 54: a5300d028a000100, Class:  7, CF:0.998161, Len:  8, Fitness_tra: 3
Rule 55: 1010000006400801, Class:  7, CF:0.693114, Len:  6, Fitness_tra: 3
Rule 56: 0c08600010300021, Class:  1, CF:  1, Len:  7, Fitness_tra: 2
Rule 57: 0e000cd2f010000e, Class:  5, CF:0.837497, Len:  7, Fitness_tra: 2
Rule 58: 0500041050205409, Class:  0, CF:0.973973, Len:  8, Fitness_tra: 1
Rule 59: 0e1d0401712c5103, Class:  4, CF:0.997154, Len: 12, Fitness_tra: 2
Rule 60: 050874105b000140, Class:  4, CF:0.959246, Len:  9, Fitness_tra: 2
Rule 61: 551871100a000140, Class:  6, CF:0.987084, Len: 10, Fitness_tra: 2
Rule 62: 00000500f9000000, Class:  9, CF:  1, Len:  3, Fitness_tra: 2
Rule 63: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 2
Rule 64: 050d000001100c0e, Class:  8, CF:0.98506, Len:  6, Fitness_tra: 2
Rule 65: 050000000800d00c, Class:  8, CF:0.963246, Len:  4, Fitness_tra: 2
Rule 66: 080002015920000a, Class:  9, CF:0.888027, Len:  7, Fitness_tra: 2
Rule 67: d000040e00500120, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 68: 080000610100040b, Class:  6, CF:0.943003, Len:  6, Fitness_tra: 2
Rule 69: 35de0003c0504c00, Class:  7, CF:0.969604, Len:  9, Fitness_tra: 2
Rule 70: 0810040171215005, Class:  8, CF:0.936495, Len: 10, Fitness_tra: 2
Rule 71: 1818122010000001, Class:  1, CF:0.462896, Len:  9, Fitness_tra: 2
Rule 72: 1e18110022474411, Class:  4, CF:0.981017, Len: 14, Fitness_tra: 2
Rule 73: 050e000000807005, Class:  8, CF:0.988663, Len:  5, Fitness_tra: 2
Rule 74: 2951121758113113, Class:  5, CF:  1, Len: 16, Fitness_tra: 2
Rule 75: 4119551122211a3f, Class:  3, CF:0.924556, Len: 16, Fitness_tra: 1
Rule 76: 0900000000000d03, Class:  0, CF:0.951615, Len:  3, Fitness_tra: 1
Rule 77: 080000d2f010000e, Class:  5, CF:0.465325, Len:  6, Fitness_tra: 1
Rule 78: 08000018e040001c, Class:  8, CF:0.958366, Len:  7, Fitness_tra: 1
Rule 79: 020001a000300055, Class:  5, CF:0.96981, Len:  6, Fitness_tra: 1
Rule 80: 5030000f00d00000, Class:  8, CF:0.877884, Len:  4, Fitness_tra: 1
Rule 81: 000000000d000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000f000000000000, Class:  0, CF:0.771429, Len:  1, Fitness_tra: 0
Rule 83: 000e0000000d0000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1113f31127171529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000020000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: c31f331115115271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f000000000e2d040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 9f132521516cf316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0600700000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 90: 2336361514111b6b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 520070100a000105, Class:  8, CF:0.428106, Len:  7, Fitness_tra: 1
Rule 92: 1516e22000000100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 05fe000000000d15, Class:  8, CF:0.977664, Len:  6, Fitness_tra: 3
Rule 94: 0800000051215000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 001e040001205095, Class:  0, CF:0.351159, Len:  8, Fitness_tra: 2
Rule 96: 4110551022401a31, Class:  3, CF:0.738843, Len: 13, Fitness_tra: 0
Rule 97: 0c586006e0800000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 55107d120a000100, Class:  6, CF:0.859119, Len:  0, Fitness_tra: 0
Rule 99: 08c0001220300100, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 050006100006004e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.8913
------Result------
Miss_rate(tra)	:14.8913
Miss_rate(tst)	:16.8182
ARL				:6.55814

------Generation 800------
Rule  1: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 49
Rule  2: 1e08141050500021, Class:  4, CF:0.965312, Len: 10, Fitness_tra: 39
Rule  3: 0000046171e00401, Class:  6, CF:0.870628, Len:  8, Fitness_tra: 33
Rule  4: 000004600100800c, Class:  6, CF:0.960704, Len:  5, Fitness_tra: 31
Rule  5: 080500005590003a, Class:  9, CF:0.919953, Len:  7, Fitness_tra: 31
Rule  6: 020000d01000000c, Class:  7, CF:0.848912, Len:  4, Fitness_tra: 28
Rule  7: 087000111010d621, Class:  2, CF:0.955959, Len: 10, Fitness_tra: 28
Rule  8: 05000000600d0050, Class:  5, CF:0.999435, Len:  4, Fitness_tra: 27
Rule  9: 0b00000052000000, Class:  1, CF:0.93054, Len:  3, Fitness_tra: 25
Rule 10: 020000d00000000c, Class:  7, CF:0.409843, Len:  3, Fitness_tra: 21
Rule 11: 405e000050804000, Class:  3, CF:0.680694, Len:  6, Fitness_tra: 21
Rule 12: a940000020500100, Class:  3, CF:0.353323, Len:  6, Fitness_tra: 20
Rule 13: 0500600000300000, Class:  8, CF:0.607856, Len:  3, Fitness_tra: 19
Rule 14: 0900000e0d000060, Class:  9, CF:0.688603, Len:  4, Fitness_tra: 18
Rule 15: 0500011f00300055, Class:  5, CF:0.988153, Len:  7, Fitness_tra: 16
Rule 16: 55107d120a000100, Class:  6, CF:0.859119, Len:  9, Fitness_tra: 19
Rule 17: b500ed0050200000, Class:  3, CF:0.966954, Len:  6, Fitness_tra: 14
Rule 18: 0500560000000000, Class:  8, CF:0.72648, Len:  3, Fitness_tra: 13
Rule 19: d000000e00000160, Class:  9, CF:0.917406, Len:  4, Fitness_tra: 13
Rule 20: 0e001000c5000000, Class:  5, CF:0.240945, Len:  4, Fitness_tra: 12
Rule 21: 40c00010a0b00620, Class:  2, CF:0.994843, Len:  7, Fitness_tra: 12
Rule 22: 0500021050000009, Class:  0, CF:0.731141, Len:  5, Fitness_tra: 12
Rule 23: 000004105b500120, Class:  4, CF:0.931247, Len:  7, Fitness_tra: 11
Rule 24: 08c0001210300621, Class:  2, CF:0.438465, Len:  9, Fitness_tra: 11
Rule 25: 0000e09005000000, Class:  1, CF:0.400884, Len:  3, Fitness_tra: 11
Rule 26: 0e0810002d090001, Class:  4, CF:0.840014, Len:  7, Fitness_tra: 10
Rule 27: a000009005e00000, Class:  1, CF:0.876087, Len:  4, Fitness_tra: 10
Rule 28: 08000046f3000100, Class:  2, CF:0.792118, Len:  6, Fitness_tra: 9
Rule 29: 0800000001000c0b, Class:  7, CF:0.774426, Len:  4, Fitness_tra: 9
Rule 30: c5300d6001000000, Class:  4, CF:0.589736, Len:  6, Fitness_tra: 7
Rule 31: c81004d271100103, Class:  2, CF:0.906806, Len: 11, Fitness_tra: 7
Rule 32: 0070041150500121, Class:  4, CF:0.917729, Len:  9, Fitness_tra: 7
Rule 33: 0000000f01210085, Class:  0, CF:0.788078, Len:  6, Fitness_tra: 7
Rule 34: 05fe000000007005, Class:  8, CF:0.983273, Len:  5, Fitness_tra: 5
Rule 35: 00c8011000000249, Class:  8, CF:0.85622, Len:  7, Fitness_tra: 6
Rule 36: 0840001232100121, Class:  2, CF:0.609217, Len: 10, Fitness_tra: 6
Rule 37: b8050d00d2900030, Class:  3, CF:0.925353, Len:  8, Fitness_tra: 6
Rule 38: 050000100010024e, Class:  8, CF:0.941337, Len:  6, Fitness_tra: 7
Rule 39: 4000000006804000, Class:  8, CF:0.636448, Len:  4, Fitness_tra: 6
Rule 40: a5000090c5400000, Class:  7, CF:0.608948, Len:  6, Fitness_tra: 5
Rule 41: 080006200000000c, Class:  0, CF:0.982138, Len:  4, Fitness_tra: 4
Rule 42: 0500025000215009, Class:  8, CF:0.978886, Len:  7, Fitness_tra: 3
Rule 43: 00005500005000e0, Class:  1, CF:0.47171, Len:  4, Fitness_tra: 4
Rule 44: 5530000f00800005, Class:  8, CF:0.95072, Len:  6, Fitness_tra: 4
Rule 45: 0801069000000000, Class:  0, CF:0.997772, Len:  4, Fitness_tra: 4
Rule 46: b845ed0020900130, Class:  3, CF:0.877921, Len: 10, Fitness_tra: 3
Rule 47: a8400d1020500100, Class:  3, CF:0.710094, Len:  8, Fitness_tra: 3
Rule 48: c800020271204103, Class:  5, CF:0.634702, Len: 10, Fitness_tra: 3
Rule 49: 0800060050002000, Class:  0, CF:0.985829, Len:  4, Fitness_tra: 3
Rule 50: a000046071e00001, Class:  4, CF:0.89785, Len:  7, Fitness_tra: 3
Rule 51: 08480d0020500000, Class:  9, CF:0.0575532, Len:  6, Fitness_tra: 3
Rule 52: 4dce001008004600, Class:  3, CF:0.536764, Len:  8, Fitness_tra: 3
Rule 53: 0dfe000000004005, Class:  8, CF:0.952427, Len:  5, Fitness_tra: 2
Rule 54: a5300d028a000100, Class:  7, CF:0.998161, Len:  8, Fitness_tra: 3
Rule 55: 1010000006400801, Class:  7, CF:0.693114, Len:  6, Fitness_tra: 3
Rule 56: 0c08600010300021, Class:  1, CF:  1, Len:  7, Fitness_tra: 2
Rule 57: 0e000cd2f010000e, Class:  5, CF:0.837497, Len:  7, Fitness_tra: 2
Rule 58: 0500041050205409, Class:  0, CF:0.973973, Len:  8, Fitness_tra: 1
Rule 59: 0e1d0401712c5103, Class:  4, CF:0.997154, Len: 12, Fitness_tra: 2
Rule 60: 050874105b000140, Class:  4, CF:0.959246, Len:  9, Fitness_tra: 2
Rule 61: 551871100a000140, Class:  6, CF:0.987084, Len: 10, Fitness_tra: 2
Rule 62: 00000500f9000000, Class:  9, CF:  1, Len:  3, Fitness_tra: 2
Rule 63: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 2
Rule 64: 050d000001100c0e, Class:  8, CF:0.98506, Len:  6, Fitness_tra: 2
Rule 65: 050000000800d00c, Class:  8, CF:0.963246, Len:  4, Fitness_tra: 2
Rule 66: 080002015920000a, Class:  9, CF:0.888027, Len:  7, Fitness_tra: 2
Rule 67: d000040e00500120, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 68: 080000610100040b, Class:  6, CF:0.943003, Len:  6, Fitness_tra: 2
Rule 69: 35de0003c0504c00, Class:  7, CF:0.969604, Len:  9, Fitness_tra: 2
Rule 70: 0810040171215005, Class:  8, CF:0.936495, Len: 10, Fitness_tra: 2
Rule 71: 1818122010000001, Class:  1, CF:0.462896, Len:  9, Fitness_tra: 2
Rule 72: 1e18110022474411, Class:  4, CF:0.981017, Len: 14, Fitness_tra: 2
Rule 73: 050e000000807005, Class:  8, CF:0.988663, Len:  5, Fitness_tra: 2
Rule 74: 2951121758113113, Class:  5, CF:  1, Len: 16, Fitness_tra: 2
Rule 75: 4119551122211a3f, Class:  3, CF:0.924556, Len: 16, Fitness_tra: 1
Rule 76: 0900000000000d03, Class:  0, CF:0.951615, Len:  3, Fitness_tra: 1
Rule 77: 080000d2f010000e, Class:  5, CF:0.465325, Len:  6, Fitness_tra: 1
Rule 78: 08000018e040001c, Class:  8, CF:0.958366, Len:  7, Fitness_tra: 1
Rule 79: 020001a000300055, Class:  5, CF:0.96981, Len:  6, Fitness_tra: 1
Rule 80: 5030000f00d00000, Class:  8, CF:0.877884, Len:  4, Fitness_tra: 1
Rule 81: 000000000d000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000f000000000000, Class:  0, CF:0.771429, Len:  1, Fitness_tra: 0
Rule 83: 000e0000000d0000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1113f31127171529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000020000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: c31f331115115271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f000000000e2d040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 9f132521516cf316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0600700000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 90: 2336361514111b6b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 520070100a000105, Class:  8, CF:0.428106, Len:  7, Fitness_tra: 1
Rule 92: 1516e22000000100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 05fe000000000d15, Class:  8, CF:0.977664, Len:  6, Fitness_tra: 3
Rule 94: 0800000051215000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 001e040001205095, Class:  0, CF:0.351159, Len:  8, Fitness_tra: 2
Rule 96: 4110551022401a31, Class:  3, CF:0.738843, Len: 13, Fitness_tra: 0
Rule 97: 0c586006e0800000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 55107d120a000100, Class:  6, CF:0.859119, Len:  0, Fitness_tra: 0
Rule 99: 08c0001220300100, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 050006100006004e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.8913
------Result------
Miss_rate(tra)	:14.8913
Miss_rate(tst)	:16.8182
ARL				:6.55814

------Generation 900------
Rule  1: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 24
Rule  2: 1e08141050500021, Class:  4, CF:0.965312, Len: 10, Fitness_tra: 39
Rule  3: 0000046171e00401, Class:  6, CF:0.870628, Len:  8, Fitness_tra: 33
Rule  4: 000004600100800c, Class:  6, CF:0.960704, Len:  5, Fitness_tra: 31
Rule  5: 080500005590003a, Class:  9, CF:0.919953, Len:  7, Fitness_tra: 30
Rule  6: 020000d01000000c, Class:  7, CF:0.848912, Len:  4, Fitness_tra: 28
Rule  7: 05000000600d0050, Class:  5, CF:0.999435, Len:  4, Fitness_tra: 26
Rule  8: 087000111010d621, Class:  2, CF:0.955959, Len: 10, Fitness_tra: 23
Rule  9: 0b00000052000000, Class:  1, CF:0.93054, Len:  3, Fitness_tra: 25
Rule 10: 020000d00000000c, Class:  7, CF:0.409843, Len:  3, Fitness_tra: 21
Rule 11: 405e000050804000, Class:  3, CF:0.680694, Len:  6, Fitness_tra: 21
Rule 12: a940000020500100, Class:  3, CF:0.353323, Len:  6, Fitness_tra: 20
Rule 13: 0500600000300000, Class:  8, CF:0.607856, Len:  3, Fitness_tra: 21
Rule 14: 0900000e0d000060, Class:  9, CF:0.688603, Len:  4, Fitness_tra: 18
Rule 15: 55107d120a000100, Class:  6, CF:0.859119, Len:  9, Fitness_tra: 17
Rule 16: 0500011f00300055, Class:  5, CF:0.988153, Len:  7, Fitness_tra: 11
Rule 17: b500ed0050200000, Class:  3, CF:0.966954, Len:  6, Fitness_tra: 14
Rule 18: 0500560000000000, Class:  8, CF:0.72648, Len:  3, Fitness_tra: 13
Rule 19: d000000e00000160, Class:  9, CF:0.917406, Len:  4, Fitness_tra: 13
Rule 20: 0500021050000009, Class:  0, CF:0.731141, Len:  5, Fitness_tra: 12
Rule 21: 40c00010a0b00620, Class:  2, CF:0.994843, Len:  7, Fitness_tra: 12
Rule 22: 0000e09005000000, Class:  1, CF:0.400884, Len:  3, Fitness_tra: 11
Rule 23: 000004105b500120, Class:  4, CF:0.931247, Len:  7, Fitness_tra: 11
Rule 24: 08c0001210300621, Class:  2, CF:0.438465, Len:  9, Fitness_tra: 11
Rule 25: 0e001000c5000000, Class:  5, CF:0.240945, Len:  4, Fitness_tra: 10
Rule 26: 0e0810002d090001, Class:  4, CF:0.840014, Len:  7, Fitness_tra: 10
Rule 27: a000009005e00000, Class:  1, CF:0.876087, Len:  4, Fitness_tra: 10
Rule 28: 08000046f3000100, Class:  2, CF:0.792118, Len:  6, Fitness_tra: 9
Rule 29: 0800000001000c0b, Class:  7, CF:0.774426, Len:  4, Fitness_tra: 9
Rule 30: 55400d0082800100, Class:  5, CF:0.0428317, Len:  8, Fitness_tra: 9
Rule 31: c5300d6001000000, Class:  4, CF:0.589736, Len:  6, Fitness_tra: 7
Rule 32: 0070041150500121, Class:  4, CF:0.917729, Len:  9, Fitness_tra: 7
Rule 33: 0000000f01210085, Class:  0, CF:0.788078, Len:  6, Fitness_tra: 7
Rule 34: 050000100010024e, Class:  8, CF:0.941337, Len:  6, Fitness_tra: 7
Rule 35: c81004d271100103, Class:  2, CF:0.906806, Len: 11, Fitness_tra: 8
Rule 36: b8050d00d2900030, Class:  3, CF:0.925353, Len:  8, Fitness_tra: 6
Rule 37: 00c8011000000249, Class:  8, CF:0.85622, Len:  7, Fitness_tra: 6
Rule 38: 4000000006804000, Class:  8, CF:0.636448, Len:  4, Fitness_tra: 5
Rule 39: 05fe000000007005, Class:  8, CF:0.983273, Len:  5, Fitness_tra: 5
Rule 40: a5000090c5400000, Class:  7, CF:0.608948, Len:  6, Fitness_tra: 5
Rule 41: 080006200000000c, Class:  0, CF:0.982138, Len:  4, Fitness_tra: 4
Rule 42: 0801069000000000, Class:  0, CF:0.997772, Len:  4, Fitness_tra: 4
Rule 43: 00005500005000e0, Class:  1, CF:0.47171, Len:  4, Fitness_tra: 4
Rule 44: 5530000f00800005, Class:  8, CF:0.95072, Len:  6, Fitness_tra: 4
Rule 45: 0840001232100121, Class:  2, CF:0.609217, Len: 10, Fitness_tra: 2
Rule 46: 08fe000200330021, Class:  2, CF:0.906762, Len:  8, Fitness_tra: 4
Rule 47: 0500025000215009, Class:  8, CF:0.978886, Len:  7, Fitness_tra: 3
Rule 48: c800020271204103, Class:  5, CF:0.634702, Len: 10, Fitness_tra: 3
Rule 49: 0800060050002000, Class:  0, CF:0.985829, Len:  4, Fitness_tra: 3
Rule 50: a000046071e00001, Class:  4, CF:0.89785, Len:  7, Fitness_tra: 3
Rule 51: a8400d1020500100, Class:  3, CF:0.710094, Len:  8, Fitness_tra: 3
Rule 52: 4dce001008004600, Class:  3, CF:0.536764, Len:  8, Fitness_tra: 3
Rule 53: 05fe000000000d15, Class:  8, CF:0.977664, Len:  6, Fitness_tra: 3
Rule 54: a5300d028a000100, Class:  7, CF:0.998161, Len:  8, Fitness_tra: 3
Rule 55: 1010000006400801, Class:  7, CF:0.693114, Len:  6, Fitness_tra: 3
Rule 56: b845ed0020900130, Class:  3, CF:0.877921, Len: 10, Fitness_tra: 3
Rule 57: 08480d0020500000, Class:  9, CF:0.0575532, Len:  6, Fitness_tra: 2
Rule 58: 001e040001205095, Class:  0, CF:0.351159, Len:  8, Fitness_tra: 2
Rule 59: 0e1d0401712c5103, Class:  4, CF:0.997154, Len: 12, Fitness_tra: 2
Rule 60: 050874105b000140, Class:  4, CF:0.959246, Len:  9, Fitness_tra: 2
Rule 61: 551871100a000140, Class:  6, CF:0.987084, Len: 10, Fitness_tra: 2
Rule 62: 00000500f9000000, Class:  9, CF:  1, Len:  3, Fitness_tra: 2
Rule 63: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 2
Rule 64: 050d000001100c0e, Class:  8, CF:0.98506, Len:  6, Fitness_tra: 2
Rule 65: 050000000800d00c, Class:  8, CF:0.963246, Len:  4, Fitness_tra: 2
Rule 66: 080002015920000a, Class:  9, CF:0.888027, Len:  7, Fitness_tra: 2
Rule 67: d000040e00500120, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 68: 080000610100040b, Class:  6, CF:0.943003, Len:  6, Fitness_tra: 2
Rule 69: 35de0003c0504c00, Class:  7, CF:0.969604, Len:  9, Fitness_tra: 2
Rule 70: 0810040171215005, Class:  8, CF:0.936495, Len: 10, Fitness_tra: 2
Rule 71: 1818122010000001, Class:  1, CF:0.462896, Len:  9, Fitness_tra: 2
Rule 72: 1e18110022474411, Class:  4, CF:0.981017, Len: 14, Fitness_tra: 2
Rule 73: 050e000000807005, Class:  8, CF:0.988663, Len:  5, Fitness_tra: 2
Rule 74: 0e000cd2f010000e, Class:  5, CF:0.837497, Len:  7, Fitness_tra: 0
Rule 75: 0c08600010300021, Class:  1, CF:  1, Len:  7, Fitness_tra: 2
Rule 76: 0dfe000000004005, Class:  8, CF:0.952427, Len:  5, Fitness_tra: 2
Rule 77: 0500041050205409, Class:  0, CF:0.973973, Len:  8, Fitness_tra: 1
Rule 78: 08000018e040001c, Class:  8, CF:0.958366, Len:  7, Fitness_tra: 1
Rule 79: 020001a000300055, Class:  5, CF:0.96981, Len:  6, Fitness_tra: 1
Rule 80: 5030000f00d00000, Class:  8, CF:0.877884, Len:  4, Fitness_tra: 1
Rule 81: 00000500f5000000, Class:  9, CF:0.157273, Len:  3, Fitness_tra: 1
Rule 82: 0500000000000003, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2611181b11111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000080000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1333115112271131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000d000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1611113214151316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1616252858151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 16133151d7111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0070040190d00104, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c810041270300601, Class:  2, CF:0.707699, Len: 10, Fitness_tra: 0
Rule 93: 05b0040066030000, Class:  2, CF:0.263274, Len:  6, Fitness_tra: 3
Rule 94: 05f000d00000700e, Class:  5, CF:0.417668, Len:  5, Fitness_tra: 10
Rule 95: 0e00000e00080d10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b500ed004090000b, Class:  3, CF:0.559816, Len:  7, Fitness_tra: 0
Rule 97: c808120221000101, Class:  9, CF:0.429839, Len: 10, Fitness_tra: 1
Rule 98: 405e000a50804000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05a0060050000000, Class:  0, CF:0.99958, Len:  4, Fitness_tra: 26
Rule100: 020000d00000000c, Class:  7, CF:0.409843, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.4565
------Result------
Miss_rate(tra)	:14.4565
Miss_rate(tst)	:18.1818
ARL				:6.44828

------Generation 1000------
Rule  1: 1e08141050500021, Class:  4, CF:0.965312, Len: 10, Fitness_tra: 39
Rule  2: 0000046171e00401, Class:  6, CF:0.870628, Len:  8, Fitness_tra: 33
Rule  3: 000004600100800c, Class:  6, CF:0.960704, Len:  5, Fitness_tra: 31
Rule  4: 080500005590003a, Class:  9, CF:0.919953, Len:  7, Fitness_tra: 31
Rule  5: 020000d01000000c, Class:  7, CF:0.848912, Len:  4, Fitness_tra: 14
Rule  6: 05000000600d0050, Class:  5, CF:0.999435, Len:  4, Fitness_tra: 27
Rule  7: 05a0060050000000, Class:  0, CF:0.99958, Len:  4, Fitness_tra: 26
Rule  8: 0b00000052000000, Class:  1, CF:0.93054, Len:  3, Fitness_tra: 25
Rule  9: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 24
Rule 10: 087000111010d621, Class:  2, CF:0.955959, Len: 10, Fitness_tra: 23
Rule 11: 020000d00000000c, Class:  7, CF:0.409843, Len:  3, Fitness_tra: 7
Rule 12: 00000000000a0005, Class:  8, CF:0.785708, Len:  2, Fitness_tra: 22
Rule 13: 405e000050804000, Class:  3, CF:0.680694, Len:  6, Fitness_tra: 21
