------Generation 0------
Rule  1: 0d0ee00004000000, Class:  3, CF:0.237725, Len:  4, Fitness_tra: -7
Rule 36: 0109024010115301, Class:  2, CF:0.813302, Len: 10, Fitness_tra: 4
Rule 37: 000050572b600000, Class:  2, CF:0.49537, Len:  6, Fitness_tra: 4
Rule 38: 00005ee020600000, Class:  2, CF:0.691464, Len:  5, Fitness_tra: 4
Rule 39: a900d09700000003, Class:  7, CF:0.585884, Len:  6, Fitness_tra: 4
Rule 40: 0000800500245080, Class:  1, CF:0.959293, Len:  6, Fitness_tra: 4
Rule 41: 090050500c070000, Class:  3, CF:0.205732, Len:  5, Fitness_tra: 4
Rule 42: 5500c00000000c00, Class:  8, CF:0.621729, Len:  4, Fitness_tra: 4
Rule 43: 0009000005000300, Class:  9, CF:0.22021, Len:  3, Fitness_tra: 3
Rule 44: 0500000005000301, Class:  9, CF:0.199233, Len:  4, Fitness_tra: 4
Rule 45: 0000000000090500, Class:  0, CF:0.562015, Len:  2, Fitness_tra: 3
Rule 46: 00005e5022600000, Class:  2, CF:0.647905, Len:  6, Fitness_tra: 4
Rule 47: 15007001000d0700, Class:  4, CF:0.865505, Len:  6, Fitness_tra: 3
Rule 48: 055000091c070000, Class:  5, CF:0.757583, Len:  6, Fitness_tra: 3
Rule 49: 5000010000670006, Class:  1, CF:0.921925, Len:  5, Fitness_tra: 3
Rule 50: 0000b00000000bd0, Class:  4, CF:0.500196, Len:  3, Fitness_tra: 4
Rule 51: 0009d04010110408, Class:  7, CF:0.934999, Len:  8, Fitness_tra: 3
Rule 52: 400250000a900001, Class:  8, CF:0.669576, Len:  6, Fitness_tra: 4
Rule 53: 4000b000070000d0, Class:  4, CF:0.99428, Len:  4, Fitness_tra: 3
Rule 54: 090050500c0b0000, Class:  3, CF:0.263918, Len:  5, Fitness_tra: 3
Rule 55: 060000300807000b, Class:  8, CF:  1, Len:  5, Fitness_tra: 3
Rule 56: 000ea0000b200000, Class:  4, CF:0.124611, Len:  4, Fitness_tra: 2
Rule 57: 40c00100670d0000, Class:  8, CF:0.282611, Len:  6, Fitness_tra: 3
Rule 58: c90000000000500e, Class:  0, CF:0.116573, Len:  4, Fitness_tra: 3
Rule 59: a0000c0050005b01, Class:  4, CF:0.831963, Len:  6, Fitness_tra: 1
Rule 60: 0500a0e000000000, Class:  4, CF:0.438819, Len:  3, Fitness_tra: 3
Rule 61: c10000000000900e, Class:  8, CF:0.51209, Len:  4, Fitness_tra: 3
Rule 62: 0700b00000600300, Class:  1, CF:0.980793, Len:  4, Fitness_tra: 3
Rule 63: 051902011091550e, Class:  0, CF:0.986398, Len: 11, Fitness_tra: 2
Rule 64: 0c000000006b0000, Class:  2, CF:0.359445, Len:  3, Fitness_tra: 2
Rule 65: 01000007006a0008, Class:  8, CF:0.912948, Len:  5, Fitness_tra: 2
Rule 66: 00005e0020000406, Class:  1, CF:0.178856, Len:  5, Fitness_tra: 2
Rule 67: 00000000c0e80700, Class:  4, CF:0.149018, Len:  4, Fitness_tra: 2
Rule 68: 010d020050005b01, Class:  1, CF:0.820119, Len:  7, Fitness_tra: 2
Rule 69: 5040000300000b0c, Class:  6, CF:0.830146, Len:  5, Fitness_tra: 2
Rule 70: 500000e000000c40, Class:  8, CF:0.584167, Len:  4, Fitness_tra: 2
Rule 71: b258000410000000, Class:  8, CF:0.277754, Len:  6, Fitness_tra: 1
Rule 72: 000000e050000900, Class:  0, CF:0.933684, Len:  3, Fitness_tra: 2
Rule 73: 5550000300000005, Class:  8, CF:0.959705, Len:  5, Fitness_tra: 1
Rule 74: 5700b000000a0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 75: 000000006e0d0000, Class:  9, CF:  1, Len:  3, Fitness_tra: 1
Rule 76: 0000e0000e009000, Class:  9, CF:  1, Len:  3, Fitness_tra: 1
Rule 77: 000ea0e000000000, Class:  8, CF:0.56335, Len:  3, Fitness_tra: 1
Rule 78: 05000009006003a0, Class:  8, CF:0.927882, Len:  5, Fitness_tra: 1
Rule 79: 050000510c0a0700, Class:  7, CF:0.753464, Len:  6, Fitness_tra: 1
Rule 80: 000000e000600900, Class:  5, CF:0.837427, Len:  3, Fitness_tra: 1
Rule 81: 235f163131f25772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ba50000000000008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000800058, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 71236a3312111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: aa1655181792d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1611311131351774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 431a13a3112d2c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1333111e153c54b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 115613136d1454b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0109020010005001, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00ad000000240080, Class:  4, CF:0.674231, Len:  5, Fitness_tra: 4
Rule 93: 050000004020000c, Class:  7, CF:0.131879, Len:  4, Fitness_tra: 6
Rule 94: 00e0000700090508, Class:  8, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 0000003002070d00, Class:  8, CF:0.28392, Len:  4, Fitness_tra: 1
Rule 96: 010d020070300b07, Class:  1, CF:0.294613, Len:  7, Fitness_tra: 1
Rule 97: 00a00c0000500bd1, Class:  4, CF:0.995479, Len:  6, Fitness_tra: 5
Rule 98: 0009a20005000301, Class:  9, CF:0.704441, Len:  6, Fitness_tra: 5
Rule 99: 11150250801b5b51, Class:  1, CF:0.170999, Len: 13, Fitness_tra: 0
Rule100: c90000000000500e, Class:  0, CF:0.116573, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.3478
------Result------
Miss_rate(tra)	:14.3478
Miss_rate(tst)	:20.4545
ARL				:4.75

------Generation 900------
Rule  1: 050250000c900001, Class:  3, CF:0.538118, Len:  6, Fitness_tra: 61
Rule  2: 55000000000a0b00, Class:  6, CF:0.883646, Len:  4, Fitness_tra: 55
Rule  3: 0509020030000106, Class:  2, CF:0.244889, Len:  6, Fitness_tra: 55
Rule  4: 0200000000300b0c, Class:  7, CF:0.57422, Len:  4, Fitness_tra: 43
Rule  5: 00000f0000000000, Class:  0, CF:0.615241, Len:  1, Fitness_tra: 43
Rule  6: 0500000000600e00, Class:  5, CF:0.98303, Len:  3, Fitness_tra: 42
Rule  7: 5500000005000300, Class:  9, CF:0.759474, Len:  4, Fitness_tra: 31
Rule  8: a000009005000000, Class:  1, CF:0.483151, Len:  3, Fitness_tra: 26
Rule  9: ac20009000000003, Class:  1, CF:0.918347, Len:  5, Fitness_tra: 15
Rule 10: 0000003005000000, Class:  9, CF:0.397055, Len:  2, Fitness_tra: 14
Rule 11: 8900000000005003, Class:  4, CF:0.266481, Len:  4, Fitness_tra: 8
Rule 12: 15000001002d0100, Class:  4, CF:0.886798, Len:  6, Fitness_tra: 9
Rule 13: 09000050000b000e, Class:  8, CF:0.834539, Len:  4, Fitness_tra: 9
Rule 14: 0500a000000a0b01, Class:  6, CF:0.86385, Len:  5, Fitness_tra: 8
Rule 15: 0000a0c0005004d0, Class:  4, CF:0.886438, Len:  5, Fitness_tra: 9
Rule 16: b0000a0000000000, Class:  0, CF:0.625215, Len:  2, Fitness_tra: 9
Rule 17: 020000000000000c, Class:  7, CF:0.0461735, Len:  2, Fitness_tra: 9
Rule 18: 050010510c000700, Class:  4, CF:0.934897, Len:  6, Fitness_tra: 7
Rule 19: 00c0d00010000408, Class:  7, CF:0.948801, Len:  5, Fitness_tra: 9
Rule 20: 000ea706005c0000, Class:  0, CF:0.92905, Len:  6, Fitness_tra: 9
Rule 21: 500000d300000000, Class:  8, CF:0.908864, Len:  3, Fitness_tra: 6
Rule 22: 5000010000600000, Class:  8, CF:0.652511, Len:  3, Fitness_tra: 8
Rule 23: 00000a0000009000, Class:  8, CF:0.845638, Len:  2, Fitness_tra: 8
Rule 24: 0500a2000600001c, Class:  6, CF:0.836737, Len:  6, Fitness_tra: 7
Rule 25: 0000a00000300b00, Class:  8, CF:0.950206, Len:  3, Fitness_tra: 7
Rule 26: 151210a10190c011, Class:  6, CF:0.852682, Len: 12, Fitness_tra: 7
Rule 27: 05ad000050d00300, Class:  4, CF:0.78557, Len:  6, Fitness_tra: 5
Rule 28: 050000300807000b, Class:  5, CF:0.63375, Len:  5, Fitness_tra: 6
Rule 29: 000010002b200d00, Class:  0, CF:0.934241, Len:  5, Fitness_tra: 6
Rule 30: 000e00000e000000, Class:  9, CF:0.541432, Len:  2, Fitness_tra: 6
Rule 31: 00000706006d0000, Class:  5, CF:0.995109, Len:  4, Fitness_tra: 6
Rule 32: 050000004020000c, Class:  7, CF:0.131879, Len:  4, Fitness_tra: 6
Rule 33: e50200000c000001, Class:  5, CF:0.0443095, Len:  5, Fitness_tra: 7
Rule 34: 400d0000070000d1, Class:  4, CF:0.789798, Len:  5, Fitness_tra: 5
Rule 35: 01000001100d0000, Class:  8, CF:0.24067, Len:  4, Fitness_tra: 5
Rule 36: 5500009005000300, Class:  9, CF:0.966677, Len:  5, Fitness_tra: 5
Rule 37: 00a00c0000500bd1, Class:  4, CF:0.995479, Len:  6, Fitness_tra: 4
Rule 38: 0009a20005000301, Class:  9, CF:0.704441, Len:  6, Fitness_tra: 5
Rule 39: a900d09700000003, Class:  7, CF:0.585884, Len:  6, Fitness_tra: 5
Rule 40: 00000a00c0000000, Class:  8, CF:0.994574, Len:  2, Fitness_tra: 4
Rule 41: 090050500c070000, Class:  3, CF:0.205732, Len:  5, Fitness_tra: 4
Rule 42: 0000800500245080, Class:  1, CF:0.959293, Len:  6, Fitness_tra: 4
Rule 43: 00005ee020600000, Class:  2, CF:0.691464, Len:  5, Fitness_tra: 4
Rule 44: 0500000005000301, Class:  9, CF:0.199233, Len:  4, Fitness_tra: 4
Rule 45: 00005e5022600000, Class:  2, CF:0.647905, Len:  6, Fitness_tra: 4
Rule 46: 400250000a900001, Class:  8, CF:0.669576, Len:  6, Fitness_tra: 4
Rule 47: 00ad000000240080, Class:  4, CF:0.674231, Len:  5, Fitness_tra: 4
Rule 48: 0109024010115301, Class:  2, CF:0.813302, Len: 10, Fitness_tra: 4
Rule 49: 000050572b600000, Class:  2, CF:0.49537, Len:  6, Fitness_tra: 4
Rule 50: 40c00100670d0000, Class:  8, CF:0.282611, Len:  6, Fitness_tra: 3
Rule 51: 0c00000000000000, Class:  1, CF:0.0440307, Len:  1, Fitness_tra: 4
Rule 52: 5500c00000000c00, Class:  8, CF:0.621729, Len:  4, Fitness_tra: 3
Rule 53: 4000b000070000d0, Class:  4, CF:0.99428, Len:  4, Fitness_tra: 3
Rule 54: 090050500c0b0000, Class:  3, CF:0.263918, Len:  5, Fitness_tra: 3
Rule 55: 060000300807000b, Class:  8, CF:  1, Len:  5, Fitness_tra: 3
Rule 56: 0009d04010110408, Class:  7, CF:0.934999, Len:  8, Fitness_tra: 3
Rule 57: 0000b00000000bd0, Class:  4, CF:0.500196, Len:  3, Fitness_tra: 3
Rule 58: c90000000000500e, Class:  0, CF:0.116573, Len:  4, Fitness_tra: 4
Rule 59: 0500a0e000000000, Class:  4, CF:0.438819, Len:  3, Fitness_tra: 2
Rule 60: 15007001000d0700, Class:  4, CF:0.865505, Len:  6, Fitness_tra: 3
Rule 61: 0700b00000600300, Class:  1, CF:0.980793, Len:  4, Fitness_tra: 3
Rule 62: 055000091c070000, Class:  5, CF:0.757583, Len:  6, Fitness_tra: 3
Rule 63: 5000010000670006, Class:  1, CF:0.921925, Len:  5, Fitness_tra: 3
Rule 64: 0000000000090500, Class:  0, CF:0.562015, Len:  2, Fitness_tra: 4
Rule 65: 0009000005000300, Class:  9, CF:0.22021, Len:  3, Fitness_tra: 3
Rule 66: 000ea0000b200000, Class:  4, CF:0.124611, Len:  4, Fitness_tra: 1
Rule 67: 00000000c0e80700, Class:  4, CF:0.149018, Len:  4, Fitness_tra: 2
Rule 68: 010d020050005b01, Class:  1, CF:0.820119, Len:  7, Fitness_tra: 2
Rule 69: 5040000300000b0c, Class:  6, CF:0.830146, Len:  5, Fitness_tra: 2
Rule 70: 01000007006a0008, Class:  8, CF:0.912948, Len:  5, Fitness_tra: 2
Rule 71: 000000e050000900, Class:  0, CF:0.933684, Len:  3, Fitness_tra: 2
Rule 72: 051902011091550e, Class:  0, CF:0.986398, Len: 11, Fitness_tra: 2
Rule 73: 0c000000006b0000, Class:  2, CF:0.359445, Len:  3, Fitness_tra: 2
Rule 74: b258000410000000, Class:  8, CF:0.277754, Len:  6, Fitness_tra: 2
Rule 75: 000000e000600900, Class:  5, CF:0.837427, Len:  3, Fitness_tra: 2
Rule 76: 00005e0020000406, Class:  1, CF:0.178856, Len:  5, Fitness_tra: 2
Rule 77: c10000000000900e, Class:  8, CF:0.51209, Len:  4, Fitness_tra: 0
Rule 78: 05000009006003a0, Class:  8, CF:0.927882, Len:  5, Fitness_tra: 1
Rule 79: 050000510c0a0700, Class:  7, CF:0.753464, Len:  6, Fitness_tra: 1
Rule 80: 500000e000000c40, Class:  8, CF:0.584167, Len:  4, Fitness_tra: 1
Rule 81: 0000050000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f111111363611411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5673421112f1332f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 115a3a1311111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 212e115122418a13, Class:  9, CF:0.958027, Len: 16, Fitness_tra: 0
Rule 86: 212112111229163a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 13111d1452121121, Class:  1, CF:  1, Len: 16, Fitness_tra: 0
Rule 88: 13215217b1215663, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3f13752c14311814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 191f161952141434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0509000030000500, Class:  8, CF:0.366529, Len:  4, Fitness_tra: 7
Rule 92: a9c0d097100a0008, Class:  7, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: d900a000000a0001, Class:  6, CF:0.941621, Len:  5, Fitness_tra: 3
Rule 94: 050410000c005003, Class:  4, CF:0.912779, Len:  6, Fitness_tra: 17
Rule 95: 0550a00015270b00, Class:  9, CF:0.962472, Len:  8, Fitness_tra: 0
Rule 96: 000000d000000003, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000080c000500ed0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00005e5022600000, Class:  2, CF:0.647905, Len:  0, Fitness_tra: 0
Rule 99: 05c0a00000003400, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 50000b00002a00d0, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.0217
------Result------
Miss_rate(tra)	:14.0217
Miss_rate(tst)	:19.5455
ARL				:5.03409

------Generation 1000------
Rule  1: 050250000c900001, Class:  3, CF:0.538118, Len:  6, Fitness_tra: 62
Rule  2: 0509020030000106, Class:  2, CF:0.244889, Len:  6, Fitness_tra: 54
Rule  3: 55000000000a0b00, Class:  6, CF:0.883646, Len:  4, Fitness_tra: 54
Rule  4: 0200000000300b0c, Class:  7, CF:0.57422, Len:  4, Fitness_tra: 44
Rule  5: 0500000000600e00, Class:  5, CF:0.98303, Len:  3, Fitness_tra: 42
Rule  6: 00000f0000000000, Class:  0, CF:0.615241, Len:  1, Fitness_tra: 41
Rule  7: 5500000005000300, Class:  9, CF:0.759474, Len:  4, Fitness_tra: 36
Rule  8: a000009005000000, Class:  1, CF:0.483151, Len:  3, Fitness_tra: 26
Rule  9: 050410000c005003, Class:  4, CF:0.912779, Len:  6, Fitness_tra: 15
Rule 10: ac20009000000003, Class:  1, CF:0.918347, Len:  5, Fitness_tra: 15
Rule 11: 0000003005000000, Class:  9, CF:0.397055, Len:  2, Fitness_tra: 14
Rule 12: e500003008070001, Class:  5, CF:0.708936, Len:  6, Fitness_tra: 13
Rule 13: 020000000000000c, Class:  7, CF:0.0461735, Len:  2, Fitness_tra: 10
Rule 14: 0000a0c0005004d0, Class:  4, CF:0.886438, Len:  5, Fitness_tra: 9
Rule 15: b0000a0000000000, Class:  0, CF:0.625215, Len:  2, Fitness_tra: 9
Rule 16: 09000050000b000e, Class:  8, CF:0.834539, Len:  4, Fitness_tra: 9
Rule 17: 00c0d00010000408, Class:  7, CF:0.948801, Len:  5, Fitness_tra: 9
Rule 18: 000ea706005c0000, Class:  0, CF:0.92905, Len:  6, Fitness_tra: 9
Rule 19: 15000001002d0100, Class:  4, CF:0.886798, Len:  6, Fitness_tra: 9
Rule 20: 5000010000600000, Class:  8, CF:0.652511, Len:  3, Fitness_tra: 8
Rule 21: 0500a000000a0b01, Class:  6, CF:0.86385, Len:  5, Fitness_tra: 8
Rule 22: 00000a0000009000, Class:  8, CF:0.845638, Len:  2, Fitness_tra: 8
Rule 23: 8900000000005003, Class:  4, CF:0.266481, Len:  4, Fitness_tra: 7
Rule 24: 0500a2000600001c, Class:  6, CF:0.836737, Len:  6, Fitness_tra: 6
Rule 25: 0000a00000300b00, Class:  8, CF:0.950206, Len:  3, Fitness_tra: 7
Rule 26: 050010510c000700, Class:  4, CF:0.934897, Len:  6, Fitness_tra: 7
Rule 27: 0509000030000500, Class:  8, CF:0.366529, Len:  4, Fitness_tra: 7
Rule 28: 151210a10190c011, Class:  6, CF:0.852682, Len: 12, Fitness_tra: 6
Rule 29: 500000d300000000, Class:  8, CF:0.908864, Len:  3, Fitness_tra: 6
Rule 30: 000e00000e000000, Class:  9, CF:0.541432, Len:  2, Fitness_tra: 6
Rule 31: 00000706006d0000, Class:  5, CF:0.995109, Len:  4, Fitness_tra: 6
Rule 32: 000250000a900b01, Class:  7, CF:0.829332, Len:  6, Fitness_tra: 6
Rule 33: 000010002b200d00, Class:  0, CF:0.934241, Len:  5, Fitness_tra: 6
Rule 34: 400250000a900001, Class:  8, CF:0.669576, Len:  6, Fitness_tra: 5
Rule 35: 05ad000050d00300, Class:  4, CF:0.78557, Len:  6, Fitness_tra: 5
Rule 36: 5500009005000300, Class:  9, CF:0.966677, Len:  5, Fitness_tra: 5
Rule 37: 01000001100d0000, Class:  8, CF:0.24067, Len:  4, Fitness_tra: 5
Rule 38: 0009a20005000301, Class:  9, CF:0.704441, Len:  6, Fitness_tra: 5
Rule 39: 400d0000070000d1, Class:  4, CF:0.789798, Len:  5, Fitness_tra: 5
Rule 40: 0c00000000000000, Class:  1, CF:0.0440307, Len:  1, Fitness_tra: 4
Rule 41: 050000300807000b, Class:  5, CF:0.63375, Len:  5, Fitness_tra: 4
Rule 42: 0000800500245080, Class:  1, CF:0.959293, Len:  6, Fitness_tra: 4
Rule 43: 00005ee020600000, Class:  2, CF:0.691464, Len:  5, Fitness_tra: 4
Rule 44: 0500000005000301, Class:  9, CF:0.199233, Len:  4, Fitness_tra: 4
Rule 45: 00005e5022600000, Class:  2, CF:0.647905, Len:  6, Fitness_tra: 4
Rule 46: 0200000000800e0c, Class:  0, CF:0.954661, Len:  4, Fitness_tra: 4
Rule 47: 00ad000000240080, Class:  4, CF:0.674231, Len:  5, Fitness_tra: 4
Rule 48: 0109024010115301, Class:  2, CF:0.813302, Len: 10, Fitness_tra: 4
Rule 49: 000050572b600000, Class:  2, CF:0.49537, Len:  6, Fitness_tra: 4
Rule 50: 090050500c070000, Class:  3, CF:0.205732, Len:  5, Fitness_tra: 4
Rule 51: 050000004020000c, Class:  7, CF:0.131879, Len:  4, Fitness_tra: 4
Rule 52: c90000000000500e, Class:  0, CF:0.116573, Len:  4, Fitness_tra: 4
Rule 53: 00000a00c0000000, Class:  8, CF:0.994574, Len:  2, Fitness_tra: 4
Rule 54: 00a00c0000500bd1, Class:  4, CF:0.995479, Len:  6, Fitness_tra: 4
Rule 55: e50200000c000001, Class:  5, CF:0.0443095, Len:  5, Fitness_tra: 3
Rule 56: 0009d04010110408, Class:  7, CF:0.934999, Len:  8, Fitness_tra: 3
Rule 57: 890000006000500a, Class:  4, CF:0.848553, Len:  5, Fitness_tra: 3
Rule 58: 5500c00000000c00, Class:  8, CF:0.621729, Len:  4, Fitness_tra: 3
Rule 59: 060000300807000b, Class:  8, CF:  1, Len:  5, Fitness_tra: 3
Rule 60: 15007001000d0700, Class:  4, CF:0.865505, Len:  6, Fitness_tra: 3
Rule 61: 0700b00000600300, Class:  1, CF:0.980793, Len:  4, Fitness_tra: 3
Rule 62: a900d09700000003, Class:  7, CF:0.585884, Len:  6, Fitness_tra: 3
Rule 63: 5000010000670006, Class:  1, CF:0.921925, Len:  5, Fitness_tra: 3
Rule 64: 4000b000070000d0, Class:  4, CF:0.99428, Len:  4, Fitness_tra: 3
Rule 65: 0009000005000300, Class:  9, CF:0.22021, Len:  3, Fitness_tra: 3
Rule 66: 090050500c0b0000, Class:  3, CF:0.263918, Len:  5, Fitness_tra: 3
Rule 67: d900a000000a0001, Class:  6, CF:0.941621, Len:  5, Fitness_tra: 3
Rule 68: 40c00100670d0000, Class:  8, CF:0.282611, Len:  6, Fitness_tra: 3
Rule 69: 0000000000090500, Class:  0, CF:0.562015, Len:  2, Fitness_tra: 4
Rule 70: 01000007006a0008, Class:  8, CF:0.912948, Len:  5, Fitness_tra: 3
Rule 71: 0000b00000000bd0, Class:  4, CF:0.500196, Len:  3, Fitness_tra: 2
Rule 72: 051902011091550e, Class:  0, CF:0.986398, Len: 11, Fitness_tra: 2
Rule 73: 0c000000006b0000, Class:  2, CF:0.359445, Len:  3, Fitness_tra: 2
Rule 74: b258000410000000, Class:  8, CF:0.277754, Len:  6, Fitness_tra: 1
Rule 75: 000000e000600900, Class:  5, CF:0.837427, Len:  3, Fitness_tra: 2
Rule 76: 00005e0020000406, Class:  1, CF:0.178856, Len:  5, Fitness_tra: 1
Rule 77: 010d020050005b01, Class:  1, CF:0.820119, Len:  7, Fitness_tra: 2
Rule 78: 00000000c0e80700, Class:  4, CF:0.149018, Len:  4, Fitness_tra: 2
Rule 79: 0500a0e000000000, Class:  4, CF:0.438819, Len:  3, Fitness_tra: 2
Rule 80: 5040000300000b0c, Class:  6, CF:0.830146, Len:  5, Fitness_tra: 2
Rule 81: 1a21254251a19211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0df900000000bc53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3f13111111111724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: af31891111111241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1153494114a21c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000d000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b11a5a3951119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 131625411d153814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0009900003080000, Class:  8, CF:0.515231, Len:  4, Fitness_tra: 0
Rule 90: 00000f8e50080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0507000004700300, Class:  1, CF:0.968356, Len:  5, Fitness_tra: 2
Rule 92: 500000d300000000, Class:  8, CF:0.908864, Len:  0, Fitness_tra: 0
Rule 93: 00000090005043d0, Class:  1, CF:0.410311, Len:  5, Fitness_tra: -2
Rule 94: 00a0000630670083, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 890d0300000b0003, Class:  6, CF:0.346659, Len:  6, Fitness_tra: 1
Rule 96: 0000800000300b00, Class:  2, CF:0.00731237, Len:  3, Fitness_tra: 0
Rule 97: e500003002070081, Class:  4, CF:0.587319, Len:  7, Fitness_tra: 1
Rule 98: 050e074a00110b00, Class:  2, CF:0.42629, Len:  8, Fitness_tra: 0
Rule 99: 0000d03001000008, Class:  8, CF:0.708288, Len:  4, Fitness_tra: 4
Rule100: 8000000000000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.3696
------Result------
Miss_rate(tra)	:13.3696
Miss_rate(tst)	:18.6364
ARL				:4.77273

------Generation 2000------
Rule  1: 050250000c900001, Class:  3, CF:0.538118, Len:  6, Fitness_tra: 64
Rule  2: 0509020030000106, Class:  2, CF:0.244889, Len:  6, Fitness_tra: 59
Rule  3: 55000000000a0b00, Class:  6, CF:0.883646, Len:  4, Fitness_tra: 55
Rule  4: 0500000000600e00, Class:  5, CF:0.98303, Len:  3, Fitness_tra: 45
Rule  5: 0200000000300b0c, Class:  7, CF:0.57422, Len:  4, Fitness_tra: 44
Rule  6: 00000f0000000000, Class:  0, CF:0.615241, Len:  1, Fitness_tra: 35
Rule  7: a000009005000000, Class:  1, CF:0.483151, Len:  3, Fitness_tra: 27
Rule  8: 55000050000b0a00, Class:  9, CF:0.861011, Len:  5, Fitness_tra: 24
Rule  9: 0000a0c000500e00, Class:  0, CF:  1, Len:  4, Fitness_tra: 21
Rule 10: 0500100000005b03, Class:  4, CF:0.430959, Len:  5, Fitness_tra: 20
Rule 11: 5500000005000300, Class:  9, CF:0.759474, Len:  4, Fitness_tra: 14
Rule 12: ac20009000000003, Class:  1, CF:0.918347, Len:  5, Fitness_tra: 13
Rule 13: e500003008070001, Class:  5, CF:0.708936, Len:  6, Fitness_tra: 13
Rule 14: 0000a00000600400, Class:  8, CF:  1, Len:  3, Fitness_tra: 12
Rule 15: 0504000000005e00, Class:  8, CF:0.392557, Len:  4, Fitness_tra: 10
Rule 16: 0000a0c0005004d0, Class:  4, CF:0.886438, Len:  5, Fitness_tra: 8
Rule 17: 020000000000000c, Class:  7, CF:0.0461735, Len:  2, Fitness_tra: 9
Rule 18: 00c0d00010000408, Class:  7, CF:0.948801, Len:  5, Fitness_tra: 9
Rule 19: 0000003005000000, Class:  9, CF:0.397055, Len:  2, Fitness_tra: 8
Rule 20: 1000a20000500106, Class:  4, CF:0.585143, Len:  6, Fitness_tra: 7
Rule 21: 000ea706005c0000, Class:  0, CF:0.92905, Len:  6, Fitness_tra: 8
Rule 22: 09000050000b000e, Class:  8, CF:0.834539, Len:  4, Fitness_tra: 8
Rule 23: 5d04000000000300, Class:  9, CF:0.829886, Len:  4, Fitness_tra: 7
Rule 24: 050410000c005003, Class:  4, CF:0.912779, Len:  6, Fitness_tra: 4
Rule 25: 0500a000000a0b01, Class:  6, CF:0.86385, Len:  5, Fitness_tra: 7
Rule 26: 0500a2000600001c, Class:  6, CF:0.836737, Len:  6, Fitness_tra: 7
Rule 27: 09000000000b500e, Class:  0, CF:0.577178, Len:  4, Fitness_tra: 7
Rule 28: 500000d300000000, Class:  8, CF:0.908864, Len:  3, Fitness_tra: 7
Rule 29: 5d00000000080300, Class:  9, CF:0.80096, Len:  4, Fitness_tra: 7
Rule 30: 00000a0000009000, Class:  8, CF:0.845638, Len:  2, Fitness_tra: 7
Rule 31: 151210a10190c011, Class:  6, CF:0.852682, Len: 12, Fitness_tra: 6
Rule 32: 000e00000e000000, Class:  9, CF:0.541432, Len:  2, Fitness_tra: 6
Rule 33: 090050500c0b0000, Class:  3, CF:0.263918, Len:  5, Fitness_tra: 6
Rule 34: 5000010000600000, Class:  8, CF:0.652511, Len:  3, Fitness_tra: 6
Rule 35: 00000706006d0000, Class:  5, CF:0.995109, Len:  4, Fitness_tra: 6
