------Generation 0------
Rule  1: 227711147b, Class:  4, CF:0.418455, Len: 10, Fitness_tra: -81
Rule 96: 7177c62b42, Class:  2, CF:0.895383, Len:  0, Fitness_tra: 0
Rule 97: 14b22a42b4, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 98: 121785b441, Class:  1, CF:0.495647, Len: 10, Fitness_tra: 27
Rule 99: 1100900100, Class:  3, CF:0.400296, Len:  4, Fitness_tra: -152
Rule100: 112486161b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.0713
------Result------
Miss_rate(tra)	:44.0713
Miss_rate(tst)	:45.2968
ARL				:8.5098

------Generation 700------
Rule  1: 1740ce0b1b, Class:  0, CF:0.998087, Len:  8, Fitness_tra: 1420
Rule  2: 1c1419141b, Class:  0, CF:0.567568, Len: 10, Fitness_tra: 252
Rule  3: 112489161b, Class:  0, CF:0.252951, Len: 10, Fitness_tra: 370
Rule  4: 1744c91b1b, Class:  0, CF:0.970309, Len: 10, Fitness_tra: 180
Rule  5: 0000020800, Class:  2, CF:0.997497, Len:  2, Fitness_tra: 9
Rule  6: 1247c37171, Class:  1, CF:0.628011, Len: 10, Fitness_tra: 0
Rule  7: 0090000100, Class:  4, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 0
Rule  9: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 10: 7c1119141b, Class:  0, CF:0.104114, Len: 10, Fitness_tra: 1
Rule 11: 300db10070, Class:  1, CF:0.961491, Len:  5, Fitness_tra: 1
Rule 12: d01b300042, Class:  3, CF:  1, Len:  6, Fitness_tra: 1
Rule 13: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 7921212281, Class:  2, CF:0.999878, Len: 10, Fitness_tra: 0
Rule 15: 79215eb441, Class:  1, CF:0.999459, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 009b902102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 22: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0024495470, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7c228e7b44, Class:  2, CF:0.882597, Len: 10, Fitness_tra: 0
Rule 28: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 29: ad121a4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 219b012447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 724c812b44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3004b10176, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 212bc5bc24, Class:  2, CF:0.999492, Len: 10, Fitness_tra: 0
Rule 41: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2e24294471, Class:  1, CF:0.980561, Len: 10, Fitness_tra: 0
Rule 44: 0008094b00, Class:  1, CF:0.999999, Len:  4, Fitness_tra: 3
Rule 45: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 20e9c00014, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 53: 00000090a0, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 56: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 60: 4c42ce1be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 41275f7724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 4548494b21, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: b4728a427b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 17775f7772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2bb2812724, Class:  2, CF:0.999288, Len: 10, Fitness_tra: 0
Rule 70: bc128e7b42, Class:  2, CF:0.56881, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 74b7c3b227, Class:  2, CF:0.608304, Len: 10, Fitness_tra: 0
Rule 74: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b225174b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7117ce472b, Class:  0, CF:0.999809, Len: 10, Fitness_tra: 0
Rule 79: b125d372b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 144185b124, Class:  2, CF:0.988264, Len: 10, Fitness_tra: 1
Rule 81: 7c1b3a4274, Class:  4, CF:0.99881, Len: 10, Fitness_tra: 0
Rule 82: 441411b722, Class:  2, CF:0.116782, Len: 10, Fitness_tra: -1
Rule 83: 4314c52442, Class:  2, CF:0.999481, Len: 10, Fitness_tra: 0
Rule 84: 14412544b1, Class:  2, CF:0.883396, Len: 10, Fitness_tra: -1182
Rule 85: 741733b724, Class:  4, CF:0.979646, Len: 10, Fitness_tra: 0
Rule 86: 71b211421b, Class:  2, CF:0.100515, Len: 10, Fitness_tra: -1
Rule 87: 0000030005, Class:  4, CF:0.916536, Len:  2, Fitness_tra: 1
Rule 88: 24b7637721, Class:  4, CF:0.997529, Len: 10, Fitness_tra: -1
Rule 89: 14743fb217, Class:  4, CF:0.965479, Len: 10, Fitness_tra: 0
Rule 90: b127c1b4b7, Class:  2, CF:0.967524, Len: 10, Fitness_tra: -1
Rule 91: 1247037171, Class:  4, CF:0.653266, Len:  9, Fitness_tra: -197
Rule 92: 412b050c20, Class:  2, CF:0.998303, Len:  7, Fitness_tra: 1
Rule 93: 4c42ce4b74, Class:  2, CF:0.927317, Len: 10, Fitness_tra: 0
Rule 94: 7727559742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1471d6b2bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7177c62b42, Class:  2, CF:0.895383, Len:  0, Fitness_tra: 0
Rule 97: 14b22a42b4, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 98: 121785b441, Class:  1, CF:0.495647, Len: 10, Fitness_tra: 27
Rule 99: 1100900100, Class:  3, CF:0.400296, Len:  4, Fitness_tra: -152
Rule100: 112486161b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.0713
------Result------
Miss_rate(tra)	:44.0713
Miss_rate(tst)	:45.2968
ARL				:8.5098

------Generation 800------
Rule  1: 1740ce0b1b, Class:  0, CF:0.998087, Len:  8, Fitness_tra: 1420
Rule  2: 1c1419141b, Class:  0, CF:0.567568, Len: 10, Fitness_tra: 252
Rule  3: 112489161b, Class:  0, CF:0.252951, Len: 10, Fitness_tra: 370
Rule  4: 1744c91b1b, Class:  0, CF:0.970309, Len: 10, Fitness_tra: 180
Rule  5: 0000020800, Class:  2, CF:0.997497, Len:  2, Fitness_tra: 9
Rule  6: 1247c37171, Class:  1, CF:0.628011, Len: 10, Fitness_tra: 0
Rule  7: 0090000100, Class:  4, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 0
Rule  9: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 10: 7c1119141b, Class:  0, CF:0.104114, Len: 10, Fitness_tra: 1
Rule 11: 300db10070, Class:  1, CF:0.961491, Len:  5, Fitness_tra: 1
Rule 12: d01b300042, Class:  3, CF:  1, Len:  6, Fitness_tra: 1
Rule 13: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 7921212281, Class:  2, CF:0.999878, Len: 10, Fitness_tra: 0
Rule 15: 79215eb441, Class:  1, CF:0.999459, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 009b902102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 22: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0024495470, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7c228e7b44, Class:  2, CF:0.882597, Len: 10, Fitness_tra: 0
Rule 28: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 29: ad121a4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 219b012447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 724c812b44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3004b10176, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 212bc5bc24, Class:  2, CF:0.999492, Len: 10, Fitness_tra: 0
Rule 41: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2e24294471, Class:  1, CF:0.980561, Len: 10, Fitness_tra: 0
Rule 44: 0008094b00, Class:  1, CF:0.999999, Len:  4, Fitness_tra: 3
Rule 45: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 20e9c00014, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 53: 00000090a0, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 56: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 60: 4c42ce1be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 41275f7724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 4548494b21, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: b4728a427b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 17775f7772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2bb2812724, Class:  2, CF:0.999288, Len: 10, Fitness_tra: 0
Rule 70: bc128e7b42, Class:  2, CF:0.56881, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 74b7c3b227, Class:  2, CF:0.608304, Len: 10, Fitness_tra: 0
Rule 74: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b225174b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7117ce472b, Class:  0, CF:0.999809, Len: 10, Fitness_tra: 0
Rule 79: b125d372b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 144185b124, Class:  2, CF:0.988264, Len: 10, Fitness_tra: 1
Rule 81: 7c1b3a4274, Class:  4, CF:0.99881, Len: 10, Fitness_tra: 0
Rule 82: 441411b722, Class:  2, CF:0.116782, Len: 10, Fitness_tra: -1
Rule 83: 4314c52442, Class:  2, CF:0.999481, Len: 10, Fitness_tra: 0
Rule 84: 14412544b1, Class:  2, CF:0.883396, Len: 10, Fitness_tra: -1182
Rule 85: 741733b724, Class:  4, CF:0.979646, Len: 10, Fitness_tra: 0
Rule 86: 71b211421b, Class:  2, CF:0.100515, Len: 10, Fitness_tra: -1
Rule 87: 0000030005, Class:  4, CF:0.916536, Len:  2, Fitness_tra: 1
Rule 88: 24b7637721, Class:  4, CF:0.997529, Len: 10, Fitness_tra: -1
Rule 89: 14743fb217, Class:  4, CF:0.965479, Len: 10, Fitness_tra: 0
Rule 90: b127c1b4b7, Class:  2, CF:0.967524, Len: 10, Fitness_tra: -1
Rule 91: 1247037171, Class:  4, CF:0.653266, Len:  9, Fitness_tra: -197
Rule 92: 412b050c20, Class:  2, CF:0.998303, Len:  7, Fitness_tra: 1
Rule 93: 4c42ce4b74, Class:  2, CF:0.927317, Len: 10, Fitness_tra: 0
Rule 94: 7727559742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1471d6b2bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7177c62b42, Class:  2, CF:0.895383, Len:  0, Fitness_tra: 0
Rule 97: 14b22a42b4, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 98: 121785b441, Class:  1, CF:0.495647, Len: 10, Fitness_tra: 27
Rule 99: 1100900100, Class:  3, CF:0.400296, Len:  4, Fitness_tra: -152
Rule100: 112486161b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.0713
------Result------
Miss_rate(tra)	:44.0713
Miss_rate(tst)	:45.2968
ARL				:8.5098

------Generation 900------
Rule  1: 1740ce0b1b, Class:  0, CF:0.998087, Len:  8, Fitness_tra: 1422
Rule  2: 112489161b, Class:  0, CF:0.252951, Len: 10, Fitness_tra: 363
Rule  3: 1c1419141b, Class:  0, CF:0.567568, Len: 10, Fitness_tra: 252
Rule  4: 1744c91b1b, Class:  0, CF:0.970309, Len: 10, Fitness_tra: 184
Rule  5: 121785b441, Class:  1, CF:0.495647, Len: 10, Fitness_tra: -8
Rule  6: 0000020800, Class:  2, CF:0.997497, Len:  2, Fitness_tra: 9
Rule  7: 0008094b00, Class:  1, CF:0.999999, Len:  4, Fitness_tra: 9
Rule  8: 0090000100, Class:  4, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 10: 7c1119141b, Class:  0, CF:0.104114, Len: 10, Fitness_tra: 0
Rule 11: 300db10070, Class:  1, CF:0.961491, Len:  5, Fitness_tra: -1
Rule 12: d01b300042, Class:  3, CF:  1, Len:  6, Fitness_tra: 1
Rule 13: 412b050c20, Class:  2, CF:0.998303, Len:  7, Fitness_tra: 0
Rule 14: 144185b124, Class:  2, CF:0.988264, Len: 10, Fitness_tra: -32
Rule 15: 0000030005, Class:  4, CF:0.916536, Len:  2, Fitness_tra: 1
Rule 16: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 009b902102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 22: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0024495470, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7c228e7b44, Class:  2, CF:0.882597, Len: 10, Fitness_tra: 0
Rule 28: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 29: ad121a4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 219b012447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 724c812b44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3004b10176, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 212bc5bc24, Class:  2, CF:0.999492, Len: 10, Fitness_tra: 0
Rule 41: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2e24294471, Class:  1, CF:0.980561, Len: 10, Fitness_tra: 0
Rule 44: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 0
Rule 45: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 20e9c00014, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 53: 00000090a0, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 56: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 60: 4c42ce1be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 41275f7724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 4548494b21, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: b4728a427b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 17775f7772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2bb2812724, Class:  2, CF:0.999288, Len: 10, Fitness_tra: 0
Rule 70: bc128e7b42, Class:  2, CF:0.56881, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 74b7c3b227, Class:  2, CF:0.608304, Len: 10, Fitness_tra: 0
Rule 74: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b225174b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7117ce472b, Class:  0, CF:0.999809, Len: 10, Fitness_tra: 0
Rule 79: b125d372b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7921212281, Class:  2, CF:0.999878, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bc47157b1b, Class:  4, CF:0.793678, Len: 10, Fitness_tra: -209
Rule 83: b111232424, Class:  4, CF:0.152088, Len: 10, Fitness_tra: -18
Rule 84: 72b2114b21, Class:  4, CF:0.809017, Len: 10, Fitness_tra: -354
Rule 85: 21112e1222, Class:  2, CF:0.999631, Len: 10, Fitness_tra: -62
Rule 86: b214c54bb1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 21b7891b14, Class:  2, CF:0.966743, Len: 10, Fitness_tra: 0
Rule 88: 4427212bbb, Class:  4, CF:0.454937, Len: 10, Fitness_tra: 0
Rule 89: 77171e4117, Class:  2, CF:0.543816, Len: 10, Fitness_tra: -320
Rule 90: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 7017330504, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 0113900000, Class:  3, CF:0.483809, Len:  4, Fitness_tra: -144
Rule 93: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 147189141c, Class:  2, CF:0.99987, Len: 10, Fitness_tra: 0
Rule 95: 1202530702, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2bb2812724, Class:  2, CF:0.999288, Len:  0, Fitness_tra: 0
Rule 97: 91040e7702, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 050080b4b0, Class:  1, CF:0.955723, Len:  5, Fitness_tra: -5
Rule 99: 7c47517d24, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 7177552b42, Class:  2, CF:0.574025, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.0713
------Result------
Miss_rate(tra)	:44.0713
Miss_rate(tst)	:45.4795
ARL				:8.30612

------Generation 1000------
Rule  1: 1740ce0b1b, Class:  0, CF:0.998087, Len:  8, Fitness_tra: 1422
Rule  2: 112489161b, Class:  0, CF:0.252951, Len: 10, Fitness_tra: 363
Rule  3: 1c1419141b, Class:  0, CF:0.567568, Len: 10, Fitness_tra: 252
Rule  4: 1744c91b1b, Class:  0, CF:0.970309, Len: 10, Fitness_tra: 184
Rule  5: 121785b441, Class:  1, CF:0.495647, Len: 10, Fitness_tra: -8
Rule  6: 0000020800, Class:  2, CF:0.997497, Len:  2, Fitness_tra: 9
Rule  7: 0008094b00, Class:  1, CF:0.999999, Len:  4, Fitness_tra: 9
Rule  8: 0090000100, Class:  4, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 10: 7c1119141b, Class:  0, CF:0.104114, Len: 10, Fitness_tra: 0
Rule 11: 300db10070, Class:  1, CF:0.961491, Len:  5, Fitness_tra: -1
Rule 12: d01b300042, Class:  3, CF:  1, Len:  6, Fitness_tra: 1
