------Generation 0------
Rule  1: b221df471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0000037cb0, Class:  4, CF:0.996717, Len:  4, Fitness_tra: 0
Rule 10: 17b1ce1261, Class:  0, CF:0.98572, Len: 10, Fitness_tra: 0
Rule 11: 4b93864124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 23b233217b, Class:  4, CF:0.891225, Len: 10, Fitness_tra: 0
Rule 13: bb27864773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000d00, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 15: 0000000880, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 4212834727, Class:  2, CF:0.466944, Len: 10, Fitness_tra: 0
Rule 17: 1bbc8341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1bb416b227, Class:  4, CF:0.999576, Len: 10, Fitness_tra: 0
Rule 20: 124b5fb742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0160034eb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 744251b4b7, Class:  2, CF:0.980913, Len: 10, Fitness_tra: 0
Rule 23: 4172864427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7142814244, Class:  2, CF:0.997252, Len: 10, Fitness_tra: 0
Rule 25: b1942ebb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b8124a7221, Class:  4, CF:0.998895, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1214dab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4bb7864174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: cccb11b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 207005bd27, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 32: 222183b477, Class:  2, CF:0.498798, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b1471a7224, Class:  4, CF:0.999936, Len: 10, Fitness_tra: 0
Rule 36: 2bbb8924b4, Class:  2, CF:0.997226, Len: 10, Fitness_tra: 0
Rule 37: 1b741f7742, Class:  4, CF:0.963962, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 71772a722b, Class:  4, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 40: 441bca7441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 21b2d68b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2bb1c6b7b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 4c74864b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b022037c02, Class:  4, CF:0.999221, Len:  7, Fitness_tra: 0
Rule 45: 14b4d31217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 12245a41b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 77218fb217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 27421e7772, Class:  2, CF:0.992762, Len: 10, Fitness_tra: -13
Rule 50: 2c22c37bb2, Class:  0, CF:0.135292, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1cb25f7272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 71b756174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 117c0347b2, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 56: 2b745fbb24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21b2de7b2b, Class:  1, CF:0.218005, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 21b2de7b2b, Class:  1, CF:0.218005, Len:  0, Fitness_tra: 0
Rule 60: 14b4214719, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1412d67444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7bbb134b44, Class:  4, CF:0.874678, Len: 10, Fitness_tra: 0
Rule 64: 121453727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b127c67742, Class:  0, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 66: b2218f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71771a7242, Class:  4, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000bd00, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 70: 44b72f7b2b, Class:  4, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 71: 22e183b47e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7bb12a4447, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2bb256b7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d070500bb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7171ca7b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2772c54427, Class:  2, CF:0.992348, Len: 10, Fitness_tra: 0
Rule 79: 43b8157b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b4421122b1, Class:  4, CF:0.748675, Len: 10, Fitness_tra: -468
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b5241177b2, Class:  4, CF:0.995173, Len: 10, Fitness_tra: -109
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: b477c31727, Class:  2, CF:0.777061, Len: 10, Fitness_tra: -9
Rule 86: 1111a321b1, Class:  4, CF:0.831189, Len: 10, Fitness_tra: -133
Rule 87: 22722324b2, Class:  4, CF:0.976, Len: 10, Fitness_tra: 0
Rule 88: 2472d1b741, Class:  2, CF:0.980032, Len: 10, Fitness_tra: 0
Rule 89: 7872231122, Class:  2, CF:0.0459397, Len: 10, Fitness_tra: 0
Rule 90: 0500000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4c148a7b2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00b0de7000, Class:  2, CF:0.944718, Len:  4, Fitness_tra: 0
Rule 93: 27b1c51421, Class:  2, CF:0.997727, Len: 10, Fitness_tra: -554
Rule 94: 82e10a7007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 07000070e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0b93804d24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 100c0e0ab0, Class:  1, CF:0.972146, Len:  5, Fitness_tra: 0
Rule 98: 0000500000, Class:  3, CF:0.218694, Len:  1, Fitness_tra: -390
Rule 99: 000000082b, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule100: 000000a0e0, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
------Current------
Miss_rate(tra)	:59.365
------Result------
Miss_rate(tra)	:59.365
Miss_rate(tst)	:60.7861
ARL				:8.15686

------Generation 800------
Rule  1: 1701ce1266, Class:  0, CF:0.741376, Len:  9, Fitness_tra: 1564
Rule  2: 100c000ab0, Class:  1, CF:0.995368, Len:  4, Fitness_tra: 30
Rule  3: 27b1c912b1, Class:  0, CF:0.986001, Len: 10, Fitness_tra: 0
Rule  4: 0000000800, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  5: 0000000d00, Class:  2, CF:  1, Len:  1, Fitness_tra: 2
Rule  6: 492b1f1bb7, Class:  4, CF:0.999998, Len: 10, Fitness_tra: 2
Rule  7: 51000a7002, Class:  3, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: b2211f7774, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 2
Rule  9: 0000037cb0, Class:  4, CF:0.996717, Len:  4, Fitness_tra: 0
Rule 10: 17b1ce1261, Class:  0, CF:0.98572, Len: 10, Fitness_tra: 0
Rule 11: 4b93864124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 23b233217b, Class:  4, CF:0.891225, Len: 10, Fitness_tra: 0
Rule 13: bb27864773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000d00, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 15: 0000000880, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 4212834727, Class:  2, CF:0.466944, Len: 10, Fitness_tra: 0
Rule 17: 1bbc8341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1bb416b227, Class:  4, CF:0.999576, Len: 10, Fitness_tra: 0
Rule 20: 124b5fb742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0160034eb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 744251b4b7, Class:  2, CF:0.980913, Len: 10, Fitness_tra: 0
Rule 23: 4172864427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7142814244, Class:  2, CF:0.997252, Len: 10, Fitness_tra: 0
Rule 25: b1942ebb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b8124a7221, Class:  4, CF:0.998895, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1214dab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4bb7864174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: cccb11b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 207005bd27, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 32: 222183b477, Class:  2, CF:0.498798, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b1471a7224, Class:  4, CF:0.999936, Len: 10, Fitness_tra: 0
Rule 36: 2bbb8924b4, Class:  2, CF:0.997226, Len: 10, Fitness_tra: 0
Rule 37: 1b741f7742, Class:  4, CF:0.963962, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 71772a722b, Class:  4, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 40: 441bca7441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 21b2d68b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2bb1c6b7b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 4c74864b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b022037c02, Class:  4, CF:0.999221, Len:  7, Fitness_tra: 0
Rule 45: 14b4d31217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 12245a41b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 77218fb217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 27421e7772, Class:  2, CF:0.992762, Len: 10, Fitness_tra: -13
Rule 50: 2c22c37bb2, Class:  0, CF:0.135292, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1cb25f7272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 71b756174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 117c0347b2, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 56: 2b745fbb24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21b2de7b2b, Class:  1, CF:0.218005, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 21b2de7b2b, Class:  1, CF:0.218005, Len:  0, Fitness_tra: 0
Rule 60: 14b4214719, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1412d67444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7bbb134b44, Class:  4, CF:0.874678, Len: 10, Fitness_tra: 0
Rule 64: 121453727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b127c67742, Class:  0, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 66: b2218f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71771a7242, Class:  4, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000bd00, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 70: 44b72f7b2b, Class:  4, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 71: 22e183b47e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7bb12a4447, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2bb256b7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d070500bb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7171ca7b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2772c54427, Class:  2, CF:0.992348, Len: 10, Fitness_tra: 0
Rule 79: 43b8157b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b4421122b1, Class:  4, CF:0.748675, Len: 10, Fitness_tra: -468
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b5241177b2, Class:  4, CF:0.995173, Len: 10, Fitness_tra: -109
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: b477c31727, Class:  2, CF:0.777061, Len: 10, Fitness_tra: -9
Rule 86: 1111a321b1, Class:  4, CF:0.831189, Len: 10, Fitness_tra: -133
Rule 87: 22722324b2, Class:  4, CF:0.976, Len: 10, Fitness_tra: 0
Rule 88: 2472d1b741, Class:  2, CF:0.980032, Len: 10, Fitness_tra: 0
Rule 89: 7872231122, Class:  2, CF:0.0459397, Len: 10, Fitness_tra: 0
Rule 90: 0500000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4c148a7b2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00b0de7000, Class:  2, CF:0.944718, Len:  4, Fitness_tra: 0
Rule 93: 27b1c51421, Class:  2, CF:0.997727, Len: 10, Fitness_tra: -554
Rule 94: 82e10a7007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 07000070e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0b93804d24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 100c0e0ab0, Class:  1, CF:0.972146, Len:  5, Fitness_tra: 0
Rule 98: 0000500000, Class:  3, CF:0.218694, Len:  1, Fitness_tra: -390
Rule 99: 000000082b, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule100: 000000a0e0, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
------Current------
Miss_rate(tra)	:59.365
------Result------
Miss_rate(tra)	:59.365
Miss_rate(tst)	:60.7861
ARL				:8.15686

------Generation 900------
Rule  1: 1701ce1266, Class:  0, CF:0.741376, Len:  9, Fitness_tra: 1564
Rule  2: 100c000ab0, Class:  1, CF:0.995368, Len:  4, Fitness_tra: 30
Rule  3: 27b1c912b1, Class:  0, CF:0.986001, Len: 10, Fitness_tra: 0
Rule  4: 0000000800, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  5: 0000000d00, Class:  2, CF:  1, Len:  1, Fitness_tra: 2
Rule  6: 492b1f1bb7, Class:  4, CF:0.999998, Len: 10, Fitness_tra: 2
Rule  7: 51000a7002, Class:  3, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: b2211f7774, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 2
Rule  9: 0000037cb0, Class:  4, CF:0.996717, Len:  4, Fitness_tra: 0
Rule 10: 17b1ce1261, Class:  0, CF:0.98572, Len: 10, Fitness_tra: 0
Rule 11: 4b93864124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 23b233217b, Class:  4, CF:0.891225, Len: 10, Fitness_tra: 0
Rule 13: bb27864773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000d00, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 15: 0000000880, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 4212834727, Class:  2, CF:0.466944, Len: 10, Fitness_tra: 0
Rule 17: 1bbc8341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1bb416b227, Class:  4, CF:0.999576, Len: 10, Fitness_tra: 0
Rule 20: 124b5fb742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0160034eb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 744251b4b7, Class:  2, CF:0.980913, Len: 10, Fitness_tra: 0
Rule 23: 4172864427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7142814244, Class:  2, CF:0.997252, Len: 10, Fitness_tra: 0
Rule 25: b1942ebb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b8124a7221, Class:  4, CF:0.998895, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1214dab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4bb7864174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: cccb11b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 207005bd27, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 32: 222183b477, Class:  2, CF:0.498798, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b1471a7224, Class:  4, CF:0.999936, Len: 10, Fitness_tra: 0
Rule 36: 2bbb8924b4, Class:  2, CF:0.997226, Len: 10, Fitness_tra: 0
Rule 37: 1b741f7742, Class:  4, CF:0.963962, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 71772a722b, Class:  4, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 40: 441bca7441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 21b2d68b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2bb1c6b7b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 4c74864b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b022037c02, Class:  4, CF:0.999221, Len:  7, Fitness_tra: 0
Rule 45: 14b4d31217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 12245a41b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 77218fb217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 27421e7772, Class:  2, CF:0.992762, Len: 10, Fitness_tra: -13
Rule 50: 2c22c37bb2, Class:  0, CF:0.135292, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1cb25f7272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 71b756174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 117c0347b2, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 56: 2b745fbb24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21b2de7b2b, Class:  1, CF:0.218005, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 21b2de7b2b, Class:  1, CF:0.218005, Len:  0, Fitness_tra: 0
Rule 60: 14b4214719, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1412d67444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7bbb134b44, Class:  4, CF:0.874678, Len: 10, Fitness_tra: 0
Rule 64: 121453727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b127c67742, Class:  0, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 66: b2218f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71771a7242, Class:  4, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000bd00, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 70: 44b72f7b2b, Class:  4, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 71: 22e183b47e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7bb12a4447, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2bb256b7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d070500bb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7171ca7b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2772c54427, Class:  2, CF:0.992348, Len: 10, Fitness_tra: 0
Rule 79: 43b8157b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b4421122b1, Class:  4, CF:0.748675, Len: 10, Fitness_tra: -468
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b5241177b2, Class:  4, CF:0.995173, Len: 10, Fitness_tra: -109
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: b477c31727, Class:  2, CF:0.777061, Len: 10, Fitness_tra: -9
Rule 86: 1111a321b1, Class:  4, CF:0.831189, Len: 10, Fitness_tra: -133
Rule 87: 22722324b2, Class:  4, CF:0.976, Len: 10, Fitness_tra: 0
Rule 88: 2472d1b741, Class:  2, CF:0.980032, Len: 10, Fitness_tra: 0
Rule 89: 7872231122, Class:  2, CF:0.0459397, Len: 10, Fitness_tra: 0
Rule 90: 0500000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4c148a7b2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00b0de7000, Class:  2, CF:0.944718, Len:  4, Fitness_tra: 0
Rule 93: 27b1c51421, Class:  2, CF:0.997727, Len: 10, Fitness_tra: -554
Rule 94: 82e10a7007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 07000070e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0b93804d24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 100c0e0ab0, Class:  1, CF:0.972146, Len:  5, Fitness_tra: 0
Rule 98: 0000500000, Class:  3, CF:0.218694, Len:  1, Fitness_tra: -390
Rule 99: 000000082b, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule100: 000000a0e0, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
------Current------
Miss_rate(tra)	:59.365
------Result------
Miss_rate(tra)	:59.365
Miss_rate(tst)	:60.7861
ARL				:8.15686

------Generation 1000------
Rule  1: 1701ce1266, Class:  0, CF:0.741376, Len:  9, Fitness_tra: 1732
Rule  2: 100c000ab0, Class:  1, CF:0.995368, Len:  4, Fitness_tra: 32
Rule  3: 0000000800, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  4: b2211f7774, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule  5: 0000000d00, Class:  2, CF:  1, Len:  1, Fitness_tra: 2
Rule  6: 492b1f1bb7, Class:  4, CF:0.999998, Len: 10, Fitness_tra: 0
Rule  7: 000000a0e0, Class:  2, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 27b1c912b1, Class:  0, CF:0.986001, Len: 10, Fitness_tra: 1
Rule  9: 0000037cb0, Class:  4, CF:0.996717, Len:  4, Fitness_tra: 1
Rule 10: 17b1ce1261, Class:  0, CF:0.98572, Len: 10, Fitness_tra: 0
Rule 11: 4b93864124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 23b233217b, Class:  4, CF:0.891225, Len: 10, Fitness_tra: 0
Rule 13: bb27864773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000d00, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 15: 0000000880, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 4212834727, Class:  2, CF:0.466944, Len: 10, Fitness_tra: 0
Rule 17: 1bbc8341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1bb416b227, Class:  4, CF:0.999576, Len: 10, Fitness_tra: 0
Rule 20: 124b5fb742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0160034eb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 744251b4b7, Class:  2, CF:0.980913, Len: 10, Fitness_tra: 0
Rule 23: 4172864427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7142814244, Class:  2, CF:0.997252, Len: 10, Fitness_tra: 0
